MUNICIPALITY|CH|DES|VOTER ID|P|W/P|CG|SS|SR|CC|REQTYPE|REQDATE|REQDEN|ISSTYPE|ISSDATE|RECTYPE|RECDATE|DUP|ACC OR REJ|REJRSN|
AUGUSTA|||050411997|D|2-1|1|15|85|1|VP|05/29/2018||VP|05/29/2018|VP|05/29/2018 10:50 am||ACC||
AUGUSTA|||050412019|R|4-1|1|15|85|1|VP|05/24/2018||VP|05/24/2018|VP|05/24/2018 04:59 pm||ACC||
AUGUSTA|||050412081|D|3-1|1|15|86|1|WV|06/05/2018||IF|06/05/2018|IF|06/07/2018 02:49 pm||ACC||
AUGUSTA|||050412082|D|3-1|1|15|86|1|WV|06/05/2018||IV|06/05/2018|DV|06/07/2018 02:52 pm||ACC||
AUGUSTA|||100087729|D|1-1|1|15|86|1|ER|05/15/2018||MV|05/16/2018|DV|06/11/2018 08:15 am||ACC||
AUGUSTA|||100105361|R|1-1|1|15|86|1|VP|05/22/2018||VP|05/22/2018|VP|05/22/2018 12:14 pm||ACC||
AUGUSTA|||100156772|R|1-1|1|15|86|1|ER|05/15/2018||MV|05/16/2018||||||
AUGUSTA|||017101716|D|2-1|1|15|85|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 02:30 pm||ACC||
AUGUSTA|||100000799|R|4-1|1|15|85|1|TR|06/06/2018||MV|06/06/2018||||||
AUGUSTA|||049909089|D|1-1|1|15|86|1|ER|05/29/2018||MV|05/30/2018|MA|06/04/2018 08:10 am||ACC||
AUGUSTA|||100064665|D|1-1|1|15|86|1|TR|06/06/2018||MV|06/06/2018|MA|06/11/2018 07:35 am||ACC||
AUGUSTA|||050412318|D|2-1|1|15|85|1|ER|03/29/2018||MV|05/16/2018|MA|05/24/2018 08:23 am||ACC||
AUGUSTA|||017502269|U|2-1|1|15|85|1|VP|05/24/2018||VP|05/24/2018|VP|05/24/2018 12:04 pm||ACC||
AUGUSTA|||100384930|G|4-1|1|15|85|1|ER|06/05/2018||MV|06/05/2018||||||
AUGUSTA|||050412464|U|1-1|1|15|86|1|WV|05/30/2018||IV|05/30/2018|MA|06/04/2018 08:09 am||ACC||
AUGUSTA|||050412465|U|1-1|1|15|86|1|WV|05/30/2018||IV|05/30/2018|MA|06/04/2018 02:24 pm||ACC||
AUGUSTA|||050412471|R|1-1|1|15|86|1|ER|05/29/2018||MV|05/30/2018|DV|06/11/2018 08:10 am||ACC||
AUGUSTA|||050412476|R|1-1|1|15|86|1|VP|05/30/2018||VP|05/30/2018|VP|05/30/2018 03:27 pm||ACC||
AUGUSTA|||050412478|D|4-1|1|15|80|1|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 02:07 pm||ACC||
AUGUSTA|||100332392|U|2-1|1|15|85|1|VP|05/31/2018||VP|05/31/2018|VP|05/31/2018 03:35 pm||ACC||
AUGUSTA|||050412539|D|3-1|1|15|86|1|TR|05/24/2018||MV|05/24/2018|MA|06/07/2018 07:42 am||ACC||
AUGUSTA|||050504257|D|1-1|1|15|86|1|VP|05/30/2018||VP|05/30/2018|VP|05/30/2018 03:20 pm||ACC||
AUGUSTA|||050412568|R|3-1|1|15|86|1|TR|05/24/2018||MV|05/24/2018|MA|06/07/2018 07:42 am||ACC||
AUGUSTA|||050412575|R|4-1|1|15|85|1|WV|06/04/2018||IF|06/04/2018|IF|06/05/2018 02:08 pm||ACC||
AUGUSTA|||050412630|R|4-1|1|15|85|1|VP|06/04/2018||VP|06/04/2018|VP|06/04/2018 03:59 pm||ACC||
AUGUSTA|||100541549|D|3-1|1|15|86|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 04:12 pm||ACC||
AUGUSTA|||050412688|R|4-1|1|15|85|1|TR|05/17/2018||MV|05/18/2018|MA|06/11/2018 08:18 am||REJ|ENS|
AUGUSTA|||050412690|D|3-1|1|15|86|1|WV|05/25/2018||MV|05/25/2018|MA|06/11/2018 08:17 am||ACC||
AUGUSTA|||050412721|R|2-1|1|15|85|1|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 02:27 pm||ACC||
AUGUSTA|||050412771|D|4-1|1|15|80|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 01:51 pm||ACC||
AUGUSTA|||050412804|D|2-1|1|15|85|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 12:34 pm||ACC||
AUGUSTA|||050412808|D|2-1|1|15|85|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 12:35 pm||ACC||
AUGUSTA|||050412842|D|3-1|1|15|86|1|WV|05/22/2018||IF|05/22/2018|IF|06/11/2018 01:38 pm||ACC||
AUGUSTA|||050412848|D|3-1|1|15|86|1|WV|05/22/2018||IV|05/22/2018|DV|06/05/2018 10:44 am||ACC||
AUGUSTA|||100336385|R|2-1|1|15|85|1|VP|05/31/2018||VP|05/31/2018|VP|05/31/2018 03:07 pm||ACC||
AUGUSTA|||100301792|D|4-1|1|15|85|1|ER|05/15/2018||MV|05/16/2018|MA|06/01/2018 07:57 am||ACC||
AUGUSTA|||050413008|R|1-1|1|15|86|1|TR|06/06/2018||MV|06/06/2018|IF|06/11/2018 09:00 am||ACC||
AUGUSTA|||016901098|D|4-1|1|15|80|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 10:48 am||ACC||
AUGUSTA|||017502427|R|3-1|1|15|86|1|ER|05/10/2018||MV|05/16/2018|MA|06/11/2018 07:36 am||ACC||
AUGUSTA|||048007676|D|1-1|1|15|86|1|WV|06/05/2018||IV|06/05/2018||||||
AUGUSTA|||050413068|U|1-1|1|15|86|1|ER|05/22/2018||MV|05/23/2018|MA|06/01/2018 07:57 am||ACC||
AUGUSTA|||050413070|U|1-1|1|15|86|1|ER|05/22/2018||MV|05/23/2018|MA|06/01/2018 07:57 am||ACC||
AUGUSTA|||050413141|D|2-1|1|15|85|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 04:32 pm||ACC||
AUGUSTA|||050413142|D|2-1|1|15|85|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 04:34 pm||ACC||
AUGUSTA|||050413169|D|3-1|1|15|86|1|TR|06/01/2018||MV|06/01/2018|DV|06/06/2018 10:09 am||ACC||
AUGUSTA|||050413191|D|1-1|1|15|86|1|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 03:04 pm||ACC||
AUGUSTA|||050413192|D|1-1|1|15|86|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 03:00 pm||ACC||
AUGUSTA|||050413203|R|3-1|1|15|86|1|WV|05/04/2018||MV|05/16/2018|DV|05/22/2018 10:38 am||ACC||
AUGUSTA|||050413207|R|3-1|1|15|86|1|TR|06/01/2018||MV|06/01/2018||||||
AUGUSTA|||050413214|R|3-1|1|15|86|1|WV|05/25/2018||IF|05/25/2018|MA|06/11/2018 07:37 am||ACC||
AUGUSTA|||050406064|R|3-1|1|15|86|1|WV|05/04/2018||MV|05/16/2018|IF|05/22/2018 10:39 am||ACC||
AUGUSTA|||050413215|R|3-1|1|15|86|1|WV|05/25/2018||IV|05/25/2018|MA|06/11/2018 07:37 am||ACC||
AUGUSTA|||100466356|D|4-1|1|15|85|1|ER|05/15/2018||MV|05/16/2018|MA|06/01/2018 07:57 am||ACC||
AUGUSTA|||007401758|D|1-1|1|15|86|1|TR|05/18/2018||MV|05/18/2018|MA|05/24/2018 08:12 am||ACC||
AUGUSTA|||050413450|U|2-1|1|15|85|1|TR|05/30/2018||MV|05/30/2018|MA|06/11/2018 07:37 am||ACC||
AUGUSTA|||050413451|U|2-1|1|15|85|1|TR|05/30/2018||MV|05/30/2018|MA|06/11/2018 08:17 am||ACC||
AUGUSTA|||050413462|R|3-1|1|15|86|1|TR|06/05/2018||MV|06/05/2018||||||
AUGUSTA|||050413529|R|3-1|1|15|86|1|TR|06/05/2018||MV|06/05/2018|IF|06/12/2018 10:33 am||ACC||
AUGUSTA|||024500217|D|2-1|1|15|85|1|VP|05/22/2018||VP|05/22/2018|VP|05/22/2018 11:46 am||ACC||
AUGUSTA|||050413555|R|3-1|1|15|86|1|WV|06/04/2018||IF|06/04/2018|IF|06/07/2018 11:04 am||ACC||
AUGUSTA|||050413561|R|3-1|1|15|86|1|WV|06/04/2018||IV|06/04/2018|DV|06/07/2018 11:05 am||ACC||
AUGUSTA|||050413608|R|2-1|1|15|85|1|VP|06/04/2018||VP|06/04/2018|VP|06/04/2018 11:06 am||ACC||
AUGUSTA|||050413611|U|2-1|1|15|85|1|VP|06/04/2018||VP|06/04/2018|VP|06/04/2018 11:10 am||ACC||
AUGUSTA|||100694765|D|2-1|1|15|85|1|VP|05/31/2018||VP|05/31/2018|VP|05/31/2018 04:00 pm||ACC||
AUGUSTA|||018001823|R|1-1|1|15|86|1|WV|06/07/2018||IF|06/07/2018||||||
AUGUSTA|||018001824|R|1-1|1|15|86|1|WV|06/07/2018||IV|06/07/2018|DV|06/12/2018 02:25 pm||ACC||
AUGUSTA|||100546680|R|2-1|1|15|85|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 03:56 pm||ACC||
AUGUSTA|||100023829|R|2-1|1|15|85|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 03:55 pm||ACC||
AUGUSTA|||100437472|D|2-1|1|15|85|1|TR|05/30/2018||MV|05/30/2018|MA|06/08/2018 08:05 am||REJ|ENS|
AUGUSTA|||016302965|D|2-1|1|15|85|1|VP|05/31/2018||VP|05/31/2018|VP|05/31/2018 09:41 am||ACC||
AUGUSTA|||050413858|R|4-1|1|15|80|1|WV|06/07/2018||IF|06/07/2018|IF|06/11/2018 11:22 am||ACC||
AUGUSTA|||050413860|R|4-1|1|15|80|1|WV|06/07/2018||IF|06/07/2018|IF|06/11/2018 11:17 am||ACC||
AUGUSTA|||050413864|R|4-1|1|15|80|1|WV|06/07/2018||IV|06/07/2018|DV|06/11/2018 11:27 am||ACC||
AUGUSTA|||050413900|D|4-1|1|15|85|1|WV|05/14/2018||IF|05/17/2018|IF|06/11/2018 11:43 am||ACC||
AUGUSTA|||050413902|R|4-1|1|15|85|1|WV|06/06/2018||IF|06/06/2018|IF|06/11/2018 11:29 am||ACC||
AUGUSTA|||050414005|U|1-1|1|15|86|1|WV|06/05/2018||IF|06/05/2018|MA|06/08/2018 08:04 am||ACC||
AUGUSTA|||050414006|D|1-1|1|15|86|1|WV|06/05/2018||IV|06/05/2018|MA|06/08/2018 08:06 am||ACC||
AUGUSTA|||100025957|R|2-1|1|15|85|1|VP|05/25/2018||VP|05/25/2018|VP|05/25/2018 12:45 pm||ACC||
AUGUSTA||S|100372990|R|2-1|1|15|85|1|UR|04/04/2018||EL|04/27/2018||||||
AUGUSTA|||050602046|R|4-1|1|15|85|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 02:52 pm||ACC||
AUGUSTA||O|050414219|D|4-1|1|15|85|1|UR|04/10/2018||EL|04/27/2018|SI|05/02/2018 03:44 am||ACC||
AUGUSTA|||018204484|D|1-1|1|15|86|1|VP|05/30/2018||VP|05/30/2018|VP|05/30/2018 03:45 pm||ACC||
AUGUSTA|||050414232|D|1-1|1|15|86|1|VP|05/30/2018||VP|05/30/2018|VP|05/30/2018 03:00 pm||ACC||
AUGUSTA|||050414234|R|1-1|1|15|86|1|WV|05/30/2018||IV|05/30/2018|DV|06/05/2018 12:56 pm||ACC||
AUGUSTA|||050414236|R|1-1|1|15|86|1|WV|05/30/2018||IF|05/30/2018|IF|06/05/2018 12:58 pm||ACC||
AUGUSTA|||050414256|U|4-1|1|15|80|1|ER|05/16/2018||MV|05/18/2018|MA|06/01/2018 07:57 am||ACC||
AUGUSTA|||050414315|D|1-1|1|15|85|1|ER|05/17/2018||MV|05/18/2018|MA|05/29/2018 11:35 am||ACC||
AUGUSTA|||050414328|D|1-1|1|15|86|1|ER|05/31/2018||MV|06/01/2018||||||
AUGUSTA|||050414337|D|3-1|1|15|86|1|ER|04/18/2018||MV|05/16/2018|MA|05/29/2018 11:36 am||ACC||
AUGUSTA|||050414386|D|1-1|1|15|86|1|TR|06/07/2018||MV|06/07/2018||||||
AUGUSTA|||050414393|D|4-1|1|15|80|1|WV|06/01/2018||IF|06/01/2018|IF|06/05/2018 03:58 pm||ACC||
AUGUSTA|||050414398|D|4-1|1|15|80|1|VP|06/01/2018||VP|06/01/2018|VP|06/01/2018 01:51 pm||REJ|ENS|
AUGUSTA|||050414398|D|4-1|1|15|80|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 04:19 pm|2|ACC||
AUGUSTA|||050414432|R|4-1|1|15|85|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 09:08 am||ACC||
AUGUSTA|||040803571|D|3-1|1|15|86|1|VP|05/25/2018||VP|05/25/2018|VP|05/25/2018 11:30 am||ACC||
AUGUSTA|||050414491|R|1-1|1|15|86|1|TR|05/21/2018||MV|05/21/2018|MA|06/04/2018 02:21 pm||ACC||
AUGUSTA|||050414599|D|1-1|1|15|86|1|TR|05/15/2018||MV|05/16/2018|MA|05/24/2018 07:59 am||ACC||
AUGUSTA|||050414607|D|4-1|1|15|85|1|TR|06/05/2018||MV|06/05/2018|IF|06/08/2018 12:23 pm||ACC||
AUGUSTA|||050414633|D|4-1|1|15|85|1|TR|06/05/2018||MV|06/05/2018|DV|06/08/2018 12:29 pm||ACC||
AUGUSTA|||050414705|D|2-1|1|15|85|1|WV|05/30/2018||IV|05/30/2018|DV|06/11/2018 04:23 pm||ACC||
AUGUSTA|||100661550|D|2-1|1|15|85|1|WV|05/25/2018||MV|05/25/2018|MA|06/07/2018 07:40 am||ACC||
AUGUSTA|||050414767|D|3-1|1|15|86|1|TR|05/10/2018||MV|05/16/2018|MA|05/29/2018 11:42 am||REJ|ENS|
AUGUSTA|||050811875|U|2-1|1|15|85|1|ER|04/09/2018||MV|05/16/2018|IF|06/08/2018 08:21 am||ACC||
AUGUSTA|||050811878|U|2-1|1|15|85|1|ER|04/06/2018||MV|05/16/2018|DV|06/08/2018 08:23 am||ACC||
AUGUSTA|||050414821|U|4-1|1|15|80|1|ER|06/05/2018||MV|06/05/2018|MA|06/11/2018 08:17 am||ACC||
AUGUSTA|||100159128|D|2-1|1|15|85|1|ER|06/07/2018||MV|06/08/2018||||||
AURORA|||012500049|R|1-1|2|7|137|1|WV|06/07/2018||IF|06/07/2018|IF|06/12/2018 07:06 am||ACC||
AURORA|||012500016|D|1-1|2|7|137|1|ER|05/06/2018|||||||||
AURORA|||012500017|R|1-1|2|7|137|1|ER|05/26/2018||MV|06/06/2018||||||
AVON|||009900168|D|1-1|2|17|112|3|WV|06/11/2018||IF|06/11/2018|IF|06/12/2018 08:00 am||ACC||
BAILEYVILLE|||100554970|U|1-1|2|6|140|1|ER|06/04/2018||MV|06/06/2018|MA|06/08/2018 02:39 pm||ACC||
BAILEYVILLE|||100554972|R|1-1|2|6|140|1|ER|06/04/2018||MV|06/06/2018|MA|06/08/2018 02:39 pm||ACC||
BAILEYVILLE|||027500119|R|1-1|2|6|140|1|VP|05/18/2018||VP|05/18/2018|VP|05/18/2018 09:34 am||ACC||
BAILEYVILLE|||041100361|D|1-1|2|6|140|1|VP|06/04/2018||VP|06/04/2018|VP|06/04/2018 08:41 am||ACC||
BAILEYVILLE|||041100383|D|1-1|2|6|140|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 11:23 am||ACC||
BAILEYVILLE|||041100584|D|1-1|2|6|140|1|WV|06/11/2018||IF|06/11/2018|IF|06/11/2018 02:46 pm||ACC||
BAILEYVILLE|||041101029|R|1-1|2|6|140|1|WV|05/22/2018||IV|05/22/2018|DV|05/23/2018 01:18 pm||ACC||
BAILEYVILLE|||041101031|R|1-1|2|6|140|1|WV|05/22/2018||IF|05/22/2018|IF|05/23/2018 01:18 pm||ACC||
BALDWIN|||008300008|U|1-1|1|26|68|1|WV|06/07/2018||IF|06/07/2018|IF|06/07/2018 03:18 pm||ACC||
BALDWIN|||008300294|R|1-1|1|26|68|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 11:05 am||ACC||
BALDWIN|||008300296|R|1-1|1|26|68|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 11:05 am||ACC||
BALDWIN|||008300426|R|1-1|1|26|68|1|VP|05/29/2018||VP|05/29/2018|VP|05/29/2018 08:30 am||ACC||
BALDWIN|||008300913|D|1-1|1|26|68|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 09:55 am||ACC||
BALDWIN|||008301013|D|1-1|1|26|68|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 01:40 pm||ACC||
BALDWIN|||008301057|D|1-1|1|26|68|1|TR|05/24/2018||MV|05/25/2018|MA|06/08/2018 10:00 am||ACC||
BALDWIN|||008301094|D|1-1|1|26|68|1|WV|05/23/2018||IV|05/23/2018|DV|06/01/2018 02:00 pm||ACC||
BALDWIN|||008301097|D|1-1|1|26|68|1|WV|05/23/2018||IF|05/23/2018|IF|06/01/2018 02:00 pm||ACC||
BANGOR|||051000043|R|1-1|2|9|125|1|ER|05/25/2018||MV|05/25/2018|MA|06/01/2018 10:00 am||ACC||
BANGOR|||051000044|R|1-1|2|9|125|1|ER|05/25/2018||MV|05/25/2018|MA|06/01/2018 10:00 am||ACC||
BANGOR|||051000114|D|1-1|2|9|124|1|TR|05/31/2018||MV|05/31/2018|MA|06/11/2018 10:00 am||ACC||
BANGOR|||030300257|D|1-1|2|9|124|1|VP|05/25/2018||VP|05/25/2018|VP|05/25/2018 10:00 am||ACC||
BANGOR|||051000150|D|1-1|2|9|127|1|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 04:46 pm||ACC||
BANGOR|||013000041|R|1-1|2|9|125|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 09:41 am||ACC||
BANGOR|||100427950|D|1-1|2|9|124|1|ER|06/05/2018||MV|06/05/2018||||||
BANGOR|||049400124|U|1-1|2|9|124|1|ER|06/05/2018||MV|06/05/2018||||||
BANGOR|||051400092|D|1-1|2|9|127|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 09:39 am||ACC||
BANGOR|||051000224|U|1-1|2|9|126|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 01:34 pm||ACC||
BANGOR|||051000257|R|1-1|2|9|124|1|TR|05/29/2018||MV|05/29/2018|MA|06/04/2018 11:00 am||ACC||
BANGOR|||051000294|D|1-1|2|9|127|1|TR|05/16/2018||MV|05/16/2018|MA|06/05/2018 10:30 am||ACC||
BANGOR|||051000313|R|1-1|2|9|127|1|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 03:47 pm||ACC||
BANGOR|||100687124|R|1-1|2|9|127|1|ER|04/13/2018||MV|05/14/2018|MA|05/22/2018 12:00 pm||ACC||
BANGOR|||051000382|D|1-1|2|9|126|1|TR|06/04/2018||MV|06/04/2018|MA|06/11/2018 10:00 am||ACC||
BANGOR|||100477652|D|1-1|2|9|125|1|ER|05/01/2018||MV|05/14/2018|MA|06/07/2018 11:30 am||ACC||
BANGOR|||051000390|R|1-1|2|9|126|1|TR|06/04/2018||MV|06/04/2018|MA|06/11/2018 10:00 am||ACC||
BANGOR|||051000402|D|1-1|2|9|125|1|ER|05/09/2018||MV|05/14/2018|DV|06/11/2018 02:14 pm||ACC||
BANGOR|||051000411|R|1-1|2|9|124|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 02:14 pm||ACC||
BANGOR|||051000446|U|1-1|2|9|125|1|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 03:16 pm||ACC||
BANGOR|||051000447|U|1-1|2|9|125|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 09:26 am||ACC||
BANGOR|||051000469|D|1-1|2|9|127|1|WV|06/06/2018||IV|06/06/2018||||||
BANGOR|||051000488|R|1-1|2|9|125|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 08:49 am||ACC||
BANGOR|||051000500|R|1-1|2|9|125|1|WV|05/25/2018||IF|05/25/2018||||||
BANGOR|||051000508|U|1-1|2|9|125|1|WV|05/25/2018||IV|05/25/2018||||||
BANGOR|||051000516|D|1-1|2|9|124|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 11:53 am||ACC||
BANGOR|||051900291|D|1-1|2|9|124|1|WV|05/16/2018||IV|05/16/2018|MA|06/08/2018 10:45 am||ACC||
BANGOR|||051000546|U|1-1|2|9|127|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 12:09 pm||ACC||
BANGOR|||051000551|D|1-1|2|9|126|1|WV|05/09/2018||MV|05/14/2018|IF|06/12/2018 02:43 pm||ACC||
BANGOR|||051015966|D|1-1|2|9|127|1|TR|06/06/2018||MV|06/06/2018|MA|06/11/2018 10:00 am||ACC||
BANGOR|||051000609|D|1-1|2|9|127|1|TR|06/06/2018||MV|06/06/2018|MA|06/11/2018 10:00 am||ACC||
BANGOR|||051019004|R|1-1|2|9|124|1|VP|06/04/2018||VP|06/04/2018|VP|06/04/2018 12:27 pm||ACC||
BANGOR|||100584844|R|1-1|2|9|125|1|VP|05/18/2018||VP|05/18/2018|VP|05/18/2018 10:03 am||ACC||
BANGOR|||051000730|U|1-1|2|9|125|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 11:49 am||ACC||
BANGOR|||051000733|U|1-1|2|9|124|1|VP|06/04/2018||VP|06/04/2018|VP|06/04/2018 12:46 pm||ACC||
BANGOR|||051000751|G|1-1|2|9|124|1|ER|06/07/2018||MV|06/07/2018|MA|06/12/2018 10:25 am||REJ|ENS|
BANGOR|||051000769|D|1-1|2|9|127|1|VP|06/08/2018||VP|06/08/2018|VP|06/08/2018 12:50 pm||ACC||
BANGOR|||100001162|D|1-1|2|9|127|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 10:14 am||ACC||
BANGOR|||041100034|R|1-1|2|9|124|1|ER|06/06/2018||MV|06/06/2018|DV|06/12/2018 12:38 pm||ACC||
BANGOR|||051000868|D|1-1|2|9|125|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 09:40 am||ACC||
BANGOR|||051000882|D|1-1|2|9|125|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 11:19 am||ACC||
BANGOR|||100297576|D|1-1|2|9|127|1|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 09:34 am||ACC||
BANGOR|||100671604|D|1-1|2|9|124|1|VP|06/11/2018||VP|06/11/2018|VP|06/11/2018 02:00 pm||ACC||
BANGOR|||050100017|D|1-1|2|9|125|1|TR|05/24/2018||MV|05/30/2018|MA|06/07/2018 11:30 am||ACC||
BANGOR|||051000931|D|1-1|2|9|124|1|TR|05/14/2018||MV|05/14/2018|DV|05/31/2018 02:30 pm||ACC||
BANGOR|||051000936|U|1-1|2|9|127|1|VP|06/04/2018||VP|06/04/2018|VP|06/04/2018 02:46 pm||ACC||
BANGOR|||051000938|D|1-1|2|9|127|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 12:12 pm||ACC||
BANGOR|||100379810|D|1-1|2|9|127|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 08:22 am||ACC||
BANGOR|||100054933|D|1-1|2|9|127|1|ER|05/19/2018||MV|05/21/2018|DV|05/31/2018 11:45 am||ACC||
BANGOR|||051000983|L|1-1|2|9|125|1|ER|05/30/2018||MV|05/30/2018|IF|06/11/2018 01:29 pm||ACC||
BANGOR|||051000984|R|1-1|2|9|125|1|ER|05/30/2018||MV|05/30/2018|DV|06/11/2018 01:29 pm||ACC||
BANGOR|||051000986|R|1-1|2|9|125|1|ER|05/30/2018||MV|05/30/2018|DV|06/11/2018 01:29 pm||ACC||
BANGOR|||100694059|D|1-1|2|9|126|1|WV|05/22/2018||IV|05/22/2018|MA|06/05/2018 10:30 am||ACC||
BANGOR|||051001053|R|1-1|2|9|127|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 01:21 pm||ACC||
BANGOR|||051001056|R|1-1|2|9|127|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 01:21 pm||ACC||
BANGOR|||028400058|R|1-1|2|9|124|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 08:58 am||ACC||
BANGOR|||100151720|D|1-1|2|9|125|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 12:13 pm||ACC||
BANGOR|||100568653|U|1-1|2|9|124|1|ER|05/29/2018||MV|05/29/2018|IF|06/06/2018 04:06 pm||ACC||
BANGOR|||051001194|R|1-1|2|9|127|1|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 01:57 pm||ACC||
BANGOR|||051001211|R|1-1|2|9|124|1|VP|05/21/2018||VP|05/21/2018|VP|05/21/2018 11:03 am||ACC||
BANGOR|||028900136|U|1-1|2|9|127|1|VP|05/24/2018||VP|05/24/2018|VP|05/24/2018 03:49 pm||ACC||
BANGOR|||051004728|D|1-1|2|9|127|1|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 12:47 pm||ACC||
BANGOR|||051001257|D|1-1|2|9|127|1|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 08:55 am||ACC||
BANGOR|||051001270|U|1-1|2|9|126|1|VP|06/05/2018||VP|06/05/2018|VP|06/05/2018 11:46 am||ACC||
BANGOR|||100545996|D|1-1|2|9|124|1|ER|05/05/2018||MV|05/14/2018||||||
BANGOR|||051100487|D|1-1|2|9|126|1|TR|05/22/2018||MV|05/22/2018|MA|05/29/2018 11:30 am||ACC||
BANGOR|||051001329|D|1-1|2|9|125|1|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 02:28 pm||ACC||
BANGOR|||100691211|D|1-1|2|9|126|1|TR|05/29/2018||MV|05/29/2018||||||
BANGOR|||051001400|D|1-1|2|9|125|1|WV|05/24/2018||IV|05/24/2018|MA|05/29/2018 11:30 am||ACC||
BANGOR||O|049603711|D|1-1|2|9|127|1|ER|05/02/2018||EL|05/02/2018||||||
BANGOR|||051001425|D|1-1|2|9|126|1|WV|05/29/2018||IV|05/29/2018|DV|06/05/2018 01:58 pm||ACC||
BANGOR|||051001426|R|1-1|2|9|126|1|WV|06/06/2018||IF|06/06/2018|DV|06/07/2018 08:46 am||ACC||
BANGOR|||051001427|D|1-1|2|9|126|1|WV|06/06/2018||IV|06/06/2018|IF|06/07/2018 08:46 am||ACC||
BANGOR|||051001428|D|1-1|2|9|126|1|WV|05/29/2018||IF|05/29/2018|IF|06/05/2018 01:58 pm||ACC||
BANGOR|||051001474|D|1-1|2|9|124|1|VP|06/06/2018||VP|06/06/2018|VP|06/06/2018 03:18 pm||ACC||
BANGOR|||051001483|D|1-1|2|9|124|1|VP|06/07/2018||VP|06/07/2018|VP|06/07/2018 08:14 am||ACC||
BANGOR|||100287280|L|1-1|2|9|125|1|ER|03/22/2018||MV|05/14/2018|MA|05/31/2018 01:13 pm||ACC||
BANGOR|||051001514|D|1-1|2|9|124|1|TR|06/06/2018||MV|06/06/2018|MA|06/11/2018 10:00 am||ACC||
BANGOR|||051001515|D|1-1|2|9|124|1|TR|06/06/2018||MV|06/06/2018||||||
BANGOR|||014200136|U|1-1|2|9|124|1|VP|05/25/2018||VP|05/25/2018|VP|05/25/2018 09:26 am||ACC||
BANGOR|||100415231|U|1-1|2|9|126|1|TR|06/07/2018||MV|06/07/2018|IF|06/11/2018 10:47 am||ACC||
BANGOR|||051001552|R|1-1|2|9|126|1|TR|06/07/2018||MV|06/07/2018|DV|06/11/2018 10:48 am||ACC||
BANGOR|||100199521|U|1-1|2|9|124|1|TR|06/01/2018||MV|06/01/2018|MA|06/11/2018 10:00 am||ACC||
BANGOR|||051001569|R|1-1|2|9|127|1|VP|06/08/2018||VP|06/08/2018|VP|06/08/2018 01:36 pm||ACC||
