"POLL PLACE ID","POLLING PLACE NAME","VOTER COUNT"
"PARKER","20214","DINING AREA","64"
"PARKER","10270","FAMILY LIFE CENTER","32"
"PARKER","10278","FELLOWSHIP HALL","11"
"PARKER","10280","FELLOWSHIP HALL","55"
"PARKER","10262","FELLOWSHIP HALL","143"
"PARKER","32243","FELLOWSHIP HALL","55"
"PARKER","10286","FELLOWSHIP HALL","34"
"PARKER","10279","FELLOWSHIP HALL","14"
"PARKER","25426","FELLOWSHIP HALL","13"
"PARKER","10282","GREAT HALL","89"
"PARKER","10272","GYM","47"
"PARKER","14180","GYM","318"
"PARKER","90587","JOHNSON ROOM","28"
"PARKER","14323","LIFE GROUP ROOM","43"
"PARKER","10290","LOBBY OF GYM","35"
"PARKER","89729","MEETING ROOM","18"
"PARKER","14373","OLD FELLOWSHIP HALL","20"
"PARKER","10304","SANCTUARY","107"
"PARKER","93969","SANCTUARY","61"
"PARKER","32737","TRAINING ROOM","44"
"PARKER","10301","YOUTH BUILDING","56"
"PARKER","14185","YOUTH ROOM","37"
"PARMER","23940","FELLOWSHIP HALL","5"
"PARMER","91317","FRIONA SENIOR CITIZENS' CENTER","44"
"PARMER","10306","MAIN ENTRANCE","31"
"PARMER","10309","MAIN ENTRANCE","23"
"PARMER","10310","MAIN ENTRANCE","6"
"PECOS","10319","COYANOSA COMMUNITY CENTER","11"
"PECOS","21889","FORT STOCKTON","106"
"PECOS","10322","FORT STOCKTON PUBLIC LIBRARY","48"
"PECOS","10321","IMPERIAL COMMUNITY CENTER","5"
"PECOS","16505","IRAAN SENIOR CITIZEN CENTER","17"
"PECOS","10320","RURAL COMMUNITY HALL","92"
"PECOS","10314","SENIOR CITIZENS CENTER","137"
"PECOS","10316","SHEFFIELD COMMUNITY CENTER","5"
"POLK","13140","101 WEST CHURCH, FIRST FLOOR","20"
"POLK","10340","1102 MLK DR","29"
"POLK","10331","13990 OLD HWY 35 N","28"
"POLK","10327","1406 FM 3277","71"
"POLK","10328","14111 US HWY 190 W","96"
"POLK","10342","159 CARE CENTER DR","33"
"POLK","10339","2450 FM 2457","30"
"POLK","25083","2590 190 WEST, LIVINGSTON","29"
"POLK","10324","3036 FM 2610","11"
"POLK","10333","707 EAST BARNUM LOOP","6"
"POLK","10335","9199 FM 1276","10"
"POLK","20609","CORRIGAN CITY HALL","47"
"POLK","90103","ELECTION DAY","63"
"POLK","90102","ELECTION DAY","31"
"POLK","15126","ESCAPEE'S ACTIVITY CENTER 1","43"
"POLK","15151","GOODRICH ISD ADMIN BLDG","59"
"POTTER","88903","BIVINS ROOM","185"
"POTTER","31548","BOARDROOM","24"
"POTTER","89969","DRY LAB","121"
"POTTER","90815","EAST ENTRANCE - RM. R11","132"
"POTTER","88906","FAMILY LIFE CENTER","132"
"POTTER","88900","FAMILY WORSHIP CENTER","48"
"POTTER","88904","FOYER","50"
"POTTER","88902","FOYER","214"
"POTTER","89573","MAIN","216"
"POTTER","88897","MAIN","51"
"POTTER","88909","MAIN","219"
"POTTER","89631","MAIN","131"
"POTTER","10355","MAIN ENTRANCE","12"
"POTTER","33334","SENIOR CENTER","111"
"POTTER","89344","THE TREE HOUSE ROOM","271"
"POTTER","88901","WORSHIP CENTER FOYER","37"
"PRESIDIO","94550","MARFA","265"
"PRESIDIO","10371","NEW ADDITION","64"
"PRESIDIO","94658","NEXT TO SANTA TERESA CHURCH","38"
"PRESIDIO","24327","PRESIDIO ISD","39"
"RANDALL","22614","CENTRAL WEST ENTRANCE HALLWAY","173"
"RANDALL","10403","CONFERENCE ROOM","54"
"RANDALL","14387","ELECTION ROOM","489"
"RANDALL","10387","ELECTION ROOM","310"
"RANDALL","10393","FOYER","187"
"RANDALL","23693","FOYER","97"
"RANDALL","16280","GYM","168"
"RANDALL","25068","GYM","153"
"RANDALL","16277","GYM","73"
"RANDALL","20720","GYM","180"
"RANDALL","10401","GYMNASIUM","173"
"RANDALL","10383","LIBRARY","233"
"RANDALL","16646","PALO DURO ROOM","351"
"REAGAN","91015","REAGAN COUNTY COMMUNITY BUILDING","16"
"REAL","94212","AMERICAN LEGION HALL PREC 1,2,6","49"
"REAL","94213","NUECES CANYON SENIOR CENTER 3,4/7","25"
"RED RIVER","12938","ANNONA METHODIST CHURCH","29"
"RED RIVER","89996","AVERY 1ST BAPTIST CHURCH","9"
"RED RIVER","32214","BOGATA COMMUNITY CENTER","32"
"RED RIVER","94533","CLARKSVILLE 1ST BAPTIST CHURCH","38"
"RED RIVER","89995","CLARKSVILLE CITY HALL","61"
"RED RIVER","22761","DETROIT FIRST BAPT CHURCH","18"
"RED RIVER","10427","FELLOWSHIP HALL","5"
"RED RIVER","14871","FELLOWSHIP HALL","39"
"RED RIVER","26964","LEESVILLE BAPTIST CHURCH","12"
"RED RIVER","10421","RED RIVER COUNTY LIBRARY","106"
"REEVES","19125","BALMORHEA COMMUNITY CENTER","109"
"REEVES","10441","COMMUNITY CENTER","86"
"REEVES","94746","LOBBY","85"
"REEVES","11973","REEVES CIVIC CENTER","171"
"REEVES","10449","REEVES COUNTY ANNEX NORTH SIDE","98"
"REEVES","20591","REEVES COUNTY HOSPITAL LOBBY AREA","119"
"REEVES","10446","SARAGOSA MULTIPURPOSE CENTER","24"
"REEVES","20590","TOYAH OLD SCHOOL BUILDING / CITY HALL","14"
"REFUGIO","90530","PRECINCT 2","81"
"REFUGIO","10457","PRECINCT 2A","4"
"REFUGIO","10458","PRECINCT 2B","24"
"REFUGIO","10454","PRECINCT 3","110"
"REFUGIO","10459","PRECINCT 4A","21"
"REFUGIO","10460","PRECINCT 4B","13"
"ROBERTS","94451","WAYSIDE RED SCHOOL BUILDING","1"
"ROBERTSON","19405","BLOODWORTH CENTER","18"
"ROBERTSON","10480","CHRISTIAN FAITH CENTER","41"
"ROBERTSON","19878","EASTERLY FIRE STATION","2"
"ROBERTSON","19401","FIRE STATION","53"
"ROBERTSON","10474","HARDING ROAD BORING","64"
"ROBERTSON","10477","HOLLY CHURCH","4"
"ROBERTSON","19407","JP#4","57"
"ROBERTSON","19862","MAIN ROOM","86"
"ROBERTSON","19877","MEETING ROOM","11"
"ROBERTSON","10472","MT. ZION BAPTIST CHURCH","8"
"ROBERTSON","10478","NEW BADEN COMMUNITY CENTER","19"
"ROBERTSON","10471","PRIDGEON COMMUNITY CENTER","68"
"ROBERTSON","19861","TEAL CENTER","121"
"ROCKWALL","93847","FATE","476"
"ROCKWALL","93845","HEATH","262"
"ROCKWALL","93849","MCLENDON CHISHOLM","271"
"ROCKWALL","94081","ROCKWALL","211"
"ROCKWALL","94080","ROCKWALL","106"
"ROCKWALL","94076","ROCKWALL","194"
"ROCKWALL","94079","ROCKWALL","32"
"ROCKWALL","94077","ROCKWALL","283"
"ROCKWALL","94073","ROCKWALL","277"
"ROCKWALL","94082","ROCKWALL","91"
"ROCKWALL","93848","ROCKWALL","288"
"ROCKWALL","94075","ROCKWALL","161"
"ROCKWALL","94083","ROCKWALL","87"
"ROCKWALL","94078","ROWLETT","134"
"ROCKWALL","94074","ROWLETT","177"
"ROCKWALL","94084","ROYSE CITY","58"
"ROCKWALL","94085","ROYSE CITY","148"
"RUNNELS","10503","BALLINGER CITY HALL","6"
"RUNNELS","10502","BALLINGER COMMUNITY CENTER","24"
"RUNNELS","10498","COMMUNITY ROOM","19"
"RUNNELS","25241","ELM CREEK GRAIN","2"
"RUNNELS","10505","FIRE STATION","2"
"RUNNELS","10496","RUNNELS COUNTY ELECTION OFFICE","23"
"RUNNELS","19791","WEATHERBY HALL","24"
"RUNNELS","92891","WINTERS, TX","10"
"RUSK","10525","COUNTY VOTING BOX","32"
"RUSK","10513","COUNTY VOTING BOX","86"
"RUSK","10519","COUNTY VOTING BOX","28"
"RUSK","10516","EVENT ROOM","209"
"RUSK","89601","FELLOWSHIP HALL","70"
"RUSK","89339","FELLOWSHIP HALL","167"
"RUSK","10526","MAIN OFFICE","57"
"RUSK","10521","MT ENTERPRISE COMMUNITY CENTER","116"
"RUSK","10523","MULTIPURPOSE BUILDING","157"
"RUSK","10509","NEW LONDON COMMUNITY CENTER","39"
"RUSK","10507","OVERTON COMMUNITY CENTER","62"
"RUSK","33258","SHERMAN R SMITH COMMUNITY CENTER","165"
"SABINE","10531","ENTRANCE HALLWAY","4"
"SABINE","10532","FELLOWSHIP AND REC. ROOM","40"
"SABINE","10527","FELLOWSHIP BUILDING","47"
"SABINE","14996","FELLOWSHIP HALL","36"
"SABINE","10535","FELLOWSHIP ROOM","24"
"SABINE","10530","FELLOWSHIP ROOM","13"
"SABINE","10533","FRONT ENTERANCE FRONT MEETING ROOM","39"
"SABINE","88954","LIFE CENTER","9"
"SAN AUGUSTINE","28566","BASEMENT","36"
"SAN AUGUSTINE","10544","COMMUNITY CENTER","8"
"SAN AUGUSTINE","10546","FELLOWSHIP HALL","10"
"SAN AUGUSTINE","16308","FELLOWSHIP HALL","19"
"SAN AUGUSTINE","10542","FELLOWSHIP HALL","9"
"SAN AUGUSTINE","10541","FELLOWSHIP HALL","11"
"SAN AUGUSTINE","16309","FELLOWSHIP HALL","25"
"SAN AUGUSTINE","10537","GYM LOBBY","96"
"SAN AUGUSTINE","10545","OLD SANCTUARY","71"
"SAN AUGUSTINE","10538","OLD SANCTUARY","32"
"SAN AUGUSTINE","10539","SENIOR CITIZENS BLDG.","13"
"SAN JACINTO","23825","ELECTION DAY","560"
"SAN PATRICIO","93952","ANNEX BLDG","417"
"SAN PATRICIO","28987","BALLROOM","353"
"SAN PATRICIO","94070","BALLROOM","454"
"SAN PATRICIO","94069","BOARD ROOM","267"
"SAN PATRICIO","93949","CIVIC CENTER","211"
"SAN PATRICIO","93951","COMMUNITY CENTER","258"
"SAN PATRICIO","94068","COMMUNITY ROOM","213"
"SAN PATRICIO","94654","COUNSEL ROOM","114"
"SAN PATRICIO","94071","RECREATION ROOM","37"
"SAN PATRICIO","93950","TRAINING ROOM","81"
"SAN SABA","30268","FELLOWSHIP HALL","4"
"SAN SABA","94816","","55"
"SCHLEICHER","27567","DEMOCRATIC PRIMARY","47"
"SCHLEICHER","16349","HEAD START BUILDING-ROOM A","27"
"SCURRY","12914","1806 25TH ST.","32"
"SCURRY","94656","ARMORY","26"
"SCURRY","21074","HERMLEIGH HIGH SCHOOL","6"
"SCURRY","10588","NORTH SIDE COLISEUM","34"
"SCURRY","89346","ROY SALLEE GYM","5"
"SCURRY","10580","SCURRY CO LIBRARY","43"
"SCURRY","10585","SOUTH SIDE COLISEUM","19"
"SHACKELFORD","93918","225 S MAIN ST  ALBANY, TEXAS","29"
"SHACKELFORD","17952","DEMPRM ROCK HILL","9"
"SHACKELFORD","10590","MORAN COMMUNITY CENTER","2"
"SHELBY","10605","AMERICAN STATE BANK ANNEX","69"
"SHELBY","10594","CHURCH OF CHRIST","39"
"SHELBY","10598","EXCELSIOR SCHOOL LIBRARY","8"
"SHELBY","10603","FIRST BAPTIST CHURCH, FELLOWSHIP HALL","51"
"SHELBY","10601","FIRST UNITED METHODIST CHURCH FELLOWSHIP HALL","9"
"SHELBY","10604","FIRST UNITED METHODIST CHURCH, SCHIEDE HALL","63"
"SHELBY","89687","PINEYWOODS FAMILY OUTREACH CENTER","24"
"SHERMAN","17286","PRECINCT 1 CO BARN  LAUTZ (DEM)","4"
"SHERMAN","94101","PRECINCT 3 COUNTY BARN (DEM)","7"
"SHERMAN","17280","SHERMAN COUNTY COURTHOUSE (DEM)","24"
"SOMERVELL","90550","PCT 1","27"
"SOMERVELL","32084","PCT 2","49"
"SOMERVELL","32085","PCT 3","44"
"SOMERVELL","90551","PCT 4","29"
"STARR","10692","CATHOLIC CHURCH PARISH HALL","34"
"STARR","94485","COMM CENTER LA VICTORIA","486"
"STARR","94483","COMM CENTER SAN ISIDRO","122"
"STARR","94478","COMM PLACE 1","555"
"STARR","94477","COMMISSIONERS COURT ROOM","278"
"STARR","89706","ESCOBARES COMMUNITY CENTER","172"
"STARR","94480","LA CASITA","265"
"STARR","89707","MEETING ROOM","393"
"STARR","94479","ROMA COMMUNITY CENTER","646"
"STARR","10694","SALINENO COMMUNITY CENTER","170"
"STEPHENS","10701","BISD SERVICE SUPPORT CENTER","14"
"STEPHENS","13865","CHAMBER OF COMMERCE","26"
"STEPHENS","10698","FNB SHOWCASE AND TOWER ROOM","14"
"STEPHENS","10699","PRESBYTERIAN CHURCH FELLOWSHIP HALL","40"
"STEPHENS","10702","WAYLAND VOLUNTEER FIRE DEPARTMENT","4"
"STERLING","10705","COMMISSIONER'S COURT ROOM","3"
"STERLING","10704","COMMUNITY CENTER","3"
"STERLING","10706","LIBRARY","2"
"STERLING","10707","STERLING CITY DEPOT","3"
"STONEWALL","17125","STONEWALL COUNTY COURTHOUSE","20"
"STONEWALL","13330","STONEWALL COUNTY COURTHOUSE","8"
"STONEWALL","15097","STONEWALL COUNTY COURTHOUSE","10"
"STONEWALL","15095","STONEWALL COUNTY COURTHOUSE","25"
"SUTTON","10715","CIVIC CENTER","3"
"SUTTON","12321","HALL","29"
"SUTTON","10718","SONORA FIRE STATION","9"
"SUTTON","10716","WELLNESS CENTER","11"
"SWISHER","10727","BOARDROOM","16"
"SWISHER","23255","COURTROOM","59"
"SWISHER","10722","GAYLER/EVANS ROOM","26"
"SWISHER","94191","LIBRARY","8"
"TARRANT","92204","3RD FLOOR TRAINING ROOMS 3C & 3D","863"
"TARRANT","92060","ACTIVITY ROOM","277"
"TARRANT","92008","ACTIVITY ROOM","765"
"TARRANT","92186","ADULT EDUCATION HALLWAY","354"
"TARRANT","92231","AMENITIES CENTER","878"
"TARRANT","92215","ATRIUM","503"
"TARRANT","92126","ATRIUM","556"
"TARRANT","92190","ATRIUM AREA","371"
"TARRANT","92071","AUDITORIUM","210"
"TARRANT","92222","AUDITORIUM","565"
"TARRANT","92036","AUDITORIUM","292"
"TARRANT","92284","AUDITORIUM","178"
"TARRANT","92064","AUDITORIUM","411"
"TARRANT","92028","AUDITORIUM","906"
"TARRANT","92246","AUDITORIUM","614"
"TARRANT","92128","AUDITORIUM FOYER","433"
"TARRANT","92111","BACK LOBBY","646"
"TARRANT","92006","BANQUET ROOMS","702"
"TARRANT","92119","BLAIR ROOM","268"
"TARRANT","92293","BLUE AND MAIN ROOMS","812"
"TARRANT","92124","BLUE MEETING ROOM","352"
"TARRANT","92099","BOOTH HALL","457"
"TARRANT","94441","BREAKROOM","208"
"TARRANT","92221","CAFE FELLOWSHIP HALL","347"
"TARRANT","92019","CAFE OR EVENT CENTER","160"
"TARRANT","92219","CAFETERIA/WEST PARISH HALL","182"
"TARRANT","92083","CAMPBELL HALL","284"
"TARRANT","92074","CHAPEL BUILDING","76"
"TARRANT","92244","CHISHOLM ROOM","450"
"TARRANT","92106","CLASSROOM A, B AND C","291"
"TARRANT","92076","COMMUNITY CENTER","397"
"TARRANT","92232","COMMUNITY CENTER","552"
"TARRANT","92288","COMMUNITY CLASSROOM","551"
"TARRANT","92141","COMMUNITY ROOM","577"
"TARRANT","92205","COMMUNITY ROOM","526"
"TARRANT","92167","COMMUNITY ROOM","493"
"TARRANT","92275","COMMUNITY ROOM","349"
"TARRANT","92227","COMMUNITY ROOM","681"
"TARRANT","92033","COMMUNITY ROOM","795"
"TARRANT","92256","COMMUNITY ROOM","519"
"TARRANT","92104","COMMUNITY ROOMS A & B","759"
"TARRANT","92086","CONFERENCE ROOM","476"
"TARRANT","92240","CONFERENCE ROOM","113"
"TARRANT","92199","CONFERENCE ROOM","883"
"TARRANT","92273","COUNCIL CHAMBERS","142"
"TARRANT","92136","CULTURAL HALL BASKETBALL GYMNASIUM","245"
"TARRANT","92264","EAST WING","195"
"TARRANT","92298","FAMILY HALL/GYM","138"
"TARRANT","92013","FELLOWSHIP HALL","303"
"TARRANT","92213","FELLOWSHIP HALL","510"
"TARRANT","92157","FELLOWSHIP HALL","436"
"TARRANT","92236","FELLOWSHIP HALL","138"
"TARRANT","92265","FELLOWSHIP HALL","329"
"TARRANT","92314","FELLOWSHIP HALL","414"
"TARRANT","92058","FELLOWSHIP HALL","445"
"TARRANT","92073","FELLOWSHIP HALL","187"
"TARRANT","92127","FELLOWSHIP HALL","283"
"TARRANT","92306","FELLOWSHIP HALL","444"
"TARRANT","92109","FELLOWSHIP HALL","254"
"TARRANT","92046","FELLOWSHIP HALL","407"
"TARRANT","92097","FELLOWSHIP HALL","362"
"TARRANT","92187","FELLOWSHIP HALL","382"
"TARRANT","92085","FELLOWSHIP HALL","460"
"TARRANT","92165","FELLOWSHIP HALL","141"
"TARRANT","92184","FELLOWSHIP HALL","233"
"TARRANT","92170","FELLOWSHIP HALL","581"
"TARRANT","92023","FELLOWSHIP HALL","156"
"TARRANT","92012","FELLOWSHIP HALL","144"
"TARRANT","92301","FELLOWSHIP HALL AUDITORIUM","279"
"TARRANT","92031","FELLOWSHIP HALL GYM","203"
"TARRANT","92072","FELLOWSHIP ROOM","335"
"TARRANT","92323","FINE ARTS HALLWAY NEAR ROOM A1","476"
"TARRANT","92155","FIRST FLOOR CONFERENCE ROOM","1097"
"TARRANT","92143","FIRST FLOOR MEETING ROOM","679"
"TARRANT","92035","FLAGPOLE ENTRANCE HALLWAY","882"
"TARRANT","92283","FOYER","466"
"TARRANT","92105","FOYER AND SANCTUARY","246"
"TARRANT","92203","FOYER OR CAFETERIA","418"
"TARRANT","92131","FOYER OR CAFETERIA","377"
"TARRANT","92181","FRONT FOYER","191"
"TARRANT","92030","FRONT LOBBY","452"
"TARRANT","92047","FRONT ROOM","572"
"TARRANT","92095","GAME ROOM","280"
"TARRANT","92193","GATHERING ROOM","302"
"TARRANT","92048","GUS BATES GYM FOYER","655"
"TARRANT","92290","GYM","329"
"TARRANT","92248","GYM","152"
"TARRANT","92024","GYM","424"
"TARRANT","92258","GYM","214"
"TARRANT","92021","GYM","385"
"TARRANT","92263","GYM","816"
"TARRANT","92101","GYM/FAMILY LIFE CENTER","615"
"TARRANT","92094","GYMNASIUM","328"
"TARRANT","92299","GYMNASIUM","536"
"TARRANT","92202","GYMNASIUM","289"
"TARRANT","92087","GYMNASIUM","761"
"TARRANT","92001","GYMNASIUM","540"
"TARRANT","92120","GYMNASIUM","516"
"TARRANT","91999","GYMNASIUM","195"
"TARRANT","91994","GYMNASIUM","260"
"TARRANT","92077","GYMNASIUM","319"
"TARRANT","92017","GYMNASIUM","599"
"TARRANT","92102","HALLWAY","213"
"TARRANT","92163","HALLWAY","577"
"TARRANT","92034","HALLWAY","144"
"TARRANT","92014","HAZEL ROOM","507"
"TARRANT","92209","KIDS TOWN AREA","366"
"TARRANT","92195","KITCHEN AND FRONT CLASSROOM","404"
"TARRANT","92003","LARGE ACTIVITY ROOM","227"
"TARRANT","92114","LARGE CLASSROOM","344"
"TARRANT","92174","LIBRARY","598"
"TARRANT","92252","LIBRARY","537"
"TARRANT","92245","LIBRARY","488"
"TARRANT","92068","LIBRARY","216"
"TARRANT","92133","LIBRARY","457"
"TARRANT","92247","LIBRARY","448"
"TARRANT","92255","LIBRARY","236"
"TARRANT","92226","LOBBY","330"
"TARRANT","92015","LOBBY","85"
"TARRANT","92164","LOBBY","508"
"TARRANT","92285","LOBBY","176"
"TARRANT","92122","LOBBY","380"
"TARRANT","92075","LOBBY","213"
"TARRANT","92162","LOBBY","289"
"TARRANT","92309","LOBBY","232"
"TARRANT","92117","LOBBY","393"
"TARRANT","92243","LOBBY","535"
"TARRANT","92082","LOBBY","395"
"TARRANT","92269","LOBBY AND CONFERENCE ROOM","748"
"TARRANT","92318","LOBBY VESTIBULE AREA IN MAIN SANCTUARY","199"
"TARRANT","92303","LOBBY, ROOMS B & C","448"
"TARRANT","92286","LOBBY/CONFERENCE ROOM","267"
"TARRANT","92217","LOBBY/LIBRARY","132"
"TARRANT","92056","LOWER LEVEL, SUITE 100","955"
"TARRANT","92189","MAIN ENTRANCE FOYER/LOBBY","221"
"TARRANT","92135","MAIN ENTRANCE FOYER/LOBBY","385"
"TARRANT","92183","MAIN ENTRANCE FOYER/LOBBY","374"
"TARRANT","92233","MAIN ENTRANCE FOYER/LOBBY","377"
"TARRANT","92152","MAIN ENTRANCE FOYER/LOBBY","210"
"TARRANT","92137","MAIN ENTRANCE FOYER/LOBBY","435"
"TARRANT","92235","MAIN ENTRANCE FOYER/LOBBY","756"
"TARRANT","92154","MAIN ENTRANCE FOYER/LOBBY","314"
"TARRANT","92138","MAIN ENTRANCE FOYER/LOBBY","455"
"TARRANT","92201","MAIN ENTRANCE FOYER/LOBBY","295"
"TARRANT","92172","MAIN ENTRANCE FOYER/LOBBY","333"
"TARRANT","92168","MAIN ENTRANCE FOYER/LOBBY","575"
"TARRANT","92249","MAIN ENTRANCE FOYER/LOBBY","339"
"TARRANT","92166","MAIN ENTRANCE FOYER/LOBBY","295"
"TARRANT","92158","MAIN HALL-BLUE SECTION","210"
"TARRANT","92066","MAIN LOBBY","311"
"TARRANT","92319","MAIN ROOM","251"
"TARRANT","92098","MAIN ROOM","419"
"TARRANT","92234","MAIN ROOM","615"
"TARRANT","92078","MAIN ROOM","726"
"TARRANT","92044","MAIN ROOM","304"
"TARRANT","92180","MEETING ROOM","742"
"TARRANT","92115","MEETING ROOM","598"
"TARRANT","92291","MEETING ROOM","484"
"TARRANT","92325","MEETING ROOM","782"
"TARRANT","92308","MEETING ROOM","689"
"TARRANT","92287","MEETING ROOM","448"
"TARRANT","92007","MEETING ROOM","369"
"TARRANT","92029","MEETING ROOM #1","275"
"TARRANT","92016","MEETING ROOM 212 (UPSTAIRS)","1080"
"TARRANT","92229","MULTIPURPOSE ROOM","833"
"TARRANT","92261","MULTIPURPOSE ROOM","270"
"TARRANT","92121","MULTIPURPOSE ROOM","269"
"TARRANT","92022","MULTIPURPOSE ROOM #1","236"
"TARRANT","91998","MULTIPURPOSE ROOM 2","629"
"TARRANT","92144","NORTH MEETING ROOM","973"
"TARRANT","92039","OUTSIDE GYM","339"
"TARRANT","92313","PARISH HALL","531"
"TARRANT","92151","PARISH HALL","456"
"TARRANT","92251","PARISH HALL","155"
"TARRANT","92192","PERFORMANCE ART CENTER LOBBY","311"
"TARRANT","92057","PROGRAM ROOM","245"
"TARRANT","91979","PROGRAM ROOM","470"
"TARRANT","92070","ROOM 101","704"
"TARRANT","92238","ROOM 4","214"
"TARRANT","92194","SANCTUARY","295"
"TARRANT","92324","SANCTUARY","375"
"TARRANT","92178","SECOND FLOOR TRAINING ROOM","630"
"TARRANT","92315","SMALL GYM","317"
"TARRANT","92040","STEWART HALL B","1043"
"TARRANT","91978","THIRD FLOOR CONFERENCE ROOM","636"
"TARRANT","92317","TRAINING ROOM","226"
"TARRANT","92237","TRAINING ROOM","1009"
"TARRANT","92177","UPSTAIRS HALLWAY","990"
"TARRANT","92079","VOTING ROOM","1364"
"TARRANT","92061","VOTING ROOM","565"
"TARRANT","92173","WORSHIP CENTER","188"
"TARRANT","92225","YOUTH ROOM","481"
"TAYLOR","32645","EAST ENTRANCE, MAIN LOBY","140"
"TAYLOR","89143","EDUCATION CENTER","83"
"TAYLOR","32935","FAMILY LIFE CENTER","14"
"TAYLOR","32934","FAMILY LIFE CENTER","38"
"TAYLOR","11085","FAMILY LIFE CENTER","14"
"TAYLOR","11093","FAMILY LIFE CENTER","67"
"TAYLOR","11092","FELLOWSHIP HALL","137"
"TAYLOR","32933","FELLOWSHIP HALL","6"
"TAYLOR","94505","FELLOWSHIP HALL","42"
"TAYLOR","11100","FELLOWSHIP HALL","172"
"TAYLOR","16356","FOYER AT MAIN SANCTUARY","293"
"TAYLOR","11105","GYM","352"
"TAYLOR","11109","GYM","89"
"TAYLOR","11081","GYM","243"
"TAYLOR","11099","MAIN FOYER","190"
"TAYLOR","32936","MAIN FOYER","42"
"TAYLOR","11090","SENIOR ROOM","256"
"TAYLOR","94507","SPECIAL EVENTS ROOM","118"
"TAYLOR","22401","SUITE 101","289"
"TAYLOR","20560","WEST BUILDING, MULTI-PURPOSE ROOM","265"
"TERRELL","91605","DIST.CRT.RM-2ND FLOOR","94"
"TERRY","90001","5TH & TERRY","3"
"TERRY","24602","AMERICAN LEGION","110"
"TERRY","33353","MEADOW COMMUNITY CENTER","21"
"THROCKMORTON","19804","FELLOWSHIP HALL","6"
"THROCKMORTON","90187","THROCKMORTON","5"
"THROCKMORTON","11123","WOODSON TOWN HALL","6"
"TITUS","11135","ARGO COMMUNITY CENTER","16"
"TITUS","12431","BLODGETT FIRE STATION4","24"
"TITUS","11128","BRIDGES CHAPEL COMMUNITY CENTER","22"
"TITUS","11134","CALVARY BAPTIST CHURCH","16"
"TITUS","11140","CIVIC CENTER","65"
"TITUS","11131","COOKVILLE FIRE STATION","17"
"TITUS","17627","DAV BUILDING","39"
"TITUS","11142","FARMER'S ACADEMY METHODIST CHURCH","4"
"TITUS","11143","LIVING TRUTH CHURCH","26"
"TITUS","90188","LOGOS CHRISTIAN CENTER","27"
"TITUS","11139","NEVILLS CHAPEL BAPTIST CHURCH","13"
"TITUS","90177","NTCC WESLEY FELLOWSHIP","22"
"TITUS","11127","PINEY BAPTIST CHURCH","40"
"TITUS","11126","SHEPPARD STREET CHURCH OF CHRIST","24"
"TITUS","11144","SOUTH JEFFERSON BAPT CHURCH","52"
"TITUS","11130","SUGAR HILL COMMUNITY CENTER","10"
"TITUS","17621","TIUS CNTY COURTHOUSE ANNEX","56"
"TITUS","11137","WEST NEW HOPE METHODIST CHURCH","10"
"TITUS","23079","WINFIELD SCHOOL","5"
"TOM GREEN","89189","20022 MAIN STREET","41"
"TOM GREEN","89528","ADMIN BLDG. JACK RAY ROOM","292"
"TOM GREEN","89191","ANNEX BUILDING","185"
"TOM GREEN","89204","BLDG. E TRAINING ROOM","265"
"TOM GREEN","89205","CONFERENCE CENTER","281"
"TOM GREEN","89188","FELLOWSHIP CENTER","145"
"TOM GREEN","89192","FELLOWSHIP HALL","145"
"TOM GREEN","89187","FELLOWSHIP HALL","233"
"TOM GREEN","89198","FELLOWSHIP HALL","71"
"TOM GREEN","89202","FELLOWSHIP HALL","11"
"TOM GREEN","89200","FELLOWSHIP HALL","25"
"TOM GREEN","89203","FELLOWSHIP HALL","97"
"TOM GREEN","90005","FOYER","185"
"TOM GREEN","89193","GENE MARSH BOARDROOM","106"
"TOM GREEN","89186","LOBBY","251"
"TOM GREEN","91132","MULTI-PURPOSE RM","126"
"TOM GREEN","89196","MULTI-PURPOSE ROOM","133"
"TOM GREEN","89194","RECEPTION AREA","122"
"TOM GREEN","89195","THE CHAPEL","44"
"TRAVIS","94360","ACC EASTVIEW","699"
"TRAVIS","94361","ACC ELGIN CAMPUS","275"
"TRAVIS","93081","ACC HIGHLAND","1395"
"TRAVIS","93103","ACC SOUTH AUSTIN CAMPUS","713"
"TRAVIS","94362","AISD LIBRARY MEDIA CENTER","561"
"TRAVIS","93150","AKINS HIGH SCHOOL","503"
"TRAVIS","93579","ANDERSON HIGH SCHOOL","1001"
"TRAVIS","93509","ATRIA AT THE ARBORETUM","510"
"TRAVIS","93044","AUSTIN AREA URBAN LEAGUE","961"
"TRAVIS","93498","AUSTIN CITY HALL","1099"
"TRAVIS","93501","AUSTIN FIRE STATION #33","662"
"TRAVIS","93484","AUSTIN NEW CHURCH AT 04 CENTER","994"
"TRAVIS","93528","AUSTIN RECREATION CENTER","696"
"TRAVIS","94363","AUSTIN RIDGE BIBLE CHURCH","239"
"TRAVIS","94364","AVALON AMENITY CENTER","885"
"TRAVIS","93549","BAILEY MIDDLE SCHOOL","537"
"TRAVIS","93086","BARRINGTON ELEMENTARY","309"
"TRAVIS","94365","BEAUTIFUL SAVIOR LUTHERAN CHURCH","179"
"TRAVIS","93110","BEDICHEK MIDDLE SCHOOL","673"
"TRAVIS","93505","BEE CAVE CITY HALL","871"
