"POLL PLACE ID","POLLING PLACE NAME","VOTER COUNT"
"DALLAS","93027","FELLOWSHIP HALL 005","165"
"DALLAS","92937","FELLOWSHIP HALL PARLOR","136"
"DALLAS","93855","FOUNDERS HALL","278"
"DALLAS","94801","FOYER","245"
"DALLAS","93217","FOYER","458"
"DALLAS","93278","FOYER","139"
"DALLAS","92991","FOYER","119"
"DALLAS","92944","FOYER","176"
"DALLAS","93711","FOYER","115"
"DALLAS","93151","FOYER","428"
"DALLAS","93313","FOYER","97"
"DALLAS","93283","FOYER","665"
"DALLAS","93032","FOYER","167"
"DALLAS","93295","FOYER - STAFF DEVELOPMENT SIDE OF BUILDING","73"
"DALLAS","93107","FRONT EAST FOYER","149"
"DALLAS","93051","FRONT ENTRANCE-WEST FOYER","152"
"DALLAS","93082","FRONT FOYER","341"
"DALLAS","93778","FRONT FOYER","317"
"DALLAS","93143","FRONT FOYER","202"
"DALLAS","93304","FRONT FOYER","338"
"DALLAS","93084","FRONT FOYER","285"
"DALLAS","93067","FRONT FOYER","109"
"DALLAS","93075","FRONT FOYER","140"
"DALLAS","93285","FRONT FOYER","108"
"DALLAS","93345","FRONT FOYER","73"
"DALLAS","93080","FRONT HALL CORNER","272"
"DALLAS","93327","FRONT HALLWAY","133"
"DALLAS","93378","FRONT LOBBY","225"
"DALLAS","93259","FRONT OF LIBRARY","280"
"DALLAS","92887","FRONT OFFICE","290"
"DALLAS","93267","G104","149"
"DALLAS","93424","GAME RM","1127"
"DALLAS","93121","GATHERING AREA","382"
"DALLAS","93063","GREEN CANYON RM","355"
"DALLAS","93096","GYM","99"
"DALLAS","93341","GYM","280"
"DALLAS","93091","GYM","163"
"DALLAS","93318","GYM","311"
"DALLAS","93266","GYM","92"
"DALLAS","92929","GYM","283"
"DALLAS","93290","GYM","250"
"DALLAS","93077","GYM","130"
"DALLAS","93363","GYM","294"
"DALLAS","92927","GYM","286"
"DALLAS","93099","GYM","166"
"DALLAS","92915","GYM","341"
"DALLAS","93335","GYM","328"
"DALLAS","93083","GYM","176"
"DALLAS","93320","GYM","175"
"DALLAS","92936","GYM","274"
"DALLAS","93391","GYM","632"
"DALLAS","93055","GYM","213"
"DALLAS","93357","GYM","394"
"DALLAS","93355","GYM","220"
"DALLAS","93159","GYM","275"
"DALLAS","93333","GYM","288"
"DALLAS","93323","GYM","195"
"DALLAS","93092","GYM","121"
"DALLAS","92920","GYM","641"
"DALLAS","93311","GYM","125"
"DALLAS","93310","GYM","266"
"DALLAS","93279","GYM","166"
"DALLAS","93889","GYM","124"
"DALLAS","93085","GYM","259"
"DALLAS","93294","GYM","235"
"DALLAS","93072","GYM","120"
"DALLAS","93088","GYM","111"
"DALLAS","93269","GYM","211"
"DALLAS","93271","GYM","335"
"DALLAS","93356","GYM","270"
"DALLAS","93195","GYM","276"
"DALLAS","93316","GYM","423"
"DALLAS","93339","GYM","321"
"DALLAS","93100","GYM","135"
"DALLAS","93190","GYM","371"
"DALLAS","93362","GYM","235"
"DALLAS","92963","GYM","382"
"DALLAS","93282","GYM","264"
"DALLAS","93286","GYM","296"
"DALLAS","92928","GYM","399"
"DALLAS","93136","GYM","400"
"DALLAS","93128","GYM","219"
"DALLAS","93062","GYM","402"
"DALLAS","92925","GYM","392"
"DALLAS","93274","GYM","285"
"DALLAS","93210","GYM","233"
"DALLAS","93094","GYM","138"
"DALLAS","93300","GYM","419"
"DALLAS","93292","GYM","289"
"DALLAS","93039","GYM","220"
"DALLAS","93245","GYM","290"
"DALLAS","93134","GYM","774"
"DALLAS","93337","GYM","281"
"DALLAS","93131","GYM","378"
"DALLAS","93312","GYM","335"
"DALLAS","93306","GYM","273"
"DALLAS","93352","GYM B","169"
"DALLAS","93059","GYM LOBBY","353"
"DALLAS","93248","GYM, C111","445"
"DALLAS","93221","GYM, RM 218A","244"
"DALLAS","93169","GYM, RM 503","319"
"DALLAS","93057","GYM, RM 701A","169"
"DALLAS","93365","GYM, RM 807","77"
"DALLAS","93251","HUNSAKER HALL","111"
"DALLAS","92978","KINDERGARTEN HALL","343"
"DALLAS","93185","KITCHEN","211"
"DALLAS","93004","LARGE ACTIVITY RM","373"
"DALLAS","93298","LARGE ACTIVITY ROOM","283"
"DALLAS","93347","LARGE ACTIVITY ROOM","599"
"DALLAS","93208","LARGE GYM","125"
"DALLAS","93218","LARGE RM","504"
"DALLAS","93407","LARGE RM","1340"
"DALLAS","93016","LARGE RM","439"
"DALLAS","93019","LARGE RM","331"
"DALLAS","93227","LARGE ROOM","383"
"DALLAS","93375","LARGE ROOM","640"
"DALLAS","93008","LG MULTI-PURPOSE RM","225"
"DALLAS","93220","LIBRARY","992"
"DALLAS","93354","LIBRARY","362"
"DALLAS","93205","LIBRARY","285"
"DALLAS","93731","LIBRARY","196"
"DALLAS","93238","LIBRARY","164"
"DALLAS","93852","LIBRARY","272"
"DALLAS","93043","LIBRARY","120"
"DALLAS","93305","LIBRARY","322"
"DALLAS","92966","LIBRARY","335"
"DALLAS","93359","LIBRARY","79"
"DALLAS","93309","LIBRARY","79"
"DALLAS","93233","LIBRARY","128"
"DALLAS","93343","LIBRARY","203"
"DALLAS","93160","LIBRARY","297"
"DALLAS","93262","LIBRARY","175"
"DALLAS","93368","LIBRARY","213"
"DALLAS","93230","LIBRARY","545"
"DALLAS","93370","LIBRARY","129"
"DALLAS","93046","LIBRARY","160"
"DALLAS","93034","LIBRARY","601"
"DALLAS","93351","LIBRARY","175"
"DALLAS","93036","LIBRARY","271"
"DALLAS","93268","LIBRARY","243"
"DALLAS","93302","LIBRARY","240"
"DALLAS","93856","LIBRARY","180"
"DALLAS","93171","LIBRARY","335"
"DALLAS","93162","LIBRARY, RM 184","385"
"DALLAS","93166","LIBRARY, RM 201","348"
"DALLAS","93854","LIBRARY, ROOM 111","217"
"DALLAS","92986","LIFE CENTER","95"
"DALLAS","93071","LOBBY","220"
"DALLAS","93203","LOBBY","79"
"DALLAS","92948","LOBBY","193"
"DALLAS","93388","LOBBY","885"
"DALLAS","93411","LOBBY","583"
"DALLAS","93389","M105","307"
"DALLAS","93326","MAIN ENTRANCE","71"
"DALLAS","93307","MAIN ENTRANCE","277"
"DALLAS","92954","MAIN ENTRY FOYER","314"
"DALLAS","93301","MAIN GYM","301"
"DALLAS","93270","MAIN HALL OFFICE","263"
"DALLAS","93377","MAIN LOBBY","105"
"DALLAS","93009","MAIN LOBBY","86"
"DALLAS","93444","MAIN LOBBY","367"
"DALLAS","93200","MAIN LOBBY","141"
"DALLAS","93382","MAIN LOBBY","269"
"DALLAS","92916","MAIN LOBBY","391"
"DALLAS","93405","MAIN LOBBY","943"
"DALLAS","92953","MAIN LOBBY","176"
"DALLAS","92996","MAIN LOBBY","435"
"DALLAS","93252","MAIN LOBBY","230"
"DALLAS","93851","MAIN LOBBY","359"
"DALLAS","93175","MAIN LOBBY","786"
"DALLAS","93181","MAIN ROOM","162"
"DALLAS","93037","MAIN ROOM","138"
"DALLAS","93406","MEETING RM 150","1062"
"DALLAS","93122","MEETING ROOM","209"
"DALLAS","93293","MEETING ROOM","154"
"DALLAS","93384","MEETING ROOM","458"
"DALLAS","93254","MEETING ROOM","544"
"DALLAS","93253","MESQUITE RM","320"
"DALLAS","93408","METTING ROOM","1164"
"DALLAS","93020","MONTGOMERY THEATER FOYER","759"
"DALLAS","93393","MTG RM 1-3","821"
"DALLAS","92969","MULTI PURPOSE RM","430"
"DALLAS","93040","MULTI PURPOSE RM","343"
"DALLAS","93367","MULTI PURPOSE ROOM 141","61"
"DALLAS","93246","MULTI PURPOSE, RM 102","658"
"DALLAS","93225","MULTI-PURPOSE BLDG","187"
"DALLAS","93206","MULTI-PURPOSE RM","846"
"DALLAS","92875","MULTIPURPOSE RM","306"
"DALLAS","93297","MUSIC RM","134"
"DALLAS","93281","MUSIC RM, D113","182"
"DALLAS","93178","NANCE HALL","232"
"DALLAS","93386","NELSON HALL","793"
"DALLAS","93066","P4","84"
"DALLAS","92951","PARISH HALL","271"
"DALLAS","93417","PARLOR","1050"
"DALLAS","92962","PARLOR","475"
"DALLAS","93152","PARLOR","217"
"DALLAS","93364","PORTABLE #20 A","136"
"DALLAS","93041","PORTABLE 119","90"
"DALLAS","93427","PROGRAM RM","1176"
"DALLAS","93308","PROGRAM RM","361"
"DALLAS","93431","PROGRAM RM 150","1160"
"DALLAS","93287","PROJECT RM","121"
"DALLAS","93379","RM 100","394"
"DALLAS","93108","RM 101","127"
"DALLAS","93045","RM 102","128"
"DALLAS","93156","RM 107","345"
"DALLAS","93394","RM 108","564"
"DALLAS","93321","RM 109","249"
"DALLAS","93089","RM 109","78"
"DALLAS","93371","RM 110 & 111","667"
"DALLAS","92869","RM 114","145"
"DALLAS","93105","RM 6","136"
"DALLAS","93402","RM A","755"
"DALLAS","93236","ROOM 104","239"
"DALLAS","93415","ROOM F-105","422"
"DALLAS","93397","ROOMS 141-142","636"
"DALLAS","92924","SAINTS RM","384"
"DALLAS","92977","SANCTUARY","103"
"DALLAS","93299","SANCTUARY","43"
"DALLAS","92955","SANCTUARY ENTRANCE","95"
"DALLAS","93053","SANCTUARY FOYER","252"
"DALLAS","93239","SANCTUARY, SITUATION RM","222"
"DALLAS","93263","SE 118 HALL ENTRANCE 3","225"
"DALLAS","93289","SM GYM","209"
"DALLAS","93329","SM GYM","575"
"DALLAS","93330","SM GYM","203"
"DALLAS","93296","SM GYM","111"
"DALLAS","92933","SMALL GYM","254"
"DALLAS","93317","SMALL GYM","144"
"DALLAS","93322","SMALL GYM","99"
"DALLAS","93102","SMALL GYM","217"
"DALLAS","93331","SMALL GYM","158"
"DALLAS","93184","SMALL GYM","559"
"DALLAS","93332","SMALL GYM","124"
"DALLAS","93338","SMALL GYM","104"
"DALLAS","93314","SMALL GYM","280"
"DALLAS","93360","SMALL GYM","78"
"DALLAS","93272","SMALL GYM","128"
"DALLAS","93244","SMALL OUTSIDE GYM","525"
"DALLAS","93226","SMALL RM","439"
"DALLAS","93412","SMALL RM","587"
"DALLAS","93213","SMALL RM","192"
"DALLAS","93198","SMALL RM","298"
"DALLAS","93133","SMALL RM A","505"
"DALLAS","93249","SOUTH GYM","349"
"DALLAS","93334","SPECTATOR GYM FOYER","301"
"DALLAS","93325","SPECTATOR GYM FOYER","226"
"DALLAS","92941","SPIGNER WING","100"
"DALLAS","93119","STAGE","111"
"DALLAS","93291","TEACHER WORK RM","21"
"DALLAS","93383","TRAINING ROOM","704"
"DALLAS","93387","W-BLDG RM 105","369"
"DALLAS","93188","WATER/LAND RESOURCES BLDG","129"
"DALLAS","93138","WATSON HALL","341"
"DALLAS","93232","WESLEY HALL, LOYALTY RM","117"
"DALLAS","93420","WEST ALCOVE","1189"
"DAWSON","24406","FORREST PARK","188"
"DEAF SMITH","90816","CAVINESS SPORTSPLEX","21"
"DEAF SMITH","28126","DEAF SMITH COUNTY COURTHOUSE","123"
"DEAF SMITH","7048","HEREFORD COMMUNITY CENTER","75"
"DEAF SMITH","90817","HEREFORD SENIOR CITIZENS CENTER","29"
"DELTA","27128","EAST DELTA COMMUNITY CENTER","3"
"DELTA","7055","ENLOE COMMUNITY CENTER","5"
"DELTA","7052","FIRST BAPTIST CHURCH","14"
"DELTA","27141","KLONDIKE COMMUNITY CENTER","20"
"DELTA","22118","NEW LIFE BAPTIST CHURCH","11"
"DELTA","90403","PECAN GAP COMMUNITY CENTER","9"
"DENTON","91416","A10","663"
"DENTON","94511","ANNEX","903"
"DENTON","91526","ANNEX BUILDING","766"
"DENTON","91401","ARMADILLO ROOM","391"
"DENTON","94579","ASSEMBLY HALL","726"
"DENTON","94502","ASSEMBLY ROOM","332"
"DENTON","91391","AUBREY","581"
"DENTON","94588","AUXILIARY GYM","935"
"DENTON","94501","AUXILIARY GYM","683"
"DENTON","94574","BAND HALL- OUTDOOR ENTRANCE","620"
"DENTON","91395","BANQUET ROOM","534"
"DENTON","91409","BOARD ROOM","214"
"DENTON","91530","BOARD ROOM","729"
"DENTON","91407","CARROLLTON","513"
"DENTON","91423","CDC ROOM","431"
"DENTON","91399","CHILL ZONE","485"
"DENTON","94430","COMMUNITY ROOM","134"
"DENTON","94513","COMMUNITY ROOM","458"
"DENTON","91524","COMMUNITY ROOM","630"
"DENTON","91412","COMMUNITY ROOM","303"
"DENTON","94506","COMMUNITY ROOM","676"
"DENTON","91534","COMMUNITY ROOM","412"
"DENTON","91410","COMMUNITY ROOM","414"
"DENTON","91514","COMMUNITY ROOM","342"
"DENTON","94577","COUNCIL CHAMBERS","137"
"DENTON","91388","COUNCIL CHAMBERS AND COMMUNITY ROOM","493"
"DENTON","91396","COUNCIL WORK ROOM/COUNCIL CHAMBERS","778"
"DENTON","91397","DOUBLE OAK","220"
"DENTON","91516","EAST ENTRANCE","165"
"DENTON","91520","FELLOWSHIP HALL","850"
"DENTON","94514","FELLOWSHIP HALL","403"
"DENTON","94570","FELLOWSHIP HALL","570"
"DENTON","91400","FLOWER MOUND","736"
"DENTON","91418","FRISCO","389"
"DENTON","91540","GATEWAY CENTER ROOM 52","750"
"DENTON","94575","GYM","475"
"DENTON","94515","GYM","596"
"DENTON","94571","GYMNASIUM","581"
"DENTON","94509","GYMNASIUM","652"
"DENTON","94573","JODY SMITH HALL","663"
"DENTON","94500","LIBRARY","470"
"DENTON","91519","LOBBY","698"
"DENTON","91518","MEDINA ROOM/HERITAGE ROOM","177"
"DENTON","94517","MEETING ROOM","286"
"DENTON","94516","MEETING ROOM","104"
"DENTON","91393","MEETING ROOM 1-2","543"
"DENTON","91419","MEETING ROOM 104","278"
"DENTON","94439","MEETING ROOM A & B","270"
"DENTON","91417","MEETING ROOM B","788"
"DENTON","91420","MULTIPURPOSE ROOM A","346"
"DENTON","91415","OLD KID ZONE","1"
"DENTON","91408","OLD PUBLIC WORKS ROOM","369"
"DENTON","94578","PARISH HALL","567"
"DENTON","91406","PD TRAINING ROOM","292"
"DENTON","91522","QUIET ROOM","617"
"DENTON","94510","ROOM 201, FINE ARTS","455"
"DENTON","91398","ROOM B","461"
"DENTON","91536","ROTUNDA","492"
"DENTON","94576","SMALL GYM","909"
"DENTON","91528","SMALL ROOM","328"
"DENTON","94512","TABLE SPORTS/ORCHESTRA ROOM","569"
"DENTON","91523","THE COLONY","701"
"DENTON","94518","TRAINING ROOM","497"
"DENTON","91403","TRAINING ROOM","614"
"DENTON","94572","WORSHIP CENTER","657"
"DEWITT","89213","CATHOLIC CHURCH HALL","48"
"DEWITT","89215","CUERO CITY PARK","67"
"DEWITT","89593","EDUCATION CLASSROOM","51"
"DEWITT","89217","FELLOWSHIP HALL","15"
"DEWITT","89176","FELLOWSHIP HALL","11"
"DEWITT","89177","FELLOWSHIP HALL","44"
"DEWITT","89178","YOAKUM HOUSING AUTHORITY","49"
"DICKENS","7169","COMMUNITY CENTER","13"
"DICKENS","32241","COURTHROOM ANNEX","3"
"DICKENS","89475","DICKENS COUNTY MUSEUM","8"
"DICKENS","32814","FIRST BAPTIST CHURCH","3"
"DICKENS","7168","PATTON SPRINGS SCHOOL","2"
"DICKENS","7172","S.P.E.C. WILLIE ROOM","7"
"DIMMIT","7173","DIMMIT  COUNTY COURTHOUSE","272"
"DIMMIT","7179","DIMMIT COUNTY COURTHOUSE SOUTH","117"
"DIMMIT","94636","DIMMIT COUNTY FIRESTATION","191"
"DIMMIT","90615","HWY 85 E & COMMERCE ST","204"
"DIMMIT","94632","OLD BAND HALL","293"
"DIMMIT","94634","ST HENRY PARISH HALL","28"
"DONLEY","23248","CLERKS OFFICE","42"
"DONLEY","14557","LOBBY","13"
"DUVAL","94621","BENAVIDES CIVIC CENTER","237"
"DUVAL","94622","CONCEPCION CIVIC CENTER","118"
"DUVAL","94627","FREER CIVIC CENTER","191"
"DUVAL","94620","SAN DIEGO CIVIC CENTER","296"
"ECTOR","91194","BACK CLINIC-CONFERENCE ROOM","44"
"ECTOR","91192","BALLROOM","47"
"ECTOR","91195","CONFERENCE ROOM","104"
"ECTOR","91225","DINING ROOM","30"
"ECTOR","91184","DISCOVER ROOM","98"
"ECTOR","91187","FELLOWSHIP HALL","16"
"ECTOR","91170","FELLOWSHIP HALL","56"
"ECTOR","91193","FOYER","40"
"ECTOR","91199","FOYER","281"
"ECTOR","91196","FOYER","39"
"ECTOR","91209","GYMNASIUM","39"
"ECTOR","91185","GYMNASIUM","101"
"ECTOR","91205","MAIN","176"
"ECTOR","91224","MAIN","335"
"ECTOR","91226","MAIN","57"
"ECTOR","91188","MAIN","3"
"ECTOR","91202","MAIN","75"
"ECTOR","91207","MAIN","22"
"ECTOR","94595","MAIN","57"
"ECTOR","94593","MAIN","167"
"ECTOR","94594","MAIN","27"
"ECTOR","94592","MAIN","80"
"ECTOR","91186","MAIN","18"
"ECTOR","91198","MULTI-PURPOSE ROOM","31"
"ECTOR","91221","NON-SMOKING ROOM","14"
"ECTOR","91179","ROOM 1135","58"
"ECTOR","91200","SANCTUARY","41"
"ECTOR","91180","SOUTH ENTRANCE","60"
"EDWARDS","23955","ADMINISTRATIVE BUILDING","7"
"EDWARDS","7236","ANNEX","4"
"EDWARDS","93989","DISTANT LEARNING ROOM","2"
"EDWARDS","94655","FAMILY CENTER","4"
"EDWARDS","7234","PARK BUILDING","1"
"EL PASO","93868","3RD FLOOR","59"
"EL PASO","93569","500 HALL","221"
"EL PASO","93574","500 HALL","423"
"EL PASO","92860","ACTIVITY ROOM","556"
"EL PASO","92861","AL BUILDING 300-GSS ASSISTED LIVING","315"
"EL PASO","93531","ALASKA ROOM","276"
"EL PASO","93650","ANNEX","203"
"EL PASO","92838","APPARATUS BAY","334"
"EL PASO","92896","APPARATUS BAY","319"
"EL PASO","93522","APPARATUS BAY","304"
"EL PASO","92874","APPARATUS BAY","272"
"EL PASO","92909","APPARATUS BAY","209"
"EL PASO","92906","APPARATUS BAY","184"
"EL PASO","92817","APPARATUS BAY","466"
"EL PASO","93609","APPARATUS BAY","123"
"EL PASO","92856","APPARATUS BAY","334"
"EL PASO","92893","APPARATUS BAY","100"
"EL PASO","93598","ARD ROOM","242"
"EL PASO","92904","AUDITORIUM","298"
"EL PASO","92870","AUDITORIUM","629"
"EL PASO","92892","BACK ROOM IN CAFETERIA","168"
"EL PASO","92894","BACK ROOM IN GYM","183"
"EL PASO","92895","CAFETERIA","151"
"EL PASO","92886","CAFETERIA","285"
"EL PASO","92877","CAFETERIA","99"
"EL PASO","92867","CAFETERIA","245"
"EL PASO","92899","CAFETERIA","161"
"EL PASO","93503","CAFETERIA","121"
"EL PASO","93526","CAFETERIA","389"
"EL PASO","92890","CAFETERIA","305"
"EL PASO","92841","CAFETERIA","298"
"EL PASO","93518","CAFETERIA","275"
"EL PASO","92862","CAFETERIA","232"
"EL PASO","92903","CAFETERIA","291"
"EL PASO","93547","CARING ROOM","258"
"EL PASO","92907","CHILDREN'S MINISTRY CLASSROOM, BACKSIDE ENTRANCE","235"
"EL PASO","92868","CLASSROOM 1","148"
"EL PASO","92820","CLASSROOM 1","466"
"EL PASO","93636","CLASSROOM 2","274"
"EL PASO","93557","CLINT ROOM","307"
"EL PASO","92871","CLUB HOUSE","343"
"EL PASO","93653","COMMUNITY ROOM","208"
"EL PASO","93524","COMMUNITY ROOM","134"
"EL PASO","92857","COMMUNITY ROOM","294"
"EL PASO","93646","COMMUNITY ROOM","129"
"EL PASO","92806","COMMUNITY ROOM","186"
"EL PASO","92805","COUNCIL ROOM","152"
"EL PASO","93605","ENTRANCE FOYER","206"
"EL PASO","93601","ENTRANCE HALLWAY","141"
"EL PASO","92807","ENTRY FOYER","167"
"EL PASO","92808","ENTRY FOYER","120"
"EL PASO","92889","EVENTS CENTER","121"
"EL PASO","92879","FINE ARTS LOBBY","115"
"EL PASO","92878","FIRST FLOOR, LOUNGE AREA, ROOM 102","101"
"EL PASO","93576","FOYER","417"
"EL PASO","93593","FOYER","498"
"EL PASO","92873","FOYER","124"
"EL PASO","93564","FRONT HALL","380"
"EL PASO","93623","FRONT OFFICE","222"
"EL PASO","93597","GYM","219"
"EL PASO","93534","GYM","384"
"EL PASO","93563","GYM","467"
"EL PASO","92844","GYM","456"
"EL PASO","93667","GYM","181"
"EL PASO","93551","GYM","280"
"EL PASO","93520","GYM","35"
"EL PASO","92884","GYM","404"
"EL PASO","92882","GYM","216"
"EL PASO","93539","GYM","348"
"EL PASO","93554","GYM","200"
"EL PASO","93631","GYM","314"
"EL PASO","92851","GYM","306"
"EL PASO","93603","GYM","156"
"EL PASO","93537","GYM","255"
"EL PASO","93619","GYM","109"
"EL PASO","93590","GYMNASIUM","213"
"EL PASO","93663","GYMNASIUM","260"
"EL PASO","93661","GYMNASIUM","237"
"EL PASO","93530","HALLWAY NEXT TO GYM","206"
"EL PASO","93552","LIBRARY","192"
"EL PASO","93561","LIBRARY","471"
"EL PASO","93599","LIBRARY","144"
"EL PASO","92901","LIBRARY","214"
"EL PASO","93673","LIBRARY","130"
"EL PASO","93621","LIBRARY","120"
"EL PASO","93594","LIBRARY","492"
"EL PASO","93671","LIBRARY","83"
"EL PASO","93596","LIBRARY","145"
"EL PASO","93567","LIBRARY","260"
"EL PASO","92883","LIBRARY","149"
"EL PASO","93572","LIBRARY","288"
"EL PASO","93665","LIBRARY","292"
"EL PASO","93570","LIBRARY","157"
"EL PASO","93618","LION'S DEN","379"
"EL PASO","93660","LOBBY","247"
"EL PASO","93607","LOBBY","171"
"EL PASO","93658","LOBBY","252"
"EL PASO","93543","LOBBY","401"
"EL PASO","93566","LOBBY","441"
"EL PASO","93651","LOBBY","238"
"EL PASO","92902","LOBBY","419"
"EL PASO","92848","LOWER LEVEL, EAST CORRIDOR","150"
"EL PASO","92905","MAIN GYM","251"
"EL PASO","92898","MAIN GYM LOBBY","181"
"EL PASO","92859","MAIN OFFICE FOYER","159"
"EL PASO","93550","MAIN OFFICE LOBBY","277"
"EL PASO","93670","MAIN ROOM","185"
"EL PASO","93625","MEETING ROOM","343"
"EL PASO","93668","MEETING ROOM","256"
"EL PASO","93536","MISSION ROOM","204"
"EL PASO","92888","MULTI-PURPOSE BUILDING","177"
"EL PASO","92865","MULTI-PURPOSE BUILDING","247"
"EL PASO","92864","MULTI-PURPOSE BUILDING (EDIFICIO DE","150"
"EL PASO","93511","MULTI-PURPOSE ROOM","189"
"EL PASO","92908","MULTI-PURPOSE ROOM","208"
"EL PASO","93533","MULTI-PURPOSE ROOM","311"
"EL PASO","93629","MULTI-PURPOSE ROOM","188"
"EL PASO","93615","MULTI-PURPOSE ROOM","205"
"EL PASO","92913","MULTI-PURPOSE ROOM","162"
"EL PASO","92866","MULTIPURPOSE BUILDING","387"
"EL PASO","92840","MULTIPURPOSE GYM","394"
"EL PASO","92897","MULTIPURPOSE GYM","219"
"EL PASO","92881","MULTIPURPOSE ROOM","386"
"EL PASO","92880","MULTIPURPOSE ROOM","564"
"EL PASO","92852","MULTIPURPOSE ROOM","341"
"EL PASO","93633","NURSE'S HALLWAY","314"
"EL PASO","93556","OLD GYM","177"
"EL PASO","93577","PARENT CENTER","386"
"EL PASO","92900","PARENT CENTER ROOM 105","171"
"EL PASO","93545","PORTABLE 7","211"
"EL PASO","92912","SECOND FLOOR, DANCE STUDIO","26"
"EL PASO","93514","SECOND FLOOR, ROOM #211","114"
"EL PASO","92863","SFLC FOYER","624"
"EL PASO","92910","SMALL GYM","35"
"EL PASO","92876","STUDENT LOUNGE","34"
"EL PASO","93558","TEACHER'S LOUNGE","420"
"EL PASO","93645","TEACHER'S LOUNGE","210"
"EL PASO","92872","THE LITTLE TEMPLE","251"
"EL PASO","93614","THEATER LOBBY","73"
"ELLIS","94234","ANNEX","16"
"ELLIS","27088","BLUEBONNET BALLROOM 1","702"
"ELLIS","91474","CHURCH ANNEX","14"
"ELLIS","94242","COUNCIL CHAMBERS","213"
"ELLIS","94244","DINING HALL","188"
"ELLIS","94233","DINING HALL","2"
"ELLIS","91467","FAMILY ACTIVITY CENTER","164"
"ELLIS","91487","FELLOWSHIP HALL","115"
"ELLIS","91480","FELLOWSHIP HALL","213"
"ELLIS","91473","FELLOWSHIP HALL","87"
"ELLIS","94236","FELLOWSHIP HALL","44"
"ELLIS","91470","FELLOWSHIP HALL","78"
"ELLIS","94238","FELLOWSHIP HALL","47"
"ELLIS","91476","FELLOWSHIP HALL","189"
"ELLIS","94245","FELLOWSHIP HALL","75"
"ELLIS","94243","FELLOWSHIP HALL","92"
"ELLIS","94237","FELLOWSHIP HALL","9"
"ELLIS","94235","FELLOWSHIP HALL","38"
"ELLIS","94246","FIDELIS HALL","128"
"ELLIS","91475","FLEX RM BLDG B","156"
"ELLIS","91488","FOYER","158"
"ELLIS","91471","GYM","266"
"ELLIS","25272","HOUSE OF MANNA RM","356"
"ELLIS","91469","LEARNING CENTER","157"
"ELLIS","32824","LOBBY","286"
"ELLIS","94241","MAIN ROOM","46"
"ELLIS","91468","MAIN ROOM","340"
"ELLIS","94249","MTG ROOM C","128"
"ELLIS","7393","PITTS ROOM","692"
"ELLIS","7414","PORTABLE BLDG","91"
"ELLIS","94239","RAMS ROOM","133"
"ELLIS","94240","SANCTUARY","95"
"ELLIS","94247","SANCTUARY","30"
"ELLIS","91477","SANCTUARY","100"
"ELLIS","91472","TRUSSELL MTG RM","274"
"ELLIS","94248","VENUE ROOM","169"
"ERATH","7421","ENTERPRISE ROOM","29"
"ERATH","7427","ENTRANCE AREA OF NEW GYMNASIUM","2"
"ERATH","20429","INSIDE BANK","94"
"ERATH","89211","JUSTICE OF THE PEACE COURTROOM","68"
"ERATH","7428","MAIN ROOM","29"
"ERATH","7429","MAIN ROOM","19"
"ERATH","7435","MEETING AREA","33"
"ERATH","18759","MEETING ROOM","32"
"ERATH","12360","OUTSIDE COUNTY CLERK'S OFFICE","305"
"ERATH","7433","ROOM ASSIGNED EACH ELECTION","20"
"FALLS","7442","BTW ALUMNI BUILDING","63"
"FALLS","7447","CHILTON V.F.DE.D","47"
"FALLS","7439","CHURCH OF CHRIST ANNEX","56"
"FALLS","7446","D. BROWN LIBRARY","37"
"FALLS","7441","DAVIS CHAPEL UNITED METHODIST CHURCH","51"
"FALLS","24902","GOLINDA CITY HALL","41"
"FALLS","7448","LOTT FIRE STATION","38"
"FALLS","32620","MARLIN HOUSING AUTHORITY","15"
"FALLS","7437","METHODIST CHURCH FELLOWSHIP HALL","32"
"FALLS","7438","OTTO COMMUNITY HALL","19"
"FALLS","7443","PLEASANT GROVE BAPTIST CHURCH ANNEX","16"
"FALLS","7440","REAGAN HOMECOMING BLDG","26"
"FALLS","7445","WESTPHALIA COMM. CENTER","11"
"FANNIN","89624","1ST BAPTIST CHURCH","93"
"FANNIN","32917","ECTOR CHURCH OF CHRIST","33"
"FANNIN","7454","IVANHOE FIRST BAPTIST CHURCH","23"
"FANNIN","33412","LEONARD CITY HALL","71"
"FANNIN","94339","LYDAY HALL","136"
"FANNIN","7450","WEST BONHAM (AMORY) CIVIC CENTER","184"
"FAYETTE","7469","CHURCH OF CHRIST  1","40"
"FAYETTE","7493","COUNTY BUILDING 1","139"
"FAYETTE","7471","EDUCATIONAL BUILDING 1","49"
"FAYETTE","7474","FAYETTEVILLE COMMUNITY CENTER 1","81"
"FAYETTE","7486","FLATONIA CIVIC CENTER-1","91"
"FAYETTE","7491","HOLMAN PARISH HALL 1","32"
"FAYETTE","7480","HOLY CROSS LUTHERAN CHURCH-FELLOWSHIP HALL-1","40"
"FAYETTE","7470","LA GRANGE CITY HALL  1","89"
"FAYETTE","7484","MULDOON BAPTIST CHURCH-1","24"
"FAYETTE","7477","ROUND TOP COURTHOUSE 1","84"
"FAYETTE","7482","ST PETER AND PAUL CHURCH-1","43"
"FAYETTE","7489","SWISS ALP FARM BUREAU BUILDING 1","19"
