Geo_FIPS	Geo_GEOID	Geo_NAME	Geo_QName	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_FILEID	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_PLACESE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_UACP	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_VTD	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_TAZ	Geo_UGA	Geo_BTTR	Geo_BTBG	Geo_PUMA5	Geo_PUMA1	SE_A00001_001	SE_A00002_001	SE_A00002_002	SE_A00002_003	SE_A00003_001	SE_A00003_002	SE_A00003_003	SE_A02001_001	SE_A02001_002	SE_A02001_003	SE_A01001_001	SE_A01001_002	SE_A01001_003	SE_A01001_004	SE_A01001_005	SE_A01001_006	SE_A01001_007	SE_A01001_008	SE_A01001_009	SE_A01001_010	SE_A01001_011	SE_A01001_012	SE_A01001_013	SE_C01001_001	SE_C01001_002	SE_C01001_003	SE_C01001_004	SE_C01001_005	SE_C01001_006	SE_C01001_007	SE_C01001_008	SE_C01001_009	SE_C01001_010	SE_C01001_011	SE_C01001_012	SE_C01001_013	SE_C01001_014	SE_C01001_015	SE_C01001_016	SE_C01001_017	SE_C01001_018	SE_C01001_019	SE_C01001_020	SE_C01001_021	SE_C01001_022	SE_C01001_023	SE_C01001_024	SE_A03001_001	SE_A03001_002	SE_A03001_003	SE_A03001_004	SE_A03001_005	SE_A03001_006	SE_A03001_007	SE_A03001_008	SE_A04001_001	SE_A04001_002	SE_A04001_003	SE_A04001_004	SE_A04001_005	SE_A04001_006	SE_A04001_007	SE_A04001_008	SE_A04001_009	SE_A04001_010	SE_A04001_011	SE_A04001_012	SE_A04001_013	SE_A04001_014	SE_A04001_015	SE_A04001_016	SE_A04001_017	SE_A10008_001	SE_A10008_002	SE_A10008_003	SE_A10008_004	SE_A10008_005	SE_A10008_006	SE_A10008_007	SE_A10008_008	SE_A10008_009	SE_A12001_001	SE_A12001_002	SE_A12001_003	SE_A12001_004	SE_A12001_005	SE_A12001_006	SE_A12001_007	SE_A12001_008	SE_A17002_001	SE_A17002_002	SE_A17002_003	SE_A17002_004	SE_A17002_005	SE_A17002_006	SE_A17002_007	SE_A17001_001	SE_A17001_002	SE_A17001_003	SE_A14001_001	SE_A14001_002	SE_A14001_003	SE_A14001_004	SE_A14001_005	SE_A14001_006	SE_A14001_007	SE_A14001_008	SE_A14001_009	SE_A14001_010	SE_A14001_011	SE_A14001_012	SE_A14001_013	SE_A14001_014	SE_A14001_015	SE_A14001_016	SE_A14001_017	SE_A14006_001	SE_A14007_001	SE_A14007_002	SE_A14007_003	SE_A14007_004	SE_A14007_005	SE_A14007_006	SE_A14007_007	SE_A14007_008	SE_A14007_009	SE_A14007_010	SE_A14008_001	SE_A14009_001	SE_A14009_002	SE_A14009_003	SE_A14009_004	SE_A14009_005	SE_A14009_006	SE_A14009_007	SE_A14009_008	SE_A14009_009	SE_A14009_010	SE_A14028_001
"13021"	"05000US13021"	"Bibb County"	"Bibb County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000023"	""	""	""	""	"13"	"021"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	153490	153490	615.4409	249.398431189643	254.9059	249.3984	5.507494	153490	72065	81425	153490	10633	10688	10472	6225	15709	20707	17864	18881	19554	13309	6263	3185	153490	10633	10688	10472	6225	4431	2734	2252	6292	11139	9568	9000	8864	9091	9790	9649	4135	5770	3166	4706	5437	3631	2632	3185	153490	62851	83068	275	3019	63	1020	3194	153490	148567	59497	82816	230	3000	49	248	2727	4923	3354	252	45	19	14	772	467	58010	34799	20434	14365	2811	11554	23211	10126	13085	99763	14227	31489	28431	15062	6922	2318	1314	120201	68386	161	68225	62200	6025	51815	68386	161	68225	58010	7903	4340	3772	3493	3629	2875	3021	2792	2102	3606	4987	5877	3570	1991	1853	2199	39931	39931	57152	28339	21847	68802	""	""	20114	48333	57360	61036.8022754697	61036.8022754697	80881.7087753134	43236.5406414616	33197.9865771812	113976.567656766	0	36910.1398601399	38759.1690544413	64310.2418207681	81088.7416953494	0.5221
"13023"	"05000US13023"	"Bleckley County"	"Bleckley County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000024"	""	""	""	""	"13"	"023"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	12775	12775	59.17913	215.870034919081	219.1313	215.87	3.261317	12775	5937	6838	12775	702	758	787	547	2120	1216	1320	1641	1536	1203	757	188	12775	702	758	787	547	939	455	252	474	572	644	680	640	714	927	748	321	467	319	266	618	420	337	188	12775	8903	3590	9	28	0	226	19	12775	12415	8789	3570	9	28	0	0	19	360	114	20	0	0	0	226	0	4168	2657	1960	697	202	495	1511	640	871	7861	975	3278	2253	702	405	81	167	10338	4566	0	4566	4230	336	5772	4566	0	4566	4168	547	306	250	260	252	189	101	178	192	502	439	413	260	160	74	45	45029	45029	50836	22108	""	""	""	""	""	""	51081	52225.1199616123	52225.1199616123	58974.52089224	30089.3276414088	0	0	""	0	0	23698.1481481482	59202.8562361155	0.445
"13025"	"05000US13025"	"Brantley County"	"Brantley County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000025"	""	""	""	""	"13"	"025"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	18561	18561	41.89722	443.012721294462	447.2016	443.0127	4.188888	18561	9103	9458	18561	1106	1448	1098	830	1547	2122	2251	2632	2674	1809	854	190	18561	1106	1448	1098	830	533	239	166	609	1099	1023	869	1382	1283	1349	1446	512	716	256	817	736	562	292	190	18561	17399	655	35	183	3	14	272	18561	18169	17162	569	23	183	3	11	218	392	237	86	12	0	0	3	54	6564	4601	3500	1101	339	762	1963	1018	945	12532	2510	5842	3155	557	298	113	57	14554	7177	34	7143	6729	414	7377	7177	34	7143	6564	621	613	753	359	315	413	390	419	349	345	527	693	369	241	118	39	37031	37031	37001	37344	""	""	""	""	""	72672	36855	49567.3217550274	49567.3217550274	49587.8903154224	44002.4844720497	0	0	""	0	46197.0588235294	0	49474.1242038217	0.442
"13027"	"05000US13027"	"Brooks County"	"Brooks County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000026"	""	""	""	""	"13"	"027"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	15622	15622	31.68155	493.094510090394	497.8004	493.0945	4.705899	15622	7608	8014	15622	890	876	988	669	1103	1826	1821	2183	2287	1801	1005	173	15622	890	876	988	669	481	188	117	317	1030	796	642	1179	1038	1145	966	489	832	425	561	815	605	400	173	15622	9618	5358	0	128	7	133	378	15622	14726	8856	5323	0	128	7	34	378	896	762	35	0	0	0	99	0	6350	4014	2995	1019	246	773	2336	1145	1191	11096	1912	4223	3275	1165	380	95	46	12647	6468	10	6458	5800	658	6179	6468	10	6458	6350	949	415	569	315	479	464	303	342	194	276	608	601	321	201	174	139	34322	34322	43918	20324	""	""	""	31500	26489	""	46444	55009.6377952756	55009.6377952756	61387.3309964947	44808.3876980429	""	0	""	36897.9166666667	34720.7920792079	24749.4736842105	63433.7111228255	0.5321
"13029"	"05000US13029"	"Bryan County"	"Bryan County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000027"	""	""	""	""	"13"	"029"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	35885	35885	82.01339	437.550506025511	454.456	437.5505	16.90545	35885	17786	18099	35885	2585	3014	3125	1798	2799	4824	5713	4615	3759	2319	888	446	35885	2585	3014	3125	1798	906	351	364	1178	2269	2555	2951	2762	2409	2206	2181	690	888	624	673	1022	547	341	446	35885	27652	5296	162	525	25	889	1336	35885	33431	26467	5080	162	520	0	95	1107	2454	1185	216	0	5	25	794	229	12636	9901	7517	2384	712	1672	2735	1259	1476	22564	1819	5772	7616	4664	2146	282	265	26693	18111	1124	16987	15755	1232	8582	18111	1124	16987	12636	785	463	432	689	655	405	455	480	407	765	977	2146	1314	1030	967	666	71322	71322	75816	45083	77727	72917	""	86019	79243	86296	75383	86656.1174422286	86656.1174422286	91984.6314741036	61176.8825697736	63396.2962962963	74943.5	""	85216.5094339623	81420.3463203463	90605.593220339	91451.8018018018	0.4416
"13031"	"05000US13031"	"Bulloch County"	"Bulloch County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000028"	""	""	""	""	"13"	"031"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	74782	74782	110.6331	675.946174267989	688.6254	675.9462	12.67928	74782	36777	38005	74782	4235	3713	4635	2409	18318	10218	7797	7872	7410	5080	2240	855	74782	4235	3713	4635	2409	6805	3272	3068	5173	5669	4549	4339	3458	3866	4006	3575	1702	2133	944	1835	2301	1319	921	855	74782	49030	21072	260	1054	186	950	2230	74782	71888	47666	20984	211	1048	186	88	1705	2894	1364	88	49	6	0	862	525	26955	16727	10964	5763	1476	4287	10228	5266	4962	41472	5445	11331	13337	6234	3313	712	1100	61320	36437	64	36373	33249	3124	24883	36437	64	36373	26955	2703	2347	1854	1823	1442	1550	1186	1375	1273	2170	2194	2728	2073	990	583	664	41789	41789	47910	28368	""	48155	""	""	22171	19615	48370	57557.1433871267	57557.1433871267	64747.4708377519	41416.6643307638	0	56999.0033222591	0	30432.384341637	26238.9830508475	37533.5423197492	65129.8920921243	0.4773
"13033"	"05000US13033"	"Burke County"	"Burke County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000029"	""	""	""	""	"13"	"033"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	22550	22550	27.26608	827.034911358663	834.9825	827.0349	7.947631	22550	10697	11853	22550	1646	1454	1816	975	1954	2810	2502	2913	3181	2086	932	281	22550	1646	1454	1816	975	716	255	297	686	1517	1293	1179	1323	1383	1530	1748	650	783	627	651	808	605	327	281	22550	10934	10958	5	68	0	351	234	22550	21847	10618	10952	5	61	0	7	204	703	316	6	0	7	0	344	30	8184	6035	3935	2100	384	1716	2149	911	1238	14705	3059	5503	4286	1111	519	129	98	17390	9540	35	9505	9028	477	7850	9540	35	9505	8184	827	661	549	418	475	500	348	575	411	306	668	1117	675	255	264	135	42773	42773	65432	27688	""	""	""	""	""	41384	65818	56837.3900293255	56837.3900293255	75218.7484841135	38048.4104419747	0	0	""	41665.3225806452	39883.3333333333	45896.6244725738	75738.6278896346	0.4486
"13035"	"05000US13035"	"Butts County"	"Butts County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000030"	""	""	""	""	"13"	"035"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	23750	23750	129.2939	183.689956864665	188.0412	183.69	4.351233	23750	12661	11089	23750	1363	1249	1433	874	2102	3654	3088	3317	3091	2208	1097	274	23750	1363	1249	1433	874	519	257	426	900	1844	1810	1586	1502	1613	1704	1770	546	775	542	628	1038	707	390	274	23750	16289	6858	10	105	60	185	243	23750	22999	15844	6817	10	105	0	26	197	751	445	41	0	0	60	159	46	8157	5933	4080	1853	403	1450	2224	1092	1132	16729	3479	7362	3986	1382	321	137	62	19323	9445	0	9445	8915	530	9878	9445	0	9445	8157	590	484	486	690	395	686	490	630	323	475	747	703	601	402	289	166	41845	41845	48083	31426	""	""	""	""	""	102842	47507	62879.6003432635	62879.6003432635	70401.0945273632	39182.4181360202	""	0	""	0	64242.1875	84801.582278481	69623.6628007616	0.4747
"13037"	"05000US13037"	"Calhoun County"	"Calhoun County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000031"	""	""	""	""	"13"	"037"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6428	6428	22.92569	280.384112976585	283.5778	280.3841	3.193633	6428	3875	2553	6428	206	324	401	219	534	1057	1077	835	841	535	269	130	6428	206	324	401	219	119	105	50	260	489	568	548	529	364	471	360	138	343	111	234	190	152	117	130	6428	2180	3919	0	34	0	214	81	6428	6129	2097	3908	0	34	0	25	65	299	83	11	0	0	0	189	16	1853	1187	642	545	87	458	666	228	438	4744	1217	1863	1218	285	115	29	17	5433	1908	0	1908	1622	286	3525	1908	0	1908	1853	278	179	187	89	139	133	100	138	99	132	153	96	63	12	18	37	31725	31725	46875	25413	""	""	""	33672	""	33594	46875	43541.8780356179	43541.8780356179	60629.9382716049	34431.948051948	""	0	""	37817.2413793103	0	42922.2222222222	60531.308411215	0.4947
"13039"	"05000US13039"	"Camden County"	"Camden County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000032"	""	""	""	""	"13"	"039"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	52714	52714	83.633	630.301459311781	781.8525	630.3015	151.551	52714	27019	25695	52714	3892	3650	3498	1899	6796	8328	5904	6283	6028	4230	1854	352	52714	3892	3650	3498	1899	1626	1043	1081	3046	4701	3627	3128	2776	3059	3224	3489	1142	1397	1171	1368	1691	1151	703	352	52714	38452	9862	363	1118	64	993	1862	52714	49248	36858	9816	270	963	64	103	1174	3466	1594	46	93	155	0	890	688	19327	14298	10519	3779	1065	2714	5029	2736	2293	32979	2709	10372	11815	5264	1972	520	327	41008	26716	3684	23032	21340	1692	14292	26716	3684	23032	19327	1113	662	758	942	1272	840	1130	1094	653	1601	2061	2919	1628	1006	1013	635	56397	56397	63178	36142	39821	81053	""	50868	85938	51484	63808	73885.4504061675	73885.4504061675	78802.7544097693	54254.9932341001	38787.7192982456	80813.6842105263	0	55912.8113879004	89228.4457478006	65418.7558031569	79705.1048506672	0.4366
"13043"	"05000US13043"	"Candler County"	"Candler County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000033"	""	""	""	""	"13"	"043"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	10827	10827	44.54468	243.059313016122	248.8579	243.0593	5.798613	10827	5363	5464	10827	629	869	760	458	924	1260	1391	1283	1408	1155	520	170	10827	629	869	760	458	347	170	90	317	668	592	748	643	613	670	786	287	335	175	379	601	351	169	170	10827	7355	2572	69	247	0	300	284	10827	9575	6571	2546	69	109	0	0	280	1252	784	26	0	138	0	300	4	3965	2830	1750	1080	371	709	1135	592	543	7187	1683	2596	1895	683	166	108	56	8433	4563	3	4560	4272	288	3870	4563	3	4560	3965	652	245	397	300	305	185	276	93	82	314	407	379	128	69	70	63	32937	32937	36003	22589	""	2499	""	""	""	27917	36327	48672.9382093317	48672.9382093317	51321.4135021097	42774.6538871139	0	22215.3846153846	""	29945	54874.0740740741	33529.8742138365	52134.7201210287	0.5137
"13045"	"05000US13045"	"Carroll County"	"Carroll County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000034"	""	""	""	""	"13"	"045"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	116022	116022	232.4961	499.027757657564	503.7774	499.0278	4.749609	116022	56448	59574	116022	7425	7041	8534	4861	15332	15371	14412	14795	13099	9329	4562	1261	116022	7425	7041	8534	4861	4596	2498	3060	5178	8099	7272	7224	7188	7483	7312	6821	2571	3707	1988	3067	4274	2610	1952	1261	116022	87288	21996	977	872	108	2549	2232	116022	108179	81950	21696	369	867	108	1151	2038	7843	5338	300	608	5	0	1398	194	41150	28747	21100	7647	2338	5309	12403	5137	7266	72829	11868	24160	21819	9708	3290	1131	853	91456	55407	104	55303	50923	4380	36049	55407	104	55303	41150	3407	1777	1934	2695	2373	2194	2019	2174	2144	2975	4373	5091	3414	1735	1664	1181	49608	49608	52669	37010	27687	34667	""	64592	26131	45605	52872	65700.5710814095	65700.5710814095	69234.0315100888	52824.5769881557	37513.6752136752	54106.25	0	55758.9327146172	42402.4608501119	63009.1107474086	69177.8842774529	0.4466
"13047"	"05000US13047"	"Catoosa County"	"Catoosa County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000035"	""	""	""	""	"13"	"047"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	66299	66299	408.843	162.162468706419	162.4602	162.1625	0.2977462	66299	31991	34308	66299	3634	4181	4652	2930	5317	8017	8838	9182	8429	6625	3681	813	66299	3634	4181	4652	2930	1431	619	742	2525	3962	4055	4491	4347	4575	4607	4044	1573	2812	1473	2423	2729	2292	1389	813	66299	61318	1558	220	953	24	752	1474	66299	64357	60449	1432	220	870	24	0	1362	1942	869	126	0	83	0	752	112	24636	17442	14125	3317	1083	2234	7194	3028	4166	45585	5727	14760	15637	6259	2188	703	311	52889	33046	26	33020	31719	1301	19843	33046	26	33020	24636	1052	1305	1196	1439	1346	1108	1300	1036	1240	2267	2699	3187	2340	1192	1204	725	55125	55125	55507	43056	""	57056	""	""	44500	67633	55332	69662.1245332034	69662.1245332034	70235.6530314724	59879.7619047619	25584.6153846154	59984.375	""	65972.3404255319	57583.5714285714	64403.185840708	70309.310688445	0.4156
"13049"	"05000US13049"	"Charlton County"	"Charlton County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000036"	""	""	""	""	"13"	"049"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	12983	12983	16.64302	780.086863722921	782.3893	780.0869	2.302419	12983	7522	5461	12983	670	733	698	374	1468	1538	1813	2202	1560	1080	583	264	12983	670	733	698	374	510	201	122	635	715	823	735	1078	828	1374	815	255	490	247	314	519	208	375	264	12983	8684	3358	245	107	16	236	337	12983	11880	7983	3309	219	107	0	0	262	1103	701	49	26	0	16	236	75	3559	2552	2075	477	191	286	1007	485	522	9040	2417	3532	2138	415	291	93	154	10655	4781	0	4781	4199	582	5874	4781	0	4781	3559	383	184	323	301	180	204	189	199	136	175	354	237	407	194	89	4	40283	40283	40450	38990	""	""	""	""	""	""	40559	54130.4017982579	54130.4017982579	56661.6257781033	45404.7619047619	0	0	""	0	0	23623.5294117647	56808.6365306872	0.436
"13051"	"05000US13051"	"Chatham County"	"Chatham County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000037"	""	""	""	""	"13"	"051"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	287049	287049	662.7421	433.123217559309	629.9742	433.1232	196.851	287049	138403	148646	287049	18665	17039	17147	9617	32484	47915	34952	33673	34154	24770	11575	5058	287049	18665	17039	17147	9617	8944	4892	4691	13957	25767	22148	18390	16562	16337	17336	18031	6593	9530	6374	7865	10531	6756	4819	5058	287049	151228	114130	778	7391	370	4495	8657	287049	269042	140243	112859	522	7330	334	610	7144	18007	10985	1271	256	61	36	3885	1513	108151	66668	44149	22519	4799	17720	41483	19477	22006	192097	19951	46729	61594	38921	17215	4531	3156	231090	150275	2834	147441	135574	11867	80815	150275	2834	147441	108151	7821	5100	4927	5782	5632	5154	5646	4965	4513	8704	10887	13942	9007	5079	5492	5500	54911	54911	66427	40149	61202	62480	32409	53152	44957	47395	68192	76999.0282105575	76999.0282105575	89761.1797923081	55993.4545176812	75773.4908136483	90943.078209954	42345.5284552846	64903.1375703942	82600.8312958435	69566.4314890457	90878.0152259415	0.4804
"13053"	"05000US13053"	"Chattahoochee County"	"Chattahoochee County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000038"	""	""	""	""	"13"	"053"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	10767	10767	43.28666	248.737152450127	251.1606	248.7372	2.423436	10767	7172	3595	10767	892	692	557	176	3572	2335	1066	611	457	269	124	16	10767	892	692	557	176	1213	542	416	1401	1472	863	532	534	358	253	184	97	176	94	68	107	81	43	16	10767	7510	2263	37	391	35	193	338	10767	9114	6308	2111	34	333	35	49	244	1653	1202	152	3	58	0	144	94	2550	1898	1497	401	39	362	652	484	168	4878	350	1263	1638	1209	339	40	39	8538	6849	4441	2408	2177	231	1689	6849	4441	2408	2550	158	118	160	125	138	160	163	203	123	247	287	284	170	72	85	57	46453	46453	49708	37143	""	57833	""	31771	23000	35833	50994	66985.2941176471	66985.2941176471	71692.078133478	58802.972027972	0	48013.0434782609	""	31751.8518518519	32078.5714285714	42246.8253968254	73048.829240434	0.4753
"13055"	"05000US13055"	"Chattooga County"	"Chattooga County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000039"	""	""	""	""	"13"	"055"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	24817	24817	79.20487	313.326696494347	313.5471	313.3267	0.2203894	24817	12865	11952	24817	1375	1692	1608	939	2125	3047	3191	3308	3331	2459	1323	419	24817	1375	1692	1608	939	562	293	293	977	1736	1311	1797	1394	1661	1647	1739	691	901	417	944	1098	882	441	419	24817	21407	2507	29	130	0	404	340	24817	23587	20575	2489	29	130	0	50	314	1230	832	18	0	0	0	354	26	9098	5892	4320	1572	457	1115	3206	1664	1542	17078	4598	6614	4191	977	504	146	48	19894	9745	1	9744	8946	798	10149	9745	1	9744	9098	1052	916	475	647	778	518	551	495	586	822	749	650	441	196	115	107	36107	36107	37171	23438	""	""	""	29453	""	31635	37314	48248.3402945702	48248.3402945702	49316.4649490713	33395.2218430034	0	0	""	39903.5714285714	34396.8253968254	36529.4117647059	49624.7090530442	0.4602
"13057"	"05000US13057"	"Cherokee County"	"Cherokee County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000040"	""	""	""	""	"13"	"057"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	241910	241910	574.4949	421.082957913319	434.3913	421.0829	13.30832	241910	119270	122640	241910	14819	16499	18925	10971	19149	29074	34642	36864	29867	20568	8241	2291	241910	14819	16499	18925	10971	5621	2847	2362	8319	14105	14969	16805	17837	18976	17888	16299	5312	8256	5692	6097	8779	5311	2930	2291	241910	209053	16478	864	4534	118	5278	5585	241910	216933	192110	15268	165	4527	62	353	4448	24977	16943	1210	699	7	56	4925	1137	85825	64450	53499	10951	3533	7418	21375	9057	12318	161547	13931	36896	51003	41402	13486	2874	1955	188094	128143	117	128026	122561	5465	59951	128143	117	128026	85825	3060	1840	2927	2745	2556	2945	3097	3458	2737	6456	8526	13298	10382	7050	8054	6694	79670	79670	80599	80014	74063	74651	""	51750	64138	57463	82463	97413.4471307894	97413.4471307894	99462.8614956266	85927.8682842288	78676.0736196319	91592.2680412371	""	59806.8548387097	72664.1901931649	68389.452815226	101382.651409433	0.411
"13059"	"05000US13059"	"Clarke County"	"Clarke County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000041"	""	""	""	""	"13"	"059"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	124602	124602	1045.157	119.218467421471	121.0327	119.2185	1.814201	124602	59248	65354	124602	6777	5787	6019	3071	33455	20676	13922	11035	11053	7650	3643	1514	124602	6777	5787	6019	3071	10971	5801	5053	11630	11745	8931	7510	6412	5678	5357	5621	2334	3098	2022	2578	3050	2321	1322	1514	124602	78342	34354	168	5048	83	3320	3287	124602	111330	68849	34090	75	5014	46	254	3002	13272	9493	264	93	34	37	3066	285	47224	23331	15584	7747	1733	6014	23893	11043	12850	69493	8950	14668	16220	14604	8901	2038	4112	105156	62979	182	62797	58766	4031	42177	62979	182	62797	47224	6886	3521	3944	3024	2648	2785	2055	2412	1746	3349	3139	3958	3140	1610	1409	1598	36889	36889	43662	26729	89583	40386	26500	28946	31429	31875	44366	57133.2013383026	57133.2013383026	65149.6695178849	41082.2943025842	80530.5882352941	51376.1388286334	0	34698.5166872682	44448.4126984127	41990.4761904762	66828.9127460267	0.5271
"13061"	"05000US13061"	"Clay County"	"Clay County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000042"	""	""	""	""	"13"	"061"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	3001	3001	15.35793	195.403950906336	217.2369	195.4039	21.83291	3001	1473	1528	3001	147	157	206	74	227	359	327	340	483	349	238	94	3001	147	157	206	74	58	26	56	87	210	149	160	167	162	178	246	117	120	115	86	148	124	114	94	3001	902	2036	0	41	0	16	6	3001	3001	902	2036	0	41	0	16	6	0	0	0	0	0	0	0	0	1202	692	380	312	69	243	510	280	230	2190	443	927	647	76	77	12	8	2462	1059	0	1059	876	183	1403	1059	0	1059	1202	240	146	101	114	99	67	64	38	42	47	50	115	25	31	17	6	25000	25000	39063	18333	""	""	""	""	""	""	39063	37194.5091514143	37194.5091514143	50367.9833679834	27257.8034682081	""	0	""	0	0	""	50367.9833679834	0.493
"13063"	"05000US13063"	"Clayton County"	"Clayton County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000043"	""	""	""	""	"13"	"063"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	278666	278666	1966.973	141.672526668077	144.371	141.6725	2.698525	278666	130748	147918	278666	21404	21852	22402	12674	28212	42689	37765	37062	30263	16507	5820	2016	278666	21404	21852	22402	12674	7523	3742	4172	12775	22765	19924	18782	18983	18934	18128	16452	6651	7160	3952	6431	6124	3749	2071	2016	278666	47590	192765	571	14586	127	15787	7240	278666	241963	29732	189835	539	14541	72	1530	5714	36703	17858	2930	32	45	55	14257	1526	92845	62196	30963	31233	7329	23904	30649	14023	16626	172122	26249	56696	55639	22636	8219	1794	889	208902	138635	176	138459	126643	11816	70267	138635	176	138459	92845	6540	4604	5771	6086	5639	5935	5705	5344	5079	8549	10588	11165	5911	2731	1844	1354	45778	45778	45939	45643	22273	53438	""	45325	39803	46817	45755	57211.2262372772	57211.2262372772	57903.4617700181	56854.46658146	33614.6341463415	68736.1996540647	0	54862.6802374894	48426.0918888259	56491.9570405728	58465.2982371408	0.4175
