Geo_FIPS	Geo_GEOID	Geo_NAME	Geo_QName	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_FILEID	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_PLACESE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_UACP	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_VTD	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_TAZ	Geo_UGA	Geo_BTTR	Geo_BTBG	Geo_PUMA5	Geo_PUMA1	SE_A00001_001	SE_A00002_001	SE_A00002_002	SE_A00002_003	SE_A00003_001	SE_A00003_002	SE_A00003_003	SE_A02001_001	SE_A02001_002	SE_A02001_003	SE_A01001_001	SE_A01001_002	SE_A01001_003	SE_A01001_004	SE_A01001_005	SE_A01001_006	SE_A01001_007	SE_A01001_008	SE_A01001_009	SE_A01001_010	SE_A01001_011	SE_A01001_012	SE_A01001_013	SE_C01001_001	SE_C01001_002	SE_C01001_003	SE_C01001_004	SE_C01001_005	SE_C01001_006	SE_C01001_007	SE_C01001_008	SE_C01001_009	SE_C01001_010	SE_C01001_011	SE_C01001_012	SE_C01001_013	SE_C01001_014	SE_C01001_015	SE_C01001_016	SE_C01001_017	SE_C01001_018	SE_C01001_019	SE_C01001_020	SE_C01001_021	SE_C01001_022	SE_C01001_023	SE_C01001_024	SE_A03001_001	SE_A03001_002	SE_A03001_003	SE_A03001_004	SE_A03001_005	SE_A03001_006	SE_A03001_007	SE_A03001_008	SE_A04001_001	SE_A04001_002	SE_A04001_003	SE_A04001_004	SE_A04001_005	SE_A04001_006	SE_A04001_007	SE_A04001_008	SE_A04001_009	SE_A04001_010	SE_A04001_011	SE_A04001_012	SE_A04001_013	SE_A04001_014	SE_A04001_015	SE_A04001_016	SE_A04001_017	SE_A10008_001	SE_A10008_002	SE_A10008_003	SE_A10008_004	SE_A10008_005	SE_A10008_006	SE_A10008_007	SE_A10008_008	SE_A10008_009	SE_A12001_001	SE_A12001_002	SE_A12001_003	SE_A12001_004	SE_A12001_005	SE_A12001_006	SE_A12001_007	SE_A12001_008	SE_A17002_001	SE_A17002_002	SE_A17002_003	SE_A17002_004	SE_A17002_005	SE_A17002_006	SE_A17002_007	SE_A17001_001	SE_A17001_002	SE_A17001_003	SE_A14001_001	SE_A14001_002	SE_A14001_003	SE_A14001_004	SE_A14001_005	SE_A14001_006	SE_A14001_007	SE_A14001_008	SE_A14001_009	SE_A14001_010	SE_A14001_011	SE_A14001_012	SE_A14001_013	SE_A14001_014	SE_A14001_015	SE_A14001_016	SE_A14001_017	SE_A14006_001	SE_A14007_001	SE_A14007_002	SE_A14007_003	SE_A14007_004	SE_A14007_005	SE_A14007_006	SE_A14007_007	SE_A14007_008	SE_A14007_009	SE_A14007_010	SE_A14008_001	SE_A14009_001	SE_A14009_002	SE_A14009_003	SE_A14009_004	SE_A14009_005	SE_A14009_006	SE_A14009_007	SE_A14009_008	SE_A14009_009	SE_A14009_010	SE_A14028_001
"13065"	"05000US13065"	"Clinch County"	"Clinch County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000044"	""	""	""	""	"13"	"065"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6743	6743	8.273663	814.995738976397	823.9932	814.9957	8.997447	6743	3427	3316	6743	565	343	632	270	435	963	783	880	849	634	322	67	6743	565	343	632	270	117	85	102	131	606	357	318	465	431	449	429	239	181	140	181	313	222	100	67	6743	4439	1862	4	29	0	313	96	6743	6398	4407	1862	4	29	0	0	96	345	32	0	0	0	0	313	0	2502	1593	996	597	104	493	909	359	550	4498	1312	1428	1258	277	197	17	9	5118	2417	0	2417	2257	160	2701	2417	0	2417	2502	622	204	322	98	112	86	103	83	109	124	247	152	97	46	81	16	25236	25236	32321	14971	""	""	""	""	""	2499	32622	40781.9744204636	40781.9744204636	47676.6863905325	27392.3592493298	0	""	""	0	0	0	47909.9404761905	0.5444
"13067"	"05000US13067"	"Cobb County"	"Cobb County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000045"	""	""	""	""	"13"	"067"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	745057	745057	2192.917	339.756224353163	344.5686	339.7562	4.812413	745057	360270	384787	745057	47657	51257	50152	31141	67658	107927	107304	108091	88753	54541	22289	8287	745057	47657	51257	50152	31141	18907	9599	10518	28634	54204	53723	54766	52538	55058	53033	48742	16170	23841	13344	18895	22302	12969	9320	8287	745057	441978	203874	1737	39150	472	35405	22441	745057	649438	391088	197992	1030	38662	303	2928	17435	95619	50890	5882	707	488	169	32477	5006	277222	189546	141596	47950	11236	36714	87676	39243	48433	497192	40881	93091	132011	148997	60500	13621	8091	585321	411153	813	410340	389803	20537	174168	411153	813	410340	277222	11763	6372	8226	9939	10986	10764	11116	10777	10663	20184	27540	37436	28940	19955	25262	27299	75153	75153	84183	60718	50833	86780	56411	45593	74126	51917	86788	100977.096334346	100977.096334346	112194.645258427	76383.1246400879	62311.8768328446	125107.409638554	58610.6796116505	59545.8143569725	96559.6	73462.8248587571	114908.077975248	0.4518
"13069"	"05000US13069"	"Coffee County"	"Coffee County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000046"	""	""	""	""	"13"	"069"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	42961	42961	72.5328	592.297589023578	602.6499	592.2976	10.35233	42961	22088	20873	42961	2914	3209	2618	1809	4504	5878	5535	5863	4903	3649	1596	483	42961	2914	3209	2618	1809	1189	812	657	1846	3068	2810	2363	3172	2929	2934	2379	948	1576	813	1294	1542	1060	536	483	42961	29193	12056	79	327	0	850	456	42961	38035	25053	12028	44	327	0	200	383	4926	4140	28	35	0	0	650	73	14298	9756	6520	3236	814	2422	4542	2096	2446	27907	6311	10771	7142	2137	1036	343	167	33577	17432	4	17428	16627	801	16145	17432	4	17428	14298	1849	1076	1018	890	810	870	869	955	617	1234	1284	1085	655	217	545	324	38266	38266	41953	27967	36466	59345	""	37143	43387	33542	42107	54061.2463281578	54061.2463281578	61272.8473628387	33844.9885452463	39109.375	55378.9473684211	""	45290.234375	35629.3103448276	47374.6520874752	62082.1555138628	0.5001
"13071"	"05000US13071"	"Colquitt County"	"Colquitt County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000047"	""	""	""	""	"13"	"071"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	45606	45606	83.37119	547.023482734283	556.6391	547.0235	9.615602	45606	22554	23052	45606	3195	3218	3691	1951	4112	5829	5822	5833	5251	3961	2151	592	45606	3195	3218	3691	1951	1273	506	769	1564	2882	2947	3356	2466	2905	2928	2950	894	1407	1026	1208	1727	1383	768	592	45606	29397	10491	246	385	9	4227	851	45606	36944	25653	10416	168	384	9	16	298	8662	3744	75	78	1	0	4211	553	15374	10702	7166	3536	950	2586	4672	2066	2606	29439	7704	11593	6476	1985	1213	376	92	34737	20126	18	20108	18736	1372	14611	20126	18	20108	15374	1501	1244	1191	1248	1149	1249	816	947	538	900	1210	1602	749	363	371	296	35472	35472	42301	22779	36294	""	""	35696	28194	34695	43507	52112.2414465981	52112.2414465981	58686.3517550411	34777.9760163791	44132.8	44320.6896551724	""	42371.9393282774	47571.2962962963	43954.2660307366	59855.8910537591	0.4732
"13073"	"05000US13073"	"Columbia County"	"Columbia County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000048"	""	""	""	""	"13"	"073"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	147295	147295	507.7808	290.075932398142	307.6027	290.0759	17.52674	147295	71970	75325	147295	9373	10862	10838	6749	12131	20365	20606	19841	17824	11655	5211	1840	147295	9373	10862	10838	6749	3405	2326	1717	4683	9838	10527	10259	10347	9879	9962	8923	3858	5043	2991	3930	4734	3276	1935	1840	147295	109501	24575	436	5995	0	1742	5046	147295	137814	102337	24274	227	5828	0	659	4489	9481	7164	301	209	167	0	1083	557	46840	35527	29157	6370	1657	4713	11313	4902	6411	97342	7185	24250	31747	21266	8153	2743	1998	114038	72696	3717	68979	65411	3568	41342	72696	3717	68979	46840	1836	908	1617	1417	1334	1400	1591	1915	1697	3285	5861	7437	5295	3532	4480	3235	76938	76938	77448	77883	""	82868	""	63750	70525	64483	79058	95348.2514944492	95348.2514944492	97425.9561042524	85430.1175516822	63107.6923076923	115971.868720697	""	61172.8365384615	80095.3041622199	79434.4867358708	98337.6076582868	0.4081
"13075"	"05000US13075"	"Cook County"	"Cook County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000049"	""	""	""	""	"13"	"075"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	17184	17184	75.27658	228.278160362133	233.203	228.2782	4.924807	17184	8348	8836	17184	1128	1310	1240	767	1470	2052	2159	2315	2078	1568	865	232	17184	1128	1310	1240	767	355	116	370	629	1027	1025	1155	1004	1190	1125	1043	487	548	304	684	580	544	321	232	17184	11861	4723	45	109	0	225	221	17184	16196	11148	4711	45	109	0	0	183	988	713	12	0	0	0	225	38	6233	4386	3126	1260	324	936	1847	787	1060	11269	2261	3879	3377	1092	514	111	35	13282	7467	0	7467	7078	389	5815	7467	0	7467	6233	751	449	528	453	427	272	311	199	362	516	585	614	378	184	133	71	38408	38408	45830	24418	""	""	""	35813	45250	36063	46215	51420.8567303064	51420.8567303064	57475.6097560976	35604.3660287081	64421.4285714286	0	""	45404.0816326531	46324.6753246753	44582.9694323144	57988.0179966848	0.4625
"13077"	"05000US13077"	"Coweta County"	"Coweta County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000050"	""	""	""	""	"13"	"077"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	140516	140516	318.6795	440.931995051715	445.8328	440.932	4.90083	140516	68430	72086	140516	8666	10131	10191	6342	11664	17141	19044	21457	17397	11724	5232	1527	140516	8666	10131	10191	6342	3392	1824	1407	5041	8294	8847	8791	10253	10863	10594	9232	3743	4422	2699	3962	5063	3502	1730	1527	140516	107831	24730	307	2702	34	1591	3321	140516	130954	100370	24512	274	2692	21	201	2884	9562	7461	218	33	10	13	1390	437	51308	38004	29364	8640	1903	6737	13304	6104	7200	93522	10498	26772	28357	19140	6304	1520	931	109381	72137	50	72087	68690	3397	37244	72137	50	72087	51308	2528	1590	1943	2123	1802	2156	1802	2277	1580	3991	5442	7972	5792	3305	3898	3107	70717	70717	76503	43704	""	67228	""	67914	71953	41620	78002	87231.8157012552	87231.8157012552	92604.5866985741	61550.060579359	49919.5652173913	134448.216833096	0	77542.9878048781	77805.2877138414	76855.69906361	93432.2216045952	0.4278
"13079"	"05000US13079"	"Crawford County"	"Crawford County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000051"	""	""	""	""	"13"	"079"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	12344	12344	37.99165	324.91346832495	326.4536	324.9135	1.540154	12344	6299	6045	12344	644	523	1007	445	946	1329	1449	1885	1930	1432	623	131	12344	644	523	1007	445	284	148	172	342	741	588	596	853	843	1042	1244	295	391	356	513	563	435	188	131	12344	9181	2978	0	25	0	21	139	12344	12184	9068	2978	0	25	0	0	113	160	113	0	0	0	0	21	26	4637	3332	2378	954	309	645	1305	687	618	8779	1447	3458	2967	426	340	97	44	10083	5168	28	5140	4644	496	4915	5168	28	5140	4637	486	390	194	240	313	254	253	261	256	271	582	478	367	134	100	58	43257	43257	47793	28833	""	""	""	""	94091	""	47859	54839.2495147725	54839.2495147725	59784.6420323326	36487.7777777778	""	0	""	""	94110.2941176471	0	59844.8684590922	0.4397
"13081"	"05000US13081"	"Crisp County"	"Crisp County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000052"	""	""	""	""	"13"	"081"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	22846	22846	83.78899	272.66113047628	280.9457	272.6611	8.284595	22846	10849	11997	22846	1464	1623	1522	1070	2082	2510	2646	2792	3123	2361	1260	393	22846	1464	1623	1522	1070	644	222	459	757	1128	1382	1343	1303	1313	1479	1688	622	813	455	915	991	806	454	393	22846	12104	9974	0	220	30	85	433	22846	22097	11474	9974	0	220	30	8	391	749	630	0	0	0	0	77	42	8329	5646	3611	2035	233	1802	2683	1355	1328	15085	2999	5899	4121	1383	440	166	77	17783	10024	0	10024	8798	1226	7759	10024	0	10024	8329	1112	997	573	533	409	528	496	479	384	743	409	623	408	285	101	249	35096	35096	43519	20436	""	""	""	""	46228	32000	44196	55440.1008524433	55440.1008524433	68017.2248803828	36314.0714741544	""	0	""	0	44298.5714285714	34349.0445859873	69729.6924042687	0.5504
"13083"	"05000US13083"	"Dade County"	"Dade County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000053"	""	""	""	""	"13"	"083"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	16227	16227	93.26951	173.979691025595	174.1603	173.9797	0.1806356	16227	7932	8295	16227	767	720	1044	536	2067	1717	2007	2119	2311	1777	832	330	16227	767	720	1044	536	862	351	266	588	888	829	910	1097	1057	1062	1150	529	632	505	472	800	547	285	330	16227	15407	103	0	268	24	37	388	16227	15867	15216	72	0	181	9	21	368	360	191	31	0	87	15	16	20	6070	4578	3667	911	311	600	1492	472	1020	11093	2315	3966	3272	1006	430	49	55	13540	7739	95	7644	7331	313	5801	7739	95	7644	6070	429	430	373	326	437	485	294	290	238	450	552	778	307	324	209	148	44471	44471	44033	""	""	83276	""	""	""	36667	44051	61722.6688632619	61722.6688632619	62223.022696011	0	""	67545	0	0	37065.7657657658	47040	62256.6089965398	0.4495
"13085"	"05000US13085"	"Dawson County"	"Dawson County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000054"	""	""	""	""	"13"	"085"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	23861	23861	113.1775	210.828096500833	214.4083	210.8281	3.580192	23861	11774	12087	23861	1356	1237	1484	929	1868	2715	2896	3395	3322	3096	1255	308	23861	1356	1237	1484	929	471	200	297	900	1351	1364	1260	1636	1572	1823	1547	686	1089	697	1130	1269	933	322	308	23861	22979	230	12	148	0	105	387	23861	22819	22085	230	12	148	0	12	332	1042	894	0	0	0	0	93	55	8711	6374	5477	897	278	619	2337	1217	1120	16987	2376	4851	4597	3149	1532	316	166	19482	11791	93	11698	11230	468	7691	11791	93	11698	8711	464	223	384	231	286	334	441	297	434	638	1175	1073	952	564	580	635	65805	65805	65821	""	""	143563	""	""	38409	""	65890	88066.3414074159	88066.3414074159	87931.1965311145	113484.931506849	0	155923.076923077	""	""	32758.3333333333	59103.550295858	88513.6776661884	0.4358
"13087"	"05000US13087"	"Decatur County"	"Decatur County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000055"	""	""	""	""	"13"	"087"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	26833	26833	44.93347	597.17179230174	623.1679	597.1718	25.99615	26833	12907	13926	26833	1802	1666	2005	1124	2439	3426	3170	3556	3424	2411	1432	378	26833	1802	1666	2005	1124	772	224	458	985	1734	1692	1450	1720	1700	1856	1998	684	742	583	603	1225	714	718	378	26833	14060	11165	19	90	0	1295	204	26833	25256	13555	11160	19	90	0	250	182	1577	505	5	0	0	0	1045	22	10153	6781	4330	2451	358	2093	3372	1557	1815	17797	3272	6428	5505	1509	766	177	140	20981	10286	86	10200	9645	555	10695	10286	86	10200	10153	1645	697	841	532	522	475	476	581	506	759	890	920	422	323	313	251	39148	39148	44588	28981	""	""	""	""	""	31172	44927	52656.3084802521	52656.3084802521	62314.3769416638	38674.5180425111	""	0	""	49760.621761658	60263.3333333333	43776.7973856209	62886.4108431614	0.5091
"13089"	"05000US13089"	"DeKalb County"	"DeKalb County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000056"	""	""	""	""	"13"	"089"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	743187	743187	2775.929	267.725546218747	271.1833	267.7256	3.457755	743187	351871	391316	743187	52982	49157	45920	26207	65502	124266	107610	99670	86302	53566	22510	9495	743187	52982	49157	45920	26207	17137	8953	9445	29967	63342	60924	56188	51422	50588	49082	45546	17440	23316	14046	18208	21312	13700	8810	9495	743187	256546	401085	5661	45322	269	13542	20762	743187	679451	216221	396854	1361	45140	260	2663	16952	63736	40325	4231	4300	182	9	10879	3810	277757	162716	101159	61557	13517	48040	115041	51547	63494	503419	55530	104713	124874	125583	63028	16819	12872	586377	405541	498	405043	375217	29826	180836	405541	498	405043	277757	17878	10896	12330	12688	13100	13762	12345	12998	12319	21863	27562	32432	22428	15465	17005	22686	59280	59280	85819	48026	31719	65187	2499	33248	52357	45456	91169	86969.4441544227	86969.4441544227	122202.738623388	62125.4087363063	45616.0972785177	92519.6198608911	25335.9550561798	52868.5209253964	79695.9113862193	65645.1129728357	127218.643631799	0.4904
"13091"	"05000US13091"	"Dodge County"	"Dodge County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000057"	""	""	""	""	"13"	"091"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	20919	20919	42.17924	495.954804423804	503.1171	495.9548	7.162275	20919	10972	9947	20919	1106	987	1379	710	1809	2703	2792	3054	2839	2092	1135	313	20919	1106	987	1379	710	405	205	339	860	1463	1240	1287	1505	1555	1499	1560	559	720	366	781	945	638	497	313	20919	14102	5868	2	79	0	282	586	20919	20195	13660	5868	2	79	0	0	586	724	442	0	0	0	0	282	0	7694	5230	3631	1599	459	1140	2464	1025	1439	14928	2502	6310	4071	1278	488	223	56	17162	8059	9	8050	7467	583	9103	8059	9	8050	7694	895	678	730	589	446	446	473	329	385	526	498	720	486	245	137	111	35757	35757	43091	19917	""	""	""	""	40764	""	43489	49527.6709123993	49527.6709123993	57413.8669064748	27394.5585785675	""	0	""	30568.3544303797	44607.2289156627	31525	57889.3105977264	0.4665
"13093"	"05000US13093"	"Dooly County"	"Dooly County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000058"	""	""	""	""	"13"	"093"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	13905	13905	35.41497	392.630551184021	397.3186	392.6306	4.688095	13905	7529	6376	13905	563	665	803	503	1284	1552	1909	1953	2116	1527	733	297	13905	563	665	803	503	479	280	200	325	711	841	812	1097	989	964	1005	461	650	309	492	726	374	359	297	13905	6277	6824	8	15	0	538	243	13905	12947	5929	6824	8	15	0	3	168	958	348	0	0	0	0	535	75	4861	3285	2132	1153	168	985	1576	791	785	10087	2506	3995	2449	710	295	71	61	11726	5757	0	5757	5038	719	5969	5757	0	5757	4861	462	475	489	353	383	231	227	94	269	419	465	331	359	175	94	35	35629	35629	48115	27308	""	""	""	41053	48250	38516	48761	50608.8459164781	50608.8459164781	61552.0553359684	37561.0130111524	0	0	""	54539.8550724638	35359.375	45887.2509960159	62734.7250930136	0.4669
"13095"	"05000US13095"	"Dougherty County"	"Dougherty County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000059"	""	""	""	""	"13"	"095"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	91049	91049	277.0446	328.643796033032	334.5716	328.6438	5.927768	91049	42144	48905	91049	6151	5876	6423	3651	11082	12205	10553	10537	11250	7876	3899	1546	91049	6151	5876	6423	3651	3305	1540	1833	4404	6565	5640	5630	4923	5058	5479	5479	2445	3326	2069	2776	3031	2001	1898	1546	91049	24556	62847	194	849	38	1064	1501	91049	88562	23379	62701	175	834	6	69	1398	2487	1177	146	19	15	32	995	103	34780	21261	10668	10593	1746	8847	13519	5933	7586	57866	10120	16792	18578	7095	3403	1231	647	71320	41238	254	40984	35167	5817	30082	41238	254	40984	34780	4872	2710	2365	2355	2317	1839	1712	2135	1823	2409	3001	2695	1834	983	955	775	37633	37633	56024	31481	26089	""	""	""	30938	46815	56320	52793.3467510063	52793.3467510063	78755.3646031143	41018.0711934869	36139.0476190476	64849.2537313433	0	45791.6666666667	49079.4117647059	51204.3742405832	79336.0493827161	0.4948
"13097"	"05000US13097"	"Douglas County"	"Douglas County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000060"	""	""	""	""	"13"	"097"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	141840	141840	708.8592	200.096161063294	201.0738	200.0962	0.9775991	141840	67726	74114	141840	8958	10286	11214	6932	13207	17636	20143	21418	16461	10104	4169	1312	141840	8958	10286	11214	6932	3958	2064	1533	5652	8906	8730	9353	10790	11025	10393	9189	3237	4035	2955	3083	4066	2713	1456	1312	141840	67261	65482	168	2253	1	3632	3043	141840	128469	59484	63998	141	2218	1	200	2427	13371	7777	1484	27	35	0	3432	616	48968	35050	23832	11218	2551	8667	13918	6406	7512	91243	10972	28029	27480	15408	7247	1408	699	109399	72917	19	72898	67891	5007	36482	72917	19	72898	48968	2624	2017	1814	2175	2297	2316	2020	2138	2284	3845	6237	6770	5122	2902	2964	1443	62147	62147	61934	61187	39219	96790	""	63824	66797	55013	62861	74458.0256494037	74458.0256494037	77271.0496637567	70412.8708473974	47488.3720930233	116232.489451477	0	67507.5027995521	76007.7636152955	62231.6030035912	78715.5079006772	0.4071
"13099"	"05000US13099"	"Early County"	"Early County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000061"	""	""	""	""	"13"	"099"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	10348	10348	20.1873	512.599527102056	516.3458	512.5995	3.746239	10348	4791	5557	10348	664	771	659	484	829	1109	1151	1374	1379	1085	554	289	10348	664	771	659	484	167	103	229	330	606	503	553	598	744	630	534	319	526	245	419	421	355	199	289	10348	4735	5315	9	57	0	151	81	10348	10119	4720	5266	9	57	0	3	64	229	15	49	0	0	0	148	17	4082	2757	1602	1155	233	922	1325	471	854	6941	1380	2501	1975	709	314	53	9	8155	4069	0	4069	3761	308	4086	4069	0	4069	4082	593	419	359	422	201	225	154	184	181	283	324	340	211	124	54	8	31567	31567	42235	20908	""	""	""	""	""	33571	42235	43460.2400783929	43460.2400783929	53916.0664819945	31135.4560172693	0	0	""	0	0	28850	53916.0664819945	0.4698
"13101"	"05000US13101"	"Echols County"	"Echols County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000062"	""	""	""	""	"13"	"101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	3994	3994	9.500315	420.407124666215	420.7197	420.4071	0.3125833	3994	1973	2021	3994	186	279	216	180	301	453	672	622	439	358	189	99	3994	186	279	216	180	154	17	39	91	184	269	300	372	234	388	206	109	124	115	119	124	142	47	99	3994	2946	143	82	0	0	662	161	3994	3010	2687	143	82	0	0	12	86	984	259	0	0	0	0	650	75	1559	1079	825	254	87	167	480	313	167	2832	807	1081	694	166	52	16	16	3251	1765	0	1765	1675	90	1486	1765	0	1765	1559	206	163	122	157	47	98	73	108	25	103	157	82	132	65	8	13	34447	34447	36528	2499	54750	""	""	21477	""	20546	40000	49422.1937139192	49422.1937139192	47374.6721311475	127621.875	60740.7407407407	""	""	38251.1013215859	36247.619047619	31812.8617363344	49601.512455516	0.5039
"13103"	"05000US13103"	"Effingham County"	"Effingham County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000063"	""	""	""	""	"13"	"103"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	58689	58689	122.5772	478.79224768609	482.9155	478.7922	4.123288	58689	29215	29474	58689	3936	4370	4593	2833	4892	7908	8303	8297	7038	4236	1715	568	58689	3936	4370	4593	2833	1450	768	707	1967	3787	4121	4135	4168	4144	4153	4009	1350	1679	947	1464	1825	1223	492	568	58689	48093	7955	75	552	24	664	1326	58689	56206	46190	7839	75	552	24	294	1232	2483	1903	116	0	0	0	370	94	20489	14996	11879	3117	876	2241	5493	2820	2673	38065	4568	14388	11462	5099	1903	576	69	44642	29610	345	29265	28083	1182	15032	29610	345	29265	20489	921	676	904	906	638	1069	791	853	896	1819	2092	3005	2528	1360	1394	637	65153	65153	67368	51384	43365	""	""	""	82961	53169	68083	81984.0011713602	81984.0011713602	85333.5807050093	60271.8265021886	54391.4285714286	133529.100529101	0	37647.2972972973	74189.1472868217	63088.5314685315	85926.2008733624	0.4263
"13105"	"05000US13105"	"Elbert County"	"Elbert County, Georgia"	"ga"	"050"	"00"	"ACSSF"	"0000064"	""	""	""	""	"13"	"105"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	19212	19212	54.71983	351.097620529516	374.2162	351.0976	23.11857	19212	9188	10024	19212	1120	1136	1301	642	1484	2305	2153	2526	2755	2157	1224	409	19212	1120	1136	1301	642	378	353	283	470	1234	1071	962	1191	1178	1348	1403	524	828	501	611	1045	815	409	409	19212	13085	5889	0	42	0	106	90	19212	18137	12188	5854	0	20	0	26	49	1075	897	35	0	22	0	80	41	7491	4908	3360	1548	366	1182	2583	1032	1551	13529	3052	5828	3183	875	449	113	29	15440	8197	15	8182	7626	556	7243	8197	15	8182	7491	668	650	696	468	579	464	427	398	266	663	574	609	448	384	91	106	37943	37943	43677	26220	""	""	""	""	43750	43438	43636	54794.5401148044	54794.5401148044	60177.990521327	42177.2853185596	""	""	""	0	37752.7777777778	38018.1102362205	61065.5737704918	0.4838
