OBJECTID,PRECINCT,LEGISDIST,CONGDIST,SENDIST,COMMDIST,SCHOOLDIST,COUNDIST,FORMERPREC,COMMENTS,SHAPE_LENG,GlobalID,SHAPE_Length,SHAPE_Area
1,O142,44,3,10,C,4,14,A122, ,0,{4C97BEA1-A110-4C43-BDED-94E384A8B0AC},0.187290282171932,0.000791177890521831
2,A130,28,3,10,C,5,14, , ,0,{7A55611B-9B09-498A-8C49-7CD2BB090F58},0.303654212078795,0.00176010141387319
3,A121,28,3,10,C,4,14, , ,0,{8969D6F9-642C-46CC-BAA7-1CBC0E882B81},0.073246614864837,0.000258310956550866
4,A142,28,3,10,C,5,14,J139p, ,0,{1247D570-1A36-4E9A-9939-058F6F474C5B},0.0292556946865466,4.22899546899138e-05
5,I154,37,3,38,B,5,23,Q133, ,0,{8372EC3D-6F17-4A31-B55E-787BE86BCC94},0.0675698229486428,0.000114441828789274
6,J138,38,3,37,C,4,25, , ,0,{206FBC53-7A93-42DF-A9E7-9A18E5A60476},0.0367930460814287,5.22160535204999e-05
7,I152,37,3,38,B,5,23,Q128, ,0,{41538F9A-F432-4A19-930F-409B22E824C6},0.0628956678765628,0.000188621736510155
8,B173,29,3,38,B,7,22,B167, ,0,{3111E241-BB6D-4899-A500-C7DB2BF4FC80},0.174622108954756,0.00102591116396812
9,I141,37,3,38,B,5,13,B131p, ,0,{A57E318A-AB71-40B1-AFF9-E8A97D783CBC},0.101807667899391,0.000374388064568488
10,B177,29,3,14,B,7,20, , ,0,{94B96A4D-5574-4876-AEDC-85B7004C445F},0.175315502010262,0.000744830018130381
11,H162,35,3,38,B,5,24,H145p, ,0,{280A4350-AF43-480F-9874-03AD04BE2B58},0.0539139705450721,9.44928092362886e-05
12,A140,28,3,37,C,4,25,B119/J138p, ,0,{D7AE1FE3-AA41-4F05-AE97-5078980DA932},0.0749385893286932,0.000170243320593649
13,A139,28,3,10,C,5,25,A129p, ,0,{03CBF85B-6CAF-4A74-9222-19D27DF07E69},0.0561664693261212,0.0001351307401337
14,I148,37,3,38,B,7,23,B180, ,0,{BAA7FFA2-87B1-4983-B046-92393A99A9D3},0.123085746528763,0.000590165128838101
15,I153,37,3,38,B,7,23,Q129, ,0,{63C3AF33-DE6E-4E42-B2B6-D682088C5FF6},0.0679411635521268,0.000206757357552947
16,I145,37,3,38,B,5,13,B127, ,0,{F3BE13BF-DD4C-4798-8833-2575FE8ADA2E},0.0774593751228833,8.46464256875238e-05
17,J145,38,3,37,C,4,25,A137,Dry,0,{921FE331-18D9-4542-952E-9C04B827F3D2},0.0477601061669301,0.000125031424382558
18,A119,28,3,37,C,4,14, ,pDry,0,{E2AFD100-58C6-4A50-9120-3256F782BFA0},0.0498323438976626,0.000138090819134323
19,O134,44,3,10,C,4,14, , ,0,{0DED4475-408A-4C95-A9EF-4D047FBC71FE},0.150542058590756,0.000926530603759303
20,H148,35,3,38,B,5,24, , ,0,{F5BCA0D4-23B0-414D-A4A7-FE414A18164F},0.093508913791761,0.000292071302952371
21,I133,37,3,38,C,5,13, , ,0,{2382609A-2A6B-45FE-9B59-58CD1C4E371F},0.254615514284047,0.000626442711814124
22,A127,28,3,37,C,4,25, , ,0,{0EFDF163-E776-4C1B-B333-D9FF5214EE5A},0.044783797922165,0.000113989999008514
23,J137,38,3,37,C,4,25, ,pDry,0,{46ECDC31-D4D0-4371-98A9-DED8D98947F7},0.0776792631785296,0.000192808754933341
24,A128,28,3,37,C,4,25,A126p/A127p, ,0,{7CAC2D75-C22F-48C3-B696-90EAEBC613FD},0.0641244232591895,0.000196897168096002
25,Q131,46,3,38,B,5,24, , ,0,{D7CAC462-250B-40D4-8345-313281565396},0.0744967707356506,0.000136730809874744
26,E177,32,3,20,A,7,18,E166p, ,0,{B34376A2-A1D5-449C-B5E2-D75FE79F1E6E},0.0307756268548743,3.67900803021184e-05
27,O143,44,3,37,C,4,14,A115p/A138,SM/Dry,0,{342DF782-A46A-43B3-93D3-4D0AC03EFBB5},0.03138470514701,4.4078491499312e-05
28,A113,28,3,37,C,4,14, , ,0,{EBB9DB60-09A1-469F-BBCF-2B208144189C},0.0462992609148932,0.000112252512720729
29,O141,44,3,37,C,4,14, ,NV,0,{81F07C6A-6206-41A4-831E-4A3EDF5D69C3},0.0157573882402893,1.07871719447571e-05
30,I146,37,3,38,B,7,13,B130, ,0,{BB91DED6-83C2-491E-860C-0854A91AD241},0.0722355196583781,0.000218931148281162
31,J141,38,3,38,C,5,13,B143p, ,0,{EC2ED3A3-E678-410F-883F-541A9E7D10EC},0.203922682749579,0.00122089976971295
32,H155,35,3,37,B,6,21,H134p, ,0,{936CB156-9AED-4341-9901-095F6ADBF26E},0.0232299055859546,2.74858700102271e-05
33,A129,28,3,10,C,5,14,B125p, ,0,{18FF5979-7E22-461D-AC12-C50139EF1619},0.0855127195670372,0.000139804403042111
34,A143,28,3,37,C,4,14,B179,SM,0,{6720C9B8-6DB9-4BDA-9974-6E88B093565C},0.00669617740169212,2.71154810580373e-06
35,H153,35,3,19,B,6,15,H114p,NV,0,{EF83706A-FFD9-48AD-BE61-FCB4E49FD61A},0.0261735988876353,4.00174282058468e-05
36,K141,40,3,35,B,6,15,I104/K134p, ,0,{54E4772D-BFEE-45CD-B29C-AFBCB77F0416},0.0665165883767977,0.000139878819437331
37,I140,37,3,37,B,5,15,I110p,SM,0,{57133EE2-2A7D-405D-8EC4-F234B7F07F12},0.025538133892189,1.7551657915881e-05
38,J140,38,3,37,B,5,25,J117p, ,0,{C593625F-0EDC-421F-8C41-8BDBA749E509},0.0216285471418618,2.19930472328005e-05
39,B134,29,3,38,B,7,22, , ,0,{C43E03D3-8F67-48CD-A6AA-6908F466792F},0.136210459826573,0.00072069621832968
40,A115,28,3,37,C,4,14, ,pDry,0,{94105FB4-C1EF-44B2-9D49-27D985F1ADE5},0.0515896101625317,0.00012429164928821
41,J153,38,3,37,C,5,13,I129p, ,0,{2F671CC7-3B53-4A92-A2E8-272F2A026953},0.0339143460251252,4.76703789985131e-05
42,Q119,46,3,19,B,6,23, , ,0,{C1E5706C-92C5-4A86-830C-FF1E8AEDE75B},0.101189757660855,0.000353512921677619
43,Q126,46,3,19,B,6,23, , ,0,{561D4350-7B18-49F8-B160-348527A4531B},0.0520444635016239,0.000124278026004282
44,I130,37,3,37,C,5,13,I129p, ,0,{8E8F2EE9-3E71-4938-87D4-772744B4DA4F},0.0846039003552947,0.000249561511804962
45,Q115,46,3,19,B,6,23, , ,0,{E4861F1A-A3BC-4329-8FC4-FE8FF4ACB207},0.0420887143909442,9.55010697101732e-05
46,B169,29,3,38,B,6,23, , ,0,{D0B306A3-9126-40C2-BFE2-5A4ABEBED557},0.0576600309496858,0.000168826259735085
47,Q117,46,3,19,B,6,23, , ,0,{2FB24940-5E03-4335-BDC0-59EA4EC0690B},0.0516366728033132,0.000110444390684183
48,A126,28,3,37,C,4,25,A128p,Dry,0,{69D8B34A-DE13-4063-94A4-D91CF92B1E7B},0.0563737806171247,0.000136802798213462
49,A114,28,3,37,C,4,14, , ,0,{13BBFA80-AE4D-4326-B52D-EDF502E76410},0.0480932875676735,0.000127564066795056
50,H144,35,3,35,B,5,24, , ,0,{31818B32-3A2F-428B-97FB-13068591E508},0.0500434028952252,0.000154171430721455
51,B158,29,3,38,B,7,22, , ,0,{87F57ECD-5D5E-42E4-8F3E-E85EB57571E4},0.0858147248880581,0.000231418802780847
52,I150,37,3,35,B,5,13,H149, ,0,{2F21B911-2EFF-43D7-B0F6-3B816030DF38},0.0842330644528169,0.000221390955091478
53,I138,37,3,37,B,5,13, ,SM,0,{0BC15C1A-F5A1-489F-A0C7-A36D61E009E4},0.108669260733854,0.0003778913607432
54,B162,29,3,38,B,7,22, , ,0,{52E4256D-8083-4498-86FE-ED72886D0AEB},0.146133575959025,0.000709945189855569
55,B124,29,3,38,B,6,23, , ,0,{4D444799-6B8A-4F20-8865-E57A5F46AEC7},0.0425732716648957,0.000102366502896063
56,J152,38,3,38,C,5,13,I125p, ,0,{0D520CB5-C6D0-4BFD-9D97-8AEEF17579B3},0.129436590074768,0.000353506548833288
57,I149,37,3,37,B,5,13,H140,NV,0,{3547B369-9BD8-478D-BE80-1E510E079DA3},0.0110137531274925,6.06099162897641e-06
58,Q132,46,3,19,B,6,23, , ,0,{3773582B-4586-49F7-AB13-B85C5AECE16E},0.041584788263344,9.80931328151358e-05
59,Q125,46,3,19,B,6,23, , ,0,{F4AE4826-8AA7-4DBE-AF1D-2D61C5813586},0.0534907733447246,0.0001636460359355
60,H147,35,3,37,B,5,24, , ,0,{7B084527-E330-445F-B5E0-026D6FD89852},0.0365649149088831,7.89735561201237e-05
61,Q112,46,3,37,B,5,24, , ,0,{A9FB2A4C-FFCC-4347-8390-36A4DE53810C},0.0540990825423909,0.000154008148575278
62,Q114,46,3,19,B,6,23, , ,0,{B181A97D-9D19-401E-8415-DC4FF684685B},0.0517700608732729,0.000139284640800631
63,Q113,46,3,35,B,6,24, , ,0,{BC22A6AB-37C7-49B6-9528-5BF1D6FD8163},0.0374525358915075,8.08096988415914e-05
64,B149,29,3,38,B,6,22, , ,0,{C460A811-D8A1-44B2-92E3-462C7EFBBFFE},0.0756945269643594,0.000171528340639172
65,B175,29,3,38,B,6,22, , ,0,{6D554175-3815-42C3-920B-409357B4435F},0.0836531400544481,0.000311897019272148
66,A111,28,3,37,C,4,14, , ,0,{EC9148DF-E49F-407C-BA23-26D10D7C1189},0.0477315794132425,0.000105091780224812
67,A136,28,3,37,C,4,14, , ,0,{1A8E3620-8B07-4441-A729-D79F5FB0DDB4},0.0306426448909776,4.58540329785584e-05
68,J150,38,3,37,C,5,13,I122p/I123p, ,0,{2732B2EA-0BAE-430C-B8DC-9E57EBE92C6F},0.0481688290993294,6.64447788997044e-05
69,A108,28,3,37,C,4,14, , ,0,{D046FB1B-3105-4ADA-AD8A-7E5C0D912DA2},0.0703553731455799,0.000123581250915167
70,A107,28,3,37,C,4,12, , ,0,{49E8D97B-5921-4300-B272-4B1393DD64A2},0.039244191388715,7.68793383907097e-05
71,H146,35,3,37,B,6,13,H134p, ,0,{1E00623B-D4B8-4CC7-9813-FF0EB04204B2},0.0828783965479228,0.000306033301620146
72,B160,29,3,19,B,6,22, , ,0,{A0090AD2-CA14-4C23-A97F-6DE61B91D1CB},0.0364210515100996,5.55049364194254e-05
73,B154,29,3,14,B,7,22, , ,0,{6F88E22F-0FA5-4AC0-9114-D4143320D51F},0.0573051835609046,9.55875131181715e-05
74,B133,29,3,19,B,6,23, , ,0,{9FE48AAE-0B0C-4E3A-921D-3B3D349B211A},0.0774798711673858,0.000204441900659447
75,Q105,46,3,35,B,6,24, , ,0,{65C08F8F-9731-463A-9B05-C0A90388860B},0.0900424400449299,0.000268742630082492
76,B163,29,3,14,B,6,22, , ,0,{5EC43AC3-4E06-44CA-865A-7AF13D848D04},0.0446602671568015,0.000111071972066568
77,J135,38,3,37,C,5,25, , ,0,{CDCDD34A-DF00-4C24-9874-67C9E4AFDF74},0.0869738885995868,0.000166588769859432
78,Q104,46,3,37,B,6,24, , ,0,{CF3291F5-2C82-4053-A20C-8DDE4EE681BA},0.054819228696332,0.000160734199296677
79,A124,28,3,37,C,4,25,A125p, ,0,{5BC92D56-CC85-48FF-B6E2-E30FAF946932},0.0944767015378693,0.000376576884659806
80,Q103,46,3,35,B,6,24, , ,0,{EC9DFDAC-8CE5-4AE9-9ECF-A24273FBBA9F},0.0841941649213899,0.000102724242558299
81,J120,38,3,37,B,5,25, , ,0,{1DED7E74-B6C0-4046-B248-2664CF543802},0.0482675533370135,9.54431157493606e-05
82,I124,37,3,37,C,5,13, , ,0,{53978217-8798-400C-A9AE-14C3468F3466},0.0850277723301176,0.00030911583806986
83,O129,44,3,37,C,4,12, , ,0,{A52301B6-A506-40EA-9E6A-1AF6EE2E5B25},0.0572810030939718,0.000121395222121175
84,B156,29,3,19,B,6,23, , ,0,{01E67487-055F-42FB-A34B-F807AD2CA884},0.0577297243387917,0.000148370590407923
85,B166,29,3,14,B,6,22, , ,0,{87035737-BB11-4EF1-9F4C-D757D53D0805},0.0447008570535276,8.99100922816562e-05
86,Q101,46,3,35,B,6,2, , ,0,{E562F815-FFCD-471A-81EA-85AD9FF1E5EE},0.0492097949562013,0.000122196938171023
87,B168,29,3,14,B,7,22, , ,0,{2100AD6F-8C31-4888-A885-A24700093F30},0.0618599206700854,0.000157983493825397
88,B132,29,3,19,B,6,23, , ,0,{DDDB1496-7A54-4F59-AA49-5DBB51812B42},0.0553412503201308,0.000137284424226832
89,O137,44,3,37,C,4,12, , ,0,{28892C06-E369-407E-A9A4-D2A655071B75},0.0576840791450083,9.72556444794063e-05
90,B185,29,3,19,B,6,22,Q130, ,0,{7F38E63F-8784-484B-A346-2500A61DBE9B},0.0282835793924209,4.35788406641948e-05
91,J117,38,3,37,B,5,21, , ,0,{A0C98868-3AE8-4FE7-9B47-B208F4082836},0.0429709559841744,6.59782629344676e-05
92,K128,40,3,37,C,4,12, , ,0,{0255CE92-D728-45AD-BE1D-296F2BF9B9CB},0.0563043747105461,0.00019293554731007
93,Q134,46,3,35,B,6,2, , ,0,{AFC86C2E-0100-4C83-9578-66E166B2FC02},0.0626236299458506,0.000105480394740428
94,I123,37,3,37,C,5,13, , ,0,{9400A669-38A2-4BEF-BA5D-7210E3BF14D5},0.0854085680596228,0.000222320238166336
95,Q122,46,3,35,B,6,2, , ,0,{8616F86A-B976-4E30-837B-EA3D36EDC93D},0.068803275754341,0.00019902893305142
96,B159,29,3,14,B,7,22, , ,0,{FDA400D2-0E42-420C-A9BB-39FB2B99189F},0.16105290805149,0.000664905389178035
97,K146,40,3,37,C,4,12,J128, ,0,{07E34713-F687-458A-965D-F0A8636240A8},0.0580412347825781,0.000155768081453975
98,K147,40,3,37,C,4,12,J129, ,0,{2321D187-3DDD-4D51-8C1E-F92C1BD34E04},0.0779283631818378,0.000271643057302295
99,O128,44,3,37,C,4,12, , ,0,{1739CA6F-E44B-4045-ABC5-4D4CE69705D6},0.0524205854894044,0.000106180764193582
100,C113,30,3,35,B,6,2, , ,0,{4F5B6806-1D97-4675-985D-06F9B2787330},0.0520147832101669,0.000108773673890694
101,J114,38,3,37,B,5,21,I120p, ,0,{39FB0EBC-7A25-4518-B4EE-2289388AD145},0.0691284612661363,0.000144749120858688
102,Q138,46,3,19,B,7,22,C140, ,0,{49E78663-60FA-4F6C-ADD3-C99063ECEE33},0.050829819551904,0.000126081389558371
103,O139,44,3,37,C,4,12, ,SM,0,{9D2DDE3F-061D-4A1B-9AD8-A16DCD5435E2},0.116043411439004,0.000627268137478089
104,K127,40,3,37,C,4,12, , ,0,{42A96B07-FEBF-49CE-8E8A-7309C1D6B1B4},0.055298968427326,0.000157822621707207
105,C108,30,3,35,B,6,2, , ,0,{028F942B-D07F-45C8-9C44-29CF1D464596},0.0405179781290424,8.0387493027864e-05
106,Q127,46,3,35,B,6,24, , ,0,{EB35737D-FC4E-49E4-A665-1FEE561AC0CF},0.0858565267406319,0.00036711360820877
107,H161,35,3,35,B,6,21,Q136p,SM,0,{E51AA780-D5A9-46E6-B078-BCDE11647D2B},0.056466158131874,0.000120984766736867
108,I142,37,3,37,B,6,13,H134p,SM,0,{D85B5EB9-AAB9-4CC8-B900-39AE01259326},0.158503159599438,0.00108370444164298
109,B157,29,3,19,B,7,22, , ,0,{06B93651-BC61-4664-8C22-6DB15F715B01},0.0801551401436368,0.00017951570667285
110,Q123,46,3,35,B,6,2, , ,0,{8054831A-DA3C-44FE-A8AB-091B6868804D},0.0381466116997565,8.74273915601828e-05
111,I120,37,3,37,B,5,21, , ,0,{9757E124-F02B-4F27-A986-55B3B5AE368F},0.0574005723115028,0.000175693376619486
112,D126,31,3,14,B,7,20, , ,0,{B03BE2EE-B604-4457-A482-0592F3E09452},0.0620558614035278,0.000157363701112587
113,O115,44,3,37,C,4,12, , ,0,{AB5382B4-71FC-4298-ADA5-6B1F4348E1F5},0.0511212465633722,9.01898938673447e-05
114,C142,30,3,35,B,6,2, , ,0,{C26B975E-7839-4A2A-883A-510AF50AC696},0.0626946201788926,0.000182374883397703
115,C109,30,3,35,B,6,2, , ,0,{56589B43-D579-4BCD-8A96-7715071886F0},0.0363132883874047,7.35380038053845e-05
116,J149,38,3,37,B,5,21,I117, ,0,{E5370FC8-8535-4148-9D08-AA04CADB4055},0.0362050117844096,6.12092196330442e-05
117,J113,38,3,37,B,5,21, , ,0,{BCFF230F-6495-4E65-A191-E68AF0995A51},0.0524638649450469,8.6637306407538e-05
118,K145,40,3,33,C,4,12,J127, ,0,{153408BB-9F69-4480-A161-BAB18F99A99A},0.0712949123132401,0.000217052008317961
119,B172,29,3,14,B,7,20, , ,0,{5E699315-BE5C-4082-90D8-4FE37BA9E714},0.120960028150641,0.000711468646762726
120,K126,40,3,33,C,4,3, , ,0,{466FEDFE-6D00-4F70-8C3E-BBBBF4DF878C},0.0323910510031764,5.78812130074793e-05
121,O131,44,3,37,C,4,12, , ,0,{A391493E-FA05-441E-8EAD-388A2268E8A1},0.0491545699328457,9.75172128559985e-05
122,Q137,46,3,19,B,6,22,C139p, ,0,{5AB25FD8-0B18-4320-A729-6C773F9B8AD0},0.06118351821673,0.000147654754730392
123,O114,44,3,37,C,4,12, , ,0,{00886031-77EC-4E7E-98DC-366AAB294791},0.0622454608716923,8.85889836372854e-05
124,B151,29,3,14,A,7,20, , ,0,{D5EFA78A-7DD3-473C-887D-304CDB455332},0.0752050075542792,0.000321446245506301
125,O130,44,3,37,C,4,1, , ,0,{2A03503D-3FAC-4FCA-874A-1D2FE64AFE5B},0.0673013761286745,0.00010646422271986
126,B155,29,3,19,B,7,22, , ,0,{36C02D6C-2FFE-4340-8ADF-94086250EC7A},0.0684444056594273,0.000139146026028931
127,C104,30,3,35,B,6,2, , ,0,{D408966E-1735-4133-AADE-0FA428007B69},0.040727471379186,8.66358896322871e-05
128,J111,38,3,33,B,5,15, , ,0,{1EA1DAFA-82D5-42CA-9980-E0C948F4DC50},0.0382021968993477,6.01584487573498e-05
129,D137,31,3,20,B,7,11, ,Dry,0,{A96B58A3-8518-48E0-B8CA-FDB66625288C},0.051709395132269,7.5396236191286e-05
130,K144,40,3,33,C,4,15,J110, ,0,{97659DEE-C144-470C-95B1-618670BD108C},0.0350032015470804,6.62221448188486e-05
131,J148,38,3,37,B,5,21,I114 & I115P, ,0,{1CF15492-DF78-4AC8-9A88-D344100E40B5},0.0396136184776478,7.13652510061231e-05
132,I115,37,3,37,B,5,21, , ,0,{2CA16884-BA7D-4464-8EA6-FC586B4ED390},0.052422783372135,0.000131966451458609
133,D140,31,3,19,B,7,11, , ,0,{84D635AE-E1D8-420A-9CE5-17A4AF9E3E0B},0.0471386856730539,0.000120495845525456
134,B170,29,3,20,A,7,20, , ,0,{E0E61BC5-6A38-4745-B2EB-84FEC5E85056},0.0488938652182074,5.27124689132109e-05
135,J104,38,3,35,C,5,15, , ,0,{737A670C-B5DF-40F0-B2EC-D89C5AA10789},0.0513910892138507,9.98054909375012e-05
136,K137,40,3,33,C,4,3,K118p, ,0,{23EBBB98-CB71-412B-9E64-C9F97A5533E4},0.0546098021368803,6.51114694795514e-05
137,D136,31,3,19,B,7,11, , ,0,{2B33F440-80BA-449D-A515-80DE4C7F6460},0.0685734940880216,0.000156954185829917
138,J147,38,3,37,B,5,15,I105/I106p, ,0,{B3D9B69A-F644-499C-91AB-0E2013E110AA},0.0388751717971889,6.7139014307824e-05
139,O124,44,3,33,C,4,3, , ,0,{14855BCF-95C0-443D-AB3E-0A19609360C5},0.0653598817832587,9.1904520498635e-05
140,J108,38,3,37,B,5,21, , ,0,{3DA0FECB-DF06-41EE-8AEA-7C7E63071BB1},0.0459364893547943,0.000101981106087493
141,C111,30,3,35,B,6,2, , ,0,{CABD9E66-DF16-4016-85E2-796CD5B68C3E},0.0591348746975668,0.000144498215253467
142,B182,29,3,20,A,7,11,D143p, ,0,{6D858DFA-0D0A-48C5-B66C-0ACA01CB25CC},0.0520076249486555,7.31142161249673e-05
143,O126,44,3,33,C,4,3, , ,0,{23648F13-1B76-4004-8FA5-1829651CEB7F},0.0468523466578937,9.46852917232583e-05
144,C115,30,3,35,B,6,2, , ,0,{052DE17A-EC67-4EC9-A2F6-CB24217813F7},0.0628829375158962,0.00017333694380979
145,O113,44,3,33,C,4,1, , ,0,{30BE4E42-82A3-4B64-B348-0FA519BF7384},0.039884499798346,8.00889122293592e-05
146,B183,29,3,20,A,7,20,F143, ,0,{41130B14-1410-45F4-BB51-17C6B8923D9D},0.0676530311396387,0.000221572173612788
147,K119,40,3,33,C,4,15, , ,0,{09A38993-C59A-4DD9-B661-0E1A8E82FE25},0.0344974533827025,6.20129981632136e-05
148,C141,30,3,35,B,6,2, , ,0,{103C54F7-2729-482D-995D-C5FBC3B2DD90},0.035625957403613,4.63643602851317e-05
149,J107,38,3,33,B,5,15, , ,0,{BA4AD3C9-0376-4396-9369-1F85DE234C9E},0.0583057492152053,9.83241952230993e-05
150,I111,37,3,37,B,5,21, , ,0,{00846EAA-8157-4041-8252-D0E9185948A8},0.0521745463154996,8.78459025415441e-05
151,I110,37,3,37,B,5,21, , ,0,{4EC16985-314C-468B-AAF8-A4632559AAEB},0.0342408398337622,2.29891774771819e-05
152,C105,30,3,35,B,6,2, , ,0,{140CAE05-C08D-4CEC-A40E-A1A93B7EE591},0.0320728358761847,5.29589109549027e-05
153,O111,44,3,33,C,4,1,O107p, ,0,{D3A1593A-DD2B-4EBC-A933-F0078A9204BE},0.061474845247321,0.000103690006862029
154,V101,36,3,20,A,7,20,B152, ,0,{13071F2C-84A3-4F97-BBC2-9DE44780CCE5},0.0465063225534007,0.000100319439658064
155,H154,35,3,35,B,6,21,H127p, ,0,{0B75F199-8877-4D11-A61C-6CEFAB05F9C7},0.04543325061119,8.95588321179241e-05
156,O123,44,3,33,C,4,3, , ,0,{1F5BF0B0-4F52-4DAE-B4A6-0B52BC3814DA},0.0527555204856491,9.93028045600251e-05
157,D122,31,3,20,A,7,20, , ,0,{2543CDEC-E991-4BB2-8243-24BB9C594000},0.0565782777815229,0.000108685775901545
158,D141,31,3,20,B,7,11, , ,0,{6DA749C2-CB98-499A-86CB-469840E2B318},0.034306461824401,6.38570388009383e-05
159,C106,30,3,35,B,6,2, , ,0,{B03B7E44-8474-44C8-8FE1-D7FA1EED06FD},0.0902220236047571,0.000398274237619484
160,C133,30,3,35,B,7,22, , ,0,{12A1C971-D18D-4CE4-9AB8-BF99612BFB7A},0.0753548944784819,0.000192143023204886
161,V106,36,3,20,A,7,20,B171, ,0,{02B0CFEE-274D-47DE-A5AD-4D8ECD24D785},0.0574748809734547,8.95735490043597e-05
162,C134,30,3,35,B,6,10, ,Dry,0,{FE047917-71E1-4019-9230-477EB9F49186},0.0675357293646032,0.000109718442444812
163,K131,40,3,33,C,4,3, , ,0,{515AB3B4-F886-4C9C-9725-E738EC6F2DB3},0.0728450999830022,0.000124466444747667
164,I109,37,3,37,B,5,15, , ,0,{34754825-C5EC-44B9-AEEC-7B41044BDD60},0.0285715207883056,4.67082874949516e-05
165,O109,44,3,33,C,4,1,O107p, ,0,{105709A8-D251-4CC5-B10B-4A96A50E24B6},0.0526050001833618,0.00013519086418693
166,O121,44,3,33,C,4,3, , ,0,{B24BBC8E-A173-4AA8-91DD-28A623D24C65},0.0462162553132511,7.64243857405861e-05
167,D116,31,3,20,A,7,11,D142p, ,0,{25B597A3-E986-485B-9074-D81325929877},0.0657055954472202,0.000122673374285697
168,V105,36,4,20,B,7,20,B165, ,0,{4DCDD952-4B59-4A12-B959-6D3D0B0CE87F},0.419873512386285,0.00436555714635428
169,K117,40,3,37,B,5,15,I107p, ,0,{C1D38F36-DA69-4D7F-B1D4-CBECEB0E1736},0.0437170827900173,7.24023841942391e-05
170,K142,40,3,35,B,5,15,I127,NV,0,{F02DBED9-9E57-4738-9B3B-393FF96A716B},0.0334646486174341,3.83287779147591e-05
171,C136,30,3,19,B,2,11, , ,0,{2721ACE1-A6C1-4D5B-A2F8-8EB2CC531A25},0.0277667828364211,3.42773536918467e-05
172,K116,40,3,35,B,5,15, , ,0,{F7EDE716-857B-41BF-9444-94CBAFDC2B79},0.0250315947007427,2.1696670599023e-05
173,C103,30,3,35,B,2,10, , ,0,{9DB82C98-33EC-4E9B-8510-8E43697DE192},0.0825085123389997,0.000219266096468801
174,O112,44,3,37,C,4,1,O140p, ,0,{9F37B60D-2BBB-4182-BEAE-9CDAFC83F7B3},0.141780413995046,0.000778332182343422
175,C137,30,3,19,B,2,10, , ,0,{48EB995C-3463-4123-ABE0-9CB13E8440AD},0.0635405073142532,0.000106347218578759
176,D113,31,3,35,B,7,26, , ,0,{B40158CA-ED8A-4172-8EE1-51C7C94379DB},0.0434452278463809,5.82880431737166e-05
177,H121,35,3,19,B,6,10, , ,0,{A88ABE22-E5A3-4C01-8CCF-64A5B0F56923},0.0422945908194627,8.03909874194856e-05
178,J130,38,3,35,B,5,15, , ,0,{B85DBF50-55C4-4CBB-8730-1960DEE23FF7},0.0282528406719843,2.6186141755789e-05
179,C102,30,3,35,B,2,10, , ,0,{89A55D23-D577-4A58-982C-7ED190C90179},0.0282327303748531,4.00113150776696e-05
180,C135,30,3,35,B,2,26, , ,0,{2EDEF5F3-5438-496F-914A-75C5E39E2F40},0.0348586104464893,5.0270578832526e-05
181,K130,40,3,33,C,4,3, , ,0,{AD38EDBD-F038-4263-9A22-E42DF32B56C3},0.0239455148393607,3.37820106164689e-05
182,O119,44,3,33,C,4,3, , ,0,{66644909-CC8C-4B1B-A2C1-1F2ABF8C49E6},0.0386159753217769,8.61217191634701e-05
183,V112,36,3,20,B,7,20,F111,SM,0,{D0F4C18D-764B-449F-821A-99126352EB41},0.0670045193023929,0.000240922211271938
184,H120,35,3,19,B,6,10, , ,0,{F4F2F3C5-CCC5-46FA-A351-C96499EBFBDD},0.0692949394275474,0.000171209759431108
185,V107,36,4,20,B,7,20,B174, ,0,{6DFBC755-31A3-49CE-866E-2132B975F2C4},0.223039703650707,0.00224653887808564
186,H114,35,3,19,B,6,21, ,SM,0,{36F734FA-EF8F-44E0-9779-D1C3AFCBCC5A},0.085815218177033,0.000254903006097278
187,C138,30,3,19,A,2,26, , ,0,{99E40B42-53B8-4424-839D-FA13B7CF9231},0.0310806927123652,3.80229608217798e-05
188,D132,31,3,19,A,2,11, , ,0,{641C8DF5-6BDC-4C48-B241-5A90CE1AE44E},0.0621367731955031,0.000122561122819604
189,O117,44,3,33,C,4,3, , ,0,{9A480B44-1EAD-48F3-99F9-014B71821660},0.0450382852274829,7.5499381982782e-05
190,D120,31,3,20,A,7,11, , ,0,{EFD352AB-8FEE-4510-8B82-D91CA357AAFB},0.0733538328497274,0.00016857478492283
191,K140,40,3,35,B,5,15,I103, ,0,{063A0491-0B70-4F94-86EB-3071EDACD30D},0.0488170627639432,5.01447394557496e-05
192,K125,40,3,35,C,5,3, , ,0,{81A49258-5289-4345-8CE2-B0885066ABA6},0.0513020058324383,6.35435449674151e-05
193,H115,35,3,19,B,6,21, , ,0,{0EDDFCA3-EF86-4F32-B4C4-7F7FE6E762C0},0.0247381120868418,2.78558358129242e-05
194,C126,30,3,35,B,2,10, , ,0,{9F7F3217-21B6-42FE-9ADA-21936DDA46B0},0.0447412334017289,6.31068320518494e-05
195,D114,31,3,19,A,2,11, , ,0,{B1A3902F-CA65-4C14-8E5A-F2EA8516DF08},0.0371910685840638,6.25262711148452e-05
196,O105,44,3,33,C,4,1, , ,0,{0A8EB445-11E8-4822-BB7B-8CB955198F4A},0.0930953987296104,0.000237849589235263
