"PRECINCT.x","OBJECTID.x","LEGISDIST","CONGDIST","SENDIST","SCHOOLDIST","COUNDIST","FORMERPREC","precinct","tvotes16","tvotes20","vote_change","longitude_prec_cent","latitude_prec_cent","distance2020","OBJECTID_1","OBJECTID","PRECINCT","VOTE_LOC","VOTE_ADD","GlobalID","longitude2016poll","latitude2016poll","new_poll_long","new_poll_lat","distance2020miles","distance2016miles","poll_dist_change_miles"
"L153",465,41,3,36,"3",7,"E151p","L153",20,34,14,-85.6374268996276,38.2598729099385,102710.218796895,373,373,"L151","Beargrass Christian Church/Lobby","4100 Shelbyville Rd","{0C6BAE8A-0A42-4CC9-9D12-E933E2B9526A}",-85.645912613,38.25169176,-85.741452,38.199089,7.04325590593847,0.728971586713975,6.31428431922449
"F181",466,33,3,36,"3",7,"E175p & S122","F181",320,452,132,-85.595275262348,38.2759181110544,99621.1632373375,405,405,"F179","Westport Middle School/Gym Lobby","8100 Westport Rd","{56001E2B-3972-4D74-B9FA-3AABF1A8B248}",-85.599851528,38.2756457150001,-85.741452,38.199089,9.55590305419127,0.249526877407524,9.30637617678374
"I144",467,37,3,38,"5",24,"H148p","I144",19,18,-1,-85.6740696051312,38.1002661801525,102960.813188348,13,13,"H145","St Luke Catholic Church Gym","4211 Jim Hawkins Dr","{A9DD2B6F-5CD1-4619-A658-4F699E80F78F}",-85.686010541,38.105386406,-85.741452,38.199089,7.74122713005549,0.740427859588087,7.00079927046741
"K143",468,40,3,35,"5",15,"J104p","K143",0,0,0,-85.798347007916,38.1877059629717,114909.002176515,180,180,"K118","American Village","3700 W Wheatmore Dr","{CFB0BCBC-1289-461F-A575-88ECB2370869}",-85.800243301,38.1908678300001,-85.741452,38.199089,3.19492848223409,0.241277921642424,2.95365056059167
"G104",469,34,3,35,"2",8,NA,"G104",222,243,21,-85.7199645501405,38.2393929093635,109210.410236075,322,322,"G104","Highland Baptist Church","1101 Cherokee Rd","{313DFC66-698F-437A-BC7A-A85EE2A42624}",-85.718411128,38.2392130900001,-85.741452,38.199089,3.01574192581074,0.0854094901128026,2.93033243569793
"M172",470,42,3,35,"1",4,"L111p/ L113p","M172",59,83,24,-85.7386390849448,38.2435554240982,110906.285963945,329,329,"M146","Bates Memorial Baptist Church","620 E Lampton St","{5BD677BC-9CA5-4BBF-AA7D-0DAD66E9AFF6}",-85.743105914,38.2414214360001,-85.741452,38.199089,3.07078149845774,0.284082664659122,2.78669883379862
"K150",471,40,3,35,"5",15,"J130p","K150",0,0,0,-85.776418225504,38.2012162454875,113253.57137886,196,196,"J130","VFW Hall #6182","992 Longfield Ave","{42D0689A-6864-4BFC-84CC-91AF9A990138}",-85.777202163,38.1984004970001,-85.741452,38.199089,1.90878468794015,0.198840706676364,1.70994398126378
"L149",472,41,3,33,"1",4,NA,"L149",12,13,1,-85.7767689039674,38.2471619131856,114252.780241428,368,368,"L104","Roosevelt-Perry Elem Sch Gym","1615 W Broadway","{C89AF7C5-FE3D-4642-A5BC-98716966DFAC}",-85.778758535,38.249468763,-85.741452,38.199089,3.8323082219458,0.192425605241293,3.6398826167045
"L155",473,41,3,33,"1",9,"L117p","L155",6,3,-3,-85.7245661248573,38.2584121702915,110073.311691651,392,392,"M141","United Crescent Hill Ministries","150 State St","{56F8A52B-8200-429E-9915-597F5CC8D9AE}",-85.716203304,38.255740615,-85.741452,38.199089,4.19354810140809,0.490725218401435,3.70282288300665
"N147",474,43,3,33,"1",4,"L144p","N147",41,39,-2,-85.7879905027996,38.2603019683107,115527.603699595,402,402,"L144","Byck Elementary School Gym","2328 Cedar St","{500E0F76-7BB5-4DD7-BD63-22BBA058B7AC}",-85.7902702489999,38.255690476,-85.741452,38.199089,4.92304193107171,0.341378881059017,4.58166305001269
"L135",475,41,3,26,"2",9,NA,"L135",157,213,56,-85.6571799105169,38.2595576840272,104376.22362621,417,417,"L134","Broadway Baptist Church","4000 Brownsboro Rd","{156A0162-1B34-4FF3-83CC-BD06436E1471}",-85.661995377,38.2659798930001,-85.741452,38.199089,6.19807418371641,0.514577099506755,5.68349708420966
"D142",476,31,3,20,"7",11,"D143p","D142 - JEF",188,271,83,-85.5832027580481,38.1874167541085,96322.5195231925,172,172,"D141","Jeffersontown Elementary School","3610 Cedarwood Way","{A063F57D-AF5D-43C5-A9FA-55C921A9D280}",-85.583977411,38.1903656310001,-85.741452,38.199089,8.6515204922237,0.207716070697876,8.44380442152583
"B184",477,29,3,19,"6",23,"Q119p","B184",0,1,1,-85.6081658373926,38.1131647579335,97327.826030482,6,6,"B173","Heritage Creek City Hall","8700 Justice Way","{45B14F3F-C958-4E46-A400-648F41A99A3F}",-85.6153501539999,38.0950029150001,-85.741452,38.199089,9.37083245608366,1.31241068920381,8.05842176687985
"N149",478,43,3,33,"1",1,"M103p/M132p","N149",64,83,19,-85.8274741483484,38.2400816525662,118437.692344092,315,315,"N137","Foster Traditional Academy/Gym","1401 S 41st St","{77B7E391-5057-4A58-B4DA-FBF47B64D96D}",-85.819888334,38.2368351960001,-85.741452,38.199089,5.46840992673184,0.469499682935612,4.99891024379623
"H158",479,35,3,19,"6",15,"K129p","H158",0,0,0,-85.7432660151068,38.2152133255602,110671.776949483,261,261,"H105","Shelby Traditional Academy-Gym","735 Ziegler St","{105FFE76-5807-4F42-82C6-52EA47FF7B13}",-85.744974858,38.2231831620001,-85.741452,38.199089,1.11650713062702,0.557509035757693,0.558998094869326
"K151",480,40,3,35,"4",15,"J104p","K151",0,0,0,-85.7960791897111,38.1888684165116,114732.457633314,180,180,"K118","American Village","3700 W Wheatmore Dr","{CFB0BCBC-1289-461F-A575-88ECB2370869}",-85.800243301,38.1908678300001,-85.741452,38.199089,3.0559116771302,0.265328750450778,2.79058292667943
"J154",481,38,3,33,"4",15,"K118p","J154",0,0,0,-85.7940727934685,38.1899443327769,114577.269627498,180,180,"K118","American Village","3700 W Wheatmore Dr","{CFB0BCBC-1289-461F-A575-88ECB2370869}",-85.800243301,38.1908678300001,-85.741452,38.199089,2.93288197971494,0.341878389589579,2.59100359012536
"I125",482,37,3,38,"5",13,NA,"I125",73,128,55,-85.7577370228442,38.1129222108234,110388.459684932,27,27,"I130","Fairdale High School Lobby","1001 Fairdale Rd","{27D48F64-E3EF-47E2-821E-83429B845620}",-85.7516369589999,38.1120113580001,-85.741452,38.199089,6.0088926997521,0.338295700291965,5.67059699946014
"C124",483,30,3,19,"2",26,"C122p/C124p","C124",240,386,146,-85.6378501940263,38.2047309952196,101386.408262471,218,218,"D131","Klondike Elementary School Gym","3807 Klondike Ln","{DDD45008-B26E-4167-801C-D0D8458E442A}",-85.637253867,38.2090306360001,-85.741452,38.199089,5.65210236396048,0.298327172908711,5.35377519105177
"G169",484,34,3,19,"2",9,"G150p","G169",116,154,38,-85.6953888285341,38.2467250668668,107290.504946678,366,366,"G140","Barret Trad Middle School Gym","2561 Grinstead Dr","{6167E339-D07A-4D0E-985D-B6B7D9510F09}",-85.695788855,38.249471316,-85.741452,38.199089,4.1324088151136,0.190662392807094,3.9417464223065
"J151",485,38,3,37,"5",13,"I123p","J151",4,3,-1,-85.7627007517651,38.1529853525122,111282.941292391,92,92,"J114","St Marks Lutheran Church","7153 Southside Dr","{12602932-0C67-4E09-A8E7-934929B3EA06}",-85.767275551,38.150492899,-85.741452,38.199089,3.38377952796574,0.302711229228293,3.08106829873745
"M165",486,42,3,19,"2",8,"G142p","M165",0,0,0,-85.7034414592357,38.2450439411546,107935.681954305,366,366,"G140","Barret Trad Middle School Gym","2561 Grinstead Dr","{6167E339-D07A-4D0E-985D-B6B7D9510F09}",-85.695788855,38.249471316,-85.741452,38.199089,3.78471538046888,0.51624733516644,3.26846804530244
"M164",487,42,3,19,"2",9,"G140p","M164",11,16,5,-85.6975471305404,38.2537377727877,107652.579370294,366,366,"G140","Barret Trad Middle School Gym","2561 Grinstead Dr","{6167E339-D07A-4D0E-985D-B6B7D9510F09}",-85.695788855,38.249471316,-85.741452,38.199089,4.46247931027061,0.309419377685862,4.15305993258475
"A141",488,28,3,37,"4",25,"K132p","A141",8,7,-1,-85.8446331607116,38.138256812333,118236.11743129,80,80,"K132","Southwest Government Center","7219 Dixie Hwy","{DAE32927-224A-4C79-99A1-347FD63C76C3}",-85.837697813,38.1459241270001,-85.741452,38.199089,7.01212265067445,0.649902332264588,6.36222031840987
"K132",489,40,3,37,"4",25,NA,"K132",51,75,24,-85.8458213086228,38.1414865554105,118376.607106449,80,80,"K132","Southwest Government Center","7219 Dixie Hwy","{DAE32927-224A-4C79-99A1-347FD63C76C3}",-85.837697813,38.1459241270001,-85.741452,38.199089,6.93396985503586,0.538024647667515,6.39594520736835
"M167",490,42,3,37,"4",1,"O140p","M167",0,0,0,-85.8712108770653,38.2071795235957,121551.882150388,142,142,"O112","Farnsley Middle School-Gym","3400 Lees Ln","{F9DCE91A-86F2-4320-844F-A7FCFCA64978}",-85.858453479,38.184356823,-85.741452,38.199089,7.08422333948484,1.72049090870747,5.36373243077737
"I107",491,37,3,37,"5",15,"I106p","I107",223,272,49,-85.7710822680675,38.1931585465579,112645.103266453,496,496,"I140","Semple Elementary School","724 Denmark St","{15499FCB-33E5-4272-B4F0-D90C22681331}",-85.772020198,38.1955059690001,-85.741452,38.199089,1.66386288339287,0.169765634821242,1.49409724857163
"D121",492,31,3,19,"7",22,NA,"D121",155,233,78,-85.5896048699036,38.1728927304633,96591.5995742238,121,121,"D121","Wheeler Elementary School Gym","5700 Cynthia Dr","{2D5574E7-DDDF-4E3A-B7DC-E80758E67C94}",-85.57451747,38.1666017570001,-85.741452,38.199089,8.46147511240768,0.92906373791441,7.53241137449327
"M141",493,42,3,33,"1",9,NA,"M141",189,238,49,-85.7131811819121,38.2579408408754,109091.963563467,392,392,"M141","United Crescent Hill Ministries","150 State St","{56F8A52B-8200-429E-9915-597F5CC8D9AE}",-85.716203304,38.255740615,-85.741452,38.199089,4.34081540905369,0.223705567034806,4.11710984201888
"L163",494,41,3,35,"1",4,"L110p","L163",152,75,-77,-85.7456955643489,38.2505497389502,111677.986792741,377,377,"L110","Dosker Manor Bldg A","413 E Muhammad Ali Blvd","{94018820-C9B8-4B32-8E98-DECB1E96009A}",-85.746247752,38.2510024690001,-85.741452,38.199089,3.55688478099977,0.0433253590471905,3.51355942195258
"C151",495,30,3,35,"2",26,"C124p","C151",9,12,3,-85.629965211878,38.2033135790898,100678.385084075,218,218,"D131","Klondike Elementary School Gym","3807 Klondike Ln","{DDD45008-B26E-4167-801C-D0D8458E442A}",-85.637253867,38.2090306360001,-85.741452,38.199089,6.07489365380724,0.559318704588554,5.51557494921869
"J146",496,38,3,35,"4",15,"K118p","J146",0,0,0,-85.7960441509958,38.1886729621677,114726.08506496,180,180,"K118","American Village","3700 W Wheatmore Dr","{CFB0BCBC-1289-461F-A575-88ECB2370869}",-85.800243301,38.1908678300001,-85.741452,38.199089,3.05719956685648,0.274167291535668,2.78303227532081
"H145",497,35,3,38,"5",24,NA,"H145",122,128,6,-85.6863397124005,38.1025364192757,104053.45722855,13,13,"H145","St Luke Catholic Church Gym","4211 Jim Hawkins Dr","{A9DD2B6F-5CD1-4619-A658-4F699E80F78F}",-85.686010541,38.105386406,-85.741452,38.199089,7.30463137550451,0.197383977444891,7.10724739805962
"Q139",498,46,3,19,"6",23,"Q119p","Q139",87,100,13,-85.6319950556081,38.1225045565954,99511.8465673581,25,25,"Q119","Amvets Post #61","9405 Smyrna Pkwy","{B6A3F693-1D71-467B-B590-565633B75D75}",-85.644517779,38.111777299,-85.741452,38.199089,7.96438654537363,1.00649192052531,6.95789462484832
"I135",499,37,3,38,"5",13,"B143p","I135",89,81,-8,-85.7475476871899,38.0912819220417,109320.269073437,16,16,"I126","Fairdale Playtorium","10616 W Manslick Rd","{E79DBE19-4B04-4658-A940-BFA7A3ADDC71}",-85.761390762,38.1054257960001,-85.741452,38.199089,7.44304671018193,1.2332491827584,6.20979752742353
"G106",500,34,3,35,"2",8,NA,"G106",264,317,53,-85.7143943993473,38.2370819887477,108679.257223919,322,322,"G104","Highland Baptist Church","1101 Cherokee Rd","{313DFC66-698F-437A-BC7A-A85EE2A42624}",-85.718411128,38.2392130900001,-85.741452,38.199089,3.00576563092984,0.263346489484215,2.74241914144563
"C110",501,30,3,35,"6",2,NA,"C110",264,305,41,-85.6757107670601,38.175712247175,104087.634610539,150,150,"C105","Newburg Community Center","4810 Exeter Ave","{4E0D66F2-59CD-42F6-972F-2CDBD1A9D5A6}",-85.670519567,38.180610852,-85.741452,38.199089,3.92521625558441,0.440493327153374,3.48472292843104
"C123",502,30,3,19,"2",10,NA,"C123",100,183,83,-85.636317415854,38.1976132423358,101104.617462057,209,209,"C123","Newcomer Academy @ Myers Bldg","3741 Pulliam Dr","{90C23854-BA1A-4CB6-99E3-05438E8FBE03}",-85.643389685,38.204235483,-85.741452,38.199089,5.72329800864247,0.597318058218738,5.12597995042373
"C145",503,30,3,35,"6",10,NA,"C145",38,57,19,-85.6302897336789,38.1886661246701,100404.711550923,148,148,"C141","Ninth and O Baptist Church","4401 Breckenridge Ln","{3FFF73B1-0356-4122-A70B-D0FE60408E46}",-85.624905697,38.183482763,-85.741452,38.199089,6.09340023448084,0.462296761256593,5.63110347322425
"D110",504,31,3,19,"2",26,NA,"D110",186,268,82,-85.6329291881893,38.2142239524679,101173.594554169,217,217,"D130","St Michael Orthodox Church","3707 St Michael Church Dr","{85656864-BCFC-4ADC-A7C0-B112E1D2CFE7}",-85.6373298999999,38.211653373,-85.741452,38.199089,5.99768361827648,0.297968907650765,5.69971471062572
"D144",505,31,3,19,"2",26,"D109p/D130p","D144",106,166,60,-85.6349606808935,38.2186610654541,101449.35333116,217,217,"D130","St Michael Orthodox Church","3707 St Michael Church Dr","{85656864-BCFC-4ADC-A7C0-B112E1D2CFE7}",-85.6373298999999,38.211653373,-85.741452,38.199089,5.95054888095983,0.500237474216918,5.45031140674292
"E157",506,32,3,36,"3",7,NA,"E157",57,77,20,-85.6113263115799,38.252121048964,100283.310995538,398,398,"E157","Phoenix Sch of Discovery @ Jaeger","502 Wood Rd","{6817C6CC-CAF2-4436-B394-19DD2917A7F0}",-85.6052462819999,38.256003563,-85.741452,38.199089,7.96903854780413,0.425510614784675,7.54352793301946
"E176",507,32,3,36,"3",18,"E157p","E176 - LYN",85,146,61,-85.6048153741021,38.2523532236301,99737.7962247512,398,398,"E157","Phoenix Sch of Discovery @ Jaeger","502 Wood Rd","{6817C6CC-CAF2-4436-B394-19DD2917A7F0}",-85.6052462819999,38.256003563,-85.741452,38.199089,8.29243754410184,0.252863200018123,8.03957434408372
"E161",508,32,3,36,"3",18,NA,"E161 - HUB",77,103,26,-85.5979027232242,38.245895118021,98974.1741737655,340,340,"E161","Lowe Elementary School Gym","210 Oxfordshire Ln","{B7C285D6-6F63-4357-9920-2CA98517EE52}",-85.5921397339999,38.245169414,-85.741452,38.199089,8.45157412509268,0.317443518108731,8.13413060698395
"F155",509,33,3,36,"3A",17,NA,"F155",66,105,39,-85.5365241934646,38.2698030621251,94496.3426164898,408,408,"F155","Anchorage Presbyterian Church","11403 Park Rd","{259A184B-6243-4418-83FC-FB993659EF27}",-85.542502336,38.267177544,-85.741452,38.199089,12.1687544963047,0.372110596229875,11.7966439000748
"F158",510,33,3,36,"3",19,NA,"F158 - MID",52,89,37,-85.5350897689021,38.2427454096637,93562.9549131605,335,335,"V118","Eastern High School Large Gym","12400 Old Shelbyville Road","{3EF5C2F1-C8F6-4E08-B086-722D79874ACA}",-85.526134386,38.243444567,-85.741452,38.199089,11.6253858901846,0.489517084880939,11.1358688053037
"G149",511,34,3,19,"2",26,NA,"G149 - WEL",163,213,50,-85.6703301197008,38.2165889947737,104434.413779565,246,246,"G148","Hawthorne Elementary School","2301 Clarendon Ave","{BDAE31C4-7E0E-4243-8B4E-B5F8A0729E32}",-85.671561007,38.2186614660001,-85.741452,38.199089,4.05443951130424,0.157857563640912,3.89658194766333
"G162",512,34,3,19,"2",8,NA,"G162",34,48,14,-85.6810972583615,38.2372760833572,105837.495502974,300,300,"G142","Presbyterian Seminary Winn Center","1044 Alta Vista Rd","{38DF9179-97B8-4DC1-A826-B8C464A72B67}",-85.6855137269999,38.237057592,-85.741452,38.199089,4.20986879077191,0.24072942507161,3.9691393657003
"G148",513,34,3,19,"2",8,NA,"G148",146,207,61,-85.6703012113189,38.2196485103453,104500.40849223,247,247,"G149","Hawthorne Elementary School","2301 Clarendon Ave","{6244FE48-C0C7-4FFF-B2D0-0EE55903762D}",-85.67156096,38.2186614870001,-85.741452,38.199089,4.12358822370053,0.0966091481382109,4.02697907556232
"G166",514,34,3,19,"2",8,"G129p","G166",55,73,18,-85.6621201239173,38.218323211463,103769.039537755,242,242,"G126","Farmington Visitors Center","3033 Bardstown Rd","{36FC3EAC-725E-4854-9308-5921EEC518DD}",-85.668153847,38.214602719,-85.741452,38.199089,4.5165858254472,0.416713157305009,4.0998726681422
"I126",515,37,3,38,"5",13,NA,"I126",137,143,6,-85.768612239675,38.1046685905122,111266.269881559,16,16,"I126","Fairdale Playtorium","10616 W Manslick Rd","{E79DBE19-4B04-4658-A940-BFA7A3ADDC71}",-85.761390762,38.1054257960001,-85.741452,38.199089,6.67823309935269,0.397010459487751,6.28122263986494
"M175",516,42,3,33,"2",9,"G140p","M175",0,0,0,-85.7026809525242,38.2496495462113,107985.744255864,366,366,"G140","Barret Trad Middle School Gym","2561 Grinstead Dr","{6167E339-D07A-4D0E-985D-B6B7D9510F09}",-85.695788855,38.249471316,-85.741452,38.199089,4.07569883189028,0.375070101076651,3.70062873081363
"M174",517,42,3,19,"1",9,"M143p","M174",0,0,0,-85.7035042231061,38.24941503417,108050.020742459,366,366,"G140","Barret Trad Middle School Gym","2561 Grinstead Dr","{6167E339-D07A-4D0E-985D-B6B7D9510F09}",-85.695788855,38.249471316,-85.741452,38.199089,4.03878702437532,0.419665792540394,3.61912123183493
"L108",518,41,3,33,"1",4,"L149p","L108",192,161,-31,-85.7634960099525,38.250124054889,113188.221102577,383,383,"L108","Avenue Plaza - 2nd Floor Comm Rm","400 S 8th St","{737ACD6E-8F9B-4946-9A6D-0BF2EE219201}",-85.7645684089999,38.252822898,-85.741452,38.199089,3.718754353746,0.195071416856676,3.52368293688933
"L110",519,41,3,33,"1",4,NA,"L110",11,40,29,-85.7529570235531,38.2516135688424,112324.006272787,377,377,"L110","Dosker Manor Bldg A","413 E Muhammad Ali Blvd","{94018820-C9B8-4B32-8E98-DECB1E96009A}",-85.746247752,38.2510024690001,-85.741452,38.199089,3.67644215295452,0.367341904814503,3.30910024814002
"O138",520,44,3,37,"4",1,NA,"O138",78,104,26,-85.8618818423703,38.1716636864763,120167.947509457,142,142,"O112","Farnsley Middle School-Gym","3400 Lees Ln","{F9DCE91A-86F2-4320-844F-A7FCFCA64978}",-85.858453479,38.184356823,-85.741452,38.199089,6.82349389110145,0.895148879578894,5.92834501152255
"A105",521,28,3,37,"4",12,NA,"A105",343,489,146,-85.8809300553986,38.133217660324,121348.481649594,55,55,"A105","Sanders Elementary School/Gym","8408 Terry Rd","{91B57341-73B8-4304-AD36-D231A0D16171}",-85.875998265,38.1323548670001,-85.741452,38.199089,8.85018037013976,0.275185310570618,8.57499505956914
"N113",522,43,3,33,"1",5,NA,"N113",143,179,36,-85.812457681604,38.2480927039783,117329.464613708,362,362,"N113","Bethel Baptist Church","3540 Garland Ave","{B01E429C-DF6E-4482-AF07-505D1674529C}",-85.812260909,38.2458266020001,-85.741452,38.199089,5.13323047659128,0.156665654460044,4.97656482213123
"N124",523,43,3,33,"1",5,NA,"N124",0,0,0,-85.7836268803805,38.265763087462,115291.580654,433,433,"N128","Portland Community Center","640 N 27th St","{C3D1E8A6-6686-4967-8417-D3CBE4B02CB7}",-85.7912076,38.2735883140001,-85.741452,38.199089,5.13931897961308,0.679136297969529,4.46018268164355
"N127",524,43,3,33,"1",5,NA,"N127",27,30,3,-85.7745657877451,38.2667165570834,114543.822842284,389,389,"N136","St Peter's United Church of Christ","1407 W Jefferson St","{0167D61C-2A94-463E-B22D-5424525686AD}",-85.773846627,38.2559945680001,-85.741452,38.199089,5.00025841936329,0.740561910125781,4.2596965092375
"N137",525,43,3,33,"1",5,NA,"N137",80,88,8,-85.8334147291011,38.2424277592059,118998.937643224,315,315,"N137","Foster Traditional Academy/Gym","1401 S 41st St","{77B7E391-5057-4A58-B4DA-FBF47B64D96D}",-85.819888334,38.2368351960001,-85.741452,38.199089,5.82876453385959,0.830792045337839,4.99797248852175
"N138",526,43,3,33,"1",5,"N111p","N138",49,34,-15,-85.8261098754005,38.2458628073445,118448.731249683,315,315,"N137","Foster Traditional Academy/Gym","1401 S 41st St","{77B7E391-5057-4A58-B4DA-FBF47B64D96D}",-85.819888334,38.2368351960001,-85.741452,38.199089,5.62371494856529,0.708691203486133,4.91502374507916
"N150",527,43,3,33,"1",5,"M158","N150",20,10,-10,-85.8284952199122,38.2413068095,118552.160404625,315,315,"N137","Foster Traditional Academy/Gym","1401 S 41st St","{77B7E391-5057-4A58-B4DA-FBF47B64D96D}",-85.819888334,38.2368351960001,-85.741452,38.199089,5.55979528265647,0.560659164584769,4.9991361180717
"M107",528,42,3,33,"1",1,NA,"M107",107,152,45,-85.7997207572245,38.2394847425039,116043.304661102,312,312,"M104","Maupin Elementary School Lobby","1312 Catalpa St","{90AF4EF3-BA4B-48AE-8E48-680F1B59D328}",-85.8021823779999,38.2352079290001,-85.741452,38.199089,4.22086435221649,0.323956775614911,3.89690757660158
"M168",529,42,3,35,"1",6,"K105p","M168",64,93,29,-85.7582180043253,38.2278640249205,112225.839831332,276,276,"K105","Noe Middle School Cafeteria","121 W Lee St","{6C626F04-2519-4C7D-93BE-C463FDE6DFCD}",-85.75826198,38.223693745,-85.741452,38.199089,2.18435314945145,0.287645205154031,1.89670794429741
"L112",530,41,3,35,"1",4,NA,"L112",161,193,32,-85.7451080578948,38.2390700267019,111354.196566349,329,329,"M146","Bates Memorial Baptist Church","620 E Lampton St","{5BD677BC-9CA5-4BBF-AA7D-0DAD66E9AFF6}",-85.743105914,38.2414214360001,-85.741452,38.199089,2.76476087773824,0.195359665393011,2.56940121234523
"H133",531,35,3,19,"6",10,NA,"H133",43,56,13,-85.7327584554532,38.2330579145182,110158.064431007,264,264,"M145","Sojourn Church Midtown","1207 S Shelby St","{587495AE-B01F-4E0F-BAC5-F6A754FC5491}",-85.741047255,38.2328503900001,-85.741452,38.199089,2.39020450334106,0.451166389650183,1.93903811369087
"H152",532,35,3,19,"6",8,"H102p","H152",53,63,10,-85.7279204052491,38.2336216073759,109756.497855887,313,313,"G103","Jeff County Trad Middle School","1418 Morton Ave","{2115E14C-BEE4-4500-9789-CEEEE3AAF08A}",-85.727276558,38.2401382990001,-85.741452,38.199089,2.49302318162982,0.450836971076735,2.04218621055309
"H109",533,35,3,19,"6",10,NA,"H109 - PKV",125,206,81,-85.738127264656,38.2113125772197,110149.346063053,220,220,"H115","Audubon Trad Elem School Gym","1051 Hess Ln","{B07BE3B1-F733-4E7F-84F1-9D63A5AE0763}",-85.731275179,38.2081227100001,-85.741452,38.199089,0.862288437631927,0.432962930233714,0.429325507398213
"H125",534,35,3,37,"6",21,NA,"H125",96,126,30,-85.7110697986925,38.1645343638401,106966.763348612,103,103,"Q122","UAW Hall Gettelfinger Hall","3000 Fern Valley Rd","{E7611573-4407-4ABC-AF98-E841CA7E49DE}",-85.7085474639999,38.1562054440001,-85.741452,38.199089,2.90104193226942,0.590655138795523,2.31038679347389
"H159",535,35,3,38,"5",24,"Q118p","H159",39,67,28,-85.652273296402,38.1151129808539,101198.715125799,25,25,"Q119","Amvets Post #61","9405 Smyrna Pkwy","{B6A3F693-1D71-467B-B590-565633B75D75}",-85.644517779,38.111777299,-85.741452,38.199089,7.55871762641967,0.481181071437589,7.07753655498208
"H123",536,35,3,35,"6",21,NA,"H123",69,84,15,-85.7243468875985,38.1772796510391,108324.896315056,160,160,"H114","Male High School","4409 Preston Hwy","{5B650B1B-EA10-4C6F-BFAA-3370F507ABBB}",-85.720588449,38.185076844,-85.741452,38.199089,1.76911560298224,0.575399897781571,1.19371570520067
"H126",537,35,3,35,"6",21,NA,"H126 - LNV",133,152,19,-85.7107225554104,38.1792511242731,107179.057707871,137,137,"H124","New Covenant Church of God","1272 Gilmore Ln","{EFB6F150-2085-4385-B138-7F54B6D20A77}",-85.705584333,38.1782369630001,-85.741452,38.199089,2.16110311647368,0.288357018148485,1.8727460983252
"H150",538,35,3,19,"6",10,NA,"H150 - WAP",0,0,0,-85.7051660199492,38.1959748568344,107004.619024147,199,199,"H112","Cyril Allgeier Community Center","4101 Cadillac Ct","{51EBE69D-EC2E-42AA-93A6-0CA2A94A9273}",-85.701874049,38.2009568440001,-85.741452,38.199089,1.98668468991078,0.38752980041152,1.59915488949926
"E185",539,32,3,36,"3",7,"E151p/E155p","E185 - STM",68,105,37,-85.6215761024306,38.2629430242818,101454.911247728,421,421,"E155","Episcopal Church Home","7504 Westport Rd","{792DD6F8-61A8-45ED-9557-D69D5FA119BD}",-85.612166728,38.27021875,-85.741452,38.199089,7.86963557815082,0.716683781506794,7.15295179664403
"K148",540,40,3,33,"4",15,"J131","K148",161,208,47,-85.8110364772502,38.1761660053438,115821.243659391,140,140,"K148","Gutermuth Elementary School Gym","1500 Sanders Ln","{3C8F8FE4-C173-43D0-BA95-9B467F6A4BD5}",-85.8075161469999,38.1778589900001,-85.741452,38.199089,4.10469718755264,0.224433260020239,3.8802639275324
"V103",541,36,4,14,"7",20,"B161p","V103",84,92,8,-85.4895504784697,38.1146877411722,87000.4992444945,68,68,"B161","Evangel World Prayer Center","6900 Billtown Rd","{4421E2AE-1FCA-44FE-B9FB-7D746DD74A99}",-85.54521569,38.144571952,-85.741452,38.199089,14.9025739641324,3.66679693835751,11.2357770257749
"B161",542,29,4,14,"7",20,NA,"B161",20,26,6,-85.5379163912288,38.1055636596385,91114.1497678539,594,595,"B177","Living Hope Baptist Church","10205 Bardstown Bluff Rd","{CDED9E36-6BB6-47D6-81E4-37DDA64A764C}",-85.562745481,38.0975718440001,-85.741452,38.199089,12.8254858018654,1.46116984982184,11.3643159520435
"O136",543,44,3,37,"4",12,NA,"O136",143,165,22,-85.8750002771212,38.1539628285264,121069.761983654,112,112,"O127","Conway Middle School Cafeteria","6300 Terry Rd","{599B8FD4-86A4-4A00-8F72-21522C69D178}",-85.868502469,38.1594729970001,-85.741452,38.199089,7.90924503971079,0.519288563553735,7.38995647615705
"B153",544,29,3,14,"7",20,NA,"B153",9,15,6,-85.5222033768107,38.1499283602872,90354.1490938937,68,68,"B161","Evangel World Prayer Center","6900 Billtown Rd","{4421E2AE-1FCA-44FE-B9FB-7D746DD74A99}",-85.54521569,38.144571952,-85.741452,38.199089,12.4096272499527,1.30672905371265,11.10289819624
"G167",545,34,3,19,"2",26,"C122p/C124p","G167",110,141,31,-85.6434454788293,38.2115684934159,102016.076197981,217,217,"D130","St Michael Orthodox Church","3707 St Michael Church Dr","{85656864-BCFC-4ADC-A7C0-B112E1D2CFE7}",-85.6373298999999,38.211653373,-85.741452,38.199089,5.40291201707585,0.332857282764028,5.07005473431182
"E167",546,32,3,20,"7",18,NA,"E167",184,329,145,-85.579562820961,38.2200172789966,96743.58048068,226,226,"E166","Community of Christ Church","2401 Merriwood Dr","{764C4AA2-87ED-48C8-890F-906D2D9E0B49}",-85.58322237,38.2112775480001,-85.741452,38.199089,8.92761787748481,0.634843225407582,8.29277465207723
