"PRECINCT","OBJECTID.x","LEGISDIST","CONGDIST","SENDIST","SCHOOLDIST","COUNDIST","FORMERPREC","precinct","tvotes16","tvotes20","vote_change","longitude_prec_cent","latitude_prec_cent","distance2020","OBJECTID_1","OBJECTID","PRECINCT.y","VOTE_LOC","VOTE_ADD","GlobalID","longitude2016poll","latitude2016poll","new_poll_long","new_poll_lat","distance2020miles","distance2016miles","poll_dist_change_miles","total_pop_sum","white_sum","over65sum","white_pct","nonwhite_pct","over65pct","turnout_pct_chg","tvotes16B","dist_chgXage65over","dist_chgXnonwhite","dist_chg_squared","color_nonwhite","color65"
"F155",509,33,3,36,"3A",17,NA,"F155",66,105,39,-85.5365241934646,38.2698030621251,94496.3426164898,408,408,"F155","Anchorage Presbyterian Church","11403 Park Rd","{259A184B-6243-4418-83FC-FB993659EF27}",-85.542502336,38.267177544,-85.741452,38.199089,12.1687544963047,0.372110596229875,11.7966439000748,606.78498672788,569.72377098318,78.9782377708188,93.8921996167779,6.10780038322211,13.0158523197341,59.0909090909091,66,153.543374871865,72.0515461336117,139.160807305172,"#9FDDF3","#B1AAFB"
"F158",510,33,3,36,"3",19,NA,"F158 - MID",52,89,37,-85.5350897689021,38.2427454096637,93562.9549131605,335,335,"V118","Eastern High School Large Gym","12400 Old Shelbyville Road","{3EF5C2F1-C8F6-4E08-B086-722D79874ACA}",-85.526134386,38.243444567,-85.741452,38.199089,11.6253858901846,0.489517084880939,11.1358688053037,574.409593573231,532.460428294607,84.4484739213354,92.6969943141668,7.30300568583316,14.7017868200993,71.1538461538462,52,163.717169232169,81.325313201825,124.007574048936,"#9FDDF3","#B1AAFB"
"G149",511,34,3,19,"2",26,NA,"G149 - WEL",163,213,50,-85.6703301197008,38.2165889947737,104434.413779565,246,246,"G148","Hawthorne Elementary School","2301 Clarendon Ave","{BDAE31C4-7E0E-4243-8B4E-B5F8A0729E32}",-85.671561007,38.2186614660001,-85.741452,38.199089,4.05443951130424,0.157857563640912,3.89658194766333,505.220962825871,483.816904743767,70.5440307246326,95.7634263704371,4.23657362956287,13.9630054798312,30.6748466257669,163,54.4079950878346,16.5081563249012,15.1833508748557,"#9FDDF3","#B1AAFB"
"G162",512,34,3,19,"2",8,NA,"G162",34,48,14,-85.6810972583615,38.2372760833572,105837.495502974,300,300,"G142","Presbyterian Seminary Winn Center","1044 Alta Vista Rd","{38DF9179-97B8-4DC1-A826-B8C464A72B67}",-85.6855137269999,38.237057592,-85.741452,38.199089,4.20986879077191,0.24072942507161,3.9691393657003,309.654493009431,280.618269241956,33.6753204450312,90.6230252029346,9.3769747970654,10.8751273452395,41.1764705882353,34,43.1648960529937,37.2185197982119,15.7540673043518,"#9FDDF3","#B1AAFB"
"G148",513,34,3,19,"2",8,NA,"G148",146,207,61,-85.6703012113189,38.2196485103453,104500.40849223,247,247,"G149","Hawthorne Elementary School","2301 Clarendon Ave","{6244FE48-C0C7-4FFF-B2D0-0EE55903762D}",-85.67156096,38.2186614870001,-85.741452,38.199089,4.12358822370053,0.0966091481382109,4.02697907556232,714.706249450048,684.266746926164,98.1774231662394,95.7409771430841,4.25902285691592,13.7367517412622,41.7808219178082,146,55.3176118282572,17.1509959271421,16.2165604750168,"#9FDDF3","#B1AAFB"
"G166",514,34,3,19,"2",8,"G129p","G166",55,73,18,-85.6621201239173,38.218323211463,103769.039537755,242,242,"G126","Farmington Visitors Center","3033 Bardstown Rd","{36FC3EAC-725E-4854-9308-5921EEC518DD}",-85.668153847,38.214602719,-85.741452,38.199089,4.5165858254472,0.416713157305009,4.0998726681422,147.094401753825,138.632871574552,32.0251056659003,94.2475511791166,5.75244882088344,21.7718045582027,32.7272727272727,55,89.2616264443091,23.5843076956269,16.8089558949794,"#9FDDF3","#7D76C7"
"I126",515,37,3,38,"5",13,NA,"I126",137,143,6,-85.768612239675,38.1046685905122,111266.269881559,16,16,"I126","Fairdale Playtorium","10616 W Manslick Rd","{E79DBE19-4B04-4658-A940-BFA7A3ADDC71}",-85.761390762,38.1054257960001,-85.741452,38.199089,6.67823309935269,0.397010459487751,6.28122263986494,1007.63146911098,971.117553290771,145.581295390964,96.3762628560593,3.62373714394074,14.4478710574024,4.37956204379562,137,90.7502947836054,22.7614997894401,39.4537578515519,"#9FDDF3","#B1AAFB"
"M175",516,42,3,33,"2",9,"G140p","M175",0,0,0,-85.7026809525242,38.2496495462113,107985.744255864,366,366,"G140","Barret Trad Middle School Gym","2561 Grinstead Dr","{6167E339-D07A-4D0E-985D-B6B7D9510F09}",-85.695788855,38.249471316,-85.741452,38.199089,4.07569883189028,0.375070101076651,3.70062873081363,1.36548239790162,1.2664649608608,0.46953429822582,92.7485380116959,7.2514619883041,34.3859649122807,0,1,127.249689691135,26.8349685743211,13.6946530033233,"#9FDDF3","#635E99"
"M174",517,42,3,19,"1",9,"M143p","M174",0,0,0,-85.7035042231061,38.24941503417,108050.020742459,366,366,"G140","Barret Trad Middle School Gym","2561 Grinstead Dr","{6167E339-D07A-4D0E-985D-B6B7D9510F09}",-85.695788855,38.249471316,-85.741452,38.199089,4.03878702437532,0.419665792540394,3.61912123183493,0.983563787545319,0.912241033360746,0.338207898875233,92.7485380116959,7.2514619883041,34.3859649122807,0,1,124.446975691166,26.2439200437153,13.0980384907184,"#9FDDF3","#635E99"
"L108",518,41,3,33,"1",4,"L149p","L108",192,161,-31,-85.7634960099525,38.250124054889,113188.221102577,383,383,"L108","Avenue Plaza - 2nd Floor Comm Rm","400 S 8th St","{737ACD6E-8F9B-4946-9A6D-0BF2EE219201}",-85.7645684089999,38.252822898,-85.741452,38.199089,3.718754353746,0.195071416856676,3.52368293688933,1027.69469860212,210.26602602637,128.337067813319,20.4599699027713,79.5400300972287,12.4878592823223,-16.1458333333333,192,44.0032566713941,280.273846853269,12.416341439725,"#0B2E4F","#B1AAFB"
"L110",519,41,3,33,"1",4,NA,"L110",11,40,29,-85.7529570235531,38.2516135688424,112324.006272787,377,377,"L110","Dosker Manor Bldg A","413 E Muhammad Ali Blvd","{94018820-C9B8-4B32-8E98-DECB1E96009A}",-85.746247752,38.2510024690001,-85.741452,38.199089,3.67644215295452,0.367341904814503,3.30910024814002,274.015295240208,102.888824809582,21.9615853093448,37.5485699509538,62.4514300490462,8.0147297215992,263.636363636364,11,26.5215441105191,206.658042671998,10.9501444522403,"#04448B","#DDDBFB"
"O138",520,44,3,37,"4",1,NA,"O138",78,104,26,-85.8618818423703,38.1716636864763,120167.947509457,142,142,"O112","Farnsley Middle School-Gym","3400 Lees Ln","{F9DCE91A-86F2-4320-844F-A7FCFCA64978}",-85.858453479,38.184356823,-85.741452,38.199089,6.82349389110145,0.895148879578894,5.92834501152255,742.375212831177,638.965393495954,75.8133547360139,86.0704105487504,13.9295894512496,10.2122691363693,33.3333333333333,78,60.5418547909204,82.5794121358729,35.1452745756443,"#9FDDF3","#B1AAFB"
"A105",521,28,3,37,"4",12,NA,"A105",343,489,146,-85.8809300553986,38.133217660324,121348.481649594,55,55,"A105","Sanders Elementary School/Gym","8408 Terry Rd","{91B57341-73B8-4304-AD36-D231A0D16171}",-85.875998265,38.1323548670001,-85.741452,38.199089,8.85018037013976,0.275185310570618,8.57499505956914,2113.05008550102,1655.60069495273,220.786403059405,78.3512282227883,21.6487717772117,10.4487065675518,42.5655976676385,343,89.5976071956445,185.63811103533,73.5305402716352,"#00BAFF","#B1AAFB"
"N113",522,43,3,33,"1",5,NA,"N113",143,179,36,-85.812457681604,38.2480927039783,117329.464613708,362,362,"N113","Bethel Baptist Church","3540 Garland Ave","{B01E429C-DF6E-4482-AF07-505D1674529C}",-85.812260909,38.2458266020001,-85.741452,38.199089,5.13323047659128,0.156665654460044,4.97656482213123,511.944308173973,16.6407221746912,62.1076197715096,3.25049461611286,96.7495053838871,12.1317140907451,25.1748251748252,143,60.374261576156,481.480185052049,24.766197428874,"#0B2E4F","#B1AAFB"
"N124",523,43,3,33,"1",5,NA,"N124",0,0,0,-85.7836268803805,38.265763087462,115291.580654,433,433,"N128","Portland Community Center","640 N 27th St","{C3D1E8A6-6686-4967-8417-D3CBE4B02CB7}",-85.7912076,38.2735883140001,-85.741452,38.199089,5.13931897961308,0.679136297969529,4.46018268164355,26.8742356120587,19.3949293913609,1.75236420367085,72.1692317926179,27.8307682073821,6.52061040532273,0,1,29.0831136035652,124.130310375401,19.893229553633,"#00BAFF","#DDDBFB"
"N127",524,43,3,33,"1",5,NA,"N127",27,30,3,-85.7745657877451,38.2667165570834,114543.822842284,389,389,"N136","St Peter's United Church of Christ","1407 W Jefferson St","{0167D61C-2A94-463E-B22D-5424525686AD}",-85.773846627,38.2559945680001,-85.741452,38.199089,5.00025841936329,0.740561910125781,4.2596965092375,63.608914924399,46.4073717705847,4.78331681282538,72.9573391178597,27.0426608821403,7.51988430947216,11.1111111111111,27,32.0324249429284,115.193528160146,18.1450143508101,"#00BAFF","#DDDBFB"
"N137",525,43,3,33,"1",5,NA,"N137",80,88,8,-85.8334147291011,38.2424277592059,118998.937643224,315,315,"N137","Foster Traditional Academy/Gym","1401 S 41st St","{77B7E391-5057-4A58-B4DA-FBF47B64D96D}",-85.819888334,38.2368351960001,-85.741452,38.199089,5.82876453385959,0.830792045337839,4.99797248852175,404.554813289138,6.02028889045745,71.1271828211477,1.48812687247765,98.5118731275223,17.5815935158118,10,80,87.8723206963999,492.359631684102,24.9797289960203,"#0B2E4F","#B1AAFB"
"N138",526,43,3,33,"1",5,"N111p","N138",49,34,-15,-85.8261098754005,38.2458628073445,118448.731249683,315,315,"N137","Foster Traditional Academy/Gym","1401 S 41st St","{77B7E391-5057-4A58-B4DA-FBF47B64D96D}",-85.819888334,38.2368351960001,-85.741452,38.199089,5.62371494856529,0.708691203486133,4.91502374507916,103.122411508344,1.55792021567584,19.9158537985144,1.51074843274954,98.4892515672505,19.3128278394681,-30.6122448979592,49,94.9230074156117,484.077010088111,24.157458414692,"#0B2E4F","#B1AAFB"
"N150",527,43,3,33,"1",5,"M158","N150",20,10,-10,-85.8284952199122,38.2413068095,118552.160404625,315,315,"N137","Foster Traditional Academy/Gym","1401 S 41st St","{77B7E391-5057-4A58-B4DA-FBF47B64D96D}",-85.819888334,38.2368351960001,-85.741452,38.199089,5.55979528265647,0.560659164584769,4.9991361180717,6.51612561411378,0.0434491264868733,1.15122519887125,0.66679387507146,99.3332061249285,17.6673266761113,-50,20,88.3213708963196,496.580218462991,24.991361927009,"#0B2E4F","#B1AAFB"
"M107",528,42,3,33,"1",1,NA,"M107",107,152,45,-85.7997207572245,38.2394847425039,116043.304661102,312,312,"M104","Maupin Elementary School Lobby","1312 Catalpa St","{90AF4EF3-BA4B-48AE-8E48-680F1B59D328}",-85.8021823779999,38.2352079290001,-85.741452,38.199089,4.22086435221649,0.323956775614911,3.89690757660158,992.382511372419,35.8382725777598,81.9629797420135,3.61133657305156,96.3886634269484,8.25921243096702,42.0560747663551,107,32.1853874989973,375.617712806975,15.1858886605748,"#0B2E4F","#DDDBFB"
"M168",529,42,3,35,"1",6,"K105p","M168",64,93,29,-85.7582180043253,38.2278640249205,112225.839831332,276,276,"K105","Noe Middle School Cafeteria","121 W Lee St","{6C626F04-2519-4C7D-93BE-C463FDE6DFCD}",-85.75826198,38.223693745,-85.741452,38.199089,2.18435314945145,0.287645205154031,1.89670794429741,312.5127126766,229.239686224488,13.4009710326331,73.3537155212352,26.6462844787648,4.28813628663516,45.3125,64,8.1333421610909,50.540219456882,3.59750102596091,"#00BAFF","#DDDBFB"
"L112",530,41,3,35,"1",4,NA,"L112",161,193,32,-85.7451080578948,38.2390700267019,111354.196566349,329,329,"M146","Bates Memorial Baptist Church","620 E Lampton St","{5BD677BC-9CA5-4BBF-AA7D-0DAD66E9AFF6}",-85.743105914,38.2414214360001,-85.741452,38.199089,2.76476087773824,0.195359665393011,2.56940121234523,1060.35408951036,229.413253067294,51.5045402778789,21.635532444943,78.364467555057,4.85729633029114,19.8757763975155,161,12.4803430797701,201.349757940752,6.60182259000114,"#0B2E4F","#DDDBFB"
"H133",531,35,3,19,"6",10,NA,"H133",43,56,13,-85.7327584554532,38.2330579145182,110158.064431007,264,264,"M145","Sojourn Church Midtown","1207 S Shelby St","{587495AE-B01F-4E0F-BAC5-F6A754FC5491}",-85.741047255,38.2328503900001,-85.741452,38.199089,2.39020450334106,0.451166389650183,1.93903811369087,158.052042027854,149.751569338352,17.6593604964321,94.748266088179,5.25173391182101,11.1731302360016,30.2325581395349,43,21.665125376839,10.1833122179838,3.75986880634585,"#9FDDF3","#B1AAFB"
"H152",532,35,3,19,"6",8,"H102p","H152",53,63,10,-85.7279204052491,38.2336216073759,109756.497855887,313,313,"G103","Jeff County Trad Middle School","1418 Morton Ave","{2115E14C-BEE4-4500-9789-CEEEE3AAF08A}",-85.727276558,38.2401382990001,-85.741452,38.199089,2.49302318162982,0.450836971076735,2.04218621055309,288.135680575648,269.211863979174,33.5675539282997,93.4323244664917,6.56767553350829,11.6499122431617,18.8679245283019,53,23.7912901371384,13.4124164099175,4.17052451857319,"#9FDDF3","#B1AAFB"
"H109",533,35,3,19,"6",10,NA,"H109 - PKV",125,206,81,-85.738127264656,38.2113125772197,110149.346063053,220,220,"H115","Audubon Trad Elem School Gym","1051 Hess Ln","{B07BE3B1-F733-4E7F-84F1-9D63A5AE0763}",-85.731275179,38.2081227100001,-85.741452,38.199089,0.862288437631927,0.432962930233714,0.429325507398213,584.631856201154,542.699787965322,96.1391690294875,92.8276114633404,7.1723885366596,16.4443945381603,64.8,125,7.05999802895206,3.07928934775851,0.184320391302733,"#9FDDF3","#B1AAFB"
"H125",534,35,3,37,"6",21,NA,"H125",96,126,30,-85.7110697986925,38.1645343638401,106966.763348612,103,103,"Q122","UAW Hall Gettelfinger Hall","3000 Fern Valley Rd","{E7611573-4407-4ABC-AF98-E841CA7E49DE}",-85.7085474639999,38.1562054440001,-85.741452,38.199089,2.90104193226942,0.590655138795523,2.31038679347389,495.8055360348,424.291528310105,67.7753967244652,85.5761982214585,14.4238017785415,13.6697539253995,31.25,96,31.582418939281,33.3245611408274,5.33788713545856,"#9FDDF3","#B1AAFB"
"H159",535,35,3,38,"5",24,"Q118p","H159",39,67,28,-85.652273296402,38.1151129808539,101198.715125799,25,25,"Q119","Amvets Post #61","9405 Smyrna Pkwy","{B6A3F693-1D71-467B-B590-565633B75D75}",-85.644517779,38.111777299,-85.741452,38.199089,7.55871762641967,0.481181071437589,7.07753655498208,476.558578749475,425.816195419114,33.0108315099633,89.3523303129884,10.6476696870116,6.92692000143741,71.7948717948718,39,49.0255295236098,75.3592714351993,50.0915236871076,"#9FDDF3","#DDDBFB"
"H123",536,35,3,35,"6",21,NA,"H123",69,84,15,-85.7243468875985,38.1772796510391,108324.896315056,160,160,"H114","Male High School","4409 Preston Hwy","{5B650B1B-EA10-4C6F-BFAA-3370F507ABBB}",-85.720588449,38.185076844,-85.741452,38.199089,1.76911560298224,0.575399897781571,1.19371570520067,498.760324631161,444.492824975529,79.0259491715175,89.1195235515648,10.8804764484352,15.8444738422123,21.7391304347826,69,18.91379726609,12.9881956165631,1.42495718484273,"#9FDDF3","#B1AAFB"
"H126",537,35,3,35,"6",21,NA,"H126 - LNV",133,152,19,-85.7107225554104,38.1792511242731,107179.057707871,137,137,"H124","New Covenant Church of God","1272 Gilmore Ln","{EFB6F150-2085-4385-B138-7F54B6D20A77}",-85.705584333,38.1782369630001,-85.741452,38.199089,2.16110311647368,0.288357018148485,1.8727460983252,896.510265087492,846.397063686404,173.53935540718,94.4101921246604,5.58980787533957,19.3572078497332,14.2857142857143,133,36.2511354750578,10.4682908889297,3.50717794879226,"#9FDDF3","#B1AAFB"
"H150",538,35,3,19,"6",10,NA,"H150 - WAP",0,0,0,-85.7051660199492,38.1959748568344,107004.619024147,199,199,"H112","Cyril Allgeier Community Center","4101 Cadillac Ct","{51EBE69D-EC2E-42AA-93A6-0CA2A94A9273}",-85.701874049,38.2009568440001,-85.741452,38.199089,1.98668468991078,0.38752980041152,1.59915488949926,10.0545519219856,6.36377059274958,1.56267064636177,63.2924335378323,36.7075664621677,15.5419222903885,0,1,24.8539410228924,58.7010843895945,2.55729636060939,"#00BAFF","#B1AAFB"
"E185",539,32,3,36,"3",7,"E151p/E155p","E185 - STM",68,105,37,-85.6215761024306,38.2629430242818,101454.911247728,421,421,"E155","Episcopal Church Home","7504 Westport Rd","{792DD6F8-61A8-45ED-9557-D69D5FA119BD}",-85.612166728,38.27021875,-85.741452,38.199089,7.86963557815082,0.716683781506794,7.15295179664403,423.820500063764,356.052236439015,31.1015125819345,84.0101496707797,15.9898503292203,7.33836909192815,54.4117647058823,68,52.4910003805444,114.374628640466,51.1647194051131,"#9FDDF3","#DDDBFB"
"K148",540,40,3,33,"4",15,"J131","K148",161,208,47,-85.8110364772502,38.1761660053438,115821.243659391,140,140,"K148","Gutermuth Elementary School Gym","1500 Sanders Ln","{3C8F8FE4-C173-43D0-BA95-9B467F6A4BD5}",-85.8075161469999,38.1778589900001,-85.741452,38.199089,4.10469718755264,0.224433260020239,3.8802639275324,1118.18889429312,870.452057837622,184.944824367309,77.8448133656244,22.1551866343756,16.5396763741089,29.1925465838509,161,64.1783096075146,85.9679715051156,15.0564481473092,"#00BAFF","#B1AAFB"
"V103",541,36,4,14,"7",20,"B161p","V103",84,92,8,-85.4895504784697,38.1146877411722,87000.4992444945,68,68,"B161","Evangel World Prayer Center","6900 Billtown Rd","{4421E2AE-1FCA-44FE-B9FB-7D746DD74A99}",-85.54521569,38.144571952,-85.741452,38.199089,14.9025739641324,3.66679693835751,11.2357770257749,1365.29565191518,1270.66329601994,182.302299752667,93.0687279518916,6.93127204810843,13.3525877341615,9.52380952380952,84,150.026698498136,77.8782272375324,126.242685372931,"#9FDDF3","#B1AAFB"
"B161",542,29,4,14,"7",20,NA,"B161",20,26,6,-85.5379163912288,38.1055636596385,91114.1497678539,594,595,"B177","Living Hope Baptist Church","10205 Bardstown Bluff Rd","{CDED9E36-6BB6-47D6-81E4-37DDA64A764C}",-85.562745481,38.0975718440001,-85.741452,38.199089,12.8254858018654,1.46116984982184,11.3643159520435,533.417525851609,486.048178223163,55.5043694931252,91.1196491804764,8.88035081952357,10.4054266691953,30,20,118.250556284555,100.919112478054,129.14767705787,"#9FDDF3","#B1AAFB"
"O136",543,44,3,37,"4",12,NA,"O136",143,165,22,-85.8750002771212,38.1539628285264,121069.761983654,112,112,"O127","Conway Middle School Cafeteria","6300 Terry Rd","{599B8FD4-86A4-4A00-8F72-21522C69D178}",-85.868502469,38.1594729970001,-85.741452,38.199089,7.90924503971079,0.519288563553735,7.38995647615705,1620.90003915089,1358.11195046272,142.16248271963,83.7875203688791,16.2124796311209,8.77058913479341,15.3846153846154,143,64.8142719763792,119.809518844566,54.6114567194955,"#9FDDF3","#DDDBFB"
"B153",544,29,3,14,"7",20,NA,"B153",9,15,6,-85.5222033768107,38.1499283602872,90354.1490938937,68,68,"B161","Evangel World Prayer Center","6900 Billtown Rd","{4421E2AE-1FCA-44FE-B9FB-7D746DD74A99}",-85.54521569,38.144571952,-85.741452,38.199089,12.4096272499527,1.30672905371265,11.10289819624,284.662528572441,270.343557860212,35.7173379706651,94.9698434901012,5.0301565098988,12.5472566234076,66.6666666666667,9,139.310912931793,55.8493156405603,123.274348356069,"#9FDDF3","#B1AAFB"
"G167",545,34,3,19,"2",26,"C122p/C124p","G167",110,141,31,-85.6434454788293,38.2115684934159,102016.076197981,217,217,"D130","St Michael Orthodox Church","3707 St Michael Church Dr","{85656864-BCFC-4ADC-A7C0-B112E1D2CFE7}",-85.6373298999999,38.211653373,-85.741452,38.199089,5.40291201707585,0.332857282764028,5.07005473431182,776.422192086312,617.18093252841,103.595330108853,79.4903776346207,20.5096223653793,13.3426544430014,28.1818181818182,110,67.6479883270258,103.984907972539,25.7054550089177,"#00BAFF","#B1AAFB"
"E167",546,32,3,20,"7",18,NA,"E167",184,329,145,-85.579562820961,38.2200172789966,96743.58048068,226,226,"E166","Community of Christ Church","2401 Merriwood Dr","{764C4AA2-87ED-48C8-890F-906D2D9E0B49}",-85.58322237,38.2112775480001,-85.741452,38.199089,8.92761787748481,0.634843225407582,8.29277465207723,2643.68900300857,1951.68582359817,380.045670519078,73.8243349114483,26.1756650885517,14.3755816242599,78.804347826087,184,119.213458902529,217.068891947604,68.7701114301346,"#00BAFF","#B1AAFB"
"G155",547,34,3,19,"2",26,"C129p/G154p","G155",239,333,94,-85.6616408108148,38.2128502541309,103606.098677368,242,242,"G126","Farmington Visitors Center","3033 Bardstown Rd","{36FC3EAC-725E-4854-9308-5921EEC518DD}",-85.668153847,38.214602719,-85.741452,38.199089,4.44610031427183,0.374468994143698,4.07163132012813,1452.50686740766,1169.10443910746,252.944011464938,80.4887374607735,19.5112625392265,17.4143074391363,39.3305439330544,239,70.9046395875275,79.4426676499572,16.5781816070483,"#9FDDF3","#B1AAFB"
