"PRECINCT","OBJECTID.x","LEGISDIST","CONGDIST","SENDIST","SCHOOLDIST","COUNDIST","FORMERPREC","precinct","tvotes16","tvotes20","vote_change","longitude_prec_cent","latitude_prec_cent","distance2020","OBJECTID_1","OBJECTID","PRECINCT.y","VOTE_LOC","VOTE_ADD","GlobalID","longitude2016poll","latitude2016poll","new_poll_long","new_poll_lat","distance2020miles","distance2016miles","poll_dist_change_miles","total_pop_sum","white_sum","over65sum","transport_pop","public_transit","drive_pop","white_pct","nonwhite_pct","over65pct","public_transit_pct","drive_pct","tvotes16B","turnout_pct_chg","dist_chgXage65over","dist_chgXnonwhite","dist_chg_squared","color_nonwhite","color65","color_pt","color_drive","public_transitXdist","driveXdist"
"H162",11,35,3,38,"5",24,"H145p","H162",124,172,48,-85.6916057615444,38.0984885805304,104479.567033613,15,15,"I141","Blue Lick Elementary School Gym","9801 Blue Lick Rd","{8B7A3BCD-6F36-428E-AB32-49AA4B2741EF}",-85.691316844,38.1063162950001,-85.741452,38.199089,7.45082658906614,0.540116406531948,6.91071018253419,566.690042833785,457.46251802017,53.7718092974278,363.415090723267,0,349.145124274251,80.7253495636851,19.2746504363149,9.48875138665522,0,96.0733698700801,124,38.7096774193548,65.5740108272936,133.201523035029,47.7579152269817,"#9FDDF3","#DDDBFB","#EDD0CB","#8D2115",0,663.935215431536
"A140",12,28,3,37,"4",25,"B119/J138p","A140",231,288,57,-85.8585174049831,38.0976867012156,119079.938259404,19,19,"A129","Highview Baptist Ch/Valley Campus","5415 Valley Station Rd","{318A3C45-6FF4-4165-8BF7-9BB26CE762E0}",-85.863643256,38.1081044320001,-85.741452,38.199089,9.46411820976195,0.770920134358329,8.69319807540362,2575.28430946407,2303.9297887936,280.748176746163,1415.59131722188,8.2771337100765,1349.76172723276,89.4631237540162,10.5368762459838,10.9016381497928,0.584712099415846,95.3496754897936,231,24.6753246753247,94.7700997825255,91.5991523023529,75.5716927782012,"#9FDDF3","#B1AAFB","#F59181","#8D2115",5.08301809730705,828.893615458233
"A139",13,28,3,10,"5",25,"A129p","A139",111,136,25,-85.8677087490124,38.098154158631,119887.829011319,21,21,"A127","Valley High School/Cafeteria","10200 Dixie Hwy","{B65EC4EE-D6E4-48EE-A15E-A82FB34A362F}",-85.867826666,38.1077935120001,-85.741452,38.199089,9.78539375444594,0.664868857781195,9.12052489666474,1589.73575581511,1414.6311070435,148.692271280846,1048.15814428834,53.6478354281113,938.759713790394,88.9852984603827,11.0147015396173,9.35326960703645,5.11829590987306,89.5627934492442,111,22.5225225225225,85.3067283161936,100.459859621411,83.1839743906814,"#9FDDF3","#DDDBFB","#F6573E","#CD3C2B",46.6815452744946,816.859687468674
"I148",14,37,3,38,"7",23,"B180","I148",66,203,137,-85.6283046630792,38.0954189394369,98917.0882667886,6,6,"B173","Heritage Creek City Hall","8700 Justice Way","{45B14F3F-C958-4E46-A400-648F41A99A3F}",-85.6153501539999,38.0950029150001,-85.741452,38.199089,9.43965971886013,0.706680042161836,8.7329796766983,1023.27479173934,942.916821824709,130.013409432459,630.941702924351,0.217742076445385,591.812315623969,92.1469804041551,7.85301959584494,12.705620277371,0.0345106489927948,93.7982563018071,66,207.575757575758,110.957923662126,68.5802605312274,76.2649340336255,"#9FDDF3","#B1AAFB","#F59181","#8D2115",0.301380796283746,819.138265993419
"I153",15,37,3,38,"7",23,"Q129","I153",270,386,116,-85.6421623563009,38.1028719386392,100194.383893336,8,8,"I153","Wilt Elementary School Gym","6700 Price Lane Rd","{E505D619-96F6-4AE8-BFAE-85A6F35D811E}",-85.6382248639999,38.102414674,-85.741452,38.199089,8.56059411240836,0.21689998246521,8.34369412994315,2769.93291461385,2354.80116785013,235.009161994003,1524.33379613892,22.7487182450866,1395.73087376969,85.0129313755746,14.9870686244254,8.48429074776942,1.49237117898378,91.56333588516,270,42.962962962963,70.7903269088947,125.047516506673,69.6172317340478,"#9FDDF3","#DDDBFB","#F59181","#8D2115",12.4518886457833,763.976468143022
"I145",16,37,3,38,"5",13,"B127","I145",29,44,15,-85.7009529110313,38.0973435466304,105287.925798871,15,15,"I141","Blue Lick Elementary School Gym","9801 Blue Lick Rd","{8B7A3BCD-6F36-428E-AB32-49AA4B2741EF}",-85.691316844,38.1063162950001,-85.741452,38.199089,7.35607919010061,0.811663778333995,6.54441541176662,566.232512619826,483.668867522312,29.1694629759292,287.174000989083,0.0611657859676335,280.257787591897,85.4187735148744,14.5812264851256,5.15149913256815,0.021299207364513,97.5916296832701,29,51.7241379310345,33.7135503168813,95.4256033317153,42.8293730817685,"#9FDDF3","#DDDBFB","#F59181","#8D2115",0.139390860934732,638.680165358614
"J145",17,38,3,37,"4",25,"A137","J145",174,216,42,-85.8376716449397,38.103294659858,117296.564292675,30,30,"J137","Stonestreet Elementary School-Gym","10007 Stonestreet Rd","{22D7E8E0-58DF-4F24-B42E-4AAE151D72F6}",-85.834319949,38.109177819,-85.741452,38.199089,8.43309180271482,0.444986410679421,7.9881053920354,1419.32876925103,1349.30885922791,239.535502395685,618.068499749412,12.6122518190641,546.275385966476,95.0666884558347,4.93331154416529,16.8766749174038,2.0405912652364,88.3842787956282,174,24.1379310344828,134.812657907342,39.4078125465373,63.809827754265,"#9FDDF3","#B1AAFB","#F59181","#CD3C2B",16.3004580887752,706.022934018517
"A119",18,28,3,37,"4",14,NA,"A119",145,158,13,-85.8752775931095,38.1033901125044,120588.003853436,21,21,"A127","Valley High School/Cafeteria","10200 Dixie Hwy","{B65EC4EE-D6E4-48EE-A15E-A82FB34A362F}",-85.867826666,38.1077935120001,-85.741452,38.199089,9.83321830542019,0.507074853819798,9.32614345160039,1299.87344656247,1227.14055437035,205.426981861613,645.422707011966,29.8634942875299,548.761368342712,94.4046174353001,5.5953825646999,15.803613990644,4.62696678674124,85.0235608975154,145,8.96551724137931,147.386771130465,52.183340464975,86.9769516798288,"#9FDDF3","#B1AAFB","#F59181","#CD3C2B",43.1517559989393,792.94192569611
"O134",19,44,3,10,"4",14,NA,"O134",176,304,128,-85.8954719674365,38.0877245022786,122253.115884242,10,10,"A119","Sun Valley Community Center","6505 Bethany Ln","{E5BC7A34-47C6-407B-8036-7F945FE72DFA}",-85.886464111,38.1021395440001,-85.741452,38.199089,11.3745784271996,1.10884658738095,10.2657318398187,2643.74232951285,2414.30058131247,365.76628214786,1121.85991682602,42.4185208866404,984.802562667466,91.3213271339249,8.67867286607506,13.8351713805354,3.78108890873393,87.7830242347619,176,72.7272727272727,142.02815935051,89.0929283686374,105.385250207067,"#9FDDF3","#B1AAFB","#F59181","#CD3C2B",38.8156447995753,901.156986882372
"H148",20,35,3,38,"5",24,NA,"H148",144,197,53,-85.6877174723695,38.1108342492173,104250.605307943,15,15,"I141","Blue Lick Elementary School Gym","9801 Blue Lick Rd","{8B7A3BCD-6F36-428E-AB32-49AA4B2741EF}",-85.691316844,38.1063162950001,-85.741452,38.199089,6.75402471063272,0.368205808813017,6.38581890181971,3114.11554711425,2676.61612256769,363.605241670151,1563.78163976256,7.05004861176968,1481.80008099754,85.9510856958414,14.0489143041586,11.6760356566439,0.450833315375167,94.7574804128366,144,36.8055555555556,74.5610491945176,89.713822513541,40.7786830468379,"#9FDDF3","#B1AAFB","#F59181","#8D2115",2.87893990689279,605.104109509103
"I133",21,37,3,38,"5",13,NA,"I133",225,266,41,-85.7435455143502,38.1006513187356,109040.704197196,27,27,"I130","Fairdale High School Lobby","1001 Fairdale Rd","{27D48F64-E3EF-47E2-821E-83429B845620}",-85.7516369589999,38.1120113580001,-85.741452,38.199089,6.7903770578301,0.899081320343834,5.89129573748627,1551.64032704336,1459.85966290019,211.714555445823,652.439378707998,0.499516254097102,650.61991167094,94.0849266067963,5.91507339320374,13.6445638693372,0.0765613282089558,99.7211285681958,225,18.2222222222222,80.3841609632853,34.8474466682996,34.7073654665239,"#9FDDF3","#B1AAFB","#F59181","#8D2115",0.451045426533708,587.486659671132
"A127",22,28,3,37,"4",25,NA,"A127",124,204,80,-85.858177715551,38.109811018552,119142.249976412,23,23,"A128","Southwest Library","9725 Dixie Hwy","{0544E6E4-FE4B-405A-82CF-1DF9B06F82C1}",-85.859373305,38.1142931800001,-85.741452,38.199089,8.85039790811512,0.315931361729281,8.53446654638584,1461.31817710374,1322.93920047478,160.930622088064,770.227714692528,24.1705957359093,729.377322069515,90.5305375107817,9.46946248921832,11.0127024086582,3.13811036331744,94.6963226791546,124,64.5161290322581,93.9875402919961,80.8168108264893,72.837119231379,"#9FDDF3","#B1AAFB","#F59181","#8D2115",26.7820979145994,808.182597971004
"J137",23,38,3,37,"4",25,NA,"J137",136,172,36,-85.8257683758875,38.1113719239169,116321.259011535,30,30,"J137","Stonestreet Elementary School-Gym","10007 Stonestreet Rd","{22D7E8E0-58DF-4F24-B42E-4AAE151D72F6}",-85.834319949,38.109177819,-85.741452,38.199089,7.59531686860417,0.489970760362946,7.10534610824122,1148.69509107871,1092.77725045814,305.209556812646,583.49909198801,1.41747786290867,564.765290178456,95.1320554031387,4.86794459686131,26.570110657131,0.242927175444139,96.7894034340778,136,26.4705882352941,188.789832353184,34.5884311964424,50.4859433178987,"#9FDDF3","#7D76C7","#F59181","#8D2115",1.72608166062804,687.722211009314
"A128",24,28,3,37,"4",25,"A126p/A127p","A128",127,224,97,-85.8479720120944,38.1136528127097,118282.287422563,23,23,"A128","Southwest Library","9725 Dixie Hwy","{0544E6E4-FE4B-405A-82CF-1DF9B06F82C1}",-85.859373305,38.1142931800001,-85.741452,38.199089,8.26903049519664,0.622846856313338,7.6461836388833,1859.10086062056,1696.80769118908,396.495276877213,775.391296201681,4.76045564369429,726.433395441089,91.2703407938125,8.72965920618746,21.3272601436409,0.613942362651449,93.6860394228802,127,76.3779527559055,163.072147572515,66.7485773953776,58.4641242395267,"#9FDDF3","#7D76C7","#F59181","#8D2115",4.69431604852286,716.340661827003
"Q131",25,46,3,38,"5",24,NA,"Q131",105,141,36,-85.6639808575025,38.1164407831707,102234.784813663,44,44,"Q117","Messiah Trinity Church","8701 Shepherdsville Rd","{6C0D99E6-08EF-4BE3-825D-51142E7D19AA}",-85.6660368679999,38.123904759,-85.741452,38.199089,7.09188229068342,0.526849055330791,6.56503323535263,1052.36853671338,955.233563379939,251.636695799906,485.167677712186,0.0121951612121089,452.613476720637,90.7698710152626,9.23012898473745,23.9114613389892,0.00251359721027075,93.2901134005754,105,34.2857142857143,156.979538396314,60.596103551393,43.0996613812846,"#9FDDF3","#7D76C7","#F59181","#8D2115",0.0165018492257171,612.452695004593
"E177",26,32,3,20,"7",18,"E166p","E177",75,106,31,-85.5843670536418,38.2136789155697,97001.6430663224,226,226,"E166","Community of Christ Church","2401 Merriwood Dr","{764C4AA2-87ED-48C8-890F-906D2D9E0B49}",-85.58322237,38.2112775480001,-85.741452,38.199089,8.60809179604596,0.176954947591634,8.43113684845433,305.722702306563,287.653951718238,63.9276792180019,156.747399612605,0,153.911702774917,94.0898237350373,5.91017626496266,20.9103474278134,0,98.190912994604,75,41.3333333333333,176.29800071262,49.8295048883868,71.0840685573644,"#9FDDF3","#7D76C7","#EDD0CB","#8D2115",0,827.861024732179
"O143",27,44,3,37,"4",14,"A115p/A138","O143",7,8,1,-85.8790483511804,38.1179531246127,121036.743357231,46,46,"A113","Wilkerson Traditional School/Gym","5601 Johnsontown Rd","{8790CC86-7447-4CF3-8D26-D5F01C3BF963}",-85.8739755729999,38.122821726,-85.741452,38.199089,9.35234445764454,0.434920216619226,8.91742424102532,301.317167963758,246.027231175516,33.8894122995475,169.919504036842,5.20168766151029,145.123022484171,81.6505852746855,18.3494147253145,11.2470897455214,3.0612657981761,85.4069244768428,7,14.2857142857143,100.2950707377,163.629515680147,79.520455094426,"#9FDDF3","#B1AAFB","#F59181","#CD3C2B",27.2986058368772,761.609778681217
"A113",28,28,3,37,"4",14,NA,"A113",211,265,54,-85.8716389400127,38.1263595844098,120467.913741602,46,46,"A113","Wilkerson Traditional School/Gym","5601 Johnsontown Rd","{8790CC86-7447-4CF3-8D26-D5F01C3BF963}",-85.8739755729999,38.122821726,-85.741452,38.199089,8.68464407827299,0.275225631204083,8.40941844706891,1740.32101281714,1570.19435868127,293.569142793835,831.960398988862,20.3692454860285,758.476622306697,90.2244095840412,9.77559041595885,16.8686777112816,2.44834315560989,91.1673948938586,211,25.5924170616114,141.855769522912,82.2070303749544,70.7183186179029,"#9FDDF3","#B1AAFB","#F59181","#8D2115",20.5891420975407,766.664772391631
"O141",29,44,3,37,"4",14,NA,"O141",0,0,0,-85.8978284428622,38.1196391324929,122693.286225325,36,36,"O135","Johnsontown Road Elem Sch Gym","7201 Johnsontown Rd","{7FF008B5-62B8-4DAF-81B0-193E888E4DFE}",-85.893219899,38.117212997,-85.741452,38.199089,10.1267072881955,0.301759133100547,9.82494815509492,21.8197397676669,16.2715619647021,2.34980278494496,9.03296631887282,0.000485248216512973,8.40947929349485,74.5726674009821,25.4273325990179,10.7691604481322,0.00537196973157234,93.0976491733917,1,0,105.806443076797,249.822224507706,96.5296062503031,"#00BAFF","#B1AAFB","#F59181","#8D2115",0.0527793241034374,914.679576489788
"I146",30,37,3,38,"7",13,"B130","I146",125,190,65,-85.6558568568453,38.0868479622022,101261.573012951,8,8,"I153","Wilt Elementary School Gym","6700 Price Lane Rd","{E505D619-96F6-4AE8-BFAE-85A6F35D811E}",-85.6382248639999,38.102414674,-85.741452,38.199089,9.03703858676356,1.44095760366292,7.59608098310065,1745.15694524231,1585.84210784896,82.4596845260399,801.062656812254,0,780.928141288499,90.8710309506729,9.12896904932708,4.72505838233309,0,97.4865242621747,125,52,35.8919261220807,69.3443881909079,57.7004463018233,"#9FDDF3","#DDDBFB","#EDD0CB","#8D2115",0,740.515533056485
"J141",31,38,3,38,"5",13,"B143p","J141",92,91,-1,-85.7979336392531,38.0917901991369,113735.312342702,33,33,"A125","Valley View Baptist Church","8911 3rd Street Rd","{6999255E-9A5D-4FF7-B5D7-0097A415119C}",-85.815173962,38.116044543,-85.741452,38.199089,8.01456726405513,1.91866040601518,6.09590685803995,664.485422609407,636.005057092402,94.8934371968047,342.515628386488,6.90196955148277,325.820878284312,95.7139216982122,4.28607830178784,14.2807402492235,2.0150816428425,95.1258428175027,92,-1.08695652173913,87.0540624231289,26.1275341139647,37.1600804218985,"#9FDDF3","#B1AAFB","#F59181","#8D2115",12.283750006114,579.878277608045
"H155",32,35,3,37,"6",21,"H134p","H155",53,79,26,-85.6961201469474,38.1489691893604,105437.066903809,73,73,"I142","Okolona Elementary School Gym","7606 Preston Hwy","{A46DC806-349B-45C0-ABA1-D5E231E059E3}",-85.690054787,38.1408244030001,-85.741452,38.199089,4.24757798660255,0.651706206009435,3.59587178059311,190.449784817738,143.85920700071,19.3805775967043,84.683853260755,0.0127033886828117,71.7924128630948,75.5365552858902,24.4634447141098,10.1762139638286,0.0150009573179151,84.7769794343612,53,49.0566037735849,36.592360625809,87.967410503567,12.9302938624659,"#00BAFF","#B1AAFB","#F59181","#CD3C2B",0.0539415191013725,304.847147991942
"A129",33,28,3,10,"5",14,"B125p","A129",197,211,14,-85.869228945948,38.0810184525804,119916.907777389,3,3,"J138","Medora Elementary School Gym","11801 Deering Rd","{2B985D7F-698C-4E42-B2C8-45E51074AF2E}",-85.8748662419999,38.0901800770001,-85.741452,38.199089,10.7127583611684,0.702650330564001,10.0101080306044,1990.44454374236,1870.14209398614,212.404465688736,761.508131208445,8.4114265544198e-05,737.427918912312,93.9560009278114,6.04399907218864,10.6712074122588,1.10457475234987e-05,96.8378259785723,197,7.10659898477157,106.819939013697,60.501083649481,100.202262784371,"#9FDDF3","#B1AAFB","#F59181","#8D2115",0.000110569125989003,969.357099494378
"A143",34,28,3,37,"4",14,"B179","A143",0,3,3,-85.8651380335825,38.0885834762852,119600.755298003,3,3,"J138","Medora Elementary School Gym","11801 Deering Rd","{2B985D7F-698C-4E42-B2C8-45E51074AF2E}",-85.8748662419999,38.0901800770001,-85.741452,38.199089,10.1725243612754,0.541599925923928,9.63092443535149,54.7584325218721,51.0350101816619,8.46914579682745,22.0758659514854,0,22.0651043289792,93.2002758867814,6.79972411321862,15.4663773354809,0,99.9512516404572,1,300,148.95551140665,65.4876291156459,92.7547054794504,"#9FDDF3","#B1AAFB","#EDD0CB","#8D2115",0,962.622951768045
"H153",35,35,3,19,"6",15,"H114p","H153",0,0,0,-85.7481113068117,38.2043401780117,110870.641043398,213,213,"K140","Churchill Park School","435 Boxley Ave","{7EEE230E-5D19-4F57-81C9-918B620FA8D1}",-85.752383322,38.205868541,-85.741452,38.199089,0.512391068978102,0.255282185230623,0.257108883747479,66.3435726468411,58.0996498500602,7.75695197143137,25.9254307526138,3.13004691742081,20.9818986156415,87.5738937957641,12.4261062042359,11.6920926352927,12.0732687039549,80.9317261335228,1,0,3.00614088613222,3.19486229549872,0.0661049781018747,"#9FDDF3","#B1AAFB","#CD3C2B","#CD3C2B",3.10414463965721,20.8082657659467
"K141",36,40,3,35,"6",15,"I104/K134p","K141",68,93,25,-85.7541524638176,38.202028407634,111347.12210397,213,213,"K140","Churchill Park School","435 Boxley Ave","{7EEE230E-5D19-4F57-81C9-918B620FA8D1}",-85.752383322,38.205868541,-85.741452,38.199089,0.720372620666123,0.281821626384767,0.438550994281356,273.325418786578,232.053668606709,26.2644154193232,114.157915912132,11.527364081245,86.0073553954239,84.9001419761491,15.0998580238509,9.60921071151136,10.0977352197965,75.3406846193864,68,36.7647058823529,4.21412891179236,6.62205774986711,0.192326974585166,"#9FDDF3","#DDDBFB","#CD3C2B","#F6573E",4.4283718206316,33.04073214967
"I140",37,37,3,37,"5",15,"I110p","I140",32,31,-1,-85.7804157771349,38.1883581265955,113368.001713808,175,175,"J101","Most Blessed Sacrament Pioneer","3509 Taylor Blvd","{D7A58450-46DE-4979-8A2E-0AF1C04D216B}",-85.782280478,38.1957523350001,-85.741452,38.199089,2.24633525720828,0.519998035437245,1.72633722177103,376.422193640517,274.696314251882,42.3767217561886,181.42054203874,10.8906153909728,147.325688721834,72.975589349606,27.024410650394,11.2577638811218,6.00296706678747,81.2067294399194,32,-3.125,19.4346968218901,46.6532460022006,2.98024020327212,"#00BAFF","#B1AAFB","#F6573E","#CD3C2B",10.3631454884609,140.190199690422
"J140",38,38,3,37,"5",25,"J117p","J140",58,102,44,-85.7796287327355,38.1528669602219,112753.907858607,86,86,"J120","Kenwood Elementary School Gym","7420 Justan Ave","{AB510D66-8B6D-4C67-9D6E-ED7C38A76C15}",-85.787251785,38.145504712,-85.741452,38.199089,3.80578043878956,0.655923133157893,3.14985730563166,347.244106524662,262.359697211302,45.8683215277787,135.550311491814,0.00340603778337969,128.698521684996,75.554830818322,24.445169181678,13.209244063735,0.00251274803126172,94.9452054138348,58,75.8620689655172,41.6072339160274,76.9987947343103,9.92160104584114,"#00BAFF","#B1AAFB","#F59181","#8D2115",0.0079147977434813,299.063848907466
"B134",39,29,3,38,"7",22,NA,"B134",272,557,285,-85.5896353007174,38.1102612840814,95679.1709700774,594,595,"B177","Living Hope Baptist Church","10205 Bardstown Bluff Rd","{CDED9E36-6BB6-47D6-81E4-37DDA64A764C}",-85.562745481,38.0975718440001,-85.741452,38.199089,10.2906933905651,1.70693225233742,8.58376113822765,2179.79265238807,1914.74085175307,296.348964754878,1224.95390235592,0,1159.24146349262,87.8405039880914,12.1594960119086,13.5952823049574,0,94.6355174070708,272,104.779411764706,116.698655912527,104.374209327455,73.6809552781473,"#9FDDF3","#B1AAFB","#EDD0CB","#8D2115",0,812.32867661488
"A115",40,28,3,37,"4",14,NA,"A115",165,195,30,-85.8670036885594,38.1181164397266,119985.425793645,23,23,"A128","Southwest Library","9725 Dixie Hwy","{0544E6E4-FE4B-405A-82CF-1DF9B06F82C1}",-85.859373305,38.1142931800001,-85.741452,38.199089,8.82837599973004,0.492351426009366,8.33602457372067,1796.55324733857,1710.95296237235,288.62924970708,812.182099324569,0.926111306170914,801.860537485871,95.2353048765446,4.76469512345538,16.0657219670309,0.114027544677615,98.7291566943814,165,18.1818181818182,133.924253111734,39.7186156354111,69.4893056936749,"#9FDDF3","#B1AAFB","#F59181","#8D2115",0.95053641451363,823.008676347082
