"PRECINCT","OBJECTID.x","LEGISDIST","CONGDIST","SENDIST","SCHOOLDIST","COUNDIST","FORMERPREC","precinct","tvotes16","tvotes20","vote_change","longitude_prec_cent","latitude_prec_cent","distance2020","OBJECTID_1","OBJECTID","PRECINCT.y","VOTE_LOC","VOTE_ADD","GlobalID","longitude2016poll","latitude2016poll","new_poll_long","new_poll_lat","distance2020miles","distance2016miles","poll_dist_change_miles","total_pop_sum","white_sum","over65sum","transport_pop","public_transit","drive_pop","white_pct","nonwhite_pct","over65pct","public_transit_pct","drive_pct","tvotes16B","turnout_pct_chg","dist_chgXage65over","dist_chgXnonwhite","dist_chg_squared","color_nonwhite","color65","color_pt","color_drive","public_transitXdist","driveXdist"
"B155",126,29,3,19,"7",22,NA,"B155",160,221,61,-85.604738840645,38.1735594467119,97911.5828505706,90,90,"C139","Forest Park Community Church","5012 S Watterson Trl","{B998F92C-3142-4AB8-90EB-065E05C6218A}",-85.623752845,38.174700989,-85.741452,38.199089,7.64787772381131,1.03824978379442,6.60962794001688,1469.8580030902,1202.49519024548,219.547268030997,841.6957835967,8.89240251435896,815.207579460661,81.810296485605,18.189703514395,14.936631128274,1.05648652252484,96.8529955059475,160,38.125,98.7255744351658,120.227172569369,43.6871815054518,"#9FDDF3","#B1AAFB","#F59181","#8D2115",6.98298283753145,640.16226517044
"C104",127,30,3,35,"6",2,NA,"C104",149,180,31,-85.6924510177572,38.1738213335733,105504.240399513,128,128,"C108","National Assoc. of Letter Carriers","4815 Poplar Level Rd","{547849F4-B5A5-4576-8124-56B848C94085}",-85.6860131,38.1744403920001,-85.741452,38.199089,3.18636014869324,0.353117799666182,2.83324234902706,1552.10382814506,614.776052166889,137.949850090429,576.256977451207,11.5727096907329,501.040882383105,39.6092091919919,60.3907908080081,8.88792667016966,2.00825502225052,86.9474734343723,149,20.8053691275168,25.1816502369717,171.101746008483,8.02726220832037,"#04448B","#DDDBFB","#F59181","#CD3C2B",5.68987317668644,246.343263875169
"J111",128,38,3,33,"5",15,NA,"J111",191,235,44,-85.7872358359406,38.1741622872016,113725.20785886,133,133,"J107","Iroquois High School Gym Lobby","4615 Taylor Blvd","{88263A50-D545-46FC-A227-6F402A0CE974}",-85.781746929,38.1744867100001,-85.741452,38.199089,3.02783216690813,0.299691564619105,2.72814060228902,1500.86679703744,1064.07690081911,175.85321748976,380.600059730219,29.5027286960945,285.814909648133,70.8974908978927,29.1025091021073,11.7167771208528,7.75163533001202,75.0958656839748,191,23.0366492146597,31.9650153913697,79.3957367099448,7.4427511458579,"#00BAFF","#B1AAFB","#F6573E","#F6573E",21.1475510779438,204.872080236494
"D137",129,31,3,20,"7",11,NA,"D137 - JEF",140,209,69,-85.583751643632,38.1775086684554,96173.3164318946,143,143,"B170","Carrithers Middle School Cafeteria","4320 Billtown Rd","{749E4C13-9BA4-48D5-AD02-45DFEDD18002}",-85.574843731,38.1814444940001,-85.741452,38.199089,8.71276603578743,0.555781682937951,8.15698435284948,1064.58067328266,939.274327709379,141.105216208023,634.598699267625,13.5983047587285,586.123990201177,88.2295115139658,11.7704884860342,13.2545348369815,2.1428195132486,92.3613601599891,140,49.2857142857143,108.117033269557,96.0116904059761,66.5363937326313,"#9FDDF3","#B1AAFB","#F59181","#8D2115",17.4789452405494,753.390169632927
"K144",130,40,3,33,"4",15,"J110","K144",186,263,77,-85.8018971872341,38.1759919300293,115025.686807644,140,140,"K148","Gutermuth Elementary School Gym","1500 Sanders Ln","{3C8F8FE4-C173-43D0-BA95-9B467F6A4BD5}",-85.8075161469999,38.1778589900001,-85.741452,38.199089,3.65582035840918,0.331923509128113,3.32389684928107,1056.53855893298,867.026266786922,203.739963684797,522.434586253472,17.6181705436377,447.281845154618,82.06290811218,17.93709188782,19.283722488137,3.37232086221217,85.6148993431318,186,41.3978494623656,64.097104420729,59.62104321119,11.0482902646606,"#9FDDF3","#B1AAFB","#F59181","#CD3C2B",11.2092466886719,284.575094178152
"J148",131,38,3,37,"5",21,"I114 & I115P","J148",221,302,81,-85.7697004729964,38.1755198306918,112225.972584021,155,155,"J148","Rutherford Elementary School","301 W Southland Blvd","{DAC0751B-9D28-49BD-9D21-537124E35D2C}",-85.768246097,38.1726110590001,-85.741452,38.199089,2.2377180878152,0.215686139493869,2.02203194832133,1753.82902367024,1226.8051205891,217.81039432931,1077.23449955581,28.4077284606225,969.011860872585,69.9500979874177,30.0499020125823,12.4191350120035,2.63709790879667,89.9536601614738,221,36.6515837104072,25.111887764787,60.7618619133669,4.08861320003215,"#00BAFF","#B1AAFB","#F59181","#CD3C2B",5.33229622243823,181.88917471494
"I115",132,37,3,37,"5",21,NA,"I115",111,172,61,-85.7596116409155,38.1758066890091,111355.971541522,155,155,"J148","Rutherford Elementary School","301 W Southland Blvd","{DAC0751B-9D28-49BD-9D21-537124E35D2C}",-85.768246097,38.1726110590001,-85.741452,38.199089,1.88572334096033,0.519225104415793,1.36649823654454,3548.59256958409,1377.97505268987,250.444935906304,1648.97853976697,225.245338792148,1109.5345094304,38.8315938127374,61.1684061872626,7.05758497193881,13.6596889140825,67.2861703577534,111,54.954954954955,9.64417741841764,83.5865191871345,1.86731743047934,"#04448B","#DDDBFB","#CD3C2B","#F59181",18.6659408128408,91.9464331377055
"D140",133,31,3,19,"7",11,NA,"D140",228,380,152,-85.5982317141208,38.17928094259,97456.9549870844,172,172,"D141","Jeffersontown Elementary School","3610 Cedarwood Way","{A063F57D-AF5D-43C5-A9FA-55C921A9D280}",-85.583977411,38.1903656310001,-85.741452,38.199089,7.91514388498848,1.08934867895564,6.82579520603284,1219.90624637625,1008.54412327196,138.481140846906,662.378641840825,28.8475221520715,617.380896701821,82.6739043486217,17.3260956513783,11.3517855374761,4.35514075029668,93.2066431046221,228,66.6666666666667,77.4849633016171,118.264380636445,46.5914801947009,"#9FDDF3","#B1AAFB","#F59181","#8D2115",29.7272988549734,636.209457673943
"B170",134,29,3,20,"7",20,NA,"B170",138,212,74,-85.5642070486186,38.1818769841618,94573.9013406961,143,143,"B170","Carrithers Middle School Cafeteria","4320 Billtown Rd","{749E4C13-9BA4-48D5-AD02-45DFEDD18002}",-85.574843731,38.1814444940001,-85.741452,38.199089,9.72110083754722,0.579846220970834,9.14125461657638,980.923643309607,794.789080368981,57.3676862603701,591.76162265148,5.38991387483919,562.794831877686,81.024561472225,18.975438527775,5.84833352235382,0.910825181715712,95.1049899714679,138,53.6231884057971,53.4611058104952,173.459315043585,83.562535965079,"#9FDDF3","#DDDBFB","#F59181","#8D2115",8.32608489725278,869.378928636132
"J104",135,38,3,35,"5",15,NA,"J104",266,325,59,-85.7891882646124,38.191519319844,114181.958958855,175,175,"J101","Most Blessed Sacrament Pioneer","3509 Taylor Blvd","{D7A58450-46DE-4979-8A2E-0AF1C04D216B}",-85.782280478,38.1957523350001,-85.741452,38.199089,2.65029039016639,0.476050730842728,2.17423965932366,2740.20913649819,1538.39044022335,261.310097944866,870.42799324336,110.316875944897,683.033048854976,56.1413513929566,43.8586486070434,9.53613702196481,12.6738658224717,78.4709423590435,266,22.1804511278195,20.7338473099005,95.3592132057742,4.72731809617587,"#3791FF","#DDDBFB","#CD3C2B","#F6573E",27.5560217081647,170.614634981533
"K137",136,40,3,33,"4",3,"K118p","K137",61,103,42,-85.8023500711193,38.1913038891531,115317.03987612,180,180,"K118","American Village","3700 W Wheatmore Dr","{CFB0BCBC-1289-461F-A575-88ECB2370869}",-85.800243301,38.1908678300001,-85.741452,38.199089,3.357986181316,0.11855948556358,3.23942669575241,1249.41813335645,293.394102986065,46.7808956249204,664.122315836893,14.7302744003315,510.433069645697,23.4824591666433,76.5175408333567,3.74421455683916,2.21800623907196,76.858292135911,61,68.8524590163934,12.1291085900496,247.872964468901,10.4938853171534,"#0B2E4F","#DDDBFB","#F59181","#F6573E",7.1850686221951,248.976803335008
"D136",137,31,3,19,"7",11,NA,"D136",323,477,154,-85.6099140075397,38.1902094781709,98679.7563590686,204,204,"C136","Hunsinger Lane Baptist Church","3400 Summerfield Dr","{692E07ED-6607-433D-A99D-489A66CDA34E}",-85.615462227,38.2021661110001,-85.741452,38.199089,7.18601756049832,0.878232183085394,6.30778537741292,1478.07344340755,1187.05366708342,366.421379525068,726.121822675801,0.0622279890989779,682.065825365187,80.310871721421,19.689128278579,24.7904717562831,0.00856991033125325,93.9326989032963,323,47.6780185758514,156.37297524345,124.194795449628,39.7881563675042,"#9FDDF3","#7D76C7","#F59181","#8D2115",0.0540571550732191,592.507304603143
"J147",138,38,3,37,"5",15,"I105/I106p","J147",229,257,28,-85.7788016765201,38.1940573746931,113328.569707895,175,175,"J101","Most Blessed Sacrament Pioneer","3509 Taylor Blvd","{D7A58450-46DE-4979-8A2E-0AF1C04D216B}",-85.782280478,38.1957523350001,-85.741452,38.199089,2.06237183210446,0.222537767586848,1.83983406451761,1935.32520715728,1450.6905390962,203.907146097705,725.50470472428,52.6177618503407,612.186976650446,74.9584893397355,25.0415106602645,10.5360662561315,7.25257348542453,84.3808417318398,229,12.2270742358079,19.3846136040452,46.0722243397356,3.38498938495939,"#00BAFF","#B1AAFB","#F6573E","#CD3C2B",13.3435317539013,155.246747010908
"O124",139,44,3,33,"4",3,NA,"O124 - SHI",173,173,0,-85.8403003235215,38.1779245320932,118387.544795526,144,144,"O111","Dixie Valley Church of God/Gym","4703 Quinn Dr","{F0F7F272-83D9-4B9D-84D8-521AC9D10666}",-85.835539387,38.17826416,-85.741452,38.199089,5.57544968989938,0.260262142166782,5.3151875477326,1156.42539828218,927.964432553052,185.277774464955,582.773604599726,24.1388278407604,543.132522953617,80.2442106452785,19.7557893547215,16.0215933289062,4.1420592233823,93.1978591114578,173,0,85.1577733566381,105.005725573844,28.2512186675717,"#9FDDF3","#B1AAFB","#F59181","#8D2115",22.0158216060926,495.364100224558
"J108",140,38,3,37,"5",21,NA,"J108",295,351,56,-85.7773158418075,38.1776218789389,112920.034812508,133,133,"J107","Iroquois High School Gym Lobby","4615 Taylor Blvd","{88263A50-D545-46FC-A227-6F402A0CE974}",-85.781746929,38.1744867100001,-85.741452,38.199089,2.45026208967999,0.323979774232849,2.12628231544714,2077.29697535861,1665.57460195086,248.75481850501,942.349150860975,2.66378510830079,883.716007740542,80.1798982864899,19.8201017135101,11.9749280654523,0.282674962445398,93.7779810098133,295,18.9830508474576,25.4620777743229,42.1431317638002,4.52107648498325,"#9FDDF3","#B1AAFB","#F59181","#8D2115",0.601046773667335,199.398462599504
"C111",141,30,3,35,"6",2,NA,"C111",461,565,104,-85.665121697063,38.1782953457551,103217.285855854,150,150,"C105","Newburg Community Center","4810 Exeter Ave","{4E0D66F2-59CD-42F6-972F-2CDBD1A9D5A6}",-85.670519567,38.180610852,-85.741452,38.199089,4.39569485579985,0.334469625049223,4.06122523075063,2144.70123078292,227.000895969598,210.434622193153,1175.24690068255,100.543282110078,1071.9213949434,10.5842665967386,89.4157334032614,9.81183855227864,8.55507740983495,91.2081873452171,461,22.5596529284165,39.8480862885657,363.137432523397,16.4935503748855,"#0B2E4F","#DDDBFB","#F6573E","#8D2115",34.7440962278464,370.416991697426
"B182",142,29,3,20,"7",11,"D143p","B182",113,170,57,-85.5768346534438,38.1804608898868,95634.1070182932,143,143,"B170","Carrithers Middle School Cafeteria","4320 Billtown Rd","{749E4C13-9BA4-48D5-AD02-45DFEDD18002}",-85.574843731,38.1814444940001,-85.741452,38.199089,9.0526823509535,0.127870470833161,8.92481188012034,1083.32563233581,937.248974662031,120.602225922304,542.17946904312,0.780404444709932,502.126778150156,86.515904976898,13.484095023102,11.1325922993502,0.143938398495105,92.6126507586774,113,50.4424778761062,99.3562920097772,120.343011454853,79.6522670955371,"#9FDDF3","#B1AAFB","#F59181","#8D2115",1.28462312889461,826.55048574048
"O126",143,44,3,33,"4",3,NA,"O126 - SHI",239,260,21,-85.8234455807179,38.179454354732,116949.14470162,135,135,"O131","St Lawrence Catholic Church","1925 Lewiston Dr","{7576FDA5-9300-4809-9A64-1E9D4CF4979C}",-85.8306727459999,38.1743424540001,-85.741452,38.199089,4.66432441749792,0.5283383820112,4.13598603548672,1594.03753021848,1147.48109222837,309.030741717947,946.158528058661,118.754158390166,754.324887582239,71.9858265865984,28.0141734134016,19.3866666160357,12.5511904050399,79.7250001149355,239,8.78661087866109,80.1829823985604,115.866230033532,17.1063804857412,"#00BAFF","#B1AAFB","#CD3C2B","#F6573E",51.9115482439801,329.74148715455
"C115",144,30,3,35,"6",2,NA,"C115",311,421,110,-85.6327168023878,38.1789628970703,100428.634075924,148,148,"C141","Ninth and O Baptist Church","4401 Breckenridge Ln","{3FFF73B1-0356-4122-A70B-D0FE60408E46}",-85.624905697,38.183482763,-85.741452,38.199089,6.07971962473394,0.527279806859058,5.55243981787488,1193.5153689915,578.355480686129,81.9228982633079,912.870501086538,0.886914154100012,814.320477360206,48.4581510814417,51.5418489185583,6.8640002794879,0.0971566233156148,89.2043807299028,311,35.3697749196142,38.1119484617329,286.183014222295,30.8295879311224,"#04448B","#DDDBFB","#F59181","#CD3C2B",0.53945630386789,495.301955493583
"O113",145,44,3,33,"4",1,NA,"O113",211,269,58,-85.8560581840758,38.1778879195448,119754.544800866,142,142,"O112","Farnsley Middle School-Gym","3400 Lees Ln","{F9DCE91A-86F2-4320-844F-A7FCFCA64978}",-85.858453479,38.184356823,-85.741452,38.199089,6.40784490711027,0.464840445671119,5.94300446143915,1386.12390911879,814.77098306132,188.933872561821,599.850225033607,8.83388021828101,515.420213067582,58.7805302037753,41.2194697962247,13.6303739744258,1.47268098762255,85.9248178224332,211,27.4881516587678,81.0053733410969,244.967492897119,35.3193020286856,"#3791FF","#B1AAFB","#F59181","#CD3C2B",8.75214967971742,510.651575667067
"B183",146,29,3,20,"7",20,"F143","B183",268,435,167,-85.5440753521754,38.1788845846249,92779.0351999057,168,168,"B183","Sojourn Church - Jeffersontown","11412 Taylorsville Rd","{6C7D613F-F1F9-4053-8C78-E61713F33EF4}",-85.5442294809999,38.1818615880001,-85.741452,38.199089,10.8344238126921,0.205501605372508,10.6289222073195,2368.05379816064,2175.24184437239,162.603843950706,1344.70554606281,5.96968940283309,1226.18941822996,91.8577882842858,8.14221171571418,6.86656038291893,0.443940267838701,91.1864624802174,268,62.3134328358209,72.9841361419073,86.5429349218515,112.97398728925,"#9FDDF3","#DDDBFB","#F59181","#8D2115",4.71860657155414,969.213816062889
"K119",147,40,3,33,"4",15,NA,"K119",203,262,59,-85.8054406498505,38.1826074933921,115438.700533722,140,140,"K148","Gutermuth Elementary School Gym","1500 Sanders Ln","{3C8F8FE4-C173-43D0-BA95-9B467F6A4BD5}",-85.8075161469999,38.1778589900001,-85.741452,38.199089,3.66401220732922,0.346458721496198,3.31755348583302,1135.00945801871,888.229751637775,236.517101343598,572.129108025928,7.39701596526567,483.289535198961,78.2574757736633,21.7425242263367,20.8383374845587,1.29289278617344,84.4721110006974,203,29.064039408867,69.1322991608625,72.1319870378923,11.0061611313628,"#00BAFF","#7D76C7","#F59181","#CD3C2B",4.28924096957806,280.240746306037
"C141",148,30,3,35,"6",2,NA,"C141",136,149,13,-85.6314849369999,38.1858210462524,100452.192401403,148,148,"C141","Ninth and O Baptist Church","4401 Breckenridge Ln","{3FFF73B1-0356-4122-A70B-D0FE60408E46}",-85.624905697,38.183482763,-85.741452,38.199089,6.05545089364874,0.392805067793155,5.66264582585558,1018.1505270184,607.566871976594,114.032308128457,711.117231234091,0.00766482363413602,703.102596507073,59.6735802667431,40.3264197332569,11.1999458923224,0.00107785654706106,98.8729516913675,136,9.55882352941176,63.421326856968,228.354232374227,32.0655577490796,"#3791FF","#B1AAFB","#F59181","#8D2115",0.00610351987708644,559.882507185143
"J107",149,38,3,33,"5",15,NA,"J107",132,201,69,-85.7881378013396,38.1822090229711,113932.83750943,153,153,"J105","Engine Company #12","4535 Manslick Rd","{0891D02E-166C-41B0-960D-668B030D0D22}",-85.7985641939999,38.181562824,-85.741452,38.199089,2.79533227611987,0.569375264160022,2.22595701195985,1947.68320677351,824.569033782119,122.70565072914,336.477536169724,40.9783460608266,255.608216198066,42.3358907092535,57.6641092907465,6.30008259569128,12.1786275919937,75.9659081874439,132,52.2727272727273,14.0237130298052,128.357828414156,4.95488461909322,"#04448B","#DDDBFB","#CD3C2B","#F6573E",27.109101484446,169.096845999739
"I111",150,37,3,37,"5",21,NA,"I111",354,421,67,-85.7741767362323,38.1850144698678,112770.670040077,159,159,"I112","Beechmont Community Center","205 W Wellington Ave","{E5943342-6E9A-46C7-9C6E-318C422BBB7D}",-85.764590916,38.183960004,-85.741452,38.199089,2.02867312000885,0.526891261781314,1.50178185822754,1762.53374383715,1434.90477295585,230.856508418404,762.838406371991,15.3685895198333,661.669641395822,81.4114781049224,18.5885218950776,13.0979908456002,2.01465859498675,86.7378511449992,354,18.9265536723164,19.6703250311528,27.915904953293,2.25534874970136,"#9FDDF3","#B1AAFB","#F59181","#CD3C2B",3.02557772847329,130.261331271201
"I110",151,37,3,37,"5",21,NA,"I110",70,73,3,-85.7780891476174,38.1869868864377,113143.037130615,175,175,"J101","Most Blessed Sacrament Pioneer","3509 Taylor Blvd","{D7A58450-46DE-4979-8A2E-0AF1C04D216B}",-85.782280478,38.1957523350001,-85.741452,38.199089,2.16191544700182,0.646190150140895,1.51572529686092,463.673565103751,353.503914184665,53.3023750316142,209.138206436255,11.3878052913225,169.98517806391,76.2398249090534,23.7601750909466,11.495668298383,5.44510995163074,81.2788734112634,70,4.28571428571429,17.4242752441812,36.0138984431925,2.29742317554412,"#00BAFF","#B1AAFB","#F6573E","#CD3C2B",8.25329089787585,123.196444529808
"C105",152,30,3,35,"6",2,NA,"C105",166,203,37,-85.6644815360081,38.1883643693382,103348.201488675,150,150,"C105","Newburg Community Center","4810 Exeter Ave","{4E0D66F2-59CD-42F6-972F-2CDBD1A9D5A6}",-85.670519567,38.180610852,-85.741452,38.199089,4.25450389760544,0.627722055142231,3.62678184246321,694.310161279304,74.1216152100055,92.3546910888759,425.643897032902,71.3814875385382,354.163367593623,10.6755769026097,89.3244230973903,13.3016476265748,16.7702363492411,83.2064949274361,166,22.289156626506,48.2421740869052,323.960195778117,13.1535465328208,"#0B2E4F","#B1AAFB","#CD3C2B","#CD3C2B",60.8219886852442,301.771804977832
"O111",153,44,3,33,"4",1,"O107p","O111",242,336,94,-85.8461385629794,38.1832791956839,118977.591843267,144,144,"O111","Dixie Valley Church of God/Gym","4703 Quinn Dr","{F0F7F272-83D9-4B9D-84D8-521AC9D10666}",-85.835539387,38.17826416,-85.741452,38.199089,5.80195713320298,0.672773669286211,5.12918346391677,1483.17275268878,860.653083417697,177.635372074545,698.179001159714,0.0310759102556752,687.226010697223,58.027838082749,41.972161917251,11.9767149007098,0.00445099468818977,98.4312059737835,242,38.8429752066116,61.4307680207662,215.282918850801,26.3085230065172,"#3791FF","#B1AAFB","#F59181","#8D2115",0.0228299683526443,504.871714014116
"V101",154,36,3,20,"7",20,"B152","V101",181,274,93,-85.5569335222449,38.1870483787585,94053.8167563581,170,170,"V106","The Jeffersonian","10617 Taylorsville Rd","{6F7C44F8-76FC-47B6-A689-DAFDAD85377E}",-85.558488478,38.1901131000001,-85.741452,38.199089,10.0781948112681,0.227698835568004,9.85049597570009,917.728216625464,764.845995510804,60.0089244499818,537.160289765699,3.41367700018183,513.462787827937,83.341231276857,16.658768723143,6.53885577046305,0.635504348556894,95.5883741986775,181,51.3812154696133,64.4109724526295,164.097134267438,97.0322709672837,"#9FDDF3","#DDDBFB","#F59181","#8D2115",6.26003302799959,941.592895367787
"H154",155,35,3,35,"6",21,"H127p","H154",46,59,13,-85.7032314108584,38.1768450797009,106489.198810654,137,137,"H124","New Covenant Church of God","1272 Gilmore Ln","{EFB6F150-2085-4385-B138-7F54B6D20A77}",-85.705584333,38.1782369630001,-85.741452,38.199089,2.58510228871131,0.160083985821949,2.42501830288936,1298.97788999777,611.383583626652,97.7998629214237,674.77536542536,35.1465958289456,569.8601481264,47.0665119348337,52.9334880651663,7.52898595691968,5.20863647812485,84.4518305387714,46,28.2608695652174,18.2579287477272,128.364677393804,5.88071376934839,"#04448B","#DDDBFB","#F6573E","#CD3C2B",12.6310387925499,204.797234769031
"O123",156,44,3,33,"4",3,NA,"O123 - SHI",147,200,53,-85.8219154489443,38.186519108581,116930.407435567,182,182,"K130","Butler High School/Small Gym","2222 Crums Ln","{9075AF3A-D7D8-4765-ABE8-FA4E3289C80C}",-85.815274561,38.193114129,-85.741452,38.199089,4.46487631771059,0.5810269234695,3.88384939424108,1169.77030283947,734.547259607438,181.958129326548,547.729064836945,20.8853162773757,489.566391728027,62.7941449551607,37.2058550448393,15.5550306658383,3.81307431322693,89.3811234709203,147,36.0544217687075,60.4133964289173,144.501937578121,15.0842861171468,"#00BAFF","#B1AAFB","#F59181","#CD3C2B",14.8094063616226,347.142822249121
"D122",157,31,3,20,"7",20,NA,"D122 - JEF",168,262,94,-85.5739743559933,38.1906752680575,95595.896314591,178,178,"B182","Tully Elementary School-Gym","3300 College Dr","{B42A07B7-B0D6-4CBA-A018-97FBBDAA6948}",-85.571398911,38.196124217,-85.741452,38.199089,9.13456047342733,0.401121425154971,8.73343904827236,1679.80414120234,1448.56408580691,192.035718070196,783.791735109305,45.8357694529034,637.230407595865,86.2341061244252,13.7658938755748,11.4320302801936,5.84795263840226,81.3009858424954,168,55.952380952381,99.8409396500744,120.223595107318,76.2729576098884,"#9FDDF3","#B1AAFB","#F6573E","#CD3C2B",51.0727379246696,710.037204419888
"D141",158,31,3,20,"7",11,NA,"D141",161,236,75,-85.5920983597745,38.1885524751115,97111.7311864169,172,172,"D141","Jeffersontown Elementary School","3610 Cedarwood Way","{A063F57D-AF5D-43C5-A9FA-55C921A9D280}",-85.583977411,38.1903656310001,-85.741452,38.199089,8.16212159028975,0.459418978104731,7.70270261218502,839.701559113615,729.572947766689,114.073313872391,312.028031040013,5.09492581872765,273.771115466791,86.8847913700224,13.1152086299776,13.584982978096,1.63284234488353,87.7392696272483,161,46.583850931677,104.641083871869,101.02255177348,59.3316275317619,"#9FDDF3","#B1AAFB","#F59181","#CD3C2B",12.5772989952207,675.829501349012
"C106",159,30,3,35,"6",2,NA,"C106",409,539,130,-85.649881903961,38.1816713046347,101961.673558417,150,150,"C105","Newburg Community Center","4810 Exeter Ave","{4E0D66F2-59CD-42F6-972F-2CDBD1A9D5A6}",-85.670519567,38.180610852,-85.741452,38.199089,5.1273545370646,1.12593437386298,4.00142016320162,2700.96802906403,1460.67360437746,510.259395086474,1003.60103101951,48.2616160072182,828.021897954501,54.0796332522168,45.9203667477832,18.8917228784561,4.80884480142387,82.5050864199841,409,31.7848410757946,75.5937208434716,183.746681406193,16.0113633224765,"#3791FF","#B1AAFB","#F59181","#CD3C2B",19.2422085501247,330.137516367617
"C133",160,30,3,35,"7",22,NA,"C133",330,424,94,-85.6203017628591,38.1854560020155,99480.4730960492,148,148,"C141","Ninth and O Baptist Church","4401 Breckenridge Ln","{3FFF73B1-0356-4122-A70B-D0FE60408E46}",-85.624905697,38.183482763,-85.741452,38.199089,6.66135910557082,0.285203915300247,6.37615519027057,2217.19295486167,1302.04607296359,197.033798328531,1250.0824175367,1.44594934427483,1188.10631438554,58.7249779099549,41.2750220900451,8.88663288851303,0.115668321063509,95.0422386330905,330,28.4848484848485,56.6625504161215,263.175946327973,40.6553550104143,"#3791FF","#DDDBFB","#F59181","#8D2115",0.737519165698976,606.004063155314
"V106",161,36,3,20,"7",20,"B171","V106",149,228,79,-85.565015102877,38.1886455800819,94782.5631393624,170,170,"V106","The Jeffersonian","10617 Taylorsville Rd","{6F7C44F8-76FC-47B6-A689-DAFDAD85377E}",-85.558488478,38.1901131000001,-85.741452,38.199089,9.63088371796842,0.369419652784199,9.26146406518422,1518.97687938913,1226.16769579897,93.1216564022045,916.151379769317,9.08491313733427,869.202777199979,80.7232626405798,19.2767373594202,6.13055127209401,0.991638864269551,94.8754535979458,149,53.0201342281879,56.7778803062681,178.530810348264,85.7747166306986,"#9FDDF3","#DDDBFB","#F59181","#8D2115",9.18402770707254,878.685604165428
"C134",162,30,3,35,"6",10,NA,"C134",202,269,67,-85.6356082273691,38.1925798206144,100940.98213128,148,148,"C141","Ninth and O Baptist Church","4401 Breckenridge Ln","{3FFF73B1-0356-4122-A70B-D0FE60408E46}",-85.624905697,38.183482763,-85.741452,38.199089,5.77865800255198,0.85622632208511,4.92243168046687,1351.40510675981,1083.81688656047,139.720293128769,673.450803004849,36.9441115401202,581.080742845814,80.1992593589555,19.8007406410445,10.3388904207835,5.48579218783027,86.2840671141987,202,33.1683168316832,50.89248174814,97.4677930281855,24.2303336488639,"#9FDDF3","#B1AAFB","#F6573E","#CD3C2B",27.0034372578334,424.727425482462
"K131",163,40,3,33,"4",3,NA,"K131 - SHI",187,269,82,-85.8137971284868,38.1841109513301,116187.426769041,140,140,"K148","Gutermuth Elementary School Gym","1500 Sanders Ln","{3C8F8FE4-C173-43D0-BA95-9B467F6A4BD5}",-85.8075161469999,38.1778589900001,-85.741452,38.199089,4.07130047987075,0.550338823227543,3.52096165664321,1451.68623971087,778.384983187653,173.164825586242,579.260400998568,31.7672290044443,512.585832437447,53.6193677321543,46.3806322678457,11.9285297917221,5.48410161469382,88.4897071427318,187,43.8502673796791,41.9998960167799,163.304427825953,12.3971709875517,"#3791FF","#B1AAFB","#F6573E","#CD3C2B",19.309311506472,311.568865857146
"I109",164,37,3,37,"5",15,NA,"I109",132,164,32,-85.7623308754593,38.1927201459837,111880.688998853,202,202,"I109","Suburban Masonic Lodge #740","3901 S 3rd St","{ABADB400-4C6E-41FA-B678-3C76DD06B08A}",-85.7649520109999,38.200017045,-85.741452,38.199089,1.21840093700567,0.52311519241063,0.695285744595037,1081.69942034321,815.890700878266,106.703657339379,540.255486197329,0.0196269655595193,456.143066498053,75.4267484602512,24.5732515397488,9.86444619758819,0.00363290444261228,84.430992030953,132,24.2424242424242,6.85860881950779,17.0854314939354,0.483422266637075,"#00BAFF","#DDDBFB","#F59181","#CD3C2B",0.0025259066704243,58.7036651611388
"O109",165,44,3,33,"4",1,"O107p","O109",369,473,104,-85.8354116171291,38.1876928505016,118119.035565702,186,186,"O109","Crums Lane Elem School Gym","3212 S Crums Ln","{E065163B-546E-4A6B-91E0-96833254C0DA}",-85.839075771,38.192885081,-85.741452,38.199089,5.174541991654,0.409919057911943,4.76462293374206,1719.17251146727,913.365840716845,211.983517211365,730.828492644365,28.6617171327457,691.91081065461,53.1282250399241,46.8717749600759,12.3305552989817,3.92181167280968,94.6748543083018,369,28.1842818428184,58.7504465633031,223.326333919974,22.7016317007408,"#3791FF","#B1AAFB","#F59181","#8D2115",18.6859538380863,451.089982086023
"O121",166,44,3,33,"4",3,NA,"O121 - SHI",278,390,112,-85.8229036490065,38.1923409358944,117113.730319223,182,182,"K130","Butler High School/Small Gym","2222 Crums Ln","{9075AF3A-D7D8-4765-ABE8-FA4E3289C80C}",-85.815274561,38.193114129,-85.741452,38.199089,4.45787262376249,0.418687403727719,4.03918522003477,1187.58178046754,672.886564634681,185.0628198531,608.670381235434,23.4139695257888,537.37762130192,56.6602296954886,43.3397703045114,15.5831642836624,3.84674041116718,88.2871317331377,278,40.2877697841727,62.943286855943,175.057359653684,16.3150172417473,"#3791FF","#B1AAFB","#F59181","#CD3C2B",15.5376970140969,356.608077615753
