"ELECTION ID","ELECTION NAME","COUNTY NAME","POLL PLACE NAME","ADDRESS","POLLING PLACE TYPE","DATE AND TIMINGS","PRECINCTS"
"44145","2020 MARCH 3RD DEMOCRATIC PRIMARY","MCMULLEN","CALLIHAM COMMUNITY BUILDING - CALLIHAM COMMUNITY BUILDING","191 REC. RD. 8 CALLIHAM TX 78007 ","ELECTION DAY","03/03/2020-03/03/2020 07:00 AM-07:00 PM","3"
"44145","2020 MARCH 3RD DEMOCRATIC PRIMARY","MCMULLEN","CATHOLIC CHURCH HALL - CATHOLIC CHURCH","TX ","ELECTION DAY","03/03/2020-03/03/2020 07:00 AM-07:00 PM","1"
"44145","2020 MARCH 3RD DEMOCRATIC PRIMARY","MCMULLEN","MCMULLEN COUNTY COURTHOUSE - MCMULLEN COUNTY COURTHOUSE","501 RIVER STREET TILDEN TX 78072 ","EARLY VOTING","02/18/2020-02/21/2020 08:00 AM-04:00 PM; 02/24/2020-02/28/2020 08:00 AM-04:00 PM","1, 2A, 2B, 3, 4A, 4B"
"44145","2020 MARCH 3RD DEMOCRATIC PRIMARY","MCMULLEN","MCMULLEN COUNTY COURTHOUSE - MCMULLEN COUNTY COURTHOUSE","501 RIVER STREET TILDEN TX 78072 ","ELECTION DAY","03/03/2020-03/03/2020 07:00 AM-07:00 PM","2A, 2B, 4A, 4B"
"44146","2020 MARCH 3RD REPUBLICAN PRIMARY","MCMULLEN","CALLIHAM COMMUNITY BUILDING - CALLIHAM COMMUNITY BUILDING","191 REC. RD. 8 CALLIHAM TX 78007 ","ELECTION DAY","03/03/2020-03/03/2020 07:00 AM-07:00 PM","3"
"44146","2020 MARCH 3RD REPUBLICAN PRIMARY","MCMULLEN","CATHOLIC CHURCH HALL - CATHOLIC CHURCH","TX ","ELECTION DAY","03/03/2020-03/03/2020 07:00 AM-07:00 PM","1"
"44146","2020 MARCH 3RD REPUBLICAN PRIMARY","MCMULLEN","MCMULLEN COUNTY COURTHOUSE - MCMULLEN COUNTY COURTHOUSE","501 RIVER STREET TILDEN TX 78072 ","EARLY VOTING","02/18/2020-02/21/2020 08:00 AM-04:00 PM; 02/24/2020-02/28/2020 08:00 AM-04:00 PM","1, 2A, 2B, 3, 4A, 4B"
"44146","2020 MARCH 3RD REPUBLICAN PRIMARY","MCMULLEN","MCMULLEN COUNTY COURTHOUSE - MCMULLEN COUNTY COURTHOUSE","501 RIVER STREET TILDEN TX 78072 ","ELECTION DAY","03/03/2020-03/03/2020 07:00 AM-07:00 PM","2A, 2B, 4A, 4B"
