MUNICIPALITY|CH|DES|VOTER ID|P|W/P|CG|SS|SR|CC|REQTYPE|REQDATE|SENTTYPE|SENTDATE|RECTYPE|RECDATE|ACC OR REJ|DUP|REQ DENIED|
OLD ORCHARD BEACH|N||048003769|D|1-1|1|31|13|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 03:27 pm|ACC|||
OLD ORCHARD BEACH|N||048003828|D|1-1|1|31|13|3|VP|05/21/2014|VP|05/21/2014|VP|05/21/2014 12:03 pm|ACC|||
OLD ORCHARD BEACH|N||050502308|D|1-1|1|31|13|3|WV|05/23/2014|IF|05/23/2014|||REJ|||
OLD ORCHARD BEACH|N||100192141|D|1-1|1|31|13|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 01:12 pm|ACC|||
OLD ORCHARD BEACH|N||048004189|R|1-1|1|31|13|3|WV|05/19/2014|IF|05/19/2014|DV|05/30/2014 10:54 am|ACC|||
OLD ORCHARD BEACH|N||048004190|R|1-1|1|31|13|3|WV|05/19/2014|IV|05/19/2014|IF|05/30/2014 10:54 am|ACC|||
OLD ORCHARD BEACH|N||100160307|D|1-1|1|31|13|3|TR|05/20/2014|IV|05/20/2014|MA|05/27/2014 01:40 pm|ACC|||
OLD ORCHARD BEACH|N||048004622|D|1-1|1|31|13|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 01:49 pm|ACC|||
OLD ORCHARD BEACH|N||048004798|R|1-1|1|31|13|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 11:49 am|ACC|||
OLD ORCHARD BEACH|N||048004799|R|1-1|1|31|13|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 11:47 am|ACC|||
OLD ORCHARD BEACH|N||048004899|R|1-1|1|31|13|3|TR|05/22/2014|MV|05/22/2014|MA|05/28/2014 01:30 pm|ACC|||
OLD ORCHARD BEACH|N||048005151|R|1-1|1|31|13|3|VP|05/21/2014|VP|05/21/2014|VP|05/21/2014 09:30 am|ACC|||
OLD ORCHARD BEACH|N||048005152|R|1-1|1|31|13|3|VP|05/21/2014|VP|05/21/2014|VP|05/21/2014 09:29 am|ACC|||
OLD ORCHARD BEACH|N||051908819|R|1-1|1|31|13|3|ER|05/30/2014|MV|05/30/2014|DV|06/03/2014 04:46 pm|ACC|||
OLD ORCHARD BEACH|N||048005501|R|1-1|1|31|13|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 09:59 am|ACC|||
OLD ORCHARD BEACH|N||048005578|D|1-1|1|31|13|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 01:29 pm|ACC|||
OLD ORCHARD BEACH|N||048005579|D|1-1|1|31|13|3|WV|06/02/2014|IF|06/02/2014|IF|06/03/2014 12:24 pm|ACC|||
OLD ORCHARD BEACH|N||048005629|D|1-1|1|31|13|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 11:48 am|ACC|||
OLD ORCHARD BEACH|N||100009352|D|1-1|1|31|13|3|WV|06/06/2014|SC|06/06/2014|MA|06/09/2014 01:10 pm|ACC|||
OLD ORCHARD BEACH|N||100016247|D|1-1|1|31|13|3|WV|06/02/2014|IV|06/02/2014|DV|06/02/2014 11:14 am|ACC|||
OLD ORCHARD BEACH|N||100016248|D|1-1|1|31|13|3|WV|05/23/2014|IF|05/23/2014|IF|06/02/2014 11:14 am|ACC|||
OLD ORCHARD BEACH|N||048005665|D|1-1|1|31|13|3|WV|06/10/2014|SC|06/10/2014|IF|06/10/2014 02:10 pm|ACC|||
OLD ORCHARD BEACH|N||048005666|D|1-1|1|31|13|3|WV|06/10/2014|SC|06/10/2014|IF|06/10/2014 02:10 pm|ACC|||
OLD ORCHARD BEACH|N||048005954|D|1-1|1|31|13|3|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 12:04 pm|ACC|||
OLD ORCHARD BEACH|N|S|048006106|D|1-1|1|31|13|3|ER|06/02/2014|EL|06/02/2014|||REJ|||
OLD ORCHARD BEACH|N||048006279|D|1-1|1|31|13|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 09:36 am|ACC|||
OLD ORCHARD BEACH|N||048006286|R|1-1|1|31|13|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 09:41 am|ACC|||
OLD ORCHARD BEACH|N||048006300|R|1-1|1|31|13|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 11:07 am|ACC|||
OLD ORCHARD BEACH|N||048006513|D|1-1|1|31|13|3|WV|06/10/2014|SC|06/10/2014|IF|06/10/2014 10:33 am|ACC|||
OLD ORCHARD BEACH|N||048006556|D|1-1|1|31|13|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 03:25 pm|ACC|||
OLD ORCHARD BEACH|N||048006593|D|1-1|1|31|13|3|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 10:59 am|ACC|||
OLD ORCHARD BEACH|N||100160111|D|1-1|1|31|13|3|VP|05/21/2014|VP|05/21/2014|VP|05/21/2014 11:56 am|ACC|||
OLD ORCHARD BEACH|N||048006750|D|1-1|1|31|13|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 10:18 am|ACC|||
OLD ORCHARD BEACH|N||048006763|R|1-1|1|31|13|3|WV|06/05/2014|IV|06/05/2014|DV|06/10/2014 01:05 pm|ACC|||
OLD ORCHARD BEACH|N||048006764|R|1-1|1|31|13|3|WV|06/05/2014|IF|06/05/2014|||REJ|||
OLD ORCHARD BEACH|N||048006780|D|1-1|1|31|13|3|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 01:18 pm|ACC|||
OLD ORCHARD BEACH|N||048006913|D|1-1|1|31|13|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 08:32 am|ACC|||
OLD ORCHARD BEACH|N||048007015|R|1-1|1|31|13|3|WV|06/05/2014|IV|06/05/2014|DV|06/06/2014 08:51 am|ACC|||
OLD ORCHARD BEACH|N||048007017|R|1-1|1|31|13|3|WV|06/05/2014|IV|06/05/2014|IF|06/06/2014 08:51 am|ACC|||
OLD ORCHARD BEACH|N||049645237|R|1-1|1|31|13|3|WV|06/05/2014|IV|06/05/2014|DV|06/06/2014 02:35 pm|ACC|||
OLD ORCHARD BEACH|N||048007294|R|1-1|1|31|13|3|WV|05/29/2014|IV|05/29/2014|IF|06/04/2014 10:21 am|ACC|||
OLD ORCHARD BEACH|N||048007360|D|1-1|1|31|13|3|WV|06/05/2014|IF|06/05/2014|||REJ|||
OLD ORCHARD BEACH|N||048007362|D|1-1|1|31|13|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 11:31 am|ACC|||
OLD ORCHARD BEACH|N||048007365|D|1-1|1|31|13|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 12:22 pm|ACC|||
OLD ORCHARD BEACH|N||048007486|D|1-1|1|31|13|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 11:57 am|ACC|||
OLD ORCHARD BEACH|N||048007487|D|1-1|1|31|13|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 03:59 pm|ACC|||
OLD ORCHARD BEACH|N||100033942|D|1-1|1|31|13|3|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 01:11 pm|ACC|||
OLD ORCHARD BEACH|N||048007740|R|1-1|1|31|13|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 02:33 pm|ACC|||
OLD ORCHARD BEACH|N||048007950|D|1-1|1|31|13|3|WV|05/13/2014|IF|05/13/2014|MA|06/09/2014 01:30 pm|ACC|||
OLD ORCHARD BEACH|N||048007953|D|1-1|1|31|13|3|TR|05/13/2014|IV|05/13/2014|DV|06/04/2014 09:55 am|ACC|||
OLD ORCHARD BEACH|N||048007973|D|1-1|1|31|13|3|WV|05/28/2014|IF|05/28/2014|IF|05/30/2014 09:00 am|ACC|||
OLD ORCHARD BEACH|N||048007887|D|1-1|1|31|13|3|VP|05/19/2014|VP|05/19/2014|VP|05/19/2014 03:12 pm|ACC|||
OLD ORCHARD BEACH|N||048008040|D|1-1|1|31|13|3|WV|05/23/2014|IF|05/23/2014|IF|06/06/2014 09:01 am|ACC|||
OLD ORCHARD BEACH|N||048008041|D|1-1|1|31|13|3|WV|05/23/2014|IV|05/23/2014|DV|06/06/2014 09:08 am|ACC|||
OLD ORCHARD BEACH|N||048008081|D|1-1|1|31|13|3|WV|04/29/2014|MV|05/14/2014|DV|06/05/2014 08:50 am|ACC|||
OLD ORCHARD BEACH|N||048008082|D|1-1|1|31|13|3|TR|05/28/2014|MV|05/28/2014|IF|06/10/2014 03:40 pm|ACC|||
OLD ORCHARD BEACH|N||048008223|R|1-1|1|31|13|3|WV|05/30/2014|IV|05/30/2014|DV|06/03/2014 03:42 pm|ACC|||
OLD ORCHARD BEACH|N||048716271|R|1-1|1|31|13|3|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 01:56 pm|ACC|||
OLD ORCHARD BEACH|N||048008253|D|1-1|1|31|13|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 09:22 am|ACC|||
OLD ORCHARD BEACH|N||048008322|D|1-1|1|31|13|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 02:07 pm|ACC|||
OLD ORCHARD BEACH|N||048008398|D|1-1|1|31|13|3|WV|05/22/2014|IF|05/22/2014|IF|05/27/2014 01:22 pm|ACC|||
OLD ORCHARD BEACH|N||048008399|D|1-1|1|31|13|3|WV|05/22/2014|IV|05/22/2014|DV|05/27/2014 01:24 pm|ACC|||
OLD ORCHARD BEACH|N||048008493|R|1-1|1|31|13|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:46 am|ACC|||
OLD TOWN|N|O|030000173|D|1-1|2|5|122|3|UR|10/22/2013|MV|04/25/2014|||REJ|||
OLD TOWN|N||051300573|D|1-1|2|5|122|3|ER|05/29/2014|MV|05/29/2014|IF|06/02/2014 09:25 am|ACC|||
OLD TOWN|N||051300576|D|1-1|2|5|122|3|TR|05/29/2014|MV|05/29/2014|DV|06/02/2014 09:25 am|ACC|||
OLD TOWN|N|S|100264600|R|1-1|2|5|122|3|ER|05/18/2014|MV|05/19/2014|||REJ|||
OLD TOWN|N||051300979|R|1-1|2|5|122|3|TR|06/02/2014|MV|06/02/2014|MA|06/06/2014 10:32 am|ACC|||
OLD TOWN|N||051301016|D|1-1|2|5|122|3|TR|06/03/2014|MV|06/03/2014|IF|06/06/2014 02:46 pm|ACC|||
OLD TOWN|N||051301386|R|1-1|2|5|122|3|TR|05/21/2014|MV|05/21/2014|MA|05/28/2014 10:17 am|ACC|||
OLD TOWN|N||051101909|D|1-1|2|5|122|3|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 01:04 pm|ACC|||
OLD TOWN|N||051301706|D|1-1|2|5|122|3|TR|06/03/2014|MV|06/03/2014|IF|06/09/2014 09:03 am|ACC|||
OLD TOWN|N||051302034|D|1-1|2|5|122|3|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 08:30 am|ACC|||
OLD TOWN|N||051302685|D|1-1|2|5|122|3|TR|04/25/2014|MV|05/15/2014|IF|05/21/2014 10:56 am|ACC|||
OLD TOWN|N||051302686|D|1-1|2|5|122|3|TR|04/25/2014|MV|05/15/2014|DV|05/21/2014 10:56 am|ACC|||
OLD TOWN|N||051302959|R|1-1|2|5|122|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 08:17 am|ACC|||
OLD TOWN|N||051304225|R|1-1|2|5|122|3|WV|06/04/2014|IF|06/04/2014|IF|06/06/2014 09:39 am|ACC|||
OLD TOWN|N||051304240|D|1-1|2|5|122|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 12:55 pm|ACC|||
OLD TOWN|N||051304455|R|1-1|2|5|122|3|TR|06/05/2014|MV|06/05/2014|MA|06/09/2014 10:36 am|ACC|||
OLD TOWN|N||019203158|R|1-1|2|5|122|3|ER|06/05/2014|MV|06/05/2014|DV|06/09/2014 11:30 am|ACC|||
OLD TOWN|N||051304805|R|1-1|2|5|122|3|TR|06/03/2014|MV|06/03/2014|DV|06/06/2014 02:46 pm|ACC|||
OLD TOWN|N||051304812|D|1-1|2|5|122|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 12:49 pm|ACC|||
OLD TOWN|N||051304813|D|1-1|2|5|122|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 12:49 pm|ACC|||
OLD TOWN|N||051305199|D|1-1|2|5|122|3|WV|06/09/2014|IF|06/09/2014|IF|06/10/2014 10:08 am|ACC|||
OLD TOWN|N||051305384|D|1-1|2|5|122|3|TR|05/30/2014|MV|05/30/2014|MA|06/03/2014 10:02 am|ACC|||
OLD TOWN|N||051305404|D|1-1|2|5|122|3|WV|06/03/2014|IF|06/03/2014|IF|06/06/2014 12:05 pm|ACC|||
OLD TOWN|N||051305573|D|1-1|2|5|122|3|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 12:09 pm|ACC|||
OLD TOWN|N||051305766|R|1-1|2|5|122|3|TR|06/05/2014|MV|06/05/2014|MA|06/09/2014 10:38 am|ACC|||
OLD TOWN|N||034902024|D|1-1|2|5|122|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 01:31 pm|ACC|||
OLD TOWN|N||051307089|D|1-1|2|5|122|3|ER|05/19/2014|MV|05/19/2014|MA|05/22/2014 10:48 am|ACC|||
OLD TOWN|N||051307090|D|1-1|2|5|122|3|ER|05/19/2014|MV|05/19/2014|MA|05/22/2014 10:48 am|ACC|||
OLD TOWN|N||051408419|D|1-1|2|5|122|3|WV|05/20/2014|IV|05/20/2014|MA|05/22/2014 10:48 am|ACC|||
OLD TOWN|N||051408420|D|1-1|2|5|122|3|WV|05/20/2014|IV|05/20/2014|MA|05/22/2014 10:48 am|ACC|||
ORIENT|N||005800050|R|1-1|2|2|144|1|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 07:45 pm|ACC|||
ORIENT|N||005800078|R|1-1|2|2|144|1|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 07:43 pm|ACC|||
ORLAND|N||014200126|D|1-1|2|8|131|2|WV|05/20/2014|IF|05/20/2014|IF|05/22/2014 11:00 am|ACC|||
ORLAND|N||014200129|D|1-1|2|8|131|2|WV|05/20/2014|IV|05/20/2014|DV|05/22/2014 11:00 am|ACC|||
ORLAND|N||012800073|R|1-1|2|8|131|2|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 02:03 pm|ACC|||
ORLAND|N||014200307|D|1-1|2|8|131|2|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:19 am|ACC|||
ORLAND|N|S|014200445|G|1-1|2|8|131|2|ER|05/19/2014|EL|05/19/2014|||REJ|||
ORLAND|N||100326124|R|1-1|2|8|131|2|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 11:28 am|ACC|||
ORLAND|N||014200522|R|1-1|2|8|131|2|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 11:29 am|ACC|||
ORLAND|N||014200524|D|1-1|2|8|131|2|VP|05/28/2014|VP|05/28/2014|VP|05/28/2014 03:03 pm|ACC|||
ORLAND|N||013100364|R|1-1|2|8|131|2|TR|05/19/2014|MV|05/19/2014|||REJ|||
ORLAND|N||014200646|R|1-1|2|8|131|2|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:21 am|ACC|||
ORLAND|N||014200869|D|1-1|2|8|131|2|VP|05/15/2014|VP|05/15/2014|VP|05/15/2014 09:36 am|ACC|||
ORLAND|N||014201267|D|1-1|2|8|131|2|VP|05/28/2014|VP|05/28/2014|VP|05/28/2014 03:01 pm|ACC|||
ORLAND|N||014201362|R|1-1|2|8|131|2|WV|06/05/2014|IF|06/05/2014|IF|06/10/2014 10:27 am|ACC|||
ORLAND|N||014201601|D|1-1|2|8|131|2|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 02:09 pm|ACC|||
ORLAND|N||014000246|R|1-1|2|8|131|2|WV|05/19/2014|IF|05/19/2014|||REJ|||
ORLAND|N||100004216|R|1-1|2|8|131|2|WV|05/19/2014|IV|05/19/2014|DV|06/10/2014 10:24 am|REJ|||
ORLAND|N||014201667|R|1-1|2|8|131|2|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 02:22 pm|ACC|||
ORLAND|N||014201670|R|1-1|2|8|131|2|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 02:23 pm|ACC|||
ORLAND|N||014201666|R|1-1|2|8|131|2|TR|05/19/2014|MV|05/19/2014|||REJ|||
ORONO|N||051200091|D|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:05 pm|ACC|||
ORONO|N||051400345|D|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:07 pm|ACC|||
ORONO|N||051400406|R|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:08 pm|ACC|||
ORONO|N||029600194|R|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:09 pm|ACC|||
ORONO|N||051400473|D|1-1|2|5|123|3|WV|05/08/2014|||||REJ|||
ORONO|N||051400770|R|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:12 pm|ACC|||
ORONO|N||100385223|R|1-3|2|5|124|3|VP|05/22/2014|VP|05/22/2014|VP|05/22/2014 11:06 am|ACC|||
ORONO|N||051400855|R|1-1|2|5|123|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 01:37 pm|ACC|||
ORONO|N||051400870|D|1-3|2|5|123|3|TR|05/30/2014|MV|05/30/2014|MA|06/02/2014 11:15 am|ACC|||
ORONO|N||100068046|D|1-1|2|5|123|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 12:30 pm|ACC|||
ORONO|N||051401043|D|1-3|2|5|124|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 09:18 am|ACC|||
ORONO|N||030300147|D|1-3|2|5|124|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 12:18 pm|ACC|||
ORONO|N||100057767|R|1-3|2|5|123|3|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 10:20 am|ACC|||
ORONO|N||051401291|D|1-3|2|5|124|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 01:56 pm|ACC|||
ORONO|N||051401494|D|1-3|2|5|124|3|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 02:19 pm|ACC|||
ORONO|N||051401529|D|1-3|2|5|123|3|WV|06/04/2014|IF|06/04/2014|||REJ|||
ORONO|N||051401530|D|1-3|2|5|123|3|WV|06/04/2014|IV|06/04/2014|||REJ|||
ORONO|N||100076312|D|1-1|2|5|123|3|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 04:10 pm|ACC|||
ORONO|N||051401670|D|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:19 pm|ACC|||
ORONO|N||051301260|R|1-3|2|5|124|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 12:19 pm|ACC|||
ORONO|N||051301268|D|1-1|2|5|123|3|VP|06/02/2014|VP|06/02/2014|VP|06/02/2014 03:35 pm|ACC|||
ORONO|N||051301271|D|1-1|2|5|123|3|WV|06/02/2014|IF|06/02/2014|||REJ|||
ORONO|N||051401716|R|1-1|2|5|123|3|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 11:05 am|ACC|||
ORONO|N||010900212|R|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:20 pm|ACC|||
ORONO|N||051401901|D|1-3|2|5|123|3|TR|06/02/2014|MV|06/02/2014|IF|06/05/2014 10:48 am|ACC|||
ORONO|N||051401902|D|1-3|2|5|123|3|TR|06/02/2014|MV|06/02/2014|DV|06/05/2014 10:48 am|ACC|||
ORONO|N||051402036|D|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:21 pm|ACC|||
ORONO|N||051402040|D|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:37 pm|ACC|||
ORONO|N||051402065|R|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 12:43 pm|ACC|||
ORONO|N||051301725|D|1-3|2|5|123|3|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 03:50 pm|ACC|||
ORONO|N||051402223|D|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 02:07 pm|ACC|||
ORONO|N||051402355|D|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 02:35 pm|ACC|||
ORONO|N||051402358|D|1-3|2|5|123|3|VP|06/10/2014|VP|06/10/2014|VP|06/10/2014 12:45 pm|ACC|||
ORONO|N||100171528|R|1-1|2|5|123|3|ER|05/27/2014|MV|05/27/2014|||REJ|||
ORONO|N||051402502|D|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 02:47 pm|ACC|||
ORONO|N||016300881|D|1-1|2|5|123|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 10:33 am|ACC|||
ORONO|N||051402612|D|1-3|2|5|124|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 12:46 pm|ACC|||
ORONO|N||051402613|D|1-3|2|5|124|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 12:47 pm|ACC|||
ORONO|N||051402652|D|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 02:47 pm|ACC|||
ORONO|N||051402833|D|1-1|2|5|123|3|VP|05/23/2014|VP|05/23/2014|VP|05/23/2014 12:16 pm|ACC|||
ORONO|N||051403029|R|1-3|2|5|124|3|WV|05/21/2014|IF|05/21/2014|DV|05/23/2014 09:58 am|ACC|||
ORONO|N||051403030|R|1-3|2|5|124|3|WV|05/21/2014|IV|05/21/2014|IF|05/23/2014 09:58 am|ACC|||
ORONO|N||051403064|D|1-3|2|5|124|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 12:22 pm|ACC|||
ORONO|N||051403078|D|1-1|2|5|123|3|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 02:32 pm|REJ|||
ORONO|N||051403096|D|1-1|2|5|123|3|VP|06/04/2014|VP|06/04/2014|VP|06/04/2014 11:47 am|ACC|||
ORONO|N||051403148|R|1-1|2|5|123|3|WV|05/29/2014|IF|05/29/2014|MA|06/02/2014 11:15 am|ACC|||
ORONO|N||051403149|R|1-1|2|5|123|3|WV|05/29/2014|IV|05/29/2014|MA|06/02/2014 11:15 am|ACC|||
ORONO|N||051403159|R|1-3|2|5|123|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 01:47 pm|ACC|||
ORONO|N||051403166|R|1-3|2|5|123|3|TR|05/19/2014|MV|05/19/2014|MA|05/23/2014 10:00 am|ACC|||
ORONO|N||100381033|D|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 02:48 pm|ACC|||
ORONO|N||100020069|G|1-3|2|5|123|3|TR|05/30/2014|MV|05/30/2014|MA|06/02/2014 11:15 am|ACC|||
ORONO|N||051403300|D|1-1|2|5|123|3|TR|05/27/2014|MV|05/27/2014|MA|06/06/2014 11:20 am|ACC|||
ORONO|N||051403308|D|1-3|2|5|123|3|WP|06/10/2014|IP|06/10/2014|TP|06/10/2014 07:00 pm|ACC|||
ORONO|N||051403413|D|1-3|2|5|124|3|VP|05/21/2014|VP|05/21/2014|VP|05/21/2014 04:27 pm|ACC|||
ORONO|N||051404990|D|1-3|2|5|123|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 09:51 am|ACC|||
ORONO|N||100288020|D|1-1|2|5|123|3|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 02:56 pm|ACC|||
ORONO|N|S|100193119|R|1-3|2|5|124|3|UR|01/09/2014|EL|04/24/2014|MA|05/19/2014 08:23 am|ACC|||
ORONO|N||051403740|R|1-3|2|5|124|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 11:49 am|ACC|||
ORONO|N||051403800|D|1-1|2|5|123|3|VP|06/10/2014|VP|06/10/2014|VP|06/10/2014 01:09 pm|ACC|||
ORONO|N||051403833|R|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 02:48 pm|ACC|||
ORONO|N||051403854|D|1-1|2|5|123|3|VP|05/27/2014|VP|05/27/2014|VP|05/27/2014 04:20 pm|ACC|||
ORONO|N||051404001|D|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 02:49 pm|ACC|||
ORONO|N||051404180|D|1-3|2|5|123|3|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 03:19 pm|ACC|||
ORONO|N||051404188|D|1-3|2|5|124|3|ER|05/23/2014|MV|05/23/2014|MA|06/02/2014 11:00 am|ACC|||
ORONO|N||051404260|D|1-1|2|5|123|3|VP|06/09/2014|VP|06/09/2014|VP|06/09/2014 10:59 am|ACC|||
ORONO|N||051404685|R|1-3|2|5|124|3|WV|06/10/2014|IF|06/10/2014|IF|06/10/2014 03:26 pm|ACC|||
ORONO|N||051404696|D|1-3|2|5|124|3|WV|05/13/2014|IV|05/13/2014|MA|05/27/2014 11:00 am|ACC|||
ORONO|N||051404699|D|1-3|2|5|124|3|WV|05/13/2014|IF|05/13/2014|VP|05/27/2014 11:00 am|ACC|||
ORONO|N||051404720|D|1-1|2|5|123|3|VP|05/28/2014|VP|05/28/2014|VP|05/28/2014 12:52 pm|ACC|||
ORONO|N||100087609|D|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 02:49 pm|ACC|||
ORONO|N||051404787|D|1-1|2|5|123|3|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 02:34 pm|ACC|||
ORONO|N||051405008|D|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 02:51 pm|ACC|||
ORONO|N||051405035|D|1-1|2|5|123|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 09:24 am|ACC|||
ORONO|N||015400590|D|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 02:52 pm|ACC|||
ORONO|N||051405123|D|1-3|2|5|124|3|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 09:51 am|ACC|||
ORONO|N||051405294|R|1-1|2|5|123|3|WV|05/19/2014|MV|05/19/2014|MA|06/04/2014 10:30 am|ACC|||
ORONO|N||051405301|R|1-1|2|5|123|3|WV|05/19/2014|MV|05/19/2014|MA|05/30/2014 11:15 am|ACC|||
ORONO|N||051405313|D|1-1|2|5|123|3|VP|06/05/2014|VP|06/05/2014|VP|06/05/2014 09:46 am|ACC|||
ORONO|N||051405399|D|1-1|2|5|123|3|VP|05/30/2014|VP|05/30/2014|VP|05/30/2014 02:29 pm|ACC|||
ORONO|N||051405413|D|1-1|2|5|123|3|TR|05/13/2014|MV|05/13/2014|MA|05/21/2014 12:35 pm|ACC|||
ORONO|N||100406090|D|1-3|2|5|124|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 12:16 pm|ACC|||
ORONO|N||051405881|D|1-1|2|5|123|3|VP|06/06/2014|VP|06/06/2014|VP|06/06/2014 12:41 pm|ACC|||
ORONO|N||051405959|D|1-3|2|5|124|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 01:35 pm|ACC|||
ORONO|N||051405965|D|1-3|2|5|124|3|VP|05/29/2014|VP|05/29/2014|VP|05/29/2014 01:37 pm|ACC|||
ORONO|N||051405982|D|1-3|2|5|123|3|VP|06/03/2014|VP|06/03/2014|VP|06/03/2014 02:53 pm|ACC|||
