MUNICIPALITY|CH|DES|VOTER ID|P|W/P|CG|SS|SR|CC|REQTYPE|REQDATE|REQDEN|ISSTYPE|ISSDATE|RECTYPE|RECDATE|DUP|ACC OR REJ|REJRSN|
BRUNSWICK|||049105700|D|4-2|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 05:29 pm||ACC||
BRUNSWICK|||049105701|D|2-2|1|24|50|3|ER|05/30/2017||MV|05/30/2017|MA|06/12/2017 11:30 am||ACC||
BRUNSWICK|||031200457|R|1-2|1|24|50|3|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 03:04 pm||ACC||
BRUNSWICK|||049105766|U|2-2|1|24|50|3|TR|06/06/2017||MV|06/06/2017|MA|06/09/2017 12:15 pm||ACC||
BRUNSWICK|||049105776|R|1-2|1|24|51|3|WV|04/07/2017||MV|05/09/2017||||REJ|BND|
BRUNSWICK|||049105282|U|4-1|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 11:38 am||ACC||
BRUNSWICK|||049105824|U|3-2|1|24|49|3|VP|06/05/2017||VP|06/05/2017|VP|06/05/2017 09:12 am||ACC||
BRUNSWICK|||049105873|D|1-2|1|24|50|3|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 03:46 pm||ACC||
BRUNSWICK|||049105875|D|1-2|1|24|50|3|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 03:50 pm||ACC||
BRUNSWICK|||051602683|D|7-2|1|24|49|3|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 11:52 am||ACC||
BRUNSWICK|||049105973|D|4-2|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 09:26 am||ACC||
BRUNSWICK|||100149291|R|7-2|1|24|49|3|WV|05/30/2017||IF|05/30/2017|DV|05/31/2017 04:18 pm||ACC||
BRUNSWICK|||049105984|D|4-2|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 09:26 am||ACC||
BRUNSWICK|||049106047|D|2-2|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 09:58 am||ACC||
BRUNSWICK|||100384861|U|1-1|1|24|50|3|VP|06/06/2017||VP|06/06/2017|VP|06/06/2017 12:34 pm||ACC||
BRUNSWICK|||049106073|D|5-2|1|24|50|3|VP|06/02/2017||VP|06/02/2017|VP|06/02/2017 10:51 am||ACC||
BRUNSWICK|||100561534|U|3-2|1|24|49|3|VP|06/06/2017||VP|06/06/2017|VP|06/06/2017 09:57 am||ACC||
BRUNSWICK|||049106116|D|3-2|1|24|49|3|TR|05/01/2017||MV|05/09/2017|MA|06/08/2017 10:30 am||ACC||
BRUNSWICK|||100430390|U|3-2|1|24|49|3|VP|06/06/2017||VP|06/06/2017|VP|06/06/2017 09:56 am||ACC||
BRUNSWICK|||100481393|D|7-2|1|24|49|3|WV|06/01/2017||IF|06/01/2017|IF|06/05/2017 01:58 pm||ACC||
BRUNSWICK|||100003832|R|4-2|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 02:15 pm||ACC||
BRUNSWICK|||051602767|U|4-2|1|24|49|3|WV|06/08/2017||IF|06/08/2017|MA|06/12/2017 08:45 am||ACC||
BRUNSWICK|||049106153|U|4-2|1|24|49|3|VP|06/07/2017||VP|06/07/2017|VP|06/07/2017 03:38 pm||ACC||
BRUNSWICK|||100665633|R|4-2|1|24|49|3|WV|06/08/2017||IV|06/08/2017|IF|06/08/2017 01:44 pm||ACC||
BRUNSWICK|||049106162|D|5-2|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 02:07 pm||ACC||
BRUNSWICK|||051502985|D|4-1|1|24|49|3|TR|04/07/2017||MV|05/09/2017|MA|06/14/2017 10:11 am||REJ|RAD|
BRUNSWICK|||049106222|D|2-2|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 12:40 pm||ACC||
BRUNSWICK|||049106239|D|2-2|1|24|50|3|VP|06/07/2017||VP|06/07/2017|VP|06/07/2017 04:18 pm||ACC||
BRUNSWICK|||049708381|R|5-2|1|24|50|3|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 11:10 am||ACC||
BRUNSWICK|||049106281|R|2-2|1|24|50|3|VP|05/26/2017||VP|05/26/2017|VP|05/26/2017 11:36 am||ACC||
BRUNSWICK|||049106282|U|2-2|1|24|50|3|VP|06/02/2017||VP|06/02/2017|VP|06/02/2017 01:02 pm||ACC||
BRUNSWICK|||049106285|U|2-2|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 02:10 pm||ACC||
BRUNSWICK|||049106286|U|2-2|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 02:10 pm||ACC||
BRUNSWICK|||049106325|R|7-2|1|24|49|3|WV|06/06/2017||IF|06/06/2017|DV|06/08/2017 11:45 am||ACC||
BRUNSWICK|||049106327|R|7-2|1|24|49|3|WV|06/06/2017||IV|06/06/2017|DV|06/08/2017 11:45 am||ACC||
BRUNSWICK|||049106341|D|2-2|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 02:12 pm||ACC||
BRUNSWICK|||100258421|U|3-2|1|24|49|3|WV|04/24/2017||MV|05/09/2017|DV|05/30/2017 11:47 am||ACC||
BRUNSWICK|||100258417|U|3-2|1|24|49|3|WV|04/24/2017||MV|05/09/2017|IF|05/30/2017 11:47 am||ACC||
BRUNSWICK|||049106399|D|2-2|1|24|50|3|VP|06/06/2017||VP|06/06/2017|VP|06/06/2017 01:30 pm||ACC||
BRUNSWICK||O|100305611|D|3-1|1|24|49|3|UR|03/28/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK||O|049106420|D|7-2|1|24|49|3|UR|06/28/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||100411150|D|3-2|1|24|49|3|VP|06/07/2017||VP|06/07/2017|VP|06/07/2017 11:13 am||ACC||
BRUNSWICK|||049106432|D|5-2|1|24|50|3|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 10:57 am||ACC||
BRUNSWICK|||049106439|R|4-2|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 09:39 am||ACC||
BRUNSWICK||O|100595965|D|4-2|1|24|49|3|UR|10/27/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||049501792|D|7-2|1|24|49|3|VP|06/01/2017||VP|06/01/2017|VP|06/01/2017 12:09 pm||ACC||
BRUNSWICK|||049106452|D|3-1|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 10:57 am||ACC||
BRUNSWICK|||049106456|U|5-2|1|24|50|3|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 12:35 pm||ACC||
BRUNSWICK||O|100586207|D|2-2|1|24|50|3|UR|10/14/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||100097774|D|6-2|1|24|49|3|WV|06/06/2017||IV|06/06/2017|DV|06/07/2017 08:31 am||ACC||
BRUNSWICK|||049103288|U|3-2|1|24|49|3|TR|05/18/2017||MV|05/18/2017|IF|06/05/2017 01:40 pm||ACC||
BRUNSWICK|||100080682|U|7-2|1|24|49|3|ER|05/01/2017||MV|05/09/2017|MA|05/30/2017 09:00 am||ACC||
BRUNSWICK|||049106597|D|3-2|1|24|49|3|WV|05/25/2017||IV|05/25/2017|IF|05/31/2017 02:49 pm||ACC||
BRUNSWICK||O|049106598|U|3-2|1|24|49|3|UR|06/30/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||049106600|D|3-2|1|24|49|3|WV|05/25/2017||IF|05/25/2017|DV|05/31/2017 02:49 pm||ACC||
BRUNSWICK||O|049106668|U|3-2|1|24|49|3|UR|08/22/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||049106683|R|2-1|1|24|50|3|WV|03/13/2017||MV|05/09/2017|DV|06/07/2017 02:40 pm||ACC||
BRUNSWICK|||049106696|R|5-2|1|24|50|3|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 11:55 am||ACC||
BRUNSWICK|||013100440|D|7-2|1|24|49|3|TR|05/22/2017||MV|05/22/2017|MA|05/30/2017 09:00 am||ACC||
BRUNSWICK|||100290360|D|2-2|1|24|50|3|ER|06/07/2017||MV|06/07/2017|MA|06/14/2017 10:25 am||REJ|RAD|
BRUNSWICK||O|100582304|U|3-1|1|24|49|3|UR|10/07/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||049106797|U|7-2|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 01:17 pm||ACC||
BRUNSWICK||O|100089325|D|3-2|1|24|49|3|UR|09/23/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||049501908|D|6-2|1|24|49|3|VP|06/01/2017||VP|06/01/2017|VP|06/01/2017 01:59 pm||ACC||
BRUNSWICK|||049106838|D|2-2|1|24|50|3|ER|06/01/2017||MV|06/01/2017|MA|06/07/2017 10:15 am||ACC||
BRUNSWICK|||020701316|U|5-2|1|24|50|3|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 11:57 am||ACC||
BRUNSWICK|||100081283|D|6-2|1|24|49|3|VP|05/30/2017||VP|05/30/2017|VP|05/30/2017 12:07 pm||ACC||
BRUNSWICK|||049106905|D|4-2|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 10:54 am||ACC||
BRUNSWICK|||049106907|D|4-2|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 10:55 am||ACC||
BRUNSWICK||O|100451056|D|6-2|1|24|50|3|UR|09/17/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||100412539|U|2-2|1|24|50|3|VP|06/01/2017||VP|06/01/2017|VP|06/01/2017 12:22 pm||ACC||
BRUNSWICK|||049106971|R|6-2|1|24|50|3|TR|06/01/2017||MV|06/02/2017|MA|06/08/2017 10:30 am||ACC||
BRUNSWICK|||049106972|R|6-2|1|24|50|3|TR|06/01/2017||MV|06/01/2017|MA|06/08/2017 10:30 am||ACC||
BRUNSWICK|||047004082|D|4-2|1|24|49|3|VP|06/02/2017||VP|06/02/2017|VP|06/02/2017 12:02 pm||ACC||
BRUNSWICK|||049107003|R|2-2|1|24|50|3|VP|06/05/2017||VP|06/05/2017|VP|06/05/2017 10:13 am||ACC||
BRUNSWICK|||049304246|U|4-1|1|24|49|3|VP|06/05/2017||VP|06/05/2017|VP|06/05/2017 03:44 pm||ACC||
BRUNSWICK|||049103897|U|1-2|1|24|51|3|VP|06/07/2017||VP|06/07/2017|VP|06/07/2017 03:55 pm||ACC||
BRUNSWICK|||049107112|D|5-1|1|24|50|3|WV|04/19/2017||MV|05/09/2017||||REJ|BND|
BRUNSWICK|||100493551|U|6-2|1|24|49|3|ER|06/06/2017||MV|06/06/2017|IF|06/13/2017 04:27 pm||ACC||
BRUNSWICK|||049107173|R|7-2|1|24|49|3|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 11:53 am||ACC||
BRUNSWICK|||049107262|D|5-1|1|24|50|3|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 03:43 pm||ACC||
BRUNSWICK|||049107240|D|5-1|1|24|50|3|VP|05/26/2017||VP|05/26/2017|VP|05/26/2017 09:24 am||ACC||
BRUNSWICK|||049107246|G|5-2|1|24|50|3|WV|06/06/2017||IV|06/06/2017|DV|06/07/2017 02:20 pm||ACC||
BRUNSWICK|||049107251|U|5-2|1|24|50|3|TR|05/23/2017||MV|05/23/2017|MA|06/07/2017 10:16 am||ACC||
BRUNSWICK|||049107267|U|5-2|1|24|50|3|TR|05/08/2017||MV|05/09/2017|MA|06/01/2017 11:00 am||ACC||
BRUNSWICK|||017002138|G|5-2|1|24|50|3|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 11:56 am||ACC||
BRUNSWICK||O|049107318|U|1-2|1|24|50|3|UR|06/03/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||049107336|R|6-2|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 05:23 pm||ACC||
BRUNSWICK|||100507243|D|2-2|1|24|50|3|VP|05/19/2017||VP|05/19/2017|VP|05/19/2017 10:02 am||ACC||
BRUNSWICK|||034701214|U|4-1|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 11:00 am||ACC||
BRUNSWICK|||100082135|D|6-2|1|24|50|3|WV|04/10/2017||MV|05/09/2017|DV|05/30/2017 01:40 pm||ACC||
BRUNSWICK||O|100597498|D|6-2|1|24|50|3|UR|10/29/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK||O|100390212|D|6-2|1|24|50|3|UR|08/21/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK||O|040600639|U|6-2|1|24|49|3|UR|10/04/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK||O|100447510|D|6-2|1|24|50|3|UR|10/03/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||100270842|D|6-2|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 05:25 pm||ACC||
BRUNSWICK|||100411290|U|1-2|1|24|50|3|WV|06/06/2017||IV|06/06/2017|DV|06/12/2017 10:50 am||ACC||
BRUNSWICK||O|100114190|D|3-2|1|24|49|3|UR|09/26/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||100411291|U|1-2|1|24|50|3|WV|06/06/2017||IF|06/06/2017|IF|06/12/2017 10:55 am||ACC||
BRUNSWICK|||049107537|D|3-1|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 05:48 pm||ACC||
BRUNSWICK|||049107544|D|3-1|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 05:47 pm||ACC||
BRUNSWICK|||049107599|U|7-2|1|24|49|3|VP|06/01/2017||VP|06/01/2017|VP|06/01/2017 12:38 pm||ACC||
BRUNSWICK||O|100598697|D|2-2|1|24|50|3|UR|10/31/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK||O|100598709|D|2-2|1|24|50|3|UR|10/31/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||023300427|D|4-2|1|24|49|3|VP|06/05/2017||VP|06/05/2017|VP|06/05/2017 09:22 am||ACC||
BRUNSWICK|||023300429|U|4-2|1|24|49|3|VP|06/05/2017||VP|06/05/2017|VP|06/05/2017 09:23 am||ACC||
BRUNSWICK|||051503776|D|2-2|1|24|50|3|WV|05/19/2017||IV|05/19/2017|DV|05/30/2017 02:50 pm||ACC||
BRUNSWICK|||049107790|D|3-1|1|24|49|3|VP|06/05/2017||VP|06/05/2017|VP|06/05/2017 12:52 pm||ACC||
BRUNSWICK|||049107120|D|3-1|1|24|49|3|VP|06/05/2017||VP|06/05/2017|VP|06/05/2017 12:50 pm||ACC||
BRUNSWICK|||049107807|D|5-2|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 02:02 pm||ACC||
BRUNSWICK|||049107819|D|2-2|1|24|50|3|VP|06/07/2017||VP|06/07/2017|VP|06/07/2017 09:14 am||ACC||
BRUNSWICK|||049107822|R|2-2|1|24|50|3|VP|06/07/2017||VP|06/07/2017|VP|06/07/2017 09:13 am||ACC||
BRUNSWICK||S|100428392|R|3-1|1|24|49|3|UR|10/17/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||049107922|U|3-2|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 03:54 pm||ACC||
BRUNSWICK|||050407595|D|3-2|1|24|49|3|VP|06/06/2017||VP|06/06/2017|VP|06/06/2017 02:55 pm||ACC||
BRUNSWICK|||050407599|D|3-2|1|24|49|3|VP|06/06/2017||VP|06/06/2017|VP|06/06/2017 02:54 pm||ACC||
BRUNSWICK|||049107975|D|3-2|1|24|49|3|VP|05/25/2017||VP|05/25/2017|VP|05/25/2017 02:23 pm||ACC||
BRUNSWICK|||049107976|D|3-2|1|24|49|3|VP|05/25/2017||VP|05/25/2017|VP|05/25/2017 02:22 pm||ACC||
BRUNSWICK|||049108002|U|3-2|1|24|49|3|TR|04/05/2017||MV|05/09/2017|MA|06/02/2017 11:00 am||ACC||
BRUNSWICK|||049108003|R|3-2|1|24|49|3|TR|04/05/2017||MV|05/09/2017|MA|06/02/2017 11:00 am||ACC||
BRUNSWICK||O|100000512|R|5-2|1|24|50|3|UR|09/27/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK||O|100000513|R|5-2|1|24|50|3|UR|09/27/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||049108069|D|2-2|1|24|50|3|TR|05/04/2017||MV|05/09/2017|MA|05/30/2017 11:00 am||ACC||
BRUNSWICK|||049108072|R|6-2|1|24|49|3|TR|06/07/2017||MV|06/07/2017|DV|06/13/2017 09:47 am||ACC||
BRUNSWICK|||049108139|D|7-2|1|24|49|3|VP|06/01/2017||VP|06/01/2017|VP|06/01/2017 12:12 pm||ACC||
BRUNSWICK|||100303429|U|5-2|1|24|50|3|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 12:11 pm||ACC||
BRUNSWICK|||100447679|R|7-2|1|24|49|3|VP|05/30/2017||VP|05/30/2017|VP|05/30/2017 09:34 am||ACC||
BRUNSWICK||O|100535431|D|2-2|1|24|50|3|UR|10/01/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||100304144|D|5-2|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 09:07 am||ACC||
BRUNSWICK|||049108221|U|4-1|1|24|49|3|WV|06/05/2017||IF|06/05/2017|IF|06/06/2017 08:38 am||ACC||
BRUNSWICK|||049108225|U|4-1|1|24|49|3|VP|06/05/2017||VP|06/05/2017|VP|06/05/2017 11:13 am||ACC||
BRUNSWICK|||049108290|U|7-2|1|24|50|3|VP|06/07/2017||VP|06/07/2017|VP|06/07/2017 03:57 pm||ACC||
BRUNSWICK|||049502378|R|1-2|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 04:59 pm||ACC||
BRUNSWICK|||100375158|D|3-2|1|24|49|3|VP|06/07/2017||VP|06/07/2017|VP|06/07/2017 01:40 pm||ACC||
BRUNSWICK|||049108372|R|2-2|1|24|50|3|VP|05/30/2017||VP|05/30/2017|VP|05/30/2017 10:50 am||ACC||
BRUNSWICK||O|049108376|D|7-2|1|24|49|3|UR|05/30/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||049108415|D|3-2|1|24|49|3|WV|04/10/2017||MV|05/09/2017|DV|05/30/2017 02:00 pm||ACC||
BRUNSWICK|||049502434|D|2-2|1|24|50|3|VP|05/30/2017||VP|05/30/2017|VP|05/30/2017 03:23 pm||ACC||
BRUNSWICK|||049108473|D|2-1|1|24|49|3|VP|06/06/2017||VP|06/06/2017|VP|06/06/2017 09:39 am||ACC||
BRUNSWICK|||100029555|D|2-2|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 09:34 am||ACC||
BRUNSWICK|||100029669|D|2-2|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 09:33 am||ACC||
BRUNSWICK|||049108595|D|4-2|1|24|49|3|VP|06/02/2017||VP|06/02/2017|VP|06/02/2017 11:29 am||ACC||
BRUNSWICK|||000101936|U|6-2|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 03:43 pm||ACC||
BRUNSWICK|||050005847|R|2-2|1|24|50|3|VP|06/07/2017||VP|06/07/2017|VP|06/07/2017 08:52 am||ACC||
BRUNSWICK|||049629583|R|2-2|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 06:23 pm||ACC||
BRUNSWICK|||050003978|U|4-2|1|24|49|3|WV|06/08/2017||IV|06/08/2017|MA|06/14/2017 10:22 am||REJ|RAD|
BRUNSWICK||O|049108681|D|2-2|1|24|50|3|UR|10/13/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||049108684|U|3-2|1|24|49|3|VP|05/30/2017||VP|05/30/2017|VP|05/30/2017 04:14 pm||ACC||
BRUNSWICK|||100423179|D|7-2|1|24|49|3|VP|06/06/2017||VP|06/06/2017|VP|06/06/2017 02:22 pm||ACC||
BRUNSWICK||S|100586361|R|7-2|1|24|49|3|UR|10/13/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK||O|100421437|D|5-2|1|24|50|3|UR|08/02/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||049108797|D|2-2|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 03:12 pm||ACC||
BRUNSWICK|||049108798|U|2-2|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 03:11 pm||ACC||
BRUNSWICK|||049108828|U|5-2|1|24|50|3|VP|06/02/2017||VP|06/02/2017|VP|06/02/2017 10:10 am||ACC||
BRUNSWICK||O|049108836|D|4-2|1|24|49|3|UR|09/28/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK||O|049108839|D|4-2|1|24|49|3|UR|09/28/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||050004090|R|7-2|1|24|49|3|TR|05/18/2017||MV|05/18/2017|MA|05/30/2017 09:00 am||ACC||
BRUNSWICK|||100032726|U|5-1|1|24|50|3|WV|05/18/2017||IF|05/18/2017|IF|06/01/2017 10:53 am||ACC||
BRUNSWICK|||100028109|U|5-1|1|24|50|3|WV|05/18/2017||IV|05/18/2017|DV|06/01/2017 10:10 am||ACC||
BRUNSWICK|||100250022|U|4-2|1|24|49|3|VP|06/05/2017||VP|06/05/2017|VP|06/05/2017 01:15 pm||ACC||
BRUNSWICK|||100253730|D|4-2|1|24|49|3|VP|06/05/2017||VP|06/05/2017|VP|06/05/2017 01:14 pm||ACC||
BRUNSWICK|||049108873|D|7-2|1|24|49|3|WV|05/30/2017||IV|05/30/2017|DV|06/12/2017 10:30 am||ACC||
BRUNSWICK|||049108877|U|2-2|1|24|50|3|VP|06/02/2017||VP|06/02/2017|VP|06/02/2017 11:34 am||ACC||
BRUNSWICK||O|049109003|U|6-2|1|24|50|3|UR|10/31/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||049109014|D|3-2|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 03:41 pm||ACC||
BRUNSWICK|||049109015|D|3-2|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 03:40 pm||ACC||
BRUNSWICK|||049100340|U|1-2|1|24|50|3|ER|04/25/2017||MV|05/09/2017|MA|06/08/2017 10:30 am||ACC||
BRUNSWICK|||100217555|D|4-2|1|24|49|3|WV|04/26/2017||MV|05/09/2017||||REJ|BND|
BRUNSWICK|||049109132|U|2-2|1|24|50|3|WV|05/19/2017||IV|05/19/2017|MA|06/01/2017 11:00 am||ACC||
BRUNSWICK|||049109133|U|2-2|1|24|50|3|WV|05/19/2017||IF|05/19/2017|MA|06/01/2017 11:00 am||ACC||
BRUNSWICK|||049109148|U|3-1|1|24|49|3|TR|04/20/2017||MV|05/09/2017|MA|05/17/2017 11:00 am||ACC||
BRUNSWICK|||049616919|D|7-2|1|24|50|3|VP|06/07/2017||VP|06/07/2017|VP|06/07/2017 01:01 pm||ACC||
BRUNSWICK|||100325401|D|5-2|1|24|50|3|VP|06/06/2017||VP|06/06/2017|VP|06/06/2017 10:46 am||ACC||
BRUNSWICK|||048710690|D|3-2|1|24|49|3|VP|06/07/2017||VP|06/07/2017|VP|06/07/2017 02:46 pm||ACC||
BRUNSWICK||S|008504614|U|2-2|1|24|50|3|UR|08/19/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||100311510|D|2-2|1|24|50|3|TR|05/22/2017||MV|05/23/2017|MA|06/07/2017 10:45 am||ACC||
BRUNSWICK|||049109333|D|3-1|1|24|49|3|WV|06/01/2017||IF|06/01/2017||||REJ|BND|
BRUNSWICK|||049109335|R|3-1|1|24|49|3|VP|06/01/2017||VP|06/01/2017|VP|06/01/2017 10:57 am||ACC||
BRUNSWICK|||049109355|D|5-1|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 01:34 pm||ACC||
BRUNSWICK|||049109371|U|1-2|1|24|51|3|TR|04/03/2017||MV|05/09/2017|MA|05/30/2017 09:00 am||ACC||
BRUNSWICK|||049109388|R|2-2|1|24|50|3|VP|06/05/2017||VP|06/05/2017|VP|06/05/2017 10:14 am||ACC||
BRUNSWICK|||049109397|D|5-2|1|24|50|3|VP|06/07/2017||VP|06/07/2017|VP|06/07/2017 10:23 am||ACC||
BRUNSWICK|||050409036|R|7-2|1|24|49|3|ER|05/25/2017||MV|05/25/2017|MA|06/08/2017 10:30 am||ACC||
BRUNSWICK||O|100575837|U|1-2|1|24|50|3|UR|09/22/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK||O|049109401|R|1-2|1|24|50|3|UR|09/19/2016||MV|04/28/2017||||REJ|BND|
BRUNSWICK||O|100575835|U|1-2|1|24|50|3|UR|09/22/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||049109413|D|6-2|1|24|49|3|ER|06/01/2017||MV|06/01/2017|MA|06/14/2017 02:20 am||REJ|RAD|
BRUNSWICK||O|028201531|D|5-2|1|24|50|3|UR|09/27/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||100030051|D|5-2|1|24|50|3|ER|06/01/2017||MV|06/01/2017|DV|06/12/2017 01:17 pm||ACC||
BRUNSWICK|||049109430|D|5-1|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 11:39 am||ACC||
BRUNSWICK|||100066194|D|7-2|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 02:47 pm||ACC||
BRUNSWICK|||100066195|U|7-2|1|24|49|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 02:46 pm||ACC||
BRUNSWICK|||049109446|D|3-1|1|24|49|3|TR|06/01/2017||MV|06/01/2017|MA|06/08/2017 10:30 am||ACC||
BRUNSWICK|||049109452|D|2-1|1|24|50|3|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 02:04 pm||ACC||
BRUNSWICK|||051504597|R|7-2|1|24|49|3|VP|06/01/2017||VP|06/01/2017|VP|06/01/2017 10:55 am||ACC||
BRUNSWICK|||049109480|U|3-1|1|24|49|3|VP|06/05/2017||VP|06/05/2017|VP|06/05/2017 03:21 pm||ACC||
BRUNSWICK||S|100329290|D|6-2|1|24|49|3|UR|11/07/2016||EL|04/28/2017||||REJ|BND|
BRUNSWICK|||100211661|D|3-1|1|24|49|3|WV|05/08/2017||MV|05/09/2017|MA|06/07/2017 10:45 am||ACC||
BRUNSWICK|||050004407|U|3-1|1|24|49|3|WV|05/08/2017||MV|05/09/2017|MA|06/06/2017 11:00 am||ACC||
BRUNSWICK|||049109511|U|4-2|1|24|49|3|TR|06/06/2017||MV|06/06/2017|MA|06/09/2017 12:15 pm||ACC||
BRUNSWICK|||049109590|R|2-2|1|24|50|3|VP|06/06/2017||VP|06/06/2017|VP|06/06/2017 10:11 am||ACC||
BRUNSWICK|||049109591|U|2-2|1|24|50|3|VP|06/06/2017||VP|06/06/2017|VP|06/06/2017 10:12 am||ACC||
BRUNSWICK|||100369782|D|5-2|1|24|50|3|VP|06/08/2017||VP|06/08/2017|VP|06/08/2017 10:06 am||ACC||
BRUNSWICK|||100389931|R|3-2|1|24|49|3|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 02:15 pm||ACC||
BRUNSWICK|||100407133|R|3-2|1|24|49|3|VP|05/31/2017||VP|05/31/2017|VP|05/31/2017 02:14 pm||ACC||
BRUNSWICK||O|100448160|D|2-2|1|24|50|3|UR|09/11/2016||EL|04/28/2017||||REJ|BND|
