MUNICIPALITY|CH|DES|VOTER ID|P|W/P|CG|SS|SR|CC|REQTYPE|REQDATE|REQDEN|ISSTYPE|ISSDATE|RECTYPE|RECDATE|DUP|ACC OR REJ|REJRSN|
BANGOR|||051004523|D|1-1|2|9|127|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 11:20 am||ACC||
BANGOR|||051004525|D|1-1|2|9|127|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 11:20 am||ACC||
BANGOR|||051004526|D|1-1|2|9|125|1|VP|10/28/2019||VP|10/28/2019|VP|10/28/2019 10:17 am||ACC||
BANGOR|||051004580|D|1-1|2|9|127|1|TR|10/22/2019||MV|10/22/2019|MA|11/05/2019 10:30 am||ACC||
BANGOR|||051004589|U|1-1|2|9|125|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 12:13 pm||ACC||
BANGOR|||051101702|R|1-1|2|9|124|1|VP|10/21/2019||VP|10/21/2019|VP|10/21/2019 11:19 am||ACC||
BANGOR|||051004621|U|1-1|2|9|127|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 04:45 pm||ACC||
BANGOR|||100271065|D|1-1|2|9|126|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 02:28 pm||ACC||
BANGOR|||051004670|R|1-1|2|9|127|1|VP|10/21/2019||VP|10/21/2019|VP|10/21/2019 11:04 am||ACC||
BANGOR|||100380285|R|1-1|2|9|127|1|ER|10/21/2019||MV|10/21/2019|MA|10/28/2019 10:30 am||ACC||
BANGOR|||051004740|R|1-1|2|9|126|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 01:16 pm||ACC||
BANGOR|||051004741|R|1-1|2|9|126|1|VP|10/04/2019||VP|10/04/2019|VP|10/04/2019 01:41 pm||ACC||
BANGOR|||051004754|D|1-1|2|9|125|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 08:06 am||ACC||
BANGOR|||051018302|D|1-1|2|9|126|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 02:34 pm||ACC||
BANGOR|||100001369|R|1-1|2|9|126|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 02:35 pm||ACC||
BANGOR|||051004804|U|1-1|2|9|124|1|VP|10/28/2019||VP|10/28/2019|VP|10/28/2019 02:11 pm||ACC||
BANGOR|||051004813|D|1-1|2|9|127|1|TR|10/29/2019||MV|10/29/2019|MA|11/05/2019 10:30 am||ACC||
BANGOR|||051101793|D|1-1|2|9|124|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 02:41 pm||ACC||
BANGOR|||051004815|U|1-1|2|9|124|1|VP|10/28/2019||VP|10/28/2019|VP|10/28/2019 02:11 pm||ACC||
BANGOR|||051004894|D|1-1|2|9|124|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 10:45 am||ACC||
BANGOR|||030000771|D|1-1|2|9|127|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 02:20 pm||ACC||
BANGOR|||100677117|U|1-1|2|9|124|1|VP|10/16/2019||VP|10/16/2019|VP|10/16/2019 10:30 am||ACC||
BANGOR|||051004930|D|1-1|2|9|125|1|VP|10/28/2019||VP|10/28/2019|VP|10/28/2019 12:39 pm||ACC||
BANGOR|||029500866|G|1-1|2|9|127|1|TR|10/24/2019||MV|10/24/2019|MA|10/29/2019 10:30 am||ACC||
BANGOR|||051004949|D|1-1|2|9|127|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 04:54 pm||ACC||
BANGOR|||051004968|D|1-1|2|9|124|1|VP|10/23/2019||VP|10/23/2019|VP|10/23/2019 03:52 pm||ACC||
BANGOR|||051004985|R|1-1|2|9|127|1|VP|10/28/2019||VP|10/28/2019|VP|10/28/2019 10:43 am||ACC||
BANGOR|||051004992|D|1-1|2|9|124|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 10:12 am||ACC||
BANGOR|||051004998|R|1-1|2|9|127|1|VP|10/28/2019||VP|10/28/2019|VP|10/28/2019 10:44 am||ACC||
BANGOR|||051005004|D|1-1|2|9|125|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 03:15 pm||ACC||
BANGOR|||026200434|U|1-1|2|9|124|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 01:35 pm||ACC||
BANGOR|||046900711|D|1-1|2|9|126|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 08:08 am||ACC||
BANGOR|||051103094|U|1-1|2|9|124|1|ER|10/15/2019||MV|10/15/2019|MA|10/30/2019 10:30 am||ACC||
BANGOR|||051101878|U|1-1|2|9|124|1|ER|10/15/2019||MV|10/15/2019|MA|10/30/2019 10:30 am||ACC||
BANGOR|||051005094|R|1-1|2|9|124|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 04:01 pm||ACC||
BANGOR|||100595869|U|1-1|2|9|126|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 12:51 pm||ACC||
BANGOR|||013001178|R|1-1|2|9|126|1|TR|10/11/2019||MV|10/11/2019|MA|10/22/2019 10:56 am||ACC||
BANGOR|||013001180|R|1-1|2|9|126|1|TR|10/11/2019||MV|10/11/2019|MA|10/23/2019 11:30 am||ACC||
BANGOR|||026600144|U|1-1|2|9|127|1|VP|10/09/2019||VP|10/09/2019|VP|10/09/2019 11:10 am||ACC||
BANGOR|||003900977|D|1-1|2|9|124|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 04:52 pm||ACC||
BANGOR|||051017681|D|1-1|2|9|124|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 04:53 pm||ACC||
BANGOR|||100183690|U|1-1|2|9|126|1|ER|10/03/2019||MV|10/03/2019|MA|10/28/2019 10:30 am||ACC||
BANGOR|||051005208|R|1-1|2|9|125|1|TR|10/16/2019||MV|10/16/2019|MA|11/04/2019 10:30 am||ACC||
BANGOR|||051005210|R|1-1|2|9|125|1|TR|10/16/2019||MV|10/16/2019|MA|11/05/2019 10:30 am||ACC||
BANGOR|||014200447|D|1-1|2|9|124|1|ER|10/31/2019||MV|10/31/2019|DV|11/04/2019 02:45 pm||ACC||
BANGOR|||051005242|R|1-1|2|9|126|1|ER|10/18/2019||MV|10/18/2019|MA|10/24/2019 11:30 am||ACC||
BANGOR|||051005258|D|1-1|2|9|124|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 08:25 am||ACC||
BANGOR|||051005266|R|1-1|2|9|124|1|TR|10/30/2019||MV|10/30/2019|DV|11/05/2019 11:04 am||ACC||
BANGOR|||051005281|D|1-1|2|9|124|1|TR|10/31/2019||MV|10/31/2019||||||
BANGOR|||000600550|U|1-1|2|9|124|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 01:45 pm||ACC||
BANGOR|||030000826|U|1-1|2|9|126|1|ER|10/30/2019||MV|10/30/2019|MA|11/04/2019 10:30 am||ACC||
BANGOR|||051005386|D|1-1|2|9|127|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 04:36 pm||ACC||
BANGOR|||100000677|R|1-1|2|9|125|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 11:24 am||ACC||
BANGOR|||100000678|R|1-1|2|9|125|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 11:26 am||ACC||
BANGOR|||051005394|D|1-1|2|9|127|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 05:42 pm||ACC||
BANGOR|||100379457|D|1-1|2|9|127|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 11:27 am||ACC||
BANGOR|||051005407|D|1-1|2|9|124|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 10:10 am||ACC||
BANGOR|||051005408|R|1-1|2|9|124|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 10:10 am||ACC||
BANGOR|||051005425|D|1-1|2|9|124|1|ER|10/15/2019||MV|10/15/2019|DV|11/04/2019 08:00 am||ACC||
BANGOR|||100001299|R|1-1|2|9|125|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 09:17 am||ACC||
BANGOR|||030000849|U|1-1|2|9|126|1|TR|10/15/2019||MV|10/15/2019|MA|10/28/2019 10:30 am||ACC||
BANGOR|||051005546|D|1-1|2|9|125|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 10:46 am||ACC||
BANGOR|||051005547|D|1-1|2|9|125|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 08:33 am||ACC||
BANGOR|||051005550|U|1-1|2|9|126|1|ER|10/31/2019||MV|10/31/2019||||||
BANGOR|||100698213|D|1-1|2|9|125|1|TR|10/08/2019||MV|10/08/2019|MA|10/31/2019 10:30 am||ACC||
BANGOR|||023700692|D|1-1|2|9|124|1|VP|10/16/2019||VP|10/16/2019|VP|10/16/2019 10:47 am||ACC||
BANGOR|||100066562|U|1-1|2|9|125|1|WV|10/23/2019||IV|10/23/2019||||||
BANGOR|||051005603|U|1-1|2|9|127|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 03:56 pm||ACC||
BANGOR||O|051005604|D|1-1|2|9|125|1|UR|10/16/2018||MV|09/20/2019|MA|10/07/2019 08:00 am||ACC||
BANGOR|||051005634|D|1-1|2|9|125|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 03:52 pm||ACC||
BANGOR|||051005639|R|1-1|2|9|125|1|WV|10/23/2019||IV|10/23/2019|DV|11/05/2019 08:43 am||ACC||
BANGOR|||051005647|D|1-1|2|9|125|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 08:04 am||ACC||
BANGOR|||051005651|R|1-1|2|9|127|1|VP|10/24/2019||VP|10/24/2019|VP|10/24/2019 02:51 pm||ACC||
BANGOR|||051005653|D|1-1|2|9|124|1|ER|10/28/2019||MV|10/28/2019|MA|11/01/2019 10:30 am||ACC||
BANGOR|||051005675|R|1-1|2|9|126|1|TR|10/18/2019||MV|10/18/2019|MA|10/23/2019 11:30 am||ACC||
BANGOR|||051005688|D|1-1|2|9|127|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 03:19 pm||ACC||
BANGOR|||051005694|R|1-1|2|9|127|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 03:19 pm||ACC||
BANGOR|||051005750|D|1-1|2|9|124|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 08:10 am||ACC||
BANGOR|||051005756|U|1-1|2|9|126|1|ER|10/30/2019||MV|10/30/2019|MA|11/04/2019 10:30 am||ACC||
BANGOR|||100086799|D|1-1|2|9|126|1|ER|10/30/2019||MV|10/30/2019|MA|11/04/2019 10:30 am||ACC||
BANGOR|||051005791|R|1-1|2|9|127|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 02:02 pm||ACC||
BANGOR|||051005792|R|1-1|2|9|127|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 02:02 pm||ACC||
BANGOR|||051005804|D|1-1|2|9|124|1|VP|10/16/2019||VP|10/16/2019|VP|10/16/2019 10:20 am||ACC||
BANGOR|||034500237|D|1-1|2|9|127|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 03:36 pm||ACC||
BANGOR|||051005823|R|1-1|2|9|124|1|TR|10/29/2019||MV|10/29/2019|MA|11/04/2019 10:30 am||ACC||
BANGOR|||051005864|R|1-1|2|9|127|1|VP|10/28/2019||VP|10/28/2019|VP|10/28/2019 12:01 pm||ACC||
BANGOR|||051005861|U|1-1|2|9|127|1|VP|10/28/2019||VP|10/28/2019|VP|10/28/2019 12:02 pm||ACC||
BANGOR|||014200496|D|1-1|2|9|124|1|ER|10/28/2019||MV|10/28/2019|MA|11/01/2019 10:30 am||ACC||
BANGOR|||100138042|D|1-1|2|9|127|1|ER|10/25/2019||MV|10/25/2019|DV|11/05/2019 12:05 pm||ACC||
BANGOR|||051005903|D|1-1|2|9|127|1|VP|10/28/2019||VP|10/28/2019|VP|10/28/2019 09:32 am||ACC||
BANGOR|||051005921|U|1-1|2|9|125|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 09:51 am||ACC||
BANGOR|||100694652|D|1-1|2|9|125|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 12:22 pm||ACC||
BANGOR|||051005935|U|1-1|2|9|124|1|ER|10/28/2019||MV|10/28/2019||||||
BANGOR|||051005947|U|1-1|2|9|127|1|VP|10/24/2019||VP|10/24/2019|VP|10/24/2019 01:02 pm||ACC||
BANGOR|||051005957|R|1-1|2|9|124|1|VP|10/16/2019||VP|10/16/2019|VP|10/16/2019 09:45 am||ACC||
BANGOR|||051005986|G|1-1|2|9|126|1|ER|10/15/2019||MV|10/15/2019|DV|10/28/2019 08:16 am||ACC||
BANGOR||S|100534810|U|1-1|2|9|124|1|UR|09/10/2018||MV|09/20/2019||||||
BANGOR|||100356988|G|1-1|2|9|124|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 05:42 pm||ACC||
BANGOR|||037300947|D|1-1|2|9|126|1|VP|10/10/2019||VP|10/10/2019|VP|10/10/2019 02:10 pm||ACC||
BANGOR|||005100206|R|1-1|2|9|125|1|VP|10/22/2019||VP|10/22/2019|VP|10/22/2019 12:01 pm||ACC||
BANGOR|||100694672|R|1-1|2|9|125|1|WV|10/15/2019||IV|10/15/2019|DV|11/04/2019 09:55 am||ACC||
BANGOR|||005100208|R|1-1|2|9|125|1|VP|10/22/2019||VP|10/22/2019|VP|10/22/2019 11:59 am||ACC||
BANGOR|||051201592|D|1-1|2|9|125|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 05:15 pm||ACC||
BANGOR|||100611359|D|1-1|2|9|126|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 12:38 pm||ACC||
BANGOR|||051006113|U|1-1|2|9|125|1|TR|10/31/2019||MV|10/31/2019|IF|11/04/2019 11:20 am||ACC||
BANGOR|||051006115|U|1-1|2|9|125|1|TR|10/31/2019||MV|10/31/2019|DV|11/04/2019 11:20 am||ACC||
BANGOR|||051006120|R|1-1|2|9|125|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 10:08 am||ACC||
BANGOR|||100696679|D|1-1|2|9|124|1|ER|10/28/2019||MV|10/28/2019|MA|11/04/2019 10:30 am||ACC||
BANGOR|||051006168|D|1-1|2|9|125|1|WV|10/28/2019||IV|10/28/2019|DV|11/05/2019 01:30 pm||ACC||
BANGOR|||005600242|D|1-1|2|9|126|1|WV|10/28/2019||IF|10/28/2019|IF|11/05/2019 01:30 pm||ACC||
BANGOR|||027000241|D|1-1|2|9|124|1|VP|10/16/2019||VP|10/16/2019|VP|10/16/2019 10:16 am||ACC||
BANGOR|||100574000|U|1-1|2|9|126|1|ER|10/31/2019||MV|10/31/2019||||||
BANGOR|||051006200|D|1-1|2|9|125|1|VP|10/23/2019||VP|10/23/2019|VP|10/23/2019 10:41 am||ACC||
BANGOR|||051006201|D|1-1|2|9|125|1|VP|10/23/2019||VP|10/23/2019|VP|10/23/2019 10:40 am||ACC||
BANGOR|||051006207|D|1-1|2|9|126|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 10:19 am||ACC||
BANGOR|||100744216|R|1-1|2|9|125|1|VP|10/28/2019||VP|10/28/2019|VP|10/28/2019 04:10 pm||ACC||
BANGOR|||027901142|D|1-1|2|9|125|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 05:09 pm||ACC||
BANGOR|||051006258|D|1-1|2|9|125|1|TR|09/30/2019||MV|10/03/2019|MA|10/21/2019 11:30 am||ACC||
BANGOR|||051006297|D|1-1|2|9|126|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 02:52 pm||ACC||
BANGOR||O|100298594|D|1-1|2|9|124|1|UR|10/10/2018||EL|09/19/2019||||||
BANGOR|||051006298|D|1-1|2|9|125|1|VP|10/28/2019||VP|10/28/2019|VP|10/28/2019 01:04 pm||ACC||
BANGOR||O|100306684|U|1-1|2|9|125|1|UR|10/06/2018||EL|09/19/2019||||||
BANGOR||O|100447585|U|1-1|2|9|125|1|UR|10/25/2018||EL|09/19/2019||||||
BANGOR|||051006328|R|1-1|2|9|127|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 08:24 am||ACC||
BANGOR|||051006330|R|1-1|2|9|127|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 08:22 am||ACC||
BANGOR|||100111204|R|1-1|2|9|126|1|WV|09/27/2019||MV|10/03/2019||||||
BANGOR|||051006381|D|1-1|2|9|125|1|VP|10/08/2019||VP|10/08/2019|VP|10/08/2019 10:04 am||ACC||
BANGOR|||051006383|D|1-1|2|9|125|1|VP|10/10/2019||VP|10/10/2019|VP|10/10/2019 12:24 pm||ACC||
BANGOR|||051006421|U|1-1|2|9|126|1|VP|10/10/2019||VP|10/10/2019|VP|10/10/2019 10:25 am||ACC||
BANGOR|||051006422|U|1-1|2|9|126|1|VP|10/10/2019||VP|10/10/2019|VP|10/10/2019 10:27 am||ACC||
BANGOR|||100663234|D|1-1|2|9|127|1|VP|10/09/2019||VP|10/09/2019|VP|10/09/2019 11:21 am||ACC||
BANGOR|||100739535|R|1-1|2|9|125|1|ER|10/18/2019||MV|10/18/2019|MA|10/30/2019 10:30 am||ACC||
BANGOR|||100738494|R|1-1|2|9|125|1|ER|10/18/2019||MV|10/18/2019|MA|10/30/2019 10:30 am||ACC||
BANGOR|||051006434|R|1-1|2|9|125|1|ER|10/21/2019||MV|10/21/2019|MA|10/25/2019 11:30 am||ACC||
BANGOR|||051006435|R|1-1|2|9|125|1|ER|10/22/2019||MV|10/22/2019|MA|10/28/2019 10:30 am||ACC||
BANGOR||S|100094181|R|1-1|2|9|124|1|UR|10/10/2018||MV|09/20/2019||||||
BANGOR|||051006496|D|1-1|2|9|125|1|ER|10/07/2019||MV|10/07/2019|MA|10/22/2019 10:56 am||ACC||
BANGOR|||026900755|D|1-1|2|9|125|1|VP|10/11/2019||VP|10/11/2019|VP|10/11/2019 12:17 pm||ACC||
BANGOR|||100161967|U|1-1|2|9|124|1|WV|10/29/2019||IV|10/29/2019|DV|11/04/2019 12:00 pm||ACC||
BANGOR|||049002687|U|1-1|2|9|124|1|WV|10/29/2019||IF|10/29/2019|IF|11/04/2019 12:00 pm||ACC||
BANGOR|||100709438|D|1-1|2|9|127|1|ER|10/28/2019||MV|10/28/2019||||||
BANGOR|||051006544|U|1-1|2|9|126|1|VP|10/15/2019||VP|10/15/2019|VP|10/15/2019 04:06 pm||ACC||
BANGOR|||051006561|U|1-1|2|9|124|1|WV|10/25/2019||IV|10/25/2019|DV|11/04/2019 10:13 am||ACC||
BANGOR|||051006562|R|1-1|2|9|124|1|WV|10/25/2019||IF|10/25/2019|IF|11/04/2019 10:13 am||ACC||
BANGOR||S|100743474|U|1-1|2|9|124|1|WV|10/17/2019||MV|10/17/2019||||||
BANGOR|||051015785|R|1-1|2|9|126|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 08:29 am||ACC||
BANGOR|||100743715|D|1-1|2|9|126|1|VP|10/22/2019||VP|10/22/2019|VP|10/22/2019 09:33 am||ACC||
BANGOR|||051001383|U|1-1|2|9|125|1|VP|10/07/2019||VP|10/07/2019|VP|10/07/2019 02:42 pm||ACC||
BANGOR|||100383550|R|1-1|2|9|124|1|ER|10/15/2019||MV|10/15/2019|MA|10/28/2019 10:30 am||ACC||
BANGOR|||027300511|R|1-1|2|9|124|1|ER|10/15/2019||MV|10/15/2019|MA|10/28/2019 10:30 am||ACC||
BANGOR||O|100054734|D|1-1|2|9|125|1|UR|09/29/2018||EL|09/19/2019||||||
BANGOR|||051006780|D|1-1|2|9|124|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 10:19 am||ACC||
BANGOR|||051006783|R|1-1|2|9|124|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 10:19 am||ACC||
BANGOR|||051006794|U|1-1|2|9|125|1|ER|10/31/2019||MV|10/31/2019|MA|11/04/2019 10:30 am||ACC||
BANGOR|||100680891|D|1-1|2|9|125|1|ER|09/23/2019||MV|10/03/2019|MA|10/25/2019 11:30 am||ACC||
BANGOR|||051006852|U|1-1|2|9|124|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 02:30 pm||ACC||
BANGOR|||051006857|U|1-1|2|9|124|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 02:31 pm||ACC||
BANGOR|||100734492|D|1-1|2|9|125|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 03:50 pm||ACC||
BANGOR|||009605023|D|1-1|2|9|127|1|WV|10/15/2019||MV|10/15/2019|MA|10/21/2019 11:30 am||ACC||
BANGOR|||051006901|D|1-1|2|9|127|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 02:51 pm||ACC||
BANGOR|||051006902|D|1-1|2|9|127|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 02:51 pm||ACC||
BANGOR|||051006937|U|1-1|2|9|124|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 12:41 pm||ACC||
BANGOR||O|100553270|D|1-1|2|9|124|1|UR|10/22/2018||EL|09/19/2019||||||
BANGOR|||051006943|D|1-1|2|9|124|1|WV|10/31/2019||IF|10/31/2019||||||
BANGOR|||100000992|R|1-1|2|9|124|1|VP|10/21/2019||VP|10/21/2019|VP|10/21/2019 01:37 pm||ACC||
BANGOR|||100196524|D|1-1|2|9|127|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 12:32 pm||ACC||
BANGOR|||100197141|D|1-1|2|9|127|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 12:45 pm||ACC||
BANGOR|||051007009|R|1-1|2|9|127|1|WV|10/31/2019||IF|10/31/2019|IF|11/04/2019 12:27 pm||ACC||
BANGOR|||100321556|D|1-1|2|9|125|1|VP|10/18/2019||VP|10/18/2019|VP|10/18/2019 10:30 am||ACC||
BANGOR|||051007041|D|1-1|2|9|124|1|TR|10/24/2019||MV|10/24/2019|MA|10/30/2019 10:30 am||ACC||
BANGOR|||051007061|R|1-1|2|9|126|1|TR|10/29/2019||MV|10/29/2019|MA|11/04/2019 10:30 am||ACC||
BANGOR|||100336310|D|1-1|2|9|126|1|ER|10/31/2019||MV|10/31/2019||||||
BANGOR|||100694467|R|1-1|2|9|127|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 04:01 pm||ACC||
BANGOR|||051007067|R|1-1|2|9|127|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 04:00 pm||ACC||
BANGOR|||051007070|D|1-1|2|9|127|1|ER|10/31/2019||MV|10/31/2019||||||
BANGOR|||100501770|R|1-1|2|9|127|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 04:00 pm||ACC||
BANGOR|||040201044|U|1-1|2|9|126|1|VP|10/18/2019||VP|10/18/2019|VP|10/18/2019 01:24 pm||ACC||
BANGOR|||051007160|U|1-1|2|9|125|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 05:24 pm||ACC||
BANGOR|||051007173|D|1-1|2|9|126|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 08:23 am||ACC||
BANGOR|||051007193|D|1-1|2|9|125|1|TR|10/15/2019||MV|10/15/2019|MA|10/21/2019 11:30 am||ACC||
BANGOR|||100339571|R|1-1|2|9|127|1|ER|10/31/2019||MV|10/31/2019|DV|11/05/2019 11:32 am||ACC||
BANGOR|||100077045|D|1-1|2|9|124|1|ER|10/15/2019||MV|10/15/2019|MA|10/30/2019 10:30 am||ACC||
BANGOR|||100568310|U|1-1|2|9|125|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 05:12 pm||ACC||
BANGOR|||027901036|R|1-1|2|9|125|1|VP|10/18/2019||VP|10/18/2019|VP|10/18/2019 09:40 am||ACC||
BANGOR|||051007274|D|1-1|2|9|125|1|TR|10/18/2019||MV|10/18/2019|MA|10/25/2019 11:30 am||ACC||
BANGOR||O|100003592|D|1-1|2|9|126|1|UR|10/22/2018||MV|09/20/2019||||REJ|OTH|
BANGOR|||100003592|D|1-1|2|9|126|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 03:56 pm|2|ACC||
BANGOR||O|100047287|U|1-1|2|9|126|1|UR|09/24/2018||MV|09/20/2019||||||
BANGOR|||051007282|D|1-1|2|9|126|1|WV|10/10/2019||IV|10/10/2019|DV|10/31/2019 03:15 pm||ACC||
BANGOR|||051007289|R|1-1|2|9|124|1|VP|10/21/2019||VP|10/21/2019|VP|10/21/2019 02:56 pm||ACC||
BANGOR|||051007294|R|1-1|2|9|124|1|VP|10/21/2019||VP|10/21/2019|VP|10/21/2019 02:56 pm||ACC||
BANGOR|||051007296|U|1-1|2|9|124|1|ER|10/07/2019||MV|10/07/2019|MA|10/23/2019 11:30 am||ACC||
BANGOR|||028200817|U|1-1|2|9|124|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 03:23 pm||ACC||
BANGOR|||028200818|U|1-1|2|9|124|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 03:23 pm||ACC||
BANGOR|||051007320|U|1-1|2|9|124|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 01:28 pm||ACC||
BANGOR|||051007322|U|1-1|2|9|124|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 01:28 pm||ACC||
BANGOR||O|100519170|D|1-1|2|9|125|1|UR|10/07/2018||EL|09/19/2019||||||
BANGOR|||051007358|D|1-1|2|9|125|1|VP|10/16/2019||VP|10/16/2019|VP|10/16/2019 09:47 am||ACC||
BANGOR|||051007362|D|1-1|2|9|127|1|VP|10/30/2019||VP|10/30/2019|VP|10/30/2019 05:31 pm||ACC||
BANGOR|||051007367|D|1-1|2|9|127|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 03:44 pm||ACC||
BANGOR|||051007368|U|1-1|2|9|127|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 03:44 pm||ACC||
BANGOR|||051007423|D|1-1|2|9|126|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 03:47 pm||ACC||
BANGOR|||051007425|D|1-1|2|9|126|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 03:47 pm||ACC||
BANGOR|||100100857|R|1-1|2|9|124|1|VP|10/16/2019||VP|10/16/2019|VP|10/16/2019 11:09 am||ACC||
BANGOR|||100602476|D|1-1|2|9|125|1|VP|10/31/2019||VP|10/31/2019|VP|10/31/2019 02:44 pm||ACC||
BANGOR|||051007471|U|1-1|2|9|127|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 02:37 pm||ACC||
BANGOR||S|100614046|U|1-1|2|9|125|1|UR|10/14/2018||EL|09/19/2019||||||
BANGOR|||100549142|U|1-1|2|9|125|1|WV|10/10/2019||IV|10/10/2019|MA|10/15/2019 11:00 am||ACC||
BANGOR|||051007516|D|1-1|2|9|127|1|ER|10/31/2019||MV|10/31/2019||||||
BANGOR|||051007523|D|1-1|2|9|127|1|ER|10/31/2019||MV|10/31/2019||||||
BANGOR|||041100418|R|1-1|2|9|126|1|WV|10/21/2019||IF|10/21/2019|IF|10/24/2019 02:19 pm||ACC||
BANGOR|||051007609|D|1-1|2|9|124|1|VP|10/15/2019||VP|10/15/2019|VP|10/15/2019 02:10 pm||ACC||
BANGOR||O|051007610|R|1-1|2|9|127|1|WV|09/13/2018||MV|09/20/2019||||REJ|OTH|
BANGOR|||051007610|R|1-1|2|9|127|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 12:00 pm|2|ACC||
BANGOR|||051007612|D|1-1|2|9|127|1|VP|10/29/2019||VP|10/29/2019|VP|10/29/2019 11:41 am||ACC||
