MUNICIPALITY|CH|DES|VOTER ID|P|W/P|CG|SS|SR|CC|REQTYPE|REQDATE|REQDEN|ISSTYPE|ISSDATE|RECTYPE|RECDATE|DUP|ACC OR REJ|REJRSN|
BIDDEFORD|||100067562|R|5-1|1|32|11|2|TR|04/07/2016||MV|05/16/2016|MA|05/24/2016 10:20 am||ACC||
BIDDEFORD|||100005284|D|4-1|1|32|12|2|WV|04/19/2016||MV|05/16/2016|MA|06/02/2016 09:30 am||ACC||
BIDDEFORD|||051900220|D|3-1|1|32|11|2|WV|04/11/2016||MV|05/16/2016|DV|05/24/2016 11:15 am||ACC||
BIDDEFORD|||051900223|D|3-1|1|32|11|2|WV|04/11/2016||MV|05/16/2016|DV|05/24/2016 11:15 am||ACC||
BIDDEFORD|||051900225|D|3-1|1|32|12|2|WV|04/11/2016||MV|05/16/2016|IF|06/13/2016 11:05 am||ACC||
BIDDEFORD|||051900226|D|3-1|1|32|12|2|WV|04/11/2016||MV|05/16/2016|DV|06/13/2016 11:05 am||ACC||
BIDDEFORD|||051900250|D|3-1|1|32|11|2|ER|04/13/2016||MV|05/16/2016|MA|06/02/2016 09:30 am||ACC||
BIDDEFORD|||051900253|D|3-1|1|32|11|2|ER|04/13/2016||MV|05/16/2016|MA|06/02/2016 09:30 am||ACC||
BIDDEFORD|||051900291|D|6-1|1|32|11|2|WV|04/22/2016||MV|05/16/2016|DV|06/06/2016 03:49 pm||ACC||
BIDDEFORD|||051900369|R|3-1|1|32|11|2|TR|04/14/2016||MV|05/16/2016|DV|06/02/2016 10:15 am||ACC||
BIDDEFORD|||047100088|D|2-1|1|32|11|2|VP|05/18/2016||VP|05/18/2016|VP|05/18/2016 02:22 pm||ACC||
BIDDEFORD|||051900376|R|7-1|1|32|11|2|WV|04/15/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051900386|D|4-1|1|32|11|2|WV|06/06/2016||IV|06/06/2016|MA|06/13/2016 11:30 am||ACC||
BIDDEFORD|||051900406|D|7-1|1|32|11|2|VP|06/08/2016||VP|06/08/2016|VP|06/08/2016 02:41 pm||ACC||
BIDDEFORD|||051900470|D|1-1|1|32|9|2|WV|05/26/2016||IV|05/26/2016|DV|06/02/2016 02:55 pm||ACC||
BIDDEFORD|||051900522|D|4-1|1|32|12|2|WV|04/15/2016||MV|05/16/2016|DV|06/10/2016 12:15 pm||ACC||
BIDDEFORD|||051900536|D|1-1|1|32|9|2|WV|04/12/2016||MV|05/16/2016|MA|05/25/2016 10:20 am||ACC||
BIDDEFORD|||051900542|D|5-1|1|32|12|2|TR|04/08/2016||MV|05/16/2016|MA|05/25/2016 10:20 am||ACC||
BIDDEFORD|||051900561|D|4-1|1|32|11|2|WV|04/11/2016||MV|05/16/2016|DV|05/23/2016 01:03 pm||ACC||
BIDDEFORD|||051900563|D|4-1|1|32|11|2|WV|04/11/2016||MV|05/16/2016|IF|05/23/2016 01:03 pm||ACC||
BIDDEFORD|||052100530|D|7-1|1|32|11|2|TR|05/26/2016||MV|05/26/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||051900605|D|1-1|1|32|9|2|WV|06/07/2016||IV|06/07/2016|DV|06/08/2016 09:37 am||ACC||
BIDDEFORD|||051900623|D|1-1|1|32|9|2|WV|06/07/2016||IF|06/07/2016|IF|06/08/2016 09:36 am||ACC||
BIDDEFORD|||100307109|D|7-1|1|32|11|2|WV|06/01/2016||IF|06/01/2016|IF|06/06/2016 03:15 pm||ACC||
BIDDEFORD|||051900636|D|3-1|1|32|11|2|ER|04/08/2016||MV|05/16/2016|MA|05/20/2016 10:00 am||ACC||
BIDDEFORD|||051900673|D|5-1|1|32|12|2|WV|04/13/2016||MV|05/16/2016|DV|05/20/2016 01:07 pm||ACC||
BIDDEFORD|||051900691|D|3-1|1|32|9|2|ER|04/27/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051900768|D|6-1|1|32|11|2|WV|04/11/2016||MV|05/16/2016|DV|05/31/2016 10:38 am||ACC||
BIDDEFORD|||051900770|D|6-1|1|32|11|2|WV|04/11/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051900812|D|7-1|1|32|11|2|WV|06/08/2016||IV|06/08/2016|DV|06/10/2016 09:20 am||ACC||
BIDDEFORD|||051900824|D|4-1|1|32|12|2|TR|05/04/2016||MV|05/16/2016|MA|05/31/2016 09:30 am||ACC||
BIDDEFORD|||051900835|D|4-1|1|32|12|2|TR|05/03/2016||MV|05/16/2016|MA|05/31/2016 09:30 am||ACC||
BIDDEFORD|||051900916|D|3-1|1|32|9|2|WV|05/27/2016||IF|05/27/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||051900919|D|3-1|1|32|9|2|WV|05/27/2016||IV|05/27/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||051900920|D|1-1|1|32|9|2|ER|06/02/2016||MV|06/02/2016|IF|06/07/2016 09:14 am||ACC||
BIDDEFORD|||046200173|D|2-1|1|32|11|2|VP|05/18/2016||VP|05/18/2016|VP|05/18/2016 02:23 pm||ACC||
BIDDEFORD|||051901122|D|4-1|1|32|11|2|WV|04/11/2016||MV|05/16/2016|IF|05/23/2016 08:29 am||ACC||
BIDDEFORD|||051901123|D|4-1|1|32|11|2|WV|04/11/2016||MV|05/16/2016|DV|05/23/2016 08:29 am||ACC||
BIDDEFORD|||051901151|D|3-1|1|32|11|2|WV|04/19/2016||MV|05/16/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||051901154|D|3-1|1|32|11|2|WV|04/19/2016||MV|05/16/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||051901182|D|2-1|1|32|11|2|VP|05/18/2016||VP|05/18/2016|VP|05/18/2016 02:26 pm||ACC||
BIDDEFORD|||051901201|D|4-1|1|32|12|2|TR|06/08/2016||MV|06/08/2016|MA|06/15/2016 09:00 am||REJ|RAD|
BIDDEFORD|||051901237|D|1-1|1|32|9|2|WV|05/17/2016||IF|05/17/2016|MA|06/02/2016 09:30 am||ACC||
BIDDEFORD|||051901240|D|1-1|1|32|9|2|WV|05/17/2016||IV|05/17/2016|MA|06/02/2016 09:30 am||ACC||
BIDDEFORD|||051901259|D|2-1|1|32|11|2|WV|04/13/2016||MV|05/16/2016|MA|05/25/2016 10:20 am||ACC||
BIDDEFORD|||051901262|D|2-1|1|32|12|2|WV|04/11/2016||MV|05/16/2016|IF|05/31/2016 11:22 am||ACC||
BIDDEFORD|||051901265|D|4-1|1|32|11|2|WV|04/19/2016||MV|05/16/2016|DV|06/02/2016 02:21 pm||ACC||
BIDDEFORD|||051901283|D|3-1|1|32|9|2|ER|04/22/2016||MV|05/16/2016|MA|06/03/2016 10:40 am||ACC||
BIDDEFORD|||051901284|D|3-1|1|32|11|2|TR|06/01/2016||MV|06/01/2016|MA|06/08/2016 09:20 am||ACC||
BIDDEFORD|||051901286|D|2-1|1|32|12|2|WV|04/11/2016||MV|05/16/2016|DV|05/31/2016 11:22 am||ACC||
BIDDEFORD|||051901288|D|4-1|1|32|11|2|WV|04/19/2016||MV|05/16/2016|IF|06/02/2016 02:21 pm||ACC||
BIDDEFORD|||051901299|D|3-1|1|32|9|2|ER|04/22/2016||MV|05/16/2016|MA|06/03/2016 10:40 am||ACC||
BIDDEFORD|||051901320|D|3-1|1|32|11|2|TR|06/01/2016||MV|06/01/2016|MA|06/09/2016 10:30 am||ACC||
BIDDEFORD|||051901339|D|1-1|1|32|9|2|VP|06/09/2016||VP|06/09/2016|VP|06/09/2016 09:57 am||ACC||
BIDDEFORD|||051901417|D|4-1|1|32|11|2|VP|06/07/2016||VP|06/07/2016|VP|06/07/2016 02:17 pm||ACC||
BIDDEFORD|||051901431|D|1-1|1|32|9|2|VP|05/27/2016||VP|05/27/2016|VP|05/27/2016 10:57 am||ACC||
BIDDEFORD|||051901432|D|4-1|1|32|12|2|VP|06/07/2016||VP|06/07/2016|VP|06/07/2016 01:04 pm||ACC||
BIDDEFORD|||051901445|D|6-1|1|32|11|2|WV|04/14/2016||MV|05/16/2016|DV|05/24/2016 09:52 am||ACC||
BIDDEFORD|||051901472|D|4-1|1|32|12|2|WV|04/11/2016||MV|05/16/2016|DV|06/10/2016 10:28 am||ACC||
BIDDEFORD|||051901497|R|1-1|1|32|9|2|WV|04/15/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051901503|R|1-1|1|32|9|2|WV|04/15/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||052201471|R|2-1|1|32|11|2|VP|05/18/2016||VP|05/18/2016|VP|05/18/2016 02:27 pm||ACC||
BIDDEFORD|||051901554|R|7-1|1|32|11|2|WV|05/23/2016||MV|05/23/2016|MA|05/27/2016 09:20 am||ACC||
BIDDEFORD|||051901583|D|3-1|1|32|11|2|WV|04/13/2016||MV|05/16/2016|MA|05/25/2016 10:20 am||ACC||
BIDDEFORD|||051901585|D|4-1|1|32|12|2|VP|06/07/2016||VP|06/07/2016|VP|06/07/2016 01:07 pm||ACC||
BIDDEFORD|||100201611|D|3-1|1|32|11|2|WV|04/13/2016||MV|05/16/2016|MA|05/25/2016 10:20 am||ACC||
BIDDEFORD|||100189840|D|2-1|1|32|11|2|TR|04/19/2016||MV|05/16/2016|MA|05/26/2016 10:00 am||ACC||
BIDDEFORD|||051901650|D|7-1|1|32|11|2|WV|04/11/2016||MV|05/16/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||051901651|D|7-1|1|32|11|2|WV|04/11/2016||MV|05/16/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||051901654|D|3-1|1|32|11|2|TR|04/26/2016||MV|05/16/2016||||REJ|BND|
BIDDEFORD|||046500643|R|4-1|1|32|12|2|TR|05/31/2016||MV|05/31/2016|MA|06/09/2016 10:30 am||ACC||
BIDDEFORD||S|100161811|R|1-1|1|32|9|2|WV|05/13/2016||MV|05/13/2016||||REJ|BND|
BIDDEFORD|||051901901|D|7-1|1|32|11|2|VP|05/23/2016||VP|05/23/2016|VP|05/23/2016 09:23 am||ACC||
BIDDEFORD|||051901943|D|4-1|1|32|11|2|WV|05/27/2016||IV|05/27/2016|DV|05/27/2016 02:58 pm||ACC||
BIDDEFORD|||051901944|D|4-1|1|32|11|2|WV|05/27/2016||IF|05/27/2016|DV|06/01/2016 10:26 am||ACC||
BIDDEFORD|||051901956|D|3-1|1|32|12|2|WV|04/11/2016||MV|05/16/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||051902020|D|5-1|1|32|12|2|TR|04/07/2016||MV|05/16/2016|MA|05/31/2016 09:30 am||ACC||
BIDDEFORD|||051902036|D|2-1|1|32|11|2|WV|04/13/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||100299909|D|4-1|1|32|12|2|WV|04/21/2016||MV|05/16/2016|MA|05/27/2016 09:20 am||ACC||
BIDDEFORD|||051902039|D|2-1|1|32|11|2|WV|04/13/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051902046|D|4-1|1|32|11|2|VP|05/24/2016||VP|05/24/2016|VP|05/24/2016 10:08 am||ACC||
BIDDEFORD|||051902047|D|4-1|1|32|11|2|WV|05/24/2016||IF|05/24/2016|IF|05/31/2016 10:33 am||ACC||
BIDDEFORD|||051902128|D|7-1|1|32|11|2|WV|05/11/2016||MV|05/16/2016|IF|05/25/2016 10:51 am||ACC||
BIDDEFORD|||051902129|D|7-1|1|32|11|2|WV|05/11/2016||MV|05/16/2016|DV|05/25/2016 10:51 am||ACC||
BIDDEFORD|||051902160|D|7-1|1|32|11|2|TR|05/16/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051902165|D|7-1|1|32|11|2|TR|05/16/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||100106749|D|1-1|1|32|9|2|WV|04/22/2016||MV|05/16/2016||||REJ|BND|
BIDDEFORD|||051902215|D|7-1|1|32|11|2|VP|05/19/2016||VP|05/19/2016|VP|05/19/2016 11:27 am||ACC||
BIDDEFORD|||051902230|R|3-1|1|32|11|2|WV|06/07/2016||IV|06/07/2016|IF|06/09/2016 11:15 am||ACC||
BIDDEFORD|||051902235|R|3-1|1|32|11|2|WV|06/07/2016||IV|06/07/2016|IF|06/07/2016 11:15 am||ACC||
BIDDEFORD|||051902239|D|3-1|1|32|11|2|WV|06/07/2016||IF|06/07/2016|IF|06/09/2016 11:15 am||ACC||
BIDDEFORD|||051902330|D|7-1|1|32|11|2|WV|04/14/2016||MV|05/16/2016|DV|05/19/2016 02:00 pm||ACC||
BIDDEFORD|||051902354|R|7-1|1|32|11|2|TR|05/18/2016||MV|05/18/2016|MA|06/08/2016 09:20 am||ACC||
BIDDEFORD|||051902477|R|1-1|1|32|9|2|TR|05/19/2016||MV|05/19/2016|IF|06/09/2016 02:16 pm||ACC||
BIDDEFORD|||051902478|D|1-1|1|32|9|2|TR|05/19/2016||MV|05/19/2016|DV|06/09/2016 02:16 pm||ACC||
BIDDEFORD|||100021693|D|4-1|1|32|12|2|WV|04/19/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051902606|D|4-1|1|32|12|2|WV|05/24/2016||IV|05/24/2016|DV|06/06/2016 03:06 pm||ACC||
BIDDEFORD|||051902698|D|3-1|1|32|11|2|WV|05/16/2016||MV|05/18/2016|MA|06/03/2016 10:40 am||ACC||
BIDDEFORD|||051902716|D|4-1|1|32|12|2|WV|05/24/2016||IF|05/24/2016|IF|06/06/2016 03:06 pm||ACC||
BIDDEFORD|||051902785|D|1-1|1|32|9|2|WV|06/08/2016||IV|06/08/2016|IF|06/14/2016 04:28 pm||ACC||
BIDDEFORD|||051902786|D|1-1|1|32|9|2|WV|06/08/2016||IF|06/08/2016|DV|06/14/2016 04:28 pm||ACC||
BIDDEFORD|||051902789|R|6-1|1|32|11|2|WV|04/08/2016||MV|05/16/2016|IF|05/20/2016 01:25 pm||ACC||
BIDDEFORD|||051902790|D|3-1|1|32|9|2|ER|04/27/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051902796|D|6-1|1|32|11|2|VP|05/17/2016||VP|05/17/2016|VP|05/17/2016 03:09 pm||ACC||
BIDDEFORD|||100101411|D|3-1|1|32|9|2|WV|04/21/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051902850|D|1-1|1|32|9|2|VP|06/07/2016||VP|06/07/2016|VP|06/07/2016 01:09 pm||ACC||
BIDDEFORD|||051902858|D|3-1|1|32|12|2|ER|05/04/2016||MV|05/16/2016|IF|05/24/2016 10:10 am||ACC||
BIDDEFORD|||051902876|D|3-1|1|32|12|2|ER|05/04/2016||MV|05/16/2016|DV|05/24/2016 10:10 am||ACC||
BIDDEFORD|||051902941|D|4-1|1|32|12|2|WV|04/25/2016||MV|05/16/2016|MA|05/26/2016 10:00 am||ACC||
BIDDEFORD|||051902970|D|5-1|1|32|12|2|TR|05/25/2016||MV|05/25/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||051902971|D|5-1|1|32|12|2|WV|04/11/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051905136|D|7-1|1|32|11|2|WV|05/31/2016||IF|05/31/2016|MA|06/03/2016 10:40 am||ACC||
BIDDEFORD|||051903046|D|7-1|1|32|11|2|VP|05/25/2016||VP|05/25/2016|VP|05/25/2016 01:05 pm||ACC||
BIDDEFORD|||051903101|D|4-1|1|32|12|2|WV|05/31/2016||IF|05/31/2016|IF|06/06/2016 09:32 am||ACC||
BIDDEFORD|||051903105|D|4-1|1|32|12|2|WV|05/31/2016||IV|05/31/2016|DV|06/06/2016 09:32 am||ACC||
BIDDEFORD|||051903144|D|7-1|1|32|11|2|WV|05/25/2016||MV|05/25/2016|IF|05/31/2016 11:56 am||ACC||
BIDDEFORD|||051903147|D|6-1|1|32|11|2|ER|04/25/2016||MV|05/16/2016|DV|05/27/2016 08:30 am||ACC||
BIDDEFORD|||051903242|D|3-1|1|32|11|2|ER|04/08/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051903255|D|4-1|1|32|11|2|WV|04/14/2016||MV|05/16/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||051903346|D|1-1|1|32|11|2|WV|04/14/2016||MV|05/16/2016|MA|05/25/2016 10:20 am||ACC||
BIDDEFORD|||051903354|D|7-1|1|32|11|2|WV|04/11/2016||MV|05/16/2016|MA|05/26/2016 10:00 am||ACC||
BIDDEFORD|||051903356|D|7-1|1|32|11|2|WV|04/11/2016||MV|05/16/2016|MA|05/26/2016 10:00 am||ACC||
BIDDEFORD|||051903355|D|7-1|1|32|11|2|WV|04/11/2016||MV|05/16/2016|MA|05/26/2016 10:00 am||ACC||
BIDDEFORD|||051903404|D|7-1|1|32|11|2|WV|04/20/2016||MV|05/16/2016|IF|06/14/2016 03:07 pm||ACC||
BIDDEFORD|||051903407|D|7-1|1|32|11|2|WV|04/20/2016||MV|05/16/2016|DV|06/14/2016 03:07 pm||ACC||
BIDDEFORD|||051903425|R|4-1|1|32|12|2|WV|04/14/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051903426|D|4-1|1|32|12|2|WV|04/14/2016||MV|05/16/2016|MA|05/31/2016 09:30 am||ACC||
BIDDEFORD|||100083256|D|4-1|1|32|12|2|WV|04/14/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051903515|D|7-1|1|32|11|2|WV|04/13/2016||MV|05/16/2016|DV|05/26/2016 08:09 am||ACC||
BIDDEFORD|||016100492|D|4-1|1|32|12|2|WV|04/14/2016||MV|05/16/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||016100493|D|4-1|1|32|12|2|WV|04/14/2016||MV|05/16/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||051903615|D|5-1|1|32|12|2|TR|04/08/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051903655|R|6-1|1|32|11|2|WV|04/08/2016||MV|05/16/2016|MA|06/02/2016 09:30 am||ACC||
BIDDEFORD|||100429974|R|7-1|1|32|11|2|WV|05/09/2016||MV|05/16/2016||||REJ|BND|
BIDDEFORD||S|100183469|R|4-1|1|32|12|2|UR|03/05/2016||EL|04/29/2016||||REJ|BND|
BIDDEFORD|||049705167|D|5-1|1|32|12|2|ER|05/31/2016||MV|05/31/2016|MA|06/13/2016 11:30 am||ACC||
BIDDEFORD|||051903715|R|4-1|1|32|11|2|VP|06/03/2016||VP|06/03/2016|VP|06/03/2016 12:59 pm||ACC||
BIDDEFORD|||052203628|R|2-1|1|32|11|2|VP|05/23/2016||VP|05/23/2016|VP|05/23/2016 03:26 pm||ACC||
BIDDEFORD|||051903758|D|5-1|1|32|12|2|WV|05/12/2016||MV|05/16/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||051903769|D|1-1|1|32|9|2|ER|04/25/2016||MV|05/16/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||051903813|D|4-1|1|32|12|2|WV|04/28/2016||MV|05/16/2016|MA|05/31/2016 09:30 am||ACC||
BIDDEFORD|||051902633|R|6-1|1|32|11|2|ER|06/06/2016||MV|06/06/2016||||REJ|BND|
BIDDEFORD|||051903826|D|3-1|1|32|12|2|WV|04/15/2016||MV|05/16/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||051903829|D|5-1|1|32|11|2|WV|05/24/2016||IF|05/24/2016|IF|06/10/2016 11:04 am||ACC||
BIDDEFORD|||100003774|D|2-1|1|32|11|2|VP|05/18/2016||VP|05/18/2016|VP|05/18/2016 02:27 pm||ACC||
BIDDEFORD|||051903970|D|5-1|1|32|12|2|WV|04/22/2016||MV|05/16/2016|IF|06/03/2016 02:20 pm||ACC||
BIDDEFORD|||051903977|D|7-1|1|32|11|2|WV|05/24/2016||MV|05/24/2016|MA|06/02/2016 09:30 am||ACC||
BIDDEFORD|||051903994|D|3-1|1|32|12|2|VP|06/08/2016||VP|06/08/2016|VP|06/08/2016 11:28 am||ACC||
BIDDEFORD|||051904017|D|2-1|1|32|11|2|WV|04/14/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051904082|D|1-1|1|32|9|2|ER|04/08/2016||MV|05/16/2016|MA|06/02/2016 09:30 am||ACC||
BIDDEFORD|||051904083|R|1-1|1|32|9|2|ER|04/08/2016||MV|05/16/2016|MA|06/08/2016 09:20 am||ACC||
BIDDEFORD|||051904088|R|1-1|1|32|9|2|WV|04/19/2016||MV|05/16/2016|MA|06/08/2016 09:20 am||ACC||
BIDDEFORD||S|100430269|R|6-1|1|32|11|2|UR|10/17/2015||MV|04/29/2016|MA|05/20/2016 08:00 am||REJ|BRU|
BIDDEFORD||O|100293643|R|6-1|1|32|11|2|UR|10/17/2015||MV|04/29/2016||||REJ|BND|
BIDDEFORD|||052103996|D|5-1|1|32|12|2|TR|04/15/2016||MV|05/16/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||051904189|D|4-1|1|32|11|2|WV|05/20/2016||IV|05/20/2016|DV|05/27/2016 01:43 pm||ACC||
BIDDEFORD|||051904192|R|1-1|1|32|9|2|WV|04/13/2016||MV|05/16/2016|MA|05/26/2016 10:00 am||ACC||
BIDDEFORD|||051904228|D|6-1|1|32|11|2|VP|06/09/2016||VP|06/09/2016|VP|06/09/2016 11:33 am||ACC||
BIDDEFORD|||051904237|D|2-1|1|32|12|2|VP|06/06/2016||VP|06/06/2016|VP|06/06/2016 10:12 am||ACC||
BIDDEFORD|||051904249|D|5-1|1|32|11|2|VP|06/09/2016||VP|06/09/2016|VP|06/09/2016 03:13 pm||ACC||
BIDDEFORD|||100192320|D|6-1|1|32|11|2|WV|05/05/2016||MV|05/16/2016|DV|06/02/2016 10:33 am||ACC||
BIDDEFORD|||051904347|R|1-1|1|32|9|2|WV|05/02/2016||MV|05/16/2016|MA|06/02/2016 09:30 am||ACC||
BIDDEFORD|||051904373|D|3-1|1|32|11|2|WV|05/09/2016||MV|05/16/2016|MA|05/31/2016 09:30 am||ACC||
BIDDEFORD|||048002735|D|2-1|1|32|11|2|VP|05/23/2016||VP|05/23/2016|VP|05/23/2016 03:26 pm||ACC||
BIDDEFORD|||047601084|D|7-1|1|32|11|2|VP|05/19/2016||VP|05/19/2016|VP|05/19/2016 01:37 pm||ACC||
BIDDEFORD|||046300781|D|4-1|1|32|12|2|VP|05/26/2016||VP|05/26/2016|VP|05/26/2016 12:09 pm||ACC||
BIDDEFORD|||051904510|D|2-1|1|32|11|2|WV|05/19/2016||IF|05/19/2016|IF|05/24/2016 03:00 pm||ACC||
BIDDEFORD|||051904537|D|2-1|1|32|11|2|WV|05/19/2016||IV|05/19/2016|DV|05/24/2016 03:00 pm||ACC||
BIDDEFORD|||100059324|R|5-1|1|32|12|2|ER|05/28/2016||MV|05/31/2016|MA|06/15/2016 09:00 am||REJ|RAD|
BIDDEFORD|||051904566|D|5-1|1|32|11|2|WV|04/19/2016||MV|05/16/2016|MA|05/27/2016 09:20 am||ACC||
BIDDEFORD||O|100555198|D|7-1|1|32|11|2|WV|05/11/2016||EL|05/12/2016||||REJ|BND|
BIDDEFORD|||051904604|R|1-1|1|32|9|2|WV|05/19/2016||IF|05/19/2016|IF|06/03/2016 04:10 pm||ACC||
BIDDEFORD|||051904605|R|1-1|1|32|9|2|WV|05/19/2016||IV|05/19/2016|DV|06/03/2016 04:10 pm||ACC||
BIDDEFORD|||051904659|D|7-1|1|32|11|2|WV|04/11/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051904677|D|5-1|1|32|12|2|WV|04/27/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051904678|D|3-1|1|32|12|2|WV|04/11/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||100204001|D|2-1|1|32|12|2|VP|05/27/2016||VP|05/27/2016|VP|05/27/2016 01:56 pm||ACC||
BIDDEFORD|||051904733|D|4-1|1|32|12|2|WV|04/11/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051904753|R|2-1|1|32|12|2|ER|04/08/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051904793|D|3-1|1|32|11|2|WV|04/19/2016||MV|05/16/2016|MA|05/25/2016 10:20 am||ACC||
BIDDEFORD|||051904864|D|6-1|1|32|11|2|ER|04/20/2016||MV|05/16/2016|DV|06/09/2016 12:07 pm||ACC||
BIDDEFORD|||051904865|D|6-1|1|32|11|2|ER|04/20/2016||MV|05/16/2016|IF|06/10/2016 12:20 pm||ACC||
BIDDEFORD|||051904943|D|6-1|1|32|11|2|VP|05/17/2016||VP|05/17/2016|VP|05/17/2016 03:10 pm||ACC||
BIDDEFORD|||051904983|R|3-1|1|32|11|2|TR|04/12/2016||MV|05/16/2016|MA|05/25/2016 10:20 am||ACC||
BIDDEFORD|||051904987|R|3-1|1|32|11|2|TR|04/12/2016||MV|05/16/2016|MA|05/25/2016 10:20 am||ACC||
BIDDEFORD|||051905089|D|4-1|1|32|12|2|TR|04/11/2016||MV|05/16/2016|MA|05/31/2016 09:30 am||ACC||
BIDDEFORD|||051905095|D|1-1|1|32|9|2|WV|05/27/2016||IF|05/27/2016|IF|06/02/2016 12:01 pm||ACC||
BIDDEFORD|||051905143|R|1-1|1|32|9|2|WV|04/08/2016||MV|05/16/2016|IF|05/19/2016 10:05 am||ACC||
BIDDEFORD|||051905144|R|1-1|1|32|9|2|WV|04/08/2016||MV|05/16/2016|DV|05/19/2016 10:05 am||ACC||
BIDDEFORD|||051905153|D|3-1|1|32|12|2|WV|04/13/2016||MV|05/16/2016|MA|05/31/2016 09:30 am||ACC||
BIDDEFORD|||051905155|D|3-1|1|32|12|2|WV|04/13/2016||MV|05/16/2016|MA|05/31/2016 09:30 am||ACC||
BIDDEFORD|||051905288|D|3-1|1|32|12|2|WV|06/06/2016||MV|06/06/2016|MA|06/13/2016 11:30 am||ACC||
BIDDEFORD|||051905290|D|3-1|1|32|12|2|WV|06/06/2016||MV|06/06/2016|MA|06/13/2016 11:30 am||ACC||
BIDDEFORD|||051905339|D|7-1|1|32|11|2|WV|04/28/2016||MV|05/16/2016|MA|06/06/2016 09:30 am||ACC||
BIDDEFORD|||051905376|D|4-1|1|32|11|2|TR|04/07/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051905385|D|1-1|1|32|9|2|WV|04/27/2016||MV|05/16/2016|IF|06/06/2016 02:28 pm||ACC||
BIDDEFORD|||051905386|D|1-1|1|32|9|2|WV|04/27/2016||MV|05/16/2016|DV|06/06/2016 02:28 pm||ACC||
BIDDEFORD|||051905395|D|4-1|1|32|11|2|TR|04/07/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
BIDDEFORD|||051905491|D|5-1|1|32|12|2|WV|06/02/2016||IF|06/02/2016|DV|06/06/2016 10:03 am||ACC||
BIDDEFORD|||051905498|D|5-1|1|32|12|2|WV|06/02/2016||IV|06/02/2016|IF|06/06/2016 10:03 am||ACC||
BIDDEFORD|||051905608|D|3-1|1|32|11|2|ER|04/11/2016||MV|05/16/2016|MA|05/23/2016 09:30 am||ACC||
