Group.1,Group.2,Group.3,Group.4,Group.5,Group.6,x
M,D,CUMBERLAND,AP,NF,vote08_11/04/2008,7
U,D,CUMBERLAND,AP,NF,vote08_11/04/2008,3
F,NF,CUMBERLAND,AP,NF,vote08_11/04/2008,12
M,NF,CUMBERLAND,AP,NF,vote08_11/04/2008,14
U,NF,CUMBERLAND,AP,NF,vote08_11/04/2008,10
F,R,CUMBERLAND,AP,NF,vote08_11/04/2008,9
M,R,CUMBERLAND,AP,NF,vote08_11/04/2008,8
U,R,CUMBERLAND,AP,NF,vote08_11/04/2008,4
F,D,DAUPHIN,AP,NF,vote08_11/04/2008,20
M,D,DAUPHIN,AP,NF,vote08_11/04/2008,3
U,D,DAUPHIN,AP,NF,vote08_11/04/2008,3
F,NF,DAUPHIN,AP,NF,vote08_11/04/2008,26
M,NF,DAUPHIN,AP,NF,vote08_11/04/2008,11
U,NF,DAUPHIN,AP,NF,vote08_11/04/2008,30
F,R,DAUPHIN,AP,NF,vote08_11/04/2008,6
M,R,DAUPHIN,AP,NF,vote08_11/04/2008,6
U,R,DAUPHIN,AP,NF,vote08_11/04/2008,7
F,C,DELAWARE,AP,NF,vote08_11/04/2008,1
F,D,DELAWARE,AP,NF,vote08_11/04/2008,25
M,D,DELAWARE,AP,NF,vote08_11/04/2008,9
U,D,DELAWARE,AP,NF,vote08_11/04/2008,10
U,I,DELAWARE,AP,NF,vote08_11/04/2008,1
F,NF,DELAWARE,AP,NF,vote08_11/04/2008,22
M,NF,DELAWARE,AP,NF,vote08_11/04/2008,30
U,NF,DELAWARE,AP,NF,vote08_11/04/2008,66
F,NON,DELAWARE,AP,NF,vote08_11/04/2008,1
U,NON,DELAWARE,AP,NF,vote08_11/04/2008,1
M,OTH,DELAWARE,AP,NF,vote08_11/04/2008,1
F,R,DELAWARE,AP,NF,vote08_11/04/2008,4
M,R,DELAWARE,AP,NF,vote08_11/04/2008,9
U,R,DELAWARE,AP,NF,vote08_11/04/2008,8
M,D,ELK,AP,NF,vote08_11/04/2008,1
F,NF,ELK,AP,NF,vote08_11/04/2008,1
M,NF,ELK,AP,NF,vote08_11/04/2008,1
F,R,ELK,AP,NF,vote08_11/04/2008,1
M,R,ELK,AP,NF,vote08_11/04/2008,1
F,D,ERIE,AP,NF,vote08_11/04/2008,14
M,D,ERIE,AP,NF,vote08_11/04/2008,7
U,D,ERIE,AP,NF,vote08_11/04/2008,6
F,NF,ERIE,AP,NF,vote08_11/04/2008,18
M,NF,ERIE,AP,NF,vote08_11/04/2008,16
U,NF,ERIE,AP,NF,vote08_11/04/2008,12
F,R,ERIE,AP,NF,vote08_11/04/2008,5
M,R,ERIE,AP,NF,vote08_11/04/2008,7
U,R,ERIE,AP,NF,vote08_11/04/2008,2
F,D,FAYETTE,AP,NF,vote08_11/04/2008,1
M,D,FAYETTE,AP,NF,vote08_11/04/2008,2
F,NF,FAYETTE,AP,NF,vote08_11/04/2008,4
M,NF,FAYETTE,AP,NF,vote08_11/04/2008,4
U,NF,FAYETTE,AP,NF,vote08_11/04/2008,5
F,R,FAYETTE,AP,NF,vote08_11/04/2008,3
M,R,FAYETTE,AP,NF,vote08_11/04/2008,1
M,R,FOREST,AP,NF,vote08_11/04/2008,1
F,D,FRANKLIN,AP,NF,vote08_11/04/2008,3
M,D,FRANKLIN,AP,NF,vote08_11/04/2008,1
F,NF,FRANKLIN,AP,NF,vote08_11/04/2008,11
M,NF,FRANKLIN,AP,NF,vote08_11/04/2008,10
U,NF,FRANKLIN,AP,NF,vote08_11/04/2008,9
F,R,FRANKLIN,AP,NF,vote08_11/04/2008,6
M,R,FRANKLIN,AP,NF,vote08_11/04/2008,4
U,R,FRANKLIN,AP,NF,vote08_11/04/2008,4
F,NF,FULTON,AP,NF,vote08_11/04/2008,1
U,NF,FULTON,AP,NF,vote08_11/04/2008,1
F,R,FULTON,AP,NF,vote08_11/04/2008,1
M,R,FULTON,AP,NF,vote08_11/04/2008,1
M,D,GREENE,AP,NF,vote08_11/04/2008,1
U,NF,GREENE,AP,NF,vote08_11/04/2008,1
F,R,GREENE,AP,NF,vote08_11/04/2008,2
U,R,GREENE,AP,NF,vote08_11/04/2008,1
F,NF,HUNTINGDON,AP,NF,vote08_11/04/2008,2
M,NF,HUNTINGDON,AP,NF,vote08_11/04/2008,3
U,NF,HUNTINGDON,AP,NF,vote08_11/04/2008,1
F,R,HUNTINGDON,AP,NF,vote08_11/04/2008,2
U,R,HUNTINGDON,AP,NF,vote08_11/04/2008,1
F,D,INDIANA,AP,NF,vote08_11/04/2008,3
F,NF,INDIANA,AP,NF,vote08_11/04/2008,7
M,NF,INDIANA,AP,NF,vote08_11/04/2008,4
U,NF,INDIANA,AP,NF,vote08_11/04/2008,4
F,R,INDIANA,AP,NF,vote08_11/04/2008,5
M,R,INDIANA,AP,NF,vote08_11/04/2008,2
U,R,INDIANA,AP,NF,vote08_11/04/2008,2
U,NF,JEFFERSON,AP,NF,vote08_11/04/2008,1
F,D,JUNIATA,AP,NF,vote08_11/04/2008,1
M,R,JUNIATA,AP,NF,vote08_11/04/2008,1
F,D,LACKAWANNA,AP,NF,vote08_11/04/2008,5
M,D,LACKAWANNA,AP,NF,vote08_11/04/2008,7
U,D,LACKAWANNA,AP,NF,vote08_11/04/2008,5
U,I,LACKAWANNA,AP,NF,vote08_11/04/2008,1
F,NF,LACKAWANNA,AP,NF,vote08_11/04/2008,11
M,NF,LACKAWANNA,AP,NF,vote08_11/04/2008,8
U,NF,LACKAWANNA,AP,NF,vote08_11/04/2008,16
F,R,LACKAWANNA,AP,NF,vote08_11/04/2008,3
M,R,LACKAWANNA,AP,NF,vote08_11/04/2008,5
U,R,LACKAWANNA,AP,NF,vote08_11/04/2008,2
F,D,LANCASTER,AP,NF,vote08_11/04/2008,19
M,D,LANCASTER,AP,NF,vote08_11/04/2008,10
U,D,LANCASTER,AP,NF,vote08_11/04/2008,8
F,NF,LANCASTER,AP,NF,vote08_11/04/2008,43
M,NF,LANCASTER,AP,NF,vote08_11/04/2008,27
U,NF,LANCASTER,AP,NF,vote08_11/04/2008,35
F,R,LANCASTER,AP,NF,vote08_11/04/2008,15
M,R,LANCASTER,AP,NF,vote08_11/04/2008,18
U,R,LANCASTER,AP,NF,vote08_11/04/2008,12
F,D,LAWRENCE,AP,NF,vote08_11/04/2008,2
F,NF,LAWRENCE,AP,NF,vote08_11/04/2008,2
M,NF,LAWRENCE,AP,NF,vote08_11/04/2008,2
U,NF,LAWRENCE,AP,NF,vote08_11/04/2008,8
M,R,LAWRENCE,AP,NF,vote08_11/04/2008,6
U,R,LAWRENCE,AP,NF,vote08_11/04/2008,2
F,D,LEBANON,AP,NF,vote08_11/04/2008,1
M,D,LEBANON,AP,NF,vote08_11/04/2008,3
U,D,LEBANON,AP,NF,vote08_11/04/2008,2
F,NF,LEBANON,AP,NF,vote08_11/04/2008,1
M,NF,LEBANON,AP,NF,vote08_11/04/2008,9
U,NF,LEBANON,AP,NF,vote08_11/04/2008,11
F,R,LEBANON,AP,NF,vote08_11/04/2008,4
M,R,LEBANON,AP,NF,vote08_11/04/2008,9
U,R,LEBANON,AP,NF,vote08_11/04/2008,4
F,D,LEHIGH,AP,NF,vote08_11/04/2008,18
M,D,LEHIGH,AP,NF,vote08_11/04/2008,17
U,D,LEHIGH,AP,NF,vote08_11/04/2008,11
F,NF,LEHIGH,AP,NF,vote08_11/04/2008,28
M,NF,LEHIGH,AP,NF,vote08_11/04/2008,27
U,NF,LEHIGH,AP,NF,vote08_11/04/2008,51
F,OTH,LEHIGH,AP,NF,vote08_11/04/2008,1
F,R,LEHIGH,AP,NF,vote08_11/04/2008,12
M,R,LEHIGH,AP,NF,vote08_11/04/2008,8
U,R,LEHIGH,AP,NF,vote08_11/04/2008,7
F,S,LEHIGH,AP,NF,vote08_11/04/2008,1
F,D,LUZERNE,AP,NF,vote08_11/04/2008,8
M,D,LUZERNE,AP,NF,vote08_11/04/2008,1
U,D,LUZERNE,AP,NF,vote08_11/04/2008,5
F,NF,LUZERNE,AP,NF,vote08_11/04/2008,23
M,NF,LUZERNE,AP,NF,vote08_11/04/2008,14
U,NF,LUZERNE,AP,NF,vote08_11/04/2008,10
F,R,LUZERNE,AP,NF,vote08_11/04/2008,6
M,R,LUZERNE,AP,NF,vote08_11/04/2008,7
U,R,LUZERNE,AP,NF,vote08_11/04/2008,4
F,D,LYCOMING,AP,NF,vote08_11/04/2008,3
M,D,LYCOMING,AP,NF,vote08_11/04/2008,3
U,D,LYCOMING,AP,NF,vote08_11/04/2008,3
F,NF,LYCOMING,AP,NF,vote08_11/04/2008,5
M,NF,LYCOMING,AP,NF,vote08_11/04/2008,5
U,NF,LYCOMING,AP,NF,vote08_11/04/2008,1
F,R,LYCOMING,AP,NF,vote08_11/04/2008,9
M,R,LYCOMING,AP,NF,vote08_11/04/2008,3
U,R,LYCOMING,AP,NF,vote08_11/04/2008,2
F,D,McKEAN,AP,NF,vote08_11/04/2008,1
M,D,McKEAN,AP,NF,vote08_11/04/2008,1
M,NF,McKEAN,AP,NF,vote08_11/04/2008,1
U,NF,McKEAN,AP,NF,vote08_11/04/2008,1
F,R,McKEAN,AP,NF,vote08_11/04/2008,2
F,D,MERCER,AP,NF,vote08_11/04/2008,1
M,D,MERCER,AP,NF,vote08_11/04/2008,2
U,D,MERCER,AP,NF,vote08_11/04/2008,1
U,I,MERCER,AP,NF,vote08_11/04/2008,1
F,NF,MERCER,AP,NF,vote08_11/04/2008,9
M,NF,MERCER,AP,NF,vote08_11/04/2008,11
U,NF,MERCER,AP,NF,vote08_11/04/2008,10
F,R,MERCER,AP,NF,vote08_11/04/2008,3
M,R,MERCER,AP,NF,vote08_11/04/2008,6
U,R,MERCER,AP,NF,vote08_11/04/2008,1
M,D,MIFFLIN,AP,NF,vote08_11/04/2008,2
F,NF,MIFFLIN,AP,NF,vote08_11/04/2008,1
M,NF,MIFFLIN,AP,NF,vote08_11/04/2008,1
F,R,MIFFLIN,AP,NF,vote08_11/04/2008,2
M,R,MIFFLIN,AP,NF,vote08_11/04/2008,1
F,D,MONROE,AP,NF,vote08_11/04/2008,11
M,D,MONROE,AP,NF,vote08_11/04/2008,8
U,D,MONROE,AP,NF,vote08_11/04/2008,2
U,I,MONROE,AP,NF,vote08_11/04/2008,1
F,NF,MONROE,AP,NF,vote08_11/04/2008,21
M,NF,MONROE,AP,NF,vote08_11/04/2008,8
U,NF,MONROE,AP,NF,vote08_11/04/2008,12
F,R,MONROE,AP,NF,vote08_11/04/2008,9
M,R,MONROE,AP,NF,vote08_11/04/2008,8
U,R,MONROE,AP,NF,vote08_11/04/2008,3
F,D,MONTGOMERY,AP,NF,vote08_11/04/2008,47
M,D,MONTGOMERY,AP,NF,vote08_11/04/2008,27
U,D,MONTGOMERY,AP,NF,vote08_11/04/2008,20
M,GR,MONTGOMERY,AP,NF,vote08_11/04/2008,1
F,NF,MONTGOMERY,AP,NF,vote08_11/04/2008,44
M,NF,MONTGOMERY,AP,NF,vote08_11/04/2008,38
U,NF,MONTGOMERY,AP,NF,vote08_11/04/2008,78
F,NON,MONTGOMERY,AP,NF,vote08_11/04/2008,1
F,OTH,MONTGOMERY,AP,NF,vote08_11/04/2008,1
M,OTH,MONTGOMERY,AP,NF,vote08_11/04/2008,1
F,R,MONTGOMERY,AP,NF,vote08_11/04/2008,15
M,R,MONTGOMERY,AP,NF,vote08_11/04/2008,20
U,R,MONTGOMERY,AP,NF,vote08_11/04/2008,4
F,D,MONTOUR,AP,NF,vote08_11/04/2008,1
F,NF,MONTOUR,AP,NF,vote08_11/04/2008,1
M,NF,MONTOUR,AP,NF,vote08_11/04/2008,1
U,NF,MONTOUR,AP,NF,vote08_11/04/2008,2
F,R,MONTOUR,AP,NF,vote08_11/04/2008,2
M,R,MONTOUR,AP,NF,vote08_11/04/2008,1
U,R,MONTOUR,AP,NF,vote08_11/04/2008,1
F,D,NORTHAMPTON,AP,NF,vote08_11/04/2008,13
M,D,NORTHAMPTON,AP,NF,vote08_11/04/2008,5
U,D,NORTHAMPTON,AP,NF,vote08_11/04/2008,2
F,I,NORTHAMPTON,AP,NF,vote08_11/04/2008,1
F,NF,NORTHAMPTON,AP,NF,vote08_11/04/2008,17
M,NF,NORTHAMPTON,AP,NF,vote08_11/04/2008,11
U,NF,NORTHAMPTON,AP,NF,vote08_11/04/2008,31
U,OTH,NORTHAMPTON,AP,NF,vote08_11/04/2008,1
F,R,NORTHAMPTON,AP,NF,vote08_11/04/2008,9
M,R,NORTHAMPTON,AP,NF,vote08_11/04/2008,9
U,R,NORTHAMPTON,AP,NF,vote08_11/04/2008,12
F,NF,NORTHUMBERLAND,AP,NF,vote08_11/04/2008,10
M,NF,NORTHUMBERLAND,AP,NF,vote08_11/04/2008,2
U,NF,NORTHUMBERLAND,AP,NF,vote08_11/04/2008,4
F,R,NORTHUMBERLAND,AP,NF,vote08_11/04/2008,2
M,R,NORTHUMBERLAND,AP,NF,vote08_11/04/2008,1
U,R,NORTHUMBERLAND,AP,NF,vote08_11/04/2008,2
F,NF,PERRY,AP,NF,vote08_11/04/2008,2
M,NF,PERRY,AP,NF,vote08_11/04/2008,4
F,R,PERRY,AP,NF,vote08_11/04/2008,3
M,R,PERRY,AP,NF,vote08_11/04/2008,2
F,D,PHILADELPHIA,AP,NF,vote08_11/04/2008,181
M,D,PHILADELPHIA,AP,NF,vote08_11/04/2008,113
U,D,PHILADELPHIA,AP,NF,vote08_11/04/2008,48
M,GR,PHILADELPHIA,AP,NF,vote08_11/04/2008,1
F,I,PHILADELPHIA,AP,NF,vote08_11/04/2008,2
M,I,PHILADELPHIA,AP,NF,vote08_11/04/2008,1
U,I,PHILADELPHIA,AP,NF,vote08_11/04/2008,1
M,INDE,PHILADELPHIA,AP,NF,vote08_11/04/2008,1
F,NF,PHILADELPHIA,AP,NF,vote08_11/04/2008,316
M,NF,PHILADELPHIA,AP,NF,vote08_11/04/2008,302
U,NF,PHILADELPHIA,AP,NF,vote08_11/04/2008,329
F,NO,PHILADELPHIA,AP,NF,vote08_11/04/2008,1
M,NO,PHILADELPHIA,AP,NF,vote08_11/04/2008,1
F,NON,PHILADELPHIA,AP,NF,vote08_11/04/2008,3
M,NON,PHILADELPHIA,AP,NF,vote08_11/04/2008,3
U,NON,PHILADELPHIA,AP,NF,vote08_11/04/2008,2
F,NOP,PHILADELPHIA,AP,NF,vote08_11/04/2008,1
M,NPA,PHILADELPHIA,AP,NF,vote08_11/04/2008,1
F,OTH,PHILADELPHIA,AP,NF,vote08_11/04/2008,3
M,OTH,PHILADELPHIA,AP,NF,vote08_11/04/2008,3
U,OTH,PHILADELPHIA,AP,NF,vote08_11/04/2008,3
F,R,PHILADELPHIA,AP,NF,vote08_11/04/2008,23
M,R,PHILADELPHIA,AP,NF,vote08_11/04/2008,20
U,R,PHILADELPHIA,AP,NF,vote08_11/04/2008,8
U,UND,PHILADELPHIA,AP,NF,vote08_11/04/2008,1
F,D,PIKE,AP,NF,vote08_11/04/2008,1
M,D,PIKE,AP,NF,vote08_11/04/2008,1
U,D,PIKE,AP,NF,vote08_11/04/2008,1
F,NF,PIKE,AP,NF,vote08_11/04/2008,3
M,NF,PIKE,AP,NF,vote08_11/04/2008,2
U,NF,PIKE,AP,NF,vote08_11/04/2008,3
F,R,PIKE,AP,NF,vote08_11/04/2008,2
M,R,PIKE,AP,NF,vote08_11/04/2008,2
M,D,SCHUYLKILL,AP,NF,vote08_11/04/2008,1
F,NF,SCHUYLKILL,AP,NF,vote08_11/04/2008,4
M,NF,SCHUYLKILL,AP,NF,vote08_11/04/2008,5
U,NF,SCHUYLKILL,AP,NF,vote08_11/04/2008,4
F,R,SCHUYLKILL,AP,NF,vote08_11/04/2008,2
M,R,SCHUYLKILL,AP,NF,vote08_11/04/2008,1
U,R,SCHUYLKILL,AP,NF,vote08_11/04/2008,1
M,D,SNYDER,AP,NF,vote08_11/04/2008,1
F,NF,SNYDER,AP,NF,vote08_11/04/2008,1
U,NF,SNYDER,AP,NF,vote08_11/04/2008,3
F,R,SNYDER,AP,NF,vote08_11/04/2008,1
M,R,SNYDER,AP,NF,vote08_11/04/2008,1
U,R,SNYDER,AP,NF,vote08_11/04/2008,1
F,D,SOMERSET,AP,NF,vote08_11/04/2008,1
F,NF,SOMERSET,AP,NF,vote08_11/04/2008,7
M,NF,SOMERSET,AP,NF,vote08_11/04/2008,2
F,R,SOMERSET,AP,NF,vote08_11/04/2008,1
M,R,SOMERSET,AP,NF,vote08_11/04/2008,1
F,R,SULLIVAN,AP,NF,vote08_11/04/2008,1
F,D,SUSQUEHANNA,AP,NF,vote08_11/04/2008,1
M,NF,SUSQUEHANNA,AP,NF,vote08_11/04/2008,9
U,NF,SUSQUEHANNA,AP,NF,vote08_11/04/2008,3
F,R,SUSQUEHANNA,AP,NF,vote08_11/04/2008,3
M,R,SUSQUEHANNA,AP,NF,vote08_11/04/2008,3
F,D,TIOGA,AP,NF,vote08_11/04/2008,1
F,NF,TIOGA,AP,NF,vote08_11/04/2008,3
M,NF,TIOGA,AP,NF,vote08_11/04/2008,3
F,R,TIOGA,AP,NF,vote08_11/04/2008,1
M,R,TIOGA,AP,NF,vote08_11/04/2008,2
F,NF,UNION,AP,NF,vote08_11/04/2008,2
M,NF,UNION,AP,NF,vote08_11/04/2008,4
F,R,UNION,AP,NF,vote08_11/04/2008,1
U,D,VENANGO,AP,NF,vote08_11/04/2008,1
M,NF,VENANGO,AP,NF,vote08_11/04/2008,1
U,NF,VENANGO,AP,NF,vote08_11/04/2008,2
F,R,VENANGO,AP,NF,vote08_11/04/2008,2
M,R,VENANGO,AP,NF,vote08_11/04/2008,3
U,R,VENANGO,AP,NF,vote08_11/04/2008,1
M,D,WARREN,AP,NF,vote08_11/04/2008,1
U,D,WARREN,AP,NF,vote08_11/04/2008,1
F,NF,WARREN,AP,NF,vote08_11/04/2008,4
U,NF,WARREN,AP,NF,vote08_11/04/2008,3
M,NO,WARREN,AP,NF,vote08_11/04/2008,1
U,C,WASHINGTON,AP,NF,vote08_11/04/2008,1
F,D,WASHINGTON,AP,NF,vote08_11/04/2008,11
M,D,WASHINGTON,AP,NF,vote08_11/04/2008,5
U,D,WASHINGTON,AP,NF,vote08_11/04/2008,2
F,I,WASHINGTON,AP,NF,vote08_11/04/2008,2
U,I,WASHINGTON,AP,NF,vote08_11/04/2008,2
M,ID,WASHINGTON,AP,NF,vote08_11/04/2008,1
U,IR,WASHINGTON,AP,NF,vote08_11/04/2008,1
M,LN,WASHINGTON,AP,NF,vote08_11/04/2008,1
U,LN,WASHINGTON,AP,NF,vote08_11/04/2008,1
U,M,WASHINGTON,AP,NF,vote08_11/04/2008,1
F,NF,WASHINGTON,AP,NF,vote08_11/04/2008,9
M,NF,WASHINGTON,AP,NF,vote08_11/04/2008,14
U,NF,WASHINGTON,AP,NF,vote08_11/04/2008,19
M,NO,WASHINGTON,AP,NF,vote08_11/04/2008,1
M,NON,WASHINGTON,AP,NF,vote08_11/04/2008,1
F,R,WASHINGTON,AP,NF,vote08_11/04/2008,5
M,R,WASHINGTON,AP,NF,vote08_11/04/2008,10
U,R,WASHINGTON,AP,NF,vote08_11/04/2008,4
F,UND,WASHINGTON,AP,NF,vote08_11/04/2008,1
F,D,WAYNE,AP,NF,vote08_11/04/2008,1
U,D,WAYNE,AP,NF,vote08_11/04/2008,1
F,NF,WAYNE,AP,NF,vote08_11/04/2008,2
M,NF,WAYNE,AP,NF,vote08_11/04/2008,1
U,NF,WAYNE,AP,NF,vote08_11/04/2008,12
F,R,WAYNE,AP,NF,vote08_11/04/2008,2
M,R,WAYNE,AP,NF,vote08_11/04/2008,2
U,R,WAYNE,AP,NF,vote08_11/04/2008,4
F,D,WESTMORELAND,AP,NF,vote08_11/04/2008,7
M,D,WESTMORELAND,AP,NF,vote08_11/04/2008,2
U,D,WESTMORELAND,AP,NF,vote08_11/04/2008,3
M,I,WESTMORELAND,AP,NF,vote08_11/04/2008,1
F,NF,WESTMORELAND,AP,NF,vote08_11/04/2008,7
M,NF,WESTMORELAND,AP,NF,vote08_11/04/2008,20
U,NF,WESTMORELAND,AP,NF,vote08_11/04/2008,19
F,R,WESTMORELAND,AP,NF,vote08_11/04/2008,9
M,R,WESTMORELAND,AP,NF,vote08_11/04/2008,16
U,R,WESTMORELAND,AP,NF,vote08_11/04/2008,4
M,NF,WYOMING,AP,NF,vote08_11/04/2008,3
U,NF,WYOMING,AP,NF,vote08_11/04/2008,1
U,R,WYOMING,AP,NF,vote08_11/04/2008,1
F,D,YORK,AP,NF,vote08_11/04/2008,21
M,D,YORK,AP,NF,vote08_11/04/2008,27
U,D,YORK,AP,NF,vote08_11/04/2008,4
M,I,YORK,AP,NF,vote08_11/04/2008,1
M,LN,YORK,AP,NF,vote08_11/04/2008,1
F,NF,YORK,AP,NF,vote08_11/04/2008,58
M,NF,YORK,AP,NF,vote08_11/04/2008,51
U,NF,YORK,AP,NF,vote08_11/04/2008,68
F,OTH,YORK,AP,NF,vote08_11/04/2008,1
F,R,YORK,AP,NF,vote08_11/04/2008,49
M,R,YORK,AP,NF,vote08_11/04/2008,39
U,R,YORK,AP,NF,vote08_11/04/2008,23
F,D,ALLEGHENY,P,NF,vote08_11/04/2008,1
M,D,ALLEGHENY,P,NF,vote08_11/04/2008,1
U,D,ALLEGHENY,P,NF,vote08_11/04/2008,2
M,NF,ALLEGHENY,P,NF,vote08_11/04/2008,1
M,R,ALLEGHENY,P,NF,vote08_11/04/2008,2
F,NF,BEAVER,P,NF,vote08_11/04/2008,1
M,D,BERKS,P,NF,vote08_11/04/2008,1
F,NF,BERKS,P,NF,vote08_11/04/2008,1
M,NF,BERKS,P,NF,vote08_11/04/2008,1
M,R,BERKS,P,NF,vote08_11/04/2008,2
U,D,BUCKS,P,NF,vote08_11/04/2008,1
F,D,CHESTER,P,NF,vote08_11/04/2008,2
M,NF,CHESTER,P,NF,vote08_11/04/2008,1
U,R,CLINTON,P,NF,vote08_11/04/2008,1
F,D,DELAWARE,P,NF,vote08_11/04/2008,1
U,NF,DELAWARE,P,NF,vote08_11/04/2008,1
F,R,DELAWARE,P,NF,vote08_11/04/2008,2
M,R,DELAWARE,P,NF,vote08_11/04/2008,1
M,NF,ERIE,P,NF,vote08_11/04/2008,1
F,D,FRANKLIN,P,NF,vote08_11/04/2008,1
M,R,FRANKLIN,P,NF,vote08_11/04/2008,1
F,D,INDIANA,P,NF,vote08_11/04/2008,1
U,D,INDIANA,P,NF,vote08_11/04/2008,1
F,R,INDIANA,P,NF,vote08_11/04/2008,1
U,R,INDIANA,P,NF,vote08_11/04/2008,1
M,R,JEFFERSON,P,NF,vote08_11/04/2008,1
F,D,LACKAWANNA,P,NF,vote08_11/04/2008,2
F,D,LANCASTER,P,NF,vote08_11/04/2008,2
M,D,LANCASTER,P,NF,vote08_11/04/2008,2
F,NF,LANCASTER,P,NF,vote08_11/04/2008,1
M,NF,LANCASTER,P,NF,vote08_11/04/2008,2
U,NF,LANCASTER,P,NF,vote08_11/04/2008,3
F,R,LANCASTER,P,NF,vote08_11/04/2008,2
M,R,LANCASTER,P,NF,vote08_11/04/2008,2
U,NF,LEHIGH,P,NF,vote08_11/04/2008,1
F,D,NORTHAMPTON,P,NF,vote08_11/04/2008,1
U,D,NORTHAMPTON,P,NF,vote08_11/04/2008,1
F,D,PHILADELPHIA,P,NF,vote08_11/04/2008,17
M,D,PHILADELPHIA,P,NF,vote08_11/04/2008,6
U,D,PHILADELPHIA,P,NF,vote08_11/04/2008,2
M,GR,PHILADELPHIA,P,NF,vote08_11/04/2008,1
F,NF,PHILADELPHIA,P,NF,vote08_11/04/2008,10
M,NF,PHILADELPHIA,P,NF,vote08_11/04/2008,2
U,NF,PHILADELPHIA,P,NF,vote08_11/04/2008,8
M,NF,SOMERSET,P,NF,vote08_11/04/2008,1
M,NO,ALLEGHENY,AB,NO,vote08_11/04/2008,1
M,NO,BUCKS,AB,NO,vote08_11/04/2008,2
F,NO,ERIE,AB,NO,vote08_11/04/2008,1
F,NO,LANCASTER,AB,NO,vote08_11/04/2008,1
F,R,LAWRENCE,AB,NO,vote08_11/04/2008,1
F,NO,NORTHAMPTON,AB,NO,vote08_11/04/2008,1
U,NO,PIKE,AB,NO,vote08_11/04/2008,1
F,R,ADAMS,AP,NO,vote08_11/04/2008,1
F,D,ALLEGHENY,AP,NO,vote08_11/04/2008,10
M,D,ALLEGHENY,AP,NO,vote08_11/04/2008,9
F,NF,ALLEGHENY,AP,NO,vote08_11/04/2008,1
F,NO,ALLEGHENY,AP,NO,vote08_11/04/2008,8
M,NO,ALLEGHENY,AP,NO,vote08_11/04/2008,11
U,NO,ALLEGHENY,AP,NO,vote08_11/04/2008,2
F,R,ALLEGHENY,AP,NO,vote08_11/04/2008,5
M,R,ALLEGHENY,AP,NO,vote08_11/04/2008,7
F,D,BEAVER,AP,NO,vote08_11/04/2008,1
F,NO,BEAVER,AP,NO,vote08_11/04/2008,2
U,NO,BERKS,AP,NO,vote08_11/04/2008,2
F,R,BERKS,AP,NO,vote08_11/04/2008,1
F,NO,BRADFORD,AP,NO,vote08_11/04/2008,1
M,NO,BRADFORD,AP,NO,vote08_11/04/2008,2
U,NO,BRADFORD,AP,NO,vote08_11/04/2008,1
F,R,BRADFORD,AP,NO,vote08_11/04/2008,1
M,R,BRADFORD,AP,NO,vote08_11/04/2008,2
F,D,BUCKS,AP,NO,vote08_11/04/2008,3
M,D,BUCKS,AP,NO,vote08_11/04/2008,5
F,NO,BUCKS,AP,NO,vote08_11/04/2008,7
M,NO,BUCKS,AP,NO,vote08_11/04/2008,10
U,NO,BUCKS,AP,NO,vote08_11/04/2008,4
F,R,BUCKS,AP,NO,vote08_11/04/2008,6
M,R,BUCKS,AP,NO,vote08_11/04/2008,6
F,D,BUTLER,AP,NO,vote08_11/04/2008,1
M,INDE,BUTLER,AP,NO,vote08_11/04/2008,1
F,NO,BUTLER,AP,NO,vote08_11/04/2008,3
M,NO,BUTLER,AP,NO,vote08_11/04/2008,3
M,R,BUTLER,AP,NO,vote08_11/04/2008,4
F,NO,CAMBRIA,AP,NO,vote08_11/04/2008,1
M,R,CAMBRIA,AP,NO,vote08_11/04/2008,2
M,D,CARBON,AP,NO,vote08_11/04/2008,1
M,R,CARBON,AP,NO,vote08_11/04/2008,2
M,D,CENTRE,AP,NO,vote08_11/04/2008,1
F,NO,CENTRE,AP,NO,vote08_11/04/2008,1
U,R,CENTRE,AP,NO,vote08_11/04/2008,1
F,D,CHESTER,AP,NO,vote08_11/04/2008,1
M,D,CHESTER,AP,NO,vote08_11/04/2008,2
F,NO,CHESTER,AP,NO,vote08_11/04/2008,3
M,NO,CHESTER,AP,NO,vote08_11/04/2008,4
F,R,CHESTER,AP,NO,vote08_11/04/2008,1
M,R,CHESTER,AP,NO,vote08_11/04/2008,2
M,NO,CLEARFIELD,AP,NO,vote08_11/04/2008,1
F,NO,CLINTON,AP,NO,vote08_11/04/2008,1
M,NO,CLINTON,AP,NO,vote08_11/04/2008,1
F,R,CLINTON,AP,NO,vote08_11/04/2008,1
M,R,CLINTON,AP,NO,vote08_11/04/2008,1
U,NO,CUMBERLAND,AP,NO,vote08_11/04/2008,1
F,NO,DAUPHIN,AP,NO,vote08_11/04/2008,1
F,D,DELAWARE,AP,NO,vote08_11/04/2008,1
U,D,DELAWARE,AP,NO,vote08_11/04/2008,2
F,NO,DELAWARE,AP,NO,vote08_11/04/2008,3
U,NO,DELAWARE,AP,NO,vote08_11/04/2008,5
F,R,DELAWARE,AP,NO,vote08_11/04/2008,2
M,R,DELAWARE,AP,NO,vote08_11/04/2008,1
F,D,ERIE,AP,NO,vote08_11/04/2008,2
