"Ward","Division","Address","Location","Building.Code","Parking.Code","full_addr"
17,5,"6101 LIMEKILN PIKE","G O S P COMMUNITY BUILDING","M","L","6101 LIMEKILN PIKE PHILADELPHIA, PA"
17,6,"OPAL & MEDARY STS","ST BENEDICT SCHOOL","R","L","OPAL & MEDARY STS PHILADELPHIA, PA"
17,8,"2122 CHELTEN AVE","HOUSE OF PRAYER","R","N","2122 CHELTEN AVE PHILADELPHIA, PA"
17,9,"6100 N 21ST ST","CORINTHIAN COMM & EDUC CTR","B","L","6100 N 21ST ST PHILADELPHIA, PA"
17,15,"1953 NEDRO AVE","CHAMPLOST HOMES (PHA)","F","L","1953 NEDRO AVE PHILADELPHIA, PA"
17,16,"21ST ST & CHEW AVE","BELFIELD RECREATION CENTER","B","L","21ST ST & CHEW AVE PHILADELPHIA, PA"
17,18,"NEDRO & OGONTZ AVE","PENNELL SCHOOL","M","L","NEDRO & OGONTZ AVE PHILADELPHIA, PA"
17,19,"5801 OGONTZ AVE","LOVE MISSIONARY BAPTIST CHURCH","B","L","5801 OGONTZ AVE PHILADELPHIA, PA"
17,20,"1424 CLEARVIEW ST","SUFFOLK MANOR APTS-BLDG H","F","N","1424 CLEARVIEW ST PHILADELPHIA, PA"
17,21,"1500 W OLNEY AVE","WIDENER SCHOOL","F","L","1500 W OLNEY AVE PHILADELPHIA, PA"
17,24,"1605 W ROCKLAND ST","ESTHER MARIA'S BALLROOM","M","L","1605 W ROCKLAND ST PHILADELPHIA, PA"
17,29,"1950 W ROCKLAND ST","PROVISION OF GRACE CHURCH","M","L","1950 W ROCKLAND ST PHILADELPHIA, PA"
18,1,"HANCOCK & MASTER STS","HANCOCK RECREATION CENTER","F","N","HANCOCK & MASTER STS PHILADELPHIA, PA"
18,2,"236 RICHMOND ST","UNION HALL","N","N","236 RICHMOND ST PHILADELPHIA, PA"
18,3,"ORKNEY & DIAMOND STS","MC KINLEY SCHOOL","M","N","ORKNEY & DIAMOND STS PHILADELPHIA, PA"
18,4,"PALMER & THOMPSON STS","ADAIRE SCHOOL","M","N","PALMER & THOMPSON STS PHILADELPHIA, PA"
18,5,"E MONTGOMERY & GIRARD AVES","FISHTOWN RECREATION CENTER","F","N","E MONTGOMERY & GIRARD AVES PHILADELPHIA, PA"
18,9,"301 W GIRARD AVE","HEALTH CENTER DISTRICT 06","F","L","301 W GIRARD AVE PHILADELPHIA, PA"
18,10,"1601 E PALMER ST","NEUMANN SENIOR HOUSING","M","N","1601 E PALMER ST PHILADELPHIA, PA"
18,11,"1401 E SUSQUEHANNA AVE","PENNA HOME","M","N","1401 E SUSQUEHANNA AVE PHILADELPHIA, PA"
18,13,"2011 N MASCHER ST","NORRIS SQUARE CHILD CARE CTR","F","L","2011 N MASCHER ST PHILADELPHIA, PA"
18,14,"1501-11 GERMANTOWN AVE","AL-AQSA ISLAMIC SOCIETY","A","N","1501-11 GERMANTOWN AVE PHILADELPHIA, PA"
18,16,"HOWARD & BERKS STS","TOWEY RECREATION CENTER","M","N","HOWARD & BERKS STS PHILADELPHIA, PA"
19,1,"5TH & ALLEGHENY AVE","RIVERA RECREATION CENTER","B","L","5TH & ALLEGHENY AVE PHILADELPHIA, PA"
19,2,"3RD & ONTARIO STS","MUNOZ MARIN SCHOOL","F","H","3RD & ONTARIO STS PHILADELPHIA, PA"
19,5,"6TH & INDIANA AVE","POTTER THOMAS SCHOOL","M","L","6TH & INDIANA AVE PHILADELPHIA, PA"
19,6,"2800 N AMERICAN ST","CONGRESO EDUC & TRAINING CTR","F","H","2800 N AMERICAN ST PHILADELPHIA, PA"
19,9,"2820 N 4TH ST","FAIRHILL COMMUNITY HIGH SCHOOL","M","H","2820 N 4TH ST PHILADELPHIA, PA"
19,10,"2354 N MASCHER ST","GARAGE","R","N","2354 N MASCHER ST PHILADELPHIA, PA"
19,11,"2400 N HOWARD ST","HUNTER SCHOOL","F","H","2400 N HOWARD ST PHILADELPHIA, PA"
19,12,"HANCOCK & SUSQUEHANNA AVE","NORRIS SQUARE UN PRES CHURCH","M","N","HANCOCK & SUSQUEHANNA AVE PHILADELPHIA, PA"
19,13,"4TH & YORK STS","WELSH SCHOOL","F","L","4TH & YORK STS PHILADELPHIA, PA"
19,16,"2603 N 05TH ST","SCHOOL DISTRICT REGION OFFICE","M","N","2603 N 05TH ST PHILADELPHIA, PA"
19,19,"2426 N 2ND ST","FIRE ENGINE CO # 02","M","L","2426 N 2ND ST PHILADELPHIA, PA"
20,1,"1701 N 08TH ST","BROWN COMMUNITY CENTER","M","H","1701 N 08TH ST PHILADELPHIA, PA"
20,2,"1401 N 06TH ST","CRUZ RECREATION CENTER","M","L","1401 N 06TH ST PHILADELPHIA, PA"
20,3,"10TH & OXFORD STS","DENDY REC CTR","M","L","10TH & OXFORD STS PHILADELPHIA, PA"
20,4,"1600 N 08TH ST","GRAY MANOR","F","H","1600 N 08TH ST PHILADELPHIA, PA"
20,5,"8TH & DIAMOND STS","8TH & DIAMOND ST REC CTR","M","L","8TH & DIAMOND STS PHILADELPHIA, PA"
20,6,"1300 W JEFFERSON ST","YORKTOWN APARTMENTS","R","N","1300 W JEFFERSON ST PHILADELPHIA, PA"
20,7,"12TH & SUSQUEHANNA AVE","PENROSE RECREATION CENTER","F","N","12TH & SUSQUEHANNA AVE PHILADELPHIA, PA"
20,9,"1915 N 11TH STREET","NORRIS HOMES","M","L","1915 N 11TH STREET PHILADELPHIA, PA"
21,1,"3815 TERRACE ST","PILGRIM ORTHODOX CHURCH","M","L","3815 TERRACE ST PHILADELPHIA, PA"
21,3,"7901 HENRY AVE","HENRY ON THE PARK/BLDG E","M","L","7901 HENRY AVE PHILADELPHIA, PA"
21,4,"7 LOCK STREET","VENICE ISLAND RECREATION CTR","F","L","7 LOCK STREET PHILADELPHIA, PA"
21,5,"SHAWMONT AVE & EVA ST","SHAWMONT SCHOOL","A","L","SHAWMONT AVE & EVA ST PHILADELPHIA, PA"
21,6,"175 GREEN LANE","NORTH LIGHT COMMUNITY CENTER","B","L","175 GREEN LANE PHILADELPHIA, PA"
21,8,"201 FOUNTAIN ST","HILLSIDE RECREATION CENTER","B","L","201 FOUNTAIN ST PHILADELPHIA, PA"
21,10,"403 RECTOR ST","JOURNEYS WAY","F","L","403 RECTOR ST PHILADELPHIA, PA"
21,11,"235 COTTON ST","TONYS GLASS WORKS","F","L","235 COTTON ST PHILADELPHIA, PA"
21,14,"RIGHTER & SALAIGNAC STS","COOK WISSAHICKON SCHOOL","M","L","RIGHTER & SALAIGNAC STS PHILADELPHIA, PA"
21,15,"5301 RIDGE AVE","NORTHERN CHILDREN SERVICES","F","L","5301 RIDGE AVE PHILADELPHIA, PA"
21,19,"401 MARTIN ST","BETHANY LUTHERAN CHURCH","M","N","401 MARTIN ST PHILADELPHIA, PA"
21,21,"6400 RIDGE AVENUE","ROXBOROUGH HIGH SCHOOL","F","L","6400 RIDGE AVENUE PHILADELPHIA, PA"
21,22,"RIDGE & CINNAMINSON ST","FIREHOUSE","M","L","RIDGE & CINNAMINSON ST PHILADELPHIA, PA"
21,23,"5450 WISSAHICKON AVE","CHARTER COURT APARTMENTS","F","L","5450 WISSAHICKON AVE PHILADELPHIA, PA"
21,24,"WAYNE AVE & JOHNSON ST","LINGELBACH SCHOOL","A","L","WAYNE AVE & JOHNSON ST PHILADELPHIA, PA"
21,25,"RIDGE AVE & JAMESTOWN ST","ROX MEM HOSPITAL AUDITORIUM","M","L","RIDGE AVE & JAMESTOWN ST PHILADELPHIA, PA"
21,29,"6730 RIDGE AVE","SALVATION ARMY","M","L","6730 RIDGE AVE PHILADELPHIA, PA"
21,32,"7100 HENRY AVE","SAUL HIGH SCHOOL","F","L","7100 HENRY AVE PHILADELPHIA, PA"
21,33,"600 E CATHEDRAL RD","CATHEDRAL VILLAGE AUDITORIUM","F","L","600 E CATHEDRAL RD PHILADELPHIA, PA"
21,34,"WISSAHICKON & GRAKYN LA","HOUSTON RECREATION CENTER","M","L","WISSAHICKON & GRAKYN LA PHILADELPHIA, PA"
21,39,"8201 HENRY AVE","SUMMIT PARK APTS-CLUBHOUSE","M","L","8201 HENRY AVE PHILADELPHIA, PA"
21,41,"DOMINO LA & RIDGE AVE","ROXBOROUGH Y M C A","M","L","DOMINO LA & RIDGE AVE PHILADELPHIA, PA"
21,43,"705 E CATHEDRAL ROAD","ANDORRA BRANCH LIBRARY","R","H","705 E CATHEDRAL ROAD PHILADELPHIA, PA"
22,1,"6757 GREENE ST","SUMMIT PRESBYTERIAN CHURCH","M","L","6757 GREENE ST PHILADELPHIA, PA"
22,3,"6400 GREENE ST","CLIVEDEN CONVALESCENT CENTER","F","H","6400 GREENE ST PHILADELPHIA, PA"
22,4,"400 W ELLET ST","GERMANTOWN JEWISH CENTER","F","N","400 W ELLET ST PHILADELPHIA, PA"
22,6,"6950 GERMANTOWN AVE","GERMANTOWN HOME","M","H","6950 GERMANTOWN AVE PHILADELPHIA, PA"
22,7,"6753 GERMANTOWN AVE","JESUS IS THE WAY CHURCH","M","N","6753 GERMANTOWN AVE PHILADELPHIA, PA"
22,8,"220 W UPSAL ST","BLAIR CHRISTIAN ACADEMY","A","L","220 W UPSAL ST PHILADELPHIA, PA"
22,9,"6671 GERMANTOWN AVE","ST MICHAELS LUTHERAN CHURCH","B","L","6671 GERMANTOWN AVE PHILADELPHIA, PA"
22,12,"PLEASANT ST & CHEW AVE","PLEASANT RECREATION CENTER","M","L","PLEASANT ST & CHEW AVE PHILADELPHIA, PA"
22,14,"6445 GERMANTOWN AVE","CARING HEART NURSING HOME","M","N","6445 GERMANTOWN AVE PHILADELPHIA, PA"
22,15,"6415 MUSGRAVE ST","CLIVEDEN HOUSE","B","N","6415 MUSGRAVE ST PHILADELPHIA, PA"
22,16,"GERMANTOWN AVE & SEDGWICK ST","MT AIRY RECREATION CENTER","M","N","GERMANTOWN AVE & SEDGWICK ST PHILADELPHIA, PA"
22,20,"CHEW & UPSAL STS","EMLEN SCHOOL","R","L","CHEW & UPSAL STS PHILADELPHIA, PA"
22,23,"610 E MT PLEASANT AVE","GERMANTOWN CHRISTIAN ASSEMBLY","B","L","610 E MT PLEASANT AVE PHILADELPHIA, PA"
22,25,"6611 ARDLEIGH ST","OLD ST THERESE SCHOOL","R","L","6611 ARDLEIGH ST PHILADELPHIA, PA"
22,27,"CRITTENDEN & JOHNSON STS","A B DAY SCHOOL","M","L","CRITTENDEN & JOHNSON STS PHILADELPHIA, PA"
23,1,"4442 FRANKFORD AVE","ST MARKS CHURCH FRANKFORD","M","N","4442 FRANKFORD AVE PHILADELPHIA, PA"
23,4,"ARROTT & LARGE STS","SIMPSON RECREATION CENTER","M","L","ARROTT & LARGE STS PHILADELPHIA, PA"
23,5,"4634 FRANKFORD AVE","FRANKFORD BRANCH LIBRARY","M","N","4634 FRANKFORD AVE PHILADELPHIA, PA"
23,9,"OXFORD & WAKELING STS","FRANKFORD HIGH SCHOOL","M","L","OXFORD & WAKELING STS PHILADELPHIA, PA"
23,10,"LARGE & DYRE STS","STRING THEORY CHARTER SCHOOL","A","N","LARGE & DYRE STS PHILADELPHIA, PA"
23,11,"4800 WHITAKER AVE","VAIRD-FELTONVILLE YOUTH CLUB","F","L","4800 WHITAKER AVE PHILADELPHIA, PA"
23,14,"2369 ORTHODOX ST","AMERICAN LEGION POST 396","B","N","2369 ORTHODOX ST PHILADELPHIA, PA"
23,15,"TULIP & WAKELING ST","CARMELLA RECREATION CENTER","R","N","TULIP & WAKELING ST PHILADELPHIA, PA"
23,16,"1655 UNITY ST","STEARNE SCHOOL","R","N","1655 UNITY ST PHILADELPHIA, PA"
23,17,"2006 ORTHODOX ST","AMERICAN LEGION POST","N","N","2006 ORTHODOX ST PHILADELPHIA, PA"
23,18,"1824-26 FOULKROD ST","WHITEHALL RES COUNCIL OFFICE","M","N","1824-26 FOULKROD ST PHILADELPHIA, PA"
23,19,"DITMAN & WAKELING ST","GAMBRELL RECREATION CENTER","M","N","DITMAN & WAKELING ST PHILADELPHIA, PA"
23,20,"DARRAH & FOULKROD STS","FIREHOUSE","M","N","DARRAH & FOULKROD STS PHILADELPHIA, PA"
24,1,"36TH & POWELTON AVE","POWELL SCHOOL","M","N","36TH & POWELTON AVE PHILADELPHIA, PA"
24,2,"34TH & HAVERFORD AVE","DURHAM LIBRARY","F","N","34TH & HAVERFORD AVE PHILADELPHIA, PA"
24,4,"36TH & FAIRMOUNT AVE","MC MICHAEL SCHOOL","M","N","36TH & FAIRMOUNT AVE PHILADELPHIA, PA"
24,6,"3901 MARKET ST","UNIVERSITY SQUARE","F","L","3901 MARKET ST PHILADELPHIA, PA"
24,7,"631 N 39TH ST","MANTUA HAVERFORD COMM CTR","R","L","631 N 39TH ST PHILADELPHIA, PA"
24,8,"325 N 39TH ST","ROWAN HOUSE","F","L","325 N 39TH ST PHILADELPHIA, PA"
24,9,"4015-17 POPLAR ST","HEAVENLY HALL","M","L","4015-17 POPLAR ST PHILADELPHIA, PA"
24,10,"25 N 33RD ST","THE ARMORY AT DREXEL","F","L","25 N 33RD ST PHILADELPHIA, PA"
24,15,"41ST & BROWN STS","BELMONT ACADEMY CHARTER SCHOOL","M","N","41ST & BROWN STS PHILADELPHIA, PA"
25,1,"3068 BELGRADE ST","PORT RICHMOND SENIOR CENTER","R","N","3068 BELGRADE ST PHILADELPHIA, PA"
25,2,"MEMPHIS & ANN STS","MEMPHIS ST ACADEMY CHARTER","A","N","MEMPHIS & ANN STS PHILADELPHIA, PA"
25,4,"INDIANA & ALMOND STS","RICHMOND LIBRARY","M","N","INDIANA & ALMOND STS PHILADELPHIA, PA"
25,7,"2649 E SOMERSET ST","GARAGE","M","N","2649 E SOMERSET ST PHILADELPHIA, PA"
25,9,"3116 FRANKFORD AVE","MASTBAUM HIGH SCHOOL","M","N","3116 FRANKFORD AVE PHILADELPHIA, PA"
25,11,"CEDAR & CAMBRIA STS","COHOCKSINK RECREATION CENTER","F","L","CEDAR & CAMBRIA STS PHILADELPHIA, PA"
25,14,"2646 KENSINGTON AVE","CARDINAL BEVILACQUA CENTER","F","N","2646 KENSINGTON AVE PHILADELPHIA, PA"
25,15,"ELKHART & HELEN STS","WILLARD SCHOOL","M","N","ELKHART & HELEN STS PHILADELPHIA, PA"
25,16,"2271-75 E WILLIAM ST","FUNERAL HOME","N","N","2271-75 E WILLIAM ST PHILADELPHIA, PA"
26,1,"3301 S 20TH ST","CALVARY TEMPLE ACADEMY","M","L","3301 S 20TH ST PHILADELPHIA, PA"
26,4,"BROAD & OREGON AVE","MARCONI PLAZA BOCCE COURTS","M","N","BROAD & OREGON AVE PHILADELPHIA, PA"
26,6,"18TH & JOHNSTON STS","BARRY RECREATION CENTER","R","N","18TH & JOHNSTON STS PHILADELPHIA, PA"
26,7,"2437 S BROAD ST","FUMO FAMILY BRANCH LIBRARY","M","N","2437 S BROAD ST PHILADELPHIA, PA"
26,8,"2500 S 16TH ST","ST MONICAS BOWLING LANES","R","N","2500 S 16TH ST PHILADELPHIA, PA"
26,10,"16TH & JACKSON STS","GUERIN REC CTR-BOCCE BUILDING","M","N","16TH & JACKSON STS PHILADELPHIA, PA"
26,11,"2433 S 15TH ST","CARING PEOPLE ALLIANCE","F","N","2433 S 15TH ST PHILADELPHIA, PA"
26,13,"22ND & RITNER STS","G.A.M.P. SCHOOL","A","N","22ND & RITNER STS PHILADELPHIA, PA"
27,1,"4247 LOCUST ST","FAIRFAX APARTMENTS","R","N","4247 LOCUST ST PHILADELPHIA, PA"
27,2,"4400 BALTIMORE AVE","H M S SCHOOL","F","H","4400 BALTIMORE AVE PHILADELPHIA, PA"
27,3,"3609 CHESTNUT ST","PENN CARE & REHABILITATION CTR","M","L","3609 CHESTNUT ST PHILADELPHIA, PA"
27,4,"51ST ST & GREENWAY AVE","COMEGYS SCHOOL","M","L","51ST ST & GREENWAY AVE PHILADELPHIA, PA"
27,5,"3914 LOCUST WALK","CIVIC HOUSE/UNIV OF PENNA","F","N","3914 LOCUST WALK PHILADELPHIA, PA"
27,6,"42ND & LUDLOW STS","ROBESON HIGH SCHOOL","M","N","42ND & LUDLOW STS PHILADELPHIA, PA"
27,7,"600 S 43RD ST","ROSENBERGER HALL/ROOM 100","F","N","600 S 43RD ST PHILADELPHIA, PA"
27,8,"3948 WALNUT ST","WALNUT ST WEST LIBRARY","M","N","3948 WALNUT ST PHILADELPHIA, PA"
27,10,"257 S 45TH ST","SPRUCE HILL COMM ASSOC","M","L","257 S 45TH ST PHILADELPHIA, PA"
27,15,"48TH & WOODLAND AVE","48TH & WOODLAND REC CENTER","M","L","48TH & WOODLAND AVE PHILADELPHIA, PA"
27,17,"1450 S 50TH ST","REBA BROWN SR APTS","F","H","1450 S 50TH ST PHILADELPHIA, PA"
27,18,"3733 SPRUCE ST","VANCE HALL","F","N","3733 SPRUCE ST PHILADELPHIA, PA"
27,19,"3333 WALNUT ST","HILL HOUSE","M","N","3333 WALNUT ST PHILADELPHIA, PA"
27,20,"3910 IRVING ST","HARRISON COLLEGE HOUSE","F","N","3910 IRVING ST PHILADELPHIA, PA"
27,21,"3820 LOCUST WALK","UNIV OF PA HARNWELL HOUSE","F","N","3820 LOCUST WALK PHILADELPHIA, PA"
27,22,"3417 SPRUCE ST","HOUSTON HALL  READING ROOM","F","N","3417 SPRUCE ST PHILADELPHIA, PA"
28,2,"28TH & DAUPHIN STS","WRIGHT SCHOOL","F","L","28TH & DAUPHIN STS PHILADELPHIA, PA"
28,4,"32ND & RIDGE AVE","STRAWBERRY MANSION SCHOOL","F","L","32ND & RIDGE AVE PHILADELPHIA, PA"
28,7,"26TH & YORK STS","FIRE ENGINE CO # 45","M","N","26TH & YORK STS PHILADELPHIA, PA"
28,8,"2450 W SERGEANT ST","NEW LIFE BAPTIST CHURCH","M","N","2450 W SERGEANT ST PHILADELPHIA, PA"
28,9,"32ND & LEHIGH AVE","ETHEL ALLEN SCHOOL","M","L","32ND & LEHIGH AVE PHILADELPHIA, PA"
28,13,"2808 W LEHIGH AVE","WIDENER BRANCH LIBRARY","F","L","2808 W LEHIGH AVE PHILADELPHIA, PA"
28,17,"2832 N 28TH ST","MEDIATOR LUTHERAN CHURCH","F","N","2832 N 28TH ST PHILADELPHIA, PA"
29,1,"1999 RIDGE AVE","MOORE MANOR SR HOME","F","L","1999 RIDGE AVE PHILADELPHIA, PA"
29,2,"1450 N 21ST ST","SHARSWOOD COMMUNITY CENTER","F","L","1450 N 21ST ST PHILADELPHIA, PA"
29,3,"28TH & THOMPSON STS","FIRE ENGINE CO # 34","F","N","28TH & THOMPSON STS PHILADELPHIA, PA"
29,5,"2320 CECIL B MOORE AVE","CECIL B MOORE LIBRARY","F","L","2320 CECIL B MOORE AVE PHILADELPHIA, PA"
29,7,"1425 N 23RD ST","SHARSWOOD ONE SENIOR APTS","F","N","1425 N 23RD ST PHILADELPHIA, PA"
29,9,"26TH & JEFFERSON STS","BOONE SCHOOL","R","N","26TH & JEFFERSON STS PHILADELPHIA, PA"
29,10,"3000 W MASTER ST","BREWERYTOWN CDC OFFICE","F","N","3000 W MASTER ST PHILADELPHIA, PA"
29,11,"26TH & THOMPSON STS","MORRIS SCHOOL","F","L","26TH & THOMPSON STS PHILADELPHIA, PA"
29,12,"2632 W THOMPSON ST","COLLEGEVIEW HOMES (PHA)","F","L","2632 W THOMPSON ST PHILADELPHIA, PA"
29,15,"28TH & OXFORD STS","W D KELLEY SCHOOL","M","L","28TH & OXFORD STS PHILADELPHIA, PA"
30,1,"1525 FITZWATER ST","GIDEON HALL@SCOTTISH RITE HSE","M","L","1525 FITZWATER ST PHILADELPHIA, PA"
30,2,"1530 FITZWATER ST","SCOTTISH RITE TOWER","F","N","1530 FITZWATER ST PHILADELPHIA, PA"
30,4,"1427 CATHARINE ST","UNIVERSAL CHARTER SCHOOL","F","N","1427 CATHARINE ST PHILADELPHIA, PA"
30,5,"1724 CHRISTIAN ST","Y M C A","F","N","1724 CHRISTIAN ST PHILADELPHIA, PA"
30,6,"17TH & FITZWATER STS","ANDERSON RECREATION CENTER","F","N","17TH & FITZWATER STS PHILADELPHIA, PA"
30,8,"2501 LOMBARD ST","THE PHILADELPHIA SCHOOL","F","L","2501 LOMBARD ST PHILADELPHIA, PA"
30,9,"20TH & CATHARINE STS","ARTHUR SCHOOL","M","L","20TH & CATHARINE STS PHILADELPHIA, PA"
30,12,"2309 CARPENTER ST","ST ANTHONYS SENIOR RESIDENCE","M","L","2309 CARPENTER ST PHILADELPHIA, PA"
31,1,"2446-48 CORAL ST","ARTS HOUSE APTS","F","L","2446-48 CORAL ST PHILADELPHIA, PA"
31,3,"YORK & TRENTON STS","HACKETT SCHOOL","M","N","YORK & TRENTON STS PHILADELPHIA, PA"
31,4,"2212-18 E SUSQUEHANNA AVE","BETHEL BAPTIST CHURCH","F","N","2212-18 E SUSQUEHANNA AVE PHILADELPHIA, PA"
31,5,"2230 TAGGERT ST","GARAGE","F","L","2230 TAGGERT ST PHILADELPHIA, PA"
31,6,"2204 ARAMINGO AVE","DERKA'S AUTO GARAGE","M","L","2204 ARAMINGO AVE PHILADELPHIA, PA"
31,7,"EDGEMONT & HUNTINGDON STS","MARITIME ACADEMY CHARTER","M","N","EDGEMONT & HUNTINGDON STS PHILADELPHIA, PA"
31,8,"2463 EMERALD ST","KENSINGTON HIGH SCHOOL ANNEX","M","H","2463 EMERALD ST PHILADELPHIA, PA"
31,10,"2139 E CUMBERLAND ST","ST MICHAELS LUTHERAN CHURCH","M","N","2139 E CUMBERLAND ST PHILADELPHIA, PA"
31,11,"SERGEANT & JASPER STS","H A BROWN SCHOOL","A","N","SERGEANT & JASPER STS PHILADELPHIA, PA"
31,14,"2301 E CUMBERLAND ST","OFFICE","R","N","2301 E CUMBERLAND ST PHILADELPHIA, PA"
31,15,"2424 E YORK ST","2424 STUDIOS","M","N","2424 E YORK ST PHILADELPHIA, PA"
31,16,"2364 E CUMBERLAND ST","BEACON PRESBYTERIAN CHURCH","R","N","2364 E CUMBERLAND ST PHILADELPHIA, PA"
31,17,"BELGRADE & HUNTINGDON STS","FIRE ENGINE CO # 06","F","L","BELGRADE & HUNTINGDON STS PHILADELPHIA, PA"
31,18,"MEMPHIS & TUCKER STS","ST ANNE'S SOCIAL HALL","R","N","MEMPHIS & TUCKER STS PHILADELPHIA, PA"
31,19,"ARAMINGO & LEHIGH AVES","CIONE RECREATION CENTER","M","N","ARAMINGO & LEHIGH AVES PHILADELPHIA, PA"
32,2,"1900 N 20TH ST","HEALTH CENTER DISTRICT 05","M","N","1900 N 20TH ST PHILADELPHIA, PA"
32,5,"16TH & BERKS STS","AMOS RECREATION CENTER","F","L","16TH & BERKS STS PHILADELPHIA, PA"
32,7,"16TH & DIAMOND STS","DUCKREY SCHOOL","F","N","16TH & DIAMOND STS PHILADELPHIA, PA"
32,9,"17TH & NORRIS STS","CARVER SCHOOL ENGINR & SCIENCE","F","L","17TH & NORRIS STS PHILADELPHIA, PA"
32,10,"3226 CLIFFORD ST","VERNON MARKS HOUSE","M","L","3226 CLIFFORD ST PHILADELPHIA, PA"
32,13,"1924 N WOODSTOCK ST","WOODSTOCK COMMUNITY CENTER","M","L","1924 N WOODSTOCK ST PHILADELPHIA, PA"
32,15,"23RD & MONTGOMERY AVE","OLD ST ELIZABETHS SCHOOL","F","L","23RD & MONTGOMERY AVE PHILADELPHIA, PA"
32,18,"2500 W NORRIS ST","JOHNSON HOMES (PHA)","M","L","2500 W NORRIS ST PHILADELPHIA, PA"
32,19,"2600 W SUSQUEHANNA AVE","CLARA BALDWIN MANOR","B","L","2600 W SUSQUEHANNA AVE PHILADELPHIA, PA"
32,20,"29TH & GLENWOOD AVE","GIDEON SCHOOL","M","N","29TH & GLENWOOD AVE PHILADELPHIA, PA"
32,21,"30TH & BERKS STS","BLAINE SCHOOL","M","L","30TH & BERKS STS PHILADELPHIA, PA"
32,26,"33RD & DIAMOND STS","MANDER RECREATION CENTER","F","N","33RD & DIAMOND STS PHILADELPHIA, PA"
32,29,"25TH & DIAMOND STS","HANK GATHERS RECREATION CTR","M","N","25TH & DIAMOND STS PHILADELPHIA, PA"
32,31,"3017 W OXFORD ST","THE SARTAIN APTS","M","N","3017 W OXFORD ST PHILADELPHIA, PA"
33,1,"901 E CAYUGA ST","RESTAURANT","M","H","901 E CAYUGA ST PHILADELPHIA, PA"
33,2,"J & CAYUGA STS","FERKO RECREATION CENTER","B","L","J & CAYUGA STS PHILADELPHIA, PA"
33,3,"HOWLAND & CAYUGA STS","JUNIATA YOUTH CLUB","M","L","HOWLAND & CAYUGA STS PHILADELPHIA, PA"
33,5,"CASTOR AVE & CAYUGA ST","PICCOLI RECREATION CENTER","M","L","CASTOR AVE & CAYUGA ST PHILADELPHIA, PA"
33,7,"1500 E HUNTING PARK AVE","WATER DEPT LABORATORY","N","L","1500 E HUNTING PARK AVE PHILADELPHIA, PA"
33,9,"L & LUZERNE STS","HOPKINSON LITTLE SCHOOL HOUSE","M","L","L & LUZERNE STS PHILADELPHIA, PA"
33,11,"J ST & ERIE AVE","J STREET CAFE DINING ROOM","M","N","J ST & ERIE AVE PHILADELPHIA, PA"
33,14,"L & SEDGELY STS","JUNIATA PARK OLDER ADULT CTR","F","L","L & SEDGELY STS PHILADELPHIA, PA"
33,15,"H & TIOGA STS","HARROWGATE PAL CENTER","M","L","H & TIOGA STS PHILADELPHIA, PA"
33,16,"J & TIOGA STS","SCANLON RECREATION CENTER","F","N","J & TIOGA STS PHILADELPHIA, PA"
34,1,"6122 MARKET ST","BARBER SHOP","M","N","6122 MARKET ST PHILADELPHIA, PA"
34,4,"6131 VINE ST","STOREFRONT","M","N","6131 VINE ST PHILADELPHIA, PA"
34,5,"520 N 61ST ST","BETTERWAY BIBLE CHURCH","M","N","520 N 61ST ST PHILADELPHIA, PA"
34,6,"61ST & THOMPSON STS","FIRE ENGINE CO # 41","F","L","61ST & THOMPSON STS PHILADELPHIA, PA"
34,8,"60TH & COLUMBIA AVE","TUSTIN RECREATION CENTER","F","N","60TH & COLUMBIA AVE PHILADELPHIA, PA"
34,10,"1541 N 61ST ST","PRAYER & FAITH TEMPLE COGIC","F","L","1541 N 61ST ST PHILADELPHIA, PA"
34,11,"6148 LANSDOWNE AVE","GOOD SAMARITAN CHURCH","R","N","6148 LANSDOWNE AVE PHILADELPHIA, PA"
34,12,"61ST & JEFFERSON STS","SIMPSON-FLETCHER METH CHURCH","A","L","61ST & JEFFERSON STS PHILADELPHIA, PA"
34,13,"EDGEMORE & MEDIA STS","HARAMBEE INSTITUTE","M","N","EDGEMORE & MEDIA STS PHILADELPHIA, PA"
34,14,"1100 N 63RD ST","KIMBLE FUNERAL HOME","F","L","1100 N 63RD ST PHILADELPHIA, PA"
34,15,"6150 W OXFORD ST","MONTE VISTA APTS","F","L","6150 W OXFORD ST PHILADELPHIA, PA"
34,16,"65TH & GIRARD AVE","HADDINGTON LIBRARY","A","N","65TH & GIRARD AVE PHILADELPHIA, PA"
34,17,"65TH & CALLOWHILL STS","GRANAHAN RECREATION CENTER","R","L","65TH & CALLOWHILL STS PHILADELPHIA, PA"
34,20,"68TH & LANSDOWNE AVE","PAPA RECREATION CENTER","M","L","68TH & LANSDOWNE AVE PHILADELPHIA, PA"
34,22,"6546 LEBANON AVE","BARBER SHOP","M","N","6546 LEBANON AVE PHILADELPHIA, PA"
34,23,"6376 CITY AVE","OVERBROOK PRESBYTERIAN CHURCH","A","L","6376 CITY AVE PHILADELPHIA, PA"
34,24,"1101 N 63RD ST","LIBERTY TOWERS APTS","A","L","1101 N 63RD ST PHILADELPHIA, PA"
34,25,"63RD & LANCASTER AVE","FIRE ENGINE CO # 54","M","N","63RD & LANCASTER AVE PHILADELPHIA, PA"
