"Ward","Division","Address","Location","Building.Code","Parking.Code","full_addr"
34,27,"1625 N 76TH AVE","LAMBERTON LITTLE SCHOOL HOUSE","F","L","1625 N 76TH AVE PHILADELPHIA, PA"
34,30,"7630 WOODBINE AVE","OVERBROOK PARK CHURCH CHRIST","A","N","7630 WOODBINE AVE PHILADELPHIA, PA"
34,32,"HAVERFORD & WOODBINE AVES","OVERBROOK LIBRARY","F","L","HAVERFORD & WOODBINE AVES PHILADELPHIA, PA"
34,34,"7060 CITY AVE","RESIDENCE","F","L","7060 CITY AVE PHILADELPHIA, PA"
34,35,"1660 N 62ND ST","TRUE IMAGE SALON","M","N","1660 N 62ND ST PHILADELPHIA, PA"
34,36,"6237 MARKET ST","HEAD 2 TOE SALON","R","N","6237 MARKET ST PHILADELPHIA, PA"
34,42,"6143 LANSDOWNE AVE","CHURCH","M","L","6143 LANSDOWNE AVE PHILADELPHIA, PA"
35,1,"7236 RISING SUN AVE","STORE","M","L","7236 RISING SUN AVE PHILADELPHIA, PA"
35,2,"603 LONGSHORE AVE","TRINITY CHURCH OXFORD/BUCHANAN","R","L","603 LONGSHORE AVE PHILADELPHIA, PA"
35,4,"6545 RISING SUN AVE","BETHANY UNITED CHURCH","M","N","6545 RISING SUN AVE PHILADELPHIA, PA"
35,5,"6500 TABOR AVE","PHILA PROTESTANT HOME","F","L","6500 TABOR AVE PHILADELPHIA, PA"
35,6,"ARGYLE & ROBBINS AVE","ST WILLIAMS MEMORIAL HALL","F","L","ARGYLE & ROBBINS AVE PHILADELPHIA, PA"
35,9,"6000 RISING SUN AVE","LAWNCREST LIBRARY","R","N","6000 RISING SUN AVE PHILADELPHIA, PA"
35,10,"RISING SUN AVE & COMLY ST","LAWNCREST RECREATION CENTER","F","H","RISING SUN AVE & COMLY ST PHILADELPHIA, PA"
35,13,"6001 COLGATE ST","PRINCE OF PEACE CHURCH","M","L","6001 COLGATE ST PHILADELPHIA, PA"
35,14,"6150 ALGON AVE","OXFORD VILLAGE HOMES","F","L","6150 ALGON AVE PHILADELPHIA, PA"
35,15,"LANGDON & SANGER STS","NEW FELS HIGH SCHOOL","F","H","LANGDON & SANGER STS PHILADELPHIA, PA"
35,18,"RISING SUN & CHELTENHAM AVES","FRANKLIN SCHOOL","M","L","RISING SUN & CHELTENHAM AVES PHILADELPHIA, PA"
35,23,"SUMMERDALE & GODFREY AVES","HOUSEMAN RECREATION CENTER","F","L","SUMMERDALE & GODFREY AVES PHILADELPHIA, PA"
35,27,"TABOR RD & FOULKROD ST","UNIVERSAL CREIGHTON LSH","M","N","TABOR RD & FOULKROD ST PHILADELPHIA, PA"
35,28,"5577 N HILLCREEK DRIVE","HILL CREEK COMM CTR BLDG 10","M","L","5577 N HILLCREEK DRIVE PHILADELPHIA, PA"
36,1,"19TH & ELLSWORTH STS","CHEW RECREATION CENTER","R","L","19TH & ELLSWORTH STS PHILADELPHIA, PA"
36,2,"1814 WHARTON ST","ST BARNABAS CHURCH","M","N","1814 WHARTON ST PHILADELPHIA, PA"
36,3,"20TH & FEDERAL STS","FIRE ENGINE CO # 24","F","L","20TH & FEDERAL STS PHILADELPHIA, PA"
36,4,"23RD & REED STS","WHARTON SQUARE REC CENTER","F","N","23RD & REED STS PHILADELPHIA, PA"
36,5,"1219 S 21ST ST","ST PAUL CHAPEL BAPTIST CHURCH","M","N","1219 S 21ST ST PHILADELPHIA, PA"
36,6,"22ND & FEDERAL STS","QUEEN MEMORIAL LIBRARY","F","L","22ND & FEDERAL STS PHILADELPHIA, PA"
36,8,"1410 S 20TH ST","MITCHUM WILSON FUNERAL HOME","M","N","1410 S 20TH ST PHILADELPHIA, PA"
36,11,"1700 FERNON ST","THE AQUINAS CENTER","M","N","1700 FERNON ST PHILADELPHIA, PA"
36,12,"2100 DICKINSON ST","POINT BREEZE COURT (PHA)","F","N","2100 DICKINSON ST PHILADELPHIA, PA"
36,13,"22ND & MC CLELLAN STS","MC DANIEL SCHOOL","F","N","22ND & MC CLELLAN STS PHILADELPHIA, PA"
36,14,"28TH & DICKINSON STS","BARRETT NABUURS CENTER","A","N","28TH & DICKINSON STS PHILADELPHIA, PA"
36,22,"26TH & MOORE STS","VARE RECREATION CENTER","F","L","26TH & MOORE STS PHILADELPHIA, PA"
36,23,"1140-46 S 26TH ST","PROGRESSIVE WORSHIP CENTER","M","N","1140-46 S 26TH ST PHILADELPHIA, PA"
36,26,"30TH & OAKFORD ST","FINNEGAN RECREATION CENTER","F","N","30TH & OAKFORD ST PHILADELPHIA, PA"
36,29,"1401 S 16TH ST","REED ST PRESBYTERIAN APTS","M","N","1401 S 16TH ST PHILADELPHIA, PA"
36,30,"3125 REED ST","KINGS FERRY SQUARE COMM ROOM","B","N","3125 REED ST PHILADELPHIA, PA"
36,32,"2707 FEDERAL ST","OFFICE-HANNAH CONSTRUCTION","A","N","2707 FEDERAL ST PHILADELPHIA, PA"
36,34,"1200 S BROAD ST","P.E.P. BUILDING","A","N","1200 S BROAD ST PHILADELPHIA, PA"
36,35,"16TH & WHARTON STS","BARRATT SCHOOL","M","N","16TH & WHARTON STS PHILADELPHIA, PA"
37,1,"2265 N 10TH ST","EBENEZER BAPTIST CHURCH","F","N","2265 N 10TH ST PHILADELPHIA, PA"
37,3,"2411 N 11TH ST","FAIRHILL APTS COMMUNITY CENTER","F","L","2411 N 11TH ST PHILADELPHIA, PA"
37,7,"2701 N 12TH ST","MORRIS CHAPEL BAPT CHURCH","M","N","2701 N 12TH ST PHILADELPHIA, PA"
37,9,"2862 GERMANTOWN AVE","WARNOCK VILLAGE","F","H","2862 GERMANTOWN AVE PHILADELPHIA, PA"
37,10,"12TH & CAMBRIA STS","12TH & CAMBRIA RECREATION CTR","F","L","12TH & CAMBRIA STS PHILADELPHIA, PA"
37,11,"12TH & RUSH STS","MASTERY CLYMER CHARTER SCHOOL","M","L","12TH & RUSH STS PHILADELPHIA, PA"
37,13,"2428 N FAIRHILL ST","EVANGELICAL TEMPLE WORSHIP CTR","R","N","2428 N FAIRHILL ST PHILADELPHIA, PA"
37,14,"8TH & CUMBERLAND STS","HARTRANFT SCHOOL","M","L","8TH & CUMBERLAND STS PHILADELPHIA, PA"
37,15,"2415 GERMANTOWN AVE","HARTRANFT COMM CENTER","M","N","2415 GERMANTOWN AVE PHILADELPHIA, PA"
37,17,"924 W CAMBRIA ST","ST MARKS OUTREACH BAPT CHURCH","M","N","924 W CAMBRIA ST PHILADELPHIA, PA"
37,21,"3018-A N. PERCY ST","COMMUNITY CENTER","M","N","3018-A N. PERCY ST PHILADELPHIA, PA"
38,1,"3226  MC MICHAEL ST","ABBOTTSFORD HOMES","F","L","3226  MC MICHAEL ST PHILADELPHIA, PA"
38,2,"26TH & ALLEGHENY AVE","DEVEREAUX MEMORIAL CHURCH","M","L","26TH & ALLEGHENY AVE PHILADELPHIA, PA"
38,5,"2331 W CLEARFIELD ST","CHRISTIAN FELLOWSHIP CENTER","M","N","2331 W CLEARFIELD ST PHILADELPHIA, PA"
38,6,"27TH & CLEARFIELD STS","SHULER REC CENTER","M","L","27TH & CLEARFIELD STS PHILADELPHIA, PA"
38,7,"29TH & CLEARFIELD STS","E W RHODES SCHOOL","M","L","29TH & CLEARFIELD STS PHILADELPHIA, PA"
38,9,"3416 W ALLEGHENY AVE","CHURCH","M","N","3416 W ALLEGHENY AVE PHILADELPHIA, PA"
38,11,"3001 W SCHOOL HOUSE LA","PENN CHARTER SQUASH COURTS","M","L","3001 W SCHOOL HOUSE LA PHILADELPHIA, PA"
38,12,"3501 MIDVALE AVE","FALLS OF SCHUYLKILL LIBRARY","M","N","3501 MIDVALE AVE PHILADELPHIA, PA"
38,13,"MIDVALE AVE & CONRAD ST","MIFFLIN SCHOOL","M","L","MIDVALE AVE & CONRAD ST PHILADELPHIA, PA"
38,15,"RIDGE & MIDVALE AVE","FIRE ENGINE CO # 35","R","L","RIDGE & MIDVALE AVE PHILADELPHIA, PA"
38,19,"4349 RIDGE AVE","FALLS RIDGE APTS COMM CTR","F","H","4349 RIDGE AVE PHILADELPHIA, PA"
39,1,"8TH & WOLF STS","KEY SCHOOL","N","N","8TH & WOLF STS PHILADELPHIA, PA"
39,2,"2604 S 04TH ST","SEAFARERS UNION HALL","M","N","2604 S 04TH ST PHILADELPHIA, PA"
39,3,"2455 S 03RD ST","OFFICE","N","N","2455 S 03RD ST PHILADELPHIA, PA"
39,4,"927 JOHNSTON ST","MASTERY THOMAS CHARTER SCHOOL","F","N","927 JOHNSTON ST PHILADELPHIA, PA"
39,7,"2ND & SNYDER AVE","WHITMAN BRANCH LIBRARY","M","N","2ND & SNYDER AVE PHILADELPHIA, PA"
39,8,"300 SNYDER AVE","SNYDER AVE CONGREGATION CHURCH","B","N","300 SNYDER AVE PHILADELPHIA, PA"
39,9,"4TH & SNYDER STS","FIRE ENGINE CO # 53","M","L","4TH & SNYDER STS PHILADELPHIA, PA"
39,10,"501 JACKSON ST","JACKSON PLACE","F","H","501 JACKSON ST PHILADELPHIA, PA"
39,13,"4TH & SHUNK STS","MURPHY RECREATION CENTER","N","N","4TH & SHUNK STS PHILADELPHIA, PA"
39,14,"900 PACKER AVE","STADIUM HOLIDAY INN","M","N","900 PACKER AVE PHILADELPHIA, PA"
39,15,"2150 S 03RD ST","IBEW LOCAL UNION HALL","M","N","2150 S 03RD ST PHILADELPHIA, PA"
39,17,"4TH & PORTER STS","TAGGART SCHOOL","M","N","4TH & PORTER STS PHILADELPHIA, PA"
39,18,"830 RITNER ST-REAR","GARAGE","R","N","830 RITNER ST-REAR PHILADELPHIA, PA"
39,21,"2349-51 S FRONT ST","ANTHONYS RESTAURANT","N","N","2349-51 S FRONT ST PHILADELPHIA, PA"
39,23,"2302 S 7TH ST","STORE","B","N","2302 S 7TH ST PHILADELPHIA, PA"
39,25,"13TH & SHUNK STS","FIRE ENGINE CO # 49","M","L","13TH & SHUNK STS PHILADELPHIA, PA"
39,26,"1025-33 MIFFLIN ST","OLD TOLENTINE COMMUNITY CENTER","F","N","1025-33 MIFFLIN ST PHILADELPHIA, PA"
39,30,"BROAD & SNYDER AVE","SOUTH PHILA HIGH SCHOOL","M","H","BROAD & SNYDER AVE PHILADELPHIA, PA"
39,31,"13TH & PORTER STS","JENKS SCHOOL","N","N","13TH & PORTER STS PHILADELPHIA, PA"
39,33,"2601 S 11TH ST","DAYCARE","N","N","2601 S 11TH ST PHILADELPHIA, PA"
39,34,"1030 SNYDER AVE","MAGIC AUTO DETAILING","R","N","1030 SNYDER AVE PHILADELPHIA, PA"
39,45,"1815 S 11TH ST","SO PHILA VIKINGS CLUBHOUSE","B","N","1815 S 11TH ST PHILADELPHIA, PA"
39,46,"BROAD & TASKER STS","P G W BUILDING","M","N","BROAD & TASKER STS PHILADELPHIA, PA"
40,1,"6250 EASTWICK AVE","ROBERT BRADY VETERANS CENTER","M","N","6250 EASTWICK AVE PHILADELPHIA, PA"
40,3,"5701 GRAYS AVE","EZEKIEL BAPTIST CHURCH","A","L","5701 GRAYS AVE PHILADELPHIA, PA"
40,4,"5404 GIBSON DRIVE","BARTRAM VILLAGE OFFICE","F","L","5404 GIBSON DRIVE PHILADELPHIA, PA"
40,5,"2000 S 58TH ST","PRESBYTERIAN APARTMENTS","B","L","2000 S 58TH ST PHILADELPHIA, PA"
40,6,"63RD & ELMWOOD AVE","MORTON SCHOOL","R","L","63RD & ELMWOOD AVE PHILADELPHIA, PA"
40,10,"64TH & PASCHALL AVE","ROCHE POST AMERICAN LEGION","A","N","64TH & PASCHALL AVE PHILADELPHIA, PA"
40,11,"6900 GREENWAY AVE","CATHARINE SCHOOL ANNEX","M","L","6900 GREENWAY AVE PHILADELPHIA, PA"
40,17,"66TH & ELMWOOD AVE","TILDEN MIDDLE SCHOOL","M","L","66TH & ELMWOOD AVE PHILADELPHIA, PA"
40,21,"66TH & CHESTER AVE","CATHARINE SCHOOL","M","L","66TH & CHESTER AVE PHILADELPHIA, PA"
40,22,"70TH & BUIST AVE","PATTERSON SCHOOL","N","N","70TH & BUIST AVE PHILADELPHIA, PA"
40,25,"66TH & REGENT STS","MC CREESH RECREATION CENTER","B","L","66TH & REGENT STS PHILADELPHIA, PA"
40,29,"69TH & GROVERS AVE","FINNEGAN RECREATION CENTER","M","L","69TH & GROVERS AVE PHILADELPHIA, PA"
40,30,"8398 LINDBERGH BLVD","ST PAULS AME CHURCH","M","H","8398 LINDBERGH BLVD PHILADELPHIA, PA"
40,32,"2406 S 71ST ST","DAYCARE","M","L","2406 S 71ST ST PHILADELPHIA, PA"
40,33,"6942 WOODLAND AVE","PASCHALLVILLE LIBRARY","N","L","6942 WOODLAND AVE PHILADELPHIA, PA"
40,34,"7200 WOODLAND AVE","PASCHALLVILLE HOMES COMM CTR","F","N","7200 WOODLAND AVE PHILADELPHIA, PA"
40,35,"2500 S 77TH ST","CIBOTTI RECREATION CENTER","F","L","2500 S 77TH ST PHILADELPHIA, PA"
40,36,"2851 ISLAND AVE","EASTWICK LIBRARY","R","L","2851 ISLAND AVE PHILADELPHIA, PA"
40,37,"7537 DICKENS PLACE","RESIDENCE","R","N","7537 DICKENS PLACE PHILADELPHIA, PA"
40,38,"80TH & MARS PLACE","EASTWICK RECREATION CENTER","M","L","80TH & MARS PLACE PHILADELPHIA, PA"
40,41,"2535 S 73RD ST","RESIDENCE","F","L","2535 S 73RD ST PHILADELPHIA, PA"
40,42,"78TH & ESTE AVE","PENROSE SCHOOL","M","L","78TH & ESTE AVE PHILADELPHIA, PA"
40,49,"3049 S 74TH ST","GARAGE","F","L","3049 S 74TH ST PHILADELPHIA, PA"
40,50,"7199 BRANT PLACE","UNICO VILLAGE OFFICE","M","L","7199 BRANT PLACE PHILADELPHIA, PA"
41,1,"TORRESDALE & CHELTENHAM AVES","MOSS RECREATION CENTER","F","N","TORRESDALE & CHELTENHAM AVES PHILADELPHIA, PA"
41,3,"TORRESDALE & CHELTENHAM AVE","MOSS RECREATION CENTER","F","N","TORRESDALE & CHELTENHAM AVE PHILADELPHIA, PA"
41,4,"TORRESDALE AVE & DEVEREAUX","AMERICAN LEGION REC CENTER","F","L","TORRESDALE AVE & DEVEREAUX PHILADELPHIA, PA"
41,5,"JACKSON & VAN KIRK STS","FIRE ENGINE CO # 52","M","L","JACKSON & VAN KIRK STS PHILADELPHIA, PA"
41,6,"6309 TORRESDALE AVE","MC CULLOUGH UNION HALL","M","L","6309 TORRESDALE AVE PHILADELPHIA, PA"
41,9,"6101 JACKSON ST","LAWTON SCHOOL","F","L","6101 JACKSON ST PHILADELPHIA, PA"
41,11,"7001 TORRESDALE AVE","HOLY INNOCENTS CHURCH","M","L","7001 TORRESDALE AVE PHILADELPHIA, PA"
41,13,"MAGEE & KEYSTONE STS","FIRE ENGINE CO # 38","F","H","MAGEE & KEYSTONE STS PHILADELPHIA, PA"
41,15,"6934 TORRESDALE AVE","MARIE HUFF HAIRDRESSING","M","N","6934 TORRESDALE AVE PHILADELPHIA, PA"
41,16,"COTTMAN & TORRESDALE AVES","ST HUBERTS HIGH SCHOOL","R","N","COTTMAN & TORRESDALE AVES PHILADELPHIA, PA"
41,17,"4741 FRIENDSHIP ST","TACONY MAYFAIR SONS OF ITALY","M","N","4741 FRIENDSHIP ST PHILADELPHIA, PA"
41,18,"COTTMAN AVE & ERDRICK ST","LUTH CHURCH OF GOOD SHEPHERD","B","L","COTTMAN AVE & ERDRICK ST PHILADELPHIA, PA"
41,22,"4343 PRINCETON AVE","KIDDY KOTTAGE DAYCARE CENTER","M","N","4343 PRINCETON AVE PHILADELPHIA, PA"
41,23,"COTTAGE & BLEIGH STS","FORREST LITTLE SCHOOL HOUSE","F","L","COTTAGE & BLEIGH STS PHILADELPHIA, PA"
42,1,"4501 G ST","CITY SIGN SHOP","F","H","4501 G ST PHILADELPHIA, PA"
42,2,"B & WYOMING STS","BARTON SCHOOL","M","L","B & WYOMING STS PHILADELPHIA, PA"
42,3,"169 W WYOMING AVE","BETHEL WORSHIP CENTER","A","N","169 W WYOMING AVE PHILADELPHIA, PA"
42,4,"4344 N 05TH ST","CAYUGA SCHOOL","M","N","4344 N 05TH ST PHILADELPHIA, PA"
42,6,"B ST & WYOMING AVE","WYOMING BRANCH LIBRARY","M","L","B ST & WYOMING AVE PHILADELPHIA, PA"
42,8,"238 E WYOMING AVE","FELTONVILLE INTERMED SCHOOL","M","N","238 E WYOMING AVE PHILADELPHIA, PA"
42,12,"FRONT & DUNCANNON STS","ASPIRA OLNEY CHARTER SCHOOL","A","L","FRONT & DUNCANNON STS PHILADELPHIA, PA"
42,13,"5111 N 04TH ST","MORRISON SCHOOL","M","L","5111 N 04TH ST PHILADELPHIA, PA"
42,14,"425 E ROOSEVELT BLVD","NEW LIFE PRESBYTERIAN CHURCH","M","L","425 E ROOSEVELT BLVD PHILADELPHIA, PA"
42,15,"401 E TABOR ROAD","INTNL CHRISTIAN HIGH SCHOOL","F","L","401 E TABOR ROAD PHILADELPHIA, PA"
42,18,"401 E TABOR RD","TRIUMPHANT FAITH ICSH BUILDING","F","L","401 E TABOR RD PHILADELPHIA, PA"
42,19,"B & GALE STS","ZIEHLER RECREATION CENTER","M","L","B & GALE STS PHILADELPHIA, PA"
42,23,"801 E HUNTING PARK AVE","JUNIATA PARK ACADEMY","M","N","801 E HUNTING PARK AVE PHILADELPHIA, PA"
42,24,"200 W TABOR ROAD","GODS CHURCH BY THE FAITH","M","L","200 W TABOR ROAD PHILADELPHIA, PA"
42,25,"5TH & TABOR RD","GREATER OLNEY BRANCH LIBRARY","M","N","5TH & TABOR RD PHILADELPHIA, PA"
43,1,"4244 OLD YORK RD","EL SHADDEI CHURCH","M","L","4244 OLD YORK RD PHILADELPHIA, PA"
43,2,"4417 N 06TH ST","ESPERANZA HEALTH CENTER","M","N","4417 N 06TH ST PHILADELPHIA, PA"
43,4,"1001 W HUNTING PARK AVE","HUNTING PARK REC CENTER","M","N","1001 W HUNTING PARK AVE PHILADELPHIA, PA"
43,7,"10TH & PIKE STS","LENFEST CENTER","M","N","10TH & PIKE STS PHILADELPHIA, PA"
43,9,"OLD YORK RD & ONTARIO ST","BETHUNE SCHOOL","M","L","OLD YORK RD & ONTARIO ST PHILADELPHIA, PA"
43,11,"RANDOLPH & ERIE AVE","TAYLOR SCHOOL","R","L","RANDOLPH & ERIE AVE PHILADELPHIA, PA"
43,22,"BROAD & ERIE AVE","P G W BUILDING","F","L","BROAD & ERIE AVE PHILADELPHIA, PA"
43,24,"3949 N BROAD ST","CHAMPION LEARNING CENTER","M","N","3949 N BROAD ST PHILADELPHIA, PA"
44,1,"1323 N 52ND ST","BIBLEWAY BAPTIST CHURCH","M","N","1323 N 52ND ST PHILADELPHIA, PA"
44,5,"4916 LANCASTER AVE","REFUGE BAPTIST CHURCH","M","N","4916 LANCASTER AVE PHILADELPHIA, PA"
44,6,"50 N 52ND ST","ANTIOCH UNIVERSAL CHURCH","R","N","50 N 52ND ST PHILADELPHIA, PA"
44,7,"5437 WYALUSING AVE","HADDINGTON TOWNHOMES COMM CTR","M","L","5437 WYALUSING AVE PHILADELPHIA, PA"
44,8,"4901 CHESTNUT ST","WEST PHILA HIGH SCHOOL","F","H","4901 CHESTNUT ST PHILADELPHIA, PA"
44,9,"48TH & FAIRMOUNT AVE","PARKWAY SCHOOL","R","N","48TH & FAIRMOUNT AVE PHILADELPHIA, PA"
44,10,"50TH & PARRISH STS","RHOADS SCHOOL","F","L","50TH & PARRISH STS PHILADELPHIA, PA"
44,13,"400 N 50TH ST","KATIE JACKSON HOMES(PHA)","F","L","400 N 50TH ST PHILADELPHIA, PA"
44,16,"51ST & RENO STS","WEST MILL CREEK REC CENTER","R","L","51ST & RENO STS PHILADELPHIA, PA"
45,1,"4601 RICHMOND ST","BRIDESBURG RECREATION CENTER","M","L","4601 RICHMOND ST PHILADELPHIA, PA"
45,2,"2330 MARGARET ST","ST VALENTINES CHURCH","N","N","2330 MARGARET ST PHILADELPHIA, PA"
45,4,"4415 ALMOND ST","ST JOHN CANTIUS SCHOOL","M","N","4415 ALMOND ST PHILADELPHIA, PA"
45,5,"GAUL & TIOGA STS","SAMUELS RECREATION CENTER","R","L","GAUL & TIOGA STS PHILADELPHIA, PA"
45,7,"BELGRADE & ONTARIO STS","FIRE ENGINE CO # 28","M","L","BELGRADE & ONTARIO STS PHILADELPHIA, PA"
45,8,"FRANKFORD AVE & ONTARIO ST","WEBSTER LITTLE SCHOOLHOUSE","M","L","FRANKFORD AVE & ONTARIO ST PHILADELPHIA, PA"
45,13,"CASTOR & AMBER STS","HEITZMAN RECREATION CENTER","R","N","CASTOR & AMBER STS PHILADELPHIA, PA"
45,14,"2301 E ALLEGHENY AVE","SCHOOL OF NURSING","M","L","2301 E ALLEGHENY AVE PHILADELPHIA, PA"
45,15,"E WESTMORELAND & ALMOND STS","GLAVIN RECREATION CENTER","R","N","E WESTMORELAND & ALMOND STS PHILADELPHIA, PA"
45,18,"KENSINGTON & CASTOR AVES","FIRE ENGINE CO # 07","M","L","KENSINGTON & CASTOR AVES PHILADELPHIA, PA"
45,22,"2645 E WESTMORELAND ST","OFFICE","R","N","2645 E WESTMORELAND ST PHILADELPHIA, PA"
45,23,"2843 ORTHODOX ST","POINT NO POINT CLUB","B","N","2843 ORTHODOX ST PHILADELPHIA, PA"
45,24,"TIOGA & GAUL STS","SAMUELS RECREATION CENTER","R","L","TIOGA & GAUL STS PHILADELPHIA, PA"
46,1,"4523-31 CHESTER AVE","ELMWOOD COMMUNITY METH CHURCH","A","L","4523-31 CHESTER AVE PHILADELPHIA, PA"
46,2,"4701 PINE ST","GARDEN COURT PLAZA","F","L","4701 PINE ST PHILADELPHIA, PA"
46,3,"509 S 52ND ST","DIVINE CREATIONS UNISEX SALON","R","N","509 S 52ND ST PHILADELPHIA, PA"
46,4,"533 S 52ND ST","TRAINING CENTER","M","N","533 S 52ND ST PHILADELPHIA, PA"
46,5,"5501 CEDAR AVE","BOYS LATIN CHARTER SCHOOL","A","L","5501 CEDAR AVE PHILADELPHIA, PA"
46,7,"47TH & LOCUST STS","LEA SCHOOL","M","N","47TH & LOCUST STS PHILADELPHIA, PA"
46,8,"4703 KINGSESSING AVE","RENAISSANCE HEALTHCARE CENTER","M","L","4703 KINGSESSING AVE PHILADELPHIA, PA"
46,9,"4828 BALTIMORE AVE","HAIR SALON","F","N","4828 BALTIMORE AVE PHILADELPHIA, PA"
46,11,"53RD & BALTIMORE AVE","HARRINGTON SCHOOL","M","L","53RD & BALTIMORE AVE PHILADELPHIA, PA"
46,12,"56TH & CHRISTIAN STS","CHRISTY RECREATION CENTER","F","L","56TH & CHRISTIAN STS PHILADELPHIA, PA"
46,17,"4800 BALTIMORE AVE","THE GOLD STANDARD RESTAURANT","M","N","4800 BALTIMORE AVE PHILADELPHIA, PA"
46,23,"4508 SANSOM ST","SANSOM HOUSE SR LIVING","F","L","4508 SANSOM ST PHILADELPHIA, PA"
47,1,"1510 W STILES ST","CHURCH OF FAITH & DELIVERANCE","M","N","1510 W STILES ST PHILADELPHIA, PA"
47,3,"16TH & JEFFERSON STS","AME UNION METHODIST CHURCH","M","N","16TH & JEFFERSON STS PHILADELPHIA, PA"
47,4,"1628 W MASTER ST","NAT'L TEMPLE BAPTIST CHURCH","M","L","1628 W MASTER ST PHILADELPHIA, PA"
47,6,"1510-1514 W OXFORD ST","NO PHILA 7TH DAY ADVENTIST","F","N","1510-1514 W OXFORD ST PHILADELPHIA, PA"
47,7,"18TH & OXFORD STS","MEADE SCHOOL","M","N","18TH & OXFORD STS PHILADELPHIA, PA"
47,9,"1710 N CROSKEY ST","BENTLEY HALL (PHA)","M","L","1710 N CROSKEY ST PHILADELPHIA, PA"
48,2,"1920 S 20TH ST","DIXON HOUSE COMMUNITY CENTER","F","L","1920 S 20TH ST PHILADELPHIA, PA"
48,4,"1928 POINT BREEZE AVE","PREPARATORY CHARTER SCHOOL","F","L","1928 POINT BREEZE AVE PHILADELPHIA, PA"
48,7,"2600 MOORE ST","ST JOHN NEUMANN PLACE","F","H","2600 MOORE ST PHILADELPHIA, PA"
48,8,"2301 SNYDER AVE","YESHA WORSHIP CENTER","M","N","2301 SNYDER AVE PHILADELPHIA, PA"
48,9,"24TH & JACKSON STS","UNIVERSAL VARE CHARTER SCHOOL","A","L","24TH & JACKSON STS PHILADELPHIA, PA"
48,11,"1905 VARE AVE","PHA PRE APPRENTICE PROGRAM","F","L","1905 VARE AVE PHILADELPHIA, PA"
48,18,"1930 S BROAD ST","CONSTITUTION HEALTH PLAZA","F","N","1930 S BROAD ST PHILADELPHIA, PA"
48,21,"2506 JACKSON ST","WILSON PARK HOMES","F","L","2506 JACKSON ST PHILADELPHIA, PA"
49,1,"4521 N 05TH ST","PAN AMERICAN CLINIC","R","N","4521 N 05TH ST PHILADELPHIA, PA"
49,2,"5501 N 11TH ST","COMMUNITY HOUSE APTS","M","L","5501 N 11TH ST PHILADELPHIA, PA"
49,3,"1300 W GODFREY AVE","COMMUNITY COLL OF PHILA NW","F","H","1300 W GODFREY AVE PHILADELPHIA, PA"
49,4,"OLD YORK ROAD & LOUDEN ST","COOKE MIDDLE SCHOOL","M","L","OLD YORK ROAD & LOUDEN ST PHILADELPHIA, PA"
49,5,"4541 N BROAD ST","BELOVED ST JOHN CHURCH","N","N","4541 N BROAD ST PHILADELPHIA, PA"
49,6,"12TH & OAKLANE AVE","OAK LANE LIBRARY","A","L","12TH & OAKLANE AVE PHILADELPHIA, PA"
49,7,"10TH ST & CHEW AVE","CHERASHORE RECREATION CENTER","M","L","10TH ST & CHEW AVE PHILADELPHIA, PA"
49,8,"OAKLANE & N 11TH ST","OAKLANE PRESBYTERIAN CHURCH","M","L","OAKLANE & N 11TH ST PHILADELPHIA, PA"
49,9,"5110 N 6TH ST","PHILLIPPIAN GARDENS","M","L","5110 N 6TH ST PHILADELPHIA, PA"
49,10,"9TH & LINDLEY STS","BIRNEY PREP ACADEMY","M","L","9TH & LINDLEY STS PHILADELPHIA, PA"
49,14,"8TH & DUNCANNON STS","BARRETT RECREATION CENTER","M","L","8TH & DUNCANNON STS PHILADELPHIA, PA"
49,17,"1301 W RUSCOMB ST","SECOND MACEDONIA CHURCH","M","L","1301 W RUSCOMB ST PHILADELPHIA, PA"
49,18,"908 W GODFREY AVE","LEE'S MONUMENTS","M","N","908 W GODFREY AVE PHILADELPHIA, PA"
49,21,"5325 OLD YORK ROAD","YORK HOUSE SOUTH","F","L","5325 OLD YORK ROAD PHILADELPHIA, PA"
50,1,"PROVIDENT & GOWEN AVE","EMANUEL RECREATION CENTER","F","L","PROVIDENT & GOWEN AVE PHILADELPHIA, PA"
50,2,"MT PLEASANT & WOOLSTON AVES","LEEDS SCHOOL","M","L","MT PLEASANT & WOOLSTON AVES PHILADELPHIA, PA"
50,3,"SEDGWICK & THOURON STS","F S EDMONDS SCHOOL","M","L","SEDGWICK & THOURON STS PHILADELPHIA, PA"
50,9,"STENTON & GOWEN AVES","OXFORD PRESBYTERIAN CHURCH","B","L","STENTON & GOWEN AVES PHILADELPHIA, PA"
50,10,"PROVIDENT & GOWEN AVES","EMANUEL RECREATION CENTER","F","L","PROVIDENT & GOWEN AVES PHILADELPHIA, PA"
50,13,"7909 OGONTZ AVENUE","TERRYS BARBER SHOP","M","N","7909 OGONTZ AVENUE PHILADELPHIA, PA"
50,14,"1215 E VERNON ROAD","REFORMATION LUTHERAN CHURCH","F","N","1215 E VERNON ROAD PHILADELPHIA, PA"
50,16,"76TH & OGONTZ AVE","FIRE ENGINE CO # 73","M","L","76TH & OGONTZ AVE PHILADELPHIA, PA"
50,25,"7708 OGONTZ AVENUE","REMNANT CHURCH OF GOD","M","N","7708 OGONTZ AVENUE PHILADELPHIA, PA"
