"","lon","lat","full_addr"
"23",-79.9502216,40.3808398," 3454 PLEASANTVUE DR., BALDWIN BORO, Pennsylvania, 15227"
"24",-79.9957567,40.3454344," 5151 MCANNULTY RD., BALDWIN BORO, Pennsylvania, 15236"
"25",-79.9502216,40.3808398," 3454 PLEASANTVUE DR.  , BALDWIN BORO, Pennsylvania, 15227"
"26",-79.9569164,40.3834152," 3344 CHURCHVIEW AVE., BALDWIN BORO, Pennsylvania, 15227"
"27",-79.9957567,40.3454344," 5151 MCANNULTY RD. , BALDWIN BORO, Pennsylvania, 15236"
"28",-79.9633346,40.3572096," 41 MACEK DR., BALDWIN BORO, Pennsylvania, 15227"
"29",-80.0177363,40.3796558," 10 COMMUNITY PARK DR., BALDWIN  TWP, Pennsylvania, 15234"
"30",-80.0177363,40.3796558," 10 COMMUNITY PARK DR., BALDWIN  TWP, Pennsylvania, 15234"
"31",-80.1673872,40.6050404," 1850 BIG SEWICKLEY CREEK, BELL ACRES, Pennsylvania, 15143"
"32",-80.0489736,40.4925499," 230 LINCOLN AVE., BELLEVUE, Pennsylvania, 15202"
"33",-80.0524882,40.4952365," 45 N FREMONT ST, BELLEVUE, Pennsylvania, 15202"
"34",-80.0545838,40.494158," 435 LINCOLN AVE., BELLEVUE, Pennsylvania, 15202"
"35",-80.0569413,40.4964883,"2 NORTH SPRAGUE ST, BELLEVUE, Pennsylvania, 15202"
"36",-80.0563301,40.4967504," 537 BAYNE AVE., BELLEVUE, Pennsylvania, 15202"
"37",-80.0563301,40.4967504," 537 BAYNE AVE., BELLEVUE, Pennsylvania, 15202"
"38",-80.085033,40.5087324," 7219 CHURCH AVE, BEN AVON, Pennsylvania, 15202"
"39",-80.085033,40.5087324," 7219 CHURCH AVE, BEN AVON, Pennsylvania, 15202"
"40",-80.069086,40.5146499," 1 WINDMERE RD. , BEN AVON HGTS, Pennsylvania, 15202"
"41",-80.0285807,40.3309229,"5151 PARK AVE, BETHEL PARK, Pennsylvania, 15102"
"42",-80.0320971,40.3247465," 5400 FLORIDA AVE, BETHEL PARK, Pennsylvania, 15102"
"43",-80.0320971,40.3247465," 5400 FLORIDA AVE, BETHEL PARK, Pennsylvania, 15102"
"44",-80.042301,40.2966819," CLIFTON STATION- 1100 CLIFTON RD., BETHEL PARK, Pennsylvania, 15102"
"45",-80.0216159,40.3061446," 5800 MURRAY AVE., BETHEL PARK, Pennsylvania, 15102"
"46",-80.0216159,40.3061446," 5800 MURRAY AVE., BETHEL PARK, Pennsylvania, 15102"
"47",-80.0626777,40.3125481," 515 CLIFTON RD., BETHEL PARK, Pennsylvania, 15102"
"48",-80.0564276,40.3216758," 3401 S. PARK RD., BETHEL PARK, Pennsylvania, 15102"
"49",-80.0504362,40.3018481," 875 CLIFTON RD. , BETHEL PARK, Pennsylvania, 15102"
"50",-80.0121522,40.3510094," 4500 HAMILTON RD. , BETHEL PARK, Pennsylvania, 15236"
"51",-80.0285807,40.3309229," 5151 PARK AVE., BETHEL PARK, Pennsylvania, 15102"
"52",-80.0285807,40.3309229," 5151 PARK AVE., BETHEL PARK, Pennsylvania, 15102"
"53",-80.018391,40.354239," 1524 HAMILTON RD. , BETHEL PARK, Pennsylvania, 15234"
"54",-80.033041,40.3488007," MILLFORD STATION- 2310 MILLFORD DR., BETHEL PARK, Pennsylvania, 15102"
"55",-80.0389999,40.3408758," 2725 BETHEL CHURCH RD. , BETHEL PARK, Pennsylvania, 15102"
"56",-80.0465162,40.3174512," LOGAN and WILAMIT DR, BETHEL PARK, Pennsylvania, 15102"
"57",-80.0320971,40.3076858," 5901 LIBRARY RD. , BETHEL PARK, Pennsylvania, 15102"
"58",-80.0320971,40.3076858," 5901 LIBRARY RD. , BETHEL PARK, Pennsylvania, 15102"
"59",-80.0564276,40.3216758," 3401 S. PARK RD., BETHEL PARK, Pennsylvania, 15102"
"60",-80.0480548,40.3360292," 2999 BETHEL CHURCH RD. , BETHEL PARK, Pennsylvania, 15102"
"61",-80.0480548,40.3360292," 2999 BETHEL CHURCH RD. , BETHEL PARK, Pennsylvania, 15102"
"62",-80.0485086,40.3418057," 50 DONATI RD., BETHEL PARK, Pennsylvania, 15102"
"63",-80.0485086,40.3418057," 50 DONATI RD., BETHEL PARK, Pennsylvania, 15102"
"64",-80.0314408,40.3323201," 5100 WEST LIBRARY AVE. , BETHEL PARK, Pennsylvania, 15102"
"65",-80.0480548,40.3360292," 2999 BETHEL CHURCH RD., BETHEL PARK, Pennsylvania, 15102"
"66",-80.0626777,40.3125481," 515 CLIFTON RD., BETHEL PARK, Pennsylvania, 15102"
"67",-80.0439743,40.2986025," 110 WOODLET LANE., BETHEL PARK, Pennsylvania, 15102"
"68",-80.0504362,40.3018481," 875 CLIFTON RD. , BETHEL PARK, Pennsylvania, 15102"
"69",-79.8650177,40.4905981," 701 CENTER AVE, BLAWNOX, Pennsylvania, 15238"
"70",-79.7389798,40.6041762," 124 MORGAN ST. , BRACKENRIDGE, Pennsylvania, 15014"
"71",-79.7389798,40.6041762," 124 MORGAN ST. , BRACKENRIDGE, Pennsylvania, 15014"
"72",-79.7389798,40.6041762," 124 MORGAN ST. , BRACKENRIDGE, Pennsylvania, 15014"
"73",-79.8701006,40.4104967," 125 COREY AVE., BRADDOCK, Pennsylvania, 15104"
"74",-79.86853,40.403948," 415 SIXTH ST, BRADDOCK, Pennsylvania, 15104"
"75",-79.8672742,40.4041605," 445 SIXTH ST, BRADDOCK, Pennsylvania, 15104"
"76",-79.8633378,40.4218939," 1300 BRINTON RD., BRADDOCK HILLS, Pennsylvania, 15221"
"77",-79.8686651,40.4241263," 2794 COLUMBIA AVE., BRADDOCK HILLS, Pennsylvania, 15221"
"78",-80.0807194,40.6347635," 4836 WEXFORD RUN RD. , BRADFORD WOODS, Pennsylvania, 15015"
"79",-79.9741925,40.3688771," 3809 DALEWOOD ST. , BRENTWOOD, Pennsylvania, 15227"
"80",-79.975193,40.380052," 3109 BROWNSVILLE RD., BRENTWOOD, Pennsylvania, 15227"
"81",-79.9730754,40.3792871," 3129 ELROY AVE. , BRENTWOOD, Pennsylvania, 15227"
"82",-79.9669838,40.3809035," 3209 WILLETT RD. , BRENTWOOD, Pennsylvania, 15227"
"83",-79.9730754,40.3792871," 3129 ELROY AVE., BRENTWOOD, Pennsylvania, 15227"
"84",-79.9758728,40.3732259," 3624 BROWNSVILLE RD., BRENTWOOD, Pennsylvania, 15227"
"85",-79.9764295,40.371201," 32 W. WILLOCK RD. , BRENTWOOD, Pennsylvania, 15227"
"86",-79.9812076,40.3670157," 4048 BROWNSVILLE RD., BRENTWOOD, Pennsylvania, 15227"
"87",-79.9741925,40.3688771," 3809 DALEWOOD ST., BRENTWOOD, Pennsylvania, 15227"
"88",-79.9749948,40.3749283," 3501 BROWNSVILLE RD.  , BRENTWOOD, Pennsylvania, 15227"
"89",-80.1069573,40.3619659," 370 COMMERCIAL ST, BRIDGEVILLE, Pennsylvania, 15017"
"90",-80.1069573,40.3619659," 370 COMMERCIAL ST, BRIDGEVILLE, Pennsylvania, 15017"
"91",-80.1097506,40.3551805," 601 MCMILLEN ST. , BRIDGEVILLE, Pennsylvania, 15017"
"92",-80.1097506,40.3551805," 601 MCMILLEN ST. , BRIDGEVILLE, Pennsylvania, 15017"
"93",-80.090554,40.404774," 201 WEST MAIN ST., CARNEGIE, Pennsylvania, 15106"
"94",-80.0924102,40.404373," 1 VETERANS WAY, CARNEGIE, Pennsylvania, 15106"
"95",-80.0924102,40.404373," 1 VETERANS WAY, CARNEGIE, Pennsylvania, 15106"
"96",-80.090554,40.404774," 201 WEST MAIN ST., CARNEGIE, Pennsylvania, 15106"
"97",NA,NA,"#VALUE!"
"98",NA,NA,"#VALUE!"
"99",-80.081822,40.4012259," 301 FRANKLIN AVE., CARNEGIE, Pennsylvania, 15106"
"100",-80.081822,40.4012259," 301 FRANKLIN AVE., CARNEGIE, Pennsylvania, 15106"
"101",-80.0242363,40.3676417," 3724 MYRTLE AVE., CASTLE SHANNON, Pennsylvania, 15234"
"102",-80.0242363,40.3676417," 3724 MYRTLE AVE., CASTLE SHANNON, Pennsylvania, 15234"
"103",-80.009162,40.3675058," CASTLE SHANNON MUNI CTR CONF RM, CASTLE SHANNON, Pennsylvania, 15234"
"104",-80.0294161,40.3613937," 4040 WILLOW AVE. , CASTLE SHANNON, Pennsylvania, 15234"
"105",-80.0222785,40.3677461," 3677 MYRTLE AVE. , CASTLE SHANNON, Pennsylvania, 15234"
"106",-80.0294161,40.3613937," 4040 WILLOW AVE. , CASTLE SHANNON, Pennsylvania, 15234"
"107",-80.0222785,40.3677461," 3677 MYRTLE AVE. , CASTLE SHANNON, Pennsylvania, 15234"
"108",-80.009162,40.3675058," CASTLE SHANNON MUNI CTR CONF RM, CASTLE SHANNON, Pennsylvania, 15234"
"109",-79.8405067,40.4084692," 218 NORTH AVE., CHALFANT, Pennsylvania, 15112"
"110",-79.8000369,40.5427324," 1411 SPRUCE ST. , CHESWICK, Pennsylvania, 15024"
"111",-79.8000369,40.5427324," 1411 SPRUCE ST. , CHESWICK, Pennsylvania, 15024"
"112",-79.849675,40.4458268," 2300 WILLIAM PENN HWY., CHURCHILL, Pennsylvania, 15235"
"113",NA,NA,"#VALUE!"
"114",NA,NA,"#VALUE!"
"115",-79.8552761,40.439152," 2432 GREENSBURG PIKE , CHURCHILL, Pennsylvania, 15221"
"116",-79.8986623,40.3100051," 901 N. SIXTH ST. , CLAIRTON, Pennsylvania, 15025"
"117",-79.8897504,40.3058783," 400 N FOURTH ST, CLAIRTON, Pennsylvania, 15025"
"118",-79.8897504,40.3058783," 400 N FOURTH ST, CLAIRTON, Pennsylvania, 15025"
"119",-79.8809853,40.2926337," MANAGEMENT OFFICE- 565 REED ST. , CLAIRTON, Pennsylvania, 15025"
"120",-79.8809853,40.2926337," MANAGEMENT OFFICE- 565 REED ST. , CLAIRTON, Pennsylvania, 15025"
"121",-79.88609,40.286259," 500 THOMPSON AVE. , CLAIRTON, Pennsylvania, 15025"
"122",-79.88609,40.286259," 500 THOMPSON AVE. , CLAIRTON, Pennsylvania, 15025"
"123",-79.88609,40.286259," 500 THOMPSON AVE. , CLAIRTON, Pennsylvania, 15025"
"124",-79.8946942,40.2961601,"551 RAVENSBURG BLVD, CLAIRTON, Pennsylvania, 15025"
"125",-79.8809853,40.2926337," MANAGEMENT OFFICE- 565 REED ST. , CLAIRTON, Pennsylvania, 15025"
"126",-79.8946942,40.2961601,"551 RAVENSBURG BLVD, CLAIRTON, Pennsylvania, 15025"
"127",-79.8946942,40.2961601,"551 RAVENSBURG BLVD, CLAIRTON, Pennsylvania, 15025"
"128",-80.1634413,40.397551,"5 LOBAUGH ST, COLLIER, Pennsylvania, 15071"
"129",-80.142647,40.397699," 30 SUBURBAN AVE., COLLIER, Pennsylvania, 15106"
"130",-80.1107531,40.4122769," 160 CLOVERLEAF DR., COLLIER, Pennsylvania, 15106"
"131",-80.1036774,40.383162,"100 NEVILLE PARK BLVD, COLLIER, Pennsylvania, 15017"
"132",-80.1105895,40.3888243," 2418 HILLTOP RD. , COLLIER, Pennsylvania, 15142"
"133",-80.113272,40.408739,"219 EWING RD, COLLIER, Pennsylvania, 15106"
"134",-80.168717,40.5195746," 835 FIFTH AVE. , CORAOPOLIS, Pennsylvania, 15108"
"135",-80.168717,40.5195746," 835 FIFTH AVE. , CORAOPOLIS, Pennsylvania, 15108"
"136",-80.1625287,40.5211076," 951 FIRST AVE. , CORAOPOLIS, Pennsylvania, 15108"
"137",-80.1639209,40.5170381," 1012 FIFTH AVE. , CORAOPOLIS, Pennsylvania, 15108"
"138",-80.1639209,40.5170381," 1012 FIFTH AVE. , CORAOPOLIS, Pennsylvania, 15108"
"139",-80.1625287,40.5211076," 951 1ST AVE., CORAOPOLIS, Pennsylvania, 15108"
"140",-80.1625287,40.5211076," 951 1ST AVE., CORAOPOLIS, Pennsylvania, 15108"
"141",-80.0668289,40.4344498," 140 BRADFORD AVE., CRAFTON, Pennsylvania, 15205"
"142",-80.0671626,40.4310846," 1874 CRAFTON BLVD. , CRAFTON, Pennsylvania, 15205"
"143",-80.064968,40.4383988," 45 EAST STEUBEN ST, CRAFTON, Pennsylvania, 15205"
"144",-80.0681156,40.4409549," 1215 FOSTER AVE., CRAFTON, Pennsylvania, 15205"
"145",-80.0680024,40.4359065," ONE AMERICAN LEGION PLAZA, CRAFTON, Pennsylvania, 15205"
"146",-80.0730054,40.4294848," 90 HAWTHORNE AVE. , CRAFTON, Pennsylvania, 15205"
"147",-80.222145,40.555166," 225 SPRING RUN RD. , CRESCENT, Pennsylvania, 15046"
"148",-80.222145,40.555166," 225 SPRING RUN RD. , CRESCENT, Pennsylvania, 15046"
"149",-80.0388082,40.3995111,"-1641 POTOMAC AVE, DORMONT, Pennsylvania, 15216"
"150",-80.0422977,40.38819," 3319 W. LIBERTY AVE., DORMONT, Pennsylvania, 15216"
"151",-80.0350229,40.3963885," 2865 ESPY AVE.  , DORMONT, Pennsylvania, 15216"
"152",-80.0388082,40.3995111,"-1641 POTOMAC AVE, DORMONT, Pennsylvania, 15216"
"153",-80.0350229,40.3963885," 2865 ESPY AVE. , DORMONT, Pennsylvania, 15216"
"154",-80.0372122,40.3945699," 1444 HILLSDALE AVE., DORMONT, Pennsylvania, 15216"
"155",-80.0422977,40.38819," 3319 W. LIBERTY AVE., DORMONT, Pennsylvania, 15216"
"156",-80.0422977,40.38819," 3319 W. LIBERTY AVE., DORMONT, Pennsylvania, 15216"
"157",-80.0437996,40.3947434," 3200 ANNAPOLIS AVE. , DORMONT, Pennsylvania, 15216"
"158",-80.0437996,40.3947434," 3200 ANNAPOLIS AVE. , DORMONT, Pennsylvania, 15216"
"159",-79.8917569,40.3476581," 226 MAPLE AVE. , DRAVOSBURG, Pennsylvania, 15034"
"160",-79.8917569,40.3476581,"226 MAPLE AVE, DRAVOSBURG, Pennsylvania, 15034"
"161",-79.8933896,40.346284," 250 SCOTT DR. , DRAVOSBURG, Pennsylvania, 15034"
"162",-79.8640921,40.3826391,"1200 CLONMEL ST, DUQUESNE, Pennsylvania, 15110"
"163",-79.8640921,40.3826391,"1200 CLONMEL ST, DUQUESNE, Pennsylvania, 15110"
"164",-79.8470269,40.3725229," 12 SOUTH SECOND ST. , DUQUESNE, Pennsylvania, 15110"
"165",-79.8492374,40.3710544," 105 S. 5TH ST, DUQUESNE, Pennsylvania, 15110"
"166",-79.8470269,40.3725229," 12 SOUTH SECOND ST. , DUQUESNE, Pennsylvania, 15110"
"167",-79.8492374,40.3710544," 105 S. 5TH ST, DUQUESNE, Pennsylvania, 15110"
"168",-79.8492374,40.3710544," 105 S. 5TH ST, DUQUESNE, Pennsylvania, 15110"
"169",-79.8493687,40.3644789," 701 FOSTER AVE. , DUQUESNE, Pennsylvania, 15110"
"170",-79.842844,40.366575," 17 COCHRAN ST. , DUQUESNE, Pennsylvania, 15110"
"171",-79.8493687,40.3644789," 701 FOSTER AVE. , DUQUESNE, Pennsylvania, 15110"
"172",-79.778321,40.5833608," 927 FREEPORT RD. , EAST DEER, Pennsylvania, 15030"
"173",-79.7793685,40.5809128," 787 FREEPORT RD. , EAST DEER, Pennsylvania, 15030"
"174",-79.8047104,40.387676," 611 BROADWAY ST. , EAST MCKEESPORT, Pennsylvania, 15035"
"175",-79.8087934,40.3823016," 539 CHICORA ST., EAST MCKEESPORT, Pennsylvania, 15035"
"176",-79.8087934,40.3823016," 539 CHICORA ST., EAST MCKEESPORT, Pennsylvania, 15035"
"177",-79.8410919,40.3944714," 506 BESSEMER AVE. , EAST PITTSBURGH, Pennsylvania, 15112"
"178",-79.8410919,40.3944714," 506 BESSEMER AVE. , EAST PITTSBURGH, Pennsylvania, 15112"
"179",-79.8410919,40.3944714," 506 BESSEMER AVE. , EAST PITTSBURGH, Pennsylvania, 15112"
"180",-79.8831409,40.4329817," EDGEWOOD PRIMARY SCHOOL / REAR ENT, EDGEWOOD, Pennsylvania, 15218"
"181",-79.8844376,40.4343304," BORO BLDG, EDGEWOOD, Pennsylvania, 15218"
"182",-79.8844376,40.4343304," BORO BLDG, EDGEWOOD, Pennsylvania, 15218"
"183",-80.187924,40.5462991," 511 EAST DRIVE, EDGEWORTH, Pennsylvania, 15143"
"184",-80.187924,40.5462991," 511 EAST DRIVE, EDGEWORTH, Pennsylvania, 15143"
"185",-79.8876508,40.2731465,"107 MARKET ST, ELIZABETH BORO, Pennsylvania, 15037"
"186",-79.8409098,40.269249," 204 TIMOTHY DR., ELIZABETH TWP, Pennsylvania, 15037"
"187",-79.8258168,40.2762391,"401 ROCK RUN , ELIZABETH TWP, Pennsylvania, 15037"
"188",-79.8028997,40.3118808," 1101 GREENOCK BUENA VISTA RD, ELIZABETH TWP, Pennsylvania, 15135"
"189",-79.7996096,40.2757939," 3333 FIRE STATION ST. , ELIZABETH TWP, Pennsylvania, 15018"
"190",-79.8153602,40.2967832," 2200 GREENOCK  BUENA VISTA RD. , ELIZABETH TWP, Pennsylvania, 15135"
"191",-79.8153602,40.2967832," 2200 GREENOCK  BUENA VISTA RD. , ELIZABETH TWP, Pennsylvania, 15135"
"192",-79.822627,40.3137728," 6001 SMITHFIELD ST., ELIZABETH TWP, Pennsylvania, 15135"
"193",-79.800396,40.3110266," 1002 GREENOCK BUENA VISTA RD., ELIZABETH TWP, Pennsylvania, 15135"
"194",-79.8564825,40.2542749," 1000 WEIGLES HILLS RD. , ELIZABETH TWP, Pennsylvania, 15037"
"195",-79.8026328,40.2481159,"1799 BLYTHEDALE RD, ELIZABETH TWP, Pennsylvania, 15018"
"196",-79.875079,40.272983," 409 OXFORD AVE., ELIZABETH TWP, Pennsylvania, 15037"
"197",-80.0975324,40.5108614," 154 ORCHARD AVE. , EMSWORTH, Pennsylvania, 15202"
"198",-80.0975324,40.5108614," 154 ORCHARD AVE. , EMSWORTH, Pennsylvania, 15202"
"199",-79.9445837,40.4979649," 94 LOCUST ST., ETNA, Pennsylvania, 15223"
"200",-79.9440592,40.4996509," 437 BUTLER ST. , ETNA, Pennsylvania, 15223"
"201",-79.9498667,40.5038186," 19 WILSON ST. , ETNA, Pennsylvania, 15223"
"202",-79.753977,40.65808," 3054 HOWES RUN RD. , FAWN, Pennsylvania, 15084"
"203",NA,NA,"#VALUE!"
"204",-80.412882,40.5420859," 1271 RT 30, FINDLAY, Pennsylvania, 15026"
"205",-80.2450699,40.4502116," 310 MAIN ST., FINDLAY, Pennsylvania, 15126"
"206",-80.2111791,40.4671308," 487 ATEN RD, FINDLAY, Pennsylvania, 15108"
"207",-79.8611049,40.4249212," 1840 ARDMORE BLVD. , FOREST HILLS, Pennsylvania, 15221"
"208",-79.8413211,40.4180567," SWIMMING POOL LODGE, FOREST HILLS, Pennsylvania, 15221"
"209",-79.8552915,40.4288407," 335 RIDGE AVE., FOREST HILLS, Pennsylvania, 15221"
"210",-79.8424105,40.4109828," 444 AVE. D, FOREST HILLS, Pennsylvania, 15221"
"211",-79.8448223,40.4225883," 400 BARCLAY AVE., FOREST HILLS, Pennsylvania, 15221"
"212",-79.8611049,40.4249212," 1840 ARDMORE BLVD. , FOREST HILLS, Pennsylvania, 15221"
"213",-79.8452903,40.4137745," 2071 ARDMORE BLVD., FOREST HILLS, Pennsylvania, 15221"
"214",-79.8552915,40.4288407," 335 RIDGE AVE. , FOREST HILLS, Pennsylvania, 15221"
"215",-79.884109,40.1984377," SUNNYSIDE VFD- 3325 RAINBOW RUN RD. , FORWARD, Pennsylvania, 15063"
"216",-79.8800176,40.2295717," 9019 ROBERTS HOLLOW RD., FORWARD, Pennsylvania, 15037"
"217",-79.884109,40.1984377," SUNNYSIDE VFD- 3325 RAINBOW RUN RD. , FORWARD, Pennsylvania, 15063"
"218",-79.8800176,40.2295717," 9019 ROBERTS HOLLOW RD., FORWARD, Pennsylvania, 15037"
"219",-79.879894,40.515335,"SIEGEL COMMUNITY LIBRARY-PROGRAM RM-R ENT-403 FOX CHAPEL RD, FOX CHAPEL, Pennsylvania, 15238"
"220",-79.893987,40.5167753," 630 SQUAW RUN RD. , FOX CHAPEL, Pennsylvania, 15238"
"221",-79.8781146,40.5141636," 384 FOX CHAPEL RD. , FOX CHAPEL, Pennsylvania, 15238"
"222",-79.8788583,40.5459744," 261 W CHAPEL RIDGE RD., FOX CHAPEL, Pennsylvania, 15238"
"223",-79.8781146,40.5141636," 384 FOX CHAPEL RD. , FOX CHAPEL, Pennsylvania, 15238"
"224",-80.0990806,40.5976674," 2470 NICHOLSON RD., FRANKLIN PARK, Pennsylvania, 15143"
"225",-80.0901538,40.6080691," 2551 BRANDT SCHOOL RD. , FRANKLIN PARK, Pennsylvania, 15090"
"226",-80.0901538,40.6080691," 2551 BRANDT SCHOOL RD. , FRANKLIN PARK, Pennsylvania, 15090"
"227",-80.0840694,40.5809063,"2365 MCALEER RD, FRANKLIN PARK, Pennsylvania, 15143"
"228",-80.0705378,40.5714521," 2230 ROCHESTER RD. , FRANKLIN PARK, Pennsylvania, 15237"
"229",-80.0705378,40.5714521," 2230 ROCHESTER RD. , FRANKLIN PARK, Pennsylvania, 15237"
"230",-80.0794276,40.6018038," 2500 BRANDT SCHOOL RD., FRANKLIN PARK, Pennsylvania, 15090"
"231",-80.0787282,40.580964," 2344 WEST INGOMAR RD. , FRANKLIN PARK, Pennsylvania, 15237"
"232",-80.0729227,40.5809221," 1521 INGOMAR HEIGHTS RD. , FRANKLIN PARK, Pennsylvania, 15237"
"233",-79.8016131,40.6301822," 2020 BAKERSTOWN RD. , FRAZER, Pennsylvania, 15084"
"234",-79.89267,40.32782," 440 MONONGAHELA AVE., GLASSPORT, Pennsylvania, 15045"
"235",-79.89267,40.32782," 440 MONONGAHELA AVE., GLASSPORT, Pennsylvania, 15045"
"236",-79.8927465,40.3260997," 544 MONONGAHELA AVE. , GLASSPORT, Pennsylvania, 15045"
"237",NA,NA,"#VALUE!"
"238",-79.8906252,40.3264066," 530 MICHIGAN AVE. , GLASSPORT, Pennsylvania, 15045"
"239",NA,NA,"#VALUE!"
"240",-80.1398381,40.5195103," 315 DAWSON ST, GLENFIELD, Pennsylvania, 15143"
"241",-80.0499883,40.4186161," 825 POPLAR ST., GREENTREE, Pennsylvania, 15220"
"242",-80.0469942,40.4186658," 10 WEST MANILLA AVE., GREENTREE, Pennsylvania, 15220"
"243",-80.0469942,40.4186658," 10 WEST MANILLA AVE., GREENTREE, Pennsylvania, 15220"
"244",-80.0470021,40.4225757," 310 MANSFIELD  , GREENTREE, Pennsylvania, 15220"
"245",-79.9632681,40.5607737,"-3937 KIRK ROAD, HAMPTON, Pennsylvania, 15101"
"246",-79.9443652,40.6126581," 2942 EAST HARDIES RD. , HAMPTON, Pennsylvania, 15044"
"247",-79.9668687,40.5918039," 2554 WILDWOOD RD. , HAMPTON, Pennsylvania, 15091"
"248",-79.9630239,40.560246,"3937 KIRK ROAD, HAMPTON, Pennsylvania, 15101"
"249",-79.9882549,40.564616," 1965 FERGUSON RD., HAMPTON, Pennsylvania, 15101"
"250",-79.9633347,40.573462," 4289 MT ROYAL BLVD. , HAMPTON, Pennsylvania, 15101"
"251",-79.9348769,40.5820889," 3101 MCCULLY RD. , HAMPTON, Pennsylvania, 15101"
"252",-79.9348769,40.5820889," 3101 MCCULLY RD. , HAMPTON, Pennsylvania, 15101"
"253",-79.9493046,40.6126586," 5149 NORTH PIONEER RD. , HAMPTON, Pennsylvania, 15044"
"254",-79.9668687,40.5918039," 2554 WILDWOOD RD. , HAMPTON, Pennsylvania, 15091"
"255",-79.9443652,40.6126581," 2942 EAST HARDIES RD. , HAMPTON, Pennsylvania, 15044"
"256",-79.9633347,40.573462," 4289 MT ROYAL BLVD. , HAMPTON, Pennsylvania, 15101"
"257",-79.9882549,40.564616," 1965 FERGUSON RD., HAMPTON, Pennsylvania, 15101"
"258",-79.8200005,40.5411231," 701 FREEPORT RD. , HARMAR, Pennsylvania, 15024"
"259",-79.8200005,40.5411231," 701 FREEPORT RD. , HARMAR, Pennsylvania, 15024"
"260",-79.820036,40.5411751," HARMAR TWP MUN GARAGE BLDG, HARMAR, Pennsylvania, 15024"
"261",-79.7304177,40.616795," 1404 PACIFIC AVE., HARRISON, Pennsylvania, 15065"
"262",-79.7340724,40.6177178," 1329 FREEPORT RD. , HARRISON, Pennsylvania, 15065"
"263",-79.732898,40.6213718," 1501 CAMBRIDGE ST., HARRISON, Pennsylvania, 15065"
"264",-79.7304177,40.616795," 1404  PACIFIC AVE., HARRISON, Pennsylvania, 15065"
"265",-79.7221533,40.6125321," 28 GARFIELD ST, HARRISON, Pennsylvania, 15065"
"266",-79.7071381,40.656071," 5300 FREEPORT RD., HARRISON, Pennsylvania, 15065"
"267",-79.716591,40.6288823," 965 BURTNER RD. , HARRISON, Pennsylvania, 15065"
"268",-79.716591,40.6288823," 965 BURTNER RD. , HARRISON, Pennsylvania, 15065"
"269",-79.7071381,40.656071," 5300 FREEPORT RD., HARRISON, Pennsylvania, 15065"
"270",-79.7213528,40.6258068,"RISE- 2006 BROADVIEW BLVD. , HARRISON, Pennsylvania, 15065"
"271",-79.732898,40.6213718," 1501 CAMBRIDGE ST., HARRISON, Pennsylvania, 15065"
"272",-80.1574457,40.5262656,"17 OHIO RIVER BLVD-15143, HAYSVILLE, Pennsylvania, 15143"
"273",-80.0896407,40.3938818," 456 FIRST STREET, HEIDELBERG, Pennsylvania, 15106"
"274",-79.9060881,40.4091553," 481 EAST 8TH AVE. , HOMESTEAD, Pennsylvania, 15120"
