county,age_2016prepri,age1829_2016prepri,age3044_2016prepri,age4560_2016prepri,age60plus_2016prepri,age1829reject_2016prepri,age3044reject_2016prepri,age4560reject_2016prepri,age60plusreject_2016prepri,white_2016prepri,black_2016prepri,hispanic_2016prepri,other_2016prepri,male_2016prepri,VBM2016gen_2016prepri,VBM2016prepri_2016prepri,VBM2016genpri_2016prepri,VBM2018gen_2016prepri,VBM2018genpri_2016prepri,partydem_2016prepri,partyrep_2016prepri,partynp_2016prepri,electionday_2016prepri,bymail_2016prepri,early_2016prepri,rejected_2016prepri,lateballot_2016prepri,WHreject_2016prepri,BHreject_2016prepri,HPreject_2016prepri,OTreject_2016prepri,votedpop_2016prepri,votedbymailpop_2016prepri,rejectedpop_2016prepri,whitepop_2016prepri,blackpop_2016prepri,hispanicpop_2016prepri,otherpop_2016prepri,asianpop_2016prepri,age_2020combopri,age1829_2020combopri,age3044_2020combopri,age4560_2020combopri,age60plus_2020combopri,age1829reject_2020combopri,age3044reject_2020combopri,age4560reject_2020combopri,age60plusreject_2020combopri,white_2020combopri,black_2020combopri,hispanic_2020combopri,other_2020combopri,male_2020combopri,VBM2016gen_2020combopri,VBM2016prepri_2020combopri,VBM2016genpri_2020combopri,VBM2018gen_2020combopri,VBM2018genpri_2020combopri,partydem_2020combopri,partyrep_2020combopri,partynp_2020combopri,electionday_2020combopri,bymail_2020combopri,early_2020combopri,newvoter_2020combopri,rejected_2020combopri,lateballot_2020combopri,WHreject_2020combopri,BHreject_2020combopri,HPreject_2020combopri,OTreject_2020combopri,votedpop_2020combopri,votedbymailpop_2020combopri,newvoterpop_2020combopri,rejectedpop_2020combopri,whitepop_2020combopri,blackpop_2020combopri,hispanicpop_2020combopri,otherpop_2020combopri,asianpop_2020combopri,county_code,county_age,county_age1829,county_age3044,county_age4560,county_age60plus,county_white,county_black,county_hispanic,county_other,datestr,state,fips,cases,deaths
SPALDING,60.081154,.043065086,.14307263,.25695753,.55690473,.021015761,.0010542963,.0020545935,.0025731311,.70825613,.19798945,.0069157281,.031224074,.40824184,.030865578,.012893983,.020908335,.037148923,.012887388,.28604022,.71395981,0,.73627549,.016968487,.24675602,.22362868,0,.24087591,.1875,.5,0,14026,238,53,9934,2777,97,414,37,59.723053,.07353095,.12448937,.2233686,.57861108,.0049857548,.003365587,.0039859321,.0043446776,.63879442,.29768196,.0077442313,.051063161,.41667104,.043841992,.014586562,.028877998,.064054303,.019089041,.42277405,.55470389,.022522049,.27989116,.50656688,.21354194,.065517962,.010303967,.0023023391,.0077190273,.015714286,.02,.012562814,19111,9681,1251,80,12208,5689,148,975,74,126,49.37624,.19069718,.23864414,.24163815,.32902053,.58458084,.31022242,.01685201,.088344738,2020-06-09,Georgia,13255,301,22
STEPHENS,60.876465,.044515442,.1343983,.24068157,.5804047,.014354067,.00792393,.0017699115,.0055045872,.86404836,.052970797,.0020140987,.027050054,.44330311,.055450536,.036315683,.058493059,.056757387,.050108932,.15468279,.84531724,0,.54199398,.043101713,.41490433,.15962441,0,.14093959,.5,,0,4965,214,34,4290,263,10,127,5,59.556816,.073493272,.1251024,.23054418,.57086015,0,0,0,0,.88729101,.065591022,.003273705,.039789349,.46568456,.062757351,.037630819,.052916564,.064984493,.048071388,.15608558,.82567519,.018239215,.29685491,.48135158,.22179352,.077589236,0,.0016368525,0,0,0,0,8553,4117,663,0,7589,561,28,340,27,127,50.329475,.18552332,.22323661,.23573525,.35550484,.80828172,.0961852,.0096728615,.08586023,2020-06-09,Georgia,13257,147,3
STEWART,60.905102,.035587188,.14116251,.24317913,.58007115,0,.0084033618,.0097560976,.0081799589,.40994474,.49502763,.0033149172,.023724793,.37127072,.071925752,.023595506,.09943182,.084087968,.036231883,.57900554,.42099446,0,.83756906,.036464088,.12596685,.33333334,0,0,.34999999,,0,905,33,11,371,448,3,20,1,58.885735,.066713981,.13058907,.26756564,.53513128,.010638298,0,0,0,.370922,.59574467,0,.032647267,.42624113,.13276596,.026745914,.16519824,.14297873,.07090909,.76737589,.2141844,.018439716,.23475178,.55744684,.20780142,.056777857,.0017006802,0,0,.0026737968,,0,1410,786,80,1,523,840,0,46,0,128,52.399143,.15293342,.2033619,.25609756,.38727751,.3764008,.57613713,.003295979,.044166118,2020-06-09,Georgia,13259,58,1
SUMTER,60.59341,.038513124,.14466372,.25043112,.566392,.029850746,.0026490067,.0045906655,.0081190802,.57688838,.34126556,.0025238867,.020118797,.39787272,.055934776,.027839232,.049313676,.065186389,.043212101,.44571739,.55355519,.00072740496,.74634939,.039841354,.21380927,.23502304,0,.1923077,.25714287,0,.016949153,5547,221,51,3200,1893,14,105,7,57.702755,.085927077,.14539796,.25289017,.5157848,0,0,.0008791209,0,.49411502,.47446147,.0042194091,.022120943,.40250945,.061538462,.032312211,.048736461,.089361161,.052888319,.58894068,.39184988,.019209417,.29002887,.4751277,.23484343,.056024902,.00060331827,.00077725959,.000621118,.00061996281,0,0,9006,4279,504,2,4450,4273,38,199,36,129,50.135204,.18799207,.22650807,.23976211,.34573776,.45760408,.48043048,.011951288,.050014161,2020-06-09,Georgia,13261,498,48
TALBOT,60.357189,.041798607,.11716276,.26029134,.58074731,.030303031,.0054054055,.00486618,.002181025,.40725327,.50178361,.0011890606,.029765675,.38644472,.10062112,.030447761,.089422025,.064232588,.029329609,.58917958,.41082045,0,.88347208,.034482758,.082045183,.12068965,0,0,.1388889,,.15384616,1682,58,7,685,844,2,47,1,58.949799,.078995943,.11258767,.24473976,.56367666,0,0,0,0,.35140118,.61172569,.0014749262,.032484312,.4229351,.16403508,.034698125,.14490446,.11295972,.046610169,.73414457,.24631268,.019542772,.21939528,.67109144,.10951328,.063861206,0,.0014749262,0,0,0,0,2712,1820,173,0,953,1659,4,88,5,130,52.827072,.14853878,.1823775,.25906393,.41001979,.41155791,.52999341,.0057130302,.052735664,2020-06-09,Georgia,13263,43,2
TALIAFERRO,61.837471,.038374718,.12866817,.24153499,.59142214,0,0,.0093457941,.019083969,.43243244,.46777546,.0020790021,.020316027,.42411643,.07526882,.05319149,.091566265,.12643678,.07692308,.58627856,.41372141,0,.67151767,.070686072,.25779626,.18181819,0,.25,.22222222,,0,481,34,6,208,225,1,9,0,60.45145,.081967212,.11223203,.23076923,.57503152,0,0,0,.0021929825,.37657431,.5982368,0,.022698613,.44962215,.096681096,.050458714,.10350584,.17146777,.11296296,.80478591,.18261965,.012594459,.23551637,.54030228,.22418135,.03783102,.0025062656,.0025188916,.0071942448,0,,0,794,429,30,1,299,475,0,18,1,131,54.598255,.13470681,.18541996,.24247226,.43740094,.40332806,.54754359,.00792393,.041204438,2020-06-09,Georgia,13265,1,0
TATTNALL,59.808689,.035019454,.15337224,.27626458,.53534371,0,.0042283298,.0011737089,0,.78070444,.13415007,.0082695251,.021400778,.43124044,.039566051,.017829696,.026743075,.044406779,.020307692,.21194486,.78805512,0,.78866768,.020214396,.19111791,.12121212,0,.07692308,0,,0,3265,66,8,2549,438,27,66,4,57.471043,.082814567,.15072627,.25598943,.51046973,.0022779044,.0012515645,.0007369197,.0011086474,.7964952,.1526286,.0086677969,.038860593,.44865271,.072735593,.019736841,.031273838,.067759082,.027237354,.21047673,.77482569,.014697569,.25607687,.50292069,.24100246,.071495943,.0026281208,.0035801772,.0016375546,.0057803467,0,.011764706,5307,2669,379,6,4227,810,46,206,12,132,49.621925,.18434697,.234384,.25183111,.32943791,.66908073,.18640441,.029380297,.11513456,2020-06-09,Georgia,13267,34,0
TAYLOR,59.689568,.049902786,.13869086,.2734932,.53791314,0,0,0,.0048192772,.65190649,.26322263,.0024600246,.031756319,.41512915,.056737587,.021752641,.053710938,.054166667,.02293578,.33866996,.66133004,0,.80319804,.027675277,.16912669,.093023255,0,.19047619,0,,0,1626,45,4,1060,428,4,49,2,58.625771,.084936477,.12667876,.25444645,.53393829,.008547009,.0028653296,0,.0013596193,.6314835,.31918752,.0039898441,.042105265,.42727602,.08354646,.023289666,.078236133,.08785744,.029227557,.38955387,.59811389,.012332245,.23177366,.57598841,.19223794,.051905625,.0031908106,.073630758,0,.0072859745,0,.014705882,2757,1588,143,5,1741,880,11,116,7,133,50.739502,.17936538,.20330609,.26239789,.35493064,.57780731,.3435303,.0079802396,.070682123,2020-06-09,Georgia,13269,23,2
TELFAIR,60.556652,.036945812,.14963055,.23583744,.57758623,.016666668,.0082304524,.0052219322,.0042643924,.68498582,.21133144,.0028328612,.021551725,.41189802,.055255257,.02234957,.027713627,.058408216,.01369863,.30481586,.69518411,0,.86968839,.032294616,.098017,.26785713,0,.18518518,.5714286,,0,1765,57,15,1209,373,5,35,2,57.701492,.090796024,.1408582,.24440299,.52394277,.0034246575,.0022075055,.0038167939,.0011869436,.66987276,.2888613,.0034129692,.035136815,.45268384,.08803089,.022873482,.039647575,.1103654,.024590164,.52869999,.45919952,.012100527,.30809805,.48991624,.20198573,.083955221,.0050909091,.0021718896,.0063211126,.0038095238,0,0,3223,1579,270,7,2159,931,11,113,2,134,50.897964,.17747878,.21287842,.24459395,.36504886,.61092424,.31154895,.0067275348,.070799299,2020-06-09,Georgia,13271,39,1
TERRELL,61.51157,.041247483,.1332998,.21881288,.60663986,.048780486,.0075471699,0,.0066334992,.51943797,.37892273,.0046838406,.029678069,.38735363,.079388559,.051331718,.085637219,.087234043,.10315789,.44486156,.55513841,0,.7784543,.068852462,.15269321,.13103448,0,.085714288,.11940298,,.069767445,2135,147,19,1109,809,10,59,1,60.466457,.066044264,.1175657,.23098202,.58540803,0,.0029411765,.0029940121,0,.42646047,.53436428,.0030927835,.029737206,.39793813,.090264089,.078018576,.095424108,.13507201,.13424437,.66689587,.31866622,.014437951,.30274913,.56769758,.12955326,.044951592,.0021023126,.0058419243,.0018315018,.0024096386,0,0,2910,1652,130,3,1241,1555,9,86,1,135,50.477688,.18661347,.21616431,.2377364,.35948581,.37426123,.5518617,.0048758867,.069001183,2020-06-09,Georgia,13273,217,26
THOMAS,59.873901,.03352081,.16130483,.26625422,.53892016,.030201342,.0027894003,.00042247571,.0022959716,.70912385,.20070347,.0037305478,.033633295,.40726924,.028796101,.010273973,.029185245,.03441985,.01344,.28537762,.71365827,.00096411357,.79940313,.014069495,.18652739,.25190839,0,.22368421,.27272728,,.0625,9382,132,33,6653,1883,35,299,20,60.608509,.067931399,.12034109,.21548338,.59624416,.012693935,.0087579619,.006224989,.0067491564,.63027459,.31164482,.0043058079,.048864618,.40742514,.054904662,.014141061,.034738485,.08431571,.019524617,.45804229,.51545304,.026504641,.25251171,.5575543,.18993397,.062374245,.01822054,.0074634007,.013114754,.027709862,.0625,.022624435,10451,5827,651,77,6587,3257,45,510,38,136,50.22559,.17640251,.23684295,.24398006,.34277448,.59302366,.31425816,.0092589613,.083459251,2020-06-09,Georgia,13275,357,33
TIFT,58.22562,.047749568,.17484131,.27221581,.50519329,.060422961,0,0,.002284409,.78080875,.13269362,.010143934,.024812464,.42618233,.024753183,.011296322,.016192216,.025119433,.016267648,.21296807,.78689426,.00013766519,.77628511,.015901303,.20781358,.29310346,0,.31944445,.40000001,,.029411765,7295,116,34,5696,968,74,172,22,57.889599,.07748659,.15053652,.24865869,.52331817,0,0,0,0,.76193422,.193422,.010001031,.029921586,.4351995,.032300994,.0085376929,.012434242,.046803519,.025901718,.28044128,.70079392,.018764822,.30126816,.46736777,.23136406,.051898472,0,0,0,0,0,0,9699,4533,503,0,7390,1876,97,290,39,137,48.133896,.20435685,.25239387,.24218002,.30106926,.62244654,.27916533,.037144911,.061243217,2020-06-09,Georgia,13277,327,22
TOOMBS,59.941628,.041796781,.15277444,.25270239,.55272639,.0057471264,.0047169812,.0057034222,.0039113429,.80186319,.11338332,.0065894113,.022820082,.41672346,.041991036,.0194508,.025790922,.053562406,.032363977,.16935667,.83064336,0,.79027492,.024994319,.18473074,.18181819,0,.21333334,.11111111,0,.079999998,4401,110,20,3529,499,29,95,11,57.914345,.079191916,.15811448,.24107744,.52161616,0,.0025553664,0,.00232378,.76282138,.18777762,.0082110651,.036632996,.4293983,.065665729,.01778766,.05439911,.0875277,.061272062,.22939116,.7512123,.019396551,.29371384,.47853008,.2277561,.081346802,.0040458529,.0020191143,.0030877811,.0070671379,0,0,7429,3555,604,12,5667,1395,61,272,30,138,49.411659,.19193754,.24096604,.2354579,.33163851,.6374917,.22401792,.027782822,.11070758,2020-06-09,Georgia,13279,77,4
TOWNS,65.656029,.05071599,.074880667,.1605012,.71390218,.0058823531,.0039840639,.001858736,.0020894276,.89628398,.0016638935,.0016638935,.031921241,.43427619,.03856115,.020022247,.019123135,.036363635,.019368723,.16638935,.83333331,.00027731559,.68080974,.022739878,.29645035,.1097561,0,.12121212,,,0,3606,82,9,3232,6,6,107,1,64.428528,.05325165,.072887212,.16368206,.71017909,0,0,0,0,.9436686,.0018829437,.0047073592,.047282439,.46257651,.052105777,.01898928,.027291104,.049174104,.023488473,.18081933,.79438078,.024799874,.13761181,.55892044,.30346775,.090009429,0,.00015691198,0,0,0,0,6373,3562,573,0,6014,12,30,301,9,139,57.903214,.12386765,.13693143,.1950987,.54410225,.92009157,.0053399447,.00867741,.065891102,2020-06-09,Georgia,13281,30,1
TREUTLEN,58.956043,.050366301,.16300367,.27197802,.51465201,0,0,.0067340066,.0017793594,.67634499,.23654996,.00085397094,.020146521,.4090521,.057142857,.036909871,.048751485,.054131053,.04174573,.31682321,.68317676,0,.66097355,.041844577,.2971819,.12244898,0,0,.375,,0,1171,49,6,792,277,1,22,0,57.841667,.08284314,.15000001,.25196078,.51519608,0,.0098039219,.0019455253,.0047573741,.70666015,.26836434,.0014691479,.022058824,.43829578,.056395348,.037755102,.048346058,.057517085,.045232274,.25759059,.73457396,.0078354552,.30019587,.47061706,.22918707,.053921569,.011378002,.0024485798,.0086058518,.015625,0,.06666667,2042,961,110,9,1443,548,3,45,1,140,50.036724,.17495438,.24087591,.24384125,.34032845,.65077555,.29265511,.0045620436,.052007299,2020-06-09,Georgia,13283,14,0
TROUP,58.626953,.043790109,.16194791,.28546622,.5087958,.027586207,.0046620048,.0010579212,.0040065292,.68607557,.22476245,.004715296,.030200075,.39972851,.042473361,.030737115,.052016985,.043676447,.023202267,.30956635,.69043368,0,.80367219,.037222262,.15910552,.16409266,0,.15151516,.12371134,.66666669,.019607844,13997,521,85,9603,3146,66,400,30,57.018269,.08780513,.15354188,.26237443,.49627855,.0041493778,.0020338984,.0027772267,.0027267961,.67458916,.27595174,.0059808614,.039452452,.42042854,.051469225,.035050597,.055949897,.066390291,.031734738,.37710631,.59886622,.024027459,.29233411,.50166422,.20600167,.069952637,.0064187963,.0034845017,.0043081166,.011673152,0,.012307692,19228,9646,1344,53,12971,5306,115,758,63,141,48.434711,.19779527,.24929135,.25023621,.30267715,.58906639,.31977502,.0097637791,.081394829,2020-06-09,Georgia,13285,476,11
TURNER,60.1749,.046061415,.14218959,.24833111,.56341791,.014492754,0,0,0,.72853535,.19507575,.0025252525,.019359145,.42108586,.010450685,.0044219834,.011570248,.027894003,.020833334,.26696259,.73303741,0,.77714646,.005050505,.21780303,.125,0,0,0,,0,1584,8,1,1154,309,4,29,2,58.572899,.066793896,.14847328,.25114504,.53358781,.0057142857,0,0,0,.69870329,.27192983,.0068649887,.020610686,.42143402,.017761989,.0059084194,.012,.043908738,.032467533,.35583523,.62471396,.0194508,.30358505,.37223494,.32418001,.066793896,.0012547051,.0038138826,.001776199,0,,0,2622,976,175,1,1832,713,18,54,3,142,49.688,.18241447,.24321929,.23772381,.33664244,.56833893,.36908349,.0120546,.050522957,2020-06-09,Georgia,13287,141,13
TWIGGS,60.745781,.040920716,.12736572,.2398977,.59181583,.0125,.012048192,.0021321962,.003457217,.51168454,.40749756,.00097370986,.032225065,.4298929,.055134043,.027545499,.067375883,.059967585,.044406489,.46689385,.53310615,0,.8261928,.035053555,.13875365,.16666667,0,.043478262,.2,,.071428575,2054,72,12,1051,837,2,63,2,58.764622,.07375396,.13166234,.24085277,.55373091,.01171875,.0043763677,.0035885167,.0031217481,.47772348,.47312447,.0028743893,.04263901,.44179362,.090026774,.045842219,.10728347,.096602269,.074914873,.74245471,.24518541,.012359873,.3147456,.50388044,.18137395,.053586863,.0093085105,.0040241447,.0091463411,.0077120825,0,.030769231,3479,1753,186,14,1662,1646,10,148,5,143,51.518829,.16228139,.20765716,.25319049,.37687096,.51299828,.40775168,.007562628,.071687408,2020-06-09,Georgia,13289,19,1
UNION,65.323128,.025734734,.080554284,.1882138,.70549721,.023668639,0,.001618123,.0030218002,.8928827,.0010024345,.003723328,.043855641,.44894743,.035746068,.019754866,.019410497,.030193038,.013742072,.1480739,.85192609,0,.6835171,.024917657,.29156524,.20231214,0,.15447155,,,.02,6983,174,35,6235,7,26,288,11,64.614044,.044434931,.066866435,.16806507,.72063357,.0038535646,.0025608195,.0010188487,.00083165022,.92176145,.0016246259,.005985464,.067123286,.46241984,.048426665,.019932536,.020155923,.044723619,.017519515,.20196666,.77451903,.023514323,.17460454,.55288583,.2725096,.080222599,.002413217,.0014536127,.0024198426,0,0,.0026737968,11695,6466,937,13,10780,19,70,784,27,144,57.445305,.11254203,.14641841,.20936126,.53167832,.91109389,.002275666,.0090509439,.077579521,2020-06-09,Georgia,13291,50,1
UPSON,60.523159,.044959128,.12553523,.26138574,.56811988,.012987013,0,.00074460165,.0013703323,.69894433,.2022206,.001456134,.034643829,.40516928,.03339025,.016096579,.025877453,.036374845,.014276003,.28066981,.71933019,0,.75955588,.02074991,.21969421,.11403508,0,.11594203,0,,0,5494,114,13,3840,1111,8,178,1,58.347179,.078794524,.13512328,.25720549,.52887672,.0027816412,.00243309,.00085215166,.0029009532,.70892584,.24239773,.0022970904,.043835618,.4368847,.038724668,.015432099,.027547592,.057018634,.016159251,.32006127,.66681254,.013126231,.20225334,.5304091,.26733756,.060054794,.0049411766,.0027346313,.0040309038,.0082568806,0,0,9142,4849,548,21,6481,2216,21,400,7,145,49.870728,.18903847,.22165267,.24835239,.34095645,.64546835,.25590041,.0051822229,.093448997,2020-06-09,Georgia,13293,290,36
WALKER,59.587406,.04302761,.14998694,.26600471,.54098076,.016194332,.0029036005,.00032743943,.0033810982,.87247539,.017943582,.0026706727,.066283427,.46152562,.030851251,.016012743,.027042577,.034546878,.018138802,.16124186,.83875811,0,.76256049,.019779669,.21765982,.19409283,0,.17127071,0,,.078431375,11982,237,46,10454,215,32,761,19,58.415089,.072079636,.14655793,.24922043,.53214198,.0099833608,.011456628,.010346487,.010705432,.8847214,.023367286,.0031755543,.085152313,.46632713,.047284298,.020661157,.033974472,.052670188,.027801912,.17614624,.80341625,.020437518,.3419413,.54571599,.11234272,.08707124,.023632502,.011024565,.021820355,.016949153,.090909094,.041733548,16690,9108,1452,178,14766,390,53,1420,47,146,50.013855,.17929494,.23373516,.25105393,.33591595,.82820225,.031128228,.0058792699,.13479024,2020-06-09,Georgia,13295,203,0
WALTON,57.902927,.048072457,.16372503,.30761728,.48058522,.016425122,.00056737592,.00015098898,.0020295738,.78466749,.076484479,.0061027217,.093265213,.43930689,.034315314,.017648898,.029944135,.036159284,.020262936,.14824714,.85175288,0,.86293375,.020045437,.1170208,.11160714,0,.10543131,.23529412,,.033898305,22449,450,50,17615,1717,137,2008,53,56.935806,.096274577,.14204898,.27188686,.48978958,.019347904,.012627489,.0097690942,.0079583069,.74996555,.13911484,.00778988,.09844774,.44212741,.050287891,.022756236,.039956804,.062331509,.033051968,.2583681,.71570891,.025922989,.31555909,.55094445,.13349648,.067126594,.023389965,.012960155,.019003596,.046641789,.015873017,.029239766,29012,15984,1946,296,21758,4036,226,2854,116,147,48.276657,.19678223,.24250017,.2707909,.28992668,.68463016,.14757599,.017356019,.15043782,2020-06-09,Georgia,13297,307,20
WARE,61.050556,.037598103,.14144917,.24018982,.58076292,.024271844,.0064516128,.0022796353,.0028284099,.77073753,.14069153,.0023846023,.017886475,.42445922,.034910508,.020047978,.020822488,.035567716,.025407661,.21222961,.78777039,0,.78146821,.025549309,.19298245,.21333334,0,.21333334,.27272728,,0,5871,150,32,4525,826,14,98,16,59.722271,.070394002,.1341031,.23204699,.56345588,.0028776978,.003776435,.0030554342,.002876146,.73036093,.22828834,.0039429786,.031601336,.42503285,.046140734,.017501509,.024871532,.066916294,.043346219,.30977657,.66899204,.021231422,.27479526,.48953593,.23566879,.075255752,.0073385518,.0036396724,.0054813293,.012820513,0,.0082644625,9891,4842,743,30,7224,2258,39,312,40,148,50.547409,.17377174,.23475435,.23814759,.35332632,.64829862,.24775377,.0098929461,.094054677,2020-06-09,Georgia,13299,252,14
WARREN,60.832878,.046575341,.12694064,.25296804,.57351601,0,.0071942448,0,0,.5395869,.39156628,.0017211704,.010045663,.38640276,.039639641,.031088082,.03888214,.050534498,.052529182,.45133504,.54866493,0,.71944922,.033562824,.24698795,.052631579,0,.043478262,0,,0,1162,39,2,627,455,2,11,0,58.758652,.085822664,.12754861,.24513988,.54148889,0,.0074349442,.001934236,.0017513135,.45997158,.51160586,.0018948365,.023707919,.41591662,.048670061,.025998143,.037878789,.079539225,.084768213,.74467075,.24253908,.012790147,.24443392,.52723825,.22832781,.063063063,.0049900198,.0014211275,.0023419203,.0072202166,,0,2111,1113,133,5,971,1080,4,50,4,149,51.661263,.16557677,.21004447,.2469265,.37745225,.3884384,.54512161,.0031388961,.063301072,2020-06-09,Georgia,13301,18,0
WASHINGTON,59.247154,.045025416,.15177923,.26918423,.53401113,.03763441,.0031897926,.0017985612,.0022665458,.53942859,.38994285,.00091428572,.014766401,.38765714,.061229371,.048516899,.04496403,.058733791,.070981212,.4678857,.53211427,0,.76251429,.054171428,.18331428,.10126583,0,.12631579,.046511628,,0,4375,237,24,2360,1706,4,61,0,57.083775,.087347545,.15929531,.2566219,.49673524,.0014104373,.0015467904,.0019203073,.0017361111,.5019685,.4667815,.0024606299,.026980411,.42162892,.083592251,.054591194,.06024858,.10327893,.11026822,.85949802,.12782973,.012672244,.31065452,.50762796,.18171751,.076013304,.0039425516,.0043061022,.000575374,.0070546735,0,0,8128,4126,617,14,4080,3794,20,219,4,150,50.821518,.17342325,.21894398,.24975094,.35788184,.45811939,.47904053,.0038317111,.059008352,2020-06-09,Georgia,13303,75,1
WAYNE,60.533764,.037470724,.13270882,.26795474,.56186575,.010416667,.0029411765,.00072833215,.0055574854,.79069769,.10822194,.0029298663,.037080407,.43215528,.038821954,.024187593,.035674781,.039072294,.036549706,.17927119,.82072878,0,.78264052,.031862296,.18549716,.23563218,0,.18627451,.083333336,,.016666668,5461,174,41,4318,591,16,190,9,58.034367,.079842627,.14232816,.2587364,.5190928,.0014492754,0,.00044722718,.00022291574,.81134474,.13042976,.0049676527,.050104141,.45090112,.043502666,.026669605,.034134291,.064393938,.048104577,.17837338,.80834103,.013285582,.29135859,.45609981,.2525416,.077181205,.00090415915,.0028881701,0,.0070422534,0,0,8656,3948,667,3,7023,1129,43,433,14,151,49.228001,.18702726,.24127986,.25091147,.32078141,.73499483,.15437776,.014529031,.096098386,2020-06-09,Georgia,13305,30,0
WEBSTER,59.596653,.031598512,.14498141,.27323419,.55018586,0,0,0,0,.64746946,.27748692,.0017452007,.013011153,.41012216,.076225042,.050610822,.053488374,.082217976,.063025214,.34094903,.65905094,0,.7329843,.050610822,.21640489,0,0,0,0,,0,573,29,0,371,159,1,7,0,57.490402,.097888678,.11996161,.2581574,.5239923,0,0,0,0,.60460651,.37236086,.0028790787,.02015355,.44145873,.089534886,.038314175,.069023572,.11764706,.065420561,.84261036,.15163147,.0057581575,.28119001,.43761995,.28119001,.085412666,0,0,0,0,,0,1042,456,89,0,630,388,3,21,0,152,50.941315,.18435092,.19205691,.25548312,.36810908,.52459991,.43568465,.0059276824,.033787791,2020-06-09,Georgia,13307,14,1
WHEELER,61.292648,.041608877,.11234397,.24965326,.59639388,.033333335,.012345679,0,0,.73221219,.18499354,.0025873221,.013869626,.45278138,.044836957,.018205462,.037383176,.034732271,.0060975607,.2690815,.73091853,0,.85640365,.023285899,.12031048,.22222222,0,.14285715,,,0,773,18,4,566,143,2,10,0,58.546127,.067340069,.15286195,.23771043,.54208755,0,0,0,0,.68417507,.28619528,.0053872052,.024242423,.46262625,.061389338,.023333333,.040106952,.058637083,.0080000004,.41885522,.56565654,.015488216,.3919192,.44915825,.15892255,.07272727,0,0,0,0,0,0,1485,667,108,0,1016,425,8,36,0,153,51.032387,.16995682,.2146823,.25231338,.36304751,.6733498,.26064157,.0092535475,.056755088,2020-06-09,Georgia,13309,14,0
WHITE,62.095333,.042620484,.11114458,.23674698,.60948795,.0070671379,.0027100272,.0012722646,.0029651595,.90910387,.0065536401,.0038467017,.026656626,.44849694,.056463595,.041266657,.068101332,.05189915,.052889023,.13791138,.86180365,.00028494088,.72973359,.045590539,.22467588,.087499999,0,.072874494,0,0,0,7019,320,28,6381,46,27,177,9,59.820328,.072470173,.12319929,.23517455,.56915599,.0060975607,.0014347202,.0011273957,.0021739129,.9387629,.010412071,.0040589431,.04321697,.46624902,.071153432,.057647604,.076680012,.07142105,.068860315,.14559251,.82925969,.025147798,.27256685,.53939819,.18803494,.076800704,.0047179083,.0037059914,.0047986647,0,.071428575,0,11333,6113,869,24,10639,118,46,489,23,154,52.092369,.1649669,.19585288,.24810286,.39107737,.89443666,.011552032,.0088936146,.085117698,2020-06-09,Georgia,13311,117,3
WHITFIELD,58.305931,.061557874,.15897469,.2696062,.50986123,.010787486,.0037593986,.00049261085,.0018233915,.82608145,.025371052,.045731321,.057573546,.45122415,.029218407,.016372556,.02235524,.029288394,.013392857,.18533553,.81466448,0,.84047949,.019979702,.13954078,.15654951,0,.13300492,.42857143,.66666669,.029999999,15766,315,49,13024,400,721,867,47,56.548183,.11536721,.13713366,.25300357,.49449554,.0030501089,.0029325513,.0025829526,.0022364543,.82257497,.037675191,.06821721,.065249085,.45898429,.04179946,.018750563,.023094412,.048428923,.01657073,.23484202,.7372281,.027929874,.38644698,.46049127,.15306173,.082189716,.0067042103,.018285025,.0051028295,.009615385,.025531914,.019753087,19907,9167,1635,50,16375,750,1358,1298,112,155,47.675655,.23091795,.2297428,.24278322,.29655603,.68991071,.039045472,.14757672,.12346709,2020-06-09,Georgia,13313,509,9
WILCOX,60.05727,.043318648,.16079295,.2393539,.55653453,0,0,.0030674846,.0039577838,.72952515,.19889884,.002752925,.0051395008,.42326221,.05949821,.040138409,.031700287,.063369401,.066759385,.24156916,.75843084,0,.81417757,.044046801,.14177564,.09375,0,.06666667,.16666667,,0,1453,64,6,1060,289,4,7,2,58.211903,.083859332,.15058611,.22813345,.53742111,0,0,0,0,.77117115,.20405406,.0031531532,.019837692,.44009009,.08213333,.051903114,.037779491,.093229167,.097207859,.23378378,.75585586,.01036036,.32072073,.53513515,.14414415,.06402164,0,.12837838,0,0,0,0,2220,1188,142,0,1712,453,7,44,2,156,50.832935,.17382769,.22486369,.23751363,.36379498,.67699021,.28026173,.0095965108,.033151582,2020-06-09,Georgia,13315,117,14
WILKES,61.688976,.041499332,.1124498,.25435072,.59170014,.032258064,.0039682542,0,.0022624435,.63872588,.27954736,.00083822297,.019634092,.4195306,.026327336,.016441822,.020526316,.053352218,.026641294,.36253142,.63746858,0,.77409893,.020536462,.20536463,.18367347,0,.33333334,.22222222,,0,2386,49,9,1524,667,2,44,4,60.621525,.070844688,.11117166,.22915532,.58882833,0,0,0,0,.5958662,.36388361,.0027196084,.03106267,.42833832,.044437341,.0160401,.027242247,.088134535,.03032491,.62143052,.35871634,.019853141,.2673375,.56486267,.16779983,.057493187,0,0,0,0,0,0,3677,2077,211,0,2191,1338,10,114,17,157,52.691822,.16523728,.18882218,.24199542,.40394512,.54859918,.37464264,.0074328189,.069325328,2020-06-09,Georgia,13317,34,1
