county,age_2016prepri,age1829_2016prepri,age3044_2016prepri,age4560_2016prepri,age60plus_2016prepri,age1829reject_2016prepri,age3044reject_2016prepri,age4560reject_2016prepri,age60plusreject_2016prepri,white_2016prepri,black_2016prepri,hispanic_2016prepri,other_2016prepri,male_2016prepri,VBM2016gen_2016prepri,VBM2016prepri_2016prepri,VBM2016genpri_2016prepri,VBM2018gen_2016prepri,VBM2018genpri_2016prepri,partydem_2016prepri,partyrep_2016prepri,partynp_2016prepri,electionday_2016prepri,bymail_2016prepri,early_2016prepri,rejected_2016prepri,lateballot_2016prepri,WHreject_2016prepri,BHreject_2016prepri,HPreject_2016prepri,OTreject_2016prepri,votedpop_2016prepri,votedbymailpop_2016prepri,rejectedpop_2016prepri,whitepop_2016prepri,blackpop_2016prepri,hispanicpop_2016prepri,otherpop_2016prepri,asianpop_2016prepri,age_2020combopri,age1829_2020combopri,age3044_2020combopri,age4560_2020combopri,age60plus_2020combopri,age1829reject_2020combopri,age3044reject_2020combopri,age4560reject_2020combopri,age60plusreject_2020combopri,white_2020combopri,black_2020combopri,hispanic_2020combopri,other_2020combopri,male_2020combopri,VBM2016gen_2020combopri,VBM2016prepri_2020combopri,VBM2016genpri_2020combopri,VBM2018gen_2020combopri,VBM2018genpri_2020combopri,partydem_2020combopri,partyrep_2020combopri,partynp_2020combopri,electionday_2020combopri,bymail_2020combopri,early_2020combopri,newvoter_2020combopri,rejected_2020combopri,lateballot_2020combopri,WHreject_2020combopri,BHreject_2020combopri,HPreject_2020combopri,OTreject_2020combopri,votedpop_2020combopri,votedbymailpop_2020combopri,newvoterpop_2020combopri,rejectedpop_2020combopri,whitepop_2020combopri,blackpop_2020combopri,hispanicpop_2020combopri,otherpop_2020combopri,asianpop_2020combopri,county_code,county_age,county_age1829,county_age3044,county_age4560,county_age60plus,county_white,county_black,county_hispanic,county_other,datestr,state,fips,cases,deaths
MACON,61.05138,.034806632,.12320442,.23756906,.60441989,0,.0044843052,0,.0027422304,.43981239,.48514852,.0031266285,.014364641,.39812401,.031113537,.016213389,.022084195,.03826087,.01609442,.5695675,.43043253,0,.71235019,.019280875,.26836893,.13513513,0,.15384616,.16666667,,0,1919,37,5,844,931,6,26,3,59.382019,.070031546,.11829653,.23470032,.57697159,.0045045046,.0026666666,.002688172,.0032804811,.3586272,.61114609,.0015743073,.02302839,.41530228,.057216685,.016179215,.034782607,.089023955,.020059435,.7685768,.21977329,.011649874,.24622166,.52141058,.23236775,.047003154,.0080192462,.0018891688,.0049261083,.0074349442,.5,.039999999,3176,1656,149,10,1139,1941,5,73,12,94,50.182121,.18643126,.21673849,.23953845,.35729182,.33810648,.59627414,.010704852,.054914501,2020-06-09,Georgia,13193,106,7
MADISON,57.970791,.053623859,.15994437,.28867254,.49775922,.0086455336,0,.0026766595,.0027941633,.85801184,.052967358,.0040059346,.043888114,.45771512,.033051498,.017267045,.030912289,.037171651,.022444751,.17611276,.82388723,0,.79718101,.020474777,.18234421,.14492753,0,.14285715,0,.5,.033333335,6740,138,20,5783,357,27,284,20,56.473793,.09358234,.16013207,.26042098,.48586464,.0033076075,.010309278,.0015847861,.0031853896,.86195874,.074432991,.0053608245,.052311186,.4657732,.050762046,.023192111,.042628776,.057129256,.028073044,.21226804,.76474226,.02298969,.29309279,.54762888,.15927835,.064073466,.0084538376,.0049484535,.0081156483,.017123288,.050000001,0,9700,5312,621,38,8361,722,52,507,50,95,48.911728,.19304755,.23444976,.25925201,.31325066,.79884779,.084806174,.016062884,.10028318,2020-06-09,Georgia,13195,66,2
MARION,58.608696,.050000001,.1673913,.25869566,.52391303,.043478262,0,.0084033618,.0041493778,.64305174,.26089919,.010217983,.025362318,.42098093,.053598776,.028217481,.04945055,.060185187,.02672956,.39032698,.60967302,0,.80653954,.037465941,.15599455,.2264151,0,.3888889,.0625,,.05882353,1468,55,12,944,383,15,35,3,56.677624,.09148515,.15603961,.26336634,.48910892,0,0,.0030075188,0,.63388628,.32622433,.0051342812,.029702971,.44549763,.080179282,.028317152,.05237316,.092244148,.036223929,.40837282,.57306474,.018562401,.30410743,.51224327,.18364929,.064158417,.0018165305,.0019747235,0,.0052083335,0,0,2532,1297,162,2,1605,826,13,75,6,96,50.327164,.17242782,.22082147,.26352176,.34322897,.62220412,.30012199,.018096788,.059577063,2020-06-09,Georgia,13197,59,2
MCDUFFIE,60.344681,.039163329,.14307967,.25945705,.55829996,.028409092,.0062208399,0,.01155839,.66895831,.25937501,.0037499999,.0033377837,.39229167,.072079897,.045570698,.091554053,.1079478,.15744032,.32242602,.67715716,.00041684034,.76625001,.059791666,.17395833,.15492958,0,.19727892,.15000001,,0,4800,287,44,3211,1245,18,15,5,61.289619,.06125731,.10248538,.22251461,.61374271,0,0,0,0,.6253283,.36387512,.003501605,.0036549708,.41756639,.094727889,.061949197,.097874723,.18679823,.22178571,.42938429,.53924716,.031368542,.21768311,.58360082,.19871607,.054532163,0,.00029180042,0,0,0,0,6854,4000,373,0,4286,2494,24,25,11,97,49.543125,.18629704,.23221441,.24876831,.33272022,.59022534,.38881955,.0089995405,.011955594,2020-06-09,Georgia,13189,73,5
MCINTOSH,62.996864,.030303031,.107628,.21734588,.64472312,.034482758,.025889968,.0048076925,.010804971,.66234189,.23029517,.0029192346,.036224313,.41193643,.062673129,.037110668,.04752066,.061761342,.027795734,.34155044,.65844959,0,.69834578,.053843658,.24781057,.25903615,0,.23999999,.25,,.05882353,3083,166,43,2042,710,9,104,6,60.324432,.068291739,.10872509,.22770362,.59527957,0,0,0,.00032499188,.64933306,.3098782,.0040595401,.033855677,.44944906,.082741231,.028623853,.052029956,.089024119,.040876526,.41426638,.5749082,.010825439,.26097041,.50782913,.23120046,.065389827,.0004407228,.0007732457,.00065573771,0,0,0,5173,2627,338,1,3359,1603,21,175,11,98,52.740757,.15370275,.18902123,.24981874,.40745726,.64060074,.28389436,.008803729,.066701189,2020-06-09,Georgia,13191,15,1
MERIWETHER,60.81665,.032772366,.13529672,.2615146,.57041627,.013513514,.0032733225,.00254022,.0015527951,.62808704,.2823357,.0018836333,.033436671,.40832984,.027462946,.00797984,.020296214,.03886256,.028018339,.36630115,.633488,.00021088148,.89723736,.0113018,.091460861,.2962963,0,.26086956,.27777779,,0,4778,54,16,3001,1349,9,151,6,58.984646,.07391239,.12509409,.25500527,.54598826,.012219959,.010830325,.013577332,.0071684588,.58064032,.36494815,.0028558546,.048773143,.42597324,.048387095,.011260643,.025454545,.070837006,.049215104,.47121599,.5080415,.020742523,.32090786,.57237339,.10671877,.057203069,.020833334,.010070645,.014092141,.02854594,0,.043478262,6653,3808,380,65,3863,2428,19,324,9,99,50.853008,.16752493,.22025944,.2585229,.35369271,.5587641,.34841275,.0056710774,.087152079,2020-06-09,Georgia,13199,110,2
MILLER,60.821396,.040930234,.13395348,.26604652,.55906975,0,0,0,0,.81321585,.11806168,0,.016744185,.41938326,.031847134,.019451812,.020967742,.024485799,.023183925,.18325992,.8167401,0,.8167401,.021145374,.16211453,.083333336,0,0,,,0,1135,24,2,923,134,0,18,0,58.199089,.08084891,.14249621,.26730672,.50934815,0,0,.011342155,.0049603176,.7679112,.20938446,.0020181634,.019201618,.43844602,.046836983,.01659292,.015151516,.045783132,.041456018,.52219981,.46518669,.012613522,.29667002,.40968719,.29364279,.066195048,.016467066,.0045408676,.013011153,.036036037,0,0,1982,812,131,11,1522,415,4,38,0,100,51.107449,.16941234,.22965331,.24489796,.35603639,.69609046,.26210967,.0059011555,.035898697,2020-06-09,Georgia,13201,43,0
MITCHELL,59.754467,.040064972,.14861938,.2747699,.53654575,.027027028,.0018214936,0,.0015136226,.59142268,.33923987,.0015408321,.015701137,.3885465,.043198284,.01373057,.037505649,.049275361,.049008168,.40773195,.59123713,.0010309279,.77221364,.019003596,.20878275,.16438356,0,.15384616,.14814815,,0,3894,74,12,2303,1321,6,58,6,58.881748,.071465299,.1293916,.25484148,.54430163,0,0,0,0,.5418306,.41659537,.0035928143,.0353042,.41556886,.072753213,.017538264,.057998482,.095266387,.081803001,.48708299,.49580839,.01710864,.26621044,.56526947,.16852011,.055869751,0,0,0,0,0,0,5845,3304,326,0,3167,2435,21,206,6,101,49.591816,.19185962,.22913936,.24690549,.33209553,.48856851,.42362022,.01128586,.076525412,2020-06-09,Georgia,13205,425,36
MONROE,59.257759,.046343975,.13903193,.27629837,.53832573,.031746034,0,.0010649627,.0010931948,.76601708,.13851115,.0042058039,.044872738,.43908593,.02894775,.015324054,.023309426,.036928758,.021454444,.21968316,.78031683,0,.83499229,.01780457,.14720315,.13385826,0,.16666667,.19047619,,0,7133,127,17,5464,988,30,305,10,57.678036,.080156602,.14166495,.26107562,.51710284,.001285347,0,0,0,.73255813,.20981683,.0038073678,.04914486,.45420867,.045203838,.012345679,.038392857,.06145509,.034543846,.31199837,.66721547,.02078617,.31858408,.49063593,.19078,.052544817,.00026001039,.027886396,0,.0010729614,0,0,9718,4768,510,1,7119,2039,37,477,34,102,50.122864,.17123684,.22636864,.26262432,.3397702,.71526504,.19556822,.0074345851,.081732161,2020-06-09,Georgia,13207,124,12
MONTGOMERY,59.515736,.044289045,.1474359,.26981351,.53846157,.052631579,0,0,.0021645022,.7802617,.14122137,.0027262813,.011072261,.4351145,.020316027,.0065681445,.0084092505,.040194884,.032608695,.20119956,.79880041,0,.87459105,.011450382,.11395856,.42857143,0,.45454547,.5,,0,1834,21,9,1431,259,5,19,2,57.507599,.082361259,.15164369,.26193002,.50406504,0,0,0,0,.76341808,.20798023,.006355932,.020148462,.45444915,.024916943,.00540906,.010850943,.058563977,.040592782,.20021187,.78919494,.010593221,.39653954,.45056498,.15289548,.050547898,0,.029661017,0,0,0,0,2832,1276,143,0,2162,589,18,57,3,103,50.074581,.17816609,.22896776,.25274727,.34011889,.69717169,.21869934,.018555215,.065573767,2020-06-09,Georgia,13209,14,0
MORGAN,59.796047,.044431396,.13897045,.26972011,.54687804,0,.0014084507,0,0,.79286516,.13317145,.0052297348,.02270503,.43070602,.0238737,.012753189,.023580365,.030838815,.018931426,.22151662,.77848339,0,.74392974,.016062757,.24000748,.011627907,0,.021739131,0,,0,5354,86,1,4245,713,28,116,7,57.691063,.088285439,.14040428,.25645396,.51485628,.0013793104,.0026019081,.00094966759,.0014191107,.78873068,.17463794,.0046245586,.028860204,.44493124,.033998314,.010416667,.022578295,.050137363,.0188221,.28100279,.69952536,.019471826,.25045636,.48935133,.26019228,.054310765,.0038246543,.00097359135,.0026465028,.0078125,0,0,8217,4021,446,13,6481,1435,38,237,21,104,50.615364,.1711081,.21971448,.25730795,.35186946,.74915022,.18898708,.0089734877,.052889191,2020-06-09,Georgia,13211,40,0
MURRAY,56.868927,.052198254,.177507,.30429772,.46599704,.0063091484,.00092764379,0,.0024734982,.89675283,.0011034048,.013398487,.046764366,.47872004,.021090789,.010757792,.01487524,.020799125,.0085255764,.1407067,.85881793,.00047536049,.85009456,.013240857,.13666457,.17857143,0,.16981132,,,.032258064,6344,84,15,5689,7,85,284,8,55.29731,.09493278,.1688728,.29027921,.44591519,.0021786492,.005511329,.0039187744,.0057977736,.91963643,.0020659023,.023138106,.052533608,.47990909,.027756557,.010569106,.017987868,.028258655,.015192832,.11497934,.86880165,.016219009,.37320524,.40729263,.21950212,.086866595,.014605345,.0046482803,.013753774,0,.055555556,.018072288,9681,3943,840,47,8903,20,224,508,15,105,48.27224,.19690526,.23884717,.26916116,.29508641,.84725362,.0051126597,.051714778,.095918924,2020-06-09,Georgia,13213,114,1
MUSCOGEE,58.984226,.046761528,.1621373,.26206827,.52903289,.018973999,.0032428051,.0017554859,.0073917634,.51406097,.37363839,.014419925,.042588152,.38918194,.045462098,.019693103,.049380939,.049232341,.025548737,.51173753,.48826247,0,.79656047,.027310465,.17612909,.26261467,0,.22273782,.34358975,.66666669,.046413504,32039,875,229,16470,11971,462,1296,232,56.929409,.094164558,.16057187,.24246256,.502801,.0064036357,.0049666869,.0042519053,.0036751905,.40987334,.50763524,.015697856,.055786811,.39262122,.065318294,.025740879,.058923129,.088756293,.034019884,.69013071,.27952617,.03034311,.26478472,.50514841,.23006684,.073662713,.010699869,.0051484304,.0090995664,.011689803,.022012578,.010826772,51472,26001,3787,220,21097,26129,808,2868,508,106,47.087849,.21516915,.2742525,.23072061,.27985772,.40067476,.45889753,.029259896,.1111678,2020-06-09,Georgia,13215,868,22
NEWTON,57.179718,.046956278,.17001733,.32906884,.45395753,.020958085,.0024807057,.00056963827,.0023743161,.57404828,.34037486,.0076857386,.035943579,.40177086,.035049804,.013406762,.027089689,.041240264,.016167726,.42213133,.57786864,0,.75144953,.017034473,.23151602,.18997361,0,.15000001,.25,1,.024691358,22249,379,72,12772,7573,171,767,56,54.557926,.11031196,.16385536,.30405,.42178267,.0056921085,.0034837136,.0030038487,.0035864122,.44874683,.47868609,.0087536713,.059365813,.40343875,.05042135,.016361512,.034603503,.079175115,.022859808,.58718032,.3874141,.025405606,.30595079,.50970888,.18434034,.079401776,.0083262306,.0043340651,.0055353045,.010298661,.009615385,.015891032,35071,17876,2782,127,15738,16788,307,2080,124,107,46.92321,.21204418,.25145262,.27971599,.25678721,.42143357,.43980414,.019885795,.11887648,2020-06-09,Georgia,13217,396,11
OCONEE,56.445236,.068820849,.16504508,.3145586,.45157546,.02075227,.0016224986,.0011350738,.0023720104,.86847115,.028104462,.008301626,.059537623,.45183328,.029957844,.012949766,.023822512,.033138588,.013275109,.20434105,.79565895,0,.7572639,.017122103,.22561398,.21827412,0,.22900763,.125,0,.037037037,11564,198,43,10043,325,96,667,72,54.338219,.11241592,.18287538,.27419907,.43050963,.0050709941,.0028054863,.001039501,.00092690677,.87279975,.036285959,.012418115,.064530842,.45924237,.039856542,.015089844,.025368374,.051170632,.019402796,.30583879,.66710341,.027057819,.25411564,.54542863,.20045571,.061053474,.003838534,.0022215892,.0036241985,.0074074073,0,.0043572984,17555,9575,1071,31,15322,637,218,1132,233,108,48.59016,.17762963,.25463861,.27453941,.29319233,.82588422,.040261403,.019112673,.11474171,2020-06-09,Georgia,13219,127,9
OGLETHORPE,58.860146,.04512332,.1513453,.28026906,.52326232,.0062111802,.0018518518,.003,.0037493305,.80802977,.098378092,.005051848,.037275784,.43632013,.05224289,.04092003,.060954064,.059604604,.069349848,.24860409,.75139588,0,.73730391,.044934858,.21776123,.094674557,0,.086614177,.11111111,,0,3761,169,16,3039,370,19,133,7,56.38554,.099238962,.15540335,.26042619,.4849315,.0015337423,0,.001168907,.0003138732,.82353836,.11753986,.0053151101,.049923897,.45952922,.075013593,.058445189,.08219178,.096489683,.10621326,.255429,.73287773,.011693242,.21655276,.54214126,.24130599,.076103501,.0012742912,.0022779044,.00075272867,.002967359,0,.0074074073,6585,3570,500,4,5423,774,35,328,10,109,49.922585,.17875575,.22126302,.26301962,.33696163,.75396454,.14497514,.015858121,.085202217,2020-06-09,Georgia,13221,70,7
PAULDING,54.996925,.055662513,.19248827,.36565676,.38619244,.01395631,.0010528163,.0010160725,.0041105477,.76884717,.11498974,.015090773,.065389939,.43639386,.044963721,.020576671,.063854717,.046362638,.030003592,.20667276,.79290324,.00042397756,.71448129,.025031779,.26048696,.15926893,0,.1302682,.28947368,.25,.034825869,30681,768,122,23589,3528,463,1936,91,53.678341,.10636539,.18430591,.31498399,.39434469,0,0,0,0,.68647927,.20805354,.019275986,.080653705,.43773434,.061147273,.025064599,.069093093,.076541036,.038257103,.3561821,.61397189,.029846003,.24493212,.54767102,.20739689,.082879372,0,.00025418881,0,0,0,0,47209,25855,3910,0,32408,9822,910,3805,232,110,45.841389,.21052097,.27628765,.28807911,.22511229,.66906047,.18738633,.033056732,.11049645,2020-06-09,Georgia,13223,371,13
PEACH,60.670124,.039834026,.12925312,.25580913,.57510376,0,0,0,.0021645022,.58456391,.32309508,.0074817878,.032987554,.42173657,.024420274,.01166469,.024571164,.032925472,.014808362,.39614096,.60366213,.00019688914,.73577476,.01378224,.25044301,.12857144,0,.068965517,.21052632,,0,5079,70,9,2969,1641,38,159,13,59.428478,.073656961,.12414239,.23469256,.5675081,.010544815,.0052137645,.0077220076,.010720802,.47503233,.46093145,.014230272,.045307443,.4232859,.042520411,.017744288,.031934645,.066997148,.02432091,.57179821,.40789133,.020310478,.24540751,.50025874,.25433376,.060194176,.023173479,.0090556275,.023505708,.022377623,0,.031496063,7730,3867,465,72,3672,3563,110,350,30,111,48.660877,.21390146,.22721705,.23515312,.32372835,.48548603,.41241011,.028814914,.073288947,2020-06-09,Georgia,13225,80,7
PICKENS,61.390141,.038183279,.1204448,.24638264,.5949893,.007017544,.001112347,0,.0022517452,.91825265,.0028100652,.0065142419,.025053591,.45982885,.013903602,.0067870407,.005357143,.014420976,.0010775862,.10461106,.89538896,0,.74224037,.0088133859,.24894622,.23188406,0,.22413793,,,0,7829,69,16,7189,22,51,187,15,58.887856,.067322902,.13113025,.25663561,.54491121,0,0,0,0,.94624037,.0061489809,.0057976106,.039198454,.46468729,.01877204,.0084942086,.0071564885,.017006455,.0015588464,.14142656,.8391602,.019413212,.33055165,.38826424,.28118411,.068817012,0,0,0,0,0,0,11384,4420,783,0,10772,70,66,446,24,112,52.039276,.15621714,.20028594,.25482529,.38867164,.88570708,.0083680246,.010302342,.095622554,2020-06-09,Georgia,13227,53,4
PIERCE,59.374142,.050458714,.15108944,.27121559,.52723622,.022727273,.0018975332,.0021141649,.0059815119,.87144792,.035723951,.002165088,.035263762,.45412719,.037214547,.020447111,.033187773,.036491875,.026653973,.089063346,.91066593,.00027070925,.69228685,.026522327,.28119081,.22448979,0,.25373134,.33333334,,0,3695,98,22,3220,132,8,123,5,56.076149,.097394541,.16284119,.2701613,.46960297,.011146497,.0028571428,.0022962112,.0033025099,.8774783,.066294916,.00232342,.050558314,.47289345,.040091638,.01391896,.030643513,.050222386,.027313076,.1074969,.87918216,.013320941,.23311648,.48853779,.27834573,.087158807,.0089086862,.0049566296,.0079966327,.010869565,0,.024,6456,3154,562,24,5665,428,15,326,14,113,50.097248,.17127831,.2355987,.26165047,.33147249,.81634307,.076860845,.007524272,.099271841,2020-06-09,Georgia,13229,121,4
PIKE,57.768234,.05212196,.14688917,.33065513,.47033376,.0079051387,.0014025245,.00062305294,.0030661412,.84425265,.062769711,.0025500196,.043057274,.44958806,.043956045,.031145278,.049779885,.040945917,.04001759,.12240869,.87719643,.00039486674,.76088661,.034915652,.20419772,.084745765,0,.095238097,0,,.017857144,5098,178,15,4304,320,13,209,8,56.28767,.090266764,.15385725,.29156452,.46431145,0,0,0,0,.84839314,.095979251,.0025940337,.049170874,.46130568,.056010701,.042411245,.06029997,.06312675,.060395695,.16126242,.82115579,.017581783,.30451074,.49574867,.1997406,.05594809,0,.00057645194,0,0,0,0,6939,3440,388,0,5887,666,18,341,23,114,48.349842,.18941791,.24291706,.27875489,.28891015,.83398336,.081978068,.0055927588,.0784458,2020-06-09,Georgia,13231,64,3
POLK,59.727959,.041743577,.14468266,.2697714,.54380238,.013605442,.00098135427,.0015789474,.0036553524,.83121401,.076964259,.0078972029,.027403096,.45214832,.02483952,.016022621,.027048115,.027577754,.014524329,.18565118,.81434882,0,.68839514,.020880738,.29072413,.22435898,0,.22093023,.090909094,,.033898305,7471,156,35,6210,575,59,193,6,58.377686,.072812989,.13803038,.25737733,.53177929,.13908873,.10056926,.070556313,.049909703,.85119933,.10135194,.007588312,.036668412,.45992151,.033051021,.015382249,.023380524,.041259389,.017469561,.19738334,.78543395,.01718273,.26454428,.43305713,.30239859,.073162213,.0021805495,.075447015,.15613741,.14257029,.37142858,.23076923,11465,4965,838,25,9759,1162,87,420,26,115,49.490421,.18420722,.23328723,.25495622,.32754934,.78833985,.10738086,.025315395,.078963913,2020-06-09,Georgia,13233,152,1
PULASKI,60.303143,.042664669,.12949102,.26796407,.55988026,.03508772,.011560693,.005586592,.0053475937,.75230658,.17601135,.0021291696,.017215569,.44428673,.051339287,.032998566,.027190333,.047581285,.035269711,.25,.75,0,.85876507,.043293115,.097941801,.21666667,0,.19354838,.25,,0,1409,61,13,1060,248,3,23,2,58.575169,.082291365,.13259669,.24978191,.53533006,0,0,0,0,.75675678,.21476315,.0017436792,.02239023,.44667247,.050399721,.033308659,.024024025,.062334217,.029608404,.18076141,.80964833,.0095902355,.21708806,.39087474,.39203721,.072695553,0,0,0,0,,0,3441,1345,250,0,2604,739,6,77,13,116,51.383701,.1721562,.20594227,.24957556,.37232599,.66417658,.27589133,.0074702888,.052461799,2020-06-09,Georgia,13235,46,2
PUTNAM,63.675472,.028855924,.10505994,.19548872,.67059541,.02112676,.0038684721,.001039501,.0042424244,.77457988,.13965617,.0032837552,.033326559,.43171722,.041049261,.021404942,.025764896,.049624059,.030733768,.21244925,.78716409,.00038662285,.7587406,.026656365,.21460305,.17391305,0,.16346154,.11111111,,.079999998,5177,138,24,4010,723,17,164,7,61.818928,.058475602,.095577359,.20809248,.63785458,.013793103,.0014064697,.003875969,.0037934668,.75701815,.19825386,.0056413701,.03589192,.44150436,.0626195,.023210831,.033428572,.075031325,.03882632,.31148422,.66474146,.023774344,.18710545,.62699801,.18589658,.06008872,.00788002,.0049697785,.0081037274,.0087082731,0,0,7445,4668,447,31,5636,1476,42,267,18,117,53.455189,.14506769,.18697615,.24145712,.42649904,.70709223,.20883301,.013281753,.07079304,2020-06-09,Georgia,13237,103,10
QUITMAN,65.151451,.020746889,.095435686,.20124482,.6825726,0,0,0,.0030395137,.56153846,.33846155,.0038461538,.024896266,.42307693,.048780486,.019342359,.043165468,.057603687,.048442908,.41538462,.58461541,0,.75384617,.021153847,.22499999,.090909094,0,0,.33333334,,0,520,11,1,292,176,2,12,0,61.289272,.057421453,.10942578,.219935,.61321777,0,0,0,0,.54004329,.42532468,.0054112556,.026002167,.43939394,.039787799,.013186813,.028469751,.06103896,.043859649,.69264072,.28463203,.022727273,.2965368,.46536797,.23809524,.074756227,0,0,0,0,0,0,924,430,69,0,499,393,5,24,2,118,54.823914,.13384891,.18679358,.22070196,.45865557,.50624627,.42296252,.0065437239,.064247474,2020-06-09,Georgia,13239,14,1
RABUN,64.325562,.037220258,.096348643,.19481744,.67161363,.012658228,0,0,.021045247,.87200516,.0019425858,.0028059573,.041931685,.42952731,.14530686,.11536748,.14069006,.1363174,.13597514,.16576733,.83423269,0,.49730197,.13490179,.36779624,.1248,0,.12280702,0,0,.036363635,4633,625,78,4040,9,13,178,5,63.018326,.059244383,.09300866,.18024351,.66750348,0,0,0,0,.93411678,.002375297,.0055006878,.051587801,.46418303,.14227581,.12864606,.13262127,.17483033,.17342824,.21165146,.76859605,.019752469,.14001751,.616202,.24378048,.067528553,0,.00025003124,0,0,0,0,7999,4929,538,0,7472,19,44,411,21,119,54.157871,.1499417,.17559269,.2212981,.4531675,.89436454,.0055188495,.017800232,.082316361,2020-06-09,Georgia,13241,27,1
RANDOLPH,60.965961,.034795765,.1452345,.23827533,.58169442,0,0,.01904762,.019505851,.46657184,.45945945,0,.015128593,.37837839,.049230769,.0087209307,.041628961,.088852987,.060759492,.53129447,.46870553,0,.72332859,.029871978,.24679942,.71428573,0,0,.83333331,,.083333336,1406,42,30,656,646,0,20,0,57.989223,.080446497,.15896843,.2313318,.52925324,0,0,0,0,.46230769,.51076925,.0011538462,.0234796,.41846153,.042671613,.0064935065,.039355993,.10236221,.06480784,.8619231,.13230769,.0057692309,.26692307,.50346154,.22961539,.054272518,0,0,0,0,0,0,2600,1309,141,0,1202,1328,3,61,4,120,51.944279,.16079144,.21810324,.23265862,.38844666,.40186492,.54855585,.0036388447,.045940414,2020-06-09,Georgia,13243,187,20
RICHMOND,58.652374,.047766618,.17777646,.24202152,.53243542,.012476606,.0028494804,.0012312238,.0030221625,.42410842,.45231616,.0079095084,.065496586,.38478765,.042676754,.019534143,.029878991,.050341908,.023188129,.57015282,.42984718,0,.81949878,.022906389,.15759483,.14356436,0,.14199395,.16793893,.40000001,.024509804,35274,808,116,14960,15955,279,2198,167,56.320755,.099680394,.16363978,.24279,.49388984,.0090531874,.0063189338,.0065045687,.0047202134,.33246943,.5710181,.0094465418,.079225421,.40235132,.063097864,.022978464,.037632737,.091845781,.032223135,.70490354,.26065317,.034443256,.30133152,.54818112,.15048735,.075991727,.012581924,.0069675287,.0086031239,.013613861,.052631579,.020647321,53247,29189,4042,311,17703,30405,503,4214,365,121,46.764103,.22287063,.27488139,.22117171,.28107625,.32383269,.51833946,.017942362,.1398855,2020-06-09,Georgia,13245,652,34
ROCKDALE,58.71867,.048078462,.13266884,.31059113,.50866157,.012195121,.0024106067,.0001716149,.0016766216,.44965518,.41215837,.0095019154,.085976228,.39356321,.024009349,.010810534,.014342629,.029418524,.013766077,.52510858,.47489145,0,.71325672,.013231162,.27351213,.16988418,0,.11594203,.28260869,0,.069444448,19575,259,44,8802,8068,186,1613,92,54.753822,.11980916,.1468031,.29536393,.43802381,.0010479434,.00064143684,.00074388948,.00028663562,.28944233,.5903331,.010476131,.10075646,.40336239,.034910515,.011107758,.016489023,.054077819,.016852718,.76447523,.21328649,.022238253,.24970202,.46085566,.28944233,.078753255,.0014513788,.00065867888,.00067842606,.0015146926,0,.0034188034,31882,14693,2509,18,9228,18821,334,3210,266,122,47.678822,.21738672,.22987467,.26770005,.28503856,.29766208,.52859122,.028425524,.14532116,2020-06-09,Georgia,13247,320,8
SCHLEY,57.015217,.068478264,.16847827,.30760869,.45543477,.015873017,0,0,0,.81493163,.13774973,.0031545742,.010869565,.45005259,.025945947,.01689546,.021337127,.028409092,.03245436,.18611987,.81388015,0,.71503681,.017875921,.26708728,.05882353,0,.2,0,,0,951,17,1,775,131,3,10,1,54.727711,.10794844,.18098818,.28410313,.42696026,0,0,0,.0012578616,.80354267,.16532475,.0064412239,.020945219,.45679012,.037844773,.025274726,.0284143,.053243574,.040735874,.18894257,.79924852,.01180891,.24584004,.42082661,.33333334,.075187966,.0014245014,.00053676864,0,.0068027209,0,0,1863,784,140,1,1497,308,12,39,6,123,48.818653,.18203799,.2476684,.27115718,.29913643,.76649398,.1775475,.012435233,.043523315,2020-06-09,Georgia,13249,18,1
SCREVEN,60.602104,.043647699,.13484022,.24006236,.58144975,.0089285718,.0057803467,0,.0026809652,.65022093,.27871871,.0022091311,.012470772,.4164212,.02764977,.015873017,.018927446,.035008237,.040510129,.35419735,.64580268,0,.80375552,.018409425,.17783505,.14,0,.079999998,.2631579,,0,2716,50,7,1766,757,6,32,5,58.90469,.07333333,.13111112,.23975308,.55580246,0,.0037664783,0,.0022212351,.62299532,.33654085,.0019738465,.034814816,.42487046,.032873496,.018269232,.016853932,.056792237,.06376975,.60473722,.37404391,.021218849,.27263755,.49913645,.22822601,.068395063,.0041617122,.0032075006,.003686636,.0056285178,0,0,4053,2023,277,7,2525,1364,8,141,12,124,50.457268,.16968818,.23733555,.23847508,.35439759,.53983217,.35874858,.0039365999,.097482651,2020-06-09,Georgia,13251,59,3
SEMINOLE,61.048233,.040192924,.13022508,.24598071,.5836013,.026666667,0,0,.0018365473,.70624048,.21562658,.0050735669,.020364417,.41958398,.026329931,.0096741347,.0133829,.040293042,.023486901,.28767124,.71232879,0,.8746829,.012683917,.11263318,.23999999,0,.2,.33333334,,0,1971,25,6,1392,425,10,38,1,58.360001,.079578951,.15242106,.22568421,.54231578,0,0,0,0,.62253046,.34342161,.0033627574,.027368421,.42034468,.040409207,.012965964,.020016013,.059467919,.035866782,.41319883,.55191255,.03488861,.31315678,.4035309,.28331232,.088421054,0,0,0,0,0,0,2379,960,210,0,1481,817,8,65,4,125,52.438023,.16498546,.20499231,.22875705,.40126517,.62506413,.31150624,.0076936227,.055736024,2020-06-09,Georgia,13253,47,2
