county,age_2016gen,age1829_2016gen,age3044_2016gen,age4560_2016gen,age60plus_2016gen,age1829reject_2016gen,age3044reject_2016gen,age4560reject_2016gen,age60plusreject_2016gen,white_2016gen,black_2016gen,hispanic_2016gen,other_2016gen,male_2016gen,VBM2016gen_2016gen,VBM2016prepri_2016gen,VBM2016genpri_2016gen,VBM2018gen_2016gen,VBM2018genpri_2016gen,partydem_2016gen,partyrep_2016gen,partynp_2016gen,electionday_2016gen,bymail_2016gen,early_2016gen,rejected_2016gen,lateballot_2016gen,WHreject_2016gen,BHreject_2016gen,HPreject_2016gen,OTreject_2016gen,votedpop_2016gen,votedbymailpop_2016gen,rejectedpop_2016gen,whitepop_2016gen,blackpop_2016gen,hispanicpop_2016gen,otherpop_2016gen,asianpop_2016gen,age_2016prepri,age1829_2016prepri,age3044_2016prepri,age4560_2016prepri,age60plus_2016prepri,age1829reject_2016prepri,age3044reject_2016prepri,age4560reject_2016prepri,age60plusreject_2016prepri,white_2016prepri,black_2016prepri,hispanic_2016prepri,other_2016prepri,male_2016prepri,VBM2016gen_2016prepri,VBM2016prepri_2016prepri,VBM2016genpri_2016prepri,VBM2018gen_2016prepri,VBM2018genpri_2016prepri,partydem_2016prepri,partyrep_2016prepri,partynp_2016prepri,electionday_2016prepri,bymail_2016prepri,early_2016prepri,rejected_2016prepri,lateballot_2016prepri,WHreject_2016prepri,BHreject_2016prepri,HPreject_2016prepri,OTreject_2016prepri,votedpop_2016prepri,votedbymailpop_2016prepri,rejectedpop_2016prepri,whitepop_2016prepri,blackpop_2016prepri,hispanicpop_2016prepri,otherpop_2016prepri,asianpop_2016prepri,age_2016genpri,age1829_2016genpri,age3044_2016genpri,age4560_2016genpri,age60plus_2016genpri,age1829reject_2016genpri,age3044reject_2016genpri,age4560reject_2016genpri,age60plusreject_2016genpri,white_2016genpri,black_2016genpri,hispanic_2016genpri,other_2016genpri,male_2016genpri,VBM2016gen_2016genpri,VBM2016prepri_2016genpri,VBM2016genpri_2016genpri,VBM2018gen_2016genpri,VBM2018genpri_2016genpri,partydem_2016genpri,partyrep_2016genpri,partynp_2016genpri,electionday_2016genpri,bymail_2016genpri,early_2016genpri,rejected_2016genpri,lateballot_2016genpri,WHreject_2016genpri,BHreject_2016genpri,HPreject_2016genpri,OTreject_2016genpri,votedpop_2016genpri,votedbymailpop_2016genpri,rejectedpop_2016genpri,whitepop_2016genpri,blackpop_2016genpri,hispanicpop_2016genpri,otherpop_2016genpri,asianpop_2016genpri,age_2018gen,age1829_2018gen,age3044_2018gen,age4560_2018gen,age60plus_2018gen,age1829reject_2018gen,age3044reject_2018gen,age4560reject_2018gen,age60plusreject_2018gen,white_2018gen,black_2018gen,hispanic_2018gen,other_2018gen,male_2018gen,VBM2016gen_2018gen,VBM2016prepri_2018gen,VBM2016genpri_2018gen,VBM2018gen_2018gen,VBM2018genpri_2018gen,partydem_2018gen,partyrep_2018gen,partynp_2018gen,electionday_2018gen,bymail_2018gen,early_2018gen,rejected_2018gen,lateballot_2018gen,WHreject_2018gen,BHreject_2018gen,HPreject_2018gen,OTreject_2018gen,votedpop_2018gen,votedbymailpop_2018gen,rejectedpop_2018gen,whitepop_2018gen,blackpop_2018gen,hispanicpop_2018gen,otherpop_2018gen,asianpop_2018gen,age_2018genpri,age1829_2018genpri,age3044_2018genpri,age4560_2018genpri,age60plus_2018genpri,age1829reject_2018genpri,age3044reject_2018genpri,age4560reject_2018genpri,age60plusreject_2018genpri,white_2018genpri,black_2018genpri,hispanic_2018genpri,other_2018genpri,male_2018genpri,VBM2016gen_2018genpri,VBM2016prepri_2018genpri,VBM2016genpri_2018genpri,VBM2018gen_2018genpri,VBM2018genpri_2018genpri,partydem_2018genpri,partyrep_2018genpri,partynp_2018genpri,electionday_2018genpri,bymail_2018genpri,early_2018genpri,rejected_2018genpri,lateballot_2018genpri,WHreject_2018genpri,BHreject_2018genpri,HPreject_2018genpri,OTreject_2018genpri,votedpop_2018genpri,votedbymailpop_2018genpri,rejectedpop_2018genpri,whitepop_2018genpri,blackpop_2018genpri,hispanicpop_2018genpri,otherpop_2018genpri,asianpop_2018genpri,age_2020combopri,age1829_2020combopri,age3044_2020combopri,age4560_2020combopri,age60plus_2020combopri,age1829reject_2020combopri,age3044reject_2020combopri,age4560reject_2020combopri,age60plusreject_2020combopri,white_2020combopri,black_2020combopri,hispanic_2020combopri,other_2020combopri,male_2020combopri,VBM2016gen_2020combopri,VBM2016prepri_2020combopri,VBM2016genpri_2020combopri,VBM2018gen_2020combopri,VBM2018genpri_2020combopri,partydem_2020combopri,partyrep_2020combopri,partynp_2020combopri,electionday_2020combopri,bymail_2020combopri,early_2020combopri,newvoter_2020combopri,rejected_2020combopri,lateballot_2020combopri,WHreject_2020combopri,BHreject_2020combopri,HPreject_2020combopri,OTreject_2020combopri,votedpop_2020combopri,votedbymailpop_2020combopri,newvoterpop_2020combopri,rejectedpop_2020combopri,whitepop_2020combopri,blackpop_2020combopri,hispanicpop_2020combopri,otherpop_2020combopri,asianpop_2020combopri,county_code,county_age,county_age1829,county_age3044,county_age4560,county_age60plus,county_white,county_black,county_hispanic,county_other,datestr,state,fips,cases,deaths,d_cases,d_deaths
COOK,54.795765,.085211746,.21396858,.287056,.41376367,0,0,0,0,.70087546,.22049287,.0072957198,.018954918,.41261348,.037055176,.025034294,.036613271,.039321356,.044756178,,,,.42104411,.04085603,.53809988,0,0,0,0,0,0,6168,252,0,4323,1360,45,111,17,58.36779,.047819972,.17510548,.28023911,.49683544,.0073529412,0,.0025094103,.0035385704,.73098451,.18834376,.0042805402,.013009845,.41554165,.035322361,.025123967,.043187346,.035460994,.038297873,.25419822,.74580181,0,.78235102,.028646691,.18900231,.11494253,0,.12244898,.14285715,,0,3037,87,10,2220,572,13,37,2,59.925591,.04549763,.14075829,.28009477,.53364927,0,0,0,0,.73292202,.18510357,.0013221684,.0080568716,.43984133,.049113233,.042978209,.036048066,.046719681,.050403226,.60000002,.39955753,.00044247787,.64081091,.041868664,.31732041,0,0,0,0,,0,2269,95,0,1663,420,3,17,7,53.813946,.10989393,.20761606,.27856025,.40392974,0,0,0,0,.71765107,.23438033,.0081939232,.019648757,.44315466,.028680304,.019036954,.028729839,.041645154,.043017868,,,,.42608398,.048139296,.52577674,0,0,0,0,,0,5858,282,0,4204,1373,48,113,13,62.155106,.039921466,.10732985,.24738219,.60536647,0,0,0,0,.73965627,.21833228,.0038192235,.0098167537,.4735837,.060486522,.036943745,.053266332,.062786132,.043393783,.29726288,.69446212,.0082749845,.67472947,.059834499,.26543602,0,0,0,0,,0,1571,94,0,1162,343,6,15,2,58.304741,.080231212,.13595375,.26497111,.51884395,.011527377,.0051020407,.0017452007,.0035650623,.73869926,.23224169,.0062269373,.018265896,.44880074,.05517618,.038330495,.051859614,.087083116,.067247823,.30742618,.68773061,.0048431735,.31549814,.45848709,.22601476,.059653178,.010925449,.0039206641,.0054446459,.025125628,0,.02631579,4336,1988,258,17,3203,1007,27,79,9,37,48.286148,.20484154,.24457175,.24799038,.30259633,.67402756,.26840988,.018201977,.03936062,2020-06-09,Georgia,13075,57,1,.83870971,0
COWETA,53.215126,.087146185,.22396602,.32644561,.3624422,.0050809183,.00073222525,.00035165276,.00081444281,.73352396,.13214172,.01895456,.079536885,.43516046,.045614596,.024391823,.051684823,.045069285,.022421524,,,,.44456625,.050889738,.50454402,.021912351,0,.017725259,.056074765,0,.0069084628,62940,3203,66,46168,8317,1193,4850,450,57.441898,.046389412,.1704081,.31927595,.46392655,.016083917,.0013325718,.00071123755,.0030767079,.77383024,.10415629,.011915131,.068546034,.43855774,.041743942,.024987506,.052743845,.04094471,.024019146,.20837481,.7916252,0,.82310849,.028496765,.14839472,.11803278,0,.10221465,.19402985,0,.027450981,32144,916,108,24874,3348,383,2113,108,61.715088,.033203632,.12157372,.26070037,.58452225,0,0,.00066334993,.00088757399,.79441398,.095503315,.0031943647,.055252917,.43910229,.075910084,.056919966,.052329451,.060366739,.035343036,.1596971,.83962977,.00067311735,.74821854,.064788274,.1869932,.021505376,0,.014354067,.043478262,0,0,12209,791,14,9699,1166,39,639,22,53.156078,.095644526,.21298021,.32402235,.36735293,.0084730489,.00097150257,.00074499787,.0010326215,.72992164,.14305177,.017762262,.090506241,.44977862,.037393756,.020130463,.040939838,.047766324,.022330631,,,,.50609672,.055057902,.43884537,.033479877,0,.03057554,.03065134,.06329114,.034666665,58720,3233,99,42861,8400,1043,5249,443,60.394985,.041419715,.11962668,.27556372,.5633899,.0049342103,.00056947611,.0017305316,.0015719468,.76001602,.14282852,.008146368,.067988284,.46153846,.041901581,.027709724,.039524071,.041626532,.022196889,.2734375,.71173877,.014823718,.76262021,.026041666,.21133815,.074175827,0,.080586083,.027777778,0,.018518519,14976,390,27,11382,2139,122,998,38,56.547047,.095783405,.14662841,.2777791,.47980905,.012584948,.0064123645,.0063357055,.0039694505,.71223146,.16795935,.014379998,.097446904,.43901145,.059250053,.033563055,.061903439,.072061703,.035833392,.35280374,.61412466,.033071585,.27093169,.56363809,.16543019,.073217772,.013417961,.0066962135,.011651817,.018078696,.031818181,.017480411,41516,23400,3037,241,29569,6973,597,4042,298,38,48.180187,.18669666,.25159827,.28012189,.28158316,.67531896,.14357954,.024360934,.15674059,2020-06-09,Georgia,13077,474,10,.78867924,1.5
CRAWFORD,56.012226,.070741482,.18356714,.29258516,.45310622,0,.0010917031,0,0,.72386211,.19215387,.002094839,.031863727,.42772806,.04807508,.01642797,.042849492,.045558609,.032068063,,,,.43953532,.051418778,.5090459,.0038022813,0,.0068965517,0,,0,5251,270,1,3801,1009,11,159,10,60.255634,.03596187,.1295494,.26646447,.56802428,.024096385,.0066889632,0,.0038138826,.74979424,.17119342,.0028806585,.024696708,.43744856,.035683941,.017768595,.020602219,.040871933,.028218694,.25802469,.74197531,0,.81028807,.021810699,.16790123,.18867925,0,.21428572,0,0,0,2430,53,10,1822,416,7,57,6,60.946064,.03192075,.12713264,.2526142,.58833241,0,0,0,0,.63160622,.28756475,0,.022014309,.41658032,.051102743,.017405063,.038642298,.049971282,.037832312,.60062891,.39727464,.002096436,.59948188,.045595855,.35492229,0,0,0,0,,0,1930,88,0,1219,555,0,40,3,55.50967,.08348605,.17633884,.29566279,.44451231,0,0,0,.00045808521,.73804283,.20452271,.0032019212,.03563429,.45467281,.039871678,.015308419,.030197445,.046328142,.031290743,,,,.42945766,.054232538,.5163098,.008130081,0,0,.01010101,,0,4997,271,2,3688,1022,16,175,10,61.426048,.037303664,.10340314,.25589004,.60340315,0,0,0,.0010845987,.71437699,.23514377,0,.02552356,.47220448,.038815789,.013227513,.025879918,.03871391,.031410258,.30223641,.6907348,.0070287539,.78019172,.033226836,.18658146,.02,0,0,.125,,0,1565,52,1,1118,368,0,39,3,59.70966,.055359244,.11778563,.26060072,.56625444,0,.0024999999,.0045197741,.0015600624,.68873197,.27125624,0,.036513545,.45807591,.057162534,.021910112,.037564766,.068791948,.044920526,.36687261,.61518091,.017946456,.28714329,.50632536,.20653133,.062131919,.005629838,.014121801,.0074946466,.0023529411,,0,3399,1721,211,8,2341,922,0,124,9,39,50.315952,.17344455,.21295331,.26810336,.34549877,.72749394,.19128722,.0086896075,.072529256,2020-06-09,Georgia,13079,31,0,.63157892,
CRISP,56.023682,.0790307,.19812749,.25981,.4630318,.0017421603,.00069492706,0,0,.61090106,.30890599,.0046942234,.019413466,.38570869,.044585146,.014990631,.03508772,.050381929,.044933077,,,,.32246709,.05294041,.62459254,.0054794522,0,.010526316,0,,0,7669,406,2,4685,2369,36,141,32,60.916138,.041772153,.13037975,.2420886,.58575952,.030303031,.004854369,0,.0059427335,.71809465,.20790893,.00089874177,.017405063,.42929897,.031152649,.014781297,.026743075,.040322579,.032417197,.27711204,.72288793,0,.77741164,.021270221,.20131816,.29577464,0,.27272728,.5714286,,.050000001,3338,71,21,2397,694,3,55,11,61.841381,.034154352,.11724138,.23940887,.60919541,0,.0028011205,0,.0010781671,.71653301,.20542875,.0033929674,.013464696,.41054904,.043602802,.020047734,.033665836,.045172412,.035812672,.18489745,.8147918,.00031075202,.56199878,.041949414,.39605182,.026086956,0,.046153847,0,,0,3242,136,3,2323,666,11,41,4,55.659409,.087105036,.18958156,.26316538,.46014804,.004901961,0,0,.001237241,.62722468,.32091212,.0047274749,.022203244,.40670189,.032415703,.012432796,.021386685,.050134543,.046963945,,,,.34899887,.064098999,.58690214,.022222223,0,.010928961,.029411765,0,0,7192,461,9,4511,2308,34,156,17,61.389553,.046038069,.10756972,.23992917,.60646302,0,0,.0036900369,.00072992698,.52978998,.41663095,.00085726532,.019477645,.42391771,.036252353,.016039051,.026152788,.061032865,.045514803,.48221174,.51350194,.0042863265,.61937422,.071581654,.30904415,.026548672,0,0,.046153847,,0,2333,167,3,1236,972,2,44,5,60.399227,.058857694,.11694095,.23504356,.58915782,0,0,.0024711697,.0013144923,.7152791,.25362179,.0025111069,.022652468,.42514971,.048963387,.017024426,.030830612,.070404172,.057546694,.29505026,.69508892,.0098607885,.2570987,.54066062,.20224068,.047628269,.0029424129,.0027042688,0,.012727273,,0,5177,2799,246,7,3703,1313,13,117,19,40,49.522175,.19131947,.23401059,.23614515,.33852479,.53118825,.40762115,.0072733024,.053917307,2020-06-09,Georgia,13081,239,8,.31318676,.33333337
DADE,55.616993,.088187963,.19568716,.25844866,.4576762,0,0,0,.00035161743,.88883722,.0035658914,.0034108527,.06791117,.44852713,.025144463,.012341772,.017771998,.021442086,.011909651,,,,.50232559,.029147286,.46852714,.0059523811,0,.0076335878,0,,0,6450,188,1,5733,23,22,422,14,59.079014,.054965645,.15334167,.23828857,.55340409,.017045455,0,0,0,.90775239,.0012019231,.0021033655,.051217988,.46724761,.016149461,.012040939,.011008111,.017297298,.0096700797,.14696969,.85060608,.0024242424,.78635818,.013221154,.20042068,.06818182,0,.088235296,,,0,3328,44,3,3021,4,7,164,6,60.725986,.038593482,.14065181,.22212693,.59862781,0,0,0,0,.91241777,.0016447369,.0012335526,.042881645,.47450659,.020896822,.0098322732,.018166805,.016634051,.014129736,.053460423,.94571072,.00082884374,.61554277,.02055921,.36389804,0,0,0,,,0,2432,50,0,2219,4,3,100,6,56.705677,.073121443,.17876171,.26253903,.48557779,0,0,0,.00037835792,.90161556,.0027228172,.0030858596,.079184271,.47104737,.020767778,.010021474,.012183236,.021925818,.011527377,,,,.50426573,.027228173,.46850607,.015151516,0,.0094339624,0,0,0,5509,150,2,4967,15,17,431,13,59.649826,.047821056,.13767837,.24758966,.56691092,0,0,0,0,.92290163,.00075958984,.0011393847,.059390668,.48841625,.015996719,.011293055,.013401404,.017326733,.011039209,.1120395,.86213446,.025826054,.70983666,.013292822,.27687049,0,0,0,,,0,2633,35,0,2430,2,3,154,4,58.124283,.071510516,.14722754,.2456979,.53556406,0,0,.00077821012,.0007140307,.91580755,.0015273005,.0032455137,.075908221,.46869034,.023409789,.0099630998,.014565316,.02364395,.0090090092,.13440244,.84536082,.020236732,.31252387,.4165712,.27090493,.084321223,.0016675931,.00057273771,.0018170805,0,0,0,5238,2182,441,3,4797,8,17,397,11,41,47.638039,.24969178,.2221583,.21065177,.31749815,.86553794,.0046026139,.0078901947,.12196926,2020-06-09,Georgia,13083,41,1,1.5625,0
DAWSON,56.623837,.076535486,.17791678,.27008948,.47545826,.0011350738,0,0,.00018271514,.89717829,.0019258143,.0080381818,.055512119,.45290127,.044849098,.0227632,.037491322,.035454355,.020264046,,,,.25512853,.049652517,.69521898,.0071428572,0,.0045454544,0,0,0,11943,593,4,10715,23,96,639,38,60.699108,.03941606,.1325223,.24947283,.57858878,.0082304524,.0012239902,.0013003901,.0016820858,.90247679,.0015479876,.0052631581,.045579888,.45325077,.039832957,.022533022,.033888228,.031299736,.019083969,.091950461,.90804952,0,.70061922,.025232198,.27414861,.098159507,0,.09565217,,,0,6460,163,16,5830,10,34,281,10,61.066383,.039077211,.13112053,.24976459,.58003765,0,0,0,.0016233766,.90986168,.0015618028,.0029004908,.0336629,.45426148,.052995391,.035651147,.036101084,.036065575,.023203926,.024614008,.97202951,.0033564556,.49442214,.044622935,.46095493,.023668639,0,.034188036,,,0,4482,200,4,4078,7,13,143,7,56.310795,.086563535,.166348,.27316183,.47392663,0,0,0,0,.91225207,.0024040525,.010217223,.06049018,.47385594,.03332023,.016456118,.027515924,.03706577,.021514883,,,,.35476947,.040096164,.60513437,0,0,0,0,0,0,11647,467,0,10625,28,119,696,38,63.570839,.034167893,.088365242,.21266569,.66480118,0,0,0,0,.92360914,.0020178726,.0051888153,.046244476,.48400116,.034472331,.021292491,.026528778,.042641398,.020508377,.11963101,.86566734,.014701643,.64226002,.022196598,.33554339,0,0,0,,,0,3469,77,0,3204,7,18,157,9,58.69772,.079744816,.1275917,.23876536,.5538981,.0023529411,0,.001178782,.0010162601,.92350954,.0032808399,.0087176599,.059855521,.46991003,.05211395,.02584023,.041067284,.056975327,.032795157,.1464192,.83211476,.021466067,.21016122,.53365207,.25618672,.072145604,.0023275497,.001312336,.0020628008,0,0,.0066666668,10668,5693,769,11,9852,35,93,638,41,42,50.807999,.17190501,.20942433,.25640544,.3622652,.88247693,.0055271909,.016956298,.095039584,2020-06-09,Georgia,13085,114,1,.51999998,0
DECATUR,55.441025,.086080767,.19791563,.28008819,.43591541,.0069848662,.0020253165,.00071556348,.00068965519,.59397566,.31489927,.0085518816,.029962922,.38911059,.047697209,.014778325,.021552626,.053852834,.017241379,,,,.39908779,.05900798,.54190421,.031304348,0,.017301038,.050632913,.5,.0080645159,10524,621,18,6251,3314,90,299,25,59.778881,.041594829,.14849138,.26853448,.54137933,.031088082,.0058055152,.0016051364,.0039808918,.65441924,.26311493,.0042865891,.025215518,.40722597,.033147991,.0152483,.019987701,.038070466,.014714899,.34925494,.65074503,0,.85078585,.021841193,.12737294,.23584905,0,.2238806,.40000001,0,.043478262,4899,107,25,3206,1289,21,117,7,58.855663,.053220127,.15199834,.27707601,.5177055,.0077821012,.0040871934,0,.0044,.6685636,.25196233,.0035321822,.022986125,.40109891,.041087363,.020439291,.020248597,.037301406,.017704519,.81798333,.18102421,.00099245738,.55514127,.034929357,.40992936,.15000001,0,.082352944,.36000001,,0,5096,178,21,3407,1284,18,111,9,55.515678,.086747512,.19097564,.27870643,.44357041,.0025188916,.0017162472,.0011760094,.0012315271,.60750669,.33254692,.007399464,.032994647,.40868634,.038237844,.011551155,.01801591,.058526963,.01592664,,,,.46680966,.074638069,.45855227,.024875622,0,.020942409,.017291067,.11111111,.036363635,9325,696,15,5665,3101,69,302,16,61.677544,.037907869,.11084453,.24712092,.60412669,0,0,0,.0039714058,.58697677,.35953489,.0027906976,.02015355,.44046512,.032897919,.014823966,.022263451,.033767488,.015544041,.4544186,.52744186,.018139536,.76186049,.027906977,.21023256,.17073171,0,.18181819,.11111111,0,0,2150,60,7,1262,773,6,42,1,58.57719,.081566066,.13436157,.24914727,.5349251,.0090909088,.004415011,.0047619049,.0074854451,.6110782,.34641588,.0048874407,.034257747,.41869077,.053810868,.017619872,.025761772,.07868737,.018581906,.63317031,.34622794,.020601749,.27947274,.53302723,.1875,.061990213,.015520282,.033915877,.014400922,.019269777,0,0,6752,3599,418,44,4126,2339,33,231,14,43,49.744251,.18926689,.22759943,.24766411,.33546957,.55378532,.36793244,.015093436,.063188791,2020-06-09,Georgia,13087,218,6,1,2
DEKALB,51.541176,.092552483,.28159061,.29323065,.33262622,.0029296202,.00065703766,.00029372089,.00064253795,.36714986,.47249922,.01744389,.09222392,.395845,.047435381,.014452972,.020757796,.05746704,.016130812,,,,.38274893,.054732718,.56251836,.015505784,0,.012153236,.01960396,.017167382,.0086896075,323609,17712,252,118813,152905,5645,28911,7213,56.04496,.044901464,.22068006,.29666123,.43775722,.01670474,.001016762,.00054024853,.0021234842,.43971398,.42865375,.012999646,.075846553,.38573262,.038399793,.014438815,.018358584,.048908193,.016212909,.72180986,.27798533,.00020479341,.79642975,.017268835,.18630143,.14696372,0,.12334495,.17767295,.086956523,.033846155,161389,2787,409,70965,69180,2098,11831,1912,60.835453,.028543208,.12426826,.28119054,.56599802,.0030534351,.00058445352,.00036160761,.0013858591,.38460571,.50986457,.0060726479,.057754602,.380436,.047913913,.020230835,.019964576,.053623628,.021169724,.83144575,.16695267,.0016016016,.76437008,.027075054,.20855488,.055057619,0,.052098408,.052830189,0,.0125,71468,1935,86,27487,36439,434,3976,507,50.403725,.12116188,.27790147,.28247738,.3184593,.0069069774,.001625,.0020793972,.0043037198,.36897886,.47872287,.019898282,.095585473,.40855443,.042297624,.013073819,.018178476,.060459673,.016253794,,,,.44821405,.076440156,.47534579,.048390746,0,.032993324,.062343892,.030303031,.031060336,321284,24559,1069,118547,153806,6393,30268,7645,56.785172,.055161864,.19091736,.28159851,.47232226,.0017550017,.00055778102,.00041254127,.0011068069,.41193435,.47444206,.01168689,.074436568,.38429692,.039838586,.014904315,.018209096,.046635602,.015500833,.83692962,.14713949,.015930906,.78400189,.019271949,.19672614,.05511811,0,.053515214,.044368602,.14285715,.029268293,105075,2025,98,43284,49852,1228,7689,1243,52.159912,.13032003,.22906287,.25926417,.38135293,.0063715833,.0051134774,.0049355594,.005091039,.38465053,.48782218,.017091036,.088217124,.3962771,.054558713,.017919004,.023967087,.077707775,.022004604,.85698789,.10742686,.035585273,.28486663,.52800596,.1871274,.074165441,.011848643,.0049312632,.0080872225,.015214209,.0161182,.012898071,249429,131700,18489,1302,95943,121677,4263,21992,5419,44,45.949703,.20970675,.3063488,.24047682,.24346586,.31309298,.50876689,.026186677,.15194736,2020-06-09,Georgia,13089,4120,135,.65528321,.95652175
DODGE,55.970566,.069124423,.20127843,.28690353,.44269362,0,0,0,0,.71705538,.20230402,.0033717337,.021257618,.41683057,.047996603,.019584212,.034205832,.056333333,.029745042,,,,.53287441,.054228716,.41289687,0,0,0,0,,0,7118,386,0,5104,1440,24,143,16,60.019241,.032278087,.15766604,.26908752,.54096836,.009615385,.0019685039,0,.0011474469,.77425915,.14468332,.00058105751,.01644941,.44392794,.032024167,.019493744,.026490066,.040501446,.023974763,.21441023,.78558975,0,.80970365,.020918071,.16937827,.069444448,0,.069767445,.14285715,,0,3442,72,5,2665,498,2,53,4,59.1717,.035820011,.16400237,.28093547,.51924217,0,0,0,0,.78934151,.13727678,.001953125,.013321492,.43917412,.043374926,.024680477,.033127457,.04564184,.027517198,.45643038,.54356962,0,.67940849,.038504463,.28208706,0,0,0,0,,0,3584,138,0,2829,492,7,45,5,54.957184,.092385061,.19683908,.28247127,.42830458,0,0,0,0,.72835529,.21476604,.0035023817,.027155172,.4383581,.037184596,.015291494,.025388766,.062331773,.03215434,,,,.44788456,.0710283,.48108715,0,0,0,0,0,0,7138,507,0,5199,1533,25,189,14,60.536259,.036027715,.12609699,.27621248,.56166279,0,0,0,0,.76357108,.19066846,.00044863168,.016166281,.48317632,.033818696,.021170611,.025481666,.043258168,.031207599,.24405563,.74024224,.015702108,.78645134,.03723643,.17631225,0,0,0,0,,0,2229,83,0,1702,425,1,35,2,56.442802,.0908802,.15792818,.2829679,.46822369,0,0,0,0,.76601142,.20069753,.0015852886,.027486496,.45466074,.046793763,.022734985,.035578147,.064267352,.0400737,.14204185,.84543437,.01252378,.38506657,.39077362,.22415979,.068795681,0,0,0,0,0,0,6308,2465,433,0,4832,1266,10,173,13,45,50.333794,.17811066,.22114469,.26002252,.34072214,.68049181,.25517359,.0063208938,.058013681,2020-06-09,Georgia,13091,53,2,.65625,1
DOOLY,56.866409,.0684442,.20093457,.24628916,.48433205,0,0,0,0,.49429461,.41467842,.0051867221,.027762506,.39159751,.023435419,.0044792835,.028002154,.044629116,.012172285,,,,.4885892,.046680499,.46473029,0,0,0,0,,0,3856,180,0,1906,1599,20,101,12,60.177742,.040420819,.15946844,.22425249,.57585824,.02739726,.0069444445,.0049382718,.0076923077,.54913294,.37256962,.0021019443,.026024364,.4004204,.011254924,.0047770701,.014729951,.026822157,.01216545,.44351023,.55648977,0,.80924857,.014713611,.17603783,.66666669,0,.70588237,.5,0,.14285715,1903,28,18,1045,709,4,47,1,60.365227,.041666668,.14763375,.23251028,.57818931,0,0,0,.00088967971,.4273999,.4862518,.001447178,.023662552,.38591415,.026329931,.0040816325,.027665995,.047304731,.013142174,.91959065,.07797271,.0024366472,.63000482,.06705258,.3029426,.03508772,0,0,.027027028,,0,2073,139,2,886,1008,3,46,1,56.078697,.090355061,.1854796,.25596184,.46820349,0,0,0,0,.51552796,.42831263,.0056935819,.026497085,.40993789,.019987509,.0052631581,.020156775,.051578946,.011796733,,,,.44435817,.063923396,.49171844,0,0,0,0,0,0,3864,247,0,1992,1655,22,100,5,61.447773,.035422344,.12624887,.21980017,.6185286,.025641026,0,0,0,.51760566,.42869717,.00088028167,.021798365,.43397889,.014084507,.0060827252,.011933174,.022686025,.011473963,.50440139,.48327464,.012323944,.77024651,.014084507,.21566902,.071428575,0,0,.125,,0,1136,16,1,588,487,1,24,1,59.46603,.065892793,.13246842,.23557529,.56606352,0,0,0,0,.55593449,.41302866,.002728513,.026630249,.42428377,.023083264,.0039551747,.021991448,.055238094,.010830325,.69270122,.29911324,.0081855385,.32060027,.46452934,.21487039,.053943325,0,.0020463846,0,0,0,0,2932,1362,158,0,1630,1211,8,78,2,46,50.871929,.18328664,.21229602,.23471238,.36970496,.46621621,.47066578,.016644694,.046316136,2020-06-09,Georgia,13093,193,12,.35915494,0
DOUGHERTY,54.345905,.10440358,.21564239,.25740987,.42254415,.0081112394,.0022440392,.00082246505,.0022904589,.31192502,.59811985,.0046285647,.034569319,.35852692,.045467809,.015106488,.041360684,.054891977,.047853559,,,,.53193998,.056893975,.41116604,.059021924,0,.045112781,.063953489,0,.0078947367,34784,1979,105,10850,20805,161,1143,105,59.325916,.048135594,.1625886,.2485054,.54077041,.021766966,.0045489008,.0014880953,.0020515157,.37818223,.53970855,.0032188212,.028474577,.36161995,.032112643,.014694645,.03149946,.039012145,.035079289,.61284095,.38715908,0,.85333878,.018844735,.12781647,.21183801,0,.18446602,.22222222,,.048192769,17087,322,68,6462,9222,55,462,24,61.873703,.031917632,.12277992,.24332905,.60197341,.002688172,.001397624,.0017630465,.0021379704,.27412972,.64082062,.0023422986,.024453025,.34738714,.049136113,.022377623,.041037425,.053195387,.047294591,.90381008,.095455661,.00073427428,.74977791,.054276716,.1959454,.059999999,0,.034883723,.054878049,,.014705882,12381,672,33,3394,7934,29,285,13,54.041302,.11394493,.20451085,.25977033,.42177388,.0052895322,.00077555451,.00036634511,.0033844765,.30453545,.6273554,.0041598114,.040477097,.37556267,.037599638,.013138986,.035429828,.059350036,.051562794,,,,.56756592,.081830315,.35060379,.038666021,0,.024024025,.040666666,0,.013636364,32213,2636,80,9810,20209,134,1276,95,61.18367,.04518367,.11891844,.23792583,.5979721,.0098425196,.0044876589,.0029906542,.0035698349,.2943618,.64545143,.0019889311,.029707374,.38671741,.037074704,.015184382,.035990402,.044917699,.055108968,.74297327,.24241114,.014615584,.7332238,.083275683,.18350051,.067510545,0,.10958904,.061619718,,0,11564,963,48,3404,7464,23,334,18,57.822361,.086395584,.14307323,.24837619,.52215499,.025746653,.0093283579,.015224789,.014228508,.29837814,.653988,.0031548545,.040573005,.38404799,.048540592,.018930508,.037131883,.071331948,.046649534,.75417703,.223738,.022084963,.35712063,.52317262,.11970674,.058323693,.035244163,.014041324,.026307242,.038351554,0,.061046511,22505,11774,1311,332,6715,14718,71,912,62,47,46.969067,.24257194,.24631426,.22144592,.28966787,.25286332,.64490181,.0081033362,.094131492,2020-06-09,Georgia,13095,1818,149,.14555764,.1825397
