"HINDI","Muni2","County","total_ballots_2020","registered_voters_2020","provisional_all_2020","prov_counted_2020","prov_rejected_2020","abs_issued_2020","abs_counted_2020","abs_rejected_2020","total_ballots_2016","registered_voters_2016","provisional_all_2016","prov_counted_2016","prov_rejected_2016","abs_issued_2016","abs_counted_2016","abs_not_returned_2016","abs_late_2016","abs_rejected_2016"
38024,"TOWN OF PESHTIGO","MARINETTE COUNTY",1288,2579,0,0,0,258,253,2,1844,2525,0,0,0,154,93,25,0,0
38026,"TOWN OF PORTERFIELD","MARINETTE COUNTY",570,1176,0,0,0,14,14,0,704,1135,0,0,0,46,46,0,0,0
38028,"TOWN OF POUND","MARINETTE COUNTY",439,786,0,0,0,13,13,0,515,777,0,0,0,12,12,12,0,0
38030,"TOWN OF SILVER CLIFF","MARINETTE COUNTY",231,398,0,0,0,33,33,0,253,347,0,0,0,13,13,0,0,0
38032,"TOWN OF STEPHENSON","MARINETTE COUNTY",1006,2107,0,0,0,20,20,0,1298,2060,0,0,0,107,100,3,2,3
38034,"TOWN OF WAGNER","MARINETTE COUNTY",190,442,0,0,0,4,4,0,271,435,0,0,0,20,20,0,0,0
38036,"TOWN OF WAUSAUKEE","MARINETTE COUNTY",362,711,0,0,0,94,94,0,470,695,0,0,0,40,40,0,0,0
38111,"VILLAGE OF COLEMAN","MARINETTE COUNTY",209,384,0,0,0,0,0,0,279,388,0,0,0,18,18,0,0,0
38121,"VILLAGE OF CRIVITZ","MARINETTE COUNTY",228,535,0,0,0,33,33,0,337,565,0,0,0,24,24,0,0,0
38171,"VILLAGE OF POUND","MARINETTE COUNTY",91,167,0,0,0,20,20,0,103,169,0,0,0,8,8,0,0,0
38191,"VILLAGE OF WAUSAUKEE","MARINETTE COUNTY",108,242,0,0,0,24,24,0,148,213,0,0,0,12,10,0,0,1
38251,"CITY OF MARINETTE","MARINETTE COUNTY",2040,5023,0,0,0,438,436,0,2923,5277,0,0,0,358,342,18,0,1
38261,"CITY OF NIAGARA","MARINETTE COUNTY",386,783,0,0,0,103,103,0,439,865,0,0,0,35,35,0,0,0
38271,"CITY OF PESHTIGO","MARINETTE COUNTY",822,1632,0,0,0,209,209,0,1256,1703,0,0,0,175,90,3,0,0
39002,"TOWN OF BUFFALO","MARQUETTE COUNTY",328,651,0,0,0,36,35,0,469,652,0,0,0,22,22,0,0,0
39004,"TOWN OF CRYSTAL LAKE","MARQUETTE COUNTY",152,329,0,0,0,0,0,0,220,332,0,0,0,13,13,0,0,0
39006,"TOWN OF DOUGLAS","MARQUETTE COUNTY",268,520,0,0,0,51,51,0,391,556,0,0,0,26,26,0,0,0
39008,"TOWN OF HARRIS","MARQUETTE COUNTY",281,500,0,0,0,58,58,0,359,534,0,0,0,44,44,0,0,0
39010,"TOWN OF MECAN","MARQUETTE COUNTY",215,432,0,0,0,1,1,0,297,412,0,0,0,17,17,0,0,0
39012,"TOWN OF MONTELLO","MARQUETTE COUNTY",321,680,0,0,0,1,1,0,534,672,0,0,0,23,23,0,0,0
39014,"TOWN OF MOUNDVILLE","MARQUETTE COUNTY",148,272,0,0,0,3,3,0,202,294,0,0,0,10,10,0,0,0
39016,"TOWN OF NESHKORO","MARQUETTE COUNTY",183,359,0,0,0,14,14,0,245,374,0,0,0,10,10,0,0,0
39018,"TOWN OF NEWTON","MARQUETTE COUNTY",115,269,0,0,0,2,2,0,161,278,0,0,0,1,0,1,0,0
39020,"TOWN OF OXFORD","MARQUETTE COUNTY",258,533,0,0,0,0,0,0,316,547,0,0,0,22,22,0,0,0
39022,"TOWN OF PACKWAUKEE","MARQUETTE COUNTY",425,838,0,0,0,47,46,1,559,812,0,0,0,20,16,0,0,4
39024,"TOWN OF SHIELDS","MARQUETTE COUNTY",184,356,0,0,0,7,7,0,273,345,0,0,0,18,17,0,0,1
39026,"TOWN OF SPRINGFIELD","MARQUETTE COUNTY",253,461,0,0,0,3,3,0,350,500,0,0,0,9,9,1,0,0
39028,"TOWN OF WESTFIELD","MARQUETTE COUNTY",275,508,0,0,0,5,5,0,333,508,0,0,0,19,19,0,0,0
39121,"VILLAGE OF ENDEAVOR","MARQUETTE COUNTY",98,210,0,0,0,8,8,0,157,240,0,0,0,5,5,0,0,0
39161,"VILLAGE OF NESHKORO","MARQUETTE COUNTY",107,227,0,0,0,28,27,0,175,223,0,0,0,5,5,0,0,0
39165,"VILLAGE OF OXFORD","MARQUETTE COUNTY",120,286,0,0,0,17,17,0,176,282,0,0,0,5,5,0,0,0
39191,"VILLAGE OF WESTFIELD","MARQUETTE COUNTY",235,550,0,0,0,22,22,0,341,558,0,0,0,7,7,0,0,0
39251,"CITY OF MONTELLO","MARQUETTE COUNTY",331,802,0,0,0,36,36,0,576,784,0,0,0,60,0,0,0,0
40001,"TOWN OF MENOMINEE","MENOMINEE COUNTY",0,1676,0,0,0,24,24,0,790,1784,0,0,0,36,36,0,0,0
4002,"TOWN OF BARKSDALE","BAYFIELD COUNTY",302,526,0,0,0,6,6,0,361,523,0,0,0,13,13,0,0,0
4004,"TOWN OF BARNES","BAYFIELD COUNTY",194,640,0,0,0,40,40,0,431,616,0,0,0,50,50,0,0,0
4006,"TOWN OF BAYFIELD","BAYFIELD COUNTY",349,578,0,0,0,8,8,0,416,574,0,0,0,46,35,10,0,2
4008,"TOWN OF BAYVIEW","BAYFIELD COUNTY",232,388,0,0,0,0,0,0,277,399,0,0,0,24,24,0,0,0
4010,"TOWN OF BELL","BAYFIELD COUNTY",174,271,0,0,0,4,4,0,162,252,0,0,0,18,18,0,0,0
4012,"TOWN OF CABLE","BAYFIELD COUNTY",375,632,0,0,0,53,53,0,387,590,0,0,0,46,42,3,0,0
4014,"TOWN OF CLOVER","BAYFIELD COUNTY",137,211,0,0,0,26,26,0,155,192,0,0,0,26,25,1,0,0
4016,"TOWN OF DELTA","BAYFIELD COUNTY",159,246,0,0,0,2,2,0,163,219,0,0,0,11,11,0,0,0
4018,"TOWN OF DRUMMOND","BAYFIELD COUNTY",207,354,0,0,0,0,0,0,245,367,0,0,0,18,18,0,0,0
4020,"TOWN OF EILEEN","BAYFIELD COUNTY",231,463,0,0,0,0,0,0,337,449,0,0,0,18,18,0,0,0
4021,"TOWN OF GRAND VIEW","BAYFIELD COUNTY",191,340,0,0,0,11,11,0,215,317,0,0,0,10,10,0,0,0
4022,"TOWN OF HUGHES","BAYFIELD COUNTY",161,328,0,0,0,1,1,0,202,327,0,0,0,7,6,0,0,1
4024,"TOWN OF IRON RIVER","BAYFIELD COUNTY",386,824,0,0,0,12,12,0,479,800,0,0,0,33,29,3,0,0
4026,"TOWN OF KELLY","BAYFIELD COUNTY",137,272,0,0,0,6,6,0,210,277,0,0,0,14,13,1,0,1
4028,"TOWN OF KEYSTONE","BAYFIELD COUNTY",133,230,0,0,0,0,0,0,172,224,0,0,0,7,7,0,0,0
4030,"TOWN OF LINCOLN","BAYFIELD COUNTY",127,203,0,0,0,0,0,0,161,207,0,0,0,23,20,2,0,1
4032,"TOWN OF MASON","BAYFIELD COUNTY",96,186,0,0,0,0,0,0,121,172,0,0,0,6,6,0,0,0
4034,"TOWN OF NAMAKAGON","BAYFIELD COUNTY",154,268,0,0,0,10,10,0,145,225,0,0,0,23,23,0,0,0
4036,"TOWN OF ORIENTA","BAYFIELD COUNTY",69,100,0,0,0,13,13,0,74,95,0,0,0,1,1,0,0,0
4038,"TOWN OF OULU","BAYFIELD COUNTY",231,390,0,0,0,1,1,0,234,375,0,0,0,6,5,1,0,0
4040,"TOWN OF PILSEN","BAYFIELD COUNTY",99,159,0,0,0,0,0,0,118,170,0,0,0,3,3,0,0,0
4042,"TOWN OF PORT WING","BAYFIELD COUNTY",193,314,0,0,0,0,0,0,222,328,0,0,0,23,22,1,0,0
4046,"TOWN OF RUSSELL","BAYFIELD COUNTY",304,718,0,0,0,0,0,0,415,774,0,0,0,19,19,0,0,0
4048,"TOWN OF TRIPP","BAYFIELD COUNTY",91,160,0,0,0,15,15,0,98,159,0,0,0,0,0,0,0,0
4050,"TOWN OF WASHBURN","BAYFIELD COUNTY",261,374,0,0,0,47,47,0,284,375,0,0,0,14,14,0,0,0
41106,"VILLAGE OF BAYSIDE","MILWAUKEE COUNTY",0,3147,0,0,0,0,0,0,2280,3148,0,0,0,690,662,258,1,4
41107,"VILLAGE OF BROWN DEER","MILWAUKEE COUNTY",3916,7621,0,0,0,65,65,0,5076,7896,0,0,0,870,844,13,2,1
41126,"VILLAGE OF FOX POINT","MILWAUKEE COUNTY",3001,4990,0,0,0,182,180,0,3604,5031,2,0,2,902,885,18,4,0
41131,"VILLAGE OF GREENDALE","MILWAUKEE COUNTY",0,9482,0,0,0,824,822,0,6723,9629,0,0,0,1039,797,41,5,8
41136,"VILLAGE OF HALES CORNERS","MILWAUKEE COUNTY",0,4712,0,0,0,1,1,0,3372,5071,0,0,0,568,394,11,2,1
41176,"VILLAGE OF RIVER HILLS","MILWAUKEE COUNTY",786,1253,0,0,0,1,1,0,929,1310,0,0,0,162,155,6,0,0
41181,"VILLAGE OF SHOREWOOD","MILWAUKEE COUNTY",6160,9560,0,0,0,439,436,0,6577,9633,2,1,1,1595,1545,30,8,0
41191,"VILLAGE OF WEST MILWAUKEE","MILWAUKEE COUNTY",663,1796,0,0,0,67,67,0,1082,1906,0,0,0,0,0,0,0,0
41192,"VILLAGE OF WHITEFISH BAY","MILWAUKEE COUNTY",5346,10001,0,0,0,31,31,0,7274,10200,0,0,0,1465,1387,33,5,32
41211,"CITY OF CUDAHY","MILWAUKEE COUNTY",4724,10300,0,0,0,721,721,0,6645,10428,0,0,0,849,786,58,0,2
41226,"CITY OF FRANKLIN","MILWAUKEE COUNTY",11629,21619,0,0,0,1752,1751,0,14236,21555,0,0,0,2573,2495,71,12,3
41231,"CITY OF GLENDALE","MILWAUKEE COUNTY",5449,8899,0,0,0,146,143,0,6528,9146,2,0,2,1443,1288,118,4,33
41236,"CITY OF GREENFIELD","MILWAUKEE COUNTY",9888,21163,0,0,0,1429,1410,0,13957,21613,1,1,0,2396,2135,245,2,2
41251,"CITY OF MILWAUKEE","MILWAUKEE COUNTY",95185,291887,2,1,1,11716,11572,4,170493,320541,56,6,50,15828,14321,1244,47,131
41265,"CITY OF OAK CREEK","MILWAUKEE COUNTY",9604,20050,0,0,0,193,193,0,13272,20949,0,0,0,2128,2107,41,0,0
41281,"CITY OF ST. FRANCIS","MILWAUKEE COUNTY",3054,5735,0,0,0,515,515,0,3869,5634,3,0,3,567,542,12,1,5
41282,"CITY OF SOUTH MILWAUKEE","MILWAUKEE COUNTY",5590,11294,0,0,0,585,585,0,7480,11709,0,0,0,1145,1087,25,1,6
41291,"CITY OF WAUWATOSA","MILWAUKEE COUNTY",19875,32087,0,0,0,2128,2115,1,22232,31893,1,0,1,3803,3321,180,8,19
41292,"CITY OF WEST ALLIS","MILWAUKEE COUNTY",13989,31412,1,0,1,1808,1782,0,20139,33227,13,1,12,2255,1964,100,4,35
4151,"VILLAGE OF MASON","BAYFIELD COUNTY",27,45,0,0,0,0,0,0,29,60,0,0,0,0,0,0,0,0
42002,"TOWN OF ADRIAN","MONROE COUNTY",227,468,0,0,0,11,11,0,288,485,0,0,0,1,0,0,0,0
42004,"TOWN OF ANGELO","MONROE COUNTY",244,698,0,0,0,21,21,0,409,662,0,0,0,17,6,5,0,3
42006,"TOWN OF BYRON","MONROE COUNTY",214,631,0,0,0,6,6,0,396,639,0,0,0,6,5,1,0,0
42008,"TOWN OF CLIFTON","MONROE COUNTY",164,252,0,0,0,71,71,0,174,246,0,0,0,14,0,0,0,0
42010,"TOWN OF GLENDALE","MONROE COUNTY",179,379,0,0,0,1,1,0,232,343,0,0,0,16,15,0,0,1
42012,"TOWN OF GRANT","MONROE COUNTY",137,268,0,0,0,26,26,0,183,260,0,0,0,4,3,1,0,0
42014,"TOWN OF GREENFIELD","MONROE COUNTY",192,420,0,0,0,2,2,0,298,442,0,0,0,10,0,0,0,0
42016,"TOWN OF JEFFERSON","MONROE COUNTY",127,306,0,0,0,4,4,0,203,312,0,0,0,5,0,0,0,0
42018,"TOWN OF LAFAYETTE","MONROE COUNTY",84,186,0,0,0,19,19,0,128,182,0,0,0,0,0,0,0,0
42020,"TOWN OF LA GRANGE","MONROE COUNTY",546,1214,0,0,0,40,40,0,774,1168,0,0,0,46,43,0,0,0
42022,"TOWN OF LEON","MONROE COUNTY",305,671,0,0,0,22,22,0,406,658,0,0,0,12,12,0,0,0
42024,"TOWN OF LINCOLN","MONROE COUNTY",236,465,0,0,0,6,6,0,295,477,0,0,0,11,0,1,0,0
42026,"TOWN OF LITTLE FALLS","MONROE COUNTY",370,807,0,0,0,39,39,0,487,788,0,0,0,15,15,0,0,0
42028,"TOWN OF NEW LYME","MONROE COUNTY",55,106,0,0,0,0,0,0,65,92,0,0,0,1,1,0,0,0
42030,"TOWN OF OAKDALE","MONROE COUNTY",182,396,0,0,0,5,5,0,257,384,0,0,0,3,3,0,0,0
42032,"TOWN OF PORTLAND","MONROE COUNTY",199,434,0,0,0,38,38,0,279,423,0,0,0,6,6,0,0,0
42034,"TOWN OF RIDGEVILLE","MONROE COUNTY",159,296,0,0,0,39,39,0,190,308,0,0,0,10,10,0,0,0
42036,"TOWN OF SCOTT","MONROE COUNTY",32,50,0,0,0,12,12,0,42,58,0,0,0,1,1,0,0,0
42038,"TOWN OF SHELDON","MONROE COUNTY",129,249,0,0,0,6,6,0,160,264,0,0,0,0,0,0,0,0
42040,"TOWN OF SPARTA","MONROE COUNTY",832,1806,0,0,0,92,92,0,1180,1719,0,0,0,70,0,3,0,0
42042,"TOWN OF TOMAH","MONROE COUNTY",430,831,0,0,0,44,44,0,543,781,0,0,0,15,15,0,0,0
42044,"TOWN OF WELLINGTON","MONROE COUNTY",152,294,0,0,0,5,5,0,184,301,0,0,0,1,1,0,0,0
42046,"TOWN OF WELLS","MONROE COUNTY",167,337,0,0,0,31,31,0,202,311,0,0,0,8,8,0,0,0
42048,"TOWN OF WILTON","MONROE COUNTY",110,281,0,0,0,2,2,0,155,155,0,0,0,5,5,0,0,0
4206,"CITY OF BAYFIELD","BAYFIELD COUNTY",276,401,0,0,0,47,47,0,304,400,0,0,0,48,48,0,0,0
42111,"VILLAGE OF CASHTON","MONROE COUNTY",213,486,0,0,0,38,38,0,292,485,0,0,0,0,0,0,0,0
42141,"VILLAGE OF KENDALL","MONROE COUNTY",104,209,0,0,0,5,5,0,142,227,0,0,0,12,10,2,0,0
42151,"VILLAGE OF MELVINA","MONROE COUNTY",21,53,0,0,0,0,0,0,26,41,0,0,0,0,0,0,0,0
42161,"VILLAGE OF NORWALK","MONROE COUNTY",0,240,0,0,0,14,14,0,164,249,0,0,0,8,8,0,0,0
42165,"VILLAGE OF OAKDALE","MONROE COUNTY",0,125,0,0,0,0,0,0,80,117,0,0,0,2,2,0,0,0
42185,"VILLAGE OF WARRENS","MONROE COUNTY",111,246,0,0,0,2,2,0,126,239,0,0,0,9,8,1,1,1
42191,"VILLAGE OF WILTON","MONROE COUNTY",125,262,0,0,0,12,12,0,153,270,0,0,0,11,11,0,0,0
42192,"VILLAGE OF WYEVILLE","MONROE COUNTY",35,65,0,0,0,0,0,0,50,66,0,0,0,0,0,0,0,0
42281,"CITY OF SPARTA","MONROE COUNTY",1822,4416,0,0,0,295,295,0,2688,4568,0,0,0,408,402,10,0,1
42286,"CITY OF TOMAH","MONROE COUNTY",1888,4252,0,0,0,335,335,0,2733,4241,0,0,0,330,318,10,0,2
4291,"CITY OF WASHBURN","BAYFIELD COUNTY",917,1326,0,0,0,147,147,0,934,1358,0,0,0,115,109,0,0,0
43002,"TOWN OF ABRAMS","OCONTO COUNTY",570,1195,0,0,0,43,42,0,697,1188,0,0,0,49,47,1,0,1
43006,"TOWN OF BAGLEY","OCONTO COUNTY",97,204,0,0,0,0,0,0,45,206,0,0,0,4,0,0,0,0
43008,"TOWN OF BRAZEAU","OCONTO COUNTY",401,856,0,0,0,35,35,0,573,885,0,0,0,62,60,5,0,1
43010,"TOWN OF BREED","OCONTO COUNTY",218,437,0,0,0,13,13,0,258,413,0,0,0,11,11,0,0,0
43012,"TOWN OF CHASE","OCONTO COUNTY",787,1852,0,0,0,8,8,0,1041,1780,0,0,0,31,30,0,0,1
43014,"TOWN OF DOTY","OCONTO COUNTY",123,236,0,0,0,0,0,0,153,231,0,0,0,21,19,1,1,1
43016,"TOWN OF GILLETT","OCONTO COUNTY",309,621,0,0,0,11,11,0,488,613,0,0,0,20,1,0,0,0
43018,"TOWN OF HOW","OCONTO COUNTY",194,356,0,0,0,18,18,0,236,384,0,0,0,12,0,2,0,0
43019,"TOWN OF LAKEWOOD","OCONTO COUNTY",318,627,0,0,0,61,61,0,415,615,0,0,0,45,1,2,0,0
43020,"TOWN OF LENA","OCONTO COUNTY",167,399,0,0,0,19,19,0,298,435,0,0,0,24,23,0,0,0
43022,"TOWN OF LITTLE RIVER","OCONTO COUNTY",289,587,0,0,0,13,13,0,424,619,0,0,0,21,21,0,0,0
43024,"TOWN OF LITTLE SUAMICO","OCONTO COUNTY",1558,3203,0,0,0,4,4,0,1850,3026,0,0,0,148,148,0,0,0
43026,"TOWN OF MAPLE VALLEY","OCONTO COUNTY",202,404,0,0,0,1,0,0,283,416,0,0,0,16,16,0,0,0
43028,"TOWN OF MORGAN","OCONTO COUNTY",361,649,0,0,0,29,29,0,395,627,0,0,0,14,14,0,0,0
43029,"TOWN OF MOUNTAIN","OCONTO COUNTY",290,564,0,0,0,52,52,0,360,525,0,0,0,43,0,1,0,1
43030,"TOWN OF OCONTO","OCONTO COUNTY",379,790,0,0,0,15,14,0,572,801,0,0,0,13,4,5,0,0
43032,"TOWN OF OCONTO FALLS","OCONTO COUNTY",337,718,0,0,0,32,32,0,467,747,0,0,0,27,27,0,0,0
43034,"TOWN OF PENSAUKEE","OCONTO COUNTY",363,848,0,0,0,52,52,0,522,830,0,0,0,21,2,0,0,0
43036,"TOWN OF RIVERVIEW","OCONTO COUNTY",270,543,0,0,0,45,45,0,382,557,0,0,0,40,40,0,0,0
43038,"TOWN OF SPRUCE","OCONTO COUNTY",213,527,0,0,0,7,6,0,327,486,0,0,0,16,16,0,0,0
43040,"TOWN OF STILES","OCONTO COUNTY",408,873,0,0,0,7,6,0,572,869,0,0,0,10,10,0,0,0
43042,"TOWN OF TOWNSEND","OCONTO COUNTY",362,752,0,0,0,53,53,0,502,758,0,0,0,71,71,0,0,0
43044,"TOWN OF UNDERHILL","OCONTO COUNTY",220,485,0,0,0,1,1,0,480,478,0,0,0,20,17,3,0,0
43146,"VILLAGE OF LENA","OCONTO COUNTY",120,271,0,0,0,44,44,0,198,285,0,0,0,12,12,0,0,0
43181,"VILLAGE OF SURING","OCONTO COUNTY",167,257,0,0,0,54,54,0,171,277,0,0,0,21,21,0,0,0
43231,"CITY OF GILLETT","OCONTO COUNTY",342,659,0,0,0,0,0,0,507,700,1,1,0,42,40,2,0,0
43265,"CITY OF OCONTO","OCONTO COUNTY",983,2297,0,0,0,184,184,0,1621,2232,0,0,0,145,144,1,0,0
43266,"CITY OF OCONTO FALLS","OCONTO COUNTY",630,1387,0,0,0,41,41,0,872,1393,0,0,0,67,66,1,0,0
44002,"TOWN OF CASSIAN","ONEIDA COUNTY",389,738,0,0,0,0,0,0,300,755,0,0,0,38,0,3,0,0
44004,"TOWN OF CRESCENT","ONEIDA COUNTY",728,1385,0,0,0,13,13,0,949,1002,0,0,0,51,51,0,0,0
44006,"TOWN OF ENTERPRISE","ONEIDA COUNTY",115,255,0,0,0,0,0,0,178,255,0,0,0,13,13,0,0,0
44008,"TOWN OF HAZELHURST","ONEIDA COUNTY",508,923,0,0,0,53,52,0,620,893,0,0,0,69,64,5,0,0
44010,"TOWN OF LAKE TOMAHAWK","ONEIDA COUNTY",412,724,0,0,0,8,8,0,468,722,0,0,0,34,29,3,0,2
44012,"TOWN OF LITTLE RICE","ONEIDA COUNTY",132,251,0,0,0,15,15,0,149,235,0,0,0,9,9,0,0,0
44014,"TOWN OF LYNNE","ONEIDA COUNTY",38,95,0,0,0,0,0,0,54,88,0,0,0,2,2,0,0,0
44016,"TOWN OF MINOCQUA","ONEIDA COUNTY",0,3474,0,0,0,112,112,0,2176,3463,0,0,0,446,399,25,0,10
44018,"TOWN OF MONICO","ONEIDA COUNTY",85,172,0,0,0,6,6,0,103,170,0,0,0,5,4,1,1,0
44020,"TOWN OF NEWBOLD","ONEIDA COUNTY",1041,1926,0,0,0,59,59,0,1294,1948,0,0,0,88,84,7,0,2
44022,"TOWN OF NOKOMIS","ONEIDA COUNTY",466,973,0,0,0,1,1,0,599,972,0,0,0,40,34,3,0,2
44024,"TOWN OF PELICAN","ONEIDA COUNTY",727,1695,0,0,0,14,13,0,1088,1729,0,0,0,49,1,1,0,0
44026,"TOWN OF PIEHL","ONEIDA COUNTY",29,47,0,0,0,0,0,0,39,52,0,0,0,0,0,0,0,0
44028,"TOWN OF PINE LAKE","ONEIDA COUNTY",895,1740,0,0,0,3,3,0,1187,1802,0,0,0,101,99,2,0,0
44030,"TOWN OF SCHOEPKE","ONEIDA COUNTY",141,279,0,0,0,8,8,0,166,257,0,0,0,12,10,1,0,1
44032,"TOWN OF STELLA","ONEIDA COUNTY",203,403,0,0,0,0,0,0,275,443,0,0,0,13,13,0,0,0
44034,"TOWN OF SUGAR CAMP","ONEIDA COUNTY",640,1257,0,0,0,20,20,0,809,1225,0,0,0,71,69,2,0,0
44036,"TOWN OF THREE LAKES","ONEIDA COUNTY",0,1699,0,0,0,38,38,0,1090,1713,0,0,0,134,133,1,0,0
44038,"TOWN OF WOODBORO","ONEIDA COUNTY",310,600,0,0,0,0,0,0,368,587,0,0,0,18,1,5,0,0
44040,"TOWN OF WOODRUFF","ONEIDA COUNTY",655,1406,0,0,0,83,81,0,990,1408,0,0,0,167,154,13,0,0
44276,"CITY OF RHINELANDER","ONEIDA COUNTY",0,3847,0,0,0,174,174,0,2551,4033,0,0,0,294,222,38,0,6
45002,"TOWN OF BLACK CREEK","OUTAGAMIE COUNTY",303,755,0,0,0,14,14,0,460,735,0,0,0,7,7,0,0,0
45004,"TOWN OF BOVINA","OUTAGAMIE COUNTY",271,711,0,0,0,28,28,0,429,729,1,1,0,23,23,0,0,0
45006,"TOWN OF BUCHANAN","OUTAGAMIE COUNTY",2182,4298,0,0,0,450,447,0,2653,4218,0,0,0,492,483,3,2,6
45008,"TOWN OF CENTER","OUTAGAMIE COUNTY",1082,2431,0,0,0,94,94,0,1554,2309,0,0,0,137,136,0,0,1
45010,"TOWN OF CICERO","OUTAGAMIE COUNTY",234,587,0,0,0,3,3,0,366,610,0,0,0,11,11,0,0,0
45012,"TOWN OF DALE","OUTAGAMIE COUNTY",0,1796,0,0,0,59,58,0,1101,1735,0,0,0,71,70,1,0,0
45014,"TOWN OF DEER CREEK","OUTAGAMIE COUNTY",128,308,0,0,0,10,10,0,196,325,0,0,0,5,4,0,0,1
45016,"TOWN OF ELLINGTON","OUTAGAMIE COUNTY",746,1883,0,0,0,4,4,0,1121,1776,0,0,0,33,29,2,0,1
45018,"TOWN OF FREEDOM","OUTAGAMIE COUNTY",0,3799,0,0,0,144,144,0,2262,3556,0,0,0,197,0,2,1,0
45020,"TOWN OF GRAND CHUTE","OUTAGAMIE COUNTY",6292,13275,0,0,0,496,491,0,8277,12697,3,0,3,1641,1540,75,2,3
45022,"TOWN OF GREENVILLE","OUTAGAMIE COUNTY",3133,7326,0,0,0,24,24,0,4206,6953,1,0,1,556,551,2,0,0
45024,"TOWN OF HORTONIA","OUTAGAMIE COUNTY",320,690,0,0,0,2,2,0,456,685,0,0,0,20,17,3,0,0
45026,"TOWN OF KAUKAUNA","OUTAGAMIE COUNTY",380,828,0,0,0,39,38,1,506,746,0,0,0,8,8,0,0,1
45028,"TOWN OF LIBERTY","OUTAGAMIE COUNTY",227,534,0,0,0,0,0,0,354,519,0,0,0,7,6,1,0,0
45030,"TOWN OF MAINE","OUTAGAMIE COUNTY",199,502,0,0,0,6,6,0,320,500,0,0,0,4,4,0,0,0
45032,"TOWN OF MAPLE CREEK","OUTAGAMIE COUNTY",152,359,0,0,0,34,34,0,208,361,0,0,0,3,3,0,0,0
45034,"TOWN OF ONEIDA","OUTAGAMIE COUNTY",0,2221,0,0,0,95,95,0,1291,2238,0,0,0,95,92,3,1,0
45036,"TOWN OF OSBORN","OUTAGAMIE COUNTY",346,798,0,0,0,22,22,0,481,745,0,0,0,9,9,0,0,0
45038,"TOWN OF SEYMOUR","OUTAGAMIE COUNTY",263,678,0,0,0,18,18,0,403,688,0,0,0,5,0,0,0,0
45040,"TOWN OF VANDENBROEK","OUTAGAMIE COUNTY",415,1018,0,0,0,9,9,0,664,999,0,0,0,19,19,0,0,0
45106,"VILLAGE OF BEAR CREEK","OUTAGAMIE COUNTY",73,153,0,0,0,0,0,0,98,147,0,0,0,3,3,0,0,0
45107,"VILLAGE OF BLACK CREEK","OUTAGAMIE COUNTY",299,677,0,0,0,0,0,0,435,689,0,0,0,0,0,0,0,0
45111,"VILLAGE OF COMBINED LOCKS","OUTAGAMIE COUNTY",1105,2243,0,0,0,283,283,0,1416,2057,0,0,0,300,2,5,1,0
45136,"VILLAGE OF HORTONVILLE","OUTAGAMIE COUNTY",745,1637,0,0,0,29,29,0,1061,1651,1,1,0,74,73,1,0,0
45141,"VILLAGE OF KIMBERLY","OUTAGAMIE COUNTY",1933,4047,0,0,0,222,222,0,2514,3962,0,0,0,434,424,11,0,0
45146,"VILLAGE OF LITTLE CHUTE","OUTAGAMIE COUNTY",2553,6037,0,0,0,30,29,0,3576,5942,0,0,0,548,518,10,0,15
45155,"VILLAGE OF NICHOLS","OUTAGAMIE COUNTY",53,117,0,0,0,10,10,0,90,128,0,0,0,5,5,0,0,0
45181,"VILLAGE OF SHIOCTON","OUTAGAMIE COUNTY",0,467,0,0,0,73,73,0,305,492,0,0,0,12,12,0,0,0
45201,"CITY OF APPLETON","OUTAGAMIE COUNTY",16760,33487,0,0,0,347,346,0,23021,33887,1,1,0,2786,2660,65,5,26
45241,"CITY OF KAUKAUNA","OUTAGAMIE COUNTY",4158,8583,0,0,0,851,849,2,5130,8415,0,0,0,1024,996,153,0,4
45281,"CITY OF SEYMOUR","OUTAGAMIE COUNTY",0,1920,0,0,0,197,197,0,1145,1846,0,0,0,131,126,7,0,0
46002,"TOWN OF BELGIUM","OZAUKEE COUNTY",500,963,0,0,0,76,74,0,676,1014,0,0,0,42,40,2,0,0
46004,"TOWN OF CEDARBURG","OZAUKEE COUNTY",2592,4389,0,0,0,756,751,0,3238,4453,0,0,0,387,376,6,4,3
46006,"TOWN OF FREDONIA","OZAUKEE COUNTY",0,1355,0,0,0,168,167,0,925,1401,0,0,0,86,77,6,0,3
46008,"TOWN OF GRAFTON","OZAUKEE COUNTY",1781,3002,0,0,0,511,505,1,2386,3023,0,0,0,415,85,10,2,1
46012,"TOWN OF PORT WASHINGTON","OZAUKEE COUNTY",584,1030,0,0,0,28,28,0,697,1075,0,0,0,71,0,2,1,0
46014,"TOWN OF SAUKVILLE","OZAUKEE COUNTY",0,1272,0,0,0,191,189,0,894,1290,0,0,0,39,39,0,0,0
46106,"VILLAGE OF BELGIUM","OZAUKEE COUNTY",727,1406,0,0,0,172,172,0,810,1321,0,0,0,50,48,2,0,0
46126,"VILLAGE OF FREDONIA","OZAUKEE COUNTY",681,1352,0,0,0,160,160,0,869,1340,0,0,0,61,61,1,0,0
46131,"VILLAGE OF GRAFTON","OZAUKEE COUNTY",4098,7851,0,0,0,613,609,1,5743,7703,0,0,0,1239,1212,24,1,3
46181,"VILLAGE OF SAUKVILLE","OZAUKEE COUNTY",1164,2435,0,0,0,255,255,0,1638,2641,0,0,0,170,168,2,0,0
