county,party,race,first_time_status,age_group,vote_mode,vote_count
STJ,DEM,9,first_time,60+,A,5
STL,DEM,9,first_time,60+,A,7
SUM,DEM,9,first_time,60+,A,6
VOL,DEM,9,first_time,60+,A,6
WAK,DEM,9,first_time,60+,A,1
PAL,IND,9,first_time,60+,A,3
PIN,IND,9,first_time,60+,A,1
BRO,NPA,9,first_time,60+,A,3
DAD,NPA,9,first_time,60+,A,2
LEE,NPA,9,first_time,60+,A,1
MRN,NPA,9,first_time,60+,A,1
ORA,NPA,9,first_time,60+,A,2
PAL,NPA,9,first_time,60+,A,2
PIN,NPA,9,first_time,60+,A,3
SAR,NPA,9,first_time,60+,A,2
BAK,REP,9,first_time,60+,A,1
BAY,REP,9,first_time,60+,A,1
BRE,REP,9,first_time,60+,A,7
BRO,REP,9,first_time,60+,A,18
CHA,REP,9,first_time,60+,A,8
CIT,REP,9,first_time,60+,A,4
CLA,REP,9,first_time,60+,A,12
CLL,REP,9,first_time,60+,A,6
DAD,REP,9,first_time,60+,A,27
DUV,REP,9,first_time,60+,A,7
ESC,REP,9,first_time,60+,A,5
FLA,REP,9,first_time,60+,A,7
GAD,REP,9,first_time,60+,A,1
HEN,REP,9,first_time,60+,A,1
HER,REP,9,first_time,60+,A,4
HIL,REP,9,first_time,60+,A,17
IND,REP,9,first_time,60+,A,2
JAC,REP,9,first_time,60+,A,2
LAK,REP,9,first_time,60+,A,4
LEE,REP,9,first_time,60+,A,28
MAN,REP,9,first_time,60+,A,11
MON,REP,9,first_time,60+,A,1
MRN,REP,9,first_time,60+,A,3
MRT,REP,9,first_time,60+,A,1
NAS,REP,9,first_time,60+,A,1
OKA,REP,9,first_time,60+,A,4
OKE,REP,9,first_time,60+,A,4
ORA,REP,9,first_time,60+,A,10
OSC,REP,9,first_time,60+,A,7
PAL,REP,9,first_time,60+,A,17
PAS,REP,9,first_time,60+,A,11
PIN,REP,9,first_time,60+,A,23
POL,REP,9,first_time,60+,A,18
PUT,REP,9,first_time,60+,A,1
SAN,REP,9,first_time,60+,A,2
SAR,REP,9,first_time,60+,A,28
SEM,REP,9,first_time,60+,A,14
STJ,REP,9,first_time,60+,A,5
STL,REP,9,first_time,60+,A,4
SUM,REP,9,first_time,60+,A,9
SUW,REP,9,first_time,60+,A,2
TAY,REP,9,first_time,60+,A,1
UNI,REP,9,first_time,60+,A,1
VOL,REP,9,first_time,60+,A,9
WAS,REP,9,first_time,60+,A,1
ALA,DEM,1,returning,60+,A,13
BAK,DEM,1,returning,60+,A,1
BAY,DEM,1,returning,60+,A,3
BRE,DEM,1,returning,60+,A,58
BRO,DEM,1,returning,60+,A,88
CAL,DEM,1,returning,60+,A,4
CHA,DEM,1,returning,60+,A,25
CIT,DEM,1,returning,60+,A,8
CLA,DEM,1,returning,60+,A,11
CLL,DEM,1,returning,60+,A,14
CLM,DEM,1,returning,60+,A,3
DAD,DEM,1,returning,60+,A,69
DIX,DEM,1,returning,60+,A,1
DUV,DEM,1,returning,60+,A,14
ESC,DEM,1,returning,60+,A,24
FLA,DEM,1,returning,60+,A,12
FRA,DEM,1,returning,60+,A,1
GAD,DEM,1,returning,60+,A,3
GLA,DEM,1,returning,60+,A,3
HAM,DEM,1,returning,60+,A,1
HEN,DEM,1,returning,60+,A,3
HER,DEM,1,returning,60+,A,21
HIG,DEM,1,returning,60+,A,7
HIL,DEM,1,returning,60+,A,85
HOL,DEM,1,returning,60+,A,2
IND,DEM,1,returning,60+,A,8
JAC,DEM,1,returning,60+,A,4
JEF,DEM,1,returning,60+,A,2
LAF,DEM,1,returning,60+,A,1
LAK,DEM,1,returning,60+,A,19
LEE,DEM,1,returning,60+,A,59
LEO,DEM,1,returning,60+,A,17
LIB,DEM,1,returning,60+,A,1
MAN,DEM,1,returning,60+,A,27
MON,DEM,1,returning,60+,A,3
MRN,DEM,1,returning,60+,A,24
MRT,DEM,1,returning,60+,A,12
NAS,DEM,1,returning,60+,A,5
OKA,DEM,1,returning,60+,A,9
OKE,DEM,1,returning,60+,A,1
ORA,DEM,1,returning,60+,A,55
OSC,DEM,1,returning,60+,A,15
PAL,DEM,1,returning,60+,A,87
PAS,DEM,1,returning,60+,A,37
PIN,DEM,1,returning,60+,A,129
POL,DEM,1,returning,60+,A,31
PUT,DEM,1,returning,60+,A,2
SAN,DEM,1,returning,60+,A,8
SAR,DEM,1,returning,60+,A,51
SEM,DEM,1,returning,60+,A,27
STJ,DEM,1,returning,60+,A,13
STL,DEM,1,returning,60+,A,26
SUM,DEM,1,returning,60+,A,14
SUW,DEM,1,returning,60+,A,2
TAY,DEM,1,returning,60+,A,1
VOL,DEM,1,returning,60+,A,47
WAK,DEM,1,returning,60+,A,3
WAL,DEM,1,returning,60+,A,3
WAS,DEM,1,returning,60+,A,1
BAY,GRE,1,returning,60+,A,1
BRO,IND,1,returning,60+,A,1
FLA,IND,1,returning,60+,A,1
ALA,NPA,1,returning,60+,A,1
BRO,NPA,1,returning,60+,A,1
CLA,NPA,1,returning,60+,A,1
HIL,NPA,1,returning,60+,A,1
MON,NPA,1,returning,60+,A,3
ORA,NPA,1,returning,60+,A,2
PAL,NPA,1,returning,60+,A,12
PIN,NPA,1,returning,60+,A,10
STJ,NPA,1,returning,60+,A,1
ALA,REP,1,returning,60+,A,10
BAY,REP,1,returning,60+,A,15
BRA,REP,1,returning,60+,A,2
BRE,REP,1,returning,60+,A,69
BRO,REP,1,returning,60+,A,46
CAL,REP,1,returning,60+,A,1
CHA,REP,1,returning,60+,A,15
CIT,REP,1,returning,60+,A,30
CLA,REP,1,returning,60+,A,26
CLL,REP,1,returning,60+,A,28
CLM,REP,1,returning,60+,A,10
DAD,REP,1,returning,60+,A,30
DUV,REP,1,returning,60+,A,37
ESC,REP,1,returning,60+,A,55
FLA,REP,1,returning,60+,A,15
FRA,REP,1,returning,60+,A,3
GAD,REP,1,returning,60+,A,1
GIL,REP,1,returning,60+,A,3
GLA,REP,1,returning,60+,A,3
HAM,REP,1,returning,60+,A,1
HAR,REP,1,returning,60+,A,1
HEN,REP,1,returning,60+,A,3
HER,REP,1,returning,60+,A,22
HIG,REP,1,returning,60+,A,8
HIL,REP,1,returning,60+,A,87
HOL,REP,1,returning,60+,A,6
IND,REP,1,returning,60+,A,13
JAC,REP,1,returning,60+,A,6
JEF,REP,1,returning,60+,A,2
LAK,REP,1,returning,60+,A,15
LEE,REP,1,returning,60+,A,87
LEO,REP,1,returning,60+,A,18
LEV,REP,1,returning,60+,A,4
MAN,REP,1,returning,60+,A,48
MON,REP,1,returning,60+,A,8
MRN,REP,1,returning,60+,A,42
MRT,REP,1,returning,60+,A,16
NAS,REP,1,returning,60+,A,13
OKA,REP,1,returning,60+,A,14
OKE,REP,1,returning,60+,A,1
ORA,REP,1,returning,60+,A,52
OSC,REP,1,returning,60+,A,21
PAL,REP,1,returning,60+,A,45
PAS,REP,1,returning,60+,A,34
PIN,REP,1,returning,60+,A,140
POL,REP,1,returning,60+,A,48
PUT,REP,1,returning,60+,A,9
SAN,REP,1,returning,60+,A,26
SAR,REP,1,returning,60+,A,55
SEM,REP,1,returning,60+,A,37
STJ,REP,1,returning,60+,A,14
STL,REP,1,returning,60+,A,22
SUM,REP,1,returning,60+,A,30
SUW,REP,1,returning,60+,A,6
TAY,REP,1,returning,60+,A,5
VOL,REP,1,returning,60+,A,67
WAK,REP,1,returning,60+,A,5
WAL,REP,1,returning,60+,A,17
ALA,DEM,2,returning,60+,A,52
BAK,DEM,2,returning,60+,A,1
BAY,DEM,2,returning,60+,A,8
BRA,DEM,2,returning,60+,A,4
BRE,DEM,2,returning,60+,A,138
BRO,DEM,2,returning,60+,A,463
CHA,DEM,2,returning,60+,A,26
CIT,DEM,2,returning,60+,A,32
CLA,DEM,2,returning,60+,A,33
CLL,DEM,2,returning,60+,A,27
CLM,DEM,2,returning,60+,A,1
DAD,DEM,2,returning,60+,A,306
DIX,DEM,2,returning,60+,A,2
DUV,DEM,2,returning,60+,A,139
ESC,DEM,2,returning,60+,A,44
FLA,DEM,2,returning,60+,A,29
HAM,DEM,2,returning,60+,A,1
HER,DEM,2,returning,60+,A,33
HIG,DEM,2,returning,60+,A,5
HIL,DEM,2,returning,60+,A,433
HOL,DEM,2,returning,60+,A,2
IND,DEM,2,returning,60+,A,23
JAC,DEM,2,returning,60+,A,2
JEF,DEM,2,returning,60+,A,1
LAK,DEM,2,returning,60+,A,42
LEE,DEM,2,returning,60+,A,120
LEO,DEM,2,returning,60+,A,35
LEV,DEM,2,returning,60+,A,1
MAN,DEM,2,returning,60+,A,98
MON,DEM,2,returning,60+,A,9
MRN,DEM,2,returning,60+,A,48
MRT,DEM,2,returning,60+,A,16
NAS,DEM,2,returning,60+,A,3
OKA,DEM,2,returning,60+,A,19
OKE,DEM,2,returning,60+,A,2
ORA,DEM,2,returning,60+,A,352
OSC,DEM,2,returning,60+,A,126
PAL,DEM,2,returning,60+,A,239
PAS,DEM,2,returning,60+,A,108
PIN,DEM,2,returning,60+,A,392
POL,DEM,2,returning,60+,A,85
PUT,DEM,2,returning,60+,A,2
SAN,DEM,2,returning,60+,A,9
SAR,DEM,2,returning,60+,A,108
SEM,DEM,2,returning,60+,A,77
STJ,DEM,2,returning,60+,A,37
STL,DEM,2,returning,60+,A,52
SUM,DEM,2,returning,60+,A,26
TAY,DEM,2,returning,60+,A,4
VOL,DEM,2,returning,60+,A,62
WAK,DEM,2,returning,60+,A,1
WAL,DEM,2,returning,60+,A,2
BRO,IND,2,returning,60+,A,1
MRN,IND,2,returning,60+,A,2
PAL,IND,2,returning,60+,A,1
PIN,IND,2,returning,60+,A,1
ALA,NPA,2,returning,60+,A,7
BRO,NPA,2,returning,60+,A,53
CLL,NPA,2,returning,60+,A,2
DAD,NPA,2,returning,60+,A,3
DUV,NPA,2,returning,60+,A,2
FLA,NPA,2,returning,60+,A,2
HIL,NPA,2,returning,60+,A,2
LAK,NPA,2,returning,60+,A,2
LEE,NPA,2,returning,60+,A,6
LEO,NPA,2,returning,60+,A,1
MAN,NPA,2,returning,60+,A,2
MON,NPA,2,returning,60+,A,2
MRN,NPA,2,returning,60+,A,3
OKA,NPA,2,returning,60+,A,1
ORA,NPA,2,returning,60+,A,19
PAL,NPA,2,returning,60+,A,27
PIN,NPA,2,returning,60+,A,116
SEM,NPA,2,returning,60+,A,7
ALA,REP,2,returning,60+,A,26
BAK,REP,2,returning,60+,A,2
BAY,REP,2,returning,60+,A,22
BRA,REP,2,returning,60+,A,4
BRE,REP,2,returning,60+,A,198
BRO,REP,2,returning,60+,A,194
CAL,REP,2,returning,60+,A,2
CHA,REP,2,returning,60+,A,25
CIT,REP,2,returning,60+,A,38
CLA,REP,2,returning,60+,A,94
CLL,REP,2,returning,60+,A,73
CLM,REP,2,returning,60+,A,10
DAD,REP,2,returning,60+,A,172
DES,REP,2,returning,60+,A,1
DIX,REP,2,returning,60+,A,3
DUV,REP,2,returning,60+,A,272
ESC,REP,2,returning,60+,A,104
FLA,REP,2,returning,60+,A,42
GAD,REP,2,returning,60+,A,1
GUL,REP,2,returning,60+,A,1
HAM,REP,2,returning,60+,A,1
HAR,REP,2,returning,60+,A,1
HER,REP,2,returning,60+,A,51
HIG,REP,2,returning,60+,A,11
HIL,REP,2,returning,60+,A,388
HOL,REP,2,returning,60+,A,1
IND,REP,2,returning,60+,A,27
LAK,REP,2,returning,60+,A,37
LEE,REP,2,returning,60+,A,132
LEO,REP,2,returning,60+,A,19
LEV,REP,2,returning,60+,A,3
MAN,REP,2,returning,60+,A,108
MON,REP,2,returning,60+,A,8
MRN,REP,2,returning,60+,A,53
MRT,REP,2,returning,60+,A,15
NAS,REP,2,returning,60+,A,18
OKA,REP,2,returning,60+,A,69
ORA,REP,2,returning,60+,A,298
OSC,REP,2,returning,60+,A,103
PAL,REP,2,returning,60+,A,143
PAS,REP,2,returning,60+,A,103
PIN,REP,2,returning,60+,A,430
POL,REP,2,returning,60+,A,77
PUT,REP,2,returning,60+,A,7
SAN,REP,2,returning,60+,A,30
SAR,REP,2,returning,60+,A,57
SEM,REP,2,returning,60+,A,83
STJ,REP,2,returning,60+,A,38
STL,REP,2,returning,60+,A,33
SUM,REP,2,returning,60+,A,43
TAY,REP,2,returning,60+,A,3
VOL,REP,2,returning,60+,A,79
WAL,REP,2,returning,60+,A,2
ALA,DEM,3,returning,60+,A,1149
BAK,DEM,3,returning,60+,A,26
BAY,DEM,3,returning,60+,A,307
BRA,DEM,3,returning,60+,A,98
BRE,DEM,3,returning,60+,A,1814
BRO,DEM,3,returning,60+,A,9395
CAL,DEM,3,returning,60+,A,34
CHA,DEM,3,returning,60+,A,333
CIT,DEM,3,returning,60+,A,181
CLA,DEM,3,returning,60+,A,334
CLL,DEM,3,returning,60+,A,138
CLM,DEM,3,returning,60+,A,279
DAD,DEM,3,returning,60+,A,9398
DES,DEM,3,returning,60+,A,24
DIX,DEM,3,returning,60+,A,11
DUV,DEM,3,returning,60+,A,3850
ESC,DEM,3,returning,60+,A,1768
FLA,DEM,3,returning,60+,A,434
FRA,DEM,3,returning,60+,A,57
GAD,DEM,3,returning,60+,A,871
GIL,DEM,3,returning,60+,A,4
GLA,DEM,3,returning,60+,A,6
GUL,DEM,3,returning,60+,A,53
HAM,DEM,3,returning,60+,A,108
HAR,DEM,3,returning,60+,A,9
HEN,DEM,3,returning,60+,A,55
HER,DEM,3,returning,60+,A,443
HIG,DEM,3,returning,60+,A,218
HIL,DEM,3,returning,60+,A,6210
HOL,DEM,3,returning,60+,A,8
IND,DEM,3,returning,60+,A,372
JAC,DEM,3,returning,60+,A,287
JEF,DEM,3,returning,60+,A,171
LAK,DEM,3,returning,60+,A,614
LEE,DEM,3,returning,60+,A,1151
LEO,DEM,3,returning,60+,A,1937
LEV,DEM,3,returning,60+,A,81
LIB,DEM,3,returning,60+,A,16
MAD,DEM,3,returning,60+,A,146
MAN,DEM,3,returning,60+,A,994
MON,DEM,3,returning,60+,A,73
MRN,DEM,3,returning,60+,A,1198
MRT,DEM,3,returning,60+,A,201
NAS,DEM,3,returning,60+,A,219
OKA,DEM,3,returning,60+,A,258
OKE,DEM,3,returning,60+,A,34
ORA,DEM,3,returning,60+,A,4450
OSC,DEM,3,returning,60+,A,878
PAL,DEM,3,returning,60+,A,4664
PAS,DEM,3,returning,60+,A,662
PIN,DEM,3,returning,60+,A,5012
POL,DEM,3,returning,60+,A,2367
PUT,DEM,3,returning,60+,A,177
SAN,DEM,3,returning,60+,A,111
SAR,DEM,3,returning,60+,A,662
SEM,DEM,3,returning,60+,A,996
STJ,DEM,3,returning,60+,A,310
STL,DEM,3,returning,60+,A,1575
SUM,DEM,3,returning,60+,A,246
SUW,DEM,3,returning,60+,A,115
TAY,DEM,3,returning,60+,A,111
UNI,DEM,3,returning,60+,A,21
VOL,DEM,3,returning,60+,A,1416
WAK,DEM,3,returning,60+,A,80
WAL,DEM,3,returning,60+,A,38
WAS,DEM,3,returning,60+,A,45
ALA,IND,3,returning,60+,A,1
BRO,IND,3,returning,60+,A,2
DUV,IND,3,returning,60+,A,1
LAK,IND,3,returning,60+,A,1
LEO,IND,3,returning,60+,A,1
MRN,IND,3,returning,60+,A,1
ORA,IND,3,returning,60+,A,2
PAL,IND,3,returning,60+,A,2
PIN,IND,3,returning,60+,A,4
ALA,NPA,3,returning,60+,A,15
BRO,NPA,3,returning,60+,A,61
CLM,NPA,3,returning,60+,A,2
DAD,NPA,3,returning,60+,A,5
DUV,NPA,3,returning,60+,A,1
ESC,NPA,3,returning,60+,A,1
FLA,NPA,3,returning,60+,A,1
HIL,NPA,3,returning,60+,A,1
LAK,NPA,3,returning,60+,A,5
LEE,NPA,3,returning,60+,A,2
MON,NPA,3,returning,60+,A,1
MRN,NPA,3,returning,60+,A,5
OKA,NPA,3,returning,60+,A,1
ORA,NPA,3,returning,60+,A,17
OSC,NPA,3,returning,60+,A,2
PAL,NPA,3,returning,60+,A,63
PIN,NPA,3,returning,60+,A,57
SEM,NPA,3,returning,60+,A,2
STJ,NPA,3,returning,60+,A,1
WAK,NPA,3,returning,60+,A,2
ALA,REP,3,returning,60+,A,22
BAY,REP,3,returning,60+,A,7
BRA,REP,3,returning,60+,A,3
BRE,REP,3,returning,60+,A,65
BRO,REP,3,returning,60+,A,232
CHA,REP,3,returning,60+,A,10
CIT,REP,3,returning,60+,A,5
CLA,REP,3,returning,60+,A,18
CLL,REP,3,returning,60+,A,11
CLM,REP,3,returning,60+,A,3
DAD,REP,3,returning,60+,A,203
DUV,REP,3,returning,60+,A,125
ESC,REP,3,returning,60+,A,41
FLA,REP,3,returning,60+,A,14
GAD,REP,3,returning,60+,A,1
GIL,REP,3,returning,60+,A,1
HAM,REP,3,returning,60+,A,3
HEN,REP,3,returning,60+,A,2
HER,REP,3,returning,60+,A,17
HIG,REP,3,returning,60+,A,5
HIL,REP,3,returning,60+,A,205
HOL,REP,3,returning,60+,A,1
IND,REP,3,returning,60+,A,17
LAK,REP,3,returning,60+,A,25
LEE,REP,3,returning,60+,A,44
LEO,REP,3,returning,60+,A,36
LEV,REP,3,returning,60+,A,3
MAD,REP,3,returning,60+,A,1
MAN,REP,3,returning,60+,A,34
MON,REP,3,returning,60+,A,1
MRN,REP,3,returning,60+,A,44
MRT,REP,3,returning,60+,A,10
NAS,REP,3,returning,60+,A,2
OKA,REP,3,returning,60+,A,18
ORA,REP,3,returning,60+,A,123
OSC,REP,3,returning,60+,A,42
PAL,REP,3,returning,60+,A,102
PAS,REP,3,returning,60+,A,23
PIN,REP,3,returning,60+,A,130
POL,REP,3,returning,60+,A,60
PUT,REP,3,returning,60+,A,2
SAN,REP,3,returning,60+,A,5
SAR,REP,3,returning,60+,A,17
SEM,REP,3,returning,60+,A,28
STJ,REP,3,returning,60+,A,15
STL,REP,3,returning,60+,A,34
SUM,REP,3,returning,60+,A,4
SUW,REP,3,returning,60+,A,1
TAY,REP,3,returning,60+,A,3
VOL,REP,3,returning,60+,A,39
WAK,REP,3,returning,60+,A,1
WAL,REP,3,returning,60+,A,5
WAS,REP,3,returning,60+,A,1
ALA,DEM,4,returning,60+,A,119
BAY,DEM,4,returning,60+,A,9
BRA,DEM,4,returning,60+,A,4
BRE,DEM,4,returning,60+,A,522
BRO,DEM,4,returning,60+,A,3186
CAL,DEM,4,returning,60+,A,1
CHA,DEM,4,returning,60+,A,137
CIT,DEM,4,returning,60+,A,86
CLA,DEM,4,returning,60+,A,70
CLL,DEM,4,returning,60+,A,266
CLM,DEM,4,returning,60+,A,14
DAD,DEM,4,returning,60+,A,12111
DES,DEM,4,returning,60+,A,3
DUV,DEM,4,returning,60+,A,263
ESC,DEM,4,returning,60+,A,51
FLA,DEM,4,returning,60+,A,141
FRA,DEM,4,returning,60+,A,1
GLA,DEM,4,returning,60+,A,2
HAR,DEM,4,returning,60+,A,4
HEN,DEM,4,returning,60+,A,31
HER,DEM,4,returning,60+,A,381
HIG,DEM,4,returning,60+,A,102
HIL,DEM,4,returning,60+,A,3431
IND,DEM,4,returning,60+,A,105
JAC,DEM,4,returning,60+,A,3
JEF,DEM,4,returning,60+,A,1
LAK,DEM,4,returning,60+,A,228
LEE,DEM,4,returning,60+,A,800
LEO,DEM,4,returning,60+,A,80
LEV,DEM,4,returning,60+,A,23
MAN,DEM,4,returning,60+,A,319
MON,DEM,4,returning,60+,A,146
MRN,DEM,4,returning,60+,A,401
MRT,DEM,4,returning,60+,A,77
NAS,DEM,4,returning,60+,A,12
OKA,DEM,4,returning,60+,A,21
OKE,DEM,4,returning,60+,A,13
ORA,DEM,4,returning,60+,A,2756
OSC,DEM,4,returning,60+,A,3029
PAL,DEM,4,returning,60+,A,1542
PAS,DEM,4,returning,60+,A,639
PIN,DEM,4,returning,60+,A,1233
POL,DEM,4,returning,60+,A,852
PUT,DEM,4,returning,60+,A,21
SAN,DEM,4,returning,60+,A,23
SAR,DEM,4,returning,60+,A,288
SEM,DEM,4,returning,60+,A,629
STJ,DEM,4,returning,60+,A,98
STL,DEM,4,returning,60+,A,419
SUM,DEM,4,returning,60+,A,77
SUW,DEM,4,returning,60+,A,7
TAY,DEM,4,returning,60+,A,2
UNI,DEM,4,returning,60+,A,1
VOL,DEM,4,returning,60+,A,734
WAK,DEM,4,returning,60+,A,1
WAL,DEM,4,returning,60+,A,3
WAS,DEM,4,returning,60+,A,3
ALA,GRE,4,returning,60+,A,1
ALA,IND,4,returning,60+,A,2
BRO,IND,4,returning,60+,A,11
HIL,IND,4,returning,60+,A,1
LAK,IND,4,returning,60+,A,1
MON,IND,4,returning,60+,A,3
PAL,IND,4,returning,60+,A,3
PIN,IND,4,returning,60+,A,2
ALA,NPA,4,returning,60+,A,9
BRE,NPA,4,returning,60+,A,1
BRO,NPA,4,returning,60+,A,329
CLL,NPA,4,returning,60+,A,7
CLM,NPA,4,returning,60+,A,1
DAD,NPA,4,returning,60+,A,66
DUV,NPA,4,returning,60+,A,3
HIL,NPA,4,returning,60+,A,4
LAK,NPA,4,returning,60+,A,7
LEE,NPA,4,returning,60+,A,15
LEO,NPA,4,returning,60+,A,1
MAD,NPA,4,returning,60+,A,3
MAN,NPA,4,returning,60+,A,1
MON,NPA,4,returning,60+,A,22
MRN,NPA,4,returning,60+,A,7
MRT,NPA,4,returning,60+,A,1
ORA,NPA,4,returning,60+,A,56
OSC,NPA,4,returning,60+,A,23
PAL,NPA,4,returning,60+,A,109
PAS,NPA,4,returning,60+,A,2
PIN,NPA,4,returning,60+,A,115
POL,NPA,4,returning,60+,A,3
SAR,NPA,4,returning,60+,A,1
SEM,NPA,4,returning,60+,A,15
STJ,NPA,4,returning,60+,A,1
STL,NPA,4,returning,60+,A,2
VOL,NPA,4,returning,60+,A,1
WAK,NPA,4,returning,60+,A,1
POL,PSL,4,returning,60+,A,1
ALA,REP,4,returning,60+,A,47
BAK,REP,4,returning,60+,A,2
BAY,REP,4,returning,60+,A,13
BRA,REP,4,returning,60+,A,2
BRE,REP,4,returning,60+,A,350
BRO,REP,4,returning,60+,A,2397
CAL,REP,4,returning,60+,A,1
CHA,REP,4,returning,60+,A,57
CIT,REP,4,returning,60+,A,88
CLA,REP,4,returning,60+,A,93
CLL,REP,4,returning,60+,A,357
CLM,REP,4,returning,60+,A,20
DAD,REP,4,returning,60+,A,30922
DES,REP,4,returning,60+,A,2
DIX,REP,4,returning,60+,A,2
DUV,REP,4,returning,60+,A,156
ESC,REP,4,returning,60+,A,41
FLA,REP,4,returning,60+,A,71
GAD,REP,4,returning,60+,A,1
GIL,REP,4,returning,60+,A,1
GLA,REP,4,returning,60+,A,2
GUL,REP,4,returning,60+,A,1
HAM,REP,4,returning,60+,A,1
HAR,REP,4,returning,60+,A,9
HEN,REP,4,returning,60+,A,19
HER,REP,4,returning,60+,A,178
HIG,REP,4,returning,60+,A,76
HIL,REP,4,returning,60+,A,1962
HOL,REP,4,returning,60+,A,1
IND,REP,4,returning,60+,A,76
JAC,REP,4,returning,60+,A,2
LAF,REP,4,returning,60+,A,1
LAK,REP,4,returning,60+,A,110
LEE,REP,4,returning,60+,A,547
LEO,REP,4,returning,60+,A,59
LEV,REP,4,returning,60+,A,21
MAD,REP,4,returning,60+,A,2
MAN,REP,4,returning,60+,A,201
MON,REP,4,returning,60+,A,200
MRN,REP,4,returning,60+,A,222
MRT,REP,4,returning,60+,A,74
NAS,REP,4,returning,60+,A,16
OKA,REP,4,returning,60+,A,30
OKE,REP,4,returning,60+,A,6
ORA,REP,4,returning,60+,A,876
OSC,REP,4,returning,60+,A,774
PAL,REP,4,returning,60+,A,872
PAS,REP,4,returning,60+,A,289
PIN,REP,4,returning,60+,A,649
POL,REP,4,returning,60+,A,298
PUT,REP,4,returning,60+,A,6
SAN,REP,4,returning,60+,A,22
SAR,REP,4,returning,60+,A,138
SEM,REP,4,returning,60+,A,331
STJ,REP,4,returning,60+,A,57
STL,REP,4,returning,60+,A,197
SUM,REP,4,returning,60+,A,61
SUW,REP,4,returning,60+,A,6
TAY,REP,4,returning,60+,A,1
UNI,REP,4,returning,60+,A,1
VOL,REP,4,returning,60+,A,298
WAK,REP,4,returning,60+,A,1
WAL,REP,4,returning,60+,A,5
WAS,REP,4,returning,60+,A,1
PIN,CPF,5,returning,60+,A,1
POL,CPF,5,returning,60+,A,1
SEM,CPF,5,returning,60+,A,1
VOL,CPF,5,returning,60+,A,1
ALA,DEM,5,returning,60+,A,4750
BAK,DEM,5,returning,60+,A,118
BAY,DEM,5,returning,60+,A,1000
BRA,DEM,5,returning,60+,A,318
BRE,DEM,5,returning,60+,A,11685
BRO,DEM,5,returning,60+,A,23776
CAL,DEM,5,returning,60+,A,125
CHA,DEM,5,returning,60+,A,5467
CIT,DEM,5,returning,60+,A,4127
CLA,DEM,5,returning,60+,A,1567
CLL,DEM,5,returning,60+,A,7034
CLM,DEM,5,returning,60+,A,600
DAD,DEM,5,returning,60+,A,11950
DES,DEM,5,returning,60+,A,196
DIX,DEM,5,returning,60+,A,196
DUV,DEM,5,returning,60+,A,5613
ESC,DEM,5,returning,60+,A,3157
FLA,DEM,5,returning,60+,A,2298
FRA,DEM,5,returning,60+,A,230
GAD,DEM,5,returning,60+,A,306
GIL,DEM,5,returning,60+,A,152
GLA,DEM,5,returning,60+,A,115
GUL,DEM,5,returning,60+,A,113
HAM,DEM,5,returning,60+,A,107
HAR,DEM,5,returning,60+,A,62
HEN,DEM,5,returning,60+,A,149
HER,DEM,5,returning,60+,A,5219
HIG,DEM,5,returning,60+,A,1570
HIL,DEM,5,returning,60+,A,20189
HOL,DEM,5,returning,60+,A,155
IND,DEM,5,returning,60+,A,4106
JAC,DEM,5,returning,60+,A,371
JEF,DEM,5,returning,60+,A,174
LAF,DEM,5,returning,60+,A,53
LAK,DEM,5,returning,60+,A,3624
LEE,DEM,5,returning,60+,A,19029
LEO,DEM,5,returning,60+,A,4230
LEV,DEM,5,returning,60+,A,695
LIB,DEM,5,returning,60+,A,55
MAD,DEM,5,returning,60+,A,114
MAN,DEM,5,returning,60+,A,11306
MON,DEM,5,returning,60+,A,1745
MRN,DEM,5,returning,60+,A,6378
MRT,DEM,5,returning,60+,A,3909
NAS,DEM,5,returning,60+,A,1225
OKA,DEM,5,returning,60+,A,1108
OKE,DEM,5,returning,60+,A,247
ORA,DEM,5,returning,60+,A,8224
OSC,DEM,5,returning,60+,A,2847
PAL,DEM,5,returning,60+,A,32462
PAS,DEM,5,returning,60+,A,9954
PIN,DEM,5,returning,60+,A,38589
POL,DEM,5,returning,60+,A,8565
PUT,DEM,5,returning,60+,A,620
SAN,DEM,5,returning,60+,A,1016
SAR,DEM,5,returning,60+,A,19465
SEM,DEM,5,returning,60+,A,5249
STJ,DEM,5,returning,60+,A,3814
STL,DEM,5,returning,60+,A,5281
SUM,DEM,5,returning,60+,A,5283
SUW,DEM,5,returning,60+,A,459
TAY,DEM,5,returning,60+,A,237
UNI,DEM,5,returning,60+,A,71
VOL,DEM,5,returning,60+,A,12278
WAK,DEM,5,returning,60+,A,361
WAL,DEM,5,returning,60+,A,407
WAS,DEM,5,returning,60+,A,139
ALA,GRE,5,returning,60+,A,3
BRE,GRE,5,returning,60+,A,1
BRO,GRE,5,returning,60+,A,1
CHA,GRE,5,returning,60+,A,2
CLM,GRE,5,returning,60+,A,1
HER,GRE,5,returning,60+,A,2
LAK,GRE,5,returning,60+,A,1
ORA,GRE,5,returning,60+,A,1
PAL,GRE,5,returning,60+,A,1
PIN,GRE,5,returning,60+,A,5
SAN,GRE,5,returning,60+,A,1
SAR,GRE,5,returning,60+,A,1
STL,GRE,5,returning,60+,A,2
WAL,GRE,5,returning,60+,A,1
ALA,IND,5,returning,60+,A,11
BRE,IND,5,returning,60+,A,7
BRO,IND,5,returning,60+,A,46
