county,party,race,first_time_status,age_group,vote_mode,vote_count
CLA,DEM,4,first_time,45-59,E,3
CLL,DEM,4,first_time,45-59,E,14
CLM,DEM,4,first_time,45-59,E,1
DAD,DEM,4,first_time,45-59,E,164
DUV,DEM,4,first_time,45-59,E,6
ESC,DEM,4,first_time,45-59,E,2
FLA,DEM,4,first_time,45-59,E,3
HEN,DEM,4,first_time,45-59,E,5
HIL,DEM,4,first_time,45-59,E,45
IND,DEM,4,first_time,45-59,E,3
LAK,DEM,4,first_time,45-59,E,16
LEE,DEM,4,first_time,45-59,E,11
LEO,DEM,4,first_time,45-59,E,5
MAD,DEM,4,first_time,45-59,E,1
MAN,DEM,4,first_time,45-59,E,4
MON,DEM,4,first_time,45-59,E,5
MRN,DEM,4,first_time,45-59,E,5
OKE,DEM,4,first_time,45-59,E,1
ORA,DEM,4,first_time,45-59,E,81
OSC,DEM,4,first_time,45-59,E,31
PAL,DEM,4,first_time,45-59,E,33
PAS,DEM,4,first_time,45-59,E,12
PIN,DEM,4,first_time,45-59,E,5
POL,DEM,4,first_time,45-59,E,14
PUT,DEM,4,first_time,45-59,E,1
SAN,DEM,4,first_time,45-59,E,1
SAR,DEM,4,first_time,45-59,E,9
SEM,DEM,4,first_time,45-59,E,11
STJ,DEM,4,first_time,45-59,E,2
STL,DEM,4,first_time,45-59,E,14
SUM,DEM,4,first_time,45-59,E,2
VOL,DEM,4,first_time,45-59,E,1
BRO,IND,4,first_time,45-59,E,1
DAD,IND,4,first_time,45-59,E,1
ALA,NPA,4,first_time,45-59,E,1
BRO,NPA,4,first_time,45-59,E,2
DAD,NPA,4,first_time,45-59,E,1
LAK,NPA,4,first_time,45-59,E,2
MRT,NPA,4,first_time,45-59,E,1
ORA,NPA,4,first_time,45-59,E,1
PAL,NPA,4,first_time,45-59,E,4
ALA,REP,4,first_time,45-59,E,4
BAY,REP,4,first_time,45-59,E,1
BRE,REP,4,first_time,45-59,E,6
BRO,REP,4,first_time,45-59,E,16
CHA,REP,4,first_time,45-59,E,1
CIT,REP,4,first_time,45-59,E,2
CLA,REP,4,first_time,45-59,E,1
CLL,REP,4,first_time,45-59,E,8
DAD,REP,4,first_time,45-59,E,71
DUV,REP,4,first_time,45-59,E,7
ESC,REP,4,first_time,45-59,E,3
FLA,REP,4,first_time,45-59,E,3
HEN,REP,4,first_time,45-59,E,1
HER,REP,4,first_time,45-59,E,1
HIG,REP,4,first_time,45-59,E,2
HIL,REP,4,first_time,45-59,E,11
IND,REP,4,first_time,45-59,E,1
LAF,REP,4,first_time,45-59,E,1
LAK,REP,4,first_time,45-59,E,2
LEE,REP,4,first_time,45-59,E,5
LEO,REP,4,first_time,45-59,E,3
MAD,REP,4,first_time,45-59,E,1
MAN,REP,4,first_time,45-59,E,1
MON,REP,4,first_time,45-59,E,3
MRN,REP,4,first_time,45-59,E,1
OKA,REP,4,first_time,45-59,E,1
ORA,REP,4,first_time,45-59,E,17
OSC,REP,4,first_time,45-59,E,9
PAL,REP,4,first_time,45-59,E,5
PAS,REP,4,first_time,45-59,E,1
PIN,REP,4,first_time,45-59,E,1
POL,REP,4,first_time,45-59,E,6
SAN,REP,4,first_time,45-59,E,1
SAR,REP,4,first_time,45-59,E,3
SEM,REP,4,first_time,45-59,E,1
STJ,REP,4,first_time,45-59,E,4
STL,REP,4,first_time,45-59,E,7
SUM,REP,4,first_time,45-59,E,1
ALA,DEM,5,first_time,45-59,E,23
BAK,DEM,5,first_time,45-59,E,1
BAY,DEM,5,first_time,45-59,E,18
BRE,DEM,5,first_time,45-59,E,116
BRO,DEM,5,first_time,45-59,E,229
CAL,DEM,5,first_time,45-59,E,1
CHA,DEM,5,first_time,45-59,E,32
CIT,DEM,5,first_time,45-59,E,21
CLA,DEM,5,first_time,45-59,E,15
CLL,DEM,5,first_time,45-59,E,71
CLM,DEM,5,first_time,45-59,E,6
DAD,DEM,5,first_time,45-59,E,99
DUV,DEM,5,first_time,45-59,E,70
ESC,DEM,5,first_time,45-59,E,24
FLA,DEM,5,first_time,45-59,E,32
FRA,DEM,5,first_time,45-59,E,3
GAD,DEM,5,first_time,45-59,E,1
GUL,DEM,5,first_time,45-59,E,2
HAM,DEM,5,first_time,45-59,E,1
HAR,DEM,5,first_time,45-59,E,2
HER,DEM,5,first_time,45-59,E,12
HIG,DEM,5,first_time,45-59,E,4
HIL,DEM,5,first_time,45-59,E,123
IND,DEM,5,first_time,45-59,E,12
JAC,DEM,5,first_time,45-59,E,2
JEF,DEM,5,first_time,45-59,E,1
LAK,DEM,5,first_time,45-59,E,45
LEE,DEM,5,first_time,45-59,E,93
LEO,DEM,5,first_time,45-59,E,40
LEV,DEM,5,first_time,45-59,E,1
LIB,DEM,5,first_time,45-59,E,1
MAN,DEM,5,first_time,45-59,E,38
MON,DEM,5,first_time,45-59,E,14
MRN,DEM,5,first_time,45-59,E,27
MRT,DEM,5,first_time,45-59,E,17
NAS,DEM,5,first_time,45-59,E,23
OKA,DEM,5,first_time,45-59,E,19
OKE,DEM,5,first_time,45-59,E,3
ORA,DEM,5,first_time,45-59,E,138
OSC,DEM,5,first_time,45-59,E,19
PAL,DEM,5,first_time,45-59,E,166
PAS,DEM,5,first_time,45-59,E,59
PIN,DEM,5,first_time,45-59,E,71
POL,DEM,5,first_time,45-59,E,44
PUT,DEM,5,first_time,45-59,E,7
SAN,DEM,5,first_time,45-59,E,26
SAR,DEM,5,first_time,45-59,E,96
SEM,DEM,5,first_time,45-59,E,37
STJ,DEM,5,first_time,45-59,E,60
STL,DEM,5,first_time,45-59,E,22
SUM,DEM,5,first_time,45-59,E,27
SUW,DEM,5,first_time,45-59,E,1
TAY,DEM,5,first_time,45-59,E,1
VOL,DEM,5,first_time,45-59,E,34
WAK,DEM,5,first_time,45-59,E,4
WAL,DEM,5,first_time,45-59,E,14
WAS,DEM,5,first_time,45-59,E,1
ORA,GRE,5,first_time,45-59,E,1
BRO,IND,5,first_time,45-59,E,2
CLL,IND,5,first_time,45-59,E,2
ORA,IND,5,first_time,45-59,E,1
PIN,LPF,5,first_time,45-59,E,1
BRO,NPA,5,first_time,45-59,E,7
CLL,NPA,5,first_time,45-59,E,5
DAD,NPA,5,first_time,45-59,E,1
DUV,NPA,5,first_time,45-59,E,1
LAK,NPA,5,first_time,45-59,E,1
MON,NPA,5,first_time,45-59,E,1
MRN,NPA,5,first_time,45-59,E,1
ORA,NPA,5,first_time,45-59,E,5
PAL,NPA,5,first_time,45-59,E,14
PAS,NPA,5,first_time,45-59,E,1
PIN,NPA,5,first_time,45-59,E,3
WAK,NPA,5,first_time,45-59,E,1
ALA,REP,5,first_time,45-59,E,9
BAK,REP,5,first_time,45-59,E,10
BAY,REP,5,first_time,45-59,E,53
BRA,REP,5,first_time,45-59,E,4
BRE,REP,5,first_time,45-59,E,154
BRO,REP,5,first_time,45-59,E,34
CAL,REP,5,first_time,45-59,E,3
CHA,REP,5,first_time,45-59,E,16
CIT,REP,5,first_time,45-59,E,36
CLA,REP,5,first_time,45-59,E,12
CLL,REP,5,first_time,45-59,E,91
CLM,REP,5,first_time,45-59,E,9
DAD,REP,5,first_time,45-59,E,8
DES,REP,5,first_time,45-59,E,3
DIX,REP,5,first_time,45-59,E,3
DUV,REP,5,first_time,45-59,E,68
ESC,REP,5,first_time,45-59,E,56
FLA,REP,5,first_time,45-59,E,32
FRA,REP,5,first_time,45-59,E,3
GAD,REP,5,first_time,45-59,E,1
GIL,REP,5,first_time,45-59,E,2
GUL,REP,5,first_time,45-59,E,5
HAM,REP,5,first_time,45-59,E,1
HAR,REP,5,first_time,45-59,E,1
HEN,REP,5,first_time,45-59,E,9
HER,REP,5,first_time,45-59,E,21
HIG,REP,5,first_time,45-59,E,4
HIL,REP,5,first_time,45-59,E,103
IND,REP,5,first_time,45-59,E,22
JAC,REP,5,first_time,45-59,E,5
LAF,REP,5,first_time,45-59,E,1
LAK,REP,5,first_time,45-59,E,40
LEE,REP,5,first_time,45-59,E,70
LEO,REP,5,first_time,45-59,E,13
LEV,REP,5,first_time,45-59,E,4
LIB,REP,5,first_time,45-59,E,1
MAD,REP,5,first_time,45-59,E,4
MAN,REP,5,first_time,45-59,E,58
MON,REP,5,first_time,45-59,E,13
MRN,REP,5,first_time,45-59,E,18
MRT,REP,5,first_time,45-59,E,12
NAS,REP,5,first_time,45-59,E,29
OKA,REP,5,first_time,45-59,E,34
OKE,REP,5,first_time,45-59,E,6
ORA,REP,5,first_time,45-59,E,86
OSC,REP,5,first_time,45-59,E,9
PAL,REP,5,first_time,45-59,E,68
PAS,REP,5,first_time,45-59,E,46
PIN,REP,5,first_time,45-59,E,25
POL,REP,5,first_time,45-59,E,36
PUT,REP,5,first_time,45-59,E,10
SAN,REP,5,first_time,45-59,E,52
SAR,REP,5,first_time,45-59,E,95
SEM,REP,5,first_time,45-59,E,32
STJ,REP,5,first_time,45-59,E,62
STL,REP,5,first_time,45-59,E,37
SUM,REP,5,first_time,45-59,E,45
SUW,REP,5,first_time,45-59,E,6
TAY,REP,5,first_time,45-59,E,1
VOL,REP,5,first_time,45-59,E,22
WAK,REP,5,first_time,45-59,E,8
WAL,REP,5,first_time,45-59,E,23
WAS,REP,5,first_time,45-59,E,4
ALA,DEM,6,first_time,45-59,E,6
BRE,DEM,6,first_time,45-59,E,2
BRO,DEM,6,first_time,45-59,E,25
CHA,DEM,6,first_time,45-59,E,1
CIT,DEM,6,first_time,45-59,E,1
CLL,DEM,6,first_time,45-59,E,2
CLM,DEM,6,first_time,45-59,E,1
DAD,DEM,6,first_time,45-59,E,6
DUV,DEM,6,first_time,45-59,E,4
ESC,DEM,6,first_time,45-59,E,2
FLA,DEM,6,first_time,45-59,E,2
HIL,DEM,6,first_time,45-59,E,9
LAK,DEM,6,first_time,45-59,E,3
LEE,DEM,6,first_time,45-59,E,7
LEO,DEM,6,first_time,45-59,E,3
MAN,DEM,6,first_time,45-59,E,4
MON,DEM,6,first_time,45-59,E,1
OKA,DEM,6,first_time,45-59,E,1
ORA,DEM,6,first_time,45-59,E,25
OSC,DEM,6,first_time,45-59,E,2
PAL,DEM,6,first_time,45-59,E,10
PAS,DEM,6,first_time,45-59,E,3
PIN,DEM,6,first_time,45-59,E,5
POL,DEM,6,first_time,45-59,E,3
SAN,DEM,6,first_time,45-59,E,1
SAR,DEM,6,first_time,45-59,E,3
SEM,DEM,6,first_time,45-59,E,2
STJ,DEM,6,first_time,45-59,E,3
STL,DEM,6,first_time,45-59,E,1
WAK,DEM,6,first_time,45-59,E,1
ALA,NPA,6,first_time,45-59,E,1
BRO,NPA,6,first_time,45-59,E,2
DAD,NPA,6,first_time,45-59,E,1
ALA,REP,6,first_time,45-59,E,1
BAY,REP,6,first_time,45-59,E,2
BRE,REP,6,first_time,45-59,E,3
BRO,REP,6,first_time,45-59,E,2
CLL,REP,6,first_time,45-59,E,1
DAD,REP,6,first_time,45-59,E,2
DUV,REP,6,first_time,45-59,E,1
HIL,REP,6,first_time,45-59,E,2
LAK,REP,6,first_time,45-59,E,1
LEE,REP,6,first_time,45-59,E,4
LEO,REP,6,first_time,45-59,E,1
OKA,REP,6,first_time,45-59,E,1
ORA,REP,6,first_time,45-59,E,2
PAL,REP,6,first_time,45-59,E,3
PAS,REP,6,first_time,45-59,E,1
POL,REP,6,first_time,45-59,E,1
SAR,REP,6,first_time,45-59,E,1
STJ,REP,6,first_time,45-59,E,2
STL,REP,6,first_time,45-59,E,1
SUM,REP,6,first_time,45-59,E,1
ALA,DEM,7,first_time,45-59,E,1
BRE,DEM,7,first_time,45-59,E,1
BRO,DEM,7,first_time,45-59,E,6
CLL,DEM,7,first_time,45-59,E,1
DAD,DEM,7,first_time,45-59,E,4
DUV,DEM,7,first_time,45-59,E,3
ESC,DEM,7,first_time,45-59,E,1
FLA,DEM,7,first_time,45-59,E,1
HIL,DEM,7,first_time,45-59,E,1
LEE,DEM,7,first_time,45-59,E,1
LEO,DEM,7,first_time,45-59,E,4
OKA,DEM,7,first_time,45-59,E,1
ORA,DEM,7,first_time,45-59,E,2
OSC,DEM,7,first_time,45-59,E,1
PAL,DEM,7,first_time,45-59,E,3
PAS,DEM,7,first_time,45-59,E,1
POL,DEM,7,first_time,45-59,E,1
VOL,DEM,7,first_time,45-59,E,1
PAL,NPA,7,first_time,45-59,E,1
ALA,REP,7,first_time,45-59,E,1
DUV,REP,7,first_time,45-59,E,1
HIL,REP,7,first_time,45-59,E,1
OSC,REP,7,first_time,45-59,E,1
PAS,REP,7,first_time,45-59,E,1
PIN,REP,7,first_time,45-59,E,1
BRE,DEM,9,first_time,45-59,E,6
BRO,DEM,9,first_time,45-59,E,58
CHA,DEM,9,first_time,45-59,E,2
CIT,DEM,9,first_time,45-59,E,2
CLL,DEM,9,first_time,45-59,E,3
DAD,DEM,9,first_time,45-59,E,33
DUV,DEM,9,first_time,45-59,E,10
ESC,DEM,9,first_time,45-59,E,2
HIL,DEM,9,first_time,45-59,E,31
JAC,DEM,9,first_time,45-59,E,1
LAK,DEM,9,first_time,45-59,E,7
LEE,DEM,9,first_time,45-59,E,3
LEO,DEM,9,first_time,45-59,E,11
MAN,DEM,9,first_time,45-59,E,1
MON,DEM,9,first_time,45-59,E,2
MRN,DEM,9,first_time,45-59,E,2
MRT,DEM,9,first_time,45-59,E,1
OKA,DEM,9,first_time,45-59,E,4
ORA,DEM,9,first_time,45-59,E,31
OSC,DEM,9,first_time,45-59,E,5
PAL,DEM,9,first_time,45-59,E,23
PAS,DEM,9,first_time,45-59,E,9
PIN,DEM,9,first_time,45-59,E,5
POL,DEM,9,first_time,45-59,E,9
SAN,DEM,9,first_time,45-59,E,2
SAR,DEM,9,first_time,45-59,E,4
SEM,DEM,9,first_time,45-59,E,6
STL,DEM,9,first_time,45-59,E,6
SUM,DEM,9,first_time,45-59,E,1
SUW,DEM,9,first_time,45-59,E,1
VOL,DEM,9,first_time,45-59,E,2
WAL,DEM,9,first_time,45-59,E,1
BRO,NPA,9,first_time,45-59,E,1
ORA,NPA,9,first_time,45-59,E,2
PAL,NPA,9,first_time,45-59,E,3
PAS,NPA,9,first_time,45-59,E,1
SEM,NPA,9,first_time,45-59,E,1
BAY,REP,9,first_time,45-59,E,3
BRE,REP,9,first_time,45-59,E,3
CHA,REP,9,first_time,45-59,E,1
CLL,REP,9,first_time,45-59,E,1
CLM,REP,9,first_time,45-59,E,1
DAD,REP,9,first_time,45-59,E,8
DUV,REP,9,first_time,45-59,E,6
FLA,REP,9,first_time,45-59,E,1
HIL,REP,9,first_time,45-59,E,8
IND,REP,9,first_time,45-59,E,1
LEE,REP,9,first_time,45-59,E,4
LEO,REP,9,first_time,45-59,E,4
MAN,REP,9,first_time,45-59,E,2
MRN,REP,9,first_time,45-59,E,1
OKA,REP,9,first_time,45-59,E,3
ORA,REP,9,first_time,45-59,E,7
OSC,REP,9,first_time,45-59,E,2
PAL,REP,9,first_time,45-59,E,1
PIN,REP,9,first_time,45-59,E,2
POL,REP,9,first_time,45-59,E,1
PUT,REP,9,first_time,45-59,E,1
SAR,REP,9,first_time,45-59,E,7
SEM,REP,9,first_time,45-59,E,3
STJ,REP,9,first_time,45-59,E,2
STL,REP,9,first_time,45-59,E,1
SUM,REP,9,first_time,45-59,E,1
WAL,REP,9,first_time,45-59,E,1
ALA,DEM,1,returning,45-59,E,6
BAY,DEM,1,returning,45-59,E,3
BRE,DEM,1,returning,45-59,E,11
BRO,DEM,1,returning,45-59,E,35
CHA,DEM,1,returning,45-59,E,3
CLA,DEM,1,returning,45-59,E,1
DAD,DEM,1,returning,45-59,E,17
DUV,DEM,1,returning,45-59,E,26
ESC,DEM,1,returning,45-59,E,3
FLA,DEM,1,returning,45-59,E,3
GAD,DEM,1,returning,45-59,E,2
HER,DEM,1,returning,45-59,E,1
HIG,DEM,1,returning,45-59,E,1
HIL,DEM,1,returning,45-59,E,19
LAK,DEM,1,returning,45-59,E,9
LEE,DEM,1,returning,45-59,E,1
LEO,DEM,1,returning,45-59,E,6
MAD,DEM,1,returning,45-59,E,1
MAN,DEM,1,returning,45-59,E,2
MON,DEM,1,returning,45-59,E,2
MRN,DEM,1,returning,45-59,E,2
NAS,DEM,1,returning,45-59,E,1
OKA,DEM,1,returning,45-59,E,1
ORA,DEM,1,returning,45-59,E,17
OSC,DEM,1,returning,45-59,E,5
PAL,DEM,1,returning,45-59,E,10
PAS,DEM,1,returning,45-59,E,3
PIN,DEM,1,returning,45-59,E,5
POL,DEM,1,returning,45-59,E,2
PUT,DEM,1,returning,45-59,E,1
SAN,DEM,1,returning,45-59,E,3
SAR,DEM,1,returning,45-59,E,1
SEM,DEM,1,returning,45-59,E,6
STJ,DEM,1,returning,45-59,E,4
STL,DEM,1,returning,45-59,E,3
SUM,DEM,1,returning,45-59,E,1
TAY,DEM,1,returning,45-59,E,1
VOL,DEM,1,returning,45-59,E,3
WAL,DEM,1,returning,45-59,E,1
BAK,REP,1,returning,45-59,E,3
BAY,REP,1,returning,45-59,E,4
BRE,REP,1,returning,45-59,E,10
BRO,REP,1,returning,45-59,E,4
CHA,REP,1,returning,45-59,E,2
CIT,REP,1,returning,45-59,E,3
CLA,REP,1,returning,45-59,E,3
CLL,REP,1,returning,45-59,E,2
CLM,REP,1,returning,45-59,E,2
DAD,REP,1,returning,45-59,E,1
DIX,REP,1,returning,45-59,E,1
DUV,REP,1,returning,45-59,E,9
ESC,REP,1,returning,45-59,E,7
FLA,REP,1,returning,45-59,E,1
HER,REP,1,returning,45-59,E,1
HIG,REP,1,returning,45-59,E,1
HIL,REP,1,returning,45-59,E,3
JAC,REP,1,returning,45-59,E,1
LAK,REP,1,returning,45-59,E,2
LEE,REP,1,returning,45-59,E,3
LEO,REP,1,returning,45-59,E,2
LIB,REP,1,returning,45-59,E,1
MAN,REP,1,returning,45-59,E,1
MRN,REP,1,returning,45-59,E,3
NAS,REP,1,returning,45-59,E,1
OKA,REP,1,returning,45-59,E,6
OKE,REP,1,returning,45-59,E,1
ORA,REP,1,returning,45-59,E,6
PAL,REP,1,returning,45-59,E,2
PAS,REP,1,returning,45-59,E,6
PIN,REP,1,returning,45-59,E,1
POL,REP,1,returning,45-59,E,3
PUT,REP,1,returning,45-59,E,1
SAN,REP,1,returning,45-59,E,6
SAR,REP,1,returning,45-59,E,2
SEM,REP,1,returning,45-59,E,5
STJ,REP,1,returning,45-59,E,2
STL,REP,1,returning,45-59,E,1
SUW,REP,1,returning,45-59,E,1
TAY,REP,1,returning,45-59,E,1
WAL,REP,1,returning,45-59,E,2
WAS,REP,1,returning,45-59,E,1
ALA,DEM,2,returning,45-59,E,73
BAY,DEM,2,returning,45-59,E,7
BRE,DEM,2,returning,45-59,E,42
BRO,DEM,2,returning,45-59,E,244
CHA,DEM,2,returning,45-59,E,2
CIT,DEM,2,returning,45-59,E,6
CLA,DEM,2,returning,45-59,E,11
CLL,DEM,2,returning,45-59,E,13
CLM,DEM,2,returning,45-59,E,1
DAD,DEM,2,returning,45-59,E,107
DUV,DEM,2,returning,45-59,E,130
ESC,DEM,2,returning,45-59,E,10
FLA,DEM,2,returning,45-59,E,6
GUL,DEM,2,returning,45-59,E,1
HER,DEM,2,returning,45-59,E,5
HIL,DEM,2,returning,45-59,E,163
IND,DEM,2,returning,45-59,E,3
JAC,DEM,2,returning,45-59,E,1
LAK,DEM,2,returning,45-59,E,32
LEE,DEM,2,returning,45-59,E,18
LEO,DEM,2,returning,45-59,E,55
MAD,DEM,2,returning,45-59,E,1
MAN,DEM,2,returning,45-59,E,14
MON,DEM,2,returning,45-59,E,2
MRN,DEM,2,returning,45-59,E,5
MRT,DEM,2,returning,45-59,E,2
NAS,DEM,2,returning,45-59,E,2
OKA,DEM,2,returning,45-59,E,6
OKE,DEM,2,returning,45-59,E,1
ORA,DEM,2,returning,45-59,E,192
OSC,DEM,2,returning,45-59,E,26
PAL,DEM,2,returning,45-59,E,106
PAS,DEM,2,returning,45-59,E,47
PIN,DEM,2,returning,45-59,E,24
POL,DEM,2,returning,45-59,E,18
PUT,DEM,2,returning,45-59,E,2
SAN,DEM,2,returning,45-59,E,9
SAR,DEM,2,returning,45-59,E,22
SEM,DEM,2,returning,45-59,E,80
STJ,DEM,2,returning,45-59,E,38
STL,DEM,2,returning,45-59,E,20
SUM,DEM,2,returning,45-59,E,2
TAY,DEM,2,returning,45-59,E,1
VOL,DEM,2,returning,45-59,E,11
WAL,DEM,2,returning,45-59,E,1
MAN,GRE,2,returning,45-59,E,1
ALA,NPA,2,returning,45-59,E,1
BRE,NPA,2,returning,45-59,E,1
BRO,NPA,2,returning,45-59,E,14
ORA,NPA,2,returning,45-59,E,4
PAL,NPA,2,returning,45-59,E,10
SEM,NPA,2,returning,45-59,E,2
ALA,REP,2,returning,45-59,E,6
BAK,REP,2,returning,45-59,E,2
BAY,REP,2,returning,45-59,E,14
BRA,REP,2,returning,45-59,E,1
BRE,REP,2,returning,45-59,E,31
BRO,REP,2,returning,45-59,E,18
CHA,REP,2,returning,45-59,E,4
CIT,REP,2,returning,45-59,E,2
CLA,REP,2,returning,45-59,E,14
CLL,REP,2,returning,45-59,E,5
CLM,REP,2,returning,45-59,E,1
DAD,REP,2,returning,45-59,E,9
DUV,REP,2,returning,45-59,E,76
ESC,REP,2,returning,45-59,E,18
FLA,REP,2,returning,45-59,E,2
GIL,REP,2,returning,45-59,E,1
HEN,REP,2,returning,45-59,E,2
HER,REP,2,returning,45-59,E,3
HIL,REP,2,returning,45-59,E,39
IND,REP,2,returning,45-59,E,3
JAC,REP,2,returning,45-59,E,2
LAK,REP,2,returning,45-59,E,8
LEE,REP,2,returning,45-59,E,3
LEO,REP,2,returning,45-59,E,9
LEV,REP,2,returning,45-59,E,2
MAN,REP,2,returning,45-59,E,13
MRN,REP,2,returning,45-59,E,3
NAS,REP,2,returning,45-59,E,3
OKA,REP,2,returning,45-59,E,20
ORA,REP,2,returning,45-59,E,75
OSC,REP,2,returning,45-59,E,10
PAL,REP,2,returning,45-59,E,23
PAS,REP,2,returning,45-59,E,11
PIN,REP,2,returning,45-59,E,3
POL,REP,2,returning,45-59,E,4
PUT,REP,2,returning,45-59,E,2
SAN,REP,2,returning,45-59,E,15
SAR,REP,2,returning,45-59,E,7
SEM,REP,2,returning,45-59,E,22
STJ,REP,2,returning,45-59,E,20
STL,REP,2,returning,45-59,E,8
SUM,REP,2,returning,45-59,E,3
SUW,REP,2,returning,45-59,E,1
TAY,REP,2,returning,45-59,E,1
UNI,REP,2,returning,45-59,E,1
VOL,REP,2,returning,45-59,E,1
WAK,REP,2,returning,45-59,E,2
WAL,REP,2,returning,45-59,E,1
DUV,CPF,3,returning,45-59,E,1
ALA,DEM,3,returning,45-59,E,327
BAK,DEM,3,returning,45-59,E,22
BAY,DEM,3,returning,45-59,E,240
BRA,DEM,3,returning,45-59,E,11
BRE,DEM,3,returning,45-59,E,664
BRO,DEM,3,returning,45-59,E,5949
CAL,DEM,3,returning,45-59,E,6
CHA,DEM,3,returning,45-59,E,25
CIT,DEM,3,returning,45-59,E,10
CLA,DEM,3,returning,45-59,E,386
CLL,DEM,3,returning,45-59,E,86
CLM,DEM,3,returning,45-59,E,118
DAD,DEM,3,returning,45-59,E,3243
DES,DEM,3,returning,45-59,E,21
DIX,DEM,3,returning,45-59,E,2
DUV,DEM,3,returning,45-59,E,4890
ESC,DEM,3,returning,45-59,E,660
FLA,DEM,3,returning,45-59,E,106
FRA,DEM,3,returning,45-59,E,12
GAD,DEM,3,returning,45-59,E,393
GIL,DEM,3,returning,45-59,E,2
GLA,DEM,3,returning,45-59,E,5
GUL,DEM,3,returning,45-59,E,34
HAM,DEM,3,returning,45-59,E,26
HAR,DEM,3,returning,45-59,E,9
HEN,DEM,3,returning,45-59,E,71
HER,DEM,3,returning,45-59,E,62
HIG,DEM,3,returning,45-59,E,30
HIL,DEM,3,returning,45-59,E,2895
HOL,DEM,3,returning,45-59,E,2
IND,DEM,3,returning,45-59,E,80
JAC,DEM,3,returning,45-59,E,112
JEF,DEM,3,returning,45-59,E,40
LAF,DEM,3,returning,45-59,E,1
LAK,DEM,3,returning,45-59,E,358
LEE,DEM,3,returning,45-59,E,176
LEO,DEM,3,returning,45-59,E,1278
LEV,DEM,3,returning,45-59,E,14
LIB,DEM,3,returning,45-59,E,3
MAD,DEM,3,returning,45-59,E,100
MAN,DEM,3,returning,45-59,E,144
MON,DEM,3,returning,45-59,E,16
MRN,DEM,3,returning,45-59,E,270
MRT,DEM,3,returning,45-59,E,39
NAS,DEM,3,returning,45-59,E,86
OKA,DEM,3,returning,45-59,E,250
OKE,DEM,3,returning,45-59,E,7
ORA,DEM,3,returning,45-59,E,3071
OSC,DEM,3,returning,45-59,E,341
PAL,DEM,3,returning,45-59,E,1903
PAS,DEM,3,returning,45-59,E,325
PIN,DEM,3,returning,45-59,E,219
POL,DEM,3,returning,45-59,E,599
PUT,DEM,3,returning,45-59,E,81
SAN,DEM,3,returning,45-59,E,107
SAR,DEM,3,returning,45-59,E,105
SEM,DEM,3,returning,45-59,E,579
STJ,DEM,3,returning,45-59,E,201
STL,DEM,3,returning,45-59,E,649
SUM,DEM,3,returning,45-59,E,30
SUW,DEM,3,returning,45-59,E,20
TAY,DEM,3,returning,45-59,E,19
UNI,DEM,3,returning,45-59,E,12
VOL,DEM,3,returning,45-59,E,315
WAK,DEM,3,returning,45-59,E,72
WAL,DEM,3,returning,45-59,E,15
WAS,DEM,3,returning,45-59,E,32
LEO,GRE,3,returning,45-59,E,1
BRO,IND,3,returning,45-59,E,1
DUV,IND,3,returning,45-59,E,2
ORA,IND,3,returning,45-59,E,3
ALA,LPF,3,returning,45-59,E,1
ALA,NPA,3,returning,45-59,E,4
BRE,NPA,3,returning,45-59,E,2
BRO,NPA,3,returning,45-59,E,24
CLM,NPA,3,returning,45-59,E,2
DAD,NPA,3,returning,45-59,E,4
DUV,NPA,3,returning,45-59,E,9
HIL,NPA,3,returning,45-59,E,4
LEO,NPA,3,returning,45-59,E,1
MAD,NPA,3,returning,45-59,E,2
MAN,NPA,3,returning,45-59,E,1
MON,NPA,3,returning,45-59,E,1
OKA,NPA,3,returning,45-59,E,1
ORA,NPA,3,returning,45-59,E,20
PAL,NPA,3,returning,45-59,E,14
PIN,NPA,3,returning,45-59,E,3
SEM,NPA,3,returning,45-59,E,2
STJ,NPA,3,returning,45-59,E,1
STL,NPA,3,returning,45-59,E,1
WAK,NPA,3,returning,45-59,E,1
ALA,REP,3,returning,45-59,E,7
BAY,REP,3,returning,45-59,E,9
BRA,REP,3,returning,45-59,E,2
BRE,REP,3,returning,45-59,E,24
BRO,REP,3,returning,45-59,E,41
CHA,REP,3,returning,45-59,E,3
CIT,REP,3,returning,45-59,E,2
CLA,REP,3,returning,45-59,E,15
CLL,REP,3,returning,45-59,E,3
CLM,REP,3,returning,45-59,E,1
DAD,REP,3,returning,45-59,E,30
DES,REP,3,returning,45-59,E,1
DUV,REP,3,returning,45-59,E,104
ESC,REP,3,returning,45-59,E,12
FLA,REP,3,returning,45-59,E,6
GAD,REP,3,returning,45-59,E,1
HIL,REP,3,returning,45-59,E,56
IND,REP,3,returning,45-59,E,3
JAC,REP,3,returning,45-59,E,1
LAK,REP,3,returning,45-59,E,12
LEE,REP,3,returning,45-59,E,10
LEO,REP,3,returning,45-59,E,7
MAD,REP,3,returning,45-59,E,2
MAN,REP,3,returning,45-59,E,4
MRN,REP,3,returning,45-59,E,10
MRT,REP,3,returning,45-59,E,1
NAS,REP,3,returning,45-59,E,5
OKA,REP,3,returning,45-59,E,21
ORA,REP,3,returning,45-59,E,51
OSC,REP,3,returning,45-59,E,6
PAL,REP,3,returning,45-59,E,25
PAS,REP,3,returning,45-59,E,13
PIN,REP,3,returning,45-59,E,2
