election_date,vote_mode,party,county,race,age_group,vote_count
03/15/2016,A,DEM,BRA,5,18-29,4
03/17/2020,A,DEM,BRA,5,18-29,14
03/17/2020,B,DEM,BRA,5,18-29,1
03/15/2016,E,DEM,BRA,5,18-29,3
03/17/2020,E,DEM,BRA,5,18-29,7
03/15/2016,Y,DEM,BRA,5,18-29,31
03/17/2020,Y,DEM,BRA,5,18-29,19
03/15/2016,A,REP,BRA,5,18-29,29
03/17/2020,A,REP,BRA,5,18-29,46
03/17/2020,B,REP,BRA,5,18-29,1
03/15/2016,E,REP,BRA,5,18-29,30
03/17/2020,E,REP,BRA,5,18-29,13
03/15/2016,P,REP,BRA,5,18-29,2
03/15/2016,Y,REP,BRA,5,18-29,198
03/17/2020,Y,REP,BRA,5,18-29,105
03/15/2016,A,DEM,BRE,5,18-29,421
03/17/2020,A,DEM,BRE,5,18-29,873
03/15/2016,B,DEM,BRE,5,18-29,7
03/17/2020,B,DEM,BRE,5,18-29,31
03/15/2016,E,DEM,BRE,5,18-29,454
03/17/2020,E,DEM,BRE,5,18-29,841
03/15/2016,P,DEM,BRE,5,18-29,54
03/17/2020,P,DEM,BRE,5,18-29,8
03/15/2016,Y,DEM,BRE,5,18-29,1412
03/17/2020,Y,DEM,BRE,5,18-29,1475
03/15/2016,A,REP,BRE,5,18-29,709
03/17/2020,A,REP,BRE,5,18-29,613
03/15/2016,B,REP,BRE,5,18-29,25
03/17/2020,B,REP,BRE,5,18-29,23
03/15/2016,E,REP,BRE,5,18-29,671
03/17/2020,E,REP,BRE,5,18-29,320
03/15/2016,P,REP,BRE,5,18-29,53
03/15/2016,Y,REP,BRE,5,18-29,2573
03/17/2020,Y,REP,BRE,5,18-29,690
03/15/2016,A,DEM,BRO,5,18-29,1034
03/17/2020,A,DEM,BRO,5,18-29,1706
03/15/2016,B,DEM,BRO,5,18-29,50
03/17/2020,B,DEM,BRO,5,18-29,48
03/15/2016,E,DEM,BRO,5,18-29,1298
03/17/2020,E,DEM,BRO,5,18-29,1601
03/15/2016,P,DEM,BRO,5,18-29,24
03/17/2020,P,DEM,BRO,5,18-29,9
03/15/2016,Y,DEM,BRO,5,18-29,2019
03/17/2020,Y,DEM,BRO,5,18-29,2074
03/15/2016,A,REP,BRO,5,18-29,745
03/17/2020,A,REP,BRO,5,18-29,710
03/15/2016,B,REP,BRO,5,18-29,25
03/17/2020,B,REP,BRO,5,18-29,10
03/15/2016,E,REP,BRO,5,18-29,673
03/17/2020,E,REP,BRO,5,18-29,102
03/15/2016,P,REP,BRO,5,18-29,20
03/15/2016,Y,REP,BRO,5,18-29,1864
03/17/2020,Y,REP,BRO,5,18-29,294
03/15/2016,A,DEM,CAL,5,18-29,4
03/17/2020,A,DEM,CAL,5,18-29,5
03/17/2020,B,DEM,CAL,5,18-29,1
03/15/2016,E,DEM,CAL,5,18-29,15
03/17/2020,E,DEM,CAL,5,18-29,3
03/17/2020,P,DEM,CAL,5,18-29,1
03/15/2016,Y,DEM,CAL,5,18-29,36
03/17/2020,Y,DEM,CAL,5,18-29,11
03/15/2016,A,REP,CAL,5,18-29,2
03/17/2020,A,REP,CAL,5,18-29,22
03/15/2016,B,REP,CAL,5,18-29,2
03/15/2016,E,REP,CAL,5,18-29,18
03/17/2020,E,REP,CAL,5,18-29,7
03/17/2020,P,REP,CAL,5,18-29,1
03/15/2016,Y,REP,CAL,5,18-29,63
03/17/2020,Y,REP,CAL,5,18-29,24
03/15/2016,A,DEM,CHA,5,18-29,71
03/17/2020,A,DEM,CHA,5,18-29,143
03/15/2016,B,DEM,CHA,5,18-29,2
03/17/2020,B,DEM,CHA,5,18-29,4
03/15/2016,E,DEM,CHA,5,18-29,73
03/17/2020,E,DEM,CHA,5,18-29,83
03/15/2016,Y,DEM,CHA,5,18-29,184
03/17/2020,Y,DEM,CHA,5,18-29,199
03/15/2016,A,REP,CHA,5,18-29,92
03/17/2020,A,REP,CHA,5,18-29,82
03/15/2016,B,REP,CHA,5,18-29,1
03/17/2020,B,REP,CHA,5,18-29,1
03/15/2016,E,REP,CHA,5,18-29,112
03/17/2020,E,REP,CHA,5,18-29,35
03/17/2020,P,REP,CHA,5,18-29,1
03/15/2016,Y,REP,CHA,5,18-29,263
03/17/2020,Y,REP,CHA,5,18-29,86
03/15/2016,A,DEM,CIT,5,18-29,66
03/17/2020,A,DEM,CIT,5,18-29,105
03/15/2016,B,DEM,CIT,5,18-29,3
03/17/2020,B,DEM,CIT,5,18-29,5
03/15/2016,E,DEM,CIT,5,18-29,68
03/17/2020,E,DEM,CIT,5,18-29,66
03/17/2020,P,DEM,CIT,5,18-29,1
03/15/2016,Y,DEM,CIT,5,18-29,225
03/17/2020,Y,DEM,CIT,5,18-29,185
03/15/2016,A,REP,CIT,5,18-29,119
03/17/2020,A,REP,CIT,5,18-29,156
03/15/2016,B,REP,CIT,5,18-29,11
03/17/2020,B,REP,CIT,5,18-29,6
03/15/2016,E,REP,CIT,5,18-29,95
03/17/2020,E,REP,CIT,5,18-29,39
03/15/2016,Y,REP,CIT,5,18-29,473
03/17/2020,Y,REP,CIT,5,18-29,147
03/15/2016,A,DEM,CLA,5,18-29,39
03/17/2020,A,DEM,CLA,5,18-29,135
03/17/2020,B,DEM,CLA,5,18-29,11
03/15/2016,E,DEM,CLA,5,18-29,93
03/17/2020,E,DEM,CLA,5,18-29,166
03/15/2016,P,DEM,CLA,5,18-29,1
03/15/2016,Y,DEM,CLA,5,18-29,232
03/17/2020,Y,DEM,CLA,5,18-29,338
03/15/2016,A,REP,CLA,5,18-29,184
03/17/2020,A,REP,CLA,5,18-29,269
03/15/2016,B,REP,CLA,5,18-29,1
03/17/2020,B,REP,CLA,5,18-29,15
03/15/2016,E,REP,CLA,5,18-29,385
03/17/2020,E,REP,CLA,5,18-29,90
03/15/2016,Y,REP,CLA,5,18-29,1283
03/17/2020,Y,REP,CLA,5,18-29,391
03/15/2016,A,DEM,CLL,5,18-29,133
03/17/2020,A,DEM,CLL,5,18-29,349
03/15/2016,B,DEM,CLL,5,18-29,17
03/17/2020,B,DEM,CLL,5,18-29,18
03/15/2016,E,DEM,CLL,5,18-29,123
03/17/2020,E,DEM,CLL,5,18-29,186
03/15/2016,Y,DEM,CLL,5,18-29,284
03/17/2020,Y,DEM,CLL,5,18-29,320
03/15/2016,A,REP,CLL,5,18-29,355
03/17/2020,A,REP,CLL,5,18-29,386
03/15/2016,B,REP,CLL,5,18-29,33
03/17/2020,B,REP,CLL,5,18-29,19
03/15/2016,E,REP,CLL,5,18-29,321
03/17/2020,E,REP,CLL,5,18-29,90
03/15/2016,P,REP,CLL,5,18-29,1
03/15/2016,Y,REP,CLL,5,18-29,774
03/17/2020,Y,REP,CLL,5,18-29,239
03/15/2016,A,DEM,CLM,5,18-29,10
03/17/2020,A,DEM,CLM,5,18-29,22
03/15/2016,B,DEM,CLM,5,18-29,1
03/17/2020,B,DEM,CLM,5,18-29,2
03/15/2016,E,DEM,CLM,5,18-29,21
03/17/2020,E,DEM,CLM,5,18-29,46
03/15/2016,P,DEM,CLM,5,18-29,1
03/15/2016,Y,DEM,CLM,5,18-29,69
03/17/2020,Y,DEM,CLM,5,18-29,59
03/15/2016,A,REP,CLM,5,18-29,45
03/17/2020,A,REP,CLM,5,18-29,59
03/15/2016,B,REP,CLM,5,18-29,5
03/17/2020,B,REP,CLM,5,18-29,3
03/15/2016,E,REP,CLM,5,18-29,118
03/17/2020,E,REP,CLM,5,18-29,51
03/15/2016,P,REP,CLM,5,18-29,3
03/15/2016,Y,REP,CLM,5,18-29,323
03/17/2020,Y,REP,CLM,5,18-29,114
03/15/2016,A,DEM,DAD,5,18-29,657
03/17/2020,A,DEM,DAD,5,18-29,1139
03/15/2016,B,DEM,DAD,5,18-29,50
03/17/2020,B,DEM,DAD,5,18-29,31
03/15/2016,E,DEM,DAD,5,18-29,696
03/17/2020,E,DEM,DAD,5,18-29,1077
03/15/2016,P,DEM,DAD,5,18-29,18
03/17/2020,P,DEM,DAD,5,18-29,2
03/15/2016,Y,DEM,DAD,5,18-29,1399
03/17/2020,Y,DEM,DAD,5,18-29,1443
03/15/2016,A,REP,DAD,5,18-29,321
03/17/2020,A,REP,DAD,5,18-29,251
03/15/2016,B,REP,DAD,5,18-29,15
03/17/2020,B,REP,DAD,5,18-29,5
03/15/2016,E,REP,DAD,5,18-29,341
03/17/2020,E,REP,DAD,5,18-29,46
03/15/2016,P,REP,DAD,5,18-29,15
03/15/2016,Y,REP,DAD,5,18-29,862
03/17/2020,Y,REP,DAD,5,18-29,96
03/15/2016,A,DEM,DES,5,18-29,9
03/17/2020,A,DEM,DES,5,18-29,9
03/15/2016,E,DEM,DES,5,18-29,12
03/17/2020,E,DEM,DES,5,18-29,8
03/15/2016,Y,DEM,DES,5,18-29,32
03/17/2020,Y,DEM,DES,5,18-29,13
03/15/2016,A,REP,DES,5,18-29,15
03/17/2020,A,REP,DES,5,18-29,13
03/15/2016,E,REP,DES,5,18-29,27
03/17/2020,E,REP,DES,5,18-29,5
03/15/2016,Y,REP,DES,5,18-29,66
03/17/2020,Y,REP,DES,5,18-29,28
03/15/2016,A,DEM,DIX,5,18-29,5
03/17/2020,A,DEM,DIX,5,18-29,5
03/15/2016,E,DEM,DIX,5,18-29,1
03/17/2020,E,DEM,DIX,5,18-29,2
03/15/2016,Y,DEM,DIX,5,18-29,12
03/17/2020,Y,DEM,DIX,5,18-29,9
03/15/2016,A,REP,DIX,5,18-29,14
03/17/2020,A,REP,DIX,5,18-29,26
03/17/2020,B,REP,DIX,5,18-29,1
03/15/2016,E,REP,DIX,5,18-29,11
03/17/2020,E,REP,DIX,5,18-29,4
03/15/2016,Y,REP,DIX,5,18-29,47
03/17/2020,Y,REP,DIX,5,18-29,47
03/15/2016,A,DEM,DUV,5,18-29,352
03/17/2020,A,DEM,DUV,5,18-29,663
03/15/2016,B,DEM,DUV,5,18-29,30
03/17/2020,B,DEM,DUV,5,18-29,31
03/15/2016,E,DEM,DUV,5,18-29,903
03/17/2020,E,DEM,DUV,5,18-29,1445
03/15/2016,P,DEM,DUV,5,18-29,22
03/17/2020,P,DEM,DUV,5,18-29,19
03/15/2016,Y,DEM,DUV,5,18-29,1711
03/17/2020,Y,DEM,DUV,5,18-29,2228
03/15/2016,A,REP,DUV,5,18-29,816
03/17/2020,A,REP,DUV,5,18-29,466
03/15/2016,B,REP,DUV,5,18-29,85
03/17/2020,B,REP,DUV,5,18-29,15
03/15/2016,E,REP,DUV,5,18-29,1219
03/17/2020,E,REP,DUV,5,18-29,359
03/15/2016,P,REP,DUV,5,18-29,26
03/17/2020,P,REP,DUV,5,18-29,5
03/15/2016,Y,REP,DUV,5,18-29,4239
03/17/2020,Y,REP,DUV,5,18-29,1091
03/15/2016,A,DEM,ESC,5,18-29,167
03/17/2020,A,DEM,ESC,5,18-29,336
03/15/2016,B,DEM,ESC,5,18-29,5
03/17/2020,B,DEM,ESC,5,18-29,2
03/15/2016,E,DEM,ESC,5,18-29,248
03/17/2020,E,DEM,ESC,5,18-29,350
03/15/2016,P,DEM,ESC,5,18-29,6
03/17/2020,P,DEM,ESC,5,18-29,5
03/15/2016,Y,DEM,ESC,5,18-29,706
03/17/2020,Y,DEM,ESC,5,18-29,814
03/15/2016,A,REP,ESC,5,18-29,486
03/17/2020,A,REP,ESC,5,18-29,352
03/15/2016,B,REP,ESC,5,18-29,27
03/17/2020,B,REP,ESC,5,18-29,2
03/15/2016,E,REP,ESC,5,18-29,391
03/17/2020,E,REP,ESC,5,18-29,174
03/15/2016,P,REP,ESC,5,18-29,3
03/15/2016,Y,REP,ESC,5,18-29,1996
03/17/2020,Y,REP,ESC,5,18-29,592
03/15/2016,A,DEM,FLA,5,18-29,31
03/17/2020,A,DEM,FLA,5,18-29,98
03/15/2016,B,DEM,FLA,5,18-29,4
03/17/2020,B,DEM,FLA,5,18-29,3
03/15/2016,E,DEM,FLA,5,18-29,77
03/17/2020,E,DEM,FLA,5,18-29,97
03/15/2016,P,DEM,FLA,5,18-29,1
03/17/2020,P,DEM,FLA,5,18-29,9
03/15/2016,Y,DEM,FLA,5,18-29,118
03/17/2020,Y,DEM,FLA,5,18-29,161
03/15/2016,A,REP,FLA,5,18-29,47
03/17/2020,A,REP,FLA,5,18-29,90
03/15/2016,B,REP,FLA,5,18-29,6
03/17/2020,B,REP,FLA,5,18-29,4
03/15/2016,E,REP,FLA,5,18-29,113
03/17/2020,E,REP,FLA,5,18-29,27
03/17/2020,P,REP,FLA,5,18-29,1
03/15/2016,Y,REP,FLA,5,18-29,225
03/17/2020,Y,REP,FLA,5,18-29,99
03/15/2016,A,DEM,FRA,5,18-29,6
03/17/2020,A,DEM,FRA,5,18-29,8
03/15/2016,E,DEM,FRA,5,18-29,8
03/17/2020,E,DEM,FRA,5,18-29,5
03/15/2016,Y,DEM,FRA,5,18-29,28
03/15/2016,A,REP,FRA,5,18-29,7
03/17/2020,A,REP,FRA,5,18-29,11
03/15/2016,B,REP,FRA,5,18-29,1
03/15/2016,E,REP,FRA,5,18-29,4
03/17/2020,E,REP,FRA,5,18-29,4
03/15/2016,Y,REP,FRA,5,18-29,29
03/15/2016,A,DEM,GAD,5,18-29,6
03/17/2020,A,DEM,GAD,5,18-29,7
03/17/2020,B,DEM,GAD,5,18-29,2
03/15/2016,E,DEM,GAD,5,18-29,12
03/17/2020,E,DEM,GAD,5,18-29,16
03/15/2016,Y,DEM,GAD,5,18-29,39
03/17/2020,Y,DEM,GAD,5,18-29,22
03/15/2016,A,REP,GAD,5,18-29,11
03/17/2020,A,REP,GAD,5,18-29,8
03/15/2016,E,REP,GAD,5,18-29,12
03/17/2020,E,REP,GAD,5,18-29,2
03/15/2016,Y,REP,GAD,5,18-29,77
03/17/2020,Y,REP,GAD,5,18-29,24
03/15/2016,A,DEM,GIL,5,18-29,4
03/17/2020,A,DEM,GIL,5,18-29,6
03/15/2016,E,DEM,GIL,5,18-29,2
03/17/2020,E,DEM,GIL,5,18-29,2
03/15/2016,Y,DEM,GIL,5,18-29,16
03/17/2020,Y,DEM,GIL,5,18-29,16
03/15/2016,A,REP,GIL,5,18-29,30
03/17/2020,A,REP,GIL,5,18-29,27
03/15/2016,E,REP,GIL,5,18-29,24
03/17/2020,E,REP,GIL,5,18-29,13
03/17/2020,P,REP,GIL,5,18-29,1
03/15/2016,Y,REP,GIL,5,18-29,174
03/17/2020,Y,REP,GIL,5,18-29,79
03/15/2016,A,DEM,GLA,5,18-29,1
03/17/2020,A,DEM,GLA,5,18-29,3
03/15/2016,E,DEM,GLA,5,18-29,2
03/17/2020,E,DEM,GLA,5,18-29,2
03/15/2016,Y,DEM,GLA,5,18-29,9
03/17/2020,Y,DEM,GLA,5,18-29,15
03/15/2016,A,REP,GLA,5,18-29,7
03/17/2020,A,REP,GLA,5,18-29,17
03/15/2016,E,REP,GLA,5,18-29,4
03/17/2020,E,REP,GLA,5,18-29,2
03/15/2016,Y,REP,GLA,5,18-29,25
03/17/2020,Y,REP,GLA,5,18-29,20
03/15/2016,A,DEM,GUL,5,18-29,5
03/17/2020,A,DEM,GUL,5,18-29,5
03/17/2020,B,DEM,GUL,5,18-29,1
03/15/2016,E,DEM,GUL,5,18-29,7
03/17/2020,E,DEM,GUL,5,18-29,16
03/15/2016,Y,DEM,GUL,5,18-29,10
03/17/2020,Y,DEM,GUL,5,18-29,7
03/15/2016,A,REP,GUL,5,18-29,8
03/17/2020,A,REP,GUL,5,18-29,17
03/15/2016,B,REP,GUL,5,18-29,2
03/17/2020,B,REP,GUL,5,18-29,2
03/15/2016,E,REP,GUL,5,18-29,25
03/17/2020,E,REP,GUL,5,18-29,14
03/15/2016,Y,REP,GUL,5,18-29,63
03/17/2020,Y,REP,GUL,5,18-29,20
03/15/2016,A,DEM,HAM,5,18-29,2
03/17/2020,A,DEM,HAM,5,18-29,4
03/15/2016,E,DEM,HAM,5,18-29,1
03/17/2020,E,DEM,HAM,5,18-29,3
03/15/2016,Y,DEM,HAM,5,18-29,16
03/17/2020,Y,DEM,HAM,5,18-29,6
03/15/2016,A,REP,HAM,5,18-29,11
03/17/2020,A,REP,HAM,5,18-29,12
03/15/2016,E,REP,HAM,5,18-29,11
03/17/2020,E,REP,HAM,5,18-29,9
03/15/2016,Y,REP,HAM,5,18-29,38
03/17/2020,Y,REP,HAM,5,18-29,38
03/15/2016,A,DEM,HAR,5,18-29,1
03/17/2020,A,DEM,HAR,5,18-29,3
03/15/2016,E,DEM,HAR,5,18-29,3
03/17/2020,E,DEM,HAR,5,18-29,9
03/15/2016,Y,DEM,HAR,5,18-29,9
03/17/2020,Y,DEM,HAR,5,18-29,8
03/15/2016,A,REP,HAR,5,18-29,10
03/17/2020,A,REP,HAR,5,18-29,10
03/17/2020,B,REP,HAR,5,18-29,1
03/15/2016,E,REP,HAR,5,18-29,23
03/17/2020,E,REP,HAR,5,18-29,17
03/15/2016,Y,REP,HAR,5,18-29,78
03/17/2020,Y,REP,HAR,5,18-29,38
03/15/2016,A,DEM,HEN,5,18-29,3
03/17/2020,A,DEM,HEN,5,18-29,9
03/15/2016,E,DEM,HEN,5,18-29,11
03/17/2020,E,DEM,HEN,5,18-29,8
03/15/2016,Y,DEM,HEN,5,18-29,12
03/17/2020,Y,DEM,HEN,5,18-29,16
03/15/2016,A,REP,HEN,5,18-29,16
03/17/2020,A,REP,HEN,5,18-29,23
03/15/2016,E,REP,HEN,5,18-29,44
03/17/2020,E,REP,HEN,5,18-29,8
03/15/2016,Y,REP,HEN,5,18-29,75
03/17/2020,Y,REP,HEN,5,18-29,36
03/15/2016,A,DEM,HER,5,18-29,111
03/17/2020,A,DEM,HER,5,18-29,193
03/15/2016,B,DEM,HER,5,18-29,2
03/17/2020,B,DEM,HER,5,18-29,8
03/15/2016,E,DEM,HER,5,18-29,76
03/17/2020,E,DEM,HER,5,18-29,85
03/15/2016,P,DEM,HER,5,18-29,2
03/15/2016,Y,DEM,HER,5,18-29,274
03/17/2020,Y,DEM,HER,5,18-29,282
03/15/2016,A,REP,HER,5,18-29,175
03/17/2020,A,REP,HER,5,18-29,259
03/15/2016,B,REP,HER,5,18-29,2
03/17/2020,B,REP,HER,5,18-29,6
03/15/2016,E,REP,HER,5,18-29,86
03/17/2020,E,REP,HER,5,18-29,28
03/15/2016,P,REP,HER,5,18-29,1
03/15/2016,Y,REP,HER,5,18-29,570
03/17/2020,Y,REP,HER,5,18-29,168
03/15/2016,A,DEM,HIG,5,18-29,19
03/17/2020,A,DEM,HIG,5,18-29,30
03/15/2016,E,DEM,HIG,5,18-29,17
03/17/2020,E,DEM,HIG,5,18-29,12
03/15/2016,P,DEM,HIG,5,18-29,1
03/17/2020,P,DEM,HIG,5,18-29,1
03/15/2016,Y,DEM,HIG,5,18-29,83
03/17/2020,Y,DEM,HIG,5,18-29,60
03/15/2016,A,REP,HIG,5,18-29,45
03/17/2020,A,REP,HIG,5,18-29,80
03/15/2016,B,REP,HIG,5,18-29,4
03/17/2020,B,REP,HIG,5,18-29,5
03/15/2016,E,REP,HIG,5,18-29,77
03/17/2020,E,REP,HIG,5,18-29,6
03/15/2016,P,REP,HIG,5,18-29,1
03/15/2016,Y,REP,HIG,5,18-29,292
03/17/2020,Y,REP,HIG,5,18-29,96
03/15/2016,A,DEM,HIL,5,18-29,1092
03/17/2020,A,DEM,HIL,5,18-29,2381
03/15/2016,B,DEM,HIL,5,18-29,41
03/17/2020,B,DEM,HIL,5,18-29,90
03/15/2016,E,DEM,HIL,5,18-29,1173
03/17/2020,E,DEM,HIL,5,18-29,2155
03/15/2016,P,DEM,HIL,5,18-29,45
03/17/2020,P,DEM,HIL,5,18-29,26
03/15/2016,Y,DEM,HIL,5,18-29,2363
03/17/2020,Y,DEM,HIL,5,18-29,2935
03/15/2016,A,REP,HIL,5,18-29,1418
03/17/2020,A,REP,HIL,5,18-29,1560
03/15/2016,B,REP,HIL,5,18-29,62
03/17/2020,B,REP,HIL,5,18-29,51
03/15/2016,E,REP,HIL,5,18-29,1186
03/17/2020,E,REP,HIL,5,18-29,314
03/15/2016,P,REP,HIL,5,18-29,51
03/17/2020,P,REP,HIL,5,18-29,5
03/15/2016,Y,REP,HIL,5,18-29,3297
03/17/2020,Y,REP,HIL,5,18-29,744
03/15/2016,A,DEM,HOL,5,18-29,7
03/17/2020,A,DEM,HOL,5,18-29,7
03/15/2016,E,DEM,HOL,5,18-29,1
03/17/2020,E,DEM,HOL,5,18-29,2
03/15/2016,Y,DEM,HOL,5,18-29,24
03/17/2020,Y,DEM,HOL,5,18-29,10
03/15/2016,A,REP,HOL,5,18-29,35
03/17/2020,A,REP,HOL,5,18-29,23
03/15/2016,B,REP,HOL,5,18-29,2
03/17/2020,B,REP,HOL,5,18-29,3
03/15/2016,E,REP,HOL,5,18-29,27
03/17/2020,E,REP,HOL,5,18-29,15
03/17/2020,P,REP,HOL,5,18-29,1
03/15/2016,Y,REP,HOL,5,18-29,157
03/17/2020,Y,REP,HOL,5,18-29,114
03/15/2016,A,DEM,IND,5,18-29,50
03/17/2020,A,DEM,IND,5,18-29,173
03/15/2016,B,DEM,IND,5,18-29,6
03/17/2020,B,DEM,IND,5,18-29,9
03/15/2016,E,DEM,IND,5,18-29,74
03/17/2020,E,DEM,IND,5,18-29,99
03/15/2016,Y,DEM,IND,5,18-29,234
03/17/2020,Y,DEM,IND,5,18-29,249
03/15/2016,A,REP,IND,5,18-29,143
03/17/2020,A,REP,IND,5,18-29,158
03/15/2016,B,REP,IND,5,18-29,6
03/17/2020,B,REP,IND,5,18-29,2
03/15/2016,E,REP,IND,5,18-29,131
03/17/2020,E,REP,IND,5,18-29,37
03/15/2016,Y,REP,IND,5,18-29,473
03/17/2020,Y,REP,IND,5,18-29,134
03/15/2016,A,DEM,JAC,5,18-29,13
03/17/2020,A,DEM,JAC,5,18-29,16
03/15/2016,B,DEM,JAC,5,18-29,1
03/17/2020,B,DEM,JAC,5,18-29,1
03/15/2016,E,DEM,JAC,5,18-29,24
03/17/2020,E,DEM,JAC,5,18-29,19
03/15/2016,Y,DEM,JAC,5,18-29,54
03/17/2020,Y,DEM,JAC,5,18-29,46
03/15/2016,A,REP,JAC,5,18-29,38
03/17/2020,A,REP,JAC,5,18-29,47
03/17/2020,B,REP,JAC,5,18-29,1
03/15/2016,E,REP,JAC,5,18-29,86
03/17/2020,E,REP,JAC,5,18-29,26
03/15/2016,P,REP,JAC,5,18-29,1
03/15/2016,Y,REP,JAC,5,18-29,237
03/17/2020,Y,REP,JAC,5,18-29,139
03/15/2016,A,DEM,JEF,5,18-29,2
03/17/2020,A,DEM,JEF,5,18-29,3
03/15/2016,E,DEM,JEF,5,18-29,6
03/17/2020,E,DEM,JEF,5,18-29,6
03/15/2016,Y,DEM,JEF,5,18-29,20
03/17/2020,Y,DEM,JEF,5,18-29,21
03/15/2016,A,REP,JEF,5,18-29,3
03/17/2020,A,REP,JEF,5,18-29,4
03/15/2016,E,REP,JEF,5,18-29,14
03/17/2020,E,REP,JEF,5,18-29,6
03/15/2016,Y,REP,JEF,5,18-29,61
03/17/2020,Y,REP,JEF,5,18-29,23
03/15/2016,A,DEM,LAF,5,18-29,1
03/17/2020,A,DEM,LAF,5,18-29,3
03/15/2016,E,DEM,LAF,5,18-29,3
03/15/2016,Y,DEM,LAF,5,18-29,13
03/17/2020,Y,DEM,LAF,5,18-29,7
03/15/2016,A,REP,LAF,5,18-29,5
03/17/2020,A,REP,LAF,5,18-29,8
03/15/2016,B,REP,LAF,5,18-29,2
03/15/2016,E,REP,LAF,5,18-29,17
03/17/2020,E,REP,LAF,5,18-29,17
03/15/2016,Y,REP,LAF,5,18-29,37
03/17/2020,Y,REP,LAF,5,18-29,41
03/15/2016,A,DEM,LAK,5,18-29,90
03/17/2020,A,DEM,LAK,5,18-29,191
03/15/2016,B,DEM,LAK,5,18-29,6
03/17/2020,B,DEM,LAK,5,18-29,16
03/15/2016,E,DEM,LAK,5,18-29,204
03/17/2020,E,DEM,LAK,5,18-29,410
03/17/2020,P,DEM,LAK,5,18-29,5
03/15/2016,Y,DEM,LAK,5,18-29,441
03/17/2020,Y,DEM,LAK,5,18-29,605
03/15/2016,A,REP,LAK,5,18-29,190
03/17/2020,A,REP,LAK,5,18-29,131
03/15/2016,B,REP,LAK,5,18-29,13
03/17/2020,B,REP,LAK,5,18-29,12
03/15/2016,E,REP,LAK,5,18-29,344
03/17/2020,E,REP,LAK,5,18-29,153
03/17/2020,P,REP,LAK,5,18-29,6
03/15/2016,Y,REP,LAK,5,18-29,1184
03/17/2020,Y,REP,LAK,5,18-29,439
03/15/2016,A,DEM,LEE,5,18-29,409
03/17/2020,A,DEM,LEE,5,18-29,739
03/15/2016,B,DEM,LEE,5,18-29,25
03/17/2020,B,DEM,LEE,5,18-29,36
03/15/2016,E,DEM,LEE,5,18-29,257
03/17/2020,E,DEM,LEE,5,18-29,350
03/15/2016,P,DEM,LEE,5,18-29,12
03/17/2020,P,DEM,LEE,5,18-29,4
03/15/2016,Y,DEM,LEE,5,18-29,833
03/17/2020,Y,DEM,LEE,5,18-29,917
03/15/2016,A,REP,LEE,5,18-29,859
03/17/2020,A,REP,LEE,5,18-29,676
03/15/2016,B,REP,LEE,5,18-29,57
03/17/2020,B,REP,LEE,5,18-29,27
03/15/2016,E,REP,LEE,5,18-29,365
03/17/2020,E,REP,LEE,5,18-29,86
03/15/2016,P,REP,LEE,5,18-29,16
03/17/2020,P,REP,LEE,5,18-29,3
03/15/2016,Y,REP,LEE,5,18-29,1481
03/17/2020,Y,REP,LEE,5,18-29,279
03/15/2016,A,DEM,LEO,5,18-29,431
03/17/2020,A,DEM,LEO,5,18-29,748
03/15/2016,B,DEM,LEO,5,18-29,9
03/17/2020,B,DEM,LEO,5,18-29,26
03/15/2016,E,DEM,LEO,5,18-29,798
03/17/2020,E,DEM,LEO,5,18-29,2234
03/15/2016,P,DEM,LEO,5,18-29,24
03/17/2020,P,DEM,LEO,5,18-29,14
03/15/2016,Y,DEM,LEO,5,18-29,2039
03/17/2020,Y,DEM,LEO,5,18-29,1505
03/15/2016,A,REP,LEO,5,18-29,313
03/17/2020,A,REP,LEO,5,18-29,248
03/15/2016,B,REP,LEO,5,18-29,9
03/17/2020,B,REP,LEO,5,18-29,3
03/15/2016,E,REP,LEO,5,18-29,454
03/17/2020,E,REP,LEO,5,18-29,172
03/15/2016,P,REP,LEO,5,18-29,14
03/15/2016,Y,REP,LEO,5,18-29,1754
03/17/2020,Y,REP,LEO,5,18-29,313
03/15/2016,A,DEM,LEV,5,18-29,12
03/17/2020,A,DEM,LEV,5,18-29,14
03/15/2016,B,DEM,LEV,5,18-29,1
03/15/2016,E,DEM,LEV,5,18-29,3
03/17/2020,E,DEM,LEV,5,18-29,8
03/15/2016,P,DEM,LEV,5,18-29,1
03/17/2020,P,DEM,LEV,5,18-29,1
03/15/2016,Y,DEM,LEV,5,18-29,43
03/17/2020,Y,DEM,LEV,5,18-29,38
03/15/2016,A,REP,LEV,5,18-29,72
03/17/2020,A,REP,LEV,5,18-29,89
03/15/2016,B,REP,LEV,5,18-29,6
03/17/2020,B,REP,LEV,5,18-29,3
03/15/2016,E,REP,LEV,5,18-29,51
03/17/2020,E,REP,LEV,5,18-29,25
03/15/2016,P,REP,LEV,5,18-29,2
03/15/2016,Y,REP,LEV,5,18-29,264
03/17/2020,Y,REP,LEV,5,18-29,116
03/15/2016,A,DEM,LIB,5,18-29,2
03/17/2020,A,DEM,LIB,5,18-29,3
03/15/2016,E,DEM,LIB,5,18-29,6
03/17/2020,E,DEM,LIB,5,18-29,3
03/15/2016,Y,DEM,LIB,5,18-29,27
03/17/2020,Y,DEM,LIB,5,18-29,10
03/15/2016,A,REP,LIB,5,18-29,5
