election_date,vote_mode,party,county,race,age_group,vote_count
03/15/2016,E,REP,WAK,3,45-59,1
03/17/2020,E,REP,WAK,3,45-59,3
03/15/2016,Y,REP,WAK,3,45-59,2
03/17/2020,Y,REP,WAK,3,45-59,1
03/15/2016,A,DEM,WAL,3,45-59,6
03/17/2020,A,DEM,WAL,3,45-59,10
03/15/2016,B,DEM,WAL,3,45-59,1
03/15/2016,E,DEM,WAL,3,45-59,21
03/17/2020,E,DEM,WAL,3,45-59,17
03/15/2016,Y,DEM,WAL,3,45-59,38
03/17/2020,Y,DEM,WAL,3,45-59,25
03/15/2016,A,REP,WAL,3,45-59,2
03/15/2016,E,REP,WAL,3,45-59,6
03/15/2016,Y,REP,WAL,3,45-59,12
03/17/2020,Y,REP,WAL,3,45-59,7
03/15/2016,A,DEM,WAS,3,45-59,31
03/17/2020,A,DEM,WAS,3,45-59,17
03/15/2016,B,DEM,WAS,3,45-59,1
03/15/2016,E,DEM,WAS,3,45-59,29
03/17/2020,E,DEM,WAS,3,45-59,34
03/15/2016,Y,DEM,WAS,3,45-59,95
03/17/2020,Y,DEM,WAS,3,45-59,66
03/15/2016,E,REP,WAS,3,45-59,2
03/15/2016,Y,REP,WAS,3,45-59,2
03/17/2020,Y,REP,WAS,3,45-59,3
03/15/2016,A,DEM,ALA,4,45-59,42
03/17/2020,A,DEM,ALA,4,45-59,68
03/15/2016,B,DEM,ALA,4,45-59,2
03/17/2020,B,DEM,ALA,4,45-59,5
03/15/2016,E,DEM,ALA,4,45-59,62
03/17/2020,E,DEM,ALA,4,45-59,87
03/17/2020,P,DEM,ALA,4,45-59,1
03/15/2016,Y,DEM,ALA,4,45-59,142
03/17/2020,Y,DEM,ALA,4,45-59,104
03/15/2016,A,REP,ALA,4,45-59,27
03/17/2020,A,REP,ALA,4,45-59,26
03/15/2016,E,REP,ALA,4,45-59,31
03/17/2020,E,REP,ALA,4,45-59,17
03/15/2016,Y,REP,ALA,4,45-59,132
03/17/2020,Y,REP,ALA,4,45-59,43
03/15/2016,A,DEM,BAK,4,45-59,1
03/17/2020,A,DEM,BAK,4,45-59,1
03/15/2016,E,DEM,BAK,4,45-59,1
03/17/2020,E,DEM,BAK,4,45-59,3
03/15/2016,Y,DEM,BAK,4,45-59,1
03/17/2020,Y,DEM,BAK,4,45-59,1
03/15/2016,E,REP,BAK,4,45-59,5
03/17/2020,E,REP,BAK,4,45-59,1
03/15/2016,Y,REP,BAK,4,45-59,5
03/17/2020,Y,REP,BAK,4,45-59,1
03/15/2016,A,DEM,BAY,4,45-59,3
03/17/2020,A,DEM,BAY,4,45-59,4
03/17/2020,B,DEM,BAY,4,45-59,2
03/15/2016,E,DEM,BAY,4,45-59,4
03/17/2020,E,DEM,BAY,4,45-59,5
03/15/2016,Y,DEM,BAY,4,45-59,9
03/17/2020,Y,DEM,BAY,4,45-59,10
03/15/2016,A,REP,BAY,4,45-59,15
03/17/2020,A,REP,BAY,4,45-59,8
03/15/2016,B,REP,BAY,4,45-59,1
03/15/2016,E,REP,BAY,4,45-59,36
03/17/2020,E,REP,BAY,4,45-59,20
03/15/2016,Y,REP,BAY,4,45-59,67
03/17/2020,Y,REP,BAY,4,45-59,32
03/17/2020,A,DEM,BRA,4,45-59,1
03/15/2016,Y,DEM,BRA,4,45-59,2
03/17/2020,Y,DEM,BRA,4,45-59,2
03/15/2016,A,REP,BRA,4,45-59,2
03/17/2020,A,REP,BRA,4,45-59,2
03/15/2016,Y,REP,BRA,4,45-59,1
03/17/2020,Y,REP,BRA,4,45-59,2
03/15/2016,A,DEM,BRE,4,45-59,144
03/17/2020,A,DEM,BRE,4,45-59,262
03/15/2016,B,DEM,BRE,4,45-59,2
03/17/2020,B,DEM,BRE,4,45-59,6
03/15/2016,E,DEM,BRE,4,45-59,109
03/17/2020,E,DEM,BRE,4,45-59,176
03/15/2016,P,DEM,BRE,4,45-59,13
03/17/2020,P,DEM,BRE,4,45-59,1
03/15/2016,Y,DEM,BRE,4,45-59,422
03/17/2020,Y,DEM,BRE,4,45-59,268
03/15/2016,A,REP,BRE,4,45-59,206
03/17/2020,A,REP,BRE,4,45-59,197
03/15/2016,B,REP,BRE,4,45-59,1
03/17/2020,B,REP,BRE,4,45-59,4
03/15/2016,E,REP,BRE,4,45-59,161
03/17/2020,E,REP,BRE,4,45-59,114
03/15/2016,P,REP,BRE,4,45-59,15
03/17/2020,P,REP,BRE,4,45-59,1
03/15/2016,Y,REP,BRE,4,45-59,482
03/17/2020,Y,REP,BRE,4,45-59,150
03/15/2016,A,DEM,BRO,4,45-59,1216
03/17/2020,A,DEM,BRO,4,45-59,2257
03/15/2016,B,DEM,BRO,4,45-59,41
03/17/2020,B,DEM,BRO,4,45-59,40
03/15/2016,E,DEM,BRO,4,45-59,1949
03/17/2020,E,DEM,BRO,4,45-59,2072
03/15/2016,P,DEM,BRO,4,45-59,25
03/17/2020,P,DEM,BRO,4,45-59,10
03/15/2016,Y,DEM,BRO,4,45-59,3786
03/17/2020,Y,DEM,BRO,4,45-59,2956
03/15/2016,A,REP,BRO,4,45-59,1082
03/17/2020,A,REP,BRO,4,45-59,1386
03/15/2016,B,REP,BRO,4,45-59,25
03/17/2020,B,REP,BRO,4,45-59,11
03/15/2016,E,REP,BRO,4,45-59,1692
03/17/2020,E,REP,BRO,4,45-59,274
03/15/2016,P,REP,BRO,4,45-59,20
03/17/2020,P,REP,BRO,4,45-59,3
03/15/2016,Y,REP,BRO,4,45-59,3278
03/17/2020,Y,REP,BRO,4,45-59,676
03/15/2016,A,REP,CAL,4,45-59,1
03/17/2020,A,REP,CAL,4,45-59,1
03/17/2020,E,REP,CAL,4,45-59,1
03/15/2016,Y,REP,CAL,4,45-59,3
03/17/2020,Y,REP,CAL,4,45-59,2
03/15/2016,A,DEM,CHA,4,45-59,22
03/17/2020,A,DEM,CHA,4,45-59,45
03/15/2016,E,DEM,CHA,4,45-59,21
03/17/2020,E,DEM,CHA,4,45-59,31
03/17/2020,P,DEM,CHA,4,45-59,1
03/15/2016,Y,DEM,CHA,4,45-59,35
03/17/2020,Y,DEM,CHA,4,45-59,36
03/15/2016,A,REP,CHA,4,45-59,15
03/17/2020,A,REP,CHA,4,45-59,32
03/15/2016,B,REP,CHA,4,45-59,1
03/15/2016,E,REP,CHA,4,45-59,34
03/17/2020,E,REP,CHA,4,45-59,5
03/17/2020,P,REP,CHA,4,45-59,1
03/15/2016,Y,REP,CHA,4,45-59,50
03/17/2020,Y,REP,CHA,4,45-59,12
03/15/2016,A,DEM,CIT,4,45-59,12
03/17/2020,A,DEM,CIT,4,45-59,25
03/15/2016,E,DEM,CIT,4,45-59,9
03/17/2020,E,DEM,CIT,4,45-59,10
03/15/2016,P,DEM,CIT,4,45-59,1
03/15/2016,Y,DEM,CIT,4,45-59,39
03/17/2020,Y,DEM,CIT,4,45-59,27
03/15/2016,A,REP,CIT,4,45-59,12
03/17/2020,A,REP,CIT,4,45-59,25
03/15/2016,B,REP,CIT,4,45-59,1
03/17/2020,B,REP,CIT,4,45-59,1
03/15/2016,E,REP,CIT,4,45-59,13
03/17/2020,E,REP,CIT,4,45-59,8
03/15/2016,Y,REP,CIT,4,45-59,48
03/17/2020,Y,REP,CIT,4,45-59,20
03/15/2016,A,DEM,CLA,4,45-59,16
03/17/2020,A,DEM,CLA,4,45-59,39
03/17/2020,B,DEM,CLA,4,45-59,2
03/15/2016,E,DEM,CLA,4,45-59,22
03/17/2020,E,DEM,CLA,4,45-59,25
03/15/2016,Y,DEM,CLA,4,45-59,67
03/17/2020,Y,DEM,CLA,4,45-59,67
03/15/2016,A,REP,CLA,4,45-59,41
03/17/2020,A,REP,CLA,4,45-59,60
03/15/2016,E,REP,CLA,4,45-59,63
03/17/2020,E,REP,CLA,4,45-59,28
03/15/2016,Y,REP,CLA,4,45-59,210
03/17/2020,Y,REP,CLA,4,45-59,55
03/15/2016,A,DEM,CLL,4,45-59,105
03/17/2020,A,DEM,CLL,4,45-59,165
03/15/2016,B,DEM,CLL,4,45-59,3
03/17/2020,B,DEM,CLL,4,45-59,2
03/15/2016,E,DEM,CLL,4,45-59,149
03/17/2020,E,DEM,CLL,4,45-59,114
03/17/2020,P,DEM,CLL,4,45-59,2
03/15/2016,Y,DEM,CLL,4,45-59,248
03/17/2020,Y,DEM,CLL,4,45-59,207
03/15/2016,A,REP,CLL,4,45-59,153
03/17/2020,A,REP,CLL,4,45-59,198
03/15/2016,B,REP,CLL,4,45-59,3
03/17/2020,B,REP,CLL,4,45-59,4
03/15/2016,E,REP,CLL,4,45-59,185
03/17/2020,E,REP,CLL,4,45-59,71
03/15/2016,P,REP,CLL,4,45-59,3
03/15/2016,Y,REP,CLL,4,45-59,363
03/17/2020,Y,REP,CLL,4,45-59,114
03/15/2016,A,DEM,CLM,4,45-59,1
03/17/2020,A,DEM,CLM,4,45-59,5
03/15/2016,E,DEM,CLM,4,45-59,3
03/17/2020,E,DEM,CLM,4,45-59,4
03/15/2016,Y,DEM,CLM,4,45-59,6
03/17/2020,Y,DEM,CLM,4,45-59,7
03/15/2016,A,REP,CLM,4,45-59,1
03/17/2020,A,REP,CLM,4,45-59,4
03/15/2016,E,REP,CLM,4,45-59,6
03/17/2020,E,REP,CLM,4,45-59,7
03/15/2016,Y,REP,CLM,4,45-59,29
03/17/2020,Y,REP,CLM,4,45-59,4
03/15/2016,A,DEM,DAD,4,45-59,4217
03/17/2020,A,DEM,DAD,4,45-59,5289
03/15/2016,B,DEM,DAD,4,45-59,121
03/17/2020,B,DEM,DAD,4,45-59,157
03/15/2016,E,DEM,DAD,4,45-59,3150
03/17/2020,E,DEM,DAD,4,45-59,3150
03/15/2016,P,DEM,DAD,4,45-59,89
03/17/2020,P,DEM,DAD,4,45-59,2
03/15/2016,Y,DEM,DAD,4,45-59,8136
03/17/2020,Y,DEM,DAD,4,45-59,4845
03/15/2016,A,REP,DAD,4,45-59,8161
03/17/2020,A,REP,DAD,4,45-59,7330
03/15/2016,B,REP,DAD,4,45-59,164
03/17/2020,B,REP,DAD,4,45-59,150
03/15/2016,E,REP,DAD,4,45-59,7484
03/17/2020,E,REP,DAD,4,45-59,1214
03/15/2016,P,REP,DAD,4,45-59,104
03/15/2016,Y,REP,DAD,4,45-59,15680
03/17/2020,Y,REP,DAD,4,45-59,2044
03/15/2016,A,DEM,DES,4,45-59,2
03/17/2020,A,DEM,DES,4,45-59,2
03/15/2016,E,DEM,DES,4,45-59,4
03/17/2020,E,DEM,DES,4,45-59,4
03/15/2016,Y,DEM,DES,4,45-59,13
03/17/2020,Y,DEM,DES,4,45-59,11
03/17/2020,E,REP,DES,4,45-59,1
03/15/2016,Y,REP,DES,4,45-59,3
03/17/2020,Y,REP,DES,4,45-59,4
03/17/2020,A,DEM,DIX,4,45-59,1
03/17/2020,Y,DEM,DIX,4,45-59,1
03/17/2020,E,REP,DIX,4,45-59,1
03/15/2016,Y,REP,DIX,4,45-59,3
03/15/2016,A,DEM,DUV,4,45-59,98
03/17/2020,A,DEM,DUV,4,45-59,165
03/15/2016,B,DEM,DUV,4,45-59,6
03/17/2020,B,DEM,DUV,4,45-59,4
03/15/2016,E,DEM,DUV,4,45-59,148
03/17/2020,E,DEM,DUV,4,45-59,228
03/15/2016,P,DEM,DUV,4,45-59,5
03/17/2020,P,DEM,DUV,4,45-59,9
03/15/2016,Y,DEM,DUV,4,45-59,361
03/17/2020,Y,DEM,DUV,4,45-59,367
03/15/2016,A,REP,DUV,4,45-59,141
03/17/2020,A,REP,DUV,4,45-59,100
03/15/2016,B,REP,DUV,4,45-59,9
03/17/2020,B,REP,DUV,4,45-59,2
03/15/2016,E,REP,DUV,4,45-59,180
03/17/2020,E,REP,DUV,4,45-59,111
03/15/2016,P,REP,DUV,4,45-59,7
03/17/2020,P,REP,DUV,4,45-59,1
03/15/2016,Y,REP,DUV,4,45-59,500
03/17/2020,Y,REP,DUV,4,45-59,172
03/15/2016,A,DEM,ESC,4,45-59,19
03/17/2020,A,DEM,ESC,4,45-59,32
03/15/2016,B,DEM,ESC,4,45-59,1
03/17/2020,B,DEM,ESC,4,45-59,1
03/15/2016,E,DEM,ESC,4,45-59,14
03/17/2020,E,DEM,ESC,4,45-59,19
03/15/2016,Y,DEM,ESC,4,45-59,52
03/17/2020,Y,DEM,ESC,4,45-59,39
03/15/2016,A,REP,ESC,4,45-59,30
03/17/2020,A,REP,ESC,4,45-59,49
03/15/2016,B,REP,ESC,4,45-59,1
03/15/2016,E,REP,ESC,4,45-59,25
03/17/2020,E,REP,ESC,4,45-59,14
03/15/2016,P,REP,ESC,4,45-59,1
03/15/2016,Y,REP,ESC,4,45-59,105
03/17/2020,Y,REP,ESC,4,45-59,40
03/15/2016,A,DEM,FLA,4,45-59,15
03/17/2020,A,DEM,FLA,4,45-59,35
03/15/2016,B,DEM,FLA,4,45-59,1
03/17/2020,B,DEM,FLA,4,45-59,1
03/15/2016,E,DEM,FLA,4,45-59,35
03/17/2020,E,DEM,FLA,4,45-59,36
03/17/2020,P,DEM,FLA,4,45-59,2
03/15/2016,Y,DEM,FLA,4,45-59,46
03/17/2020,Y,DEM,FLA,4,45-59,50
03/15/2016,A,REP,FLA,4,45-59,15
03/17/2020,A,REP,FLA,4,45-59,31
03/15/2016,E,REP,FLA,4,45-59,37
03/17/2020,E,REP,FLA,4,45-59,16
03/15/2016,Y,REP,FLA,4,45-59,62
03/17/2020,Y,REP,FLA,4,45-59,26
03/17/2020,A,DEM,FRA,4,45-59,1
03/15/2016,E,DEM,FRA,4,45-59,1
03/17/2020,E,DEM,FRA,4,45-59,1
03/15/2016,Y,DEM,FRA,4,45-59,4
03/15/2016,Y,REP,FRA,4,45-59,2
03/17/2020,A,DEM,GAD,4,45-59,2
03/17/2020,B,DEM,GAD,4,45-59,1
03/15/2016,E,DEM,GAD,4,45-59,4
03/15/2016,Y,DEM,GAD,4,45-59,14
03/17/2020,Y,DEM,GAD,4,45-59,17
03/17/2020,A,REP,GAD,4,45-59,2
03/15/2016,Y,REP,GAD,4,45-59,8
03/17/2020,Y,REP,GAD,4,45-59,1
03/15/2016,A,DEM,GIL,4,45-59,1
03/15/2016,Y,DEM,GIL,4,45-59,2
03/17/2020,Y,DEM,GIL,4,45-59,4
03/17/2020,E,REP,GIL,4,45-59,1
03/15/2016,Y,REP,GIL,4,45-59,8
03/17/2020,Y,REP,GIL,4,45-59,3
03/15/2016,A,DEM,GLA,4,45-59,1
03/15/2016,E,DEM,GLA,4,45-59,1
03/15/2016,Y,DEM,GLA,4,45-59,4
03/17/2020,Y,DEM,GLA,4,45-59,6
03/15/2016,A,REP,GLA,4,45-59,1
03/15/2016,E,REP,GLA,4,45-59,1
03/15/2016,Y,REP,GLA,4,45-59,8
03/17/2020,Y,REP,GLA,4,45-59,3
03/15/2016,Y,DEM,GUL,4,45-59,1
03/15/2016,E,REP,GUL,4,45-59,2
03/17/2020,E,REP,GUL,4,45-59,1
03/15/2016,Y,REP,GUL,4,45-59,4
03/17/2020,Y,REP,GUL,4,45-59,1
03/15/2016,Y,DEM,HAM,4,45-59,1
03/15/2016,A,REP,HAM,4,45-59,1
03/17/2020,A,REP,HAM,4,45-59,1
03/15/2016,Y,REP,HAM,4,45-59,1
03/15/2016,A,DEM,HAR,4,45-59,2
03/17/2020,A,DEM,HAR,4,45-59,3
03/15/2016,E,DEM,HAR,4,45-59,8
03/17/2020,E,DEM,HAR,4,45-59,4
03/15/2016,Y,DEM,HAR,4,45-59,28
03/17/2020,Y,DEM,HAR,4,45-59,13
03/15/2016,E,REP,HAR,4,45-59,9
03/17/2020,E,REP,HAR,4,45-59,5
03/15/2016,Y,REP,HAR,4,45-59,25
03/17/2020,Y,REP,HAR,4,45-59,12
03/15/2016,A,DEM,HEN,4,45-59,7
03/17/2020,A,DEM,HEN,4,45-59,14
03/15/2016,E,DEM,HEN,4,45-59,32
03/17/2020,E,DEM,HEN,4,45-59,22
03/15/2016,Y,DEM,HEN,4,45-59,36
03/17/2020,Y,DEM,HEN,4,45-59,30
03/15/2016,A,REP,HEN,4,45-59,9
03/17/2020,A,REP,HEN,4,45-59,21
03/15/2016,E,REP,HEN,4,45-59,28
03/17/2020,E,REP,HEN,4,45-59,25
03/15/2016,Y,REP,HEN,4,45-59,63
03/17/2020,Y,REP,HEN,4,45-59,27
03/15/2016,A,DEM,HER,4,45-59,71
03/17/2020,A,DEM,HER,4,45-59,131
03/15/2016,B,DEM,HER,4,45-59,1
03/17/2020,B,DEM,HER,4,45-59,3
03/15/2016,E,DEM,HER,4,45-59,31
03/17/2020,E,DEM,HER,4,45-59,35
03/15/2016,Y,DEM,HER,4,45-59,126
03/17/2020,Y,DEM,HER,4,45-59,110
03/15/2016,A,REP,HER,4,45-59,38
03/17/2020,A,REP,HER,4,45-59,70
03/17/2020,B,REP,HER,4,45-59,2
03/15/2016,E,REP,HER,4,45-59,45
03/17/2020,E,REP,HER,4,45-59,9
03/15/2016,Y,REP,HER,4,45-59,109
03/17/2020,Y,REP,HER,4,45-59,51
03/15/2016,A,DEM,HIG,4,45-59,15
03/17/2020,A,DEM,HIG,4,45-59,50
03/15/2016,B,DEM,HIG,4,45-59,1
03/15/2016,E,DEM,HIG,4,45-59,13
03/17/2020,E,DEM,HIG,4,45-59,9
03/15/2016,Y,DEM,HIG,4,45-59,67
03/17/2020,Y,DEM,HIG,4,45-59,31
03/15/2016,A,REP,HIG,4,45-59,25
03/17/2020,A,REP,HIG,4,45-59,38
03/15/2016,E,REP,HIG,4,45-59,22
03/17/2020,E,REP,HIG,4,45-59,8
03/15/2016,Y,REP,HIG,4,45-59,68
03/17/2020,Y,REP,HIG,4,45-59,22
03/15/2016,A,DEM,HIL,4,45-59,1098
03/17/2020,A,DEM,HIL,4,45-59,1867
03/15/2016,B,DEM,HIL,4,45-59,31
03/17/2020,B,DEM,HIL,4,45-59,52
03/15/2016,E,DEM,HIL,4,45-59,616
03/17/2020,E,DEM,HIL,4,45-59,736
03/15/2016,P,DEM,HIL,4,45-59,44
03/17/2020,P,DEM,HIL,4,45-59,12
03/15/2016,Y,DEM,HIL,4,45-59,1690
03/17/2020,Y,DEM,HIL,4,45-59,1149
03/15/2016,A,REP,HIL,4,45-59,732
03/17/2020,A,REP,HIL,4,45-59,975
03/15/2016,B,REP,HIL,4,45-59,16
03/17/2020,B,REP,HIL,4,45-59,17
03/15/2016,E,REP,HIL,4,45-59,633
03/17/2020,E,REP,HIL,4,45-59,212
03/15/2016,P,REP,HIL,4,45-59,37
03/17/2020,P,REP,HIL,4,45-59,1
03/15/2016,Y,REP,HIL,4,45-59,1367
03/17/2020,Y,REP,HIL,4,45-59,350
03/15/2016,E,DEM,HOL,4,45-59,2
03/17/2020,E,DEM,HOL,4,45-59,1
03/15/2016,A,REP,HOL,4,45-59,1
03/17/2020,A,REP,HOL,4,45-59,1
03/15/2016,E,REP,HOL,4,45-59,2
03/15/2016,Y,REP,HOL,4,45-59,1
03/17/2020,Y,REP,HOL,4,45-59,2
03/15/2016,A,DEM,IND,4,45-59,18
03/17/2020,A,DEM,IND,4,45-59,47
03/17/2020,B,DEM,IND,4,45-59,1
03/15/2016,E,DEM,IND,4,45-59,24
03/17/2020,E,DEM,IND,4,45-59,33
03/15/2016,Y,DEM,IND,4,45-59,64
03/17/2020,Y,DEM,IND,4,45-59,59
03/15/2016,A,REP,IND,4,45-59,18
03/17/2020,A,REP,IND,4,45-59,34
03/17/2020,B,REP,IND,4,45-59,2
03/15/2016,E,REP,IND,4,45-59,25
03/17/2020,E,REP,IND,4,45-59,9
03/15/2016,Y,REP,IND,4,45-59,72
03/17/2020,Y,REP,IND,4,45-59,24
03/17/2020,A,DEM,JAC,4,45-59,2
03/17/2020,E,DEM,JAC,4,45-59,3
03/15/2016,Y,DEM,JAC,4,45-59,3
03/17/2020,Y,DEM,JAC,4,45-59,1
03/15/2016,A,REP,JAC,4,45-59,1
03/17/2020,A,REP,JAC,4,45-59,4
03/15/2016,E,REP,JAC,4,45-59,5
03/17/2020,E,REP,JAC,4,45-59,1
03/15/2016,Y,REP,JAC,4,45-59,10
03/17/2020,Y,REP,JAC,4,45-59,4
03/15/2016,A,DEM,JEF,4,45-59,1
03/17/2020,A,DEM,JEF,4,45-59,1
03/17/2020,Y,DEM,JEF,4,45-59,2
03/15/2016,Y,REP,JEF,4,45-59,1
03/17/2020,Y,REP,JEF,4,45-59,3
03/15/2016,Y,DEM,LAF,4,45-59,1
03/15/2016,A,REP,LAF,4,45-59,1
03/15/2016,E,REP,LAF,4,45-59,1
03/17/2020,E,REP,LAF,4,45-59,1
03/15/2016,Y,REP,LAF,4,45-59,1
03/17/2020,Y,REP,LAF,4,45-59,1
03/15/2016,A,DEM,LAK,4,45-59,38
03/17/2020,A,DEM,LAK,4,45-59,111
03/15/2016,B,DEM,LAK,4,45-59,4
03/17/2020,B,DEM,LAK,4,45-59,2
03/15/2016,E,DEM,LAK,4,45-59,103
03/17/2020,E,DEM,LAK,4,45-59,157
03/15/2016,P,DEM,LAK,4,45-59,1
03/17/2020,P,DEM,LAK,4,45-59,8
03/15/2016,Y,DEM,LAK,4,45-59,281
03/17/2020,Y,DEM,LAK,4,45-59,224
03/15/2016,A,REP,LAK,4,45-59,47
03/17/2020,A,REP,LAK,4,45-59,40
03/15/2016,B,REP,LAK,4,45-59,1
03/17/2020,B,REP,LAK,4,45-59,7
03/15/2016,E,REP,LAK,4,45-59,95
03/17/2020,E,REP,LAK,4,45-59,69
03/15/2016,Y,REP,LAK,4,45-59,262
03/17/2020,Y,REP,LAK,4,45-59,107
03/15/2016,A,DEM,LEE,4,45-59,300
03/17/2020,A,DEM,LEE,4,45-59,460
03/15/2016,B,DEM,LEE,4,45-59,10
03/17/2020,B,DEM,LEE,4,45-59,11
03/15/2016,E,DEM,LEE,4,45-59,169
03/17/2020,E,DEM,LEE,4,45-59,151
03/15/2016,P,DEM,LEE,4,45-59,8
03/15/2016,Y,DEM,LEE,4,45-59,421
03/17/2020,Y,DEM,LEE,4,45-59,326
03/15/2016,A,REP,LEE,4,45-59,316
03/17/2020,A,REP,LEE,4,45-59,284
03/15/2016,B,REP,LEE,4,45-59,10
03/17/2020,B,REP,LEE,4,45-59,8
03/15/2016,E,REP,LEE,4,45-59,162
03/17/2020,E,REP,LEE,4,45-59,43
03/15/2016,P,REP,LEE,4,45-59,7
03/15/2016,Y,REP,LEE,4,45-59,393
03/17/2020,Y,REP,LEE,4,45-59,106
03/15/2016,A,DEM,LEO,4,45-59,27
03/17/2020,A,DEM,LEO,4,45-59,44
03/15/2016,E,DEM,LEO,4,45-59,56
03/17/2020,E,DEM,LEO,4,45-59,72
03/15/2016,P,DEM,LEO,4,45-59,3
03/15/2016,Y,DEM,LEO,4,45-59,85
03/17/2020,Y,DEM,LEO,4,45-59,85
03/15/2016,A,REP,LEO,4,45-59,22
03/17/2020,A,REP,LEO,4,45-59,21
03/15/2016,E,REP,LEO,4,45-59,48
03/17/2020,E,REP,LEO,4,45-59,24
03/15/2016,P,REP,LEO,4,45-59,3
03/15/2016,Y,REP,LEO,4,45-59,84
03/17/2020,Y,REP,LEO,4,45-59,33
03/17/2020,A,DEM,LEV,4,45-59,5
03/15/2016,E,DEM,LEV,4,45-59,4
03/17/2020,E,DEM,LEV,4,45-59,2
03/15/2016,Y,DEM,LEV,4,45-59,13
03/17/2020,Y,DEM,LEV,4,45-59,5
03/15/2016,A,REP,LEV,4,45-59,4
03/17/2020,A,REP,LEV,4,45-59,3
03/17/2020,B,REP,LEV,4,45-59,1
03/15/2016,E,REP,LEV,4,45-59,1
03/17/2020,E,REP,LEV,4,45-59,4
03/15/2016,P,REP,LEV,4,45-59,1
03/15/2016,Y,REP,LEV,4,45-59,11
03/17/2020,Y,REP,LEV,4,45-59,2
03/17/2020,E,DEM,LIB,4,45-59,1
03/17/2020,Y,DEM,LIB,4,45-59,1
03/17/2020,A,REP,LIB,4,45-59,1
03/15/2016,E,REP,LIB,4,45-59,1
03/15/2016,Y,REP,LIB,4,45-59,1
03/15/2016,A,DEM,MAD,4,45-59,1
03/15/2016,E,DEM,MAD,4,45-59,1
03/17/2020,E,DEM,MAD,4,45-59,2
03/15/2016,Y,DEM,MAD,4,45-59,1
03/17/2020,Y,DEM,MAD,4,45-59,1
03/15/2016,E,REP,MAD,4,45-59,2
03/17/2020,E,REP,MAD,4,45-59,3
03/15/2016,Y,REP,MAD,4,45-59,3
03/15/2016,A,DEM,MAN,4,45-59,67
03/17/2020,A,DEM,MAN,4,45-59,200
03/15/2016,B,DEM,MAN,4,45-59,1
03/17/2020,B,DEM,MAN,4,45-59,9
03/15/2016,E,DEM,MAN,4,45-59,58
03/17/2020,E,DEM,MAN,4,45-59,46
03/15/2016,P,DEM,MAN,4,45-59,4
03/15/2016,Y,DEM,MAN,4,45-59,199
03/17/2020,Y,DEM,MAN,4,45-59,181
03/15/2016,A,REP,MAN,4,45-59,68
03/17/2020,A,REP,MAN,4,45-59,110
03/15/2016,B,REP,MAN,4,45-59,5
03/17/2020,B,REP,MAN,4,45-59,6
03/15/2016,E,REP,MAN,4,45-59,48
03/17/2020,E,REP,MAN,4,45-59,18
03/15/2016,P,REP,MAN,4,45-59,1
03/17/2020,P,REP,MAN,4,45-59,1
03/15/2016,Y,REP,MAN,4,45-59,174
03/17/2020,Y,REP,MAN,4,45-59,65
03/15/2016,A,DEM,MON,4,45-59,63
03/17/2020,A,DEM,MON,4,45-59,65
03/15/2016,B,DEM,MON,4,45-59,2
03/17/2020,B,DEM,MON,4,45-59,1
03/15/2016,E,DEM,MON,4,45-59,31
03/17/2020,E,DEM,MON,4,45-59,34
03/15/2016,Y,DEM,MON,4,45-59,96
03/17/2020,Y,DEM,MON,4,45-59,74
03/15/2016,A,REP,MON,4,45-59,85
03/17/2020,A,REP,MON,4,45-59,103
03/15/2016,B,REP,MON,4,45-59,2
03/17/2020,B,REP,MON,4,45-59,1
03/15/2016,E,REP,MON,4,45-59,38
03/17/2020,E,REP,MON,4,45-59,14
03/15/2016,P,REP,MON,4,45-59,1
03/15/2016,Y,REP,MON,4,45-59,147
03/17/2020,Y,REP,MON,4,45-59,35
03/15/2016,A,DEM,MRN,4,45-59,53
03/17/2020,A,DEM,MRN,4,45-59,122
03/15/2016,B,DEM,MRN,4,45-59,2
03/17/2020,B,DEM,MRN,4,45-59,4
03/15/2016,E,DEM,MRN,4,45-59,81
03/17/2020,E,DEM,MRN,4,45-59,61
03/15/2016,P,DEM,MRN,4,45-59,2
03/17/2020,P,DEM,MRN,4,45-59,2
03/15/2016,Y,DEM,MRN,4,45-59,370
03/17/2020,Y,DEM,MRN,4,45-59,155
03/15/2016,A,REP,MRN,4,45-59,46
03/17/2020,A,REP,MRN,4,45-59,89
03/15/2016,B,REP,MRN,4,45-59,5
03/17/2020,B,REP,MRN,4,45-59,3
03/15/2016,E,REP,MRN,4,45-59,82
03/17/2020,E,REP,MRN,4,45-59,9
03/15/2016,Y,REP,MRN,4,45-59,307
03/17/2020,Y,REP,MRN,4,45-59,81
03/15/2016,A,DEM,MRT,4,45-59,30
03/17/2020,A,DEM,MRT,4,45-59,38
03/17/2020,B,DEM,MRT,4,45-59,1
03/15/2016,E,DEM,MRT,4,45-59,10
03/17/2020,E,DEM,MRT,4,45-59,22
03/15/2016,Y,DEM,MRT,4,45-59,58
03/17/2020,Y,DEM,MRT,4,45-59,61
03/15/2016,A,REP,MRT,4,45-59,42
03/17/2020,A,REP,MRT,4,45-59,40
03/15/2016,E,REP,MRT,4,45-59,28
03/17/2020,E,REP,MRT,4,45-59,11
03/15/2016,Y,REP,MRT,4,45-59,103
03/17/2020,Y,REP,MRT,4,45-59,30
03/15/2016,A,DEM,NAS,4,45-59,2
