,,Voting Method,,,,,,
,DODGE - VILLAGE OF THERESA - WARD 3,,61,1,,137,101,
,DOOR - CITY OF STURGEON BAY - WARD 1,,154,7,8,226,153,
,DOOR - CITY OF STURGEON BAY - WARD 10,,150,8,2,251,192,
,DOOR - CITY OF STURGEON BAY - WARD 11,,169,5,2,289,210,
,DOOR - CITY OF STURGEON BAY - WARD 12,1,104,2,2,197,135,
,DOOR - CITY OF STURGEON BAY - WARD 13,,201,11,4,295,202,
,DOOR - CITY OF STURGEON BAY - WARD 14,,265,11,6,335,268,
,DOOR - CITY OF STURGEON BAY - WARD 15,,9,,,13,10,
,DOOR - CITY OF STURGEON BAY - WARD 16,,27,,1,28,25,
,DOOR - CITY OF STURGEON BAY - WARD 18,,5,,,6,3,
,DOOR - CITY OF STURGEON BAY - WARD 19,2,49,,,62,46,
,DOOR - CITY OF STURGEON BAY - WARD 2,,135,4,3,232,144,
,DOOR - CITY OF STURGEON BAY - WARD 20,,41,2,,60,45,
,DOOR - CITY OF STURGEON BAY - WARD 23,,6,,,10,5,
,DOOR - CITY OF STURGEON BAY - WARD 25,,2,,,4,2,
,DOOR - CITY OF STURGEON BAY - WARD 26,,2,,,2,2,
,DOOR - CITY OF STURGEON BAY - WARD 27,,17,,,34,25,
,DOOR - CITY OF STURGEON BAY - WARD 29,,1,,,1,1,
,DOOR - CITY OF STURGEON BAY - WARD 3,,275,11,2,362,271,
,DOOR - CITY OF STURGEON BAY - WARD 30,,2,,,2,,
,DOOR - CITY OF STURGEON BAY - WARD 4,,251,7,4,332,254,
,DOOR - CITY OF STURGEON BAY - WARD 5,,411,19,15,523,414,
,DOOR - CITY OF STURGEON BAY - WARD 6,,136,9,4,182,134,
,DOOR - CITY OF STURGEON BAY - WARD 7,,78,5,,118,88,
,DOOR - CITY OF STURGEON BAY - WARD 8,2,252,22,6,335,260,
,DOOR - CITY OF STURGEON BAY - WARD 9,,205,4,3,309,231,
,DOOR - TOWN OF BAILEYS HARBOR - WARD 1,,238,14,3,313,263,
,DOOR - TOWN OF BAILEYS HARBOR - WARD 2,,323,19,8,405,315,
,DOOR - TOWN OF BRUSSELS - WARD 1,,78,2,,163,123,
,DOOR - TOWN OF BRUSSELS - WARD 2,,179,4,1,317,244,
,DOOR - TOWN OF CLAYBANKS - WARD 1,,127,4,2,216,189,
,DOOR - TOWN OF EGG HARBOR - WARD 1,,284,19,13,468,364,
,DOOR - TOWN OF EGG HARBOR - WARD 2,2,179,16,5,244,209,
,DOOR - TOWN OF EGG HARBOR - WARD 3,,28,11,1,41,32,
,DOOR - TOWN OF FORESTVILLE - WARD 1,,153,3,,235,185,
,DOOR - TOWN OF FORESTVILLE - WARD 2,,87,2,1,182,146,
,DOOR - TOWN OF GARDNER - WARD 1,,191,6,7,343,284,
,DOOR - TOWN OF GARDNER - WARD 2,1,157,8,,287,238,
,DOOR - TOWN OF GIBRALTAR - WARD 1,2,348,25,19,439,355,
,DOOR - TOWN OF GIBRALTAR - WARD 2,2,257,27,3,302,247,
,DOOR - TOWN OF JACKSONPORT - WARD 1,,184,11,3,271,215,
,DOOR - TOWN OF JACKSONPORT - WARD 2,2,116,5,,194,153,
,DOOR - TOWN OF LIBERTY GROVE - WARD 1,,379,35,17,463,372,
,DOOR - TOWN OF LIBERTY GROVE - WARD 2,,282,26,10,336,270,
,DOOR - TOWN OF LIBERTY GROVE - WARD 3,,334,22,7,423,345,
,DOOR - TOWN OF NASEWAUPEE - WARD 1,,286,24,9,463,380,
,DOOR - TOWN OF NASEWAUPEE - WARD 2,,115,5,2,229,183,
,DOOR - TOWN OF NASEWAUPEE - WARD 3,3,183,7,,305,254,
,DOOR - TOWN OF SEVASTOPOL - WARD 1,,215,3,1,312,251,
,DOOR - TOWN OF SEVASTOPOL - WARD 2,,140,14,8,171,141,
,DOOR - TOWN OF SEVASTOPOL - WARD 3,1,367,20,12,450,380,
,DOOR - TOWN OF SEVASTOPOL - WARD 4,,147,8,4,200,168,
,DOOR - TOWN OF SEVASTOPOL - WARD 5,5,347,15,8,421,367,
,DOOR - TOWN OF STURGEON BAY - WARD 1,,91,9,1,214,173,
,DOOR - TOWN OF STURGEON BAY - WARD 2,,64,6,5,212,186,
,DOOR - TOWN OF UNION - WARD 1,1,197,12,6,591,470,
,DOOR - TOWN OF WASHINGTON - WARD 1,1,342,26,13,494,399,
,DOOR - VILLAGE OF EGG HARBOR - WARD 1,,143,18,4,197,163,
,DOOR - VILLAGE OF EPHRAIM - WARD 1,2,168,19,5,240,173,
,DOOR - VILLAGE OF FORESTVILLE - WARD 1,,49,2,3,207,154,
,DOOR - VILLAGE OF SISTER BAY - WARD 1,2,459,29,11,666,504,
,DOUGLAS - CITY OF SUPERIOR - WARD 1,2,333,5,2,566,382,
,DOUGLAS - CITY OF SUPERIOR - WARD 10,,106,3,4,173,122,
,DOUGLAS - CITY OF SUPERIOR - WARD 11,,179,12,5,284,192,
,DOUGLAS - CITY OF SUPERIOR - WARD 12,1,191,9,8,390,256,
,DOUGLAS - CITY OF SUPERIOR - WARD 13,,474,11,12,668,478,
,DOUGLAS - CITY OF SUPERIOR - WARD 14,,120,2,,190,138,
,DOUGLAS - CITY OF SUPERIOR - WARD 15,,56,2,4,107,69,
,DOUGLAS - CITY OF SUPERIOR - WARD 16,,93,3,,160,100,
,DOUGLAS - CITY OF SUPERIOR - WARD 17,16,197,13,8,332,201,
,DOUGLAS - CITY OF SUPERIOR - WARD 18,3,45,1,3,87,47,
,DOUGLAS - CITY OF SUPERIOR - WARD 19,2,42,,,73,38,
,DOUGLAS - CITY OF SUPERIOR - WARD 2,,112,4,,160,121,
,DOUGLAS - CITY OF SUPERIOR - WARD 20,,82,3,2,138,90,
,DOUGLAS - CITY OF SUPERIOR - WARD 21,,217,8,18,394,212,
,DOUGLAS - CITY OF SUPERIOR - WARD 22,,45,,2,111,53,
,DOUGLAS - CITY OF SUPERIOR - WARD 23,1,281,6,10,476,310,
,DOUGLAS - CITY OF SUPERIOR - WARD 24,,19,,,48,40,
,DOUGLAS - CITY OF SUPERIOR - WARD 25,2,77,6,3,124,91,
,DOUGLAS - CITY OF SUPERIOR - WARD 26,,15,,2,31,11,
,DOUGLAS - CITY OF SUPERIOR - WARD 27,3,432,18,10,662,483,
,DOUGLAS - CITY OF SUPERIOR - WARD 28,,160,12,5,227,176,
,DOUGLAS - CITY OF SUPERIOR - WARD 29,,95,,,147,104,
,DOUGLAS - CITY OF SUPERIOR - WARD 3,,243,5,3,336,246,
,DOUGLAS - CITY OF SUPERIOR - WARD 30,3,44,2,,90,52,
,DOUGLAS - CITY OF SUPERIOR - WARD 31,2,49,2,1,90,50,
,DOUGLAS - CITY OF SUPERIOR - WARD 32,15,175,5,5,327,226,
,DOUGLAS - CITY OF SUPERIOR - WARD 4,,67,3,1,129,88,
,DOUGLAS - CITY OF SUPERIOR - WARD 5,5,179,4,2,354,251,
,DOUGLAS - CITY OF SUPERIOR - WARD 6,,191,9,1,332,258,
,DOUGLAS - CITY OF SUPERIOR - WARD 7,1,348,15,7,575,363,
,DOUGLAS - CITY OF SUPERIOR - WARD 8,,199,9,4,309,234,
,DOUGLAS - CITY OF SUPERIOR - WARD 9,,59,4,2,102,68,
,DOUGLAS - TOWN OF AMNICON - WARD 1,,105,2,,196,146,
,DOUGLAS - TOWN OF AMNICON - WARD 2,1,106,1,1,233,170,
,DOUGLAS - TOWN OF BENNETT - WARD 1,,150,1,6,304,210,
,DOUGLAS - TOWN OF BRULE - WARD 1,,52,,5,120,82,
,DOUGLAS - TOWN OF BRULE - WARD 2,,99,3,2,171,121,
,DOUGLAS - TOWN OF CLOVERLAND - WARD 1,,33,2,2,93,64,
,DOUGLAS - TOWN OF DAIRYLAND - WARD 1,,30,,,63,50,
,DOUGLAS - TOWN OF GORDON - WARD 1,,156,1,5,340,258,
,DOUGLAS - TOWN OF HAWTHORNE - WARD 1,,90,5,4,243,163,
,DOUGLAS - TOWN OF HAWTHORNE - WARD 2,,49,4,,125,89,
,DOUGLAS - TOWN OF HIGHLAND - WARD 1,,76,1,5,155,114,
,DOUGLAS - TOWN OF LAKESIDE - WARD 1,,92,,1,250,157,
,DOUGLAS - TOWN OF MAPLE - WARD 1,,110,6,2,272,186,
,DOUGLAS - TOWN OF OAKLAND - WARD 1,,90,3,,216,150,
,DOUGLAS - TOWN OF OAKLAND - WARD 2,,109,4,1,245,181,
,DOUGLAS - TOWN OF PARKLAND - WARD 1,,60,3,2,217,159,
,DOUGLAS - TOWN OF PARKLAND - WARD 2,,93,1,3,224,171,
,DOUGLAS - TOWN OF SOLON SPRINGS - WARD 1,,35,1,,110,72,
,DOUGLAS - TOWN OF SOLON SPRINGS - WARD 2,1,97,10,,236,160,
,DOUGLAS - TOWN OF SOLON SPRINGS - WARD 3,,63,1,1,168,109,
,DOUGLAS - TOWN OF SUMMIT - WARD 1,1,166,2,2,411,267,
,DOUGLAS - TOWN OF SUMMIT - WARD 2,,41,,,68,45,
,DOUGLAS - TOWN OF SUPERIOR - WARD 1,,215,7,7,490,356,
,DOUGLAS - TOWN OF SUPERIOR - WARD 2,,215,10,5,433,307,
,DOUGLAS - TOWN OF WASCOTT - WARD 1,,246,8,7,375,276,
,DOUGLAS - VILLAGE OF LAKE NEBAGAMON - WARD 1,2,206,16,6,307,227,
,DOUGLAS - VILLAGE OF LAKE NEBAGAMON - WARD 2,,87,1,3,184,129,
,DOUGLAS - VILLAGE OF OLIVER - WARD 1,,64,2,,179,111,
,DOUGLAS - VILLAGE OF POPLAR - WARD 1,2,93,3,,241,168,
,DOUGLAS - VILLAGE OF SOLON SPRINGS - WARD 1,,134,9,1,335,210,
,DOUGLAS - VILLAGE OF SUPERIOR - WARD 1,,150,6,,290,218,
,DUNN - CITY OF MENOMONIE - WARD 1,,482,32,14,687,500,
,DUNN - CITY OF MENOMONIE - WARD 10,1,461,22,11,691,452,
,DUNN - CITY OF MENOMONIE - WARD 11,,380,15,14,570,418,
,DUNN - CITY OF MENOMONIE - WARD 2,1,278,16,10,525,349,
,DUNN - CITY OF MENOMONIE - WARD 3,,182,10,10,447,127,
,DUNN - CITY OF MENOMONIE - WARD 4,,124,9,8,341,74,
,DUNN - CITY OF MENOMONIE - WARD 5,,64,4,3,301,29,
,DUNN - CITY OF MENOMONIE - WARD 6,,202,12,15,409,213,
,DUNN - CITY OF MENOMONIE - WARD 7,,52,,2,254,25,
,DUNN - CITY OF MENOMONIE - WARD 8,,186,14,12,369,198,
,DUNN - CITY OF MENOMONIE - WARD 9,1,242,13,9,467,244,
,DUNN - TOWN OF COLFAX - WARD 1,,34,2,2,95,60,
,DUNN - TOWN OF COLFAX - WARD 2,,17,,,44,33,
,DUNN - TOWN OF COLFAX - WARD 3,,130,4,2,266,215,
,DUNN - TOWN OF DUNN - WARD 1,,200,4,7,363,258,
,DUNN - TOWN OF DUNN - WARD 2,,95,,1,153,108,
,DUNN - TOWN OF EAU GALLE - WARD 1,,119,4,4,258,172,
,DUNN - TOWN OF ELK MOUND - WARD 1,,105,2,,236,161,
,DUNN - TOWN OF ELK MOUND - WARD 2,,28,,,72,40,
,DUNN - TOWN OF ELK MOUND - WARD 3,,182,5,4,321,228,
,DUNN - TOWN OF GRANT - WARD 1,,35,,,62,51,
,DUNN - TOWN OF GRANT - WARD 2,,51,,1,127,92,
,DUNN - TOWN OF HAY RIVER - WARD 1,,40,,6,122,91,
,DUNN - TOWN OF HAY RIVER - WARD 2,,33,,1,81,61,
,DUNN - TOWN OF LUCAS - WARD 1,,99,1,6,257,185,
,DUNN - TOWN OF MENOMONIE - WARD 1,,53,5,1,126,92,
,DUNN - TOWN OF MENOMONIE - WARD 2,,292,13,9,472,354,
,DUNN - TOWN OF MENOMONIE - WARD 3,,379,8,8,614,474,
,DUNN - TOWN OF NEW HAVEN - WARD 1,,79,3,7,219,134,
,DUNN - TOWN OF OTTER CREEK - WARD 1,,80,1,,177,131,
,DUNN - TOWN OF PERU - WARD 1,,47,,2,82,63,
,DUNN - TOWN OF RED CEDAR - WARD 1,,303,5,10,574,410,
,DUNN - TOWN OF RED CEDAR - WARD 2,1,112,3,2,196,136,
,DUNN - TOWN OF RED CEDAR - WARD 3,,18,2,,29,22,
,DUNN - TOWN OF ROCK CREEK - WARD 1,,169,7,1,391,287,
,DUNN - TOWN OF SAND CREEK - WARD 1,1,118,,2,217,148,
,DUNN - TOWN OF SHERIDAN - WARD 1,,63,2,3,166,125,
,DUNN - TOWN OF SHERMAN - WARD 1,,147,5,7,356,261,
,DUNN - TOWN OF SPRING BROOK - WARD 1,,49,,,94,74,
,DUNN - TOWN OF SPRING BROOK - WARD 2,1,277,6,4,541,401,
,DUNN - TOWN OF STANTON - WARD 1,,110,4,5,266,172,
,DUNN - TOWN OF TAINTER - WARD 1,,78,3,1,157,109,
,DUNN - TOWN OF TAINTER - WARD 2,,307,14,16,536,385,
,DUNN - TOWN OF TAINTER - WARD 3,,182,9,7,324,233,
,DUNN - TOWN OF TIFFANY - WARD 1,,23,2,,44,36,
,DUNN - TOWN OF TIFFANY - WARD 2,,78,6,5,182,126,
,DUNN - TOWN OF WESTON - WARD 1,,44,,,109,81,
,DUNN - TOWN OF WESTON - WARD 2,,39,,,88,69,
,DUNN - TOWN OF WILSON - WARD 1,,59,,,169,126,
,DUNN - VILLAGE OF BOYCEVILLE - WARD 1,,92,3,4,262,179,
,DUNN - VILLAGE OF COLFAX - WARD 1,,166,2,5,277,184,
,DUNN - VILLAGE OF COLFAX - WARD 2,,53,,,98,69,
,DUNN - VILLAGE OF DOWNING - WARD 1,,13,,,61,42,
,DUNN - VILLAGE OF ELK MOUND - WARD 1,,123,4,2,268,178,
,DUNN - VILLAGE OF KNAPP - WARD 1,,71,1,2,149,120,
,DUNN - VILLAGE OF RIDGELAND - WARD 1,,18,1,,74,50,
,DUNN - VILLAGE OF WHEELER - WARD 1,,14,1,1,65,43,
,EAU CLAIRE - CITY OF ALTOONA - WARD 1,,363,14,5,493,373,
,EAU CLAIRE - CITY OF ALTOONA - WARD 10,,133,5,1,177,112,
,EAU CLAIRE - CITY OF ALTOONA - WARD 11,1,437,9,6,537,420,
,EAU CLAIRE - CITY OF ALTOONA - WARD 13,,2,,,2,1,
,EAU CLAIRE - CITY OF ALTOONA - WARD 15,,4,,2,4,,
,EAU CLAIRE - CITY OF ALTOONA - WARD 2,,198,8,1,289,196,
,EAU CLAIRE - CITY OF ALTOONA - WARD 3,,84,6,3,127,79,
,EAU CLAIRE - CITY OF ALTOONA - WARD 4,,193,10,1,266,206,
,EAU CLAIRE - CITY OF ALTOONA - WARD 5,,212,7,3,268,213,
,EAU CLAIRE - CITY OF ALTOONA - WARD 6,,100,,1,151,111,
,EAU CLAIRE - CITY OF ALTOONA - WARD 7,,218,,,312,232,
,EAU CLAIRE - CITY OF ALTOONA - WARD 8,1,92,1,,123,79,
,EAU CLAIRE - CITY OF ALTOONA - WARD 9,1,213,8,2,287,215,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 1,,39,1,3,74,60,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 2,1,84,1,1,127,94,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 3,,27,1,,64,46,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 4,,46,2,,102,73,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 5,,19,1,,59,48,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 1,,188,3,10,337,183,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 10,,468,14,10,832,528,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 11,,537,20,12,774,581,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 12,1,888,20,12,1297,996,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 13,,161,8,3,286,199,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 14,2,583,15,8,899,635,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 15,,598,25,21,880,629,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 17,2,772,39,30,1121,810,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 18,1,313,21,13,404,315,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 19,1,224,10,7,340,250,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 2,1,241,14,26,479,165,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 20,,123,4,1,677,71,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 21,3,382,12,13,694,406,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 22,,191,5,5,298,221,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 23,1,774,27,13,1113,818,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 24,,6,1,1,65,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 25,2,808,14,15,1116,883,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 26,,288,7,8,444,307,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 27,,74,,,114,91,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 28,,225,6,,301,231,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 29,,528,7,10,912,625,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 3,1,956,56,57,1485,799,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 30,,529,19,14,808,538,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 31,,486,22,24,814,388,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 32,,541,16,13,814,565,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 33,3,209,11,11,309,249,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 34,,160,3,6,298,180,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 35,2,508,16,11,737,576,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 36,,163,9,5,233,174,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 37,,300,4,2,447,340,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 38,3,322,19,7,504,311,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 39,,464,22,16,689,481,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 4,,217,4,2,361,255,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 42,,160,,1,235,165,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 43,4,150,11,,218,176,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 44,,34,2,,60,41,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 45,1,193,7,2,282,200,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 46,1,393,16,16,696,397,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 47,,167,4,4,264,203,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 48,,142,7,3,262,126,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 49,,233,12,6,322,241,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 5,1,176,10,14,645,70,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 50,,3,,,3,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 51,,,,,1,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 52,,,,,1,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 55,,1,,1,3,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 57,,3,,,6,7,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 58,,1,,,1,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 6,,283,15,21,663,166,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 65,1,25,,,28,24,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 66,,1,,,1,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 69,,2,,,4,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 7,,374,6,6,565,422,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 72,,5,,,5,5,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 74,,,,,3,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 8,2,419,7,10,609,467,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 9,2,157,5,9,301,163,
,EAU CLAIRE - TOWN OF BRIDGE CREEK - WARD 1,2,166,8,3,341,270,
,EAU CLAIRE - TOWN OF BRIDGE CREEK - WARD 2,,53,,1,108,83,
,EAU CLAIRE - TOWN OF BRUNSWICK - WARD 1,,226,3,8,393,331,
,EAU CLAIRE - TOWN OF BRUNSWICK - WARD 2,2,245,8,3,449,316,
,EAU CLAIRE - TOWN OF CLEAR CREEK - WARD 1,,77,1,1,176,140,
,EAU CLAIRE - TOWN OF CLEAR CREEK - WARD 2,,55,1,5,145,112,
,EAU CLAIRE - TOWN OF DRAMMEN - WARD 1,,137,3,2,337,259,
,EAU CLAIRE - TOWN OF FAIRCHILD - WARD 1,,50,3,1,111,84,
,EAU CLAIRE - TOWN OF LINCOLN - WARD 1,,139,1,2,327,253,
,EAU CLAIRE - TOWN OF LINCOLN - WARD 2,,67,,1,137,115,
,EAU CLAIRE - TOWN OF LUDINGTON - WARD 1,,188,6,,442,341,
,EAU CLAIRE - TOWN OF OTTER CREEK - WARD 1,,75,,,174,148,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 1,,216,4,2,389,312,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 2,,195,7,5,326,244,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 3,,321,3,7,489,373,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 4,,343,14,15,540,405,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 1,,310,8,3,432,323,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 2,,20,,,22,20,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 3,,36,,,61,42,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 4,,245,3,3,381,290,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 5,,97,2,,157,113,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 6,,295,5,1,422,319,
,EAU CLAIRE - TOWN OF UNION - WARD 1,,159,4,1,306,221,
,EAU CLAIRE - TOWN OF UNION - WARD 2,,241,2,7,400,325,
,EAU CLAIRE - TOWN OF UNION - WARD 3,,154,1,1,265,200,
,EAU CLAIRE - TOWN OF UNION - WARD 4,,56,2,,98,74,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 1,1,68,7,,98,73,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 10,4,124,6,1,179,145,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 11,4,153,2,,259,194,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 12,2,281,1,6,443,343,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 13,,12,,,21,19,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 2,12,427,12,9,528,419,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 3,,35,2,,42,31,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 4,4,108,6,3,135,104,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 5,8,358,13,5,450,355,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 6,1,37,1,3,63,36,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 7,2,172,5,5,254,180,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 8,10,402,9,12,548,428,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 9,7,275,14,12,363,298,
,EAU CLAIRE - TOWN OF WILSON - WARD 1,,48,1,,123,86,
,EAU CLAIRE - VILLAGE OF FAIRCHILD - WARD 1,,43,1,1,137,88,
,EAU CLAIRE - VILLAGE OF FALL CREEK - WARD 1,,143,2,1,278,198,
,EAU CLAIRE - VILLAGE OF FALL CREEK - WARD 2,,173,3,2,276,195,
,FLORENCE - TOWN OF AURORA - WARD 1,,67,2,,137,87,
,FLORENCE - TOWN OF AURORA - WARD 2,,88,2,3,153,109,
,FLORENCE - TOWN OF AURORA - WARD 3,1,54,1,1,85,56,
,FLORENCE - TOWN OF COMMONWEALTH - WARD 1,,42,1,,78,53,
,FLORENCE - TOWN OF COMMONWEALTH - WARD 2,,18,,,37,29,
,FLORENCE - TOWN OF COMMONWEALTH - WARD 3,,21,1,,27,22,
,FLORENCE - TOWN OF FENCE - WARD 1,,71,,,86,54,
,FLORENCE - TOWN OF FERN - WARD 1,,61,5,,100,68,
,FLORENCE - TOWN OF FLORENCE - WARD 1,,67,1,,115,83,
,FLORENCE - TOWN OF FLORENCE - WARD 2,,162,20,7,214,142,
,FLORENCE - TOWN OF FLORENCE - WARD 3,,71,5,,117,82,
,FLORENCE - TOWN OF FLORENCE - WARD 4,,2,,,2,2,
,FLORENCE - TOWN OF FLORENCE - WARD 5,,108,7,1,166,125,
,FLORENCE - TOWN OF FLORENCE - WARD 6,,114,2,2,166,95,
,FLORENCE - TOWN OF FLORENCE - WARD 7,,59,1,2,82,59,
,FLORENCE - TOWN OF HOMESTEAD - WARD 1,8,93,2,2,169,124,
,FLORENCE - TOWN OF LONG LAKE - WARD 1,30,39,,,80,64,
,FLORENCE - TOWN OF TIPLER - WARD 1,23,42,1,1,66,58,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 1,,260,24,17,429,302,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 10,,439,18,5,671,481,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 11,,218,9,8,330,214,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 12,,540,13,5,707,564,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 13,,201,2,4,367,222,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 14,1,540,24,4,770,654,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 15,1,432,25,11,543,445,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 16,,354,6,9,467,364,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 17,1,145,9,1,177,144,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 18,,60,4,1,69,57,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 19,,341,8,10,529,400,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 2,1,244,13,7,399,299,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 21,,345,12,,599,416,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 22,,595,35,9,809,659,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 23,,621,17,9,818,668,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 24,,659,26,11,894,739,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 25,,748,31,12,1030,833,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 3,1,527,18,4,773,627,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 4,,252,7,8,458,310,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 5,,702,28,13,939,756,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 6,,406,13,1,635,481,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 7,1,268,10,3,451,315,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 8,,358,6,5,602,449,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 9,,295,7,4,425,306,
,FOND DU LAC - CITY OF RIPON - WARD 1,,165,5,7,233,182,
,FOND DU LAC - CITY OF RIPON - WARD 10,,153,6,2,232,165,
,FOND DU LAC - CITY OF RIPON - WARD 11,,211,7,1,338,260,
,FOND DU LAC - CITY OF RIPON - WARD 2,,153,6,4,253,185,
