,,Voting Method,,,,,,
,BAYFIELD - TOWN OF HUGHES - WARD 1,,103,3,3,170,106,
,BAYFIELD - TOWN OF IRON RIVER - WARD 1,,67,5,4,113,73,
,BAYFIELD - TOWN OF IRON RIVER - WARD 2,,186,7,1,278,176,
,BAYFIELD - TOWN OF KELLY - WARD 1,,87,,,137,97,
,BAYFIELD - TOWN OF KEYSTONE - WARD 1,,77,,,132,90,
,BAYFIELD - TOWN OF LINCOLN - WARD 1,,102,5,2,127,93,
,BAYFIELD - TOWN OF MASON - WARD 1,,56,,1,96,66,
,BAYFIELD - TOWN OF NAMAKAGON - WARD 1,,116,4,,150,109,
,BAYFIELD - TOWN OF ORIENTA - WARD 1,,35,,,70,45,
,BAYFIELD - TOWN OF OULU - WARD 1,,149,,,229,163,
,BAYFIELD - TOWN OF PILSEN - WARD 1,,52,,2,98,66,
,BAYFIELD - TOWN OF PORT WING - WARD 1,,151,3,,195,143,
,BAYFIELD - TOWN OF RUSSELL - WARD 1,,107,1,5,211,97,
,BAYFIELD - TOWN OF RUSSELL - WARD 2,,57,1,1,96,60,
,BAYFIELD - TOWN OF TRIPP - WARD 1,,56,1,,91,57,
,BAYFIELD - TOWN OF WASHBURN - WARD 1,,205,1,4,262,163,
,BAYFIELD - VILLAGE OF MASON - WARD 1,,15,,,27,14,
,BROWN - CITY OF DE PERE - WARD 1,1,584,15,7,613,450,
,BROWN - CITY OF DE PERE - WARD 10,,458,5,7,493,361,
,BROWN - CITY OF DE PERE - WARD 11,2,156,2,6,178,81,
,BROWN - CITY OF DE PERE - WARD 12,,415,4,6,451,300,
,BROWN - CITY OF DE PERE - WARD 13,,510,9,5,535,399,
,BROWN - CITY OF DE PERE - WARD 14,,489,5,3,527,401,
,BROWN - CITY OF DE PERE - WARD 15,1,485,4,5,503,347,
,BROWN - CITY OF DE PERE - WARD 16,,2,,,2,2,
,BROWN - CITY OF DE PERE - WARD 18,,5,,,5,3,
,BROWN - CITY OF DE PERE - WARD 2,,547,10,10,564,465,
,BROWN - CITY OF DE PERE - WARD 3,,412,9,8,419,323,
,BROWN - CITY OF DE PERE - WARD 4,,394,10,2,420,289,
,BROWN - CITY OF DE PERE - WARD 5,,134,3,7,141,84,
,BROWN - CITY OF DE PERE - WARD 6,,480,5,9,519,392,
,BROWN - CITY OF DE PERE - WARD 7,,425,6,5,448,336,
,BROWN - CITY OF DE PERE - WARD 8,,326,1,4,351,245,
,BROWN - CITY OF DE PERE - WARD 9,,355,4,5,364,229,
,BROWN - CITY OF GREEN BAY - WARD 1,,3,,,4,2,
,BROWN - CITY OF GREEN BAY - WARD 10,,176,2,2,196,147,
,BROWN - CITY OF GREEN BAY - WARD 11,,234,3,5,250,179,
,BROWN - CITY OF GREEN BAY - WARD 12,,188,2,8,202,154,
,BROWN - CITY OF GREEN BAY - WARD 13,,167,1,5,221,121,
,BROWN - CITY OF GREEN BAY - WARD 14,,160,3,6,185,137,
,BROWN - CITY OF GREEN BAY - WARD 15,,455,6,15,503,330,
,BROWN - CITY OF GREEN BAY - WARD 16,,345,3,13,399,283,
,BROWN - CITY OF GREEN BAY - WARD 17,,251,6,3,271,212,
,BROWN - CITY OF GREEN BAY - WARD 18,,250,3,10,271,222,
,BROWN - CITY OF GREEN BAY - WARD 19,,138,1,5,171,98,
,BROWN - CITY OF GREEN BAY - WARD 2,,495,7,7,504,395,
,BROWN - CITY OF GREEN BAY - WARD 20,,169,1,3,187,136,
,BROWN - CITY OF GREEN BAY - WARD 21,,103,2,2,138,84,
,BROWN - CITY OF GREEN BAY - WARD 22,,79,2,3,78,56,
,BROWN - CITY OF GREEN BAY - WARD 23,,160,4,7,197,125,
,BROWN - CITY OF GREEN BAY - WARD 24,,190,1,5,231,157,
,BROWN - CITY OF GREEN BAY - WARD 25,,210,1,6,254,173,
,BROWN - CITY OF GREEN BAY - WARD 26,,271,9,12,307,175,
,BROWN - CITY OF GREEN BAY - WARD 27,,52,,1,64,37,
,BROWN - CITY OF GREEN BAY - WARD 28,,210,4,6,250,162,
,BROWN - CITY OF GREEN BAY - WARD 29,,325,3,3,368,278,
,BROWN - CITY OF GREEN BAY - WARD 3,1,398,4,9,420,293,
,BROWN - CITY OF GREEN BAY - WARD 30,,276,4,6,320,187,
,BROWN - CITY OF GREEN BAY - WARD 31,,270,2,4,310,230,
,BROWN - CITY OF GREEN BAY - WARD 32,,220,5,1,271,176,
,BROWN - CITY OF GREEN BAY - WARD 33,,179,1,,191,140,
,BROWN - CITY OF GREEN BAY - WARD 34,,345,2,1,376,284,
,BROWN - CITY OF GREEN BAY - WARD 35,,259,3,3,289,220,
,BROWN - CITY OF GREEN BAY - WARD 36,,83,,1,119,69,
,BROWN - CITY OF GREEN BAY - WARD 37,1,221,2,1,232,185,
,BROWN - CITY OF GREEN BAY - WARD 38,,333,,12,375,250,
,BROWN - CITY OF GREEN BAY - WARD 39,,302,1,3,335,244,
,BROWN - CITY OF GREEN BAY - WARD 4,1,744,12,21,771,577,
,BROWN - CITY OF GREEN BAY - WARD 40,,267,1,1,283,211,
,BROWN - CITY OF GREEN BAY - WARD 41,,169,,,181,149,
,BROWN - CITY OF GREEN BAY - WARD 42,,160,2,1,165,125,
,BROWN - CITY OF GREEN BAY - WARD 43,,349,8,3,364,279,
,BROWN - CITY OF GREEN BAY - WARD 44,,511,5,4,553,418,
,BROWN - CITY OF GREEN BAY - WARD 45,,658,18,18,702,564,
,BROWN - CITY OF GREEN BAY - WARD 46,,351,4,7,393,279,
,BROWN - CITY OF GREEN BAY - WARD 47,,516,3,12,557,431,
,BROWN - CITY OF GREEN BAY - WARD 5,,302,7,4,315,241,
,BROWN - CITY OF GREEN BAY - WARD 6,,661,6,10,696,547,
,BROWN - CITY OF GREEN BAY - WARD 7,1,300,4,8,321,234,
,BROWN - CITY OF GREEN BAY - WARD 8,,591,9,12,618,500,
,BROWN - CITY OF GREEN BAY - WARD 9,,151,2,4,171,94,
,BROWN - TOWN OF EATON - WARD 1,,94,,,160,119,
,BROWN - TOWN OF EATON - WARD 2,,204,,,299,224,
,BROWN - TOWN OF GLENMORE - WARD 1,,132,1,1,191,149,
,BROWN - TOWN OF GLENMORE - WARD 2,,77,,,92,74,
,BROWN - TOWN OF GREEN BAY - WARD 1,,206,2,1,277,200,
,BROWN - TOWN OF GREEN BAY - WARD 2,,189,1,3,248,177,
,BROWN - TOWN OF GREEN BAY - WARD 3,,111,,,161,124,
,BROWN - TOWN OF HOLLAND - WARD 1,,141,,,192,139,
,BROWN - TOWN OF HOLLAND - WARD 2,1,224,,,286,227,
,BROWN - TOWN OF HUMBOLDT - WARD 1,,174,,,273,210,
,BROWN - TOWN OF HUMBOLDT - WARD 2,,87,,,122,92,
,BROWN - TOWN OF LAWRENCE - WARD 1,,321,1,,330,234,
,BROWN - TOWN OF LAWRENCE - WARD 2,2,234,5,7,239,168,
,BROWN - TOWN OF LAWRENCE - WARD 3,,165,4,1,169,102,
,BROWN - TOWN OF LAWRENCE - WARD 4,,267,2,5,284,164,
,BROWN - TOWN OF LAWRENCE - WARD 5,,263,,3,272,207,
,BROWN - TOWN OF LAWRENCE - WARD 6,,376,3,,408,300,
,BROWN - TOWN OF LEDGEVIEW - WARD 1,,40,,,44,33,
,BROWN - TOWN OF LEDGEVIEW - WARD 10,2,383,6,9,379,257,
,BROWN - TOWN OF LEDGEVIEW - WARD 2,1,212,5,1,212,175,
,BROWN - TOWN OF LEDGEVIEW - WARD 3,1,178,2,3,176,144,
,BROWN - TOWN OF LEDGEVIEW - WARD 4,1,324,4,6,331,246,
,BROWN - TOWN OF LEDGEVIEW - WARD 5,,265,4,3,272,213,
,BROWN - TOWN OF LEDGEVIEW - WARD 6,1,348,12,10,357,267,
,BROWN - TOWN OF LEDGEVIEW - WARD 7,,196,3,3,189,147,
,BROWN - TOWN OF LEDGEVIEW - WARD 8,,222,4,3,225,181,
,BROWN - TOWN OF LEDGEVIEW - WARD 9,,215,4,2,225,148,
,BROWN - TOWN OF MORRISON - WARD 1,,127,1,,189,151,
,BROWN - TOWN OF MORRISON - WARD 2,1,179,,1,244,186,
,BROWN - TOWN OF NEW DENMARK - WARD 1,,84,1,,130,94,
,BROWN - TOWN OF NEW DENMARK - WARD 2,,168,,,214,177,
,BROWN - TOWN OF NEW DENMARK - WARD 3,,92,2,1,125,87,
,BROWN - TOWN OF PITTSFIELD - WARD 1,,236,1,2,285,201,
,BROWN - TOWN OF PITTSFIELD - WARD 2,,225,,3,272,215,
,BROWN - TOWN OF PITTSFIELD - WARD 3,,277,4,5,321,243,
,BROWN - TOWN OF ROCKLAND - WARD 1,,178,6,2,200,155,
,BROWN - TOWN OF ROCKLAND - WARD 2,,162,1,,186,155,
,BROWN - TOWN OF ROCKLAND - WARD 3,,265,1,2,300,232,
,BROWN - TOWN OF SCOTT - WARD 1,,268,2,3,312,236,
,BROWN - TOWN OF SCOTT - WARD 2,,219,4,4,248,200,
,BROWN - TOWN OF SCOTT - WARD 3,,239,,1,256,205,
,BROWN - TOWN OF SCOTT - WARD 4,1,299,3,2,327,288,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 1,,242,3,1,364,267,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 2,,158,,1,207,167,
,BROWN - TOWN OF WRIGHTSTOWN - WARD 3,,150,1,2,194,132,
,BROWN - VILLAGE OF ALLOUEZ - WARD 1,,355,2,4,385,256,
,BROWN - VILLAGE OF ALLOUEZ - WARD 2,,655,3,7,710,567,
,BROWN - VILLAGE OF ALLOUEZ - WARD 3,,234,4,5,268,201,
,BROWN - VILLAGE OF ALLOUEZ - WARD 4,,716,18,12,739,585,
,BROWN - VILLAGE OF ALLOUEZ - WARD 5,,487,3,5,494,385,
,BROWN - VILLAGE OF ALLOUEZ - WARD 6,,709,6,8,733,574,
,BROWN - VILLAGE OF ALLOUEZ - WARD 7,2,394,3,5,417,328,
,BROWN - VILLAGE OF ALLOUEZ - WARD 8,2,523,7,9,547,403,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 1,,264,4,6,315,212,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 10,,604,6,8,642,526,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 11,,339,4,4,400,279,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 12,2,412,6,8,447,345,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 2,,284,3,4,304,238,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 3,,161,2,2,196,131,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 4,,361,1,1,406,328,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 5,,360,2,2,399,314,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 6,,357,,1,410,320,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 7,,454,5,8,502,399,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 8,,454,1,3,493,389,
,BROWN - VILLAGE OF ASHWAUBENON - WARD 9,2,425,3,3,476,369,
,BROWN - VILLAGE OF BELLEVUE - WARD 1,1,234,9,4,249,162,
,BROWN - VILLAGE OF BELLEVUE - WARD 10,,642,9,11,685,527,
,BROWN - VILLAGE OF BELLEVUE - WARD 2,,153,4,,192,106,
,BROWN - VILLAGE OF BELLEVUE - WARD 3,,194,2,,205,139,
,BROWN - VILLAGE OF BELLEVUE - WARD 4,,259,,3,281,230,
,BROWN - VILLAGE OF BELLEVUE - WARD 5,1,383,7,12,395,296,
,BROWN - VILLAGE OF BELLEVUE - WARD 6,,405,5,3,421,332,
,BROWN - VILLAGE OF BELLEVUE - WARD 7,,542,3,5,586,455,
,BROWN - VILLAGE OF BELLEVUE - WARD 8,,436,6,6,445,380,
,BROWN - VILLAGE OF BELLEVUE - WARD 9,,437,6,8,465,350,
,BROWN - VILLAGE OF DENMARK - WARD 1,,189,1,1,244,164,
,BROWN - VILLAGE OF DENMARK - WARD 2,,114,,1,151,111,
,BROWN - VILLAGE OF DENMARK - WARD 3,,135,4,,176,125,
,BROWN - VILLAGE OF HOBART - WARD 1,,619,12,11,629,400,
,BROWN - VILLAGE OF HOBART - WARD 2,,317,10,18,319,241,
,BROWN - VILLAGE OF HOBART - WARD 3,,239,6,5,242,179,
,BROWN - VILLAGE OF HOBART - WARD 4,,233,3,8,231,164,
,BROWN - VILLAGE OF HOBART - WARD 5,1,270,4,4,278,210,
,BROWN - VILLAGE OF HOBART - WARD 6,,121,,,132,92,
,BROWN - VILLAGE OF HOBART - WARD 7,,226,,2,241,172,
,BROWN - VILLAGE OF HOBART - WARD 8,,316,,,323,219,
,BROWN - VILLAGE OF HOBART - WARD 9,,28,1,,28,9,
,BROWN - VILLAGE OF HOWARD - WARD 1,1,203,8,7,231,149,
,BROWN - VILLAGE OF HOWARD - WARD 10,,385,2,3,418,312,
,BROWN - VILLAGE OF HOWARD - WARD 11,,577,18,9,607,479,
,BROWN - VILLAGE OF HOWARD - WARD 12,,201,6,5,247,176,
,BROWN - VILLAGE OF HOWARD - WARD 13,,339,9,8,373,267,
,BROWN - VILLAGE OF HOWARD - WARD 14,,154,3,5,167,121,
,BROWN - VILLAGE OF HOWARD - WARD 15,,525,5,7,575,409,
,BROWN - VILLAGE OF HOWARD - WARD 16,,231,8,1,251,176,
,BROWN - VILLAGE OF HOWARD - WARD 18,,191,5,10,210,154,
,BROWN - VILLAGE OF HOWARD - WARD 2,,199,2,7,209,160,
,BROWN - VILLAGE OF HOWARD - WARD 3,,130,,2,151,97,
,BROWN - VILLAGE OF HOWARD - WARD 4,,126,1,3,158,98,
,BROWN - VILLAGE OF HOWARD - WARD 5,,169,,,196,141,
,BROWN - VILLAGE OF HOWARD - WARD 6,,203,2,2,241,187,
,BROWN - VILLAGE OF HOWARD - WARD 7,1,332,10,7,351,257,
,BROWN - VILLAGE OF HOWARD - WARD 8,,533,6,6,570,393,
,BROWN - VILLAGE OF HOWARD - WARD 9,,320,4,5,336,252,
,BROWN - VILLAGE OF PULASKI - WARD 1,,113,1,2,155,88,
,BROWN - VILLAGE OF PULASKI - WARD 2,1,204,2,3,237,165,
,BROWN - VILLAGE OF PULASKI - WARD 3,,189,,1,236,159,
,BROWN - VILLAGE OF PULASKI - WARD 6,,94,5,3,130,79,
,BROWN - VILLAGE OF SUAMICO - WARD 1,,401,9,16,413,297,
,BROWN - VILLAGE OF SUAMICO - WARD 2,,302,,3,318,226,
,BROWN - VILLAGE OF SUAMICO - WARD 3,,324,10,8,348,257,
,BROWN - VILLAGE OF SUAMICO - WARD 4,1,536,8,12,565,433,
,BROWN - VILLAGE OF SUAMICO - WARD 5,,523,12,6,553,434,
