,,Voter Status,,
,,Active,Dropped,
,,Count,Count,
,SAINT CROIX - TOWN OF WARREN - WARD 1,16,,
,SAINT CROIX - TOWN OF WARREN - WARD 2,24,,
,SAINT CROIX - TOWN OF WARREN - WARD 3,20,,
,SAINT CROIX - VILLAGE OF BALDWIN - WARD 1,23,,
,SAINT CROIX - VILLAGE OF BALDWIN - WARD 2,22,,
,SAINT CROIX - VILLAGE OF BALDWIN - WARD 3,14,,
,SAINT CROIX - VILLAGE OF BALDWIN - WARD 4,15,,
,SAINT CROIX - VILLAGE OF BALDWIN - WARD 5,14,,
,SAINT CROIX - VILLAGE OF BALDWIN - WARD 6,15,,
,SAINT CROIX - VILLAGE OF DEER PARK - WARD 1,9,,
,SAINT CROIX - VILLAGE OF HAMMOND - WARD 1,12,,
,SAINT CROIX - VILLAGE OF HAMMOND - WARD 2,13,,
,SAINT CROIX - VILLAGE OF HAMMOND - WARD 3,1,,
,SAINT CROIX - VILLAGE OF HAMMOND - WARD 4,10,,
,SAINT CROIX - VILLAGE OF NORTH HUDSON - WARD 1,24,,
,SAINT CROIX - VILLAGE OF NORTH HUDSON - WARD 2,19,,
,SAINT CROIX - VILLAGE OF NORTH HUDSON - WARD 3,19,,
,SAINT CROIX - VILLAGE OF NORTH HUDSON - WARD 4,23,,
,SAINT CROIX - VILLAGE OF NORTH HUDSON - WARD 5,17,,
,SAINT CROIX - VILLAGE OF NORTH HUDSON - WARD 6,23,,
,SAINT CROIX - VILLAGE OF ROBERTS - WARD 1,22,,
,SAINT CROIX - VILLAGE OF ROBERTS - WARD 2,7,,
,SAINT CROIX - VILLAGE OF ROBERTS - WARD 3,17,,
,SAINT CROIX - VILLAGE OF ROBERTS - WARD 4,13,,
,SAINT CROIX - VILLAGE OF SOMERSET - WARD 1,30,,
,SAINT CROIX - VILLAGE OF SOMERSET - WARD 2,19,,
,SAINT CROIX - VILLAGE OF SOMERSET - WARD 3,20,,
,SAINT CROIX - VILLAGE OF SOMERSET - WARD 4,12,,
,SAINT CROIX - VILLAGE OF STAR PRAIRIE - WARD 1,24,,
,SAINT CROIX - VILLAGE OF WILSON - WARD 1,18,,
,SAINT CROIX - VILLAGE OF WOODVILLE - WARD 1,18,,
,SAINT CROIX - VILLAGE OF WOODVILLE - WARD 2,18,,
,SAUK - CITY OF BARABOO - WARD 1,12,,
,SAUK - CITY OF BARABOO - WARD 10,17,,
,SAUK - CITY OF BARABOO - WARD 11,29,,
,SAUK - CITY OF BARABOO - WARD 12,8,,
,SAUK - CITY OF BARABOO - WARD 13,11,,
,SAUK - CITY OF BARABOO - WARD 14,8,,
,SAUK - CITY OF BARABOO - WARD 2,6,,
,SAUK - CITY OF BARABOO - WARD 3,29,,
,SAUK - CITY OF BARABOO - WARD 4,16,,
,SAUK - CITY OF BARABOO - WARD 5,13,,
,SAUK - CITY OF BARABOO - WARD 6,14,,
,SAUK - CITY OF BARABOO - WARD 7,19,,
,SAUK - CITY OF BARABOO - WARD 8,9,,
,SAUK - CITY OF BARABOO - WARD 9,17,,
,SAUK - CITY OF REEDSBURG - WARD 1,9,,
,SAUK - CITY OF REEDSBURG - WARD 10,3,,
,SAUK - CITY OF REEDSBURG - WARD 11,11,,
,SAUK - CITY OF REEDSBURG - WARD 12,14,,
,SAUK - CITY OF REEDSBURG - WARD 13,2,,
,SAUK - CITY OF REEDSBURG - WARD 14,14,,
,SAUK - CITY OF REEDSBURG - WARD 2,8,,
,SAUK - CITY OF REEDSBURG - WARD 3,15,,
,SAUK - CITY OF REEDSBURG - WARD 4,17,,
,SAUK - CITY OF REEDSBURG - WARD 5,13,,
,SAUK - CITY OF REEDSBURG - WARD 6,21,,
,SAUK - CITY OF REEDSBURG - WARD 7,12,,
,SAUK - CITY OF REEDSBURG - WARD 8,12,,
,SAUK - CITY OF REEDSBURG - WARD 9,3,,
,SAUK - CITY OF WISCONSIN DELLS - WARD 4,5,,
,SAUK - TOWN OF BARABOO - WARD 1,32,,
,SAUK - TOWN OF BARABOO - WARD 2,9,,
,SAUK - TOWN OF BARABOO - WARD 3,16,,
,SAUK - TOWN OF BARABOO - WARD 4,15,,
,SAUK - TOWN OF BEAR CREEK - WARD 1,35,,
,SAUK - TOWN OF DELLONA - WARD 1,37,,
,SAUK - TOWN OF DELLONA - WARD 2,18,,
,SAUK - TOWN OF DELTON - WARD 1,6,,
,SAUK - TOWN OF DELTON - WARD 2,10,,
,SAUK - TOWN OF DELTON - WARD 3,19,,
,SAUK - TOWN OF DELTON - WARD 4,20,,
,SAUK - TOWN OF EXCELSIOR - WARD 1,37,,
,SAUK - TOWN OF EXCELSIOR - WARD 2,14,,
,SAUK - TOWN OF EXCELSIOR - WARD 3,16,,
,SAUK - TOWN OF FAIRFIELD - WARD 1,27,,
,SAUK - TOWN OF FAIRFIELD - WARD 2,20,,
,SAUK - TOWN OF FRANKLIN - WARD 1,4,,
,SAUK - TOWN OF FRANKLIN - WARD 2,17,,
,SAUK - TOWN OF FREEDOM - WARD 1,5,,
,SAUK - TOWN OF FREEDOM - WARD 2,11,,
,SAUK - TOWN OF GREENFIELD - WARD 1,61,,
,SAUK - TOWN OF HONEY CREEK - WARD 1,36,,
,SAUK - TOWN OF IRONTON - WARD 1,29,,
,SAUK - TOWN OF LA VALLE - WARD 1,13,,
,SAUK - TOWN OF LA VALLE - WARD 2,23,,
,SAUK - TOWN OF LA VALLE - WARD 3,5,,
,SAUK - TOWN OF MERRIMAC - WARD 1,31,,
,SAUK - TOWN OF PRAIRIE DU SAC - WARD 1,14,,
,SAUK - TOWN OF PRAIRIE DU SAC - WARD 2,39,,
,SAUK - TOWN OF REEDSBURG - WARD 1,18,,
,SAUK - TOWN OF REEDSBURG - WARD 2,11,,
,SAUK - TOWN OF REEDSBURG - WARD 3,5,,
,SAUK - TOWN OF SPRING GREEN - WARD 1,30,,
,SAUK - TOWN OF SPRING GREEN - WARD 2,8,,
,SAUK - TOWN OF SPRING GREEN - WARD 3,8,,
,SAUK - TOWN OF SPRING GREEN - WARD 4,10,,
,SAUK - TOWN OF SUMPTER - WARD 1,9,,
,SAUK - TOWN OF SUMPTER - WARD 2,13,,
,SAUK - TOWN OF SUMPTER - WARD 3,10,,
,SAUK - TOWN OF TROY - WARD 1,23,,
,SAUK - TOWN OF WASHINGTON - WARD 1,16,,
,SAUK - TOWN OF WASHINGTON - WARD 2,17,,
,SAUK - TOWN OF WESTFIELD - WARD 1,28,,
,SAUK - TOWN OF WINFIELD - WARD 1,6,,
,SAUK - TOWN OF WINFIELD - WARD 2,20,,
,SAUK - TOWN OF WOODLAND - WARD 1,21,,
,SAUK - VILLAGE OF IRONTON - WARD 1,10,,
,SAUK - VILLAGE OF LAKE DELTON - WARD 1,21,,
,SAUK - VILLAGE OF LAKE DELTON - WARD 2,13,,
,SAUK - VILLAGE OF LAKE DELTON - WARD 3,19,,
,SAUK - VILLAGE OF LAVALLE - WARD 1,7,,
,SAUK - VILLAGE OF LIME RIDGE - WARD 1,8,,
,SAUK - VILLAGE OF LOGANVILLE - WARD 1,21,,
,SAUK - VILLAGE OF MERRIMAC - WARD 1,15,,
,SAUK - VILLAGE OF NORTH FREEDOM - WARD 1,24,,
,SAUK - VILLAGE OF PLAIN - WARD 1,18,,
,SAUK - VILLAGE OF PRAIRIE DU SAC - WARD 1,6,,
,SAUK - VILLAGE OF PRAIRIE DU SAC - WARD 2,26,,
,SAUK - VILLAGE OF PRAIRIE DU SAC - WARD 3,19,,
,SAUK - VILLAGE OF PRAIRIE DU SAC - WARD 4,14,,
,SAUK - VILLAGE OF ROCK SPRINGS - WARD 1,16,,
,SAUK - VILLAGE OF SAUK CITY - WARD 1,23,,
,SAUK - VILLAGE OF SAUK CITY - WARD 2,15,,
,SAUK - VILLAGE OF SAUK CITY - WARD 3,22,,
,SAUK - VILLAGE OF SAUK CITY - WARD 4,12,,
,SAUK - VILLAGE OF SAUK CITY - WARD 5,7,,
,SAUK - VILLAGE OF SPRING GREEN - WARD 1,32,,
,SAUK - VILLAGE OF SPRING GREEN - WARD 2,12,,
,SAUK - VILLAGE OF WEST BARABOO - WARD 1,15,,
,SAUK - VILLAGE OF WEST BARABOO - WARD 2,20,,
,SAWYER - CITY OF HAYWARD - WARD 1,3,,
,SAWYER - CITY OF HAYWARD - WARD 2,14,,
,SAWYER - CITY OF HAYWARD - WARD 3,17,,
,SAWYER - CITY OF HAYWARD - WARD 4,8,,
,SAWYER - TOWN OF BASS LAKE - WARD 1,15,,
,SAWYER - TOWN OF BASS LAKE - WARD 2,18,,
,SAWYER - TOWN OF BASS LAKE - WARD 3,12,,
,SAWYER - TOWN OF BASS LAKE - WARD 4,22,,
,SAWYER - TOWN OF BASS LAKE - WARD 5,5,,
,SAWYER - TOWN OF COUDERAY - WARD 1,13,,
,SAWYER - TOWN OF DRAPER - WARD 1,5,,
,SAWYER - TOWN OF EDGEWATER - WARD 1,6,,
,SAWYER - TOWN OF EDGEWATER - WARD 2,11,,
,SAWYER - TOWN OF HAYWARD - WARD 1,15,,
,SAWYER - TOWN OF HAYWARD - WARD 2,18,,
,SAWYER - TOWN OF HAYWARD - WARD 3,24,,
,SAWYER - TOWN OF HAYWARD - WARD 4,20,,
,SAWYER - TOWN OF HAYWARD - WARD 5,10,,
,SAWYER - TOWN OF HAYWARD - WARD 6,10,,
,SAWYER - TOWN OF HAYWARD - WARD 7,2,,
,SAWYER - TOWN OF HAYWARD - WARD 8,2,,
,SAWYER - TOWN OF HUNTER - WARD 1,23,,
,SAWYER - TOWN OF LENROOT - WARD 1,38,,
,SAWYER - TOWN OF LENROOT - WARD 2,19,,
,SAWYER - TOWN OF MEADOWBROOK - WARD 1,8,,
,SAWYER - TOWN OF METEOR - WARD 1,16,,
,SAWYER - TOWN OF OJIBWA - WARD 1,3,,
,SAWYER - TOWN OF OJIBWA - WARD 2,1,,
,SAWYER - TOWN OF RADISSON - WARD 1,6,,
,SAWYER - TOWN OF RADISSON - WARD 2,15,,
,SAWYER - TOWN OF ROUND LAKE - WARD 1,33,,
,SAWYER - TOWN OF ROUND LAKE - WARD 2,15,,
,SAWYER - TOWN OF SAND LAKE - WARD 1,28,,
,SAWYER - TOWN OF SPIDER LAKE - WARD 1,9,,
,SAWYER - TOWN OF WEIRGOR - WARD 1,25,,
,SAWYER - TOWN OF WINTER - WARD 1,9,,
,SAWYER - TOWN OF WINTER - WARD 2,13,,
,SAWYER - VILLAGE OF COUDERAY - WARD 1,6,,
,SAWYER - VILLAGE OF EXELAND - WARD 1,10,,
,SAWYER - VILLAGE OF RADISSON - WARD 1,8,,
,SAWYER - VILLAGE OF WINTER - WARD 1,8,,
,SHAWANO - CITY OF SHAWANO - WARD 1,7,,
,SHAWANO - CITY OF SHAWANO - WARD 10,7,,
,SHAWANO - CITY OF SHAWANO - WARD 11,9,,
,SHAWANO - CITY OF SHAWANO - WARD 12,13,,
,SHAWANO - CITY OF SHAWANO - WARD 2,8,,
,SHAWANO - CITY OF SHAWANO - WARD 3,13,,
,SHAWANO - CITY OF SHAWANO - WARD 4,12,,
,SHAWANO - CITY OF SHAWANO - WARD 5,9,,
,SHAWANO - CITY OF SHAWANO - WARD 6,14,,
,SHAWANO - CITY OF SHAWANO - WARD 7,12,,
,SHAWANO - CITY OF SHAWANO - WARD 8,10,,
,SHAWANO - CITY OF SHAWANO - WARD 9,11,,
,SHAWANO - TOWN OF ALMON - WARD 1,24,,
,SHAWANO - TOWN OF ANGELICA - WARD 1,6,,
,SHAWANO - TOWN OF ANGELICA - WARD 2,26,,
,SHAWANO - TOWN OF ANGELICA - WARD 3,29,,
,SHAWANO - TOWN OF ANIWA - WARD 1,22,,
,SHAWANO - TOWN OF BARTELME - WARD 1,22,,
,SHAWANO - TOWN OF BELLE PLAINE - WARD 1,18,,
,SHAWANO - TOWN OF BELLE PLAINE - WARD 2,19,,
,SHAWANO - TOWN OF BELLE PLAINE - WARD 3,19,,
,SHAWANO - TOWN OF BIRNAMWOOD - WARD 1,27,,
,SHAWANO - TOWN OF FAIRBANKS - WARD 1,26,,
,SHAWANO - TOWN OF GERMANIA - WARD 1,6,,
,SHAWANO - TOWN OF GERMANIA - WARD 2,7,,
,SHAWANO - TOWN OF GRANT - WARD 1,18,,
,SHAWANO - TOWN OF GRANT - WARD 2,19,,
,SHAWANO - TOWN OF GREEN VALLEY - WARD 1,21,,
,SHAWANO - TOWN OF GREEN VALLEY - WARD 2,19,,
,SHAWANO - TOWN OF HARTLAND - WARD 1,37,,
,SHAWANO - TOWN OF HERMAN - WARD 1,19,,
,SHAWANO - TOWN OF HERMAN - WARD 2,13,,
,SHAWANO - TOWN OF HUTCHINS - WARD 1,18,,
,SHAWANO - TOWN OF LESSOR - WARD 1,49,,
,SHAWANO - TOWN OF LESSOR - WARD 2,15,,
,SHAWANO - TOWN OF MAPLE GROVE - WARD 1,26,,
,SHAWANO - TOWN OF MORRIS - WARD 1,17,,
,SHAWANO - TOWN OF NAVARINO - WARD 1,15,,
,SHAWANO - TOWN OF PELLA - WARD 1,34,,
,SHAWANO - TOWN OF RED SPRINGS - WARD 1,14,,
,SHAWANO - TOWN OF RED SPRINGS - WARD 2,26,,
,SHAWANO - TOWN OF RICHMOND - WARD 1,11,,
,SHAWANO - TOWN OF RICHMOND - WARD 2,23,,
,SHAWANO - TOWN OF RICHMOND - WARD 3,31,,
,SHAWANO - TOWN OF SENECA - WARD 1,25,,
,SHAWANO - TOWN OF WASHINGTON - WARD 1,13,,
,SHAWANO - TOWN OF WASHINGTON - WARD 2,18,,
,SHAWANO - TOWN OF WASHINGTON - WARD 3,10,,
,SHAWANO - TOWN OF WAUKECHON - WARD 1,31,,
,SHAWANO - TOWN OF WAUKECHON - WARD 2,10,,
,SHAWANO - TOWN OF WESCOTT - WARD 1,21,,
,SHAWANO - TOWN OF WESCOTT - WARD 2,17,,
,SHAWANO - TOWN OF WESCOTT - WARD 3,19,,
,SHAWANO - TOWN OF WESCOTT - WARD 4,12,,
,SHAWANO - TOWN OF WITTENBERG - WARD 1,27,,
,SHAWANO - TOWN OF WITTENBERG - WARD 2,12,,
,SHAWANO - VILLAGE OF ANIWA - WARD 1,12,,
,SHAWANO - VILLAGE OF BIRNAMWOOD - WARD 1,19,,
,SHAWANO - VILLAGE OF BONDUEL - WARD 1,16,,
,SHAWANO - VILLAGE OF BONDUEL - WARD 2,21,,
,SHAWANO - VILLAGE OF BOWLER - WARD 1,15,,
,SHAWANO - VILLAGE OF CECIL - WARD 1,17,,
,SHAWANO - VILLAGE OF ELAND - WARD 1,13,,
,SHAWANO - VILLAGE OF GRESHAM - WARD 1,15,,
,SHAWANO - VILLAGE OF MATTOON - WARD 1,11,,
,SHAWANO - VILLAGE OF PULASKI - WARD 4,5,,
,SHAWANO - VILLAGE OF TIGERTON - WARD 1,27,,
,SHAWANO - VILLAGE OF WITTENBERG - WARD 1,8,,
,SHAWANO - VILLAGE OF WITTENBERG - WARD 2,23,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 1,9,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 10,20,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 11,16,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 12,21,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 2,26,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 3,18,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 4,11,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 5,18,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 6,7,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 7,13,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 8,11,,
,SHEBOYGAN - CITY OF PLYMOUTH - WARD 9,14,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 1,61,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 10,23,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 11,37,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 12,35,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 13,52,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 14,26,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 15,21,1,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 16,32,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 17,26,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 18,30,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 19,63,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 2,33,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 20,33,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 21,21,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 22,40,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 23,36,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 24,67,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 25,47,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 26,41,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 3,48,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 4,28,1,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 5,32,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 6,5,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 7,9,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 8,14,,
,SHEBOYGAN - CITY OF SHEBOYGAN - WARD 9,2,,
,SHEBOYGAN - CITY OF SHEBOYGAN FALLS - WARD 1,25,,
,SHEBOYGAN - CITY OF SHEBOYGAN FALLS - WARD 11,1,,
,SHEBOYGAN - CITY OF SHEBOYGAN FALLS - WARD 2,30,,
,SHEBOYGAN - CITY OF SHEBOYGAN FALLS - WARD 3,14,,
,SHEBOYGAN - CITY OF SHEBOYGAN FALLS - WARD 4,30,,
,SHEBOYGAN - CITY OF SHEBOYGAN FALLS - WARD 5,15,,
,SHEBOYGAN - CITY OF SHEBOYGAN FALLS - WARD 6,37,,
,SHEBOYGAN - CITY OF SHEBOYGAN FALLS - WARD 7,11,,
,SHEBOYGAN - CITY OF SHEBOYGAN FALLS - WARD 8,13,,
,SHEBOYGAN - CITY OF SHEBOYGAN FALLS - WARD 9,31,,
,SHEBOYGAN - TOWN OF GREENBUSH - WARD 1,17,,
,SHEBOYGAN - TOWN OF GREENBUSH - WARD 2,25,,
,SHEBOYGAN - TOWN OF GREENBUSH - WARD 3,16,,
,SHEBOYGAN - TOWN OF HERMAN - WARD 1,27,,
,SHEBOYGAN - TOWN OF HERMAN - WARD 2,28,,
,SHEBOYGAN - TOWN OF HERMAN - WARD 3,15,,
,SHEBOYGAN - TOWN OF HOLLAND - WARD 1,21,,
,SHEBOYGAN - TOWN OF HOLLAND - WARD 2,26,,
,SHEBOYGAN - TOWN OF HOLLAND - WARD 3,36,,
,SHEBOYGAN - TOWN OF LIMA - WARD 1,50,,
,SHEBOYGAN - TOWN OF LIMA - WARD 2,15,,
,SHEBOYGAN - TOWN OF LIMA - WARD 3,28,,
,SHEBOYGAN - TOWN OF LIMA - WARD 4,33,,
,SHEBOYGAN - TOWN OF LYNDON - WARD 1,18,,
,SHEBOYGAN - TOWN OF LYNDON - WARD 2,17,,
,SHEBOYGAN - TOWN OF LYNDON - WARD 3,17,,
,SHEBOYGAN - TOWN OF MITCHELL - WARD 1,32,,
,SHEBOYGAN - TOWN OF MITCHELL - WARD 2,23,,
,SHEBOYGAN - TOWN OF MOSEL - WARD 1,55,,
,SHEBOYGAN - TOWN OF PLYMOUTH - WARD 1,31,,
,SHEBOYGAN - TOWN OF PLYMOUTH - WARD 2,22,,
,SHEBOYGAN - TOWN OF PLYMOUTH - WARD 3,16,,
,SHEBOYGAN - TOWN OF PLYMOUTH - WARD 4,15,,
,SHEBOYGAN - TOWN OF RHINE - WARD 1,19,,
,SHEBOYGAN - TOWN OF RHINE - WARD 2,13,,
,SHEBOYGAN - TOWN OF RHINE - WARD 3,37,,
,SHEBOYGAN - TOWN OF SCOTT - WARD 1,38,,
,SHEBOYGAN - TOWN OF SCOTT - WARD 2,31,,
,SHEBOYGAN - TOWN OF SCOTT - WARD 3,2,,
,SHEBOYGAN - TOWN OF SHEBOYGAN - WARD 2,1,,
,SHEBOYGAN - TOWN OF SHEBOYGAN FALLS - WARD 1,23,,
,SHEBOYGAN - TOWN OF SHEBOYGAN FALLS - WARD 2,24,,
,SHEBOYGAN - TOWN OF SHEBOYGAN FALLS - WARD 3,18,,
,SHEBOYGAN - TOWN OF SHERMAN - WARD 1,37,,
,SHEBOYGAN - TOWN OF SHERMAN - WARD 2,40,,
,SHEBOYGAN - TOWN OF WILSON - WARD 1,35,,
,SHEBOYGAN - TOWN OF WILSON - WARD 2,20,,
,SHEBOYGAN - TOWN OF WILSON - WARD 3,41,,
,SHEBOYGAN - TOWN OF WILSON - WARD 4,42,,
,SHEBOYGAN - VILLAGE OF ADELL - WARD 1,19,,
,SHEBOYGAN - VILLAGE OF CASCADE - WARD 1,46,,
,SHEBOYGAN - VILLAGE OF CEDAR GROVE - WARD 1,13,,
,SHEBOYGAN - VILLAGE OF CEDAR GROVE - WARD 2,27,,
,SHEBOYGAN - VILLAGE OF CEDAR GROVE - WARD 3,28,,
,SHEBOYGAN - VILLAGE OF ELKHART LAKE - WARD 1,18,,
,SHEBOYGAN - VILLAGE OF ELKHART LAKE - WARD 2,13,,
,SHEBOYGAN - VILLAGE OF GLENBEULAH - WARD 1,15,,
,SHEBOYGAN - VILLAGE OF HOWARDS GROVE - WARD 1,37,,
,SHEBOYGAN - VILLAGE OF HOWARDS GROVE - WARD 2,34,,
,SHEBOYGAN - VILLAGE OF HOWARDS GROVE - WARD 3,29,,
,SHEBOYGAN - VILLAGE OF HOWARDS GROVE - WARD 4,20,,
,SHEBOYGAN - VILLAGE OF KOHLER - WARD 1,18,,
,SHEBOYGAN - VILLAGE OF KOHLER - WARD 2,32,,
,SHEBOYGAN - VILLAGE OF KOHLER - WARD 3,21,,
,SHEBOYGAN - VILLAGE OF OOSTBURG - WARD 1,44,,
,SHEBOYGAN - VILLAGE OF OOSTBURG - WARD 2,25,,
,SHEBOYGAN - VILLAGE OF OOSTBURG - WARD 3,20,,
,SHEBOYGAN - VILLAGE OF OOSTBURG - WARD 4,19,,
,SHEBOYGAN - VILLAGE OF RANDOM LAKE - WARD 1,48,,
,SHEBOYGAN - VILLAGE OF RANDOM LAKE - WARD 2,24,,
,SHEBOYGAN - VILLAGE OF WALDO - WARD 1,12,,
,TAYLOR - CITY OF MEDFORD - WARD 1,11,,
,TAYLOR - CITY OF MEDFORD - WARD 2,7,,
,TAYLOR - CITY OF MEDFORD - WARD 3,7,,
,TAYLOR - CITY OF MEDFORD - WARD 4,13,,
,TAYLOR - CITY OF MEDFORD - WARD 5,13,,
,TAYLOR - CITY OF MEDFORD - WARD 6,8,,
,TAYLOR - CITY OF MEDFORD - WARD 7,5,,
,TAYLOR - CITY OF MEDFORD - WARD 8,18,,
,TAYLOR - TOWN OF AURORA - WARD 1,21,,
,TAYLOR - TOWN OF BROWNING - WARD 1,29,,
,TAYLOR - TOWN OF CHELSEA - WARD 1,38,,
,TAYLOR - TOWN OF CLEVELAND - WARD 1,18,,
,TAYLOR - TOWN OF DEER CREEK - WARD 1,33,,
,TAYLOR - TOWN OF FORD - WARD 1,16,,
,TAYLOR - TOWN OF GOODRICH - WARD 1,17,,
,TAYLOR - TOWN OF GREENWOOD - WARD 1,29,,
,TAYLOR - TOWN OF GROVER - WARD 1,14,,
,TAYLOR - TOWN OF HAMMEL - WARD 1,23,,
,TAYLOR - TOWN OF HAMMEL - WARD 2,9,,
,TAYLOR - TOWN OF HOLWAY - WARD 1,26,,
,TAYLOR - TOWN OF JUMP RIVER - WARD 1,16,,
,TAYLOR - TOWN OF LITTLE BLACK - WARD 1,18,,
,TAYLOR - TOWN OF LITTLE BLACK - WARD 2,23,,
,TAYLOR - TOWN OF MAPLEHURST - WARD 1,16,,
,TAYLOR - TOWN OF MCKINLEY - WARD 1,29,,
,TAYLOR - TOWN OF MEDFORD - WARD 1,63,,
,TAYLOR - TOWN OF MEDFORD - WARD 2,23,,
,TAYLOR - TOWN OF MEDFORD - WARD 3,29,,
,TAYLOR - TOWN OF MOLITOR - WARD 1,10,,
,TAYLOR - TOWN OF PERSHING - WARD 1,9,,
,TAYLOR - TOWN OF RIB LAKE - WARD 1,10,,
,TAYLOR - TOWN OF RIB LAKE - WARD 2,26,,
,TAYLOR - TOWN OF ROOSEVELT - WARD 1,17,,
,TAYLOR - TOWN OF TAFT - WARD 1,14,,
,TAYLOR - TOWN OF WESTBORO - WARD 1,31,,
,TAYLOR - VILLAGE OF GILMAN - WARD 1,17,,
,TAYLOR - VILLAGE OF LUBLIN - WARD 1,5,,
,TAYLOR - VILLAGE OF RIB LAKE - WARD 1,29,,
,TAYLOR - VILLAGE OF STETSONVILLE - WARD 1,25,,
,TREMPEALEAU - CITY OF ARCADIA - WARD 1,13,,
,TREMPEALEAU - CITY OF ARCADIA - WARD 2,16,,
,TREMPEALEAU - CITY OF ARCADIA - WARD 3,19,,
,TREMPEALEAU - CITY OF BLAIR - WARD 1,14,,
,TREMPEALEAU - CITY OF BLAIR - WARD 2,10,,
,TREMPEALEAU - CITY OF BLAIR - WARD 3,11,,
,TREMPEALEAU - CITY OF GALESVILLE - WARD 1,16,,
,TREMPEALEAU - CITY OF GALESVILLE - WARD 2,11,,
,TREMPEALEAU - CITY OF GALESVILLE - WARD 3,13,,
,TREMPEALEAU - CITY OF INDEPENDENCE - WARD 1,12,,
,TREMPEALEAU - CITY OF INDEPENDENCE - WARD 2,5,,
,TREMPEALEAU - CITY OF INDEPENDENCE - WARD 3,11,,
,TREMPEALEAU - CITY OF OSSEO - WARD 1,20,,
,TREMPEALEAU - CITY OF OSSEO - WARD 2,11,,
,TREMPEALEAU - CITY OF OSSEO - WARD 3,11,,
,TREMPEALEAU - CITY OF WHITEHALL - WARD 1,18,,
,TREMPEALEAU - CITY OF WHITEHALL - WARD 2,12,,
,TREMPEALEAU - CITY OF WHITEHALL - WARD 3,13,,
,TREMPEALEAU - TOWN OF ALBION - WARD 1,15,,
,TREMPEALEAU - TOWN OF ALBION - WARD 2,9,,
,TREMPEALEAU - TOWN OF ARCADIA - WARD 1,12,,
,TREMPEALEAU - TOWN OF ARCADIA - WARD 2,11,,
,TREMPEALEAU - TOWN OF ARCADIA - WARD 3,22,,
,TREMPEALEAU - TOWN OF ARCADIA - WARD 4,4,,
,TREMPEALEAU - TOWN OF BURNSIDE - WARD 1,8,,
,TREMPEALEAU - TOWN OF BURNSIDE - WARD 2,6,,
,TREMPEALEAU - TOWN OF CHIMNEY ROCK - WARD 1,10,,
,TREMPEALEAU - TOWN OF DODGE - WARD 1,23,,
,TREMPEALEAU - TOWN OF ETTRICK - WARD 1,21,,
,TREMPEALEAU - TOWN OF ETTRICK - WARD 2,19,,
,TREMPEALEAU - TOWN OF GALE - WARD 1,9,,
,TREMPEALEAU - TOWN OF GALE - WARD 2,23,,
,TREMPEALEAU - TOWN OF GALE - WARD 3,45,,
,TREMPEALEAU - TOWN OF HALE - WARD 1,39,,
,TREMPEALEAU - TOWN OF PIGEON - WARD 1,24,,
,TREMPEALEAU - TOWN OF PIGEON - WARD 2,8,,
,TREMPEALEAU - TOWN OF PRESTON - WARD 1,7,,
,TREMPEALEAU - TOWN OF PRESTON - WARD 2,3,,
,TREMPEALEAU - TOWN OF PRESTON - WARD 3,17,,
