,,Voting Method,,,,,,
,GREEN - CITY OF BRODHEAD - WARD 4,1,51,3,1,76,72,
,GREEN - CITY OF BRODHEAD - WARD 5,,60,1,1,92,82,
,GREEN - CITY OF BRODHEAD - WARD 6,,40,3,,63,61,
,GREEN - CITY OF MONROE - WARD 1,,214,3,3,267,244,
,GREEN - CITY OF MONROE - WARD 2,,191,3,4,232,219,
,GREEN - CITY OF MONROE - WARD 3,,245,5,1,295,275,
,GREEN - CITY OF MONROE - WARD 4,,152,3,2,187,179,
,GREEN - CITY OF MONROE - WARD 5,,182,3,1,217,209,
,GREEN - CITY OF MONROE - WARD 6,,112,1,1,149,142,
,GREEN - CITY OF MONROE - WARD 7,,126,3,6,160,150,
,GREEN - CITY OF MONROE - WARD 8,,292,16,2,347,327,
,GREEN - CITY OF MONROE - WARD 9,,117,5,2,149,130,
,GREEN - TOWN OF ADAMS - WARD 1,,61,4,1,131,114,
,GREEN - TOWN OF ALBANY - WARD 1,,60,1,1,134,103,
,GREEN - TOWN OF ALBANY - WARD 2,,57,3,,132,109,
,GREEN - TOWN OF BROOKLYN - WARD 1,,114,,4,183,168,
,GREEN - TOWN OF BROOKLYN - WARD 2,,29,,,67,64,
,GREEN - TOWN OF BROOKLYN - WARD 3,,24,,1,41,35,
,GREEN - TOWN OF CADIZ - WARD 1,,99,1,3,168,142,
,GREEN - TOWN OF CLARNO - WARD 1,,35,,2,125,112,
,GREEN - TOWN OF CLARNO - WARD 2,,53,1,1,133,113,
,GREEN - TOWN OF DECATUR - WARD 1,,96,10,3,185,165,
,GREEN - TOWN OF DECATUR - WARD 2,,35,1,,101,85,
,GREEN - TOWN OF DECATUR - WARD 3,,41,1,,117,100,
,GREEN - TOWN OF EXETER - WARD 1,,64,5,,92,86,
,GREEN - TOWN OF EXETER - WARD 2,,35,,,44,38,
,GREEN - TOWN OF EXETER - WARD 3,,95,2,,133,109,
,GREEN - TOWN OF EXETER - WARD 4,,41,,,59,52,
,GREEN - TOWN OF JEFFERSON - WARD 1,,36,3,,124,112,
,GREEN - TOWN OF JEFFERSON - WARD 2,,41,3,,104,88,
,GREEN - TOWN OF JORDAN - WARD 1,,64,1,2,134,115,
,GREEN - TOWN OF MONROE - WARD 1,1,85,2,,163,153,
,GREEN - TOWN OF MONROE - WARD 2,,96,5,1,172,148,
,GREEN - TOWN OF MOUNT PLEASANT - WARD 1,,35,,1,75,67,
,GREEN - TOWN OF MOUNT PLEASANT - WARD 2,,25,,,37,34,
,GREEN - TOWN OF MOUNT PLEASANT - WARD 3,,23,2,,54,49,
,GREEN - TOWN OF NEW GLARUS - WARD 1,,161,5,4,220,195,
,GREEN - TOWN OF NEW GLARUS - WARD 2,,46,,1,66,52,
,GREEN - TOWN OF SPRING GROVE - WARD 1,2,72,,,188,156,
,GREEN - TOWN OF SYLVESTER - WARD 1,,50,1,,106,94,
,GREEN - TOWN OF SYLVESTER - WARD 2,,47,,1,100,93,
,GREEN - TOWN OF WASHINGTON - WARD 1,1,85,3,3,195,162,
,GREEN - TOWN OF YORK - WARD 1,,113,6,3,195,167,
,GREEN - VILLAGE OF ALBANY - WARD 1,,30,,,95,71,
,GREEN - VILLAGE OF ALBANY - WARD 2,,32,,1,92,77,
,GREEN - VILLAGE OF BELLEVILLE - WARD 3,1,50,,,58,46,
,GREEN - VILLAGE OF BROOKLYN - WARD 2,,39,,,64,58,
,GREEN - VILLAGE OF BROWNTOWN - WARD 1,,27,1,2,52,44,
,GREEN - VILLAGE OF MONTICELLO - WARD 1,,82,4,,95,84,
,GREEN - VILLAGE OF MONTICELLO - WARD 2,,105,5,,124,109,
,GREEN - VILLAGE OF NEW GLARUS - WARD 1,,137,1,2,198,169,
,GREEN - VILLAGE OF NEW GLARUS - WARD 2,,23,,1,36,31,
,GREEN - VILLAGE OF NEW GLARUS - WARD 3,,113,2,1,150,132,
,GREEN - VILLAGE OF NEW GLARUS - WARD 4,,55,4,,71,62,
,GREEN LAKE - CITY OF BERLIN - WARD 1,,156,2,3,225,204,
,GREEN LAKE - CITY OF BERLIN - WARD 2,,86,3,3,128,117,
,GREEN LAKE - CITY OF BERLIN - WARD 3,,58,1,,86,76,
,GREEN LAKE - CITY OF BERLIN - WARD 4,,88,1,2,131,122,
,GREEN LAKE - CITY OF BERLIN - WARD 5,,108,3,,148,138,
,GREEN LAKE - CITY OF BERLIN - WARD 6,,75,2,1,132,119,
,GREEN LAKE - CITY OF GREEN LAKE - WARD 1,,82,2,,97,81,
,GREEN LAKE - CITY OF GREEN LAKE - WARD 2,1,68,7,,94,91,
,GREEN LAKE - CITY OF GREEN LAKE - WARD 3,,79,9,3,102,94,
,GREEN LAKE - CITY OF MARKESAN - WARD 1,,82,3,,92,84,
,GREEN LAKE - CITY OF MARKESAN - WARD 2,1,64,,,70,65,
,GREEN LAKE - CITY OF MARKESAN - WARD 3,,79,2,1,94,89,
,GREEN LAKE - CITY OF PRINCETON - WARD 1,,31,2,1,43,40,
,GREEN LAKE - CITY OF PRINCETON - WARD 2,2,31,3,1,46,42,
,GREEN LAKE - CITY OF PRINCETON - WARD 3,1,51,3,1,75,66,
,GREEN LAKE - CITY OF PRINCETON - WARD 4,,27,,,58,50,
,GREEN LAKE - TOWN OF BERLIN - WARD 1,,137,6,2,235,219,
,GREEN LAKE - TOWN OF BERLIN - WARD 2,,20,,,33,32,
,GREEN LAKE - TOWN OF BERLIN - WARD 3,,12,,,21,20,
,GREEN LAKE - TOWN OF BROOKLYN - WARD 1,,221,14,4,310,267,
,GREEN LAKE - TOWN OF BROOKLYN - WARD 2,,30,2,,39,34,
,GREEN LAKE - TOWN OF BROOKLYN - WARD 3,,192,11,2,249,224,
,GREEN LAKE - TOWN OF GREEN LAKE - WARD 1,,222,26,6,358,336,
,GREEN LAKE - TOWN OF GREEN LAKE - WARD 2,,,,,1,1,
,GREEN LAKE - TOWN OF KINGSTON - WARD 1,,40,2,,86,75,
,GREEN LAKE - TOWN OF KINGSTON - WARD 2,1,16,,,33,28,
,GREEN LAKE - TOWN OF MACKFORD - WARD 1,,37,,,96,90,
,GREEN LAKE - TOWN OF MANCHESTER - WARD 1,,61,2,,143,127,
,GREEN LAKE - TOWN OF MARQUETTE - WARD 1,,79,2,1,133,119,
,GREEN LAKE - TOWN OF PRINCETON - WARD 1,,172,17,3,272,237,
,GREEN LAKE - TOWN OF PRINCETON - WARD 2,,10,,,15,15,
,GREEN LAKE - TOWN OF PRINCETON - WARD 3,,51,3,,98,88,
,GREEN LAKE - TOWN OF PRINCETON - WARD 4,,28,3,1,38,36,
,GREEN LAKE - TOWN OF SENECA - WARD 1,,52,1,,113,102,
,GREEN LAKE - TOWN OF ST. MARIE - WARD 1,1,27,1,,58,49,
,GREEN LAKE - TOWN OF ST. MARIE - WARD 2,,13,,,42,37,
,GREEN LAKE - VILLAGE OF KINGSTON - WARD 1,,30,,,57,54,
,GREEN LAKE - VILLAGE OF MARQUETTE - WARD 1,,21,3,,47,31,
,IOWA - CITY OF DODGEVILLE - WARD 1,,96,5,1,111,106,
,IOWA - CITY OF DODGEVILLE - WARD 2,,84,,,102,91,
,IOWA - CITY OF DODGEVILLE - WARD 3,,92,,5,107,95,
,IOWA - CITY OF DODGEVILLE - WARD 4,,100,1,3,116,105,
,IOWA - CITY OF DODGEVILLE - WARD 5,,106,4,,128,120,
,IOWA - CITY OF DODGEVILLE - WARD 6,,57,1,1,77,62,
,IOWA - CITY OF DODGEVILLE - WARD 7,1,65,1,1,86,80,
,IOWA - CITY OF DODGEVILLE - WARD 8,,141,7,2,161,152,
,IOWA - CITY OF DODGEVILLE - WARD 9,,19,2,,24,22,
,IOWA - CITY OF MINERAL POINT - WARD 1,2,143,5,,176,159,
,IOWA - CITY OF MINERAL POINT - WARD 2,,119,,1,148,131,
,IOWA - CITY OF MINERAL POINT - WARD 3,,26,,,39,31,
,IOWA - CITY OF MINERAL POINT - WARD 4,,82,3,1,101,89,
,IOWA - CITY OF MINERAL POINT - WARD 5,,45,,1,55,43,
,IOWA - CITY OF MINERAL POINT - WARD 6,,68,7,,95,88,
,IOWA - TOWN OF ARENA - WARD 1,,21,,,40,38,
,IOWA - TOWN OF ARENA - WARD 2,,185,5,2,302,270,
,IOWA - TOWN OF BRIGHAM - WARD 1,,36,2,,37,35,
,IOWA - TOWN OF BRIGHAM - WARD 2,,170,5,3,223,203,
,IOWA - TOWN OF CLYDE - WARD 1,,64,1,,94,85,
,IOWA - TOWN OF DODGEVILLE - WARD 1,,145,1,3,188,168,
,IOWA - TOWN OF DODGEVILLE - WARD 2,,37,,,51,42,
,IOWA - TOWN OF DODGEVILLE - WARD 3,,151,1,,171,153,
,IOWA - TOWN OF DODGEVILLE - WARD 4,,29,1,,41,36,
,IOWA - TOWN OF EDEN - WARD 1,,50,,,104,91,
,IOWA - TOWN OF HIGHLAND - WARD 1,,17,,,34,30,
,IOWA - TOWN OF HIGHLAND - WARD 2,,74,,,124,107,
,IOWA - TOWN OF LINDEN - WARD 1,,47,1,,77,71,
,IOWA - TOWN OF LINDEN - WARD 2,,9,,,22,20,
,IOWA - TOWN OF LINDEN - WARD 3,,35,,,65,54,
,IOWA - TOWN OF MIFFLIN - WARD 1,,44,,1,93,78,
,IOWA - TOWN OF MIFFLIN - WARD 2,,6,,,13,11,
,IOWA - TOWN OF MINERAL POINT - WARD 1,,75,2,,100,89,
,IOWA - TOWN OF MINERAL POINT - WARD 2,,64,2,1,87,80,
,IOWA - TOWN OF MOSCOW - WARD 1,,78,5,1,119,108,
,IOWA - TOWN OF MOSCOW - WARD 2,,22,1,,28,23,
,IOWA - TOWN OF PULASKI - WARD 1,,30,1,,77,61,
,IOWA - TOWN OF RIDGEWAY - WARD 1,,58,4,,103,94,
,IOWA - TOWN OF RIDGEWAY - WARD 2,,41,1,,62,55,
,IOWA - TOWN OF WALDWICK - WARD 1,,28,,1,60,57,
,IOWA - TOWN OF WALDWICK - WARD 2,,32,,,54,46,
,IOWA - TOWN OF WYOMING - WARD 1,,33,3,,48,42,
,IOWA - TOWN OF WYOMING - WARD 2,,57,2,,78,71,
,IOWA - VILLAGE OF ARENA - WARD 1,1,79,7,1,137,115,
,IOWA - VILLAGE OF AVOCA - WARD 1,,50,,,80,69,
,IOWA - VILLAGE OF BARNEVELD - WARD 1,,94,4,3,147,131,
,IOWA - VILLAGE OF BARNEVELD - WARD 2,,12,,,16,14,
,IOWA - VILLAGE OF BLANCHARDVILLE - WARD 2,,20,,,33,33,
,IOWA - VILLAGE OF COBB - WARD 1,,74,,,92,78,
,IOWA - VILLAGE OF HIGHLAND - WARD 1,,97,1,1,139,127,
,IOWA - VILLAGE OF HOLLANDALE - WARD 1,,28,1,,48,37,
,IOWA - VILLAGE OF LINDEN - WARD 1,,35,2,,71,64,
,IOWA - VILLAGE OF LIVINGSTON - WARD 2,,2,,,2,2,
,IOWA - VILLAGE OF MONTFORT - WARD 2,,14,,,24,22,
,IOWA - VILLAGE OF MUSCODA - WARD 3,,4,,,6,4,
,IOWA - VILLAGE OF REWEY - WARD 1,,11,1,,28,22,
,IOWA - VILLAGE OF RIDGEWAY - WARD 1,,46,,1,84,65,
,IRON - CITY OF HURLEY - WARD 1,,63,1,1,78,66,
,IRON - CITY OF HURLEY - WARD 2,1,59,,2,78,72,
,IRON - CITY OF HURLEY - WARD 3,1,63,3,,77,52,
,IRON - CITY OF HURLEY - WARD 4,,54,1,,61,57,
,IRON - CITY OF MONTREAL - WARD 1,,71,,,103,94,
,IRON - CITY OF MONTREAL - WARD 2,,45,,,60,49,
,IRON - TOWN OF ANDERSON - WARD 1,,16,1,,22,19,
,IRON - TOWN OF CAREY - WARD 1,,20,1,1,36,31,
,IRON - TOWN OF GURNEY - WARD 1,,18,,,31,28,
,IRON - TOWN OF KIMBALL - WARD 1,,95,1,,119,98,
,IRON - TOWN OF KNIGHT - WARD 1,,29,1,,49,42,
,IRON - TOWN OF MERCER - WARD 1,121,159,5,1,187,174,
,IRON - TOWN OF MERCER - WARD 2,119,155,3,2,182,176,
,IRON - TOWN OF MERCER - WARD 3,84,87,1,1,110,105,
,IRON - TOWN OF MERCER - WARD 4,68,75,,,99,93,
,IRON - TOWN OF OMA - WARD 1,,92,1,1,121,93,
,IRON - TOWN OF PENCE - WARD 1,,17,1,,31,20,
,IRON - TOWN OF SAXON - WARD 1,,37,,,76,70,
,IRON - TOWN OF SHERMAN - WARD 1,,92,2,1,144,131,
,JACKSON - CITY OF BLACK RIVER FALLS - WARD 1,,152,2,,217,189,
,JACKSON - CITY OF BLACK RIVER FALLS - WARD 2,,104,1,1,158,146,
,JACKSON - CITY OF BLACK RIVER FALLS - WARD 3,,45,2,2,97,79,
,JACKSON - CITY OF BLACK RIVER FALLS - WARD 4,,114,1,3,178,160,
,JACKSON - TOWN OF ADAMS - WARD 1,,103,7,3,183,152,
,JACKSON - TOWN OF ADAMS - WARD 2,,102,1,1,164,143,
,JACKSON - TOWN OF ADAMS - WARD 3,,19,,,29,25,
,JACKSON - TOWN OF ALBION - WARD 1,,6,,,24,19,
,JACKSON - TOWN OF ALBION - WARD 2,,64,,,114,99,
,JACKSON - TOWN OF ALBION - WARD 3,,38,,,91,80,
,JACKSON - TOWN OF ALBION - WARD 4,,14,,,22,17,
,JACKSON - TOWN OF ALMA - WARD 1,,37,3,2,67,51,
,JACKSON - TOWN OF ALMA - WARD 2,,49,1,,104,92,
,JACKSON - TOWN OF ALMA - WARD 3,,9,,,25,23,
,JACKSON - TOWN OF BEAR BLUFF - WARD 1,,8,,,23,17,
,JACKSON - TOWN OF BROCKWAY - WARD 1,,71,2,,134,114,
,JACKSON - TOWN OF BROCKWAY - WARD 2,,23,2,,41,30,
,JACKSON - TOWN OF BROCKWAY - WARD 3,,1,,,2,1,
,JACKSON - TOWN OF BROCKWAY - WARD 4,,36,3,1,54,40,
,JACKSON - TOWN OF BROCKWAY - WARD 5,,25,,,33,27,
,JACKSON - TOWN OF CITY POINT - WARD 1,,19,3,,51,42,
,JACKSON - TOWN OF CLEVELAND - WARD 1,,63,4,1,106,89,
,JACKSON - TOWN OF CURRAN - WARD 1,,30,,,66,57,
,JACKSON - TOWN OF FRANKLIN - WARD 1,,31,,1,70,64,
,JACKSON - TOWN OF GARDEN VALLEY - WARD 1,,57,2,3,106,86,
,JACKSON - TOWN OF GARFIELD - WARD 1,,81,3,,124,106,
,JACKSON - TOWN OF HIXTON - WARD 1,,12,,,27,25,
,JACKSON - TOWN OF HIXTON - WARD 2,,49,,,93,85,
,JACKSON - TOWN OF IRVING - WARD 1,2,54,2,2,92,84,
,JACKSON - TOWN OF IRVING - WARD 2,,11,,,22,21,
,JACKSON - TOWN OF IRVING - WARD 3,,11,,,23,19,
,JACKSON - TOWN OF KNAPP - WARD 1,,39,,,81,67,
,JACKSON - TOWN OF KOMENSKY - WARD 1,,9,1,1,47,35,
,JACKSON - TOWN OF MANCHESTER - WARD 1,,84,7,3,158,129,
,JACKSON - TOWN OF MELROSE - WARD 1,,36,,,75,72,
,JACKSON - TOWN OF MILLSTON - WARD 1,,25,1,,49,38,
,JACKSON - TOWN OF NORTH BEND - WARD 1,,37,,1,86,77,
,JACKSON - TOWN OF NORTHFIELD - WARD 1,,64,,5,136,121,
,JACKSON - TOWN OF SPRINGFIELD - WARD 1,,27,2,,75,66,
,JACKSON - VILLAGE OF ALMA CENTER - WARD 1,,34,,,72,63,
,JACKSON - VILLAGE OF HIXTON - WARD 1,,36,,,84,71,
,JACKSON - VILLAGE OF MELROSE - WARD 1,,64,1,2,97,83,
,JACKSON - VILLAGE OF MERRILLAN - WARD 1,,55,1,1,94,82,
,JACKSON - VILLAGE OF TAYLOR - WARD 1,,22,,,52,44,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 1,,263,17,6,288,267,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 2,,220,2,2,262,246,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 3,,225,6,1,269,248,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 4,,141,6,,193,180,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 5,,105,6,1,160,141,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 6,,173,6,,208,192,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 7,,213,1,5,251,229,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 8,,205,3,4,246,225,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 9,,173,6,,223,202,
,JEFFERSON - CITY OF JEFFERSON - WARD 1,2,149,4,1,206,188,
,JEFFERSON - CITY OF JEFFERSON - WARD 10,,110,6,5,147,143,
,JEFFERSON - CITY OF JEFFERSON - WARD 2,1,151,8,1,191,179,
,JEFFERSON - CITY OF JEFFERSON - WARD 3,,97,3,,148,134,
,JEFFERSON - CITY OF JEFFERSON - WARD 4,,68,4,1,107,100,
,JEFFERSON - CITY OF JEFFERSON - WARD 5,,76,2,1,115,109,
,JEFFERSON - CITY OF JEFFERSON - WARD 6,,89,2,1,106,107,
,JEFFERSON - CITY OF JEFFERSON - WARD 7,,55,4,1,78,73,
,JEFFERSON - CITY OF JEFFERSON - WARD 8,1,50,1,3,76,68,
,JEFFERSON - CITY OF JEFFERSON - WARD 9,,20,,4,30,28,
,JEFFERSON - CITY OF LAKE MILLS - WARD 1,,166,6,,206,185,
,JEFFERSON - CITY OF LAKE MILLS - WARD 2,,69,2,2,94,79,
,JEFFERSON - CITY OF LAKE MILLS - WARD 3,,186,7,3,226,208,
,JEFFERSON - CITY OF LAKE MILLS - WARD 4,,110,3,1,149,138,
,JEFFERSON - CITY OF LAKE MILLS - WARD 5,,58,3,,86,81,
,JEFFERSON - CITY OF LAKE MILLS - WARD 6,,65,2,2,89,76,
,JEFFERSON - CITY OF LAKE MILLS - WARD 7,,156,6,2,180,167,
,JEFFERSON - CITY OF LAKE MILLS - WARD 8,,38,,,53,53,
,JEFFERSON - CITY OF WATERLOO - WARD 1,,126,6,3,149,131,
,JEFFERSON - CITY OF WATERLOO - WARD 2,2,129,2,3,147,136,
,JEFFERSON - CITY OF WATERLOO - WARD 3,,72,3,,94,81,
,JEFFERSON - CITY OF WATERLOO - WARD 4,,11,,,15,13,
,JEFFERSON - CITY OF WATERLOO - WARD 5,,74,2,4,94,80,
,JEFFERSON - CITY OF WATERTOWN - WARD 10,,154,8,5,203,181,
,JEFFERSON - CITY OF WATERTOWN - WARD 11,2,103,3,1,118,112,
,JEFFERSON - CITY OF WATERTOWN - WARD 12,,151,1,4,179,157,
,JEFFERSON - CITY OF WATERTOWN - WARD 13,,141,4,1,183,173,
,JEFFERSON - CITY OF WATERTOWN - WARD 14,,190,1,3,234,221,
,JEFFERSON - CITY OF WATERTOWN - WARD 15,,220,4,1,257,244,
,JEFFERSON - CITY OF WATERTOWN - WARD 16,1,179,6,1,228,212,
,JEFFERSON - CITY OF WATERTOWN - WARD 17,,112,2,2,126,121,
,JEFFERSON - CITY OF WATERTOWN - WARD 18,2,361,21,2,423,402,
,JEFFERSON - CITY OF WATERTOWN - WARD 8,,85,7,2,122,100,
,JEFFERSON - CITY OF WATERTOWN - WARD 9,,65,2,1,93,83,
,JEFFERSON - CITY OF WHITEWATER - WARD 10,,27,,2,42,37,
,JEFFERSON - CITY OF WHITEWATER - WARD 11,,115,12,1,143,124,
,JEFFERSON - CITY OF WHITEWATER - WARD 12,,,,,1,,
,JEFFERSON - TOWN OF AZTALAN - WARD 1,,101,,3,181,157,
,JEFFERSON - TOWN OF AZTALAN - WARD 2,1,64,1,1,114,100,
,JEFFERSON - TOWN OF COLD SPRING - WARD 1,,102,3,,180,166,
,JEFFERSON - TOWN OF CONCORD - WARD 1,1,111,3,,152,136,
,JEFFERSON - TOWN OF CONCORD - WARD 2,,136,4,1,236,204,
,JEFFERSON - TOWN OF CONCORD - WARD 3,,61,1,,102,92,
,JEFFERSON - TOWN OF FARMINGTON - WARD 1,,107,1,,206,177,
,JEFFERSON - TOWN OF FARMINGTON - WARD 2,,76,,,117,107,
,JEFFERSON - TOWN OF HEBRON - WARD 1,1,65,,2,117,102,
,JEFFERSON - TOWN OF HEBRON - WARD 2,,62,,1,127,115,
,JEFFERSON - TOWN OF IXONIA - WARD 1,,117,2,,133,120,
,JEFFERSON - TOWN OF IXONIA - WARD 2,1,205,2,,225,202,
,JEFFERSON - TOWN OF IXONIA - WARD 3,2,140,4,1,157,141,
,JEFFERSON - TOWN OF IXONIA - WARD 4,,144,4,2,158,140,
,JEFFERSON - TOWN OF IXONIA - WARD 5,,75,4,,94,73,
,JEFFERSON - TOWN OF IXONIA - WARD 6,1,118,3,1,130,112,
,JEFFERSON - TOWN OF JEFFERSON - WARD 1,,63,,,126,110,
,JEFFERSON - TOWN OF JEFFERSON - WARD 2,,141,3,,222,205,
,JEFFERSON - TOWN OF JEFFERSON - WARD 3,1,97,4,,164,147,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 1,,52,,,68,57,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 2,,123,3,1,165,139,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 3,,60,5,1,94,75,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 4,1,190,2,2,241,206,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 5,1,183,17,4,227,200,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 6,,15,1,,18,15,
,JEFFERSON - TOWN OF LAKE MILLS - WARD 1,,199,7,,239,209,
,JEFFERSON - TOWN OF LAKE MILLS - WARD 2,,89,5,1,127,110,
,JEFFERSON - TOWN OF LAKE MILLS - WARD 3,,92,,,136,123,
,JEFFERSON - TOWN OF MILFORD - WARD 1,,89,2,1,120,109,
,JEFFERSON - TOWN OF MILFORD - WARD 2,,52,2,1,84,78,
,JEFFERSON - TOWN OF OAKLAND - WARD 1,,157,12,4,202,183,
,JEFFERSON - TOWN OF OAKLAND - WARD 2,,204,30,9,264,245,
,JEFFERSON - TOWN OF OAKLAND - WARD 3,,163,10,6,197,187,
,JEFFERSON - TOWN OF OAKLAND - WARD 4,,81,4,2,118,108,
,JEFFERSON - TOWN OF PALMYRA - WARD 1,,223,9,1,307,280,
,JEFFERSON - TOWN OF PALMYRA - WARD 2,,3,,,5,3,
,JEFFERSON - TOWN OF SULLIVAN - WARD 1,,119,4,,183,159,
,JEFFERSON - TOWN OF SULLIVAN - WARD 2,,131,3,1,174,153,
,JEFFERSON - TOWN OF SULLIVAN - WARD 3,,45,3,2,72,67,
,JEFFERSON - TOWN OF SUMNER - WARD 1,,146,12,3,231,201,
,JEFFERSON - TOWN OF WATERLOO - WARD 1,,109,2,1,193,177,
,JEFFERSON - TOWN OF WATERTOWN - WARD 1,1,121,1,4,213,196,
,JEFFERSON - TOWN OF WATERTOWN - WARD 2,,162,5,1,241,220,
,JEFFERSON - VILLAGE OF CAMBRIDGE - WARD 1,,9,,,15,13,
,JEFFERSON - VILLAGE OF JOHNSON CREEK - WARD 1,2,101,3,1,118,102,
,JEFFERSON - VILLAGE OF JOHNSON CREEK - WARD 2,,89,1,2,122,95,
,JEFFERSON - VILLAGE OF JOHNSON CREEK - WARD 3,3,126,11,6,158,132,
,JEFFERSON - VILLAGE OF PALMYRA - WARD 1,3,127,4,1,178,156,
,JEFFERSON - VILLAGE OF PALMYRA - WARD 2,9,80,4,,135,121,
,JEFFERSON - VILLAGE OF SULLIVAN - WARD 1,,89,2,2,119,96,
,JUNEAU - CITY OF ELROY - WARD 1,15,42,,,53,50,
,JUNEAU - CITY OF ELROY - WARD 2,13,37,1,,58,52,
,JUNEAU - CITY OF ELROY - WARD 3,24,30,2,,43,39,
,JUNEAU - CITY OF ELROY - WARD 4,11,21,1,1,29,27,
,JUNEAU - CITY OF ELROY - WARD 5,1,11,,,13,11,
,JUNEAU - CITY OF ELROY - WARD 6,2,10,,,12,11,
,JUNEAU - CITY OF ELROY - WARD 7,10,23,1,,34,30,
,JUNEAU - CITY OF MAUSTON - WARD 1,2,89,10,2,108,95,
,JUNEAU - CITY OF MAUSTON - WARD 2,,43,1,,62,57,
,JUNEAU - CITY OF MAUSTON - WARD 3,2,109,4,2,138,124,
,JUNEAU - CITY OF MAUSTON - WARD 4,,44,2,1,72,60,
,JUNEAU - CITY OF MAUSTON - WARD 5,3,73,1,2,109,98,
,JUNEAU - CITY OF MAUSTON - WARD 6,,32,1,,44,37,
,JUNEAU - CITY OF MAUSTON - WARD 7,,41,2,1,56,53,
,JUNEAU - CITY OF NEW LISBON - WARD 1,,14,,,25,22,
,JUNEAU - CITY OF NEW LISBON - WARD 2,,19,,,43,27,
,JUNEAU - CITY OF NEW LISBON - WARD 3,1,34,,1,48,46,
,JUNEAU - CITY OF NEW LISBON - WARD 4,,21,2,,32,26,
,JUNEAU - CITY OF NEW LISBON - WARD 5,,19,3,,34,27,
,JUNEAU - CITY OF NEW LISBON - WARD 6,,5,,,8,7,
,JUNEAU - CITY OF NEW LISBON - WARD 7,,,,,3,3,
,JUNEAU - TOWN OF ARMENIA - WARD 1,2,85,6,3,170,152,
,JUNEAU - TOWN OF CLEARFIELD - WARD 1,,71,5,1,131,120,
,JUNEAU - TOWN OF CLEARFIELD - WARD 2,2,16,,,31,29,
,JUNEAU - TOWN OF CUTLER - WARD 1,,40,,1,77,74,
,JUNEAU - TOWN OF FINLEY - WARD 1,,21,,2,29,29,
,JUNEAU - TOWN OF FOUNTAIN - WARD 1,1,59,,2,110,99,
,JUNEAU - TOWN OF FOUNTAIN - WARD 2,,11,,,19,18,
,JUNEAU - TOWN OF GERMANTOWN - WARD 1,4,139,15,2,189,168,
,JUNEAU - TOWN OF GERMANTOWN - WARD 2,2,108,11,2,175,160,
,JUNEAU - TOWN OF GERMANTOWN - WARD 3,,19,,1,31,27,
,JUNEAU - TOWN OF KILDARE - WARD 1,55,84,1,,135,126,
,JUNEAU - TOWN OF KINGSTON - WARD 1,5,2,,,6,6,
,JUNEAU - TOWN OF LEMONWEIR - WARD 1,21,45,1,,58,56,
,JUNEAU - TOWN OF LEMONWEIR - WARD 2,14,34,,,52,48,
,JUNEAU - TOWN OF LEMONWEIR - WARD 3,19,19,,,42,40,
,JUNEAU - TOWN OF LEMONWEIR - WARD 4,43,66,4,,112,103,
,JUNEAU - TOWN OF LINDINA - WARD 1,84,108,,,171,158,
,JUNEAU - TOWN OF LISBON - WARD 1,39,48,2,,102,99,
,JUNEAU - TOWN OF LISBON - WARD 2,25,36,,2,74,60,
,JUNEAU - TOWN OF LISBON - WARD 3,,,,,1,1,
,JUNEAU - TOWN OF LYNDON - WARD 1,31,60,2,3,142,123,
,JUNEAU - TOWN OF LYNDON - WARD 2,3,8,1,,13,12,
,JUNEAU - TOWN OF LYNDON - WARD 3,13,38,1,,74,55,
,JUNEAU - TOWN OF MARION - WARD 1,39,39,2,,109,98,
,JUNEAU - TOWN OF NECEDAH - WARD 1,,38,1,1,61,50,
,JUNEAU - TOWN OF NECEDAH - WARD 2,,85,5,,109,97,
,JUNEAU - TOWN OF NECEDAH - WARD 3,1,81,4,,130,108,
,JUNEAU - TOWN OF NECEDAH - WARD 4,2,94,1,2,145,127,
,JUNEAU - TOWN OF ORANGE - WARD 1,31,61,1,1,141,128,
,JUNEAU - TOWN OF PLYMOUTH - WARD 1,,100,4,1,152,148,
,JUNEAU - TOWN OF SEVEN MILE CREEK - WARD 1,19,24,1,,49,41,
,JUNEAU - TOWN OF SEVEN MILE CREEK - WARD 2,3,7,,,11,9,
,JUNEAU - TOWN OF SUMMIT - WARD 1,43,63,2,,130,114,
,JUNEAU - TOWN OF WONEWOC - WARD 1,21,45,,,76,69,
,JUNEAU - TOWN OF WONEWOC - WARD 2,18,21,,,44,38,
,JUNEAU - VILLAGE OF CAMP DOUGLAS - WARD 1,24,28,2,,62,53,
