,,Voter Status,,
,,Active,Dropped,
,,Count,Count,
,DANE - VILLAGE OF MARSHALL - WARD 5,49,,
,DANE - VILLAGE OF MAZOMANIE - WARD 1,74,3,
,DANE - VILLAGE OF MAZOMANIE - WARD 2,93,4,
,DANE - VILLAGE OF MAZOMANIE - WARD 3,80,12,
,DANE - VILLAGE OF MCFARLAND - WARD 1,120,11,
,DANE - VILLAGE OF MCFARLAND - WARD 10,68,9,
,DANE - VILLAGE OF MCFARLAND - WARD 11,1,,
,DANE - VILLAGE OF MCFARLAND - WARD 12,24,2,
,DANE - VILLAGE OF MCFARLAND - WARD 13,1,,
,DANE - VILLAGE OF MCFARLAND - WARD 2,86,14,
,DANE - VILLAGE OF MCFARLAND - WARD 3,116,9,
,DANE - VILLAGE OF MCFARLAND - WARD 4,117,4,
,DANE - VILLAGE OF MCFARLAND - WARD 5,104,7,
,DANE - VILLAGE OF MCFARLAND - WARD 6,86,4,
,DANE - VILLAGE OF MCFARLAND - WARD 7,98,6,
,DANE - VILLAGE OF MCFARLAND - WARD 8,90,8,
,DANE - VILLAGE OF MCFARLAND - WARD 9,111,10,
,DANE - VILLAGE OF MOUNT HOREB - WARD 1,139,24,
,DANE - VILLAGE OF MOUNT HOREB - WARD 2,152,12,
,DANE - VILLAGE OF MOUNT HOREB - WARD 3,71,4,
,DANE - VILLAGE OF MOUNT HOREB - WARD 4,118,6,
,DANE - VILLAGE OF MOUNT HOREB - WARD 5,136,6,
,DANE - VILLAGE OF MOUNT HOREB - WARD 6,82,5,
,DANE - VILLAGE OF MOUNT HOREB - WARD 7,145,16,
,DANE - VILLAGE OF MOUNT HOREB - WARD 8,162,8,
,DANE - VILLAGE OF OREGON - WARD 1,122,8,
,DANE - VILLAGE OF OREGON - WARD 10,99,9,
,DANE - VILLAGE OF OREGON - WARD 11,63,5,
,DANE - VILLAGE OF OREGON - WARD 12,163,6,
,DANE - VILLAGE OF OREGON - WARD 13,1,,
,DANE - VILLAGE OF OREGON - WARD 2,139,10,
,DANE - VILLAGE OF OREGON - WARD 3,150,9,
,DANE - VILLAGE OF OREGON - WARD 4,118,17,
,DANE - VILLAGE OF OREGON - WARD 5,167,8,
,DANE - VILLAGE OF OREGON - WARD 6,85,6,
,DANE - VILLAGE OF OREGON - WARD 7,55,6,
,DANE - VILLAGE OF OREGON - WARD 8,121,14,
,DANE - VILLAGE OF OREGON - WARD 9,112,13,
,DANE - VILLAGE OF ROCKDALE - WARD 1,39,3,
,DANE - VILLAGE OF SHOREWOOD HILLS - WARD 1,208,18,
,DANE - VILLAGE OF SHOREWOOD HILLS - WARD 2,191,22,
,DANE - VILLAGE OF WAUNAKEE - WARD 1,178,12,
,DANE - VILLAGE OF WAUNAKEE - WARD 10,237,26,
,DANE - VILLAGE OF WAUNAKEE - WARD 2,183,18,
,DANE - VILLAGE OF WAUNAKEE - WARD 3,92,13,
,DANE - VILLAGE OF WAUNAKEE - WARD 4,216,21,
,DANE - VILLAGE OF WAUNAKEE - WARD 5,179,18,
,DANE - VILLAGE OF WAUNAKEE - WARD 6,190,16,
,DANE - VILLAGE OF WAUNAKEE - WARD 7,151,12,
,DANE - VILLAGE OF WAUNAKEE - WARD 8,96,7,
,DANE - VILLAGE OF WAUNAKEE - WARD 9,71,8,
,DANE - VILLAGE OF WINDSOR - WARD 1,51,4,
,DANE - VILLAGE OF WINDSOR - WARD 10,95,8,
,DANE - VILLAGE OF WINDSOR - WARD 2,35,3,
,DANE - VILLAGE OF WINDSOR - WARD 3,102,8,
,DANE - VILLAGE OF WINDSOR - WARD 4,131,9,
,DANE - VILLAGE OF WINDSOR - WARD 5,103,7,
,DANE - VILLAGE OF WINDSOR - WARD 6,85,10,
,DANE - VILLAGE OF WINDSOR - WARD 7,175,12,
,DANE - VILLAGE OF WINDSOR - WARD 8,75,4,
,DANE - VILLAGE OF WINDSOR - WARD 9,52,4,
,DODGE - CITY OF BEAVER DAM - WARD 1,170,20,
,DODGE - CITY OF BEAVER DAM - WARD 10,152,12,
,DODGE - CITY OF BEAVER DAM - WARD 11,206,16,
,DODGE - CITY OF BEAVER DAM - WARD 12,76,9,
,DODGE - CITY OF BEAVER DAM - WARD 13,144,21,
,DODGE - CITY OF BEAVER DAM - WARD 14,86,7,
,DODGE - CITY OF BEAVER DAM - WARD 2,154,9,
,DODGE - CITY OF BEAVER DAM - WARD 3,167,8,
,DODGE - CITY OF BEAVER DAM - WARD 4,62,3,
,DODGE - CITY OF BEAVER DAM - WARD 5,106,5,
,DODGE - CITY OF BEAVER DAM - WARD 6,178,23,
,DODGE - CITY OF BEAVER DAM - WARD 7,167,7,
,DODGE - CITY OF BEAVER DAM - WARD 8,181,15,
,DODGE - CITY OF BEAVER DAM - WARD 9,258,18,
,DODGE - CITY OF FOX LAKE - WARD 1,77,7,
,DODGE - CITY OF FOX LAKE - WARD 2,73,8,
,DODGE - CITY OF FOX LAKE - WARD 3,69,7,
,DODGE - CITY OF HARTFORD - WARD 18,4,,
,DODGE - CITY OF HORICON - WARD 1,102,10,
,DODGE - CITY OF HORICON - WARD 2,38,6,
,DODGE - CITY OF HORICON - WARD 3,63,4,
,DODGE - CITY OF HORICON - WARD 4,107,16,
,DODGE - CITY OF HORICON - WARD 5,90,5,
,DODGE - CITY OF HORICON - WARD 6,63,5,
,DODGE - CITY OF JUNEAU - WARD 1,106,10,
,DODGE - CITY OF JUNEAU - WARD 2,77,10,
,DODGE - CITY OF JUNEAU - WARD 3,106,9,
,DODGE - CITY OF MAYVILLE - WARD 1,85,7,
,DODGE - CITY OF MAYVILLE - WARD 2,154,9,
,DODGE - CITY OF MAYVILLE - WARD 3,91,4,
,DODGE - CITY OF MAYVILLE - WARD 4,68,1,
,DODGE - CITY OF MAYVILLE - WARD 5,98,10,
,DODGE - CITY OF MAYVILLE - WARD 6,87,6,
,DODGE - CITY OF MAYVILLE - WARD 7,183,12,
,DODGE - CITY OF WATERTOWN - WARD 1,222,23,
,DODGE - CITY OF WATERTOWN - WARD 2,299,61,
,DODGE - CITY OF WATERTOWN - WARD 3,162,13,
,DODGE - CITY OF WATERTOWN - WARD 4,204,28,
,DODGE - CITY OF WATERTOWN - WARD 5,155,12,
,DODGE - CITY OF WATERTOWN - WARD 6,165,7,
,DODGE - CITY OF WATERTOWN - WARD 7,154,21,
,DODGE - CITY OF WAUPUN - WARD 1,135,18,
,DODGE - CITY OF WAUPUN - WARD 13,10,2,
,DODGE - CITY OF WAUPUN - WARD 2,108,19,
,DODGE - CITY OF WAUPUN - WARD 4,59,9,
,DODGE - CITY OF WAUPUN - WARD 5,115,11,
,DODGE - CITY OF WAUPUN - WARD 7,94,3,
,DODGE - CITY OF WAUPUN - WARD 8,53,4,
,DODGE - TOWN OF ASHIPPUN - WARD 1,75,3,
,DODGE - TOWN OF ASHIPPUN - WARD 2,207,14,
,DODGE - TOWN OF ASHIPPUN - WARD 3,142,10,
,DODGE - TOWN OF ASHIPPUN - WARD 4,61,5,
,DODGE - TOWN OF BEAVER DAM - WARD 1,176,3,
,DODGE - TOWN OF BEAVER DAM - WARD 2,54,4,
,DODGE - TOWN OF BEAVER DAM - WARD 3,66,9,
,DODGE - TOWN OF BEAVER DAM - WARD 4,103,6,
,DODGE - TOWN OF BEAVER DAM - WARD 5,179,15,
,DODGE - TOWN OF BEAVER DAM - WARD 6,142,12,
,DODGE - TOWN OF BEAVER DAM - WARD 9,1,,
,DODGE - TOWN OF BURNETT - WARD 1,137,9,
,DODGE - TOWN OF BURNETT - WARD 2,39,,
,DODGE - TOWN OF CALAMUS - WARD 1,143,10,
,DODGE - TOWN OF CALAMUS - WARD 2,40,2,
,DODGE - TOWN OF CHESTER - WARD 1,57,3,
,DODGE - TOWN OF CHESTER - WARD 2,70,4,
,DODGE - TOWN OF CLYMAN - WARD 1,152,14,
,DODGE - TOWN OF ELBA - WARD 1,194,19,
,DODGE - TOWN OF EMMET - WARD 1,60,4,
,DODGE - TOWN OF EMMET - WARD 2,216,15,
,DODGE - TOWN OF FOX LAKE - WARD 1,42,2,
,DODGE - TOWN OF FOX LAKE - WARD 2,182,10,
,DODGE - TOWN OF FOX LAKE - WARD 3,2,,
,DODGE - TOWN OF FOX LAKE - WARD 4,67,7,
,DODGE - TOWN OF HERMAN - WARD 1,127,4,
,DODGE - TOWN OF HERMAN - WARD 2,96,5,
,DODGE - TOWN OF HUBBARD - WARD 1,124,12,
,DODGE - TOWN OF HUBBARD - WARD 2,128,12,
,DODGE - TOWN OF HUBBARD - WARD 3,66,6,
,DODGE - TOWN OF HUBBARD - WARD 4,38,6,
,DODGE - TOWN OF HUSTISFORD - WARD 1,181,9,
,DODGE - TOWN OF HUSTISFORD - WARD 2,107,5,
,DODGE - TOWN OF LEBANON - WARD 1,133,14,
,DODGE - TOWN OF LEBANON - WARD 2,140,5,
,DODGE - TOWN OF LEROY - WARD 1,79,5,
,DODGE - TOWN OF LEROY - WARD 2,94,5,
,DODGE - TOWN OF LOMIRA - WARD 1,121,12,
,DODGE - TOWN OF LOMIRA - WARD 2,55,2,
,DODGE - TOWN OF LOWELL - WARD 1,71,5,
,DODGE - TOWN OF LOWELL - WARD 2,25,1,
,DODGE - TOWN OF LOWELL - WARD 3,30,2,
,DODGE - TOWN OF LOWELL - WARD 4,64,7,
,DODGE - TOWN OF OAK GROVE - WARD 1,147,15,
,DODGE - TOWN OF OAK GROVE - WARD 2,75,4,
,DODGE - TOWN OF PORTLAND - WARD 1,109,3,
,DODGE - TOWN OF PORTLAND - WARD 2,85,5,
,DODGE - TOWN OF RUBICON - WARD 1,189,18,
,DODGE - TOWN OF RUBICON - WARD 2,173,13,
,DODGE - TOWN OF RUBICON - WARD 3,43,4,
,DODGE - TOWN OF SHIELDS - WARD 1,131,13,
,DODGE - TOWN OF THERESA - WARD 1,89,4,
,DODGE - TOWN OF THERESA - WARD 2,124,9,
,DODGE - TOWN OF TRENTON - WARD 1,97,3,
,DODGE - TOWN OF TRENTON - WARD 2,136,7,
,DODGE - TOWN OF WESTFORD - WARD 1,227,14,
,DODGE - TOWN OF WESTFORD - WARD 2,72,5,
,DODGE - TOWN OF WESTFORD - WARD 3,3,,
,DODGE - VILLAGE OF BROWNSVILLE - WARD 1,91,6,
,DODGE - VILLAGE OF CLYMAN - WARD 1,56,7,
,DODGE - VILLAGE OF HUSTISFORD - WARD 1,100,9,
,DODGE - VILLAGE OF HUSTISFORD - WARD 2,63,2,
,DODGE - VILLAGE OF IRON RIDGE - WARD 1,119,6,
,DODGE - VILLAGE OF KEKOSKEE - WARD 1,79,3,
,DODGE - VILLAGE OF KEKOSKEE - WARD 2,43,2,
,DODGE - VILLAGE OF KEKOSKEE - WARD 3,68,4,
,DODGE - VILLAGE OF LOMIRA - WARD 1,104,17,
,DODGE - VILLAGE OF LOMIRA - WARD 2,105,7,
,DODGE - VILLAGE OF LOMIRA - WARD 3,68,9,
,DODGE - VILLAGE OF LOWELL - WARD 1,47,4,
,DODGE - VILLAGE OF NEOSHO - WARD 1,96,4,
,DODGE - VILLAGE OF RANDOLPH - WARD 1,95,10,
,DODGE - VILLAGE OF RANDOLPH - WARD 2,97,9,
,DODGE - VILLAGE OF REESEVILLE - WARD 1,91,10,
,DODGE - VILLAGE OF THERESA - WARD 1,56,1,
,DODGE - VILLAGE OF THERESA - WARD 2,91,9,
,DODGE - VILLAGE OF THERESA - WARD 3,49,7,
,DOOR - CITY OF STURGEON BAY - WARD 1,77,8,
,DOOR - CITY OF STURGEON BAY - WARD 10,125,8,
,DOOR - CITY OF STURGEON BAY - WARD 11,127,10,
,DOOR - CITY OF STURGEON BAY - WARD 12,88,12,
,DOOR - CITY OF STURGEON BAY - WARD 13,113,8,
,DOOR - CITY OF STURGEON BAY - WARD 14,131,13,
,DOOR - CITY OF STURGEON BAY - WARD 15,4,2,
,DOOR - CITY OF STURGEON BAY - WARD 16,9,3,
,DOOR - CITY OF STURGEON BAY - WARD 18,2,,
,DOOR - CITY OF STURGEON BAY - WARD 19,34,1,
,DOOR - CITY OF STURGEON BAY - WARD 2,64,2,
,DOOR - CITY OF STURGEON BAY - WARD 20,28,5,
,DOOR - CITY OF STURGEON BAY - WARD 25,3,,
,DOOR - CITY OF STURGEON BAY - WARD 27,13,,
,DOOR - CITY OF STURGEON BAY - WARD 3,115,14,
,DOOR - CITY OF STURGEON BAY - WARD 4,126,6,
,DOOR - CITY OF STURGEON BAY - WARD 5,230,19,
,DOOR - CITY OF STURGEON BAY - WARD 6,68,6,
,DOOR - CITY OF STURGEON BAY - WARD 7,42,6,
,DOOR - CITY OF STURGEON BAY - WARD 8,137,10,
,DOOR - CITY OF STURGEON BAY - WARD 9,129,14,
,DOOR - TOWN OF BAILEYS HARBOR - WARD 1,135,7,
,DOOR - TOWN OF BAILEYS HARBOR - WARD 2,170,10,
,DOOR - TOWN OF BRUSSELS - WARD 1,61,2,
,DOOR - TOWN OF BRUSSELS - WARD 2,123,7,
,DOOR - TOWN OF CLAYBANKS - WARD 1,119,4,
,DOOR - TOWN OF EGG HARBOR - WARD 1,212,15,
,DOOR - TOWN OF EGG HARBOR - WARD 2,124,11,
,DOOR - TOWN OF EGG HARBOR - WARD 3,17,2,
,DOOR - TOWN OF FORESTVILLE - WARD 1,87,4,
,DOOR - TOWN OF FORESTVILLE - WARD 2,80,4,
,DOOR - TOWN OF GARDNER - WARD 1,155,5,
,DOOR - TOWN OF GARDNER - WARD 2,148,7,
,DOOR - TOWN OF GIBRALTAR - WARD 1,210,13,
,DOOR - TOWN OF GIBRALTAR - WARD 2,128,14,
,DOOR - TOWN OF JACKSONPORT - WARD 1,126,13,
,DOOR - TOWN OF JACKSONPORT - WARD 2,88,4,
,DOOR - TOWN OF LIBERTY GROVE - WARD 1,222,18,
,DOOR - TOWN OF LIBERTY GROVE - WARD 2,130,10,
,DOOR - TOWN OF LIBERTY GROVE - WARD 3,182,12,
,DOOR - TOWN OF NASEWAUPEE - WARD 1,259,19,
,DOOR - TOWN OF NASEWAUPEE - WARD 2,114,7,
,DOOR - TOWN OF NASEWAUPEE - WARD 3,140,4,
,DOOR - TOWN OF SEVASTOPOL - WARD 1,147,7,
,DOOR - TOWN OF SEVASTOPOL - WARD 2,74,4,
,DOOR - TOWN OF SEVASTOPOL - WARD 3,234,13,
,DOOR - TOWN OF SEVASTOPOL - WARD 4,91,9,
,DOOR - TOWN OF SEVASTOPOL - WARD 5,220,13,
,DOOR - TOWN OF STURGEON BAY - WARD 1,116,9,
,DOOR - TOWN OF STURGEON BAY - WARD 2,96,11,
,DOOR - TOWN OF UNION - WARD 1,254,18,
,DOOR - TOWN OF WASHINGTON - WARD 1,229,19,
,DOOR - VILLAGE OF EGG HARBOR - WARD 1,103,7,
,DOOR - VILLAGE OF EPHRAIM - WARD 1,68,7,
,DOOR - VILLAGE OF FORESTVILLE - WARD 1,86,6,
,DOOR - VILLAGE OF SISTER BAY - WARD 1,298,35,
,DOUGLAS - CITY OF SUPERIOR - WARD 1,191,21,
,DOUGLAS - CITY OF SUPERIOR - WARD 10,56,5,
,DOUGLAS - CITY OF SUPERIOR - WARD 11,106,12,
,DOUGLAS - CITY OF SUPERIOR - WARD 12,139,16,
,DOUGLAS - CITY OF SUPERIOR - WARD 13,276,25,
,DOUGLAS - CITY OF SUPERIOR - WARD 14,79,8,
,DOUGLAS - CITY OF SUPERIOR - WARD 15,40,3,
,DOUGLAS - CITY OF SUPERIOR - WARD 16,62,8,
,DOUGLAS - CITY OF SUPERIOR - WARD 17,106,10,
,DOUGLAS - CITY OF SUPERIOR - WARD 18,30,2,
,DOUGLAS - CITY OF SUPERIOR - WARD 19,10,1,
,DOUGLAS - CITY OF SUPERIOR - WARD 2,60,6,
,DOUGLAS - CITY OF SUPERIOR - WARD 20,54,7,
,DOUGLAS - CITY OF SUPERIOR - WARD 21,114,13,
,DOUGLAS - CITY OF SUPERIOR - WARD 22,23,4,
,DOUGLAS - CITY OF SUPERIOR - WARD 23,152,15,
,DOUGLAS - CITY OF SUPERIOR - WARD 24,24,,
,DOUGLAS - CITY OF SUPERIOR - WARD 25,53,7,
,DOUGLAS - CITY OF SUPERIOR - WARD 26,7,,
,DOUGLAS - CITY OF SUPERIOR - WARD 27,292,15,
,DOUGLAS - CITY OF SUPERIOR - WARD 28,122,5,
,DOUGLAS - CITY OF SUPERIOR - WARD 29,80,5,
,DOUGLAS - CITY OF SUPERIOR - WARD 3,165,8,
,DOUGLAS - CITY OF SUPERIOR - WARD 30,28,2,
,DOUGLAS - CITY OF SUPERIOR - WARD 31,31,2,
,DOUGLAS - CITY OF SUPERIOR - WARD 32,129,7,
,DOUGLAS - CITY OF SUPERIOR - WARD 4,44,6,
,DOUGLAS - CITY OF SUPERIOR - WARD 5,146,8,
,DOUGLAS - CITY OF SUPERIOR - WARD 6,137,14,
,DOUGLAS - CITY OF SUPERIOR - WARD 7,189,18,
,DOUGLAS - CITY OF SUPERIOR - WARD 8,146,13,
,DOUGLAS - CITY OF SUPERIOR - WARD 9,38,8,
,DOUGLAS - TOWN OF AMNICON - WARD 1,80,2,
,DOUGLAS - TOWN OF AMNICON - WARD 2,96,7,
,DOUGLAS - TOWN OF BENNETT - WARD 1,126,7,
,DOUGLAS - TOWN OF BRULE - WARD 1,53,8,
,DOUGLAS - TOWN OF BRULE - WARD 2,87,5,
,DOUGLAS - TOWN OF CLOVERLAND - WARD 1,41,2,
,DOUGLAS - TOWN OF DAIRYLAND - WARD 1,30,5,
,DOUGLAS - TOWN OF GORDON - WARD 1,187,16,
,DOUGLAS - TOWN OF HAWTHORNE - WARD 1,89,4,
,DOUGLAS - TOWN OF HAWTHORNE - WARD 2,48,2,
,DOUGLAS - TOWN OF HIGHLAND - WARD 1,99,9,
,DOUGLAS - TOWN OF LAKESIDE - WARD 1,97,6,
,DOUGLAS - TOWN OF MAPLE - WARD 1,119,9,
,DOUGLAS - TOWN OF OAKLAND - WARD 1,113,6,
,DOUGLAS - TOWN OF OAKLAND - WARD 2,135,5,
,DOUGLAS - TOWN OF PARKLAND - WARD 1,84,4,
,DOUGLAS - TOWN OF PARKLAND - WARD 2,114,3,
,DOUGLAS - TOWN OF SOLON SPRINGS - WARD 1,44,2,
,DOUGLAS - TOWN OF SOLON SPRINGS - WARD 2,112,7,
,DOUGLAS - TOWN OF SOLON SPRINGS - WARD 3,63,4,
,DOUGLAS - TOWN OF SUMMIT - WARD 1,205,4,
,DOUGLAS - TOWN OF SUMMIT - WARD 2,26,,
,DOUGLAS - TOWN OF SUPERIOR - WARD 1,237,11,
,DOUGLAS - TOWN OF SUPERIOR - WARD 2,205,14,
,DOUGLAS - TOWN OF WASCOTT - WARD 1,228,14,
,DOUGLAS - VILLAGE OF LAKE NEBAGAMON - WARD 1,151,14,
,DOUGLAS - VILLAGE OF LAKE NEBAGAMON - WARD 2,72,8,
,DOUGLAS - VILLAGE OF OLIVER - WARD 1,72,6,
,DOUGLAS - VILLAGE OF POPLAR - WARD 1,104,6,
,DOUGLAS - VILLAGE OF SOLON SPRINGS - WARD 1,137,4,
,DOUGLAS - VILLAGE OF SUPERIOR - WARD 1,139,11,
,DUNN - CITY OF MENOMONIE - WARD 1,260,37,
,DUNN - CITY OF MENOMONIE - WARD 10,211,22,
,DUNN - CITY OF MENOMONIE - WARD 11,219,20,
,DUNN - CITY OF MENOMONIE - WARD 2,202,22,
,DUNN - CITY OF MENOMONIE - WARD 3,55,,
,DUNN - CITY OF MENOMONIE - WARD 4,32,1,
,DUNN - CITY OF MENOMONIE - WARD 5,9,,
,DUNN - CITY OF MENOMONIE - WARD 6,114,6,
,DUNN - CITY OF MENOMONIE - WARD 7,9,,
,DUNN - CITY OF MENOMONIE - WARD 8,107,8,
,DUNN - CITY OF MENOMONIE - WARD 9,121,17,
,DUNN - TOWN OF COLFAX - WARD 1,30,2,
,DUNN - TOWN OF COLFAX - WARD 2,15,3,
,DUNN - TOWN OF COLFAX - WARD 3,129,5,
,DUNN - TOWN OF DUNN - WARD 1,148,16,
,DUNN - TOWN OF DUNN - WARD 2,64,3,
,DUNN - TOWN OF EAU GALLE - WARD 1,122,6,
,DUNN - TOWN OF ELK MOUND - WARD 1,80,4,
,DUNN - TOWN OF ELK MOUND - WARD 2,30,1,
,DUNN - TOWN OF ELK MOUND - WARD 3,69,11,
,DUNN - TOWN OF GRANT - WARD 1,34,2,
,DUNN - TOWN OF GRANT - WARD 2,61,3,
,DUNN - TOWN OF HAY RIVER - WARD 1,47,5,
,DUNN - TOWN OF HAY RIVER - WARD 2,40,4,
,DUNN - TOWN OF LUCAS - WARD 1,105,6,
,DUNN - TOWN OF MENOMONIE - WARD 1,58,2,
,DUNN - TOWN OF MENOMONIE - WARD 2,210,15,
,DUNN - TOWN OF MENOMONIE - WARD 3,304,19,
,DUNN - TOWN OF NEW HAVEN - WARD 1,82,9,
,DUNN - TOWN OF OTTER CREEK - WARD 1,87,9,
,DUNN - TOWN OF PERU - WARD 1,38,2,
,DUNN - TOWN OF RED CEDAR - WARD 1,250,14,
,DUNN - TOWN OF RED CEDAR - WARD 2,65,4,
,DUNN - TOWN OF RED CEDAR - WARD 3,14,1,
,DUNN - TOWN OF ROCK CREEK - WARD 1,143,11,
,DUNN - TOWN OF SAND CREEK - WARD 1,91,3,
,DUNN - TOWN OF SHERIDAN - WARD 1,82,9,
,DUNN - TOWN OF SHERMAN - WARD 1,152,12,
,DUNN - TOWN OF SPRING BROOK - WARD 1,50,1,
,DUNN - TOWN OF SPRING BROOK - WARD 2,188,19,
,DUNN - TOWN OF STANTON - WARD 1,104,7,
,DUNN - TOWN OF TAINTER - WARD 1,67,4,
,DUNN - TOWN OF TAINTER - WARD 2,242,28,
,DUNN - TOWN OF TAINTER - WARD 3,163,15,
,DUNN - TOWN OF TIFFANY - WARD 1,26,3,
,DUNN - TOWN OF TIFFANY - WARD 2,82,10,
,DUNN - TOWN OF WESTON - WARD 1,46,4,
,DUNN - TOWN OF WESTON - WARD 2,39,1,
,DUNN - TOWN OF WILSON - WARD 1,88,2,
,DUNN - VILLAGE OF BOYCEVILLE - WARD 1,110,4,
,DUNN - VILLAGE OF COLFAX - WARD 1,112,14,
,DUNN - VILLAGE OF COLFAX - WARD 2,46,1,
,DUNN - VILLAGE OF DOWNING - WARD 1,19,,
,DUNN - VILLAGE OF ELK MOUND - WARD 1,88,12,
,DUNN - VILLAGE OF KNAPP - WARD 1,72,8,
,DUNN - VILLAGE OF RIDGELAND - WARD 1,22,3,
,DUNN - VILLAGE OF WHEELER - WARD 1,20,1,
,EAU CLAIRE - CITY OF ALTOONA - WARD 1,143,21,
,EAU CLAIRE - CITY OF ALTOONA - WARD 10,47,6,
,EAU CLAIRE - CITY OF ALTOONA - WARD 11,196,22,
,EAU CLAIRE - CITY OF ALTOONA - WARD 2,84,3,
,EAU CLAIRE - CITY OF ALTOONA - WARD 3,33,8,
,EAU CLAIRE - CITY OF ALTOONA - WARD 4,86,6,
,EAU CLAIRE - CITY OF ALTOONA - WARD 5,107,13,
,EAU CLAIRE - CITY OF ALTOONA - WARD 6,52,2,
,EAU CLAIRE - CITY OF ALTOONA - WARD 7,105,13,
,EAU CLAIRE - CITY OF ALTOONA - WARD 8,32,1,
,EAU CLAIRE - CITY OF ALTOONA - WARD 9,81,9,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 1,34,6,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 2,50,8,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 3,23,2,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 4,47,2,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 5,22,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 1,72,12,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 10,228,17,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 11,286,19,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 12,479,49,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 13,108,8,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 14,289,22,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 15,296,36,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 17,379,35,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 18,140,43,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 19,141,18,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 2,60,5,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 20,24,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 21,198,17,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 22,82,11,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 23,374,45,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 24,1,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 25,418,37,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 26,140,17,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 27,57,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 28,99,9,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 29,240,22,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 3,266,31,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 30,234,17,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 31,151,9,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 32,217,18,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 33,115,19,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 34,66,9,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 35,292,24,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 36,77,4,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 37,154,10,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 38,154,12,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 39,261,39,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 4,127,6,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 42,30,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 43,106,12,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 44,14,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 45,49,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 46,171,10,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 47,83,8,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 48,51,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 49,129,19,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 5,21,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 50,2,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 51,1,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 55,2,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 57,1,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 58,1,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 6,42,4,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 65,9,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 7,214,17,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 72,1,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 8,239,22,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 9,70,7,
,EAU CLAIRE - TOWN OF BRIDGE CREEK - WARD 1,175,8,
,EAU CLAIRE - TOWN OF BRIDGE CREEK - WARD 2,54,2,
,EAU CLAIRE - TOWN OF BRUNSWICK - WARD 1,189,9,
