,,Voting Method,,,,,,
,GRANT - TOWN OF GLEN HAVEN - WARD 1,,19,,,46,37,
,GRANT - TOWN OF HARRISON - WARD 1,,56,,1,68,66,
,GRANT - TOWN OF HAZEL GREEN - WARD 1,,29,,,65,62,
,GRANT - TOWN OF HAZEL GREEN - WARD 2,2,135,13,9,137,134,
,GRANT - TOWN OF HICKORY GROVE - WARD 1,,25,,,45,43,
,GRANT - TOWN OF JAMESTOWN - WARD 1,,96,,,120,96,
,GRANT - TOWN OF JAMESTOWN - WARD 2,,71,,,108,97,
,GRANT - TOWN OF JAMESTOWN - WARD 3,,44,1,,58,44,
,GRANT - TOWN OF LIBERTY - WARD 1,,27,,2,51,49,
,GRANT - TOWN OF LIMA - WARD 1,,67,,,94,83,
,GRANT - TOWN OF LITTLE GRANT - WARD 1,,21,,1,36,34,
,GRANT - TOWN OF MARION - WARD 1,,39,,,46,39,
,GRANT - TOWN OF MILLVILLE - WARD 1,,11,,,29,26,
,GRANT - TOWN OF MOUNT HOPE - WARD 1,,27,,,38,32,
,GRANT - TOWN OF MOUNT IDA - WARD 1,,67,,,80,76,
,GRANT - TOWN OF MUSCODA - WARD 1,,25,,,54,47,
,GRANT - TOWN OF NORTH LANCASTER - WARD 1,,59,,1,69,62,
,GRANT - TOWN OF PARIS - WARD 1,,14,,,23,18,
,GRANT - TOWN OF PARIS - WARD 2,,31,1,,45,39,
,GRANT - TOWN OF PATCH GROVE - WARD 1,,22,,,31,27,
,GRANT - TOWN OF PLATTEVILLE - WARD 1,,58,2,1,70,66,
,GRANT - TOWN OF PLATTEVILLE - WARD 2,,56,,1,71,64,
,GRANT - TOWN OF PLATTEVILLE - WARD 3,,19,,,30,29,
,GRANT - TOWN OF POTOSI - WARD 1,,69,,,100,85,
,GRANT - TOWN OF SMELSER - WARD 1,,75,,,98,88,
,GRANT - TOWN OF SMELSER - WARD 2,,25,,,32,30,
,GRANT - TOWN OF SOUTH LANCASTER - WARD 1,,32,,,40,34,
,GRANT - TOWN OF SOUTH LANCASTER - WARD 2,,6,1,,15,13,
,GRANT - TOWN OF SOUTH LANCASTER - WARD 3,1,32,1,,37,30,
,GRANT - TOWN OF WATERLOO - WARD 1,,40,,,62,48,
,GRANT - TOWN OF WATTERSTOWN - WARD 1,2,28,,1,42,40,
,GRANT - TOWN OF WATTERSTOWN - WARD 2,,9,,,12,11,
,GRANT - TOWN OF WINGVILLE - WARD 1,,38,,,45,43,
,GRANT - TOWN OF WOODMAN - WARD 1,,21,,,28,23,
,GRANT - TOWN OF WYALUSING - WARD 1,,46,1,,70,61,
,GRANT - VILLAGE OF BAGLEY - WARD 1,,30,1,,46,40,
,GRANT - VILLAGE OF BLOOMINGTON - WARD 1,,77,,,100,87,
,GRANT - VILLAGE OF BLUE RIVER - WARD 1,,40,2,1,55,52,
,GRANT - VILLAGE OF CASSVILLE - WARD 1,,82,2,1,100,87,
,GRANT - VILLAGE OF CASSVILLE - WARD 2,,31,,,33,27,
,GRANT - VILLAGE OF DICKEYVILLE - WARD 1,1,62,1,1,75,69,
,GRANT - VILLAGE OF DICKEYVILLE - WARD 2,,31,,,37,36,
,GRANT - VILLAGE OF HAZEL GREEN - WARD 1,,61,1,,74,67,
,GRANT - VILLAGE OF HAZEL GREEN - WARD 2,,55,,,73,66,
,GRANT - VILLAGE OF LIVINGSTON - WARD 1,,65,2,2,84,75,
,GRANT - VILLAGE OF MONTFORT - WARD 1,,64,,,78,65,
,GRANT - VILLAGE OF MOUNT HOPE - WARD 1,,7,,1,11,9,
,GRANT - VILLAGE OF MUSCODA - WARD 1,,69,,2,81,70,
,GRANT - VILLAGE OF MUSCODA - WARD 2,,34,,,47,40,
,GRANT - VILLAGE OF PATCH GROVE - WARD 1,,10,,,18,15,
,GRANT - VILLAGE OF POTOSI - WARD 1,,81,,,107,96,
,GRANT - VILLAGE OF TENNYSON - WARD 1,,22,,,38,35,
,GRANT - VILLAGE OF WOODMAN - WARD 1,,11,,,13,12,
,GREEN - CITY OF BRODHEAD - WARD 1,,49,3,,56,54,
,GREEN - CITY OF BRODHEAD - WARD 2,,61,2,,74,71,
,GREEN - CITY OF BRODHEAD - WARD 3,,45,2,,52,49,
,GREEN - CITY OF BRODHEAD - WARD 4,1,47,1,1,55,49,
,GREEN - CITY OF BRODHEAD - WARD 5,,50,,,57,51,
,GREEN - CITY OF BRODHEAD - WARD 6,,44,4,,52,49,
,GREEN - CITY OF MONROE - WARD 1,,171,2,1,171,162,
,GREEN - CITY OF MONROE - WARD 2,,166,,1,167,160,
,GREEN - CITY OF MONROE - WARD 3,,207,4,2,219,201,
,GREEN - CITY OF MONROE - WARD 4,,142,1,1,143,138,
,GREEN - CITY OF MONROE - WARD 5,,176,1,3,179,163,
,GREEN - CITY OF MONROE - WARD 6,,88,,,93,90,
,GREEN - CITY OF MONROE - WARD 7,,105,1,3,110,98,
,GREEN - CITY OF MONROE - WARD 8,,240,6,,243,222,
,GREEN - CITY OF MONROE - WARD 9,,96,1,,107,97,
,GREEN - TOWN OF ADAMS - WARD 1,,55,1,1,87,76,
,GREEN - TOWN OF ALBANY - WARD 1,,57,,,99,75,
,GREEN - TOWN OF ALBANY - WARD 2,,54,,,97,81,
,GREEN - TOWN OF BROOKLYN - WARD 1,,118,,2,148,139,
,GREEN - TOWN OF BROOKLYN - WARD 2,,29,,,39,37,
,GREEN - TOWN OF BROOKLYN - WARD 3,,25,,,29,26,
,GREEN - TOWN OF CADIZ - WARD 1,,116,1,2,138,113,
,GREEN - TOWN OF CLARNO - WARD 1,,40,,,77,66,
,GREEN - TOWN OF CLARNO - WARD 2,,48,1,1,93,77,
,GREEN - TOWN OF DECATUR - WARD 1,,83,2,1,121,105,
,GREEN - TOWN OF DECATUR - WARD 2,,39,,,63,55,
,GREEN - TOWN OF DECATUR - WARD 3,,34,,,57,51,
,GREEN - TOWN OF EXETER - WARD 1,,66,3,3,72,67,
,GREEN - TOWN OF EXETER - WARD 2,,33,,,40,35,
,GREEN - TOWN OF EXETER - WARD 3,,84,3,,101,84,
,GREEN - TOWN OF EXETER - WARD 4,,41,,,50,44,
,GREEN - TOWN OF JEFFERSON - WARD 1,,38,1,,87,80,
,GREEN - TOWN OF JEFFERSON - WARD 2,,41,2,,69,60,
,GREEN - TOWN OF JORDAN - WARD 1,,65,1,,107,92,
,GREEN - TOWN OF MONROE - WARD 1,,64,2,,100,92,
,GREEN - TOWN OF MONROE - WARD 2,,98,2,,119,104,
,GREEN - TOWN OF MOUNT PLEASANT - WARD 1,,35,,,54,48,
,GREEN - TOWN OF MOUNT PLEASANT - WARD 2,,25,,,28,26,
,GREEN - TOWN OF MOUNT PLEASANT - WARD 3,,25,2,,33,28,
,GREEN - TOWN OF NEW GLARUS - WARD 1,,133,1,1,160,144,
,GREEN - TOWN OF NEW GLARUS - WARD 2,,51,2,3,53,41,
,GREEN - TOWN OF SPRING GROVE - WARD 1,2,70,,,128,104,
,GREEN - TOWN OF SYLVESTER - WARD 1,,50,1,,76,60,
,GREEN - TOWN OF SYLVESTER - WARD 2,,50,,,70,64,
,GREEN - TOWN OF WASHINGTON - WARD 1,1,78,3,2,131,109,
,GREEN - TOWN OF YORK - WARD 1,,126,2,1,163,143,
,GREEN - VILLAGE OF ALBANY - WARD 1,,27,,,56,47,
,GREEN - VILLAGE OF ALBANY - WARD 2,,28,,1,55,47,
,GREEN - VILLAGE OF BELLEVILLE - WARD 3,,32,,,32,20,
,GREEN - VILLAGE OF BROOKLYN - WARD 2,,36,,,51,48,
,GREEN - VILLAGE OF BROWNTOWN - WARD 1,,21,,,35,26,
,GREEN - VILLAGE OF MONTICELLO - WARD 1,,71,3,1,74,65,
,GREEN - VILLAGE OF MONTICELLO - WARD 2,,76,1,,82,71,
,GREEN - VILLAGE OF NEW GLARUS - WARD 1,,111,1,1,137,124,
,GREEN - VILLAGE OF NEW GLARUS - WARD 2,,23,,1,31,28,
,GREEN - VILLAGE OF NEW GLARUS - WARD 3,,101,,,117,105,
,GREEN - VILLAGE OF NEW GLARUS - WARD 4,,54,2,1,58,49,
,GREEN LAKE - CITY OF BERLIN - WARD 1,,121,,3,145,130,
,GREEN LAKE - CITY OF BERLIN - WARD 2,,81,,1,92,91,
,GREEN LAKE - CITY OF BERLIN - WARD 3,,51,,,55,52,
,GREEN LAKE - CITY OF BERLIN - WARD 4,,74,,2,84,78,
,GREEN LAKE - CITY OF BERLIN - WARD 5,,92,,,100,97,
,GREEN LAKE - CITY OF BERLIN - WARD 6,,57,2,2,67,63,
,GREEN LAKE - CITY OF GREEN LAKE - WARD 1,,66,1,2,71,56,
,GREEN LAKE - CITY OF GREEN LAKE - WARD 2,1,56,2,2,66,59,
,GREEN LAKE - CITY OF GREEN LAKE - WARD 3,,66,3,1,77,68,
,GREEN LAKE - CITY OF MARKESAN - WARD 1,,53,2,,55,48,
,GREEN LAKE - CITY OF MARKESAN - WARD 2,1,46,,,49,43,
,GREEN LAKE - CITY OF MARKESAN - WARD 3,,57,1,1,59,56,
,GREEN LAKE - CITY OF PRINCETON - WARD 1,,33,1,,37,34,
,GREEN LAKE - CITY OF PRINCETON - WARD 2,2,35,2,,40,36,
,GREEN LAKE - CITY OF PRINCETON - WARD 3,1,49,,,60,48,
,GREEN LAKE - CITY OF PRINCETON - WARD 4,,28,,,41,35,
,GREEN LAKE - TOWN OF BERLIN - WARD 1,,116,4,3,151,137,
,GREEN LAKE - TOWN OF BERLIN - WARD 2,,22,,,26,25,
,GREEN LAKE - TOWN OF BERLIN - WARD 3,,11,,,17,17,
,GREEN LAKE - TOWN OF BROOKLYN - WARD 1,,191,9,7,231,185,
,GREEN LAKE - TOWN OF BROOKLYN - WARD 2,,24,1,,26,23,
,GREEN LAKE - TOWN OF BROOKLYN - WARD 3,,154,5,1,180,164,
,GREEN LAKE - TOWN OF GREEN LAKE - WARD 1,,162,9,2,209,198,
,GREEN LAKE - TOWN OF GREEN LAKE - WARD 2,,,,,2,2,
,GREEN LAKE - TOWN OF KINGSTON - WARD 1,,37,,,64,57,
,GREEN LAKE - TOWN OF KINGSTON - WARD 2,1,14,,,19,16,
,GREEN LAKE - TOWN OF MACKFORD - WARD 1,,35,,,59,58,
,GREEN LAKE - TOWN OF MANCHESTER - WARD 1,,62,,,95,84,
,GREEN LAKE - TOWN OF MARQUETTE - WARD 1,,72,1,1,98,87,
,GREEN LAKE - TOWN OF PRINCETON - WARD 1,,154,6,1,188,158,
,GREEN LAKE - TOWN OF PRINCETON - WARD 2,,8,,,9,9,
,GREEN LAKE - TOWN OF PRINCETON - WARD 3,,43,2,,61,51,
,GREEN LAKE - TOWN OF PRINCETON - WARD 4,,22,2,1,25,24,
,GREEN LAKE - TOWN OF SENECA - WARD 1,,45,,,81,69,
,GREEN LAKE - TOWN OF ST. MARIE - WARD 1,1,23,1,,35,30,
,GREEN LAKE - TOWN OF ST. MARIE - WARD 2,,11,,,22,19,
,GREEN LAKE - VILLAGE OF KINGSTON - WARD 1,,28,,,45,41,
,GREEN LAKE - VILLAGE OF MARQUETTE - WARD 1,,15,2,,23,16,
,IOWA - CITY OF DODGEVILLE - WARD 1,,62,2,2,69,64,
,IOWA - CITY OF DODGEVILLE - WARD 2,,63,,2,65,57,
,IOWA - CITY OF DODGEVILLE - WARD 3,,77,,2,81,73,
,IOWA - CITY OF DODGEVILLE - WARD 4,,81,1,3,85,76,
,IOWA - CITY OF DODGEVILLE - WARD 5,,83,,1,87,80,
,IOWA - CITY OF DODGEVILLE - WARD 6,,44,,,54,44,
,IOWA - CITY OF DODGEVILLE - WARD 7,1,45,1,,47,45,
,IOWA - CITY OF DODGEVILLE - WARD 8,,95,3,1,94,89,
,IOWA - CITY OF DODGEVILLE - WARD 9,,16,2,,17,16,
,IOWA - CITY OF MINERAL POINT - WARD 1,1,116,3,1,124,111,
,IOWA - CITY OF MINERAL POINT - WARD 2,,109,,1,112,101,
,IOWA - CITY OF MINERAL POINT - WARD 3,,17,,,20,17,
,IOWA - CITY OF MINERAL POINT - WARD 4,,76,1,3,81,71,
,IOWA - CITY OF MINERAL POINT - WARD 5,,33,,1,36,27,
,IOWA - CITY OF MINERAL POINT - WARD 6,,49,,1,53,48,
,IOWA - TOWN OF ARENA - WARD 1,,24,1,,33,29,
,IOWA - TOWN OF ARENA - WARD 2,,148,,1,188,170,
,IOWA - TOWN OF BRIGHAM - WARD 1,,34,2,,33,33,
,IOWA - TOWN OF BRIGHAM - WARD 2,,144,2,1,163,153,
,IOWA - TOWN OF CLYDE - WARD 1,,60,,,72,61,
,IOWA - TOWN OF DODGEVILLE - WARD 1,,126,,1,136,121,
,IOWA - TOWN OF DODGEVILLE - WARD 2,,27,,,29,25,
,IOWA - TOWN OF DODGEVILLE - WARD 3,1,138,1,,143,131,
,IOWA - TOWN OF DODGEVILLE - WARD 4,,24,1,,25,24,
,IOWA - TOWN OF EDEN - WARD 1,,52,,,72,64,
,IOWA - TOWN OF HIGHLAND - WARD 1,,20,,,25,21,
,IOWA - TOWN OF HIGHLAND - WARD 2,,66,,,80,70,
,IOWA - TOWN OF LINDEN - WARD 1,,37,,1,43,38,
,IOWA - TOWN OF LINDEN - WARD 2,,7,,,11,9,
,IOWA - TOWN OF LINDEN - WARD 3,,29,,,35,30,
,IOWA - TOWN OF MIFFLIN - WARD 1,,41,,,67,59,
,IOWA - TOWN OF MIFFLIN - WARD 2,,3,,,6,5,
,IOWA - TOWN OF MINERAL POINT - WARD 1,,67,,,79,70,
,IOWA - TOWN OF MINERAL POINT - WARD 2,,55,,,61,57,
,IOWA - TOWN OF MOSCOW - WARD 1,,81,,,106,95,
,IOWA - TOWN OF MOSCOW - WARD 2,,18,,,22,18,
,IOWA - TOWN OF PULASKI - WARD 1,,33,5,,48,36,
,IOWA - TOWN OF RIDGEWAY - WARD 1,,51,4,,70,65,
,IOWA - TOWN OF RIDGEWAY - WARD 2,,28,,,33,31,
,IOWA - TOWN OF WALDWICK - WARD 1,,25,,,38,35,
,IOWA - TOWN OF WALDWICK - WARD 2,,26,,,36,32,
,IOWA - TOWN OF WYOMING - WARD 1,,29,2,2,40,34,
,IOWA - TOWN OF WYOMING - WARD 2,,58,2,1,64,58,
,IOWA - VILLAGE OF ARENA - WARD 1,,71,4,1,96,78,
,IOWA - VILLAGE OF AVOCA - WARD 1,,49,,,62,54,
,IOWA - VILLAGE OF BARNEVELD - WARD 1,,86,,1,110,95,
,IOWA - VILLAGE OF BARNEVELD - WARD 2,,9,,,11,11,
,IOWA - VILLAGE OF BLANCHARDVILLE - WARD 2,,17,,,18,18,
,IOWA - VILLAGE OF COBB - WARD 1,,69,1,,79,64,
,IOWA - VILLAGE OF HIGHLAND - WARD 1,,99,1,1,102,94,
,IOWA - VILLAGE OF HOLLANDALE - WARD 1,,27,,1,38,31,
,IOWA - VILLAGE OF LINDEN - WARD 1,,32,,,46,43,
,IOWA - VILLAGE OF MONTFORT - WARD 2,,12,,,15,14,
,IOWA - VILLAGE OF MUSCODA - WARD 3,,4,,,4,2,
,IOWA - VILLAGE OF REWEY - WARD 1,,13,1,,22,16,
,IOWA - VILLAGE OF RIDGEWAY - WARD 1,,38,,,45,41,
,IRON - CITY OF HURLEY - WARD 1,,57,,1,71,58,
,IRON - CITY OF HURLEY - WARD 2,,67,,,80,72,
,IRON - CITY OF HURLEY - WARD 3,1,57,,1,59,39,
,IRON - CITY OF HURLEY - WARD 4,,54,,,61,56,
,IRON - CITY OF MONTREAL - WARD 1,,73,,,88,81,
,IRON - CITY OF MONTREAL - WARD 2,,48,,,58,44,
,IRON - TOWN OF ANDERSON - WARD 1,,14,,,17,14,
,IRON - TOWN OF CAREY - WARD 1,,20,,2,34,28,
,IRON - TOWN OF GURNEY - WARD 1,,19,1,,27,21,
,IRON - TOWN OF KIMBALL - WARD 1,,117,,,130,112,
,IRON - TOWN OF KNIGHT - WARD 1,,24,1,,31,28,
,IRON - TOWN OF MERCER - WARD 1,93,142,5,1,147,133,
,IRON - TOWN OF MERCER - WARD 2,86,132,,4,141,132,
,IRON - TOWN OF MERCER - WARD 3,62,74,,1,77,75,
,IRON - TOWN OF MERCER - WARD 4,45,63,1,,72,68,
,IRON - TOWN OF OMA - WARD 1,,95,1,2,109,89,
,IRON - TOWN OF PENCE - WARD 1,,17,1,1,29,20,
,IRON - TOWN OF SAXON - WARD 1,,36,1,,59,54,
,IRON - TOWN OF SHERMAN - WARD 1,,74,,,90,87,
,JACKSON - CITY OF BLACK RIVER FALLS - WARD 1,,127,1,,147,126,
,JACKSON - CITY OF BLACK RIVER FALLS - WARD 2,,63,,1,80,73,
,JACKSON - CITY OF BLACK RIVER FALLS - WARD 3,,44,,,63,54,
,JACKSON - CITY OF BLACK RIVER FALLS - WARD 4,,86,1,1,99,88,
,JACKSON - TOWN OF ADAMS - WARD 1,,92,8,2,124,105,
,JACKSON - TOWN OF ADAMS - WARD 2,,92,1,,118,104,
,JACKSON - TOWN OF ADAMS - WARD 3,,19,,,22,20,
,JACKSON - TOWN OF ALBION - WARD 1,,5,,,20,15,
,JACKSON - TOWN OF ALBION - WARD 2,,57,,,78,70,
,JACKSON - TOWN OF ALBION - WARD 3,,37,,,59,50,
,JACKSON - TOWN OF ALBION - WARD 4,,14,,,21,17,
,JACKSON - TOWN OF ALMA - WARD 1,,33,2,,38,31,
,JACKSON - TOWN OF ALMA - WARD 2,,42,,,63,58,
,JACKSON - TOWN OF ALMA - WARD 3,,8,,,11,10,
,JACKSON - TOWN OF BEAR BLUFF - WARD 1,,6,,,16,14,
,JACKSON - TOWN OF BROCKWAY - WARD 1,,71,1,,97,81,
,JACKSON - TOWN OF BROCKWAY - WARD 2,,18,1,,22,18,
,JACKSON - TOWN OF BROCKWAY - WARD 3,,1,,,1,1,
,JACKSON - TOWN OF BROCKWAY - WARD 4,,31,,,40,33,
,JACKSON - TOWN OF BROCKWAY - WARD 5,,20,,,23,23,
,JACKSON - TOWN OF CITY POINT - WARD 1,,15,2,,36,25,
,JACKSON - TOWN OF CLEVELAND - WARD 1,,49,1,1,65,54,
,JACKSON - TOWN OF CURRAN - WARD 1,,24,,,42,37,
,JACKSON - TOWN OF FRANKLIN - WARD 1,,28,,1,49,45,
,JACKSON - TOWN OF GARDEN VALLEY - WARD 1,,57,1,1,82,69,
,JACKSON - TOWN OF GARFIELD - WARD 1,,75,,,94,83,
,JACKSON - TOWN OF HIXTON - WARD 1,,11,,,15,14,
,JACKSON - TOWN OF HIXTON - WARD 2,,51,,,81,77,
,JACKSON - TOWN OF IRVING - WARD 1,1,50,,1,68,64,
,JACKSON - TOWN OF IRVING - WARD 2,,8,,,9,9,
,JACKSON - TOWN OF IRVING - WARD 3,,8,,,13,13,
,JACKSON - TOWN OF KNAPP - WARD 1,,33,,,54,46,
,JACKSON - TOWN OF KOMENSKY - WARD 1,,10,1,,32,23,
,JACKSON - TOWN OF MANCHESTER - WARD 1,,67,2,1,91,79,
,JACKSON - TOWN OF MELROSE - WARD 1,,26,,,48,46,
,JACKSON - TOWN OF MILLSTON - WARD 1,,17,,,26,20,
,JACKSON - TOWN OF NORTH BEND - WARD 1,,37,,1,61,54,
,JACKSON - TOWN OF NORTHFIELD - WARD 1,,59,,2,92,82,
,JACKSON - TOWN OF SPRINGFIELD - WARD 1,,27,,,58,53,
,JACKSON - VILLAGE OF ALMA CENTER - WARD 1,,32,,2,52,43,
,JACKSON - VILLAGE OF HIXTON - WARD 1,,27,,,58,49,
,JACKSON - VILLAGE OF MELROSE - WARD 1,,61,,1,75,65,
,JACKSON - VILLAGE OF MERRILLAN - WARD 1,,41,,,59,47,
,JACKSON - VILLAGE OF TAYLOR - WARD 1,,25,,,37,33,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 1,1,211,12,6,222,206,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 2,,199,1,1,208,190,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 3,,196,4,2,197,179,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 4,,114,,,131,123,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 5,,82,3,1,95,84,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 6,,149,,4,158,147,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 7,,190,2,4,202,192,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 8,,167,4,3,184,168,
,JEFFERSON - CITY OF FORT ATKINSON - WARD 9,,137,1,,150,137,
,JEFFERSON - CITY OF JEFFERSON - WARD 1,,116,2,,132,122,
,JEFFERSON - CITY OF JEFFERSON - WARD 10,,93,2,,106,101,
,JEFFERSON - CITY OF JEFFERSON - WARD 2,1,121,3,1,130,123,
,JEFFERSON - CITY OF JEFFERSON - WARD 3,,87,1,,99,86,
,JEFFERSON - CITY OF JEFFERSON - WARD 4,,63,,,69,65,
,JEFFERSON - CITY OF JEFFERSON - WARD 5,,56,,1,63,59,
,JEFFERSON - CITY OF JEFFERSON - WARD 6,,61,1,1,70,66,
,JEFFERSON - CITY OF JEFFERSON - WARD 7,,47,2,1,54,49,
,JEFFERSON - CITY OF JEFFERSON - WARD 8,1,38,,,44,38,
,JEFFERSON - CITY OF JEFFERSON - WARD 9,,13,,2,15,14,
,JEFFERSON - CITY OF LAKE MILLS - WARD 1,,135,1,,151,130,
,JEFFERSON - CITY OF LAKE MILLS - WARD 2,,63,2,2,70,60,
,JEFFERSON - CITY OF LAKE MILLS - WARD 3,,163,1,1,178,159,
,JEFFERSON - CITY OF LAKE MILLS - WARD 4,,86,2,,98,82,
,JEFFERSON - CITY OF LAKE MILLS - WARD 5,,29,,,32,32,
,JEFFERSON - CITY OF LAKE MILLS - WARD 6,,49,1,,57,46,
,JEFFERSON - CITY OF LAKE MILLS - WARD 7,,135,3,2,142,134,
,JEFFERSON - CITY OF LAKE MILLS - WARD 8,,33,,,37,37,
,JEFFERSON - CITY OF WATERLOO - WARD 1,,101,1,2,112,98,
,JEFFERSON - CITY OF WATERLOO - WARD 2,2,110,1,1,113,100,
,JEFFERSON - CITY OF WATERLOO - WARD 3,,60,1,,66,60,
,JEFFERSON - CITY OF WATERLOO - WARD 4,,6,,,9,6,
,JEFFERSON - CITY OF WATERLOO - WARD 5,,49,2,1,55,50,
,JEFFERSON - CITY OF WATERTOWN - WARD 10,,101,,2,118,102,
,JEFFERSON - CITY OF WATERTOWN - WARD 11,2,82,,,85,78,
,JEFFERSON - CITY OF WATERTOWN - WARD 12,,117,1,2,127,110,
,JEFFERSON - CITY OF WATERTOWN - WARD 13,,121,1,2,134,129,
,JEFFERSON - CITY OF WATERTOWN - WARD 14,,139,1,1,152,141,
,JEFFERSON - CITY OF WATERTOWN - WARD 15,,156,,1,164,149,
,JEFFERSON - CITY OF WATERTOWN - WARD 16,1,127,,1,134,125,
,JEFFERSON - CITY OF WATERTOWN - WARD 17,,82,2,2,86,80,
,JEFFERSON - CITY OF WATERTOWN - WARD 18,2,288,6,1,304,287,
,JEFFERSON - CITY OF WATERTOWN - WARD 8,,66,2,2,77,63,
,JEFFERSON - CITY OF WATERTOWN - WARD 9,,45,1,1,48,41,
,JEFFERSON - CITY OF WHITEWATER - WARD 10,,18,,,24,24,
,JEFFERSON - CITY OF WHITEWATER - WARD 11,,97,2,,102,87,
,JEFFERSON - TOWN OF AZTALAN - WARD 1,,91,,1,120,106,
,JEFFERSON - TOWN OF AZTALAN - WARD 2,1,57,2,1,75,67,
,JEFFERSON - TOWN OF COLD SPRING - WARD 1,,91,,,119,108,
,JEFFERSON - TOWN OF CONCORD - WARD 1,1,104,1,1,121,110,
,JEFFERSON - TOWN OF CONCORD - WARD 2,,122,4,1,152,132,
,JEFFERSON - TOWN OF CONCORD - WARD 3,,64,1,,73,65,
,JEFFERSON - TOWN OF FARMINGTON - WARD 1,,94,,1,135,117,
,JEFFERSON - TOWN OF FARMINGTON - WARD 2,,73,,,87,84,
,JEFFERSON - TOWN OF HEBRON - WARD 1,1,60,,2,86,77,
,JEFFERSON - TOWN OF HEBRON - WARD 2,,56,,,90,80,
,JEFFERSON - TOWN OF IXONIA - WARD 1,,102,,,105,93,
,JEFFERSON - TOWN OF IXONIA - WARD 2,1,165,,2,170,157,
,JEFFERSON - TOWN OF IXONIA - WARD 3,2,116,,1,122,108,
,JEFFERSON - TOWN OF IXONIA - WARD 4,,128,2,,135,116,
,JEFFERSON - TOWN OF IXONIA - WARD 5,,61,1,,63,48,
,JEFFERSON - TOWN OF IXONIA - WARD 6,1,89,,,90,77,
,JEFFERSON - TOWN OF JEFFERSON - WARD 1,,55,,,78,69,
,JEFFERSON - TOWN OF JEFFERSON - WARD 2,,125,3,,155,149,
,JEFFERSON - TOWN OF JEFFERSON - WARD 3,1,86,,,104,92,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 1,,50,,,55,45,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 2,,102,2,,116,99,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 3,,49,,1,59,48,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 4,1,176,2,,198,168,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 5,,138,5,6,147,132,
,JEFFERSON - TOWN OF KOSHKONONG - WARD 6,,18,,,19,14,
,JEFFERSON - TOWN OF LAKE MILLS - WARD 1,,182,3,,191,169,
,JEFFERSON - TOWN OF LAKE MILLS - WARD 2,,88,4,1,105,89,
,JEFFERSON - TOWN OF LAKE MILLS - WARD 3,,99,,1,119,103,
,JEFFERSON - TOWN OF MILFORD - WARD 1,,85,,,99,90,
,JEFFERSON - TOWN OF MILFORD - WARD 2,,52,,,70,64,
,JEFFERSON - TOWN OF OAKLAND - WARD 1,,144,5,2,166,150,
,JEFFERSON - TOWN OF OAKLAND - WARD 2,,186,11,3,215,195,
,JEFFERSON - TOWN OF OAKLAND - WARD 3,,153,3,6,164,154,
,JEFFERSON - TOWN OF OAKLAND - WARD 4,,85,3,4,100,88,
,JEFFERSON - TOWN OF PALMYRA - WARD 1,,197,3,,223,196,
,JEFFERSON - TOWN OF PALMYRA - WARD 2,,3,,,3,3,
,JEFFERSON - TOWN OF SULLIVAN - WARD 1,,111,2,1,136,119,
,JEFFERSON - TOWN OF SULLIVAN - WARD 2,,118,1,1,131,113,
,JEFFERSON - TOWN OF SULLIVAN - WARD 3,,38,,1,55,49,
,JEFFERSON - TOWN OF SUMNER - WARD 1,,137,4,2,177,158,
,JEFFERSON - TOWN OF WATERLOO - WARD 1,,93,,1,128,116,
,JEFFERSON - TOWN OF WATERTOWN - WARD 1,1,118,1,1,146,134,
,JEFFERSON - TOWN OF WATERTOWN - WARD 2,,136,3,2,158,143,
,JEFFERSON - VILLAGE OF CAMBRIDGE - WARD 1,,9,,,14,11,
,JEFFERSON - VILLAGE OF JOHNSON CREEK - WARD 1,1,92,,,95,82,
,JEFFERSON - VILLAGE OF JOHNSON CREEK - WARD 2,,69,,,79,64,
,JEFFERSON - VILLAGE OF JOHNSON CREEK - WARD 3,3,117,3,5,126,101,
,JEFFERSON - VILLAGE OF PALMYRA - WARD 1,3,109,2,1,135,118,
,JEFFERSON - VILLAGE OF PALMYRA - WARD 2,6,64,,,91,81,
,JEFFERSON - VILLAGE OF SULLIVAN - WARD 1,,73,1,2,86,67,
,JUNEAU - CITY OF ELROY - WARD 1,11,37,,,39,38,
,JUNEAU - CITY OF ELROY - WARD 2,12,35,1,,44,37,
,JUNEAU - CITY OF ELROY - WARD 3,18,33,1,,38,33,
,JUNEAU - CITY OF ELROY - WARD 4,11,18,,,25,25,
,JUNEAU - CITY OF ELROY - WARD 5,1,10,,,10,8,
,JUNEAU - CITY OF ELROY - WARD 6,2,9,,,9,8,
,JUNEAU - CITY OF ELROY - WARD 7,7,19,,,23,20,
