,,Voter Status,,
,DUNN - TOWN OF GRANT - WARD 1,8,1,
,DUNN - TOWN OF GRANT - WARD 2,26,1,
,DUNN - TOWN OF HAY RIVER - WARD 1,41,3,
,DUNN - TOWN OF HAY RIVER - WARD 2,19,,
,DUNN - TOWN OF LUCAS - WARD 1,71,,
,DUNN - TOWN OF MENOMONIE - WARD 1,34,2,
,DUNN - TOWN OF MENOMONIE - WARD 2,91,4,
,DUNN - TOWN OF MENOMONIE - WARD 3,140,8,
,DUNN - TOWN OF NEW HAVEN - WARD 1,57,4,
,DUNN - TOWN OF OTTER CREEK - WARD 1,43,1,
,DUNN - TOWN OF PERU - WARD 1,24,,
,DUNN - TOWN OF RED CEDAR - WARD 1,128,6,
,DUNN - TOWN OF RED CEDAR - WARD 2,55,4,
,DUNN - TOWN OF RED CEDAR - WARD 3,6,,
,DUNN - TOWN OF ROCK CREEK - WARD 1,120,1,
,DUNN - TOWN OF SAND CREEK - WARD 1,44,,
,DUNN - TOWN OF SHERIDAN - WARD 1,29,1,
,DUNN - TOWN OF SHERMAN - WARD 1,91,4,
,DUNN - TOWN OF SPRING BROOK - WARD 1,24,,
,DUNN - TOWN OF SPRING BROOK - WARD 2,135,2,
,DUNN - TOWN OF STANTON - WARD 1,76,2,
,DUNN - TOWN OF TAINTER - WARD 1,43,1,
,DUNN - TOWN OF TAINTER - WARD 2,116,8,
,DUNN - TOWN OF TAINTER - WARD 3,75,2,
,DUNN - TOWN OF TIFFANY - WARD 1,8,1,
,DUNN - TOWN OF TIFFANY - WARD 2,38,3,
,DUNN - TOWN OF WESTON - WARD 1,29,,
,DUNN - TOWN OF WESTON - WARD 2,33,1,
,DUNN - TOWN OF WILSON - WARD 1,39,1,
,DUNN - VILLAGE OF BOYCEVILLE - WARD 1,54,2,
,DUNN - VILLAGE OF COLFAX - WARD 1,60,2,
,DUNN - VILLAGE OF COLFAX - WARD 2,17,,
,DUNN - VILLAGE OF DOWNING - WARD 1,23,,
,DUNN - VILLAGE OF ELK MOUND - WARD 1,63,3,
,DUNN - VILLAGE OF KNAPP - WARD 1,31,,
,DUNN - VILLAGE OF RIDGELAND - WARD 1,11,,
,DUNN - VILLAGE OF WHEELER - WARD 1,22,1,
,EAU CLAIRE - CITY OF ALTOONA - WARD 1,93,10,
,EAU CLAIRE - CITY OF ALTOONA - WARD 10,17,1,
,EAU CLAIRE - CITY OF ALTOONA - WARD 11,107,3,
,EAU CLAIRE - CITY OF ALTOONA - WARD 2,62,6,
,EAU CLAIRE - CITY OF ALTOONA - WARD 3,18,,
,EAU CLAIRE - CITY OF ALTOONA - WARD 4,54,4,
,EAU CLAIRE - CITY OF ALTOONA - WARD 5,59,,
,EAU CLAIRE - CITY OF ALTOONA - WARD 6,26,2,
,EAU CLAIRE - CITY OF ALTOONA - WARD 7,50,3,
,EAU CLAIRE - CITY OF ALTOONA - WARD 8,27,,
,EAU CLAIRE - CITY OF ALTOONA - WARD 9,51,3,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 1,10,,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 2,24,1,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 3,14,,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 4,20,2,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 5,20,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 1,42,4,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 10,170,15,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 11,165,5,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 12,257,15,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 13,51,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 14,158,11,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 15,140,14,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 17,218,10,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 18,75,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 19,45,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 2,28,4,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 20,5,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 21,89,5,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 22,72,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 23,164,10,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 25,224,10,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 26,71,4,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 27,17,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 28,62,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 29,182,12,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 3,216,9,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 30,153,17,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 31,77,10,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 32,158,8,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 33,58,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 34,68,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 35,137,17,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 36,50,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 37,100,5,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 38,64,5,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 39,66,7,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 4,70,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 42,77,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 43,18,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 44,21,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 45,91,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 46,95,5,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 47,66,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 48,35,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 49,53,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 5,11,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 52,1,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 55,,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 57,3,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 6,38,4,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 65,5,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 69,1,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 7,89,7,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 72,1,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 8,127,7,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 9,45,6,
,EAU CLAIRE - TOWN OF BRIDGE CREEK - WARD 1,76,,
,EAU CLAIRE - TOWN OF BRIDGE CREEK - WARD 2,25,,
,EAU CLAIRE - TOWN OF BRUNSWICK - WARD 1,103,1,
,EAU CLAIRE - TOWN OF BRUNSWICK - WARD 2,101,2,
,EAU CLAIRE - TOWN OF CLEAR CREEK - WARD 1,50,1,
,EAU CLAIRE - TOWN OF CLEAR CREEK - WARD 2,63,,
,EAU CLAIRE - TOWN OF DRAMMEN - WARD 1,82,3,
,EAU CLAIRE - TOWN OF FAIRCHILD - WARD 1,17,1,
,EAU CLAIRE - TOWN OF LINCOLN - WARD 1,105,3,
,EAU CLAIRE - TOWN OF LINCOLN - WARD 2,42,1,
,EAU CLAIRE - TOWN OF LUDINGTON - WARD 1,124,3,
,EAU CLAIRE - TOWN OF OTTER CREEK - WARD 1,53,1,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 1,97,3,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 2,97,2,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 3,154,5,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 4,161,2,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 1,106,1,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 2,5,,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 3,19,2,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 4,122,4,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 5,40,,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 6,96,4,
,EAU CLAIRE - TOWN OF UNION - WARD 1,88,1,
,EAU CLAIRE - TOWN OF UNION - WARD 2,100,5,
,EAU CLAIRE - TOWN OF UNION - WARD 3,75,2,
,EAU CLAIRE - TOWN OF UNION - WARD 4,18,1,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 1,13,3,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 10,34,2,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 11,65,1,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 12,96,4,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 13,5,1,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 2,105,4,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 3,10,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 4,31,1,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 5,89,4,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 6,11,,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 7,35,4,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 8,163,5,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 9,101,3,
,EAU CLAIRE - TOWN OF WILSON - WARD 1,33,,
,EAU CLAIRE - VILLAGE OF FAIRCHILD - WARD 1,29,2,
,EAU CLAIRE - VILLAGE OF FALL CREEK - WARD 1,64,,
,EAU CLAIRE - VILLAGE OF FALL CREEK - WARD 2,60,3,
,FLORENCE - TOWN OF AURORA - WARD 1,29,1,
,FLORENCE - TOWN OF AURORA - WARD 2,34,,
,FLORENCE - TOWN OF AURORA - WARD 3,22,,
,FLORENCE - TOWN OF COMMONWEALTH - WARD 1,20,,
,FLORENCE - TOWN OF COMMONWEALTH - WARD 2,7,,
,FLORENCE - TOWN OF COMMONWEALTH - WARD 3,6,,
,FLORENCE - TOWN OF FENCE - WARD 1,17,2,
,FLORENCE - TOWN OF FERN - WARD 1,14,,
,FLORENCE - TOWN OF FLORENCE - WARD 1,17,2,
,FLORENCE - TOWN OF FLORENCE - WARD 2,24,1,
,FLORENCE - TOWN OF FLORENCE - WARD 3,22,,
,FLORENCE - TOWN OF FLORENCE - WARD 5,45,,
,FLORENCE - TOWN OF FLORENCE - WARD 6,26,5,
,FLORENCE - TOWN OF FLORENCE - WARD 7,17,2,
,FLORENCE - TOWN OF HOMESTEAD - WARD 1,29,1,
,FLORENCE - TOWN OF LONG LAKE - WARD 1,18,1,
,FLORENCE - TOWN OF TIPLER - WARD 1,8,2,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 1,63,8,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 10,170,9,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 11,62,2,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 12,106,8,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 13,82,4,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 14,118,3,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 15,124,8,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 16,84,3,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 17,9,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 18,13,,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 19,71,9,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 2,83,3,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 21,138,6,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 22,150,9,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 23,170,5,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 24,211,7,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 25,265,7,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 3,159,4,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 4,78,13,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 5,153,4,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 6,146,6,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 7,93,7,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 8,143,5,
,FOND DU LAC - CITY OF FOND DU LAC - WARD 9,85,7,
,FOND DU LAC - CITY OF RIPON - WARD 1,46,,
,FOND DU LAC - CITY OF RIPON - WARD 10,56,1,
,FOND DU LAC - CITY OF RIPON - WARD 11,69,,
,FOND DU LAC - CITY OF RIPON - WARD 2,61,3,
,FOND DU LAC - CITY OF RIPON - WARD 3,32,2,
,FOND DU LAC - CITY OF RIPON - WARD 4,2,1,
,FOND DU LAC - CITY OF RIPON - WARD 5,59,1,
,FOND DU LAC - CITY OF RIPON - WARD 6,39,1,
,FOND DU LAC - CITY OF RIPON - WARD 7,63,2,
,FOND DU LAC - CITY OF RIPON - WARD 8,40,9,
,FOND DU LAC - CITY OF RIPON - WARD 9,48,3,
,FOND DU LAC - CITY OF WAUPUN - WARD 10,60,2,
,FOND DU LAC - CITY OF WAUPUN - WARD 11,38,2,
,FOND DU LAC - CITY OF WAUPUN - WARD 12,28,3,
,FOND DU LAC - CITY OF WAUPUN - WARD 9,115,4,
,FOND DU LAC - TOWN OF ALTO - WARD 1,73,,
,FOND DU LAC - TOWN OF ALTO - WARD 2,34,,
,FOND DU LAC - TOWN OF ASHFORD - WARD 1,55,1,
,FOND DU LAC - TOWN OF ASHFORD - WARD 2,70,,
,FOND DU LAC - TOWN OF ASHFORD - WARD 3,63,3,
,FOND DU LAC - TOWN OF AUBURN - WARD 1,109,2,
,FOND DU LAC - TOWN OF AUBURN - WARD 2,97,6,
,FOND DU LAC - TOWN OF AUBURN - WARD 3,128,3,
,FOND DU LAC - TOWN OF BYRON - WARD 1,100,4,
,FOND DU LAC - TOWN OF BYRON - WARD 2,87,6,
,FOND DU LAC - TOWN OF CALUMET - WARD 1,90,2,
,FOND DU LAC - TOWN OF CALUMET - WARD 2,54,,
,FOND DU LAC - TOWN OF EDEN - WARD 1,77,1,
,FOND DU LAC - TOWN OF EDEN - WARD 2,37,1,
,FOND DU LAC - TOWN OF ELDORADO - WARD 1,72,1,
,FOND DU LAC - TOWN OF ELDORADO - WARD 2,36,,
,FOND DU LAC - TOWN OF ELDORADO - WARD 3,57,2,
,FOND DU LAC - TOWN OF EMPIRE - WARD 1,79,3,
,FOND DU LAC - TOWN OF EMPIRE - WARD 2,77,3,
,FOND DU LAC - TOWN OF EMPIRE - WARD 3,109,3,
,FOND DU LAC - TOWN OF EMPIRE - WARD 4,34,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 1,109,6,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 2,55,2,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 3,90,3,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 4,5,3,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 5,76,1,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 6,2,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 7,2,,
,FOND DU LAC - TOWN OF FOND DU LAC - WARD 8,12,,
,FOND DU LAC - TOWN OF FOREST - WARD 1,64,3,
,FOND DU LAC - TOWN OF FOREST - WARD 2,64,1,
,FOND DU LAC - TOWN OF FRIENDSHIP - WARD 1,80,,
,FOND DU LAC - TOWN OF FRIENDSHIP - WARD 2,103,1,
,FOND DU LAC - TOWN OF FRIENDSHIP - WARD 3,44,2,
,FOND DU LAC - TOWN OF LAMARTINE - WARD 1,117,3,
,FOND DU LAC - TOWN OF LAMARTINE - WARD 2,80,6,
,FOND DU LAC - TOWN OF MARSHFIELD - WARD 1,39,1,
,FOND DU LAC - TOWN OF MARSHFIELD - WARD 2,76,1,
,FOND DU LAC - TOWN OF METOMEN - WARD 1,47,,
,FOND DU LAC - TOWN OF METOMEN - WARD 2,33,,
,FOND DU LAC - TOWN OF OAKFIELD - WARD 1,36,1,
,FOND DU LAC - TOWN OF OAKFIELD - WARD 2,37,2,
,FOND DU LAC - TOWN OF OSCEOLA - WARD 1,134,2,
,FOND DU LAC - TOWN OF OSCEOLA - WARD 2,108,6,
,FOND DU LAC - TOWN OF RIPON - WARD 1,122,4,
,FOND DU LAC - TOWN OF RIPON - WARD 2,59,1,
,FOND DU LAC - TOWN OF ROSENDALE - WARD 1,93,1,
,FOND DU LAC - TOWN OF SPRINGVALE - WARD 1,90,,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 1,135,5,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 2,98,3,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 3,104,10,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 4,124,4,
,FOND DU LAC - TOWN OF TAYCHEEDAH - WARD 5,112,5,
,FOND DU LAC - TOWN OF WAUPUN - WARD 1,66,,
,FOND DU LAC - TOWN OF WAUPUN - WARD 2,101,3,
,FOND DU LAC - VILLAGE OF BRANDON - WARD 1,78,,
,FOND DU LAC - VILLAGE OF CAMPBELLSPORT - WARD 1,38,3,
,FOND DU LAC - VILLAGE OF CAMPBELLSPORT - WARD 2,35,,
,FOND DU LAC - VILLAGE OF CAMPBELLSPORT - WARD 3,43,2,
,FOND DU LAC - VILLAGE OF CAMPBELLSPORT - WARD 4,35,2,
,FOND DU LAC - VILLAGE OF EDEN - WARD 1,59,1,
,FOND DU LAC - VILLAGE OF FAIRWATER - WARD 1,26,,
,FOND DU LAC - VILLAGE OF MOUNT CALVARY - WARD 1,46,1,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 1,101,,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 2,68,1,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 3,59,2,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 4,34,2,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 5,58,5,
,FOND DU LAC - VILLAGE OF NORTH FOND DU LAC - WARD 6,27,2,
,FOND DU LAC - VILLAGE OF OAKFIELD - WARD 1,56,,
,FOND DU LAC - VILLAGE OF OAKFIELD - WARD 2,69,1,
,FOND DU LAC - VILLAGE OF ROSENDALE - WARD 1,35,1,
,FOND DU LAC - VILLAGE OF ROSENDALE - WARD 2,63,3,
,FOND DU LAC - VILLAGE OF ST. CLOUD - WARD 1,58,1,
,FOREST - CITY OF CRANDON - WARD 1,30,,
,FOREST - CITY OF CRANDON - WARD 2,19,2,
,FOREST - CITY OF CRANDON - WARD 3,28,2,
,FOREST - CITY OF CRANDON - WARD 4,32,1,
,FOREST - TOWN OF ALVIN - WARD 1,7,,
,FOREST - TOWN OF ARGONNE - WARD 1,2,,
,FOREST - TOWN OF ARGONNE - WARD 2,37,1,
,FOREST - TOWN OF ARGONNE - WARD 3,9,,
,FOREST - TOWN OF ARMSTRONG CREEK - WARD 1,51,1,
,FOREST - TOWN OF BLACKWELL - WARD 1,4,2,
,FOREST - TOWN OF CASWELL - WARD 1,7,,
,FOREST - TOWN OF CRANDON - WARD 1,48,1,
,FOREST - TOWN OF CRANDON - WARD 2,8,,
,FOREST - TOWN OF CRANDON - WARD 3,2,,
,FOREST - TOWN OF FREEDOM - WARD 1,36,3,
,FOREST - TOWN OF HILES - WARD 1,18,,
,FOREST - TOWN OF LAONA - WARD 1,25,,
,FOREST - TOWN OF LAONA - WARD 2,22,1,
,FOREST - TOWN OF LAONA - WARD 3,38,,
,FOREST - TOWN OF LINCOLN - WARD 1,51,,
,FOREST - TOWN OF LINCOLN - WARD 2,8,,
,FOREST - TOWN OF LINCOLN - WARD 3,32,,
,FOREST - TOWN OF NASHVILLE - WARD 1,43,2,
,FOREST - TOWN OF NASHVILLE - WARD 2,20,1,
,FOREST - TOWN OF NASHVILLE - WARD 3,12,2,
,FOREST - TOWN OF POPPLE RIVER - WARD 1,2,,
,FOREST - TOWN OF ROSS - WARD 1,13,1,
,FOREST - TOWN OF WABENO - WARD 1,29,2,
,FOREST - TOWN OF WABENO - WARD 2,5,,
,FOREST - TOWN OF WABENO - WARD 3,6,,
,FOREST - TOWN OF WABENO - WARD 4,38,1,
,FOREST - TOWN OF WABENO - WARD 5,4,,
,GRANT - CITY OF BOSCOBEL - WARD 1,44,2,
,GRANT - CITY OF BOSCOBEL - WARD 2,85,6,
,GRANT - CITY OF BOSCOBEL - WARD 3,80,2,
,GRANT - CITY OF BOSCOBEL - WARD 4,69,3,
,GRANT - CITY OF CUBA CITY - WARD 1,37,6,
,GRANT - CITY OF CUBA CITY - WARD 2,30,2,
,GRANT - CITY OF CUBA CITY - WARD 3,10,2,
,GRANT - CITY OF CUBA CITY - WARD 4,17,,
,GRANT - CITY OF FENNIMORE - WARD 1,34,,
,GRANT - CITY OF FENNIMORE - WARD 2,28,1,
,GRANT - CITY OF FENNIMORE - WARD 3,37,,
,GRANT - CITY OF FENNIMORE - WARD 4,45,3,
,GRANT - CITY OF LANCASTER - WARD 1,36,,
,GRANT - CITY OF LANCASTER - WARD 2,27,1,
,GRANT - CITY OF LANCASTER - WARD 3,22,3,
,GRANT - CITY OF LANCASTER - WARD 4,37,2,
,GRANT - CITY OF LANCASTER - WARD 5,11,4,
,GRANT - CITY OF LANCASTER - WARD 6,39,4,
,GRANT - CITY OF PLATTEVILLE - WARD 1,71,5,
,GRANT - CITY OF PLATTEVILLE - WARD 2,92,8,
,GRANT - CITY OF PLATTEVILLE - WARD 3,57,6,
,GRANT - CITY OF PLATTEVILLE - WARD 4,39,2,
,GRANT - CITY OF PLATTEVILLE - WARD 5,21,,
,GRANT - CITY OF PLATTEVILLE - WARD 6,17,,
,GRANT - CITY OF PLATTEVILLE - WARD 7,50,4,
,GRANT - CITY OF PLATTEVILLE - WARD 8,88,4,
,GRANT - TOWN OF BEETOWN - WARD 1,50,3,
,GRANT - TOWN OF BLOOMINGTON - WARD 1,36,1,
,GRANT - TOWN OF BOSCOBEL - WARD 1,17,1,
,GRANT - TOWN OF BOSCOBEL - WARD 2,16,2,
,GRANT - TOWN OF CASSVILLE - WARD 1,28,2,
,GRANT - TOWN OF CASTLE ROCK - WARD 1,25,,
,GRANT - TOWN OF CLIFTON - WARD 1,19,,
,GRANT - TOWN OF CLIFTON - WARD 2,4,,
,GRANT - TOWN OF ELLENBORO - WARD 1,47,,
,GRANT - TOWN OF FENNIMORE - WARD 1,31,2,
,GRANT - TOWN OF FENNIMORE - WARD 2,7,1,
,GRANT - TOWN OF GLEN HAVEN - WARD 1,27,1,
,GRANT - TOWN OF HARRISON - WARD 1,45,1,
,GRANT - TOWN OF HAZEL GREEN - WARD 1,50,,
,GRANT - TOWN OF HAZEL GREEN - WARD 2,35,1,
,GRANT - TOWN OF HICKORY GROVE - WARD 1,26,,
,GRANT - TOWN OF JAMESTOWN - WARD 1,37,2,
,GRANT - TOWN OF JAMESTOWN - WARD 2,49,3,
,GRANT - TOWN OF JAMESTOWN - WARD 3,26,3,
,GRANT - TOWN OF LIBERTY - WARD 1,49,1,
,GRANT - TOWN OF LIMA - WARD 1,71,1,
,GRANT - TOWN OF LITTLE GRANT - WARD 1,28,,
,GRANT - TOWN OF MARION - WARD 1,61,,
,GRANT - TOWN OF MILLVILLE - WARD 1,21,,
,GRANT - TOWN OF MOUNT HOPE - WARD 1,18,,
,GRANT - TOWN OF MOUNT IDA - WARD 1,36,1,
,GRANT - TOWN OF MUSCODA - WARD 1,50,,
,GRANT - TOWN OF NORTH LANCASTER - WARD 1,42,1,
,GRANT - TOWN OF PARIS - WARD 1,23,,
,GRANT - TOWN OF PARIS - WARD 2,42,1,
,GRANT - TOWN OF PATCH GROVE - WARD 1,40,1,
,GRANT - TOWN OF PLATTEVILLE - WARD 1,77,2,
,GRANT - TOWN OF PLATTEVILLE - WARD 2,38,5,
,GRANT - TOWN OF PLATTEVILLE - WARD 3,24,1,
,GRANT - TOWN OF POTOSI - WARD 1,57,4,
,GRANT - TOWN OF SMELSER - WARD 1,44,1,
,GRANT - TOWN OF SMELSER - WARD 2,13,,
,GRANT - TOWN OF SOUTH LANCASTER - WARD 1,18,,
,GRANT - TOWN OF SOUTH LANCASTER - WARD 2,12,2,
,GRANT - TOWN OF SOUTH LANCASTER - WARD 3,20,1,
,GRANT - TOWN OF WATERLOO - WARD 1,44,2,
,GRANT - TOWN OF WATTERSTOWN - WARD 1,29,1,
,GRANT - TOWN OF WATTERSTOWN - WARD 2,5,,
,GRANT - TOWN OF WINGVILLE - WARD 1,34,,
,GRANT - TOWN OF WOODMAN - WARD 1,4,2,
,GRANT - TOWN OF WYALUSING - WARD 1,38,1,
,GRANT - VILLAGE OF BAGLEY - WARD 1,29,1,
,GRANT - VILLAGE OF BLOOMINGTON - WARD 1,48,2,
,GRANT - VILLAGE OF BLUE RIVER - WARD 1,42,3,
,GRANT - VILLAGE OF CASSVILLE - WARD 1,40,2,
,GRANT - VILLAGE OF CASSVILLE - WARD 2,16,,
,GRANT - VILLAGE OF DICKEYVILLE - WARD 1,40,5,
,GRANT - VILLAGE OF DICKEYVILLE - WARD 2,20,2,
,GRANT - VILLAGE OF HAZEL GREEN - WARD 1,43,1,
,GRANT - VILLAGE OF HAZEL GREEN - WARD 2,49,3,
,GRANT - VILLAGE OF LIVINGSTON - WARD 1,42,,
,GRANT - VILLAGE OF MONTFORT - WARD 1,41,2,
,GRANT - VILLAGE OF MOUNT HOPE - WARD 1,20,1,
,GRANT - VILLAGE OF MUSCODA - WARD 1,33,1,
,GRANT - VILLAGE OF MUSCODA - WARD 2,37,1,
,GRANT - VILLAGE OF PATCH GROVE - WARD 1,12,,
,GRANT - VILLAGE OF POTOSI - WARD 1,51,1,
,GRANT - VILLAGE OF TENNYSON - WARD 1,22,3,
,GRANT - VILLAGE OF WOODMAN - WARD 1,11,1,
,GREEN - CITY OF BRODHEAD - WARD 1,40,4,
,GREEN - CITY OF BRODHEAD - WARD 2,32,2,
,GREEN - CITY OF BRODHEAD - WARD 3,30,3,
,GREEN - CITY OF BRODHEAD - WARD 4,28,1,
,GREEN - CITY OF BRODHEAD - WARD 5,41,3,
,GREEN - CITY OF BRODHEAD - WARD 6,48,1,
,GREEN - CITY OF MONROE - WARD 1,65,5,
,GREEN - CITY OF MONROE - WARD 2,79,2,
,GREEN - CITY OF MONROE - WARD 3,124,10,
,GREEN - CITY OF MONROE - WARD 4,83,1,
,GREEN - CITY OF MONROE - WARD 5,77,1,
,GREEN - CITY OF MONROE - WARD 6,71,4,
,GREEN - CITY OF MONROE - WARD 7,83,7,
,GREEN - CITY OF MONROE - WARD 8,84,5,
,GREEN - CITY OF MONROE - WARD 9,46,1,
,GREEN - TOWN OF ADAMS - WARD 1,68,2,
,GREEN - TOWN OF ALBANY - WARD 1,57,1,
,GREEN - TOWN OF ALBANY - WARD 2,83,7,
,GREEN - TOWN OF BROOKLYN - WARD 1,119,3,
,GREEN - TOWN OF BROOKLYN - WARD 2,17,,
,GREEN - TOWN OF BROOKLYN - WARD 3,19,1,
,GREEN - TOWN OF CADIZ - WARD 1,81,2,
,GREEN - TOWN OF CLARNO - WARD 1,62,2,
