,,Voting Method,,,,,,
,DODGE - TOWN OF CHESTER - WARD 2,,48,,,86,63,
,DODGE - TOWN OF CLYMAN - WARD 1,1,191,1,4,270,205,
,DODGE - TOWN OF ELBA - WARD 1,3,290,2,3,405,313,
,DODGE - TOWN OF EMMET - WARD 1,,71,1,2,100,78,
,DODGE - TOWN OF EMMET - WARD 2,1,243,2,3,302,228,
,DODGE - TOWN OF FOX LAKE - WARD 1,1,34,,,54,38,
,DODGE - TOWN OF FOX LAKE - WARD 2,,175,2,2,218,178,
,DODGE - TOWN OF FOX LAKE - WARD 4,,52,,1,75,59,
,DODGE - TOWN OF HERMAN - WARD 1,72,169,,,241,184,
,DODGE - TOWN OF HERMAN - WARD 2,35,113,,1,159,127,
,DODGE - TOWN OF HUBBARD - WARD 1,,113,,,186,132,
,DODGE - TOWN OF HUBBARD - WARD 2,,155,4,4,199,150,
,DODGE - TOWN OF HUBBARD - WARD 3,,99,,,119,96,
,DODGE - TOWN OF HUBBARD - WARD 4,,35,,1,57,49,
,DODGE - TOWN OF HUSTISFORD - WARD 1,,229,,2,310,248,
,DODGE - TOWN OF HUSTISFORD - WARD 2,,110,,,138,109,
,DODGE - TOWN OF LEBANON - WARD 1,,208,,1,262,203,
,DODGE - TOWN OF LEBANON - WARD 2,,180,2,,234,185,
,DODGE - TOWN OF LEROY - WARD 1,,68,1,,109,82,
,DODGE - TOWN OF LEROY - WARD 2,,93,,2,120,97,
,DODGE - TOWN OF LOMIRA - WARD 1,,165,,,222,178,
,DODGE - TOWN OF LOMIRA - WARD 2,,59,,,75,66,
,DODGE - TOWN OF LOMIRA - WARD 3,,,,,2,1,
,DODGE - TOWN OF LOWELL - WARD 1,,94,,,120,87,
,DODGE - TOWN OF LOWELL - WARD 2,,31,,,37,29,
,DODGE - TOWN OF LOWELL - WARD 3,,53,,,71,50,
,DODGE - TOWN OF LOWELL - WARD 4,,54,,,89,74,
,DODGE - TOWN OF OAK GROVE - WARD 1,,152,,,203,171,
,DODGE - TOWN OF OAK GROVE - WARD 2,,61,,,103,83,
,DODGE - TOWN OF PORTLAND - WARD 1,,115,,,172,138,
,DODGE - TOWN OF PORTLAND - WARD 2,,89,,,126,95,
,DODGE - TOWN OF RUBICON - WARD 1,2,289,2,1,358,264,
,DODGE - TOWN OF RUBICON - WARD 2,1,273,2,2,330,247,
,DODGE - TOWN OF RUBICON - WARD 3,,73,,,100,67,
,DODGE - TOWN OF SHIELDS - WARD 1,,167,1,,193,155,
,DODGE - TOWN OF THERESA - WARD 1,,78,,,108,82,
,DODGE - TOWN OF THERESA - WARD 2,2,165,,1,227,182,
,DODGE - TOWN OF TRENTON - WARD 1,,99,,,162,120,
,DODGE - TOWN OF TRENTON - WARD 2,,133,,1,196,156,
,DODGE - TOWN OF WESTFORD - WARD 1,,250,7,5,316,252,
,DODGE - TOWN OF WESTFORD - WARD 2,,75,,,104,79,
,DODGE - TOWN OF WESTFORD - WARD 3,,5,,,6,6,
,DODGE - VILLAGE OF BROWNSVILLE - WARD 1,,139,1,1,178,129,
,DODGE - VILLAGE OF CLYMAN - WARD 1,,51,,,91,66,
,DODGE - VILLAGE OF HUSTISFORD - WARD 1,2,141,1,1,178,131,
,DODGE - VILLAGE OF HUSTISFORD - WARD 2,,112,1,1,147,105,
,DODGE - VILLAGE OF IRON RIDGE - WARD 1,2,168,3,,254,193,
,DODGE - VILLAGE OF KEKOSKEE - WARD 1,,70,,,99,75,
,DODGE - VILLAGE OF KEKOSKEE - WARD 2,,49,,,64,48,
,DODGE - VILLAGE OF KEKOSKEE - WARD 3,,60,,,96,83,
,DODGE - VILLAGE OF LOMIRA - WARD 1,1,140,3,1,167,111,
,DODGE - VILLAGE OF LOMIRA - WARD 2,,134,1,1,168,134,
,DODGE - VILLAGE OF LOMIRA - WARD 3,,119,2,2,146,108,
,DODGE - VILLAGE OF LOWELL - WARD 1,,16,,1,85,56,
,DODGE - VILLAGE OF NEOSHO - WARD 1,,108,1,3,180,120,
,DODGE - VILLAGE OF RANDOLPH - WARD 1,,106,,,154,117,
,DODGE - VILLAGE OF RANDOLPH - WARD 2,,130,,,190,146,
,DODGE - VILLAGE OF REESEVILLE - WARD 1,,94,,,177,122,
,DODGE - VILLAGE OF THERESA - WARD 1,,83,,2,123,78,
,DODGE - VILLAGE OF THERESA - WARD 2,,94,,2,134,99,
,DODGE - VILLAGE OF THERESA - WARD 3,,58,,,92,64,
,DOOR - CITY OF STURGEON BAY - WARD 1,,144,5,7,169,113,
,DOOR - CITY OF STURGEON BAY - WARD 10,,144,7,3,159,118,
,DOOR - CITY OF STURGEON BAY - WARD 11,,159,4,2,186,132,
,DOOR - CITY OF STURGEON BAY - WARD 12,,92,,,115,78,
,DOOR - CITY OF STURGEON BAY - WARD 13,,185,3,3,205,141,
,DOOR - CITY OF STURGEON BAY - WARD 14,,222,7,3,236,185,
,DOOR - CITY OF STURGEON BAY - WARD 15,,3,,1,5,3,
,DOOR - CITY OF STURGEON BAY - WARD 16,,13,,,14,13,
,DOOR - CITY OF STURGEON BAY - WARD 18,,5,,,5,2,
,DOOR - CITY OF STURGEON BAY - WARD 19,2,47,,1,47,34,
,DOOR - CITY OF STURGEON BAY - WARD 2,,136,2,2,156,102,
,DOOR - CITY OF STURGEON BAY - WARD 20,,35,1,1,43,24,
,DOOR - CITY OF STURGEON BAY - WARD 23,,6,,,7,3,
,DOOR - CITY OF STURGEON BAY - WARD 25,,2,,,2,2,
,DOOR - CITY OF STURGEON BAY - WARD 26,,2,,,2,2,
,DOOR - CITY OF STURGEON BAY - WARD 27,,15,,,16,10,
,DOOR - CITY OF STURGEON BAY - WARD 3,,223,5,1,235,172,
,DOOR - CITY OF STURGEON BAY - WARD 30,,2,,,2,,
,DOOR - CITY OF STURGEON BAY - WARD 4,,209,4,2,228,178,
,DOOR - CITY OF STURGEON BAY - WARD 5,1,366,4,9,387,290,
,DOOR - CITY OF STURGEON BAY - WARD 6,,113,5,4,127,87,
,DOOR - CITY OF STURGEON BAY - WARD 7,,69,1,,76,58,
,DOOR - CITY OF STURGEON BAY - WARD 8,,211,9,6,224,164,
,DOOR - CITY OF STURGEON BAY - WARD 9,,194,3,3,220,164,
,DOOR - TOWN OF BAILEYS HARBOR - WARD 1,,223,11,,239,193,
,DOOR - TOWN OF BAILEYS HARBOR - WARD 2,,293,10,5,310,240,
,DOOR - TOWN OF BRUSSELS - WARD 1,,65,,,98,66,
,DOOR - TOWN OF BRUSSELS - WARD 2,,163,2,,209,169,
,DOOR - TOWN OF CLAYBANKS - WARD 1,,122,4,3,158,130,
,DOOR - TOWN OF EGG HARBOR - WARD 1,,271,8,10,314,246,
,DOOR - TOWN OF EGG HARBOR - WARD 2,2,168,4,,180,149,
,DOOR - TOWN OF EGG HARBOR - WARD 3,,16,,,22,14,
,DOOR - TOWN OF FORESTVILLE - WARD 1,,178,,,211,150,
,DOOR - TOWN OF FORESTVILLE - WARD 2,,108,2,1,150,116,
,DOOR - TOWN OF GARDNER - WARD 1,,194,3,5,245,194,
,DOOR - TOWN OF GARDNER - WARD 2,,134,6,2,176,145,
,DOOR - TOWN OF GIBRALTAR - WARD 1,3,290,14,9,307,245,
,DOOR - TOWN OF GIBRALTAR - WARD 2,2,219,16,4,229,175,
,DOOR - TOWN OF JACKSONPORT - WARD 1,,181,3,3,199,159,
,DOOR - TOWN OF JACKSONPORT - WARD 2,2,110,3,3,136,104,
,DOOR - TOWN OF LIBERTY GROVE - WARD 1,,325,21,5,342,260,
,DOOR - TOWN OF LIBERTY GROVE - WARD 2,,254,10,3,263,205,
,DOOR - TOWN OF LIBERTY GROVE - WARD 3,,316,13,9,346,265,
,DOOR - TOWN OF NASEWAUPEE - WARD 1,,256,9,10,310,248,
,DOOR - TOWN OF NASEWAUPEE - WARD 2,,109,5,4,148,112,
,DOOR - TOWN OF NASEWAUPEE - WARD 3,2,176,4,2,211,169,
,DOOR - TOWN OF SEVASTOPOL - WARD 1,,215,3,1,241,194,
,DOOR - TOWN OF SEVASTOPOL - WARD 2,,136,7,6,149,114,
,DOOR - TOWN OF SEVASTOPOL - WARD 3,1,326,12,8,333,282,
,DOOR - TOWN OF SEVASTOPOL - WARD 4,,122,3,4,127,110,
,DOOR - TOWN OF SEVASTOPOL - WARD 5,5,306,6,6,326,263,
,DOOR - TOWN OF STURGEON BAY - WARD 1,,1,,2,3,2,
,DOOR - TOWN OF STURGEON BAY - WARD 2,,3,,,6,5,
,DOOR - TOWN OF UNION - WARD 1,,6,,1,7,5,
,DOOR - TOWN OF WASHINGTON - WARD 1,,6,1,4,8,6,
,DOOR - VILLAGE OF EGG HARBOR - WARD 1,,2,3,3,5,4,
,DOOR - VILLAGE OF EPHRAIM - WARD 1,,2,,,3,2,
,DOOR - VILLAGE OF FORESTVILLE - WARD 1,,1,,,1,,
,DOOR - VILLAGE OF SISTER BAY - WARD 1,,7,1,6,8,5,
,DOUGLAS - CITY OF SUPERIOR - WARD 1,1,305,,5,416,278,
,DOUGLAS - CITY OF SUPERIOR - WARD 10,,91,,3,121,83,
,DOUGLAS - CITY OF SUPERIOR - WARD 11,,162,2,4,207,149,
,DOUGLAS - CITY OF SUPERIOR - WARD 12,1,189,6,7,293,185,
,DOUGLAS - CITY OF SUPERIOR - WARD 13,,456,2,10,540,372,
,DOUGLAS - CITY OF SUPERIOR - WARD 14,,116,1,1,163,118,
,DOUGLAS - CITY OF SUPERIOR - WARD 15,,53,,1,70,42,
,DOUGLAS - CITY OF SUPERIOR - WARD 16,,107,,2,138,81,
,DOUGLAS - CITY OF SUPERIOR - WARD 17,12,191,4,7,268,149,
,DOUGLAS - CITY OF SUPERIOR - WARD 18,2,50,1,3,69,37,
,DOUGLAS - CITY OF SUPERIOR - WARD 19,1,44,1,1,56,30,
,DOUGLAS - CITY OF SUPERIOR - WARD 2,,103,,,125,87,
,DOUGLAS - CITY OF SUPERIOR - WARD 20,,80,1,1,108,60,
,DOUGLAS - CITY OF SUPERIOR - WARD 21,,236,5,11,340,170,
,DOUGLAS - CITY OF SUPERIOR - WARD 22,,52,2,1,68,42,
,DOUGLAS - CITY OF SUPERIOR - WARD 23,1,285,4,7,386,237,
,DOUGLAS - CITY OF SUPERIOR - WARD 24,,15,,,27,21,
,DOUGLAS - CITY OF SUPERIOR - WARD 25,2,78,3,2,104,67,
,DOUGLAS - CITY OF SUPERIOR - WARD 26,,16,,1,21,11,
,DOUGLAS - CITY OF SUPERIOR - WARD 27,2,431,10,6,533,380,
,DOUGLAS - CITY OF SUPERIOR - WARD 28,,152,,2,183,135,
,DOUGLAS - CITY OF SUPERIOR - WARD 29,,68,,,89,64,
,DOUGLAS - CITY OF SUPERIOR - WARD 3,,215,3,4,270,182,
,DOUGLAS - CITY OF SUPERIOR - WARD 30,2,46,,,72,40,
,DOUGLAS - CITY OF SUPERIOR - WARD 31,2,41,2,3,74,41,
,DOUGLAS - CITY OF SUPERIOR - WARD 32,13,160,1,1,236,150,
,DOUGLAS - CITY OF SUPERIOR - WARD 4,,63,,,101,57,
,DOUGLAS - CITY OF SUPERIOR - WARD 5,3,152,1,,225,145,
,DOUGLAS - CITY OF SUPERIOR - WARD 6,,179,2,3,258,182,
,DOUGLAS - CITY OF SUPERIOR - WARD 7,1,348,13,11,434,287,
,DOUGLAS - CITY OF SUPERIOR - WARD 8,,175,4,8,231,164,
,DOUGLAS - CITY OF SUPERIOR - WARD 9,,52,,1,67,49,
,DOUGLAS - TOWN OF AMNICON - WARD 1,,109,,3,165,122,
,DOUGLAS - TOWN OF AMNICON - WARD 2,,112,,1,172,125,
,DOUGLAS - TOWN OF BENNETT - WARD 1,,150,1,8,237,163,
,DOUGLAS - TOWN OF BRULE - WARD 1,,48,,3,88,60,
,DOUGLAS - TOWN OF BRULE - WARD 2,,108,1,2,138,97,
,DOUGLAS - TOWN OF CLOVERLAND - WARD 1,,28,2,,60,45,
,DOUGLAS - TOWN OF DAIRYLAND - WARD 1,,28,,,56,40,
,DOUGLAS - TOWN OF GORDON - WARD 1,,150,8,3,227,164,
,DOUGLAS - TOWN OF HAWTHORNE - WARD 1,,104,2,2,191,124,
,DOUGLAS - TOWN OF HAWTHORNE - WARD 2,,45,,,83,61,
,DOUGLAS - TOWN OF HIGHLAND - WARD 1,,84,,1,134,97,
,DOUGLAS - TOWN OF LAKESIDE - WARD 1,,103,2,3,206,127,
,DOUGLAS - TOWN OF MAPLE - WARD 1,,114,2,2,221,145,
,DOUGLAS - TOWN OF OAKLAND - WARD 1,,86,,,145,97,
,DOUGLAS - TOWN OF OAKLAND - WARD 2,,111,,1,173,130,
,DOUGLAS - TOWN OF PARKLAND - WARD 1,,64,3,5,156,114,
,DOUGLAS - TOWN OF PARKLAND - WARD 2,,97,,2,176,134,
,DOUGLAS - TOWN OF SOLON SPRINGS - WARD 1,,27,,,62,45,
,DOUGLAS - TOWN OF SOLON SPRINGS - WARD 2,,86,4,,135,93,
,DOUGLAS - TOWN OF SOLON SPRINGS - WARD 3,,53,,,84,58,
,DOUGLAS - TOWN OF SUMMIT - WARD 1,,170,1,,296,204,
,DOUGLAS - TOWN OF SUMMIT - WARD 2,,43,,,57,37,
,DOUGLAS - TOWN OF SUPERIOR - WARD 1,,247,2,6,370,249,
,DOUGLAS - TOWN OF SUPERIOR - WARD 2,,228,3,4,305,216,
,DOUGLAS - TOWN OF WASCOTT - WARD 1,,218,3,4,278,196,
,DOUGLAS - VILLAGE OF LAKE NEBAGAMON - WARD 1,1,203,5,5,267,194,
,DOUGLAS - VILLAGE OF LAKE NEBAGAMON - WARD 2,,104,,3,153,93,
,DOUGLAS - VILLAGE OF OLIVER - WARD 1,,79,2,1,144,94,
,DOUGLAS - VILLAGE OF POPLAR - WARD 1,2,105,1,2,203,137,
,DOUGLAS - VILLAGE OF SOLON SPRINGS - WARD 1,,117,5,3,197,127,
,DOUGLAS - VILLAGE OF SUPERIOR - WARD 1,,140,3,3,216,146,
,DUNN - CITY OF MENOMONIE - WARD 1,,377,14,11,453,305,
,DUNN - CITY OF MENOMONIE - WARD 10,1,402,8,12,466,317,
,DUNN - CITY OF MENOMONIE - WARD 11,,351,7,13,415,276,
,DUNN - CITY OF MENOMONIE - WARD 2,1,275,8,7,363,227,
,DUNN - CITY OF MENOMONIE - WARD 3,,149,5,8,193,85,
,DUNN - CITY OF MENOMONIE - WARD 4,,109,3,11,168,70,
,DUNN - CITY OF MENOMONIE - WARD 5,,54,1,3,83,30,
,DUNN - CITY OF MENOMONIE - WARD 6,,191,6,17,248,144,
,DUNN - CITY OF MENOMONIE - WARD 7,,55,1,2,75,18,
,DUNN - CITY OF MENOMONIE - WARD 8,,188,12,16,266,139,
,DUNN - CITY OF MENOMONIE - WARD 9,,210,12,15,298,167,
,DUNN - TOWN OF COLFAX - WARD 1,,31,,,62,36,
,DUNN - TOWN OF COLFAX - WARD 2,,21,,,32,19,
,DUNN - TOWN OF COLFAX - WARD 3,,132,3,6,216,173,
,DUNN - TOWN OF DUNN - WARD 1,,217,3,4,296,198,
,DUNN - TOWN OF DUNN - WARD 2,,106,,,129,85,
,DUNN - TOWN OF EAU GALLE - WARD 1,,138,1,5,216,136,
,DUNN - TOWN OF ELK MOUND - WARD 1,,124,3,3,221,146,
,DUNN - TOWN OF ELK MOUND - WARD 2,,24,,,41,26,
,DUNN - TOWN OF ELK MOUND - WARD 3,,218,2,4,299,200,
,DUNN - TOWN OF GRANT - WARD 1,,38,,1,63,52,
,DUNN - TOWN OF GRANT - WARD 2,,62,,1,92,68,
,DUNN - TOWN OF HAY RIVER - WARD 1,,48,,1,94,61,
,DUNN - TOWN OF HAY RIVER - WARD 2,,33,,1,67,43,
,DUNN - TOWN OF LUCAS - WARD 1,,110,,4,183,132,
,DUNN - TOWN OF MENOMONIE - WARD 1,,75,3,,109,74,
,DUNN - TOWN OF MENOMONIE - WARD 2,,302,7,11,371,283,
,DUNN - TOWN OF MENOMONIE - WARD 3,,352,6,5,445,350,
,DUNN - TOWN OF NEW HAVEN - WARD 1,,88,1,5,159,98,
,DUNN - TOWN OF OTTER CREEK - WARD 1,,83,,2,141,99,
,DUNN - TOWN OF PERU - WARD 1,,51,,5,61,45,
,DUNN - TOWN OF RED CEDAR - WARD 1,,327,2,8,466,331,
,DUNN - TOWN OF RED CEDAR - WARD 2,,130,,1,167,112,
,DUNN - TOWN OF RED CEDAR - WARD 3,,24,2,,31,21,
,DUNN - TOWN OF ROCK CREEK - WARD 1,,180,4,,282,207,
,DUNN - TOWN OF SAND CREEK - WARD 1,1,115,1,1,170,116,
,DUNN - TOWN OF SHERIDAN - WARD 1,,61,,,119,78,
,DUNN - TOWN OF SHERMAN - WARD 1,,174,1,8,286,210,
,DUNN - TOWN OF SPRING BROOK - WARD 1,,57,,,81,65,
,DUNN - TOWN OF SPRING BROOK - WARD 2,1,332,3,1,457,332,
,DUNN - TOWN OF STANTON - WARD 1,,118,1,4,229,147,
,DUNN - TOWN OF TAINTER - WARD 1,,73,,,108,71,
,DUNN - TOWN OF TAINTER - WARD 2,,300,6,10,408,281,
,DUNN - TOWN OF TAINTER - WARD 3,,185,1,7,250,181,
,DUNN - TOWN OF TIFFANY - WARD 1,,19,,,30,23,
,DUNN - TOWN OF TIFFANY - WARD 2,,87,2,4,146,109,
,DUNN - TOWN OF WESTON - WARD 1,,38,,1,80,59,
,DUNN - TOWN OF WESTON - WARD 2,,49,,,70,46,
,DUNN - TOWN OF WILSON - WARD 1,,60,,1,126,92,
,DUNN - VILLAGE OF BOYCEVILLE - WARD 1,,106,2,2,214,146,
,DUNN - VILLAGE OF COLFAX - WARD 1,,151,2,2,220,148,
,DUNN - VILLAGE OF COLFAX - WARD 2,,56,,1,81,56,
,DUNN - VILLAGE OF DOWNING - WARD 1,,17,,,51,33,
,DUNN - VILLAGE OF ELK MOUND - WARD 1,,135,2,3,232,147,
,DUNN - VILLAGE OF KNAPP - WARD 1,,65,,3,128,91,
,DUNN - VILLAGE OF RIDGELAND - WARD 1,,13,1,,41,28,
,DUNN - VILLAGE OF WHEELER - WARD 1,,18,1,1,53,36,
,EAU CLAIRE - CITY OF ALTOONA - WARD 1,,290,7,8,322,230,
,EAU CLAIRE - CITY OF ALTOONA - WARD 10,,120,2,1,138,81,
,EAU CLAIRE - CITY OF ALTOONA - WARD 11,,383,1,7,400,327,
,EAU CLAIRE - CITY OF ALTOONA - WARD 13,,3,,,3,1,
,EAU CLAIRE - CITY OF ALTOONA - WARD 15,,3,,2,3,,
,EAU CLAIRE - CITY OF ALTOONA - WARD 2,,181,4,1,208,139,
,EAU CLAIRE - CITY OF ALTOONA - WARD 3,,83,4,4,99,61,
,EAU CLAIRE - CITY OF ALTOONA - WARD 4,,160,3,1,178,135,
,EAU CLAIRE - CITY OF ALTOONA - WARD 5,,174,1,3,182,138,
,EAU CLAIRE - CITY OF ALTOONA - WARD 6,,87,,1,111,82,
,EAU CLAIRE - CITY OF ALTOONA - WARD 7,,188,,,214,148,
,EAU CLAIRE - CITY OF ALTOONA - WARD 8,1,82,2,1,86,49,
,EAU CLAIRE - CITY OF ALTOONA - WARD 9,1,176,1,,198,152,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 1,,39,,1,53,40,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 2,,79,,3,97,69,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 3,,30,,,47,34,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 4,,37,,,67,48,
,EAU CLAIRE - CITY OF AUGUSTA - WARD 5,,23,,,57,43,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 1,,185,2,11,252,133,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 10,1,449,8,11,591,357,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 11,,471,11,8,562,410,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 12,1,753,3,13,902,688,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 13,,154,4,2,211,146,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 14,1,549,10,11,669,456,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 15,,509,4,12,589,423,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 17,3,699,11,32,831,589,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 18,2,234,8,8,269,197,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 19,,181,2,2,207,153,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 2,,260,3,18,372,147,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 20,,125,2,7,164,53,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 21,2,342,10,8,448,276,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 22,,193,4,5,222,156,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 23,1,679,15,13,798,564,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 24,,2,1,1,8,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 25,2,717,4,15,831,652,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 26,,252,4,6,322,224,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 27,,81,,1,101,80,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 28,,229,2,2,267,208,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 29,,501,3,6,641,415,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 3,1,926,23,55,1112,650,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 30,,481,5,11,593,392,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 31,,410,8,21,523,286,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 32,,498,12,9,595,403,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 33,2,158,2,7,204,151,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 34,,153,3,4,223,130,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 35,2,464,2,6,521,397,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 36,,149,4,3,176,135,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 37,,280,4,1,329,256,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 38,1,264,6,9,336,195,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 39,,404,10,11,481,316,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 4,,197,3,3,267,176,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 42,,142,,,162,110,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 43,2,130,2,4,149,103,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 44,,29,1,,37,29,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 45,,181,4,2,208,151,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 46,1,372,5,16,485,259,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 47,,150,1,2,194,150,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 48,,140,3,4,204,100,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 49,,206,3,5,222,172,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 5,,204,2,16,320,82,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 50,,2,,,2,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 52,,,,,1,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 55,,2,,,3,2,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 57,,3,,,3,3,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 6,,264,6,21,453,143,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 65,,29,2,4,32,25,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 66,,2,,,2,,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 69,,2,,,3,1,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 7,,318,3,3,376,277,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 72,,4,,,4,4,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 8,2,363,6,12,414,312,
,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 9,2,158,1,5,208,113,
,EAU CLAIRE - TOWN OF BRIDGE CREEK - WARD 1,2,163,6,4,268,206,
,EAU CLAIRE - TOWN OF BRIDGE CREEK - WARD 2,,66,,3,94,70,
,EAU CLAIRE - TOWN OF BRUNSWICK - WARD 1,,226,2,5,304,249,
,EAU CLAIRE - TOWN OF BRUNSWICK - WARD 2,2,242,3,2,358,250,
,EAU CLAIRE - TOWN OF CLEAR CREEK - WARD 1,,66,,,109,86,
,EAU CLAIRE - TOWN OF CLEAR CREEK - WARD 2,,67,,1,118,87,
,EAU CLAIRE - TOWN OF DRAMMEN - WARD 1,,130,1,1,208,169,
,EAU CLAIRE - TOWN OF FAIRCHILD - WARD 1,,52,,1,89,65,
,EAU CLAIRE - TOWN OF LINCOLN - WARD 1,,148,,2,255,199,
,EAU CLAIRE - TOWN OF LINCOLN - WARD 2,,63,,1,90,69,
,EAU CLAIRE - TOWN OF LUDINGTON - WARD 1,,184,1,3,302,231,
,EAU CLAIRE - TOWN OF OTTER CREEK - WARD 1,,84,,,137,111,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 1,,215,3,1,293,226,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 2,,190,6,4,234,174,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 3,,305,8,3,368,265,
,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 4,,328,7,12,409,300,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 1,,267,3,2,303,240,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 2,,21,,,23,18,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 3,,38,,,46,26,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 4,,240,4,4,284,216,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 5,,78,,,104,75,
,EAU CLAIRE - TOWN OF SEYMOUR - WARD 6,,269,3,4,322,239,
,EAU CLAIRE - TOWN OF UNION - WARD 1,,166,3,1,220,161,
,EAU CLAIRE - TOWN OF UNION - WARD 2,,205,1,6,275,215,
,EAU CLAIRE - TOWN OF UNION - WARD 3,,142,,,179,132,
,EAU CLAIRE - TOWN OF UNION - WARD 4,,40,,,50,36,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 1,1,55,2,,68,51,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 10,4,109,2,1,128,98,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 11,4,136,,1,173,125,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 12,1,273,1,5,329,249,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 13,,8,,,9,8,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 2,10,373,7,15,412,321,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 3,,39,,,43,32,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 4,4,90,4,4,102,73,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 5,8,327,4,5,355,279,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 6,1,32,,,38,24,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 7,2,146,2,5,169,117,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 8,8,376,5,7,424,325,
,EAU CLAIRE - TOWN OF WASHINGTON - WARD 9,7,253,2,5,275,216,
,EAU CLAIRE - TOWN OF WILSON - WARD 1,,53,1,1,82,57,
,EAU CLAIRE - VILLAGE OF FAIRCHILD - WARD 1,,45,,,95,58,
